movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119
21bridgesmovie,0.043405846,0.54141146,0.32971656,0.4327842,0.0,0.534262,0.3958722,0.4336433,0.5993208,0.016379748,0.37693733,0.4909292,0.45536295,0.54621834,0.0,0.4334731,0.0,0.13946913,0.0,0.0,0.28459507,0.52641577,0.39933246,0.3239423,0.21754992,0.41984478,0.5814057,0.4100811,0.20056027,0.33874753,0.42080814,0.5543613,0.39036447,0.49306193,0.24814858,0.41377714,0.37548885,0.36623502,0.3492485,0.0,0.6413964,0.47692055,0.33193663,0.47177616,0.2665745,0.0,0.5138024,0.3496385,0.259933,0.23046261,0.270472,0.2268541,0.0,0.2723775,0.4889153,0.40515226,0.4960207,0.3739779,0.48880893,0.46965384,0.13529386,0.29723835,0.0,0.33676785,0.0,0.42419812,0.34801292,0.56158745,0.0,0.0,0.24913308,0.0,0.0,0.37645057,0.26274493,0.47525358,0.11060232,0.0,0.0,0.37698525,0.49689808,0.0,0.0,0.07636743,0.3321628,0.12405952,0.48756757,0.35941678,0.5556294,0.2251366,0.4053362,0.33797997,0.0,0.41060287,0.0,0.5376587,0.0,0.3290764,0.0,0.26837188,0.46418202,0.6511721,0.20564057,0.23892014,0.4358219,0.0,0.11020496,0.20507213,0.2145687,0.4325174,0.12479638,0.4420819,0.65705585,0.6025907,0.21358855,0.5862402,0.0,0.38476506,0.37311676,0.38773438
47metersdown,0.033143915,0.6213556,0.54333776,0.5427017,0.0,0.6475098,0.5996873,0.7565672,0.7071272,0.25366345,0.43581444,0.65324074,0.49062812,0.67409414,0.0,0.51454633,0.0,0.4434269,0.0,0.0,0.2338886,0.3555628,0.5803237,0.38179255,0.306903,0.45416594,0.4854363,0.4694853,0.25452906,0.5575324,0.273517,0.6367366,0.63810885,0.5478557,0.3462646,0.53969365,0.40774125,0.58937395,0.47661805,0.0,0.8327266,0.5932106,0.5505012,0.4548929,0.54959816,0.0,0.6486177,0.29185307,0.41524124,0.19389343,0.31386077,0.37424698,0.0,0.35350987,0.37085116,0.37083143,0.7814603,0.49234843,0.22443308,0.20042017,0.184309,0.5572077,0.0,0.43687746,0.0,0.5396212,0.38133729,0.34699774,0.0,0.0,0.33249447,0.0,0.0,0.38239917,0.5569275,0.81808954,0.16944022,0.0,0.0,0.49013844,0.6475472,0.0,0.0,0.0,0.36285976,0.15486524,0.7524913,0.5364764,0.4996099,0.135622,0.42340344,0.54678047,0.0,0.407216,0.0,0.5562875,0.22896807,0.21969034,0.0,0.28374705,0.4770318,0.7255892,0.23427661,0.31043714,0.3710339,0.0,0.37949428,0.3325997,0.24923185,0.55590576,0.32751524,0.42916864,0.8862472,0.8220426,0.2376561,0.45517987,0.0,0.3937773,0.27172267,0.40763628
abeautifuldaymovie,0.08937688,0.3845542,0.27030814,0.33777845,0.0,0.3643558,0.3332053,0.34253082,0.5043655,0.173716,0.44756508,0.5036866,0.2350789,0.5258263,0.0,0.36622512,0.0,0.3311751,0.0,0.0,0.10984721,0.3884238,0.3762608,0.39631373,0.31516647,0.33007696,0.3392896,0.40626538,0.16758612,0.31679592,0.40651608,0.383522,0.29674047,0.46099064,0.18805388,0.5096578,0.350341,0.28694254,0.23151374,0.0,0.6470289,0.41377276,0.29073614,0.36180708,0.45483047,0.0,0.3621267,0.3509629,0.23396464,0.17045788,0.30252978,0.1737009,0.0,0.32834977,0.4721342,0.37241963,0.3647204,0.41085932,0.2627375,0.19954884,0.1826345,0.34320334,0.0,0.10311383,0.0,0.40198418,0.26335716,0.47291976,0.0,0.0,0.25332275,0.0,0.0,0.22768417,0.24350765,0.42685428,0.018424656,0.0,0.0,0.3366712,0.5743467,0.09481362,0.0,0.055521004,0.31657243,0.042308565,0.6294686,0.26141945,0.3063721,0.21098281,0.4070695,0.42256054,0.0,0.4310361,0.038298465,0.40921456,0.08271244,0.11311079,0.0,0.12107223,0.5125739,0.65124035,0.2362004,0.2272215,0.39928883,0.0,0.20794103,0.15677193,0.14091668,0.4556101,0.21160005,0.31388447,0.55268526,0.47477093,0.3198697,0.52021176,0.0,0.3135415,0.15592165,0.2010433
abominablemovie,0.124323055,0.75711817,0.56271565,0.5056363,0.0,0.7516824,0.40068346,0.49694344,1.0824486,0.0,0.5368841,0.90153706,0.69767135,0.65876263,0.0,0.6101558,0.0,0.33565888,0.0,0.0,0.25105023,0.513296,0.57510424,0.52412426,0.20985118,0.67822564,0.3877057,0.68085414,0.5369192,0.44681618,0.36413956,0.5733667,0.74538857,0.62513524,0.34511232,0.4519867,0.3635626,0.5375854,0.6391992,0.0,0.8225726,0.66777605,0.482386,0.55012953,0.72907597,0.0,0.6548785,0.38985226,0.2363201,0.479391,0.57961696,0.30345976,0.09547885,0.3372446,0.5881797,0.67891383,0.8388985,0.47871682,0.45661986,0.42967933,0.2686088,0.8141712,0.0,0.23458323,0.0,0.45108327,0.27494955,0.59605366,0.0,0.0,0.2602117,0.0,0.0,0.70500576,0.5012945,0.7851997,0.11556984,0.0,0.0,0.45462725,0.7611092,0.11498689,0.0,0.0,0.56672305,0.0,0.9226428,0.4812817,0.44573137,0.21533987,0.66114104,0.44673648,0.0,0.48010707,0.0,0.3105053,0.39262846,0.32392,0.0,0.3621329,0.81590664,0.5812194,0.21237633,0.21866055,0.57448024,0.0,0.25729927,0.254995,0.4316335,0.5556471,0.22017708,0.43662047,0.8599563,0.820878,0.3092718,0.81097907,0.0,0.40466112,0.3608614,0.2976586
adastramovie,0.006460566,0.2950707,0.26127377,0.42068738,0.0,0.37974966,0.29959288,0.22371024,0.4762038,0.20290643,0.40652236,0.37342525,0.3908851,0.47484726,0.0,0.49126077,0.0,0.20205018,0.0,0.0,0.1343379,0.33805382,0.5059667,0.19175607,0.21279266,0.38410047,0.37757427,0.33529332,0.19496596,0.33000135,0.2814777,0.40361473,0.35648876,0.47006035,0.19035359,0.19296448,0.20086497,0.41838738,0.22453994,0.0,0.5797629,0.38306892,0.38840765,0.5394345,0.38846686,0.0,0.3847769,0.2588526,0.3061306,0.16685514,0.16997741,0.2517049,0.0,0.29394117,0.3443519,0.36470714,0.3612917,0.39774087,0.4111904,0.35910097,0.18566784,0.33147073,0.0,0.3523496,0.0,0.4325645,0.33863187,0.48439246,0.0,0.0,0.16920654,0.0,0.0,0.43985015,0.31640306,0.41655913,0.016509015,0.0,0.0,0.27715608,0.53391695,0.031955007,0.0,0.046183497,0.1881915,0.16021332,0.6500029,0.38373286,0.36390305,0.22645034,0.32658833,0.37319726,0.0,0.35019392,0.0,0.40043148,0.123199455,0.18231918,0.0,0.14580545,0.5258698,0.47110814,0.07623994,0.18857779,0.47982022,0.0,0.23789254,0.24305946,0.2288377,0.40920252,0.1552484,0.2841617,0.5255603,0.57202005,0.17086163,0.48496446,0.0,0.20221399,0.17510502,0.251185
adogsjourneymovie,0.2492198,0.6896982,0.5450296,0.7531412,0.0,1.2507833,0.98027533,0.5611729,1.1505251,0.47399476,1.0050393,0.85347474,0.9030315,0.99723977,0.0,1.018657,0.0,0.8787616,0.0,0.0,0.37280872,0.93466,0.99696577,0.6278791,0.6473988,0.90727204,1.0659262,1.033212,0.3606215,0.9103737,0.748098,0.86323315,0.87724394,0.6831508,0.1057789,0.6323786,0.5888507,0.5752535,0.42019728,0.0,1.2206869,0.50429696,0.3105034,0.93391085,1.0938786,0.0,1.2161795,0.7069923,0.4744755,0.38972136,0.7967527,0.4754989,0.28444862,1.2098345,0.6648003,1.1734182,0.8348589,0.73280627,1.1553897,0.5742366,1.0988673,1.0509845,0.0,0.43179908,0.027327355,0.7919607,0.762744,0.91059524,0.0,0.0,0.42736977,0.0,0.0,0.53133,0.61561966,0.7632916,0.045220926,0.0,0.0,0.85940206,1.161469,0.34199053,0.0,0.0,0.5329602,0.07532754,1.3416911,0.55210865,0.8002511,0.7523888,0.49617568,0.4763104,0.0,0.90767664,0.0,0.59193695,0.084141485,0.5240445,0.0,0.4359029,1.1296461,1.3102262,0.35398275,0.124474056,0.67560357,0.0,0.44555694,0.26621866,0.40699753,0.97197264,0.25053248,0.823793,1.1244544,1.4049749,0.46092656,0.9075637,0.0,0.4359926,0.19149366,0.24740575
aftermathmovie,0.0,0.36872306,0.2951911,0.36487865,0.0,0.3177719,0.3280657,0.3440573,0.44146222,0.039458953,0.31564677,0.4331172,0.34538293,0.46215284,0.0,0.307127,0.0,0.29474592,0.0,0.0,0.13488355,0.2484731,0.34607938,0.33696973,0.30948287,0.29778188,0.3187083,0.38927042,0.16381577,0.32313284,0.28405827,0.3822195,0.2786401,0.23034164,0.12264371,0.29831752,0.35568807,0.36269173,0.28016174,0.0,0.43589222,0.2949562,0.2514925,0.37548655,0.28024688,0.0,0.45141116,0.33829242,0.3340531,0.087673165,0.26413903,0.16149455,0.045297086,0.2423697,0.31683472,0.3032981,0.34317914,0.30743107,0.20955677,0.16001697,0.18236578,0.2903158,0.0,0.234389,0.0,0.35415295,0.20946442,0.37949806,0.0,0.0,0.218945,0.0,0.0,0.2530117,0.10730893,0.30545333,0.09975711,0.0,0.0,0.23202172,0.35180098,0.0,0.0,0.029030124,0.16746432,0.11830483,0.51244646,0.24282296,0.2727503,0.16763107,0.25763595,0.39378342,0.0,0.31877565,0.02055198,0.2230289,0.13082549,0.18648322,0.0,0.27458712,0.49826664,0.48451394,0.16175422,0.19643073,0.2351619,0.0,0.114632145,0.108915366,0.20293295,0.41065222,0.17166144,0.29423866,0.29216373,0.36772227,0.074848935,0.30359155,0.0,0.20602992,0.19704327,0.16970044
aftermovie,0.012947777,0.44175142,0.144671,0.33209231,0.0,0.38533363,0.27357903,0.28251866,0.5016132,0.05507321,0.34385228,0.43926504,0.3336673,0.47309184,0.0,0.31755576,0.0,0.1975879,0.0,0.0,0.15861195,0.30654842,0.45746857,0.22950041,0.21349993,0.51507,0.50955105,0.33990675,0.3026813,0.31109783,0.34128702,0.33836055,0.2866494,0.47873145,0.103521764,0.34057245,0.28501847,0.32614717,0.34447432,0.0,0.6175562,0.46480888,0.26172894,0.403249,0.33341712,0.0,0.42751354,0.28536692,0.25463405,0.14764415,0.22477451,0.056227237,0.0,0.26780212,0.40265572,0.30822194,0.33419967,0.2575729,0.3367123,0.360775,0.13517731,0.33828485,0.0,0.2788082,0.0049599726,0.39196306,0.2503566,0.37112498,0.0,0.0,0.17962642,0.0,0.0,0.24177378,0.23200032,0.36592633,0.055561215,0.0,0.0,0.33014184,0.42517793,0.0,0.0,0.0,0.25631848,0.0,0.5181423,0.3738759,0.4731895,0.23174854,0.45827836,0.31837264,0.0,0.3552246,0.16098972,0.41081873,0.0,0.23013404,0.0,0.17756319,0.47904378,0.534195,0.10961532,0.13817307,0.43825072,0.0,0.29439184,0.15835786,0.34390658,0.3874908,0.3187854,0.23954952,0.60733837,0.4352291,0.3468697,0.4713957,0.0,0.23027492,0.3775931,0.32067978
ahiddenlifefilm,0.04377959,0.1899598,0.16965407,0.16293678,0.0,0.21802127,0.17144816,0.15741746,0.24803652,0.06716063,0.16489448,0.19694386,0.16444254,0.237055,0.0,0.17125174,0.0,0.12547429,0.0,0.0,0.071627505,0.15627325,0.20687729,0.12855257,0.10507714,0.17543545,0.19043404,0.192671,0.120571524,0.1583907,0.15057799,0.17853755,0.18064086,0.21404454,0.089400664,0.14634733,0.15377718,0.17399192,0.14351584,0.0,0.28082582,0.18077421,0.1707831,0.21253233,0.19684209,0.0,0.22591227,0.14600939,0.15555507,0.1055515,0.1292205,0.097069465,0.005317278,0.13124129,0.1615278,0.19215633,0.21668586,0.15868819,0.17426601,0.13493179,0.10803094,0.19548024,0.0,0.119360566,0.0,0.19046253,0.14013045,0.18446118,0.0,0.0,0.12507305,0.0,0.0,0.16438925,0.14075638,0.21827008,0.042254988,0.0,0.0,0.1568898,0.23485115,0.005221361,0.0,0.0012766919,0.13008457,0.06060903,0.26301482,0.16493315,0.17743082,0.10053381,0.18604591,0.17364879,0.0,0.14152986,0.0046296995,0.17745373,0.027726013,0.10603159,0.0,0.12854028,0.23570324,0.25048244,0.06590735,0.09689757,0.1924343,0.0,0.113496505,0.068924,0.08669952,0.1847959,0.09839152,0.18035665,0.24132022,0.25924307,0.117937215,0.20683756,0.0,0.12455925,0.119264916,0.11709054
alitamovie,0.11064895,0.6842709,0.5269463,0.45442617,0.0,0.6583876,0.47157386,0.4624121,0.7743121,0.30847907,0.6698011,0.74501055,0.42663756,0.8191578,0.0,0.53099024,0.0,0.47887847,0.0,0.0,0.007316157,0.6095062,0.6188742,0.59103876,0.5004648,0.60048676,0.84079295,0.41206062,0.43807617,0.7268441,0.59078234,0.7335034,0.75085425,0.99226683,0.098654315,0.12740487,0.5058534,0.89515024,0.32290998,0.0,1.1953096,0.42569625,0.53191924,0.5244831,0.8768855,0.0,0.9283839,0.54368997,0.36478823,0.28367606,0.63094825,0.47267732,0.0,0.76391506,0.6195443,0.6113274,0.81901264,0.69129705,0.6536404,0.35355455,0.50599223,1.0562245,0.0,0.4166864,0.046596996,0.71872586,0.5390986,0.62069017,0.0,0.0,0.3116156,0.0,0.0,0.5026994,0.5434487,0.6547736,0.24391344,0.0,0.0,0.3711289,0.9093997,0.0,0.0,0.0,0.22898988,0.10108832,0.97858816,0.66043264,0.5489559,0.29082638,0.44639105,0.5282191,0.0,0.6439105,0.1069576,0.6860781,0.3965535,0.3767078,0.10650279,0.24497536,0.8059334,1.0154752,0.215167,0.22481258,0.67711186,0.00019993354,0.40054193,0.14643697,0.23895848,0.5536376,0.5107605,0.51684934,0.7724801,1.0277072,0.35169846,0.87320745,0.0,0.57180864,0.48007408,0.30699214
