movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79
21bridgesmovie,0.023514945,0.45977288,0.0,0.18912058,0.44893938,0.54051715,0.30257058,0.48106074,0.4501453,0.43571052,0.44937477,0.24649729,0.49537724,0.43821812,0.38471103,0.38371742,0.5350973,0.47618353,0.0,0.6430841,0.0,0.578333,0.646946,0.4341463,0.27553895,0.0,0.52604324,0.17037465,0.52325755,0.5568069,0.0,0.54361176,0.0,0.5549034,0.62294495,0.27281773,0.28970367,0.5408052,0.39807084,0.31492883,0.5266429,0.25297242,0.51066756,0.3763157,0.47915342,0.5111892,0.0,0.25511986,0.6749665,0.0,0.33651358,0.0,0.35291597,0.3985477,0.14410165,0.33820587,0.5357745,0.51139885,0.31783363,0.34834698,0.6620494,0.33618522,0.57308173,0.38030672,0.20688286,0.3365281,0.63391125,0.0,0.16894019,0.19736452,0.10435408,0.50940955,0.0,0.0,0.6637948,0.0,0.5974936,0.5047976,0.4444274,0.35875887
47metersdown,0.0,0.7047024,0.2842126,0.16279271,0.58354163,0.35422975,0.42922878,0.74897766,0.30467612,0.5708142,0.4850728,0.4650765,0.47659144,0.623812,0.52398217,0.57875854,0.46079582,0.61316156,0.0,0.88931125,0.3729282,0.5782905,0.70071274,0.42033762,0.59057254,0.0,0.6516628,0.17493455,0.61531734,0.61874914,0.0,0.68838835,0.0,0.6537803,0.8970866,0.29997048,0.28548685,0.5740261,0.36732677,0.7178725,0.6763332,0.29970345,0.45721626,0.44121045,0.7098664,0.64788896,0.0,0.29124317,0.8144575,0.0,0.62234163,0.009610087,0.5552286,0.45519978,0.0,0.22996667,0.399508,0.5372321,0.48921868,0.7087761,0.47720018,0.24856833,0.6102478,0.62110627,0.087568104,0.59611315,0.61062163,0.0,0.09604694,0.27529043,0.07870202,0.38075444,0.0,0.0,0.66011155,0.0,0.7903101,0.4115691,0.33441177,0.4200253
abeautifuldaymovie,0.01687571,0.5952398,0.26185346,0.10256677,0.40484712,0.28714958,0.23996082,0.34061328,0.4081144,0.47882223,0.4230351,0.3651386,0.5815075,0.5050602,0.45238137,0.40746617,0.27592337,0.43591234,0.0,0.65558696,0.17541616,0.5562672,0.6023002,0.41810262,0.32722804,0.0,0.37258035,0.0,0.5044462,0.30325246,0.0,0.5100718,0.0,0.4620824,0.45179158,0.35296035,0.22661674,0.41588894,0.25271708,0.5772562,0.53587466,0.26646182,0.37079263,0.4737296,0.42806417,0.49598372,0.0,0.2892943,0.6293845,0.0,0.25117052,0.0020480645,0.47006446,0.39590293,0.1581145,0.2630469,0.2778182,0.57000655,0.08291391,0.5216439,0.5380006,0.28848672,0.473593,0.35284805,0.1364131,0.45334023,0.59138584,0.0,0.1605688,0.29503575,0.006759731,0.57917726,0.0,0.0,0.5214684,0.0,0.6543087,0.43113518,0.41147298,0.23078552
abominablemovie,0.0,0.9452298,0.10447526,0.21751037,0.7065546,0.81726056,0.28004685,0.791828,0.94936883,0.6436544,0.8026842,0.7776231,1.0146285,0.87477833,0.80854815,0.6671207,0.6378301,0.73116493,0.0,0.9935671,0.2859752,0.75450265,1.1783806,0.5290508,0.6037823,0.0,0.66423434,0.025104627,0.97864723,0.6538863,0.0,0.73044825,0.0,0.80206925,1.1030794,0.47248206,0.3659018,0.9030067,0.7379493,0.8202485,0.80028474,0.41458133,0.77042496,0.6528586,0.66379976,0.77897894,0.0,0.60079634,1.1737896,0.0,0.7038981,0.06785659,0.5726945,0.813859,0.17513758,0.29758906,0.9588522,0.79031616,0.38758683,0.46672508,0.9753429,0.51256174,0.49133027,0.6437303,0.2914994,0.9685358,0.92899215,0.0,0.11543082,0.10480082,0.26773447,0.72083825,0.0,0.0,1.09257,0.0,1.1151773,0.58739066,0.69544697,0.5062204
adastramovie,0.0,0.4185868,0.117683455,0.21634412,0.3593321,0.51455194,0.24631956,0.35995176,0.43629792,0.32041395,0.47608483,0.34019238,0.6171639,0.57380426,0.43070292,0.3883888,0.45756212,0.5485969,0.0,0.7351876,0.29106224,0.518091,0.71860874,0.4208674,0.45679328,0.0,0.44568747,0.053081546,0.6193273,0.39844778,0.0,0.5711315,0.0,0.48226586,0.56244177,0.3513844,0.22857942,0.49464923,0.33624315,0.38918665,0.55328214,0.29693338,0.40211374,0.4060784,0.43753165,0.38696826,0.0,0.3282529,0.5088282,0.0,0.15583329,0.0,0.4889105,0.36414915,0.03880505,0.2835428,0.47358516,0.63858443,0.27656913,0.56776786,0.5722939,0.32755786,0.6730134,0.47737002,0.26411194,0.5446312,0.5577463,0.0,0.10330625,0.008106653,0.022009162,0.39413956,0.0,0.0,0.7699627,0.0,0.533916,0.39529315,0.3986986,0.25342587
adogsjourneymovie,0.06497664,1.4564828,0.3357014,0.22002009,1.1531448,0.68369454,0.3141771,1.2670381,0.89087915,1.0558633,1.1630493,0.6414153,0.9071459,1.0027577,0.7813043,0.8656615,0.88906616,0.98483795,0.0,1.3227816,0.38551074,0.89802945,1.306708,0.98209953,1.1820937,0.0,1.1498312,0.10106687,1.1263506,1.1645548,0.0,1.2453954,0.0,1.4352026,1.2403152,1.0287962,0.17659628,0.98547125,0.9480205,1.0970038,0.93924236,0.75249535,1.062657,0.98539597,0.9304167,1.5121372,0.0,0.6683055,0.9002041,0.0,0.8258829,0.0,0.83643717,0.9522104,0.22203352,0.59686255,0.8316517,1.207968,0.5550472,1.4067935,1.2932117,1.0733991,1.1477795,0.8134607,0.24512476,1.1751674,1.3368618,0.0,0.07587151,0.44454727,0.1701954,0.98713,0.0,0.0,1.3760085,0.0,1.4732596,0.7377859,0.85049933,0.3257919
aftermathmovie,0.038009662,0.35725933,0.13300271,0.20097634,0.36072046,0.32333374,0.2026897,0.31044698,0.29531807,0.35871756,0.39108112,0.2033462,0.3191339,0.48176652,0.34456265,0.39418107,0.37556642,0.3130939,0.0,0.4931991,0.13480802,0.33622888,0.4832494,0.36348036,0.3366901,0.0,0.36948472,0.0,0.43144628,0.33011857,0.0,0.48008043,0.0,0.491648,0.48012102,0.27049184,0.31612432,0.38769916,0.30017814,0.3233938,0.3253727,0.30054867,0.29392028,0.3974476,0.2704584,0.4637515,0.0,0.21904543,0.4843085,0.0,0.25852972,0.0,0.20528089,0.36665285,0.024096042,0.1530495,0.3873642,0.3061107,0.0753436,0.39229044,0.37929028,0.33132556,0.42581195,0.35430717,0.10189464,0.36541957,0.35027897,0.0,0.11855075,0.16121803,0.10699463,0.3241916,0.0,0.0,0.43661556,0.0,0.38204303,0.38520938,0.28872564,0.34386808
aftermovie,0.0,0.5323917,0.19694875,0.19568922,0.507144,0.3238002,0.098553434,0.47546682,0.43711454,0.42177522,0.46468407,0.3137346,0.5988454,0.5321323,0.5004154,0.38104826,0.49609435,0.36235934,0.0,0.72766453,0.28003174,0.42871583,0.627862,0.44863397,0.4395986,0.0,0.5963108,0.016744874,0.6521671,0.37923232,0.0,0.57712734,0.0,0.5541246,0.5779264,0.34197426,0.3087032,0.5159365,0.39507127,0.45588645,0.5232395,0.30522713,0.41969562,0.44458288,0.3832479,0.5790315,0.0,0.38101208,0.5275259,0.0,0.3714581,0.0586344,0.26644015,0.4789136,0.16279037,0.28644362,0.44459727,0.6673047,0.21978548,0.6234263,0.51233923,0.41558766,0.59217113,0.34283566,0.08045908,0.4182425,0.60727084,0.0,0.112945095,0.09281412,0.13368364,0.4705725,0.0,0.0,0.648333,0.0,0.5990401,0.5642603,0.3483544,0.24161667
ahiddenlifefilm,0.0,0.18423475,0.07097891,0.07729798,0.19903971,0.19299224,0.09292701,0.1886587,0.18187328,0.1702025,0.19910184,0.14407419,0.22907612,0.2415608,0.17673846,0.16282459,0.18707451,0.17538598,0.0,0.29952013,0.094475105,0.23156747,0.27076453,0.1568466,0.18228,0.0,0.20245607,0.009136651,0.23640928,0.16979901,0.0,0.22012527,0.0,0.23530461,0.2576027,0.11747405,0.11488135,0.2227692,0.14087957,0.18191674,0.21040158,0.115881145,0.18170792,0.19915044,0.15746297,0.2329984,0.0,0.14485882,0.23350221,0.0,0.14425173,0.0,0.1637295,0.18415558,0.067005515,0.09123533,0.19269589,0.24042395,0.10536638,0.20040663,0.23909381,0.18129128,0.22154944,0.18170725,0.067109555,0.18196917,0.23724179,0.0,0.056740012,0.07766871,0.03137614,0.220433,0.0,0.0,0.2864647,0.0,0.24841583,0.1792755,0.1898596,0.13488297
alitamovie,0.0,1.0871586,0.0323926,0.26754367,0.54664004,0.79705507,0.31321016,0.8471993,0.8255612,0.5774218,0.90276283,0.63243896,0.9003647,0.70107156,0.81359,0.88526845,0.653039,0.8295062,0.0,1.2807602,0.39974362,1.1309268,0.94135803,0.9773467,0.612851,0.0,0.7046167,0.11028254,1.0633703,0.89499515,0.0,1.0857975,0.0,0.92805535,1.2172053,0.38649362,0.6357307,0.78395784,0.6016111,0.7472844,0.7750562,0.3487891,0.70056,0.6755592,0.8798001,0.86580217,0.0,0.73702276,1.0024794,0.0,0.37065393,0.0,0.45507255,0.75563157,0.13810791,0.34752417,0.88194567,0.9676525,0.5131263,0.7811488,0.9355386,0.7577962,0.98194253,1.1309654,0.44098362,0.8799206,1.088054,0.0,0.12978868,0.3019142,0.13353398,0.85433596,0.0,0.0,1.1719607,0.0,0.8866874,0.4405876,0.90819734,0.596805
