movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89
21bridgesmovie,0.42970347,0.8586853,0.3766484,0.0,0.48577285,0.10594962,0.24804783,0.5469446,0.08232842,0.52478546,0.18405247,0.0,0.03524957,0.5041515,0.4441979,0.49019527,0.4545101,0.10520025,0.51537716,0.45529643,0.46819314,0.40106463,0.50523245,0.47472966,0.38482162,0.29212567,0.19775526,0.0,0.5843748,0.40678468,0.10254666,0.36322877,0.54929113,0.5615792,0.26275358,0.0,0.2597962,0.41316074,0.53467625,0.39224952,0.5421894,0.0,0.3654921,0.22292235,0.70843714,0.59561205,0.31056774,0.48902863,0.0,0.22858536,0.5496325,0.5324047,0.0,0.57889277,0.17917576,0.43065307,0.0,0.66529226,0.0,0.30676982,0.35273036,0.1355477,0.0,0.46560553,0.15574563,0.0,0.5244114,0.07213813,0.32252344,0.3388629,0.3000462,0.22095399,0.38210237,0.2923475,0.0,0.50466233,0.21941808,0.5449875,0.75137806,0.12479693,0.5943456,0.7322833,0.33495566,0.5341855,0.5775777,0.58418196,0.54649925,0.44428062,0.5500772,0.0
47metersdown,0.5099706,0.7699452,0.4873142,0.0,0.51142824,0.15792021,0.3348357,0.6022046,0.2741931,0.73742783,0.06369683,0.0,0.10129081,0.21712433,0.54148877,0.61702275,0.39417604,0.08631176,0.10196107,0.35748786,0.4949642,0.35617048,0.48258156,0.2530645,0.5358584,0.37011403,0.15774678,0.0,0.5534866,0.12183167,0.09181869,0.47308514,0.6110476,0.5160212,0.30689928,0.0,0.21181598,0.39430267,0.76080537,0.37917143,0.14047912,0.0,0.47705597,0.28813788,0.907273,0.5024424,0.36469927,0.5090507,0.0,0.01957595,0.5703594,0.45602113,0.0,0.63290083,0.5161921,0.4056081,0.15573289,0.71551436,0.055498607,0.4472734,0.5421841,0.21292308,0.0,0.21872987,0.24959421,0.0,0.31695902,0.030456413,0.3287566,0.36765292,0.30629236,0.28385386,0.35318547,0.26676193,0.0014262199,0.5896553,0.030926589,0.53506535,0.645375,0.04715067,0.5512616,0.5858622,0.4393604,0.33827853,0.5580972,0.6108178,0.30470043,0.3475137,0.3446591,0.0
abeautifuldaymovie,0.38922697,0.6200443,0.33841002,0.0,0.43569934,0.16758883,0.25607866,0.3999078,0.17898282,0.6298436,0.28977498,0.0,0.033126302,0.16751099,0.3916949,0.43397927,0.33304194,0.17701603,0.38349336,0.31327757,0.38338888,0.24630022,0.39575022,0.52387726,0.32641086,0.35336968,0.17001516,0.0,0.31390974,0.3212737,0.064263225,0.16520755,0.46609062,0.51701444,0.46107545,0.0,0.17093341,0.30362356,0.50165874,0.2697892,0.37965447,0.0,0.4284709,0.13415164,0.5806644,0.44071767,0.18284741,0.47842827,0.117589824,0.09015678,0.4396807,0.36115372,0.0,0.42710868,0.15419161,0.30421662,0.08275965,0.44760805,0.0,0.2526845,0.08355922,0.050638743,0.0,0.22898608,0.14206569,0.0,0.3601917,0.022324216,0.19768518,0.24340278,0.23756087,0.20676161,0.32752252,0.44730756,0.0,0.46264344,0.22078884,0.41364768,0.6640823,0.0,0.26154009,0.40683,0.24382289,0.3511007,0.6009088,0.44029623,0.48332196,0.33214808,0.3739557,0.0
abominablemovie,0.5219124,1.2371318,0.6125039,0.0,0.9361271,0.24517931,0.42127806,0.75391024,0.296529,0.96293753,0.20865309,0.0,0.017547615,0.46701682,0.52634114,0.682346,0.25716624,0.0,0.4330654,0.54886985,0.5188174,0.27831468,0.7301853,0.36431628,0.83263093,0.5853852,0.24705534,0.0,0.5848607,0.31816915,0.42907286,0.5463905,0.7623824,0.85348874,0.5721991,0.0,0.27056032,0.3918536,0.7933084,0.6066898,0.7091441,0.0,0.684675,0.22808692,1.0626626,1.0589013,0.47336125,0.87706906,0.0,0.15897128,0.67728645,0.47363538,0.0,0.9689227,0.67162466,0.986981,0.17701443,0.725159,0.0,0.22014742,0.5510189,0.36630616,0.0,0.40494144,0.38659993,0.0,0.6167183,0.2630639,0.6972262,0.8089219,0.34396535,0.72564036,0.54846716,0.4942853,0.0,0.62909466,0.3457897,1.119796,0.6498308,0.0,0.6473063,1.0118947,0.29256678,0.5756488,1.0674341,1.0355238,0.34120664,0.5518221,0.82649666,0.0
adastramovie,0.31326342,0.5648041,0.30235288,0.0,0.4042458,0.15071957,0.18358015,0.5828492,0.0022552833,0.4282075,0.036008224,0.0,0.0,0.40108112,0.44860095,0.35801545,0.28494617,0.0,0.2679552,0.22056845,0.2826729,0.2543593,0.27378032,0.40970552,0.3672773,0.28227702,0.3402018,0.0,0.30539465,0.32858193,0.14957802,0.1584978,0.42391515,0.37450898,0.214875,0.0,0.119540855,0.208424,0.32709953,0.37395912,0.43361193,0.0,0.2910584,0.24942943,0.46411526,0.5991221,0.31081975,0.40676296,0.0,0.081720695,0.32187206,0.33958787,0.0,0.3968554,0.3283216,0.34069914,0.026025759,0.42769966,0.0,0.23098703,0.14165789,0.19635224,0.0,0.37580585,0.32476598,0.0,0.33551574,0.030231755,0.29660678,0.22304226,0.21893407,0.24985205,0.27941737,0.1562529,0.0,0.36513937,0.15448442,0.41660818,0.5646627,0.04427301,0.37239024,0.4912456,0.29725102,0.35449418,0.59567493,0.42511985,0.21705624,0.30786747,0.2979298,0.0
adogsjourneymovie,0.8486578,1.8023033,0.6313102,0.0,1.3029864,0.0,0.5880643,0.7490271,0.35787883,1.3460709,0.19553673,0.0,0.0,0.41600493,0.8239833,0.56487095,0.3446724,0.0,1.0027143,0.86631554,0.6953119,0.44225675,0.8235164,0.65384054,0.93412256,0.83438176,0.15435053,0.0,0.6518247,0.37909487,0.0,0.45855185,1.0391655,1.353377,0.8555479,0.0,0.27166873,0.40692696,1.1420201,0.46721387,0.68440545,0.0,1.2882549,0.44116506,1.1871669,1.2928898,0.70000726,1.0869265,0.037661,0.23914991,0.88154656,0.849365,0.0,0.93607396,0.7458448,0.77740496,0.23075385,1.1301702,0.0,0.96476585,0.6600188,0.35081705,0.0,0.3092131,0.6516156,0.0,0.19743711,0.23687056,0.74877834,0.6755569,0.8293249,0.53369075,0.55388623,0.4801153,0.0,0.7168548,0.0,1.2160306,1.1822933,0.0,0.8323872,1.1625867,0.46056995,0.32107383,1.2104363,1.0556027,1.0043403,0.4664322,1.0620728,0.0
aftermathmovie,0.32660317,0.37416622,0.16641283,0.0,0.2413088,0.17216825,0.15455177,0.3271545,0.13291374,0.41626206,0.040769342,0.0,0.09273796,0.23480359,0.20889537,0.2628793,0.2702932,0.12199457,0.20564823,0.18458131,0.23456952,0.16221046,0.34214157,0.1554553,0.22841536,0.14580491,0.088949665,0.0,0.33597472,0.25290585,0.0037590712,0.14424847,0.45429474,0.35128626,0.20599993,0.0,0.17363529,0.16311128,0.32263198,0.2684965,0.41746587,0.0,0.20444016,0.17188925,0.3826263,0.3205237,0.3357567,0.3137477,0.0,0.09332421,0.24512126,0.2738961,0.0,0.22526565,0.07101549,0.29791087,0.042697687,0.32622495,0.0,0.25270405,0.19825734,0.29100704,0.0,0.33965692,0.06562328,0.0,0.12471407,0.028360736,0.19239518,0.18835068,0.099171504,0.22509523,0.13203506,0.11752488,0.0,0.31054088,0.1750246,0.27797407,0.35661408,0.09397698,0.28176317,0.32929084,0.2897662,0.1993553,0.29566914,0.27793223,0.15678442,0.30392048,0.35002595,0.0
aftermovie,0.37160823,0.8453196,0.50766194,0.0,0.579398,0.0,0.33938292,0.39997172,0.2786364,0.7061572,0.25304294,0.0,0.0,0.33359236,0.20682846,0.38069788,0.40224075,0.09342007,0.33240792,0.49731758,0.30676174,0.06407334,0.30231923,0.1791207,0.57503045,0.5078625,0.24405822,0.0,0.41111422,0.22540721,0.05899157,0.35211536,0.61112785,0.5132632,0.6260228,0.0,0.118211225,0.41780716,0.47103179,0.34514004,0.31239682,0.0,0.5275137,0.29900372,0.597432,0.62796986,0.18290211,0.6536023,0.0,0.20951337,0.5895982,0.5411899,0.0,0.5997717,0.34432328,0.43791938,0.094424844,0.4899181,0.0,0.18392886,0.22093314,0.119624436,0.0,0.18403311,0.31014627,0.0,0.38778645,0.0454092,0.29838574,0.31994995,0.33280694,0.41321215,0.30757004,0.34411314,0.0,0.53887385,0.2931386,0.6055486,0.62904525,0.17085055,0.3917494,0.5864175,0.34156036,0.4582722,0.67612296,0.7365167,0.36815238,0.44775927,0.47772908,0.0
ahiddenlifefilm,0.2483904,0.36574176,0.1692792,0.0,0.23432358,0.039009303,0.14678669,0.22500691,0.09700165,0.30339408,0.06314369,0.0,0.032317076,0.1808002,0.16228676,0.2143746,0.18655987,0.038169548,0.18306006,0.20876351,0.19738837,0.1459845,0.21222757,0.17878157,0.19336513,0.20831329,0.1171201,0.0,0.21745515,0.15303746,0.04746775,0.12782222,0.2580903,0.2986071,0.21808349,0.0,0.123684436,0.17331238,0.23565847,0.18199551,0.21824977,0.0,0.18697779,0.13799685,0.28746617,0.28842315,0.17373465,0.2603562,0.0,0.0656437,0.22201373,0.18696006,0.0,0.27066228,0.12301335,0.21143311,0.045543727,0.26156184,0.0,0.16795881,0.124437794,0.11598695,0.0,0.1535103,0.12970123,0.0,0.16555649,0.06734881,0.16218503,0.1874578,0.117403015,0.16952266,0.15529649,0.15813479,0.0,0.23191887,0.09129369,0.24303316,0.27476388,0.018195866,0.20161243,0.2386124,0.1632839,0.17279512,0.2874352,0.2651985,0.2174502,0.20351669,0.22220173,0.0
alitamovie,0.2635698,0.92799336,0.37195864,0.0,0.62223136,0.0,0.25658423,0.8000849,0.1518934,0.69943786,0.0,0.0,0.0,0.33628896,0.10235943,0.31545427,0.31120208,0.0,0.50364584,0.5322477,0.54275703,0.4964768,0.3184979,0.32491347,0.5112527,0.4997809,0.35554278,0.0,0.53380156,0.21683611,0.120252386,0.36124244,0.46752405,0.4464745,0.39841065,0.0,0.3301648,0.46789134,0.77045286,0.37033737,0.23209056,0.0,0.36787793,0.27426404,0.674165,0.8012949,0.5085776,0.71790135,0.0,0.42753798,0.58887273,0.54279864,0.0,0.5771671,0.36430198,0.5121039,0.0,0.49058577,0.0,0.29121608,0.34766245,0.45343572,0.0,0.29856944,0.37826484,0.0,0.31332442,0.05985248,0.40307072,0.34000176,0.4844305,0.28363875,0.2834868,0.15082812,0.0,0.457551,0.1754417,0.64548945,0.68909544,0.31043923,0.6160982,0.52710056,0.38209504,0.36287802,0.7813454,0.7548998,0.37555346,0.35285234,0.5488861,0.0
