movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149
21bridgesmovie,0.20653096,0.21654631,0.12596065,0.30754516,0.24866427,0.37480167,0.46519035,0.38066337,0.23304598,0.41673064,0.5310207,0.2594917,0.26011467,0.31979814,0.48960072,0.0012732949,0.1446993,0.25393504,0.38420597,0.31806087,0.41613528,0.0,0.16096309,0.36033067,0.29949763,0.55575657,0.3312065,0.31780195,0.0,0.40848032,0.036125608,0.19667757,0.20802934,0.60388124,0.119719215,0.5462418,0.5577151,0.44720143,0.22043936,0.37895438,0.4989031,0.0,0.4588568,0.00041201012,0.18249205,0.2378592,0.51731473,0.17093685,0.13082461,0.25166506,0.3789497,0.493641,0.45566836,0.27832443,0.22919196,0.4617107,0.40524298,0.32978213,0.32978174,0.0,0.37614027,0.3457139,0.46545497,0.25435865,0.0,0.28514138,0.22787642,0.0,0.3880638,0.40841743,0.30337894,0.086215556,0.40272784,0.22134455,0.0,0.4272816,0.17833494,0.27359802,0.0,0.42080277,0.0,0.0,0.21283777,0.27287382,0.6262381,0.61538357,0.2865652,0.3269558,0.21799521,0.0,0.47578436,0.06489755,0.24226446,0.0,0.43434477,0.46549124,0.17824948,0.274114,0.0,0.17048104,0.4973979,0.23489162,0.12486817,0.16271095,0.24487221,0.0866803,0.36243248,0.3735093,0.32459104,0.16378117,0.24669306,0.46142063,0.42527485,0.35096306,0.0,0.36831248,0.0,0.0,0.28678057,0.29978675,0.20755015,0.0,0.0,0.48890212,0.016335662,0.31092805,0.113582574,0.2444503,0.39881355,0.0,0.3380324,0.45410144,0.5505998,0.53429705,0.0,0.0,0.60308063,0.26947892,0.62657636,0.2317617,0.0,0.3589681,0.52669024,0.5239867,0.3208759,0.46709844,0.3979069,0.26770276,0.14877944,0.15883744
47metersdown,0.4362277,0.17016841,0.0,0.388094,0.1731789,0.49144015,0.5039049,0.44283405,0.3289279,0.82433754,0.68107295,0.513976,0.5785526,0.55969507,0.3397746,0.0,0.36921433,0.12246053,0.31796372,0.48588884,0.4512175,0.0,0.22951113,0.62020826,0.5632602,0.756572,0.5163688,0.3664543,0.0,0.6189574,0.0,0.21310386,0.48354712,0.6952509,0.2500277,0.56022745,0.44909123,0.34072015,0.1717407,0.3137823,0.67297316,0.0,0.49598333,0.0,0.6416355,0.27057815,0.61355484,0.1758221,0.1567575,0.26266217,0.58598524,0.72735596,0.45754975,0.4946813,0.45101705,0.7631813,0.5370986,0.40856153,0.663897,0.0,0.45932606,0.35709545,0.6835298,0.28966695,0.0,0.3375356,0.42855787,0.0,0.4760828,0.5481723,0.24383214,0.17843708,0.42365718,0.33025447,0.0,0.56839776,0.166892,0.18717217,0.0,0.7483974,0.0,0.0,0.3957296,0.07756718,0.7513058,0.52750415,0.56887805,0.40266025,0.37030783,0.0,0.16656756,0.17218712,0.27802646,0.0,0.7199219,0.758206,0.14076959,0.2194439,0.0,0.095825605,0.44710052,0.48448667,0.081023395,0.16576844,0.25938416,0.05925543,0.208603,0.40192062,0.44520912,0.34323424,0.2298959,0.43293342,0.4526956,0.49390876,0.0,0.39396423,0.0,0.0,0.4032317,0.41056624,0.3995216,0.0,0.0,0.65592015,0.016235132,0.51931393,0.34065145,0.5579877,0.8134506,0.0,0.3913826,0.55406475,0.40246147,0.50892556,0.0,0.0,0.32204115,0.41573015,0.40918672,0.4060005,0.0,0.46401298,0.6072376,0.44566944,0.1817607,0.5028078,0.71700585,0.23824888,0.4178453,0.2343587
abeautifuldaymovie,0.23131792,0.23434044,0.08420598,0.26757252,0.2969709,0.39944202,0.38475776,0.4672442,0.2374096,0.52965266,0.47350317,0.2746612,0.37767088,0.36986434,0.37246907,0.0068528038,0.21515879,0.1005677,0.30379924,0.19845878,0.320299,0.0,0.17189537,0.3543344,0.29553434,0.5897628,0.40598804,0.16222003,0.0,0.50187314,0.10540583,0.34804538,0.29613033,0.49556157,0.20412901,0.3837992,0.4664373,0.32089788,0.3141818,0.23135336,0.52616066,0.027055983,0.29679933,0.0,0.27800852,0.31696272,0.44569784,0.14532357,0.11776006,0.31558594,0.367373,0.48168847,0.46668875,0.2931587,0.32507887,0.4835236,0.49251938,0.27285922,0.3091782,0.0,0.32487604,0.30368114,0.4415647,0.25033143,0.0,0.122279294,0.36285037,0.0,0.34155428,0.4553925,0.2481549,0.09365934,0.30916172,0.24338625,0.0,0.42889425,0.21779685,0.29132828,0.0,0.6740274,0.0,0.0,0.20043921,0.31835565,0.4375661,0.40983278,0.45112506,0.31043208,0.21072002,0.0,0.34635064,0.042713054,0.11355457,0.0,0.4379709,0.36732423,0.0,0.33247328,0.0,0.09941586,0.38778514,0.35103458,0.0,0.0,0.03872006,0.20382914,0.3115407,0.45306766,0.19728297,0.2909693,0.13025242,0.37261653,0.307803,0.29642445,0.0,0.27621454,0.0,0.0,0.38146803,0.2441382,0.3320527,0.0,0.0,0.46383798,0.0,0.43201494,0.12600772,0.31750017,0.50113696,0.0,0.28018737,0.37478942,0.52385414,0.3369158,0.03097984,0.0,0.41905615,0.32550293,0.3621711,0.21027344,0.0,0.2850278,0.32328144,0.42288545,0.3270022,0.43310413,0.38168445,0.3896442,0.24786817,0.17051804
abominablemovie,0.4436351,0.46087968,0.123910174,0.73844534,0.42899504,0.6884783,0.72748065,0.62511194,0.14958689,0.75815314,0.7714272,0.54942244,0.45524067,0.48201278,0.6879786,0.0,0.3004345,0.22832757,0.7753011,0.6914052,0.5988886,0.0,0.22341199,0.334462,0.59228647,0.967417,0.54180276,0.18336003,0.0,0.5634919,0.11553983,0.28125793,0.37601134,0.6067951,0.028123014,0.87019855,0.43252826,0.4252751,0.53122914,0.5647192,0.93526274,0.0,0.480332,0.04085304,0.29668686,0.3561051,0.73110807,0.3593353,0.035604436,0.4514933,0.57158935,0.62750673,0.57287407,0.25568318,0.51380014,0.6381779,0.54024595,0.4277011,0.45740554,0.0,0.5503819,0.44769245,0.80983907,0.32091558,0.0,0.17221355,0.646182,0.0,0.41888875,0.6012081,0.33994132,0.0,0.5968737,0.68861705,0.0,0.84585935,0.07121385,0.29542825,0.0,0.79294276,0.0,0.0,0.46585727,0.3248248,0.8520411,0.62619615,0.6834958,0.20049657,0.71022105,0.0,0.59000003,0.0,0.21652046,0.0,0.7706721,0.39050895,0.42225072,0.37761074,0.0,0.24193381,0.5145419,0.61047167,0.0,0.0,0.08949049,0.27938002,0.504504,0.74132097,0.19123529,0.2724913,0.33582723,0.50571775,0.57059133,0.52680224,0.0,0.6482494,0.0,0.0,0.573139,0.58538955,0.62264735,0.0,0.0,0.70774996,0.0,0.5301297,0.4040753,0.52262324,0.60246384,0.0,0.55363524,0.52506334,0.73331654,0.70525134,0.0,0.0,0.6593825,0.54776627,0.49160498,0.24138662,0.0,0.3739868,0.709683,0.7005886,0.39434645,0.5430387,0.7432458,0.32558557,0.42991385,0.0
adastramovie,0.19902651,0.293787,0.0,0.17064272,0.07131029,0.28206834,0.38154635,0.30305862,0.089425504,0.46528128,0.49779588,0.1588558,0.19900568,0.20087007,0.37563407,0.006389385,0.14407828,0.11489012,0.3318757,0.22419137,0.31005022,0.0,0.0,0.23745476,0.312052,0.4286007,0.3854836,0.2863533,0.0,0.33302233,0.17801279,0.21603599,0.34344795,0.34188157,0.030054197,0.3767348,0.34850818,0.2930866,0.11934517,0.20548737,0.35947508,0.0,0.33014765,0.0,0.265736,0.28070366,0.19444738,0.14465602,0.0,0.16130804,0.4215492,0.44965944,0.4511064,0.36934164,0.28736064,0.53137493,0.17687887,0.18490002,0.34873042,0.0,0.2422806,0.3780284,0.27592635,0.26291317,0.0,0.18625244,0.3245461,0.0,0.18654962,0.30056387,0.093557,0.18359601,0.34478334,0.32268906,0.0,0.34837788,0.17196594,0.07624729,0.0,0.4488506,0.0,0.0,0.3599026,0.09342773,0.41871667,0.2814402,0.22200282,0.3922479,0.285561,0.0,0.2694086,0.075782746,0.3118795,0.0,0.39063016,0.4449557,0.18280488,0.2596568,0.0,0.09051343,0.19561157,0.3475919,0.061969362,0.039181035,0.06337846,0.16749,0.24760224,0.20188889,0.2198328,0.27279013,0.104409054,0.418374,0.40472683,0.1990273,0.0,0.07271616,0.0,0.0,0.39768067,0.24816264,0.28055817,0.0,0.0,0.3599676,0.04245468,0.34645128,0.21821582,0.18016356,0.4574271,0.0,0.31092477,0.38107464,0.43154404,0.31635225,0.0,0.0,0.39869046,0.27417776,0.3605981,0.29257536,0.0,0.27556223,0.3661891,0.25266284,0.19426054,0.36766586,0.37926483,0.13358802,0.19053496,0.29689458
adogsjourneymovie,0.24745664,0.56563675,0.38516083,0.65039283,0.5928458,0.6205947,0.9257144,0.9284702,0.48813504,1.0061613,1.0367209,0.47580993,0.6820571,0.7976579,0.9105314,0.0,0.18649264,0.29018298,1.0343552,0.706134,0.7095339,0.0,0.6326281,0.7588168,0.604034,1.0604587,0.71922755,0.24239005,0.0,1.3226491,0.14055546,0.5046634,0.6114594,1.2517297,0.31182566,0.7234965,0.93989366,0.64721537,0.4211619,0.5346632,1.1536319,0.0,1.0089685,0.0,0.49978265,0.57047737,1.3189378,0.58949673,0.10705711,0.8117648,0.924053,1.1615866,1.2174389,0.8784343,0.6819669,1.2238578,0.5675239,0.6036412,0.9296683,0.0,0.6232396,0.38312316,0.95553255,0.39267632,0.0,0.023587791,0.7545852,0.0,0.84515315,0.78926456,0.597267,0.0,0.8519785,0.6954662,0.0,0.7483721,0.01951308,0.5419856,0.0,1.0619727,0.0,0.0,0.5239586,0.2973696,1.175712,0.9876614,0.5957211,0.44473442,0.45825088,0.0,0.9020693,0.3229658,0.50989765,0.0,1.0478028,0.6241459,0.08431134,0.88308656,0.0,0.5227456,0.9236264,1.0619475,0.0,0.29534835,0.26682732,0.21314351,0.47650075,0.6572841,0.74961984,0.41251332,0.4141267,0.79126996,0.95613986,0.58372,0.0,0.5855409,0.0,0.0,0.8160476,0.8742761,0.7202276,0.0,0.0,1.0072942,0.0,0.7805486,0.4008498,0.31891078,1.0617765,0.0,0.60730845,0.9734293,1.1028677,1.1904688,0.0,0.0,0.955016,0.77276707,0.9557534,0.39063138,0.0,0.6049896,1.1158024,0.72333235,0.32650757,1.0160035,1.0291221,0.4462026,0.32585192,0.28756908
aftermathmovie,0.12004955,0.16238846,0.0692419,0.14720854,0.16440305,0.33503985,0.38310373,0.36526284,0.08709252,0.31212485,0.41891614,0.32493237,0.2556309,0.3254031,0.35093182,0.08489828,0.17485157,0.13679464,0.31388327,0.22869025,0.27908695,0.0,0.18686658,0.33452317,0.16354936,0.4674209,0.2790441,0.24752654,0.0,0.34631592,0.03272737,0.1947284,0.23722398,0.4221874,0.13396105,0.40447503,0.31360066,0.15956219,0.13051508,0.27126983,0.5102696,0.0,0.28867427,0.0,0.2726194,0.15035498,0.30074778,0.074837655,0.08132663,0.19407631,0.345275,0.34198415,0.4523079,0.29612,0.27386844,0.4064002,0.1604844,0.23446886,0.18512778,0.0,0.25816315,0.23394534,0.32433945,0.16991365,0.0,0.20984206,0.2277226,0.0,0.27850989,0.35328436,0.22084387,0.097402394,0.29662633,0.2392043,0.0,0.3376068,0.22244824,0.19479972,0.0,0.450907,0.0,0.0,0.12073431,0.24507447,0.38936377,0.31851995,0.29080963,0.21380277,0.20185767,0.0,0.22059634,0.09412658,0.21632278,0.0,0.4509598,0.30546647,0.12663779,0.20729408,0.0,0.08138777,0.34658474,0.33996466,0.13093062,0.0,0.1664789,0.08760735,0.127495,0.30952317,0.26185206,0.14270137,0.035376072,0.3694157,0.36058953,0.356296,0.0,0.2161648,0.0,0.0,0.21957393,0.20910798,0.30837506,0.0,0.0,0.36722273,0.023882233,0.260769,0.12275981,0.23550035,0.416872,0.0,0.14893712,0.29740655,0.41112396,0.28061533,0.0,0.0,0.24382466,0.25104055,0.35666293,0.28121522,0.0,0.32021403,0.28875628,0.22424984,0.18859431,0.32924727,0.35820875,0.2251898,0.20792647,0.1868332
aftermovie,0.20519796,0.108590454,0.096320026,0.20973916,0.05578157,0.25626072,0.24117151,0.2637328,0.14066693,0.35381973,0.49307474,0.3170122,0.25672093,0.24162386,0.28461954,0.116509326,0.27548072,0.10092592,0.25489664,0.33644903,0.30565333,0.0,0.19283082,0.36319956,0.22651917,0.45288748,0.40133023,0.14115569,0.0,0.509913,0.008216711,0.31235927,0.31113723,0.46756965,0.101008356,0.4126882,0.31916675,0.24893552,0.31950307,0.3907629,0.4574521,0.020067103,0.3781527,0.0,0.2154009,0.24069653,0.38696355,0.25393516,0.16181448,0.40043533,0.36749244,0.42786437,0.4467313,0.4713223,0.21142215,0.45149162,0.34155172,0.15866156,0.29277563,0.0,0.2681188,0.24297914,0.4268614,0.19091782,0.0,0.0786382,0.36733612,0.0,0.31874737,0.3937819,0.21384378,0.1579329,0.40488222,0.1294122,0.0,0.450411,0.111574925,0.33459577,0.0,0.5762573,0.0,0.0,0.29419878,0.1832288,0.54199076,0.5064049,0.36447904,0.2653874,0.19762687,0.0,0.40445065,0.20049208,0.18477571,0.0,0.3405301,0.38616836,0.07214627,0.31332117,0.0,0.16253045,0.30523127,0.30187157,0.0,0.035340384,0.07114607,0.098691516,0.22763835,0.24746427,0.305398,0.32131937,0.1231454,0.4649761,0.52338856,0.3776906,0.0,0.2855449,0.0,0.0,0.37229222,0.21051265,0.27233213,0.0,0.0,0.21740259,0.041404203,0.44088617,0.11592382,0.26218864,0.45381337,0.0,0.20382006,0.33332148,0.45397753,0.3947042,0.0,0.0,0.4255516,0.31847018,0.32809746,0.20654166,0.0,0.3782854,0.4843632,0.29013792,0.25700814,0.41570237,0.34063363,0.3522831,0.2853582,0.17355299
ahiddenlifefilm,0.0839487,0.09758976,0.05540152,0.11670174,0.09481113,0.14944333,0.18565702,0.14960128,0.08973877,0.17165293,0.19099127,0.13412659,0.13490136,0.13325104,0.15602313,0.0066440804,0.07837167,0.069598846,0.15003604,0.14373274,0.14580847,0.0,0.100993775,0.15487221,0.13222902,0.24356182,0.16197826,0.11979887,0.0,0.17232093,0.055074155,0.10414189,0.13169621,0.21734914,0.0627385,0.1875826,0.17864442,0.12856369,0.09190412,0.14195874,0.19786441,0.0,0.17581731,0.0,0.10967068,0.08790578,0.1872514,0.06597489,0.053132936,0.13374542,0.16265166,0.19467863,0.21710731,0.1367346,0.15197206,0.21327755,0.13674766,0.113272816,0.12700625,0.0,0.14686407,0.13423127,0.19047605,0.100803226,0.0,0.07778805,0.12872961,0.0,0.15722266,0.16390955,0.07870893,0.059212238,0.15415569,0.111518554,0.0,0.17221956,0.04237292,0.10265156,0.0,0.21969132,0.0,0.0,0.11605508,0.08970822,0.22583522,0.17444189,0.14680876,0.14779107,0.10389286,0.0,0.15624544,0.04371881,0.10913534,0.0,0.19721574,0.17174186,0.050317198,0.12605499,0.0,0.06189069,0.15111265,0.15686291,0.024944903,0.010722617,0.07148096,0.031241246,0.087600306,0.15531294,0.13131538,0.110333666,0.072275884,0.17467482,0.18228886,0.14251871,0.0,0.12622948,0.0,0.0,0.14680786,0.11309999,0.150426,0.0,0.0,0.18569373,0.013045498,0.1635058,0.08601698,0.112748966,0.20164782,0.0,0.10630229,0.15788676,0.20455655,0.18765883,0.0,0.0,0.18468824,0.13330849,0.15725076,0.112110645,0.0,0.15097478,0.18154909,0.12722228,0.11590564,0.18033586,0.18713187,0.14065942,0.086722,0.07137187
alitamovie,0.10422309,0.1865748,0.0,0.3226737,0.10428861,0.45565227,0.56674695,0.399509,0.23595798,0.57273227,0.5763246,0.4749692,0.28081155,0.487618,0.5679366,0.0,0.35742405,0.34042594,0.38013217,0.48771918,0.5038526,0.0,0.25351897,0.7259294,0.29338905,0.61753607,0.6021466,0.25898787,0.0,0.5145966,0.05714917,0.044964828,0.18557495,0.60173506,0.118632555,0.57535726,0.5674599,0.1827075,0.51816344,0.3122505,0.5484643,0.0,0.4653306,0.09943934,0.46388564,0.20362578,0.48170102,0.1710962,0.004990075,0.2589625,0.4411273,0.550928,0.41791752,0.32194948,0.5657793,0.90667176,0.3508231,0.35770845,0.47663814,0.0,0.20940088,0.3315183,0.4647709,0.29438588,0.0,0.24778329,0.5030487,0.0,0.4639269,0.50903887,0.3522176,0.34372318,0.39471254,0.58415836,0.0,0.4632372,0.10952593,0.0,0.0,0.5822626,0.0,0.0,0.20275074,0.1286182,0.6261988,0.51878446,0.40267944,0.39268255,0.48765108,0.0,0.18971105,0.15513709,0.31383607,0.0,0.5487241,0.5678211,0.28278574,0.29965022,0.0,0.098039344,0.57336044,0.5236027,0.110879526,0.14908424,0.0,0.1982661,0.4603823,0.30667555,0.31810626,0.5233906,0.0,0.63862157,0.5097373,0.57288784,0.0,0.55816245,0.0,0.0,0.4437193,0.4706555,0.38227445,0.0,0.0,0.6272658,0.0,0.40821406,0.5466248,0.21438731,0.6578779,0.0,0.37401384,0.46625665,0.7293855,0.32878095,0.0,0.0,0.54427844,0.32087377,0.6307892,0.28936195,0.0,0.43552348,0.6285529,0.5116113,0.26562575,0.9640989,0.61002886,0.29997203,0.34407458,0.24473959
