movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.24608023,0.48342046,0.7310316,0.39509773,0.7466179,0.55568564,0.66488326,0.40435207,0.31275132,0.26234448,0.4523633,0.54072195,0.5915687,0.52267045,0.41283926,0.51833886,0.4479402,0.5554387,0.45704928,0.4179322,0.6808516,0.21987104,0.4729103,0.56514794,0.29529688,0.4653375,0.39718118,0.46603018,0.6021702,0.3517049,0.35660985,0.0,0.40457714,0.0,0.32731658,0.46764612,0.35913938,0.28014922,0.31643295,0.4394162,0.0,0.57407415,0.35722065,0.45385092,0.4022324,0.42177662,0.0,0.4968936,0.5068093,0.29398727,0.0,0.6014316,0.17801288,0.5948968,0.4223532,0.3428105,0.5005666,0.3898764,0.50916606,0.3651444,0.40890944,0.3897417,0.27092743,0.29273543,0.17988412,0.35652846,0.4241266,0.36851984,0.4649536,0.47263196
47metersdown,0.020217793,0.2726286,0.8863251,0.36541623,0.8403064,0.69902176,0.6600873,0.43740964,0.16880307,0.67649573,0.5314297,0.7462911,0.6631084,0.4279328,0.5720002,0.8111011,0.58934385,0.7161445,0.49089974,0.41843027,0.8620965,0.0,0.5690714,0.7052144,0.45100853,0.3255121,0.63285303,0.2594128,0.90825295,0.39694586,0.54031885,0.0,0.74532366,0.0,0.18530375,0.443224,0.2967597,0.36180246,0.27847657,0.3802084,0.0,0.551626,0.4682037,0.38206834,0.536727,0.6554489,0.0,0.5726766,0.3923091,0.0,0.0,0.47428262,0.3809459,0.6693789,0.73840225,0.44174725,0.68304116,0.64935243,0.4213459,0.74781114,0.50437295,0.48693022,0.44944736,0.5812304,0.28815138,0.6569214,0.40658534,0.3880054,0.83790743,0.42676216
abeautifuldaymovie,0.083088875,0.27738893,0.5384159,0.2726003,0.6181379,0.39566025,0.5233499,0.2552486,0.23042616,0.40803617,0.3383785,0.5017034,0.45089945,0.40614662,0.32824147,0.6327172,0.46586272,0.45294613,0.19077432,0.39450133,0.559936,0.19687943,0.24379532,0.39788866,0.38499314,0.22177978,0.34970674,0.2600171,0.57703316,0.2624667,0.41684017,0.0,0.41804916,0.0,0.1925528,0.34043387,0.3699278,0.2332713,0.17470273,0.29070884,0.0,0.48068613,0.27814278,0.24929477,0.5169459,0.29029188,0.0,0.603587,0.4118381,0.17752656,0.0,0.4702574,0.25422993,0.494185,0.49955714,0.25246838,0.3363514,0.5205574,0.18710667,0.31879675,0.33288032,0.2419304,0.30829054,0.39761013,0.2341008,0.29504937,0.19103912,0.28398153,0.6570958,0.25303215
abominablemovie,0.38240275,0.28515795,1.1990817,0.22589451,1.013805,0.8370576,0.7652726,0.53923464,0.47713256,0.57603705,0.6862822,0.8888112,1.0236231,0.5855732,0.5601529,0.79920655,0.6052377,0.86680716,0.36706617,0.82754827,0.7897874,0.3965454,0.6335142,0.7933856,0.6244836,0.63274235,0.63129056,0.47074032,0.94007933,0.8019178,0.69682753,0.0,0.79946023,0.0,0.16207612,0.45592168,0.63030005,0.19151826,0.18486726,0.3848337,0.0,0.84232116,0.77000535,0.6670381,0.68538785,0.7376506,0.0,0.7208977,0.99397427,0.4625062,0.0,0.55655754,0.27676195,0.8488569,0.50519377,0.2615586,0.76324916,0.735803,0.63215774,0.586823,0.6867372,0.76058376,0.6282006,0.48045847,0.32413912,0.58666354,0.74200267,0.57677794,0.7768916,0.7168969
adastramovie,0.15109561,0.4013265,0.67385435,0.4594822,0.45294237,0.42669758,0.39779398,0.32430965,0.22273375,0.2080356,0.3707912,0.41474125,0.64490813,0.37767977,0.26788855,0.52089113,0.3721284,0.58313364,0.3043021,0.500929,0.53297204,0.21486624,0.4323371,0.3522652,0.45668072,0.42223212,0.46467215,0.21733397,0.5760945,0.2703177,0.3319138,0.0,0.42916206,0.0,0.30237368,0.44228566,0.45524946,0.25209683,0.20603085,0.22233275,0.0,0.46242446,0.43145958,0.37053388,0.4128257,0.3938086,0.0,0.61934054,0.42571893,0.4140832,0.0,0.61405975,0.26793346,0.51973766,0.4411584,0.26020527,0.3780459,0.5841572,0.4525422,0.30584636,0.46312755,0.4015213,0.20654981,0.31607836,0.26884,0.5462685,0.3363937,0.46755597,0.7168197,0.19797492
adogsjourneymovie,0.17970158,0.5876069,1.5184311,0.35988408,1.5794597,1.3593708,0.75922203,0.2551934,0.47080246,0.8373424,1.1412723,1.3328719,1.3808743,0.7328708,0.98026615,1.0434549,1.1197207,1.4018774,0.6541785,1.2310548,1.047448,0.47798306,0.83713895,0.94024575,0.79116905,0.74418586,0.64146423,0.8657585,1.5033141,0.5142616,0.64636356,0.0,1.1310542,0.0,0.49458244,1.1880656,0.5712628,0.42636105,0.6781911,1.125561,0.0,1.1006854,1.1453742,0.7376907,0.9383515,1.0544776,0.0,0.54265356,0.81830657,0.6408762,0.0,1.1558707,0.30016804,1.0972179,1.1647414,0.41658765,0.6131189,0.87642,0.77851677,1.0397904,1.0587895,0.8233951,0.64021987,0.44910637,0.5870974,0.83510166,0.6996368,0.49224254,0.95744735,0.7449019
aftermathmovie,0.10498164,0.23131037,0.561077,0.21157402,0.4801213,0.4501339,0.4404049,0.15241167,0.23501149,0.3050261,0.2494319,0.45165294,0.5645059,0.32753888,0.22699104,0.43770146,0.32679895,0.4071339,0.22909398,0.30750588,0.51948816,0.15711482,0.30535164,0.42761177,0.19697747,0.3414767,0.30940008,0.20442441,0.52938586,0.3358692,0.35156724,0.0,0.3304557,0.0,0.25355148,0.28981757,0.3535801,0.1626184,0.23876932,0.20530581,0.0,0.34187114,0.30680782,0.22616842,0.36132565,0.20143315,0.0,0.40212372,0.35780105,0.27135623,0.0,0.417565,0.39722386,0.3566157,0.48569906,0.17617194,0.37580645,0.30245695,0.33339435,0.39062902,0.32513946,0.36938223,0.17148522,0.3064389,0.15722014,0.26636413,0.18646565,0.35760525,0.4434455,0.25647318
aftermovie,0.20821981,0.22493532,0.68517435,0.16141601,0.70715445,0.5657015,0.6038219,0.32218212,0.32038867,0.3305056,0.3378893,0.5523693,0.45308235,0.33556303,0.57155883,0.6766698,0.5413682,0.5658619,0.39693102,0.41743353,0.480261,0.13900198,0.46508762,0.39841202,0.44747365,0.27049473,0.4831592,0.27109596,0.7376895,0.63296807,0.52798456,0.0,0.46842986,0.0,0.3416368,0.47017708,0.4112513,0.34815288,0.23913148,0.4303139,0.0,0.5900629,0.43290067,0.5025361,0.42476672,0.4596146,0.0,0.69070315,0.4688333,0.29016244,0.0,0.5611691,0.30672622,0.4253561,0.52135426,0.29140505,0.42135802,0.4611446,0.36157525,0.5062307,0.46653694,0.555921,0.3640607,0.42117357,0.27568176,0.55591935,0.279228,0.41252336,0.6118211,0.4320417
ahiddenlifefilm,0.07267189,0.10588715,0.29307073,0.12685725,0.2613293,0.2584442,0.24203055,0.12884079,0.10415587,0.15981904,0.17969091,0.21918555,0.27499756,0.16806723,0.16626608,0.24397552,0.22085889,0.2480439,0.13706455,0.22333492,0.23138939,0.07498315,0.19378012,0.20681944,0.14942725,0.15155226,0.19470859,0.14029217,0.30366603,0.18422966,0.18618423,0.0,0.21972358,0.0,0.09329215,0.17899293,0.16010669,0.14931431,0.100918435,0.15167439,0.0,0.21557336,0.20753105,0.17276964,0.17623083,0.16965461,0.0,0.23918435,0.18922895,0.13732325,0.0,0.24468714,0.14438467,0.20764302,0.21771312,0.13441779,0.18591547,0.20381582,0.16444278,0.16696283,0.17806923,0.20639454,0.13218151,0.14350094,0.10703106,0.1897758,0.1526187,0.16202062,0.25415182,0.14264838
alitamovie,0.4553802,0.30736557,1.0576423,0.30367744,0.7488249,0.8124785,0.772437,0.2592417,0.5016353,0.60087675,0.36347944,0.71066374,0.7389705,0.42485845,0.68952817,0.91703576,0.66896325,0.6713833,0.44368023,0.64918756,0.49949116,0.31759188,0.7109258,0.5332362,0.3740013,0.68326056,0.52102935,0.49879217,1.0328046,0.5897111,0.6270855,0.0,0.5434792,0.0,0.43679264,0.5831548,0.5953424,0.44786292,0.332065,0.6662437,0.0,0.5788948,0.8705568,0.3333484,0.80587727,0.5439025,0.0,0.9249588,0.5019792,0.3336226,0.0,0.76643866,0.48418233,0.7234031,0.5051477,0.5847638,0.6053925,0.6017413,0.6507162,0.60660076,0.60748756,0.5656929,0.33504707,0.6278781,0.1660719,0.6474874,0.31804526,0.31804246,1.02699,0.55113786
