movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.67711556,0.2517614,0.2914084,0.35018903,0.73502237,0.32537565,0.36770248,0.0,0.508973,0.32720366,0.0,0.39109284,0.12143937,0.39042658,0.0,0.12635379,0.3631162,0.27575627,0.42616627,0.0,0.39975134,0.6444285,0.44302037,0.39931467,0.5685657,0.5179933,0.4142707,0.5578761,0.4646507,0.22350249,0.16396989,0.548533,0.3515012,0.1339652,0.0029529037,0.44563404,0.46842813,0.5792898,0.47554886,0.41729066,0.0031497944,0.0,0.0,0.6814408,0.0,0.10797855,0.0,0.44037026,0.13165747,0.0,0.5173344,0.22159633,0.0,0.40651536,0.3688299,0.56374097,0.3301822,0.0,0.17706531,0.4631042,0.6809654,0.0,0.5347714,0.4953105,0.51360554,0.0,0.16515219,0.42857265,0.7792932,0.34465536
47metersdown,0.8069857,0.3844133,0.34170532,0.57400477,0.87350327,0.49541643,0.41075733,0.0,0.3912039,0.53683436,0.0,0.54489535,0.12428308,0.449345,0.0,0.35870653,0.118213356,0.1945467,0.22436345,0.0,0.40208444,0.7291885,0.39383236,0.41903174,0.5645447,0.42192426,0.61033577,0.70844215,0.9055664,0.17694692,0.3670668,0.5999737,0.59057385,0.032111593,0.0,0.5811725,0.13835767,0.6856745,0.9302574,0.5694897,0.21756713,0.0,0.055950757,0.8399785,0.0082919225,0.19417709,0.4232043,0.34214696,0.35016334,0.0,0.55156046,0.0,0.0,0.5705413,0.39941508,0.48207018,0.62636,0.0,0.16331534,0.579689,0.7405199,0.03548997,0.3638756,0.21347244,0.52465314,0.0,0.36025658,0.5565345,0.53373927,0.55004185
abeautifuldaymovie,0.5686076,0.2854332,0.2718879,0.2827338,0.78977185,0.32455945,0.49403146,0.0,0.2673911,0.22255127,0.0,0.37628502,0.1271467,0.39170367,0.0,0.04424989,0.32821533,0.47232184,0.45233634,0.0,0.3599629,0.44742453,0.36457995,0.61335534,0.54876816,0.4761979,0.44103044,0.21580753,0.46979463,0.28739828,0.0,0.49870753,0.44887987,0.07774892,0.09014343,0.44648004,0.34405962,0.59878975,0.42720187,0.36320147,0.110119276,0.0,0.09906425,0.6764157,0.087820895,0.16467682,0.111938454,0.46318826,0.18152675,0.0,0.62989694,0.0,0.0,0.37047255,0.4870663,0.5407814,0.41150674,0.0,0.10302476,0.23754154,0.4316329,0.06840284,0.22008395,0.63895935,0.39433575,0.0,0.22052476,0.45493877,0.8417773,0.31648618
abominablemovie,0.9814505,0.5106056,0.20552576,0.14815798,0.69325584,0.6809865,0.62587893,0.0,0.597384,0.6249366,0.0,0.55597484,0.39973837,0.9581951,0.0,0.11616193,0.63366526,0.56858397,0.399638,0.0,0.5211204,0.8565304,0.5568934,0.69493735,0.53473276,0.63394415,0.48269853,0.24329594,0.6975273,0.27982187,0.121688515,0.58854896,0.6930003,0.1440798,0.0508821,0.3207394,0.5804995,0.94627124,0.7886402,0.66213214,0.19637124,0.0,0.16989668,0.6741541,0.0,0.4498523,0.27006447,0.30763513,0.33061102,0.10140962,0.37120017,0.0,0.0,0.6606933,0.63730145,0.9912383,0.38113105,0.0,0.26225027,0.53242856,0.6701883,0.0,0.0,0.8186803,0.43462062,0.0,0.33268982,0.7469991,0.80686176,0.70551145
adastramovie,0.53848785,0.34985828,0.35582018,0.34630567,0.54308367,0.4614745,0.46964154,0.0,0.56260407,0.42014426,0.0,0.31146032,0.1698262,0.49475223,0.0,0.41265517,0.30223724,0.27971506,0.37704197,0.0,0.4197843,0.498444,0.29628617,0.467936,0.51113904,0.42727688,0.4137624,0.15099803,0.59088665,0.42141917,0.16960008,0.3866409,0.47665775,0.10825605,0.04935678,0.47259748,0.3244358,0.65483004,0.40758294,0.2258555,0.35187864,0.0,0.2285335,0.55224454,0.09489224,0.30265534,0.39247248,0.31725717,0.26287225,0.0,0.52782947,0.25018662,0.0,0.4397791,0.4458136,0.4950981,0.34970093,0.0,0.26430115,0.29842234,0.5415313,0.0,0.31808868,0.5611646,0.3020438,0.0,0.18822736,0.21029827,0.64853704,0.40289238
adogsjourneymovie,1.4392138,0.6648002,0.6850841,0.90392697,1.3524547,1.2106197,0.7161125,0.0,0.7544241,0.8525672,0.0,1.2252353,0.29485583,1.2575859,0.0,0.0,0.45782447,0.55496186,0.10059833,0.0,0.6316958,1.3126844,1.0788417,0.8535362,1.4527816,0.8627516,0.50732076,0.7547535,1.3408713,0.39830709,0.885798,1.0741545,0.53978276,0.0,0.0,0.96738344,0.6297208,1.5560051,0.83547485,0.79398215,0.13756438,0.0,0.08649826,1.4774716,0.06523242,0.33990029,0.0,0.8187343,0.41954792,0.0,1.246226,0.14416762,0.0,1.1304367,1.0018365,1.085696,0.72283417,0.0,0.08077563,0.6456485,1.2264985,0.1544287,0.3884813,1.1705374,1.086764,0.0,0.34838295,0.7189938,1.1602633,0.8768282
aftermathmovie,0.41302782,0.28390902,0.15537259,0.4203695,0.5264118,0.44819176,0.24731773,0.0,0.40863162,0.3159565,0.0,0.33790934,0.0996599,0.33661318,0.0,0.26957744,0.25466123,0.2264634,0.26025623,0.028432153,0.4541018,0.3792002,0.37107107,0.1868706,0.34039497,0.3036415,0.34202147,0.32217655,0.46614033,0.22796334,0.25922942,0.39971268,0.30431706,0.04956843,0.0,0.3302945,0.29279932,0.39767915,0.50252527,0.35541588,0.1674998,0.0,0.14090116,0.5671475,0.0,0.28010374,0.24819028,0.36780596,0.17277315,0.0,0.36374915,0.10076478,0.0,0.45990503,0.4919057,0.4358223,0.318201,0.0,0.19891857,0.2828111,0.4787309,0.0,0.21154341,0.37601876,0.43718344,0.0,0.21511984,0.3964767,0.4828839,0.37064126
aftermovie,0.59857917,0.40188563,0.2867195,0.21754852,0.60710365,0.37483084,0.42916563,0.0,0.46547702,0.38586843,0.0,0.55173856,0.16792099,0.3889652,0.0,0.2857428,0.5345847,0.16309306,0.4225658,0.085687414,0.31688067,0.5278708,0.39763394,0.5412966,0.5663612,0.39512315,0.41742492,0.21754587,0.55250543,0.30317384,0.082455695,0.32953173,0.30505234,0.05170511,0.07786807,0.5390338,0.3944519,0.552014,0.60737884,0.33622643,0.0344998,0.0,0.0,0.6395564,0.0,0.34906018,0.22681078,0.39936963,0.21516588,0.0,0.5620188,0.039582744,0.0,0.53833413,0.4028592,0.5012782,0.25298086,0.0,0.0,0.40321353,0.65051866,0.0,0.27337748,0.41885287,0.5040479,0.0,0.25392357,0.40837282,0.801752,0.40924987
ahiddenlifefilm,0.2942225,0.19112247,0.14601445,0.20970699,0.35283887,0.24553049,0.21911268,0.0,0.22873458,0.20531723,0.0,0.21412648,0.09665716,0.27465063,0.0,0.12968753,0.14499445,0.16148573,0.16490385,0.0,0.21263672,0.27553952,0.22288963,0.22860298,0.28379083,0.22700822,0.2158814,0.20767507,0.2507957,0.16935775,0.12812723,0.2298463,0.2002607,0.06635384,0.01000569,0.24235778,0.15833734,0.31901062,0.26688772,0.1794408,0.09368718,0.0,0.050768796,0.32677254,0.03854932,0.123957336,0.1139246,0.18024845,0.09619605,0.0,0.24612197,0.047603782,0.0,0.25964516,0.21700075,0.28011227,0.18130301,0.0,0.093227796,0.1792526,0.29979023,0.0,0.1655123,0.24280275,0.23588291,0.0,0.12276927,0.20927817,0.3400824,0.20166908
alitamovie,0.5710136,0.3490081,0.22015393,0.51690453,0.7455345,0.38742888,0.58888066,0.0,0.38672224,0.2253196,0.06325053,0.353081,0.15308152,0.534476,0.0,0.5361534,0.5915421,0.3224712,0.45942357,0.0,0.4152821,0.8192937,0.5871586,0.5668003,0.5719875,0.41910475,0.52169746,0.025738798,0.44921595,0.4017951,0.3295822,0.5088734,0.6928636,0.0,0.0,0.70886827,0.2914651,0.80216426,0.70141333,0.5413828,0.2213855,0.0,0.10490994,0.92519325,0.1447795,0.54236066,0.41536844,0.2772232,0.19177169,0.0,0.5136449,0.26324975,0.0,0.72179425,0.42341077,0.57494617,0.33326298,0.0,0.17906365,0.59925437,0.778281,0.0,0.19653487,0.6685366,0.38347942,0.0,0.14310001,0.45092016,0.8291526,0.5434733
angelhasfallen,0.86979336,0.35773712,0.4052472,0.4643569,1.0118369,0.7306336,0.6964352,0.0,0.5704615,0.388083,0.0,0.6263603,0.14114392,0.5773715,0.0,0.29962498,0.17378867,0.0,0.2983934,0.0,0.43283644,0.61169004,0.44087067,0.5353608,0.5413603,0.69112086,0.6011849,0.6141537,0.69168127,0.027827851,0.29688674,0.5749667,0.6505189,0.060042374,0.0,0.3577223,0.45002577,0.76793075,0.66676897,0.26742727,0.07496661,0.0,0.08541913,0.9569438,0.0,0.3518405,0.29126382,0.38269618,0.0693665,0.0,0.6513192,0.19630983,0.0,0.50001705,0.36914283,0.6161975,0.4727674,0.0,0.190836,0.37359685,1.0007731,0.0,0.25136343,0.63267523,0.6723108,0.0,0.38364667,0.6005165,0.8253594,0.50606173
angrybirdsmovie,1.4858264,0.5637517,0.88426626,1.0571947,1.5205679,0.62775815,0.50563455,0.0,0.6033688,0.4237969,0.0,0.77080846,0.20690027,0.79432046,0.0,0.34970713,0.7300994,0.5853777,0.6961472,0.0,0.78521657,0.99676913,0.79364485,1.0693592,1.3100637,0.81275356,0.9325506,0.9490656,1.3053997,0.47773027,0.21238002,0.6730183,0.8916663,0.08094651,0.041251987,1.3622409,1.1078628,1.0622985,1.1079739,1.0869731,0.5401813,0.0,0.08189667,1.2912267,0.18849555,0.11537216,0.0838818,0.49935526,0.4188641,0.0,1.1770579,0.36679974,0.0,0.7566671,0.6992847,0.30875298,1.1658471,0.0,0.0,0.9678358,0.7316687,0.08743216,0.7250766,1.0729822,1.0955473,0.0,0.26426837,0.92672414,1.3940415,0.40271667
annabellemovie,1.117009,0.46812215,0.47820026,0.35474044,1.086421,0.98517174,0.52263546,0.0,0.4645973,0.63550603,0.0,0.80553627,0.16848114,0.9790414,0.0,0.25016105,0.77427757,0.5728577,0.471609,0.0,0.4687793,0.90162194,0.79062974,0.9572055,0.71396244,0.73162556,0.6879576,0.519229,1.1105983,0.5532411,0.24529243,0.7105596,0.6414709,0.2371662,0.04351653,0.6210051,0.11233179,0.799968,0.80683106,0.7740644,0.4329687,0.0,0.06905981,1.0811846,0.08081054,0.21575803,0.32561916,0.68333495,0.47029686,0.0,0.74306816,0.0,0.0,0.7699195,0.7793714,1.1080718,0.7334022,0.0,0.017973403,0.5176374,0.6951219,0.052226275,0.22749218,0.70377827,0.5774265,0.0,0.19311124,0.4173753,1.2206476,0.53434086
annamovie,0.54471684,0.39213198,0.29808336,0.47294354,0.8050606,0.436825,0.5979463,0.0,0.40835077,0.41962078,0.017800214,0.3696518,0.012612831,0.61264926,0.0,0.27655515,0.42568985,0.2913092,0.37484738,0.0,0.4977188,0.574537,0.33053634,0.4656405,0.65451807,0.42563096,0.4190855,0.3348591,0.58983284,0.40383023,0.10580896,0.47309917,0.36335868,0.005514398,0.0,0.6202024,0.35148355,0.74414986,0.45609173,0.36610135,0.15831193,0.0,0.14119856,0.6917828,0.1289703,0.35289216,0.23892707,0.25325784,0.12311851,0.0,0.6650325,0.0,0.0,0.31040615,0.5180781,0.46853483,0.3487421,0.0,0.19033544,0.4451414,0.57672524,0.0,0.12689644,0.6220729,0.46451402,0.0,0.34930462,0.4286609,0.87358916,0.50220525
