movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.97177184,0.32831937,0.56324685,0.78452384,0.83381945,0.52026707,0.7093227,0.0,0.7141135,0.64414895,0.88687426,0.74343246,0.6017749,0.94964844,0.7520809,0.0,0.88649344,0.775876,0.7958031,0.8024302,0.58786595,0.3981389,0.58872557,0.0,0.75704455,0.0,0.69703764,0.9851779,0.6308576,0.80640846
47metersdown,1.3214165,0.34252688,0.6282467,0.80324674,0.8593648,0.6729165,0.6247004,0.0,0.63592297,0.8471879,0.7400191,0.69823027,0.2418473,0.9888508,1.0107137,0.06285562,1.0629288,0.64050454,1.3595786,1.0749491,0.52623606,0.8197874,0.6577736,0.0,0.74374044,0.0,0.97507346,0.9165332,0.61324114,0.95337147
abeautifuldaymovie,0.9762363,0.26888072,0.35486546,0.62007225,0.6864285,0.59655213,0.5932486,0.0,0.60255367,0.69035244,0.69230574,0.70613027,0.48418838,0.9110195,0.7526827,0.020506743,0.7654532,0.5543838,0.8823374,0.76766366,0.6148703,0.3948555,0.66255873,0.0,0.5976728,0.0,0.4970206,0.82926404,0.39057165,0.52030486
abominablemovie,1.1395577,0.6924165,0.9795619,0.9444833,1.1223783,0.9181782,1.3330407,0.0,1.0563362,1.2079283,0.9776833,0.8381272,0.53856784,1.5072997,1.2168415,0.0,0.9997815,1.2323141,1.1088322,1.0196216,0.83055484,0.6843113,0.8371906,0.0,0.91355956,0.0,0.6755392,1.3227804,0.9758338,0.77654
adastramovie,0.70691526,0.2031603,0.55043507,0.54444325,0.6139621,0.7829587,0.61575794,0.0,0.6099677,0.6801119,0.6651428,0.62876934,0.46722764,0.8664736,0.51245403,0.04893293,0.7133957,0.52535176,0.6396118,0.7525366,0.44005385,0.50228965,0.61759025,0.0,0.5991919,0.0,0.54187477,0.70093316,0.46134603,0.5271446
adogsjourneymovie,1.9564058,0.31942013,1.0299219,2.0345078,1.4657558,1.1443886,0.9972873,0.0,1.3175986,1.4362792,0.94654447,1.2676128,1.1446058,1.9674685,2.082223,0.0,1.2080959,1.264588,1.4606193,1.6070776,0.9282403,0.9800118,1.4852858,0.0,1.2656058,0.0,1.5346841,1.7270235,0.8106228,1.4148436
aftermathmovie,0.63483894,0.3269951,0.2749909,0.538023,0.3940029,0.5573065,0.4780915,0.0,0.5323244,0.6285417,0.6234816,0.36856905,0.48978186,0.7210204,0.69946337,0.032945927,0.5522343,0.6462797,0.5468527,0.64046794,0.36845067,0.40430006,0.51280946,0.0,0.5182636,0.0,0.4814549,0.7184264,0.41543236,0.4262999
aftermovie,0.7879666,0.3883841,0.60059226,0.5491422,0.534466,0.5744578,0.863135,0.0,0.7370192,0.7891763,0.7408328,0.5050621,0.7790707,1.0649912,0.78573686,0.059933927,0.71588445,0.80213505,0.71122724,0.8259975,0.4178691,0.51931405,0.80976444,0.0,0.9009446,0.0,0.5914095,0.89475733,0.6314001,0.57253045
ahiddenlifefilm,0.4173433,0.14513801,0.22405542,0.29248366,0.31155032,0.28344372,0.3174475,0.0,0.30580974,0.34888682,0.33864617,0.25113404,0.27959394,0.44005913,0.39019823,0.0,0.3246848,0.3355898,0.3443064,0.3596367,0.25809655,0.25176138,0.31079084,0.0,0.30224347,0.0,0.27495694,0.4254487,0.24893722,0.2830035
alitamovie,1.2905306,0.46027607,0.52258515,1.1357284,1.1119589,1.1785499,0.9033395,0.10701247,1.0206888,1.0571324,0.8785906,0.7615456,0.8310739,1.5534399,0.8426565,0.0,0.83551955,1.1703563,0.6308935,1.1604037,0.905517,0.8414873,0.9645128,0.0,0.90349436,0.0,0.35074735,1.3578752,0.8291665,1.0128549
angelhasfallen,1.2249662,0.56302214,0.66590035,0.97795606,0.6205781,0.5581904,0.7986593,0.0,1.0170231,0.74141115,0.9503621,0.7248754,0.8673253,1.2543823,1.1232439,0.0,0.6738007,1.0399348,1.0905093,0.7458499,0.81553286,0.7218281,0.8330245,0.0,0.7885921,0.0,0.65698,1.0902752,0.5681653,1.0243576
