movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89
21bridgesmovie,0.0,0.5710998,0.46641365,0.0,0.24880826,0.26104635,0.33109322,0.43060923,0.7888062,0.3374602,0.39074528,0.38861266,0.0,0.41214088,0.16153847,0.40503627,0.43899596,0.35996336,0.36729944,0.13560444,0.33144188,0.48898014,0.37174383,0.5410458,0.2822845,0.33705422,0.5026988,0.0,0.17838798,0.6125005,0.27621502,0.16654325,0.36213395,0.41289937,0.2836602,0.40829557,0.29909196,0.50768405,0.56264275,0.31842652,0.43855387,0.472571,0.500728,0.30159342,0.61172307,0.5001465,0.37096798,0.6181927,0.0,0.24692187,0.25914556,0.34071282,0.36323395,0.0,0.28455418,0.30421755,0.23383507,0.50319296,0.25098804,0.0,0.39004079,0.2627799,0.0,0.28839052,0.029372565,0.0,0.47647986,0.0,0.6175562,0.2931373,0.51246333,0.3852624,0.054947928,0.50112957,0.0,0.4376535,0.0,0.43268073,0.0,0.0,0.540741,0.1446207,0.0,0.21762808,0.0,0.35563868,0.4274466,0.38972124,0.20790488,0.3611248
47metersdown,0.0,0.65846455,0.5272733,0.0,0.27832434,0.5481859,0.27854702,0.54557693,0.77601737,0.35832793,0.5480272,0.6561616,0.0,0.49318853,0.2707402,0.6098622,0.32575318,0.27988073,0.27951702,0.14860533,0.5236857,0.6498006,0.29202375,0.36073485,0.13403982,0.4759636,0.55411595,0.0,0.57130826,0.47440267,0.48208362,0.0,0.24113575,0.398995,0.72120434,0.80567896,0.16363402,0.6830084,0.45306194,0.5053622,0.41158342,0.5406608,0.5530708,0.44384947,0.732633,0.5761046,0.20928386,0.66896474,0.0,0.5802797,0.5121215,0.289776,0.55212104,0.0,0.64181495,0.16415355,0.40824062,0.6048135,0.40373373,0.0,0.713175,0.19008236,0.0,0.4711731,0.1527788,0.0,0.44666848,0.0,0.3835376,0.22693524,0.77027494,0.71760345,0.40455848,0.65740144,0.0,0.46611315,0.0,0.58690816,0.0,0.0,0.42004228,0.19795018,0.0,0.27375117,0.045649294,0.32969943,0.34295017,0.5055012,0.44235155,0.57358783
abeautifuldaymovie,0.0,0.64856446,0.5212494,0.0,0.25038093,0.290227,0.21322277,0.5875635,0.6292862,0.48029214,0.44112998,0.4933044,0.0,0.30509993,0.31324166,0.5707553,0.37287852,0.48874226,0.40774813,0.4125162,0.42150846,0.530134,0.47788212,0.49652475,0.28595155,0.3417777,0.38836303,0.0,0.29620042,0.32695818,0.25887167,0.2044573,0.4958017,0.13626373,0.49678838,0.46429345,0.21128824,0.5037427,0.4466313,0.021487048,0.57982117,0.57178277,0.38985422,0.24984911,0.3897855,0.4704819,0.36539614,0.75633687,0.0,0.4518505,0.32873815,0.5017423,0.3072396,0.0,0.3293354,0.21287279,0.31346497,0.6716177,0.40398592,0.0,0.55820626,0.4186944,0.0,0.24875093,0.0,0.0,0.38272867,0.0,0.3260172,0.267332,0.4880323,0.4195467,0.10304557,0.3897701,0.0,0.27297696,0.0,0.41328865,0.0,0.0,0.47900778,0.10577093,0.0,0.49757263,0.0,0.43338522,0.42466983,0.15003936,0.32320258,0.55489874
abominablemovie,0.0,0.5622448,0.65688246,0.0,0.49823165,0.5378541,0.56214076,0.574216,0.7712546,0.731823,0.42795795,0.6817197,0.0,0.6036882,0.24100204,0.7182835,0.5938797,0.58957636,0.42508268,0.4450017,0.77065086,0.5932541,0.72072655,0.45053712,0.4467216,0.71950054,0.88952684,0.0,0.40967727,0.58699125,0.4528912,0.13610947,0.2524189,0.117849186,0.3151596,0.54504734,0.5885073,0.5959535,0.7567807,0.36969885,0.30835605,0.8799651,0.53646183,0.6295685,0.8876567,0.81556565,0.50127155,0.9714682,0.0,0.7796456,0.15701374,0.19741368,0.48854235,0.0,0.24390085,0.30310443,0.42485884,0.6060126,0.4787398,0.0,0.5022016,0.6338886,0.0,0.51389384,0.17810541,0.0,0.44794902,0.0,0.80326134,0.083673626,0.893758,0.7176556,0.3401345,0.55198956,0.0,0.27705982,0.0,0.7367168,0.0,0.0,0.9992277,0.12371807,0.0,0.4772463,0.051056843,0.5670107,0.49061388,0.7608022,0.5693485,0.67229253
adastramovie,0.0,0.57592106,0.40592048,0.0,0.360811,0.31862563,0.21681395,0.4568032,0.56131095,0.3755986,0.3673933,0.4209393,0.0,0.20456225,0.17502762,0.534981,0.35789365,0.37940302,0.4499797,0.2920983,0.44030398,0.59008485,0.54262215,0.5247379,0.16893978,0.21144244,0.35554785,0.0,0.27806345,0.42327377,0.32069677,0.26985642,0.43057793,0.46526232,0.5091521,0.34905502,0.091062784,0.4787687,0.36210728,0.17976905,0.5832472,0.5571912,0.49710086,0.3343599,0.46514872,0.36329645,0.36364937,0.5646007,0.0,0.4547631,0.31730407,0.40008783,0.26160794,0.0,0.49609125,0.08004874,0.20963375,0.5095658,0.18438227,0.0,0.47252965,0.20938547,0.0,0.4206807,0.034945685,0.0,0.4328412,0.0,0.42269686,0.17326903,0.48727867,0.29788604,0.191448,0.5348734,0.0,0.41830662,0.0,0.4227959,0.0,0.0,0.52826315,0.09768409,0.0,0.22215772,0.0,0.5179698,0.4371047,0.32835615,0.30866504,0.32224125
adogsjourneymovie,0.0,1.2827781,0.9069552,0.0,0.875596,0.2841301,0.68080556,1.3967891,1.2291133,0.86977684,0.99203986,1.2160684,0.0,0.32788476,0.39254206,1.0363803,0.68749624,0.6586174,1.2255691,0.9560808,0.48323378,0.9799842,0.79710245,0.95935875,0.5029412,0.3326704,0.85573417,0.0,0.95907277,1.4160513,0.56544966,0.276505,1.0303984,0.49509388,1.3185229,0.83912003,0.33168536,1.1075441,0.79113364,0.42757738,1.4476533,0.93191665,1.1832602,0.7187331,0.47463915,0.62256706,0.52604544,0.6706546,0.0,1.0131111,0.7732252,1.1385654,0.57255477,0.0,0.7561581,0.037607145,0.4924591,1.0444398,1.0594889,0.0,0.83444625,0.8523314,0.0,0.76198834,0.50072324,0.0,0.99971753,0.0,1.0988597,0.08981704,1.1623834,1.1458882,0.7771987,0.8061902,0.0,0.447049,0.0,0.696276,0.0,0.0,1.2678956,0.29091972,0.0,0.43996194,0.0,0.71689713,0.596342,0.5456936,0.551204,1.012202
aftermathmovie,0.0,0.44056943,0.4539341,0.0,0.2823047,0.27615663,0.30942813,0.38509133,0.5104525,0.2580084,0.28208497,0.49657962,0.0,0.19621678,0.25509715,0.45834494,0.3795688,0.2860844,0.28265268,0.38280907,0.32969302,0.44931796,0.26807886,0.42370206,0.23300663,0.30363253,0.36198196,0.0,0.30850098,0.44474542,0.20754075,0.16596894,0.17624784,0.39982742,0.3786872,0.3520107,0.18420336,0.42142937,0.33940613,0.06319299,0.44849518,0.48229256,0.37617698,0.39589044,0.42220807,0.41348693,0.27112523,0.42466137,0.0,0.35234255,0.32944727,0.20225999,0.2729369,0.0,0.33068252,0.10933368,0.21173441,0.4053978,0.19384697,0.0,0.34268534,0.3008074,0.0,0.2944609,0.12047334,0.0,0.30203572,0.0,0.40762144,0.3345778,0.3430415,0.38319904,0.14909618,0.38802338,0.0,0.17165878,0.0,0.39604378,0.0,0.0,0.4224013,0.14725244,0.0,0.33857414,0.0,0.3735231,0.3424281,0.2731173,0.29193264,0.34858716
aftermovie,0.0,0.44868484,0.3395457,0.0,0.3040334,0.33623073,0.24759763,0.38328502,0.6191005,0.39331526,0.2925579,0.50707763,0.0,0.4610522,0.29223308,0.4705431,0.27932382,0.29429865,0.35761884,0.2793276,0.37962145,0.5585079,0.52420956,0.37752914,0.1515767,0.2525132,0.4749219,0.0,0.18242756,0.27280048,0.3087793,0.23238322,0.3941512,0.34644604,0.3780514,0.43259993,0.10921952,0.63811344,0.4069025,0.09322731,0.40577364,0.3594347,0.35559157,0.33938265,0.53152466,0.50252295,0.2679629,0.503154,0.0,0.42836866,0.31854337,0.40379456,0.19621074,0.0,0.43286514,0.061284687,0.38806742,0.45867294,0.22689538,0.0,0.47334465,0.20365386,0.0,0.17013402,0.15816118,0.0,0.42781702,0.0,0.2965718,0.23359725,0.40968153,0.6227536,0.2149819,0.4676387,0.0,0.44736534,0.0,0.3303951,0.0,0.0,0.5567993,0.22522931,0.0,0.36523607,0.0,0.32629552,0.2800131,0.5137531,0.48473117,0.41364956
ahiddenlifefilm,0.0,0.2706285,0.22688735,0.0,0.16003124,0.1508686,0.12818965,0.22804329,0.29738823,0.16719869,0.16854866,0.23478596,0.0,0.17847158,0.12344323,0.2326259,0.16424538,0.17029405,0.19441271,0.16013816,0.1849546,0.24127463,0.19102916,0.20208448,0.1103545,0.13269675,0.22295232,0.0,0.1469607,0.2254076,0.12329443,0.0591259,0.17376873,0.19026701,0.19932581,0.19908643,0.09411281,0.24631827,0.20010073,0.09195629,0.2257556,0.25741956,0.20048814,0.16628677,0.24371403,0.20670642,0.17362978,0.25389236,0.0,0.206804,0.17321435,0.19054219,0.15700567,0.0,0.1824349,0.096344665,0.14737153,0.26811102,0.13028084,0.0,0.22373831,0.12542143,0.0,0.14139877,0.033309206,0.0,0.17936823,0.0,0.22749153,0.108512804,0.23393765,0.19899818,0.08308387,0.22860163,0.0,0.16502187,0.0,0.22123949,0.0,0.0,0.24459234,0.08324888,0.0,0.17257854,0.0,0.20008641,0.17523716,0.18119393,0.15178822,0.2106081
alitamovie,0.0,0.5515662,0.39982295,0.0,0.3595314,0.44396967,0.24803218,0.50643784,0.7006492,0.6197812,0.34965596,0.40792334,0.0,0.34629378,0.17738461,0.52176553,0.27358615,0.33815125,0.66155446,0.5197521,0.6390348,0.693407,0.5134418,0.56472266,0.040933486,0.27348745,0.43662703,0.0,0.52866685,0.60686845,0.35664934,0.25683773,0.5709208,0.36189705,0.52201915,0.5779293,0.29712525,0.583522,0.3673314,0.09990397,0.5649992,0.7449716,0.47971234,0.42489693,0.45293763,0.4898124,0.2353217,0.6451196,0.0,0.6919402,0.2891484,0.23988622,0.30679885,0.0,0.39499742,0.29775873,0.2908334,0.51110995,0.31523162,0.0,0.44322562,0.652984,0.0,0.30186665,0.00701591,0.0,0.5274183,0.0,0.6771055,0.15492056,0.79400355,0.5901857,0.38804686,0.63723147,0.0,0.3191309,0.0,0.55764306,0.0,0.13272846,1.0497892,0.17478335,0.0,0.41887012,0.0,0.47549045,0.4966334,0.5043525,0.36691937,0.50296235
