movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.89042515,0.7781983,0.92999965,0.08021842,1.1815455,1.1865035,0.6474302,0.48671326,0.3756823,1.1659634,1.1074969,0.0,0.88936687,0.90158105,0.81936914,0.26967752,0.8980232,0.8920969,0.88922983,0.7137032
47metersdown,1.1523483,0.7034174,1.1748668,0.0,1.1287897,1.2534386,1.0505004,0.16273506,0.8506558,1.3116478,1.0615274,0.0,0.7628046,0.81874204,1.2064116,0.32147822,1.2500328,1.0500773,0.73029464,0.9569864
abeautifuldaymovie,0.919504,0.74817234,0.89527196,0.0,0.9930712,1.1274854,0.87948155,0.40824938,0.5112473,1.1423264,1.0873433,0.0,0.85942805,0.8942634,0.5660821,0.5653105,1.1001276,0.75527036,0.85812366,0.67693263
abominablemovie,0.73386794,0.6162224,1.2337056,0.0,1.5712018,1.1591581,0.9181231,0.22555786,0.39351615,1.7392085,1.3618976,0.0,1.1912744,0.9423276,0.8709217,0.6163643,0.95555645,0.8267346,0.9532144,1.6563109
adastramovie,0.48861372,0.33693308,0.6791368,0.0,0.7999909,0.8776551,0.64431375,0.49840975,0.35324258,1.0864177,0.72345966,0.0,0.6905601,0.5554879,0.5298302,0.43645877,0.5944577,0.7389247,0.61488,0.7235351
adogsjourneymovie,1.070025,0.94011855,2.2262793,0.0,1.9012539,1.9158629,1.3518655,0.38153517,0.900833,2.7088864,1.870716,0.0,1.3203276,1.5635799,1.5542936,0.24979737,1.4375484,1.4655418,0.8949726,2.111294
aftermathmovie,0.577775,0.27250674,0.8316749,0.0,0.8980432,0.8441623,0.5045737,0.36354542,0.36160865,0.9233022,0.7554527,0.0,0.64035314,0.7402445,0.48010612,0.4151614,0.7068429,0.7459089,0.5783484,0.8073377
aftermovie,0.73085123,0.648338,0.8655272,0.0,1.149759,1.1005081,0.6334299,0.49552736,0.624056,1.1936084,0.8972774,0.0,0.8865519,0.85600924,0.47237173,0.5220375,1.0432824,0.88343287,0.65096325,0.8490501
ahiddenlifefilm,0.39735,0.2590038,0.4288484,0.0,0.51399523,0.5317142,0.36304203,0.18125921,0.25348938,0.56884646,0.45787185,0.0,0.42120948,0.40620816,0.33328685,0.23662457,0.4496299,0.42009604,0.30932924,0.45035654
alitamovie,0.89307004,0.3351037,1.0611614,0.0,1.3923547,1.3632878,0.696192,0.491959,0.61108065,1.5297161,1.3373004,0.0,0.97851384,0.9575918,0.5237993,0.6111854,1.2594045,1.1237383,0.84116524,1.1630584
angelhasfallen,1.3095412,0.67247885,0.8537162,0.0,1.3838255,1.4344895,0.54865223,0.50840706,0.6471102,1.1998303,1.1022923,0.0,1.2090691,1.2473744,0.92901975,0.79573584,0.9511403,0.9756636,0.5512913,1.014322
angrybirdsmovie,1.527668,1.2073864,1.9099535,0.0,2.004753,2.1518316,0.9475262,0.02088986,0.72317475,2.558883,1.5883602,0.0,1.4013789,2.1151464,0.5451164,0.585884,1.3320552,1.7328587,0.5688654,1.6738384
annabellemovie,0.8275751,0.59714055,1.3268813,0.0,1.8226371,1.5151087,1.3211713,0.5565784,0.6885075,1.9587992,1.3392798,0.0,1.1431551,0.936157,0.97466844,0.73050475,1.0324454,0.9544621,0.83851707,1.2692107
annamovie,0.71621597,0.4872945,0.89617616,0.0,1.1412011,1.1886486,0.91881925,0.39046615,0.5736361,1.2461398,0.91867864,0.0,0.96322364,1.1437213,0.69469553,0.6245005,0.98171115,0.90275294,0.7900962,0.6739157
apollo11movie,0.49804214,0.3366372,0.6787595,0.0,0.82398486,0.82988185,0.35431877,0.2812717,0.22745688,0.59995425,0.52563715,0.011417912,0.4591162,0.45172915,0.42886478,0.31826928,0.63055044,0.4554155,0.4392,0.6557459
arcticdogsmovie,1.0092411,0.46948677,0.8435666,0.0,1.0134124,1.0855273,0.8107122,0.20581207,0.7579317,1.1897228,0.9113903,0.0,0.9142105,0.7550741,0.8525441,0.1556659,0.8429828,0.91361886,0.51126206,0.90580827
arcticmovie,0.684725,0.49761492,0.7064665,0.0,0.9493458,0.9440672,0.52231383,0.10021119,0.3458608,0.93467534,0.66816354,0.0,0.64940107,0.62985945,0.29696295,0.123864815,0.7350213,0.6824325,0.5816292,0.72972053
artofracingmovie,0.72710323,0.3523084,0.7916338,0.0,1.055032,1.1948761,0.830493,0.709311,0.62947005,1.0511239,1.0433928,0.0,0.8657996,0.9675652,0.8826831,0.6422687,0.71604913,0.90955037,0.65618306,0.83839744
avengers,0.89700687,0.62269455,0.61650026,0.0,0.87411296,0.9494895,0.6497934,0.36289066,0.33612782,1.0050267,0.8548308,0.03489106,0.72305167,0.83202195,0.6046782,0.29532593,0.71634525,0.6251527,0.7897286,0.78928965
beachbummovie,0.8262841,0.47144467,0.8107416,0.0,0.92886513,1.1226294,0.39480534,0.2335766,0.4596926,0.8119607,0.81662863,0.0,0.45615214,0.7202337,0.38066724,0.49562004,0.7696563,0.48951447,0.43868572,0.690892
bernadettefilm,1.0215456,0.37992817,1.1033386,0.0,1.005949,1.1810197,0.89557606,0.18604517,0.7301256,1.2692275,1.1517081,0.0,0.86224395,1.0420036,0.5881941,0.5046595,0.8667612,1.0084214,0.7491705,1.138759
blackandbluemovie,1.8880651,1.3131393,2.0666382,0.0,1.9389209,2.2221155,1.2556611,0.43498337,0.99552155,2.090604,2.1857207,0.0,1.6555893,1.6210164,0.5530178,0.87834454,2.0689275,1.5316325,1.5687666,1.5278779
blackchristmas,0.8168393,0.51064396,0.9397011,0.0,1.1168867,0.9041546,0.7804413,0.31270304,0.5673848,1.2815678,1.0868775,0.0,0.88013154,0.775929,0.9311195,0.3724995,0.912458,0.86063296,0.47120667,1.0860778
blindedbythelightmovie,0.6880358,0.34273583,0.5358001,0.0,0.6344689,0.6136112,0.521829,0.08475429,0.34802726,0.64318806,0.6118607,0.0,0.49873295,0.39795357,0.38274354,0.35100552,0.56523615,0.62028337,0.30164108,0.5235812
bombshellmovie,0.99952626,0.58894575,0.55252236,0.0,0.9669114,1.021642,0.7329763,0.50380576,0.71841246,0.87550145,0.89451635,0.0,0.69432795,0.8323983,0.7191848,0.29639995,1.0828261,0.6669519,0.5108405,0.6679198
