movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159
21bridgesmovie,0.47208413,0.0,0.0,0.0,0.0,0.3758191,0.0,0.54683596,0.326071,0.38812444,0.27902794,0.19971985,0.0,0.0,0.0,0.04025588,0.49038213,0.16518751,0.1562193,0.39658687,0.45572305,0.30740517,0.041061718,0.0,0.4141789,0.19532356,0.24084276,0.37245157,0.0,0.0,0.029183123,0.0,0.0,0.12990144,0.26637778,0.0,0.2577391,0.3558248,0.53009546,0.27160642,0.50226164,0.13573167,0.4621837,0.0,0.10560681,0.18000554,0.36363792,0.30803084,0.31955224,0.20196645,0.39576218,0.53906476,0.50527114,0.096399836,0.41538516,0.55762225,0.32648215,0.0,0.20325428,0.37213433,0.3045936,0.25954488,0.48250198,0.55217934,0.3635554,0.0,0.48878288,0.123796605,0.23024273,0.29950064,0.0,0.32958326,0.5027863,0.47637787,0.47589666,0.29288262,0.2900615,0.18009011,0.31507626,0.20034677,0.325321,0.07375875,0.22245301,0.42473787,0.0,0.4819448,0.12399654,0.22411731,0.0,0.3577791,0.37214512,0.37827933,0.0,0.28358462,0.30603728,0.31441462,0.5907859,0.26631728,0.3968351,0.0,0.22727567,0.39257038,0.25387415,0.39494506,0.0,0.55711627,0.0,0.14366445,0.4736179,0.0356033,0.32293302,0.54247725,0.21920988,0.259726,0.2117428,0.3480923,0.397773,0.27805945,0.17359173,0.0,0.36384565,0.5165436,0.0,0.2664025,0.22216734,0.0,0.39332134,0.0,0.21847327,0.31733972,0.22100815,0.16363247,0.3792432,0.34414652,0.24533844,0.32563007,0.32092392,0.3136543,0.0,0.11968961,0.29923314,0.42296425,0.41780302,0.31963655,0.18660271,0.25494307,0.40746322,0.0,0.19177225,0.4739056,0.28971118,0.47295707,0.38257715,0.46311632,0.1250823,0.35784805,0.4594182,0.3522967,0.0,0.12765528
47metersdown,0.3825236,0.0,0.0,0.0,0.0,0.26989675,0.0,0.6014859,0.32353285,0.45216396,0.1790349,0.13585031,0.0,0.0,0.0,0.04403954,0.7358547,0.0,0.364982,0.6048754,0.5018762,0.28758395,0.11437057,0.0,0.31958917,0.2968793,0.25755313,0.4932296,0.0,0.0,0.3102227,0.0,0.0,0.13800241,0.0894344,0.0,0.41647577,0.4068547,0.47561178,0.3008713,0.46628672,0.1343847,0.609147,0.0,0.2708887,0.25794345,0.4744489,0.39005724,0.24707614,0.13133177,0.5028693,0.49657124,0.50065225,0.14699045,0.37721136,0.54094285,0.3936615,0.0,0.22270721,0.5348645,0.26137477,0.15667567,0.65595067,0.7395724,0.3763169,0.0,0.5737588,0.38229507,0.34598467,0.29904035,0.13087264,0.4875773,0.318482,0.5366026,0.5816792,0.37860644,0.30336013,0.21219885,0.47280276,0.2844641,0.20168407,0.10157144,0.16605666,0.31321418,0.0,0.45305055,0.2251258,0.32901168,0.32092407,0.024126025,0.29110473,0.43574744,0.02450113,0.29224426,0.20144525,0.31474704,0.49938694,0.40927628,0.353397,0.0,0.11974375,0.31206182,0.38836798,0.25962716,0.0,0.44115132,0.0,0.40879065,0.3357047,0.008140628,0.37668765,0.6662867,0.18518919,0.19958806,0.24397832,0.34788087,0.55978787,0.24294114,0.39466384,0.0,0.35715353,0.42550117,0.0,0.62665594,0.46019813,0.0,0.33535236,0.0,0.44644287,0.40580407,0.2520588,0.0684788,0.42107463,0.65614414,0.33475593,0.443838,0.2735805,0.5185844,0.0,0.0,0.17492303,0.54304147,0.23305084,0.37795988,0.13255043,0.33499953,0.55071247,0.08168938,0.019894574,0.3844497,0.13097137,0.39037484,0.5302936,0.5234899,0.2646892,0.42994815,0.6587591,0.36479074,0.0,0.062427003
abeautifuldaymovie,0.47411054,0.0,0.0,0.0,0.0,0.3570863,0.0,0.4992205,0.3382024,0.38451052,0.20927155,0.2070227,0.0,0.0,0.0,0.1459044,0.43140733,0.018220669,0.1947478,0.32077274,0.36252326,0.2707134,0.0,0.0,0.37977898,0.23854676,0.25580722,0.2833478,0.0,0.0,0.15203536,0.0,0.0,0.2900929,0.042320587,0.0,0.17784905,0.25286075,0.402129,0.3712271,0.31560138,0.12820733,0.23566413,0.05613655,0.07832657,0.12729609,0.35752448,0.16111925,0.3882374,0.16991037,0.29570517,0.34427613,0.44891268,0.000374601,0.45405984,0.43602252,0.1582216,0.0,0.045836877,0.35875452,0.23620515,0.2607597,0.4503626,0.45157334,0.31783882,0.0,0.47918805,0.14824857,0.17159587,0.19382946,0.07858167,0.4126198,0.38735223,0.29031277,0.3634599,0.35037696,0.117020436,0.12418166,0.28482592,0.28520292,0.2624778,0.0,0.34635237,0.42482042,0.0,0.43966925,0.35302317,0.21574849,0.14592211,0.092022076,0.40417537,0.41303146,0.0,0.20377143,0.2855705,0.2076493,0.4327502,0.2413945,0.30786604,0.0,0.21679166,0.39908516,0.22700319,0.20361497,0.0,0.53836256,0.0,0.4051832,0.38292283,0.10513674,0.27239344,0.47768605,0.15286204,0.04775428,0.3258772,0.35350752,0.35213733,0.16223109,0.19719037,0.0,0.30516657,0.3999551,0.0,0.41039664,0.36444518,0.0,0.5050525,0.0,0.28247645,0.24716216,0.13685744,0.17817794,0.3494408,0.35093176,0.21748544,0.4889928,0.3074373,0.35526934,0.0,0.032342773,0.2333092,0.33617923,0.21910368,0.252223,0.19638683,0.32215932,0.3790094,0.0,0.1913385,0.37935224,0.18758151,0.20429215,0.4896426,0.486104,0.35796526,0.19204517,0.4164745,0.3826662,0.0,0.08051827
abominablemovie,0.6523497,0.0,0.0,0.0,0.0,0.44177184,0.0,0.39042622,0.35818925,0.6139943,0.73205394,0.1520113,0.0,0.0,0.0,0.2564155,0.80069095,0.048106074,0.3889305,0.70951545,0.69095224,0.4500985,0.1373817,0.0,0.33876705,0.21866785,0.854627,0.3904574,0.0,0.0,0.21579212,0.0,0.0,0.44663706,0.2658586,0.0,0.4090894,0.56765354,0.8259968,0.5504961,0.37389627,0.019985687,0.52971184,0.07295016,0.20949042,0.52841,0.68965966,0.44387096,0.70438904,0.4077065,0.4417204,0.6137955,0.45746598,0.2659955,0.6637197,0.67135066,0.46677315,0.0,0.1898205,0.745833,0.5751511,0.23952973,0.7059662,0.85102224,0.518588,0.0,0.6294709,0.24898385,0.46738622,0.3389228,0.4098078,0.6921704,0.7071128,0.66660094,0.8144542,0.7092745,0.49687913,0.35254273,0.66622233,0.4936732,0.2709563,0.1030257,0.37307304,0.46260244,0.0,0.67365867,0.451877,0.5367807,0.41090384,0.09724413,0.6571142,0.5221636,0.0,0.06682508,0.36113304,0.44898197,0.71685994,0.37545413,0.59619886,0.0,0.16762693,0.6438861,0.45944187,0.47163773,0.0,0.897109,0.027624264,0.44547674,0.5832677,0.082266994,0.42954585,0.6370561,0.25855303,0.29461107,0.50940746,0.34962925,0.2558061,0.3128398,0.49184087,0.0,0.2231389,0.76009434,0.0,0.41850695,0.7080362,0.0,0.7606086,0.0,0.50953954,0.5023551,0.23648824,0.24973032,0.4441049,0.3110384,0.29185277,0.647096,0.44421214,0.50572616,0.0,0.24515934,0.45677906,0.48255932,0.5576832,0.42233047,0.26244634,0.41369823,0.7355103,0.0,0.21877997,0.40921065,0.47044006,0.6923045,0.9267868,0.85440546,0.6269923,0.5352128,0.7313189,0.51672333,0.019353943,0.14933585
adastramovie,0.4054015,0.0,0.0,0.0,0.0,0.35481554,0.0,0.50772077,0.40769592,0.36642063,0.22517875,0.12135762,0.0,0.0,0.0,0.1469591,0.39136934,0.07650707,0.20828716,0.40591562,0.4546724,0.3694515,0.032326173,0.16096058,0.38323322,0.1685913,0.30483067,0.39724195,0.0,0.0,0.115720786,0.0,0.0,0.21088581,0.097379126,0.0,0.22828625,0.34630537,0.3709734,0.34487215,0.36730012,0.11466179,0.4270578,0.10899315,0.2624668,0.13865212,0.298918,0.3043756,0.2971996,0.1511449,0.42107844,0.32460505,0.45739624,0.0,0.46385536,0.53895515,0.30776563,0.0,0.16069463,0.32731575,0.27251333,0.15795667,0.5568071,0.59079504,0.34863472,0.0,0.39037764,0.1623362,0.32859766,0.20787871,0.11168063,0.3524188,0.37624583,0.44731897,0.35421327,0.35390157,0.18928397,0.28084242,0.3178275,0.24183556,0.354402,0.14243694,0.29674226,0.3008684,0.0,0.5509214,0.2622114,0.32619295,0.11133318,0.01782422,0.46328813,0.23387623,0.0,0.18320377,0.24965674,0.21794774,0.5018966,0.07841007,0.25947854,0.0,0.057194054,0.33371556,0.41388085,0.23036484,0.0,0.54853094,0.040303063,0.4219281,0.4178381,0.11292373,0.38567504,0.52718794,0.037531883,0.15387373,0.3233911,0.47734496,0.4805936,0.20918489,0.20236611,0.0,0.42815363,0.39418194,0.0,0.33467677,0.34493783,0.0,0.401458,0.0,0.31947762,0.38106632,0.35441938,0.23647766,0.41474622,0.3652281,0.17920145,0.40184477,0.22368333,0.35088003,0.0,0.013754708,0.27789158,0.37631103,0.24343035,0.26195255,0.3450618,0.39853293,0.3650747,0.14314522,0.17616625,0.39253917,0.2316165,0.36529824,0.33896056,0.5269698,0.19939421,0.29821458,0.5671736,0.21403751,0.0,0.0
adogsjourneymovie,0.6816486,0.0,0.0,0.0,0.0,0.9321798,0.0,0.9697872,0.63313454,0.7928386,0.6048532,0.3402489,0.0,0.0,0.0,0.16150464,0.68308187,0.0,0.6656007,0.94152087,1.0975188,0.7198536,0.20106004,0.0,0.7513348,0.22813901,0.72879446,0.74711233,0.0,0.0,0.33967692,0.0,0.0,0.3034767,0.024086125,0.0,1.0173496,0.84467554,1.0271422,0.6879606,0.85507303,0.4185645,0.910638,0.14243484,0.35293505,0.68906623,1.0128947,0.44994926,0.6231032,0.0118969325,0.62909025,0.9206135,1.0916536,0.0,1.1268103,1.3347608,0.30049586,0.0,0.45807004,0.8792685,0.77341306,0.80189645,1.2104971,1.3533068,0.7108407,0.0,1.0978063,0.5276917,0.42725483,0.5958211,0.29276943,1.2175622,1.0476002,0.8952118,1.1767133,1.0111037,0.61462826,0.4625929,0.72362006,0.5260245,0.86820686,0.0,0.3183125,0.77383673,0.0,1.0610619,0.35024416,0.609262,0.09879206,0.28489113,0.7194998,0.7937078,0.0,0.78724456,0.5270108,0.3088901,0.9707629,0.558253,0.72365737,0.0,0.28960758,1.1052401,0.966424,0.34963605,0.0,1.0154151,0.0,0.32587147,0.7359687,0.13541411,0.46426585,1.1935697,0.6054179,0.32716274,0.7963503,0.91034985,1.0759163,0.7899423,0.72554415,0.0,0.58762676,0.91494167,0.0,0.6931383,0.6929491,0.0,0.8152922,0.0,0.49611768,0.6720919,0.33146423,0.26280206,0.9791086,0.3605587,0.5698556,0.6171451,0.5722887,0.77815914,0.0,0.105292395,0.3074264,0.7160384,0.9683279,0.651381,0.5386398,0.36482027,1.077834,0.21001449,0.4506169,1.1814361,0.61948025,1.1421871,0.92779315,0.80881685,0.6704891,0.460746,1.2109113,0.6984655,0.019373508,0.08792812
aftermathmovie,0.31890255,0.0,0.0,0.0,0.0,0.36728975,0.0,0.34521922,0.30330655,0.19376826,0.20262556,0.1645154,0.0,0.0,0.0,0.104779586,0.35270542,0.0078512095,0.1492042,0.270766,0.3506359,0.3088125,0.026163623,0.058330502,0.27021265,0.21678299,0.2736823,0.32900456,0.0,0.0,0.12618472,0.0,0.0,0.13679145,0.14646636,0.0,0.22566447,0.2842826,0.33434352,0.33547097,0.22249773,0.059715476,0.24397597,0.04877206,0.012460649,0.26021758,0.27297363,0.18757975,0.18297684,0.106590144,0.30415502,0.36235085,0.3398622,0.0,0.3676161,0.30177847,0.19019392,0.02354799,0.22854012,0.3401827,0.33140102,0.10620392,0.33158875,0.4092528,0.2740484,0.0,0.3459542,0.21751752,0.30633923,0.1813798,0.14210713,0.32803264,0.29662818,0.36378986,0.3112345,0.21139649,0.28655693,0.10938628,0.26407337,0.24434708,0.1790215,0.11294215,0.19012345,0.21348947,0.0,0.29207587,0.14673091,0.20838794,0.0937124,0.15004304,0.23471196,0.23910952,0.0,0.23569413,0.19185582,0.14374636,0.3176783,0.2039041,0.327098,0.0,0.14851925,0.3243721,0.29772857,0.2149018,0.0,0.365379,0.0,0.33236077,0.32862866,0.07185544,0.29295787,0.41153517,0.06589998,0.2950318,0.1796528,0.28025275,0.29064658,0.13372155,0.21165216,0.0,0.18928921,0.34245265,0.0,0.2834087,0.3119652,0.0,0.27337903,0.0,0.20132181,0.2625726,0.10960704,0.08600666,0.26097098,0.27795103,0.32065606,0.32793283,0.21383047,0.20697564,0.0,0.058340926,0.2162987,0.33298323,0.26955998,0.18972962,0.16235659,0.2579448,0.33490857,0.018873444,0.15281175,0.3050007,0.27131465,0.36489856,0.27337313,0.47239146,0.18669224,0.1546731,0.47566825,0.1962333,0.0,0.0
aftermovie,0.39087364,0.0,0.0,0.0,0.0,0.43338954,0.0,0.4825823,0.44682187,0.40993175,0.28468257,0.30792657,0.0,0.0,0.0,0.1547133,0.45135218,0.060757555,0.24934945,0.5225675,0.5045712,0.28720057,0.07984546,0.0,0.5583848,0.27758908,0.28988063,0.41013533,0.0,0.0,0.24610016,0.0,0.0,0.12318676,0.11988023,0.0,0.32657167,0.3932939,0.47562495,0.47387168,0.34494558,0.03884782,0.4491333,0.09893184,0.206114,0.1263287,0.42272156,0.31082076,0.30459926,0.22897498,0.463295,0.40239388,0.33274183,0.09695444,0.5603823,0.39801928,0.2352435,0.0,0.1061535,0.4982311,0.41453215,0.24332145,0.4928572,0.6537031,0.33290613,0.0,0.4959257,0.33723304,0.38763592,0.23176679,0.0,0.3622305,0.3628458,0.3952623,0.4766556,0.26903397,0.34094447,0.09492417,0.3350401,0.33098567,0.3712423,0.0,0.14325686,0.4289655,0.0,0.60120654,0.18464625,0.42954728,0.028615696,0.07217465,0.30955455,0.4413603,0.0,0.29682902,0.18722579,0.16607694,0.50142133,0.096486256,0.2968374,0.0,0.23459965,0.45619205,0.23808794,0.19758987,0.0,0.5617096,0.0,0.44835317,0.47923714,0.12148426,0.33410206,0.49027196,0.25087288,0.29503274,0.32231197,0.40695924,0.37495422,0.2656996,0.20902112,0.0,0.34294775,0.452289,0.0,0.35889596,0.47678715,0.0,0.46707556,0.0,0.41525182,0.38101083,0.28378215,0.072896376,0.37812486,0.14381178,0.2722477,0.3846605,0.352633,0.44837245,0.0,0.037494343,0.33921796,0.44799164,0.3758602,0.24354455,0.19365129,0.3422883,0.44433066,0.034627266,0.0,0.40763608,0.34699604,0.43253782,0.4720886,0.39994135,0.2715274,0.48985907,0.41371146,0.23582798,0.0,0.023248132
ahiddenlifefilm,0.17951366,0.0,0.0,0.0,0.0,0.14078224,0.0,0.17986248,0.14193203,0.13091321,0.11155614,0.05115255,0.0,0.0,0.0,0.081666395,0.16438654,0.018573938,0.097664095,0.16254541,0.17941663,0.12016727,0.014520902,0.0,0.13501073,0.079723544,0.11776688,0.12989222,0.0,0.0,0.07193549,0.0,0.0,0.07488821,0.040606774,0.0,0.1170799,0.14301932,0.17110007,0.13539112,0.14567237,0.058920287,0.15380497,0.029627934,0.0761636,0.09468876,0.14715527,0.10241272,0.12957263,0.062690176,0.14940923,0.17839438,0.18602614,0.0040794928,0.18039772,0.1970873,0.10254948,0.0,0.083273165,0.154467,0.12485888,0.078025535,0.19435303,0.22557822,0.12559918,0.0,0.16922697,0.07863385,0.10375555,0.09847906,0.04262139,0.16077515,0.15054606,0.15595953,0.17157121,0.15545498,0.09565745,0.07187614,0.14342113,0.11497567,0.10405771,0.025560077,0.086179525,0.15872423,0.0,0.20370758,0.09585695,0.11570552,0.050651122,0.053379886,0.15647164,0.14259847,0.0,0.09755519,0.103596784,0.08212843,0.19162104,0.07837117,0.15480268,0.0,0.069003835,0.16892307,0.13021994,0.0972636,0.0,0.19336352,0.0,0.1458928,0.16451415,0.03566321,0.11955556,0.20658544,0.05378069,0.087539054,0.10996134,0.13717078,0.14798725,0.108592175,0.07351865,0.0,0.13086468,0.17895551,0.0,0.15136656,0.15071061,0.0,0.18150577,0.0,0.117539965,0.13032277,0.08506757,0.054014202,0.1572287,0.13208662,0.09124805,0.16973552,0.12827796,0.13739507,0.0,0.025045417,0.107445955,0.15203685,0.12541239,0.12426014,0.08955993,0.13197292,0.15717024,0.010551551,0.05991293,0.16603841,0.11547533,0.15753494,0.17951964,0.18946603,0.09920503,0.1106412,0.18852228,0.102846175,0.0,0.007055436
alitamovie,0.7453973,0.0,0.0,0.0,0.0,0.7729188,0.0,0.7632666,0.58462346,0.5303521,0.30135196,0.08215279,0.0,0.0,0.0,0.33252698,0.7462838,0.0,0.3555756,0.4510898,0.88794714,0.57867104,0.0,0.0,0.2821006,0.48910123,0.4677679,0.76321965,0.0,0.0,0.35955882,0.0,0.0,0.32833073,0.17932644,0.0,0.3375029,0.5894952,0.59464437,0.3775409,0.36368227,0.11396929,0.6267339,0.19663338,0.35029942,0.31399623,0.57783145,0.5773549,0.60992837,0.48892626,0.6299552,0.55880755,0.51833135,0.20887458,0.7496162,0.7459225,0.26172394,0.0,0.44325534,0.44361165,0.51374817,0.30791318,0.76711106,0.9158063,0.53468436,0.0,0.7304117,0.23459041,0.43576893,0.46766117,0.024753386,0.92747897,0.6488713,0.79861426,0.67843354,0.52790433,0.26315853,0.11958064,0.25908715,0.411574,0.3120686,0.07490384,0.5242459,0.666023,0.0,0.8050271,0.31657192,0.4503653,0.09864972,0.14904241,0.7626277,0.4504131,0.0,0.047990542,0.41744706,0.37970352,0.8416045,0.30241257,0.6075478,0.0,0.23860623,0.8530944,0.7470658,0.33857363,0.0,0.7786909,0.0,0.76547366,0.72569203,0.08376213,0.65476185,0.722052,0.18510637,0.19753984,0.43122795,0.64129263,0.5206008,0.38236275,0.51324314,0.0,0.7341458,0.72997624,0.0,0.6165246,0.57789683,0.0,0.91586524,0.0,0.6381519,0.66316813,0.47186303,0.3488568,0.6367046,0.66050196,0.55782676,0.56527287,0.29311952,0.5594465,0.0,0.0,0.2548223,0.56340194,0.48015037,0.48545474,0.43980828,0.73032737,0.5382239,0.02409372,0.17285058,0.8024728,0.30524987,0.5813731,0.65378255,0.80368674,0.38573682,0.3581572,0.76449573,0.54763824,0.0,0.0
