movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79
21bridgesmovie,0.7727605,0.5703659,0.28514344,0.0,0.4135282,0.4378293,0.1319013,0.35701522,0.28240156,0.42211032,0.64405036,0.36810607,0.72733116,0.65144014,0.41683638,0.0,0.29350138,0.0,0.38803035,0.5185669,0.8594909,0.3397881,0.5052619,0.42366794,0.56301796,0.207926,0.0,0.5993252,0.0,0.19218394,0.37619263,0.41904935,0.600317,0.48369512,0.2200998,0.49173933,0.546059,0.43937936,0.3338312,0.6700456,0.34236288,0.073982835,0.0,0.42645928,0.69255024,0.63339037,0.42133206,0.88418055,0.0,0.5965788,0.36510688,0.44864213,0.5025953,0.21140108,0.098373786,0.17720151,0.54919755,0.45072415,0.5023493,0.5305065,0.62313527,0.56136286,0.527287,0.5669512,0.10685731,0.53031236,0.65808505,0.27097008,0.2454961,0.42198142,0.41599733,0.24408992,0.5146796,0.051116075,0.46584916,0.5628884,0.0,0.6176468,0.06984681,0.42562777
47metersdown,0.7013335,0.35510382,0.2641557,0.0,0.018505814,0.3883416,0.51361936,0.48202956,0.40195477,0.485572,0.38478696,0.7992954,0.96690226,0.6094205,0.61853313,0.0,0.4905503,0.0,0.60952264,0.775122,0.79138064,0.50511014,0.8207233,0.52910084,0.42929208,0.28941897,0.0,0.8206046,0.0,0.32429346,0.29884276,0.196019,0.5469446,0.43454,0.15382777,0.60179025,0.5705162,0.7077813,0.4856843,0.6336716,0.26410007,0.0,0.0,0.5439582,0.56078404,0.70550644,0.3486749,0.83363545,0.17439817,0.70638716,0.6786457,0.517379,0.39655164,0.2609492,0.16411445,0.21378689,0.6095132,0.3204575,0.42406803,0.50944924,0.5908378,0.83064336,0.6728716,0.47918785,0.0,0.5650935,0.6515307,0.2361237,0.31801468,0.57081115,0.6648546,0.54627055,0.7753095,0.16690344,0.50395536,0.59070706,0.0,0.46832845,0.019663682,0.37787062
abeautifuldaymovie,0.73409665,0.4805172,0.17012434,0.0,0.15639995,0.19930097,0.30866304,0.35681096,0.45003885,0.625838,0.5264298,0.55358124,0.5946437,0.59089303,0.4400305,0.0,0.27607575,0.0,0.46074948,0.5710758,0.46285185,0.29995075,0.6168318,0.42659256,0.36541998,0.38576487,0.0,0.66697174,0.0,0.16972429,0.39306584,0.43943906,0.5503705,0.41981822,0.040644165,0.42312136,0.38098088,0.5214455,0.36126265,0.4215549,0.38481617,0.01912159,0.057127427,0.5516974,0.38742724,0.73175585,0.3742749,0.6691842,0.032554593,0.59644574,0.3265566,0.4475449,0.26776275,0.2504945,0.031765983,0.20549265,0.6592363,0.31269857,0.3302309,0.4574524,0.68102765,0.5220115,0.40968025,0.39376098,0.022575952,0.61367,0.5451039,0.30313072,0.36309353,0.34879938,0.38114306,0.41298288,0.51209986,0.07560429,0.38580498,0.6181565,0.0,0.4791186,0.11102687,0.3765939
abominablemovie,0.7518164,0.64596117,0.18814966,0.0,0.27116212,0.07523543,0.37643307,0.6116322,0.6683058,0.614312,0.88784283,0.8251956,0.92375535,0.8907374,0.6946131,0.0,0.39070913,0.0,0.8244561,0.8634165,0.75890607,0.18934943,1.0995505,0.9325005,0.71568006,0.3801214,0.0,0.80883014,0.0,0.27807897,0.6022425,0.2577122,0.53537834,0.38977966,0.28990236,0.6991975,0.6666961,0.74622375,0.6465575,0.83579266,0.5244576,0.0,0.19685924,0.6683897,0.85270876,0.730166,0.24452983,1.1686641,0.21992819,0.9254465,0.52093774,0.7669358,0.45440334,0.14987618,0.3931399,0.36796165,0.7576861,0.48566365,0.42570072,0.07554783,0.8808051,0.9760227,0.36131012,0.5369736,0.0,0.61610395,0.90058446,0.30220172,0.26399267,0.5548763,0.39237726,0.26148134,0.79076856,0.1848019,0.9216924,0.68572426,0.0,0.307693,0.068606,0.48392707
adastramovie,0.70008063,0.32042924,0.19681087,0.0,0.18847376,0.3022715,0.13855542,0.23343983,0.40899968,0.46853048,0.56361383,0.2525457,0.5496721,0.36610016,0.3146204,0.0,0.39163077,0.0,0.22503656,0.46437913,0.5131727,0.32566506,0.5042148,0.31406328,0.28180102,0.33817673,0.0,0.49733478,0.0,0.09908831,0.31094646,0.43725744,0.39101014,0.34483317,0.20506841,0.3139474,0.41808748,0.4301325,0.31646654,0.4378804,0.5023418,0.21361277,0.060059458,0.36141792,0.44194847,0.32276273,0.16482903,0.6028099,0.0,0.44056526,0.16700467,0.34568733,0.27826402,0.24555641,0.1296667,0.21927598,0.41442153,0.39457932,0.4021715,0.29757258,0.4811579,0.51392657,0.24158347,0.25567544,0.0,0.31598893,0.47427383,0.36454418,0.2892729,0.29283592,0.47306445,0.4284642,0.40184307,0.13950427,0.4354154,0.41635296,0.0,0.41573113,0.0,0.309964
adogsjourneymovie,1.281896,1.3121364,0.5440725,0.0,0.36706936,0.61867124,0.19913353,1.0589862,1.0304735,1.2120068,1.0209893,1.2244864,1.3528908,0.8632028,0.79812324,0.0,0.760213,0.0,0.84647906,0.8516131,1.3316768,0.47518498,1.2606016,0.49926275,1.2792333,0.6056315,0.0,1.2765597,0.0,0.36856267,0.5997458,0.63558376,1.0780045,0.7473999,0.68393695,0.81228167,0.8694651,1.1976143,1.2521033,0.7839223,0.7004675,0.04389769,0.3541186,0.89762485,0.90840185,1.12532,0.6160435,1.5058774,0.08983547,0.7775903,0.5333333,0.7881561,0.3712251,0.5814177,0.17360878,0.48191336,0.9880164,0.83800495,1.136258,0.61332726,0.6962928,1.3081199,1.0280468,1.1219019,0.2672563,0.90621465,0.97881114,0.25355232,0.53946275,0.86905503,0.68093604,0.44996992,0.8580875,0.0,0.93657625,0.99787056,0.0,1.2581033,0.35160756,0.8771894
aftermathmovie,0.5549252,0.28466105,0.11122155,0.0,0.027926695,0.18368019,0.09843875,0.2914977,0.26972553,0.3284925,0.32385382,0.41111594,0.30410567,0.3689192,0.38567427,0.0,0.18505937,0.0,0.26425958,0.32905146,0.4888685,0.13281429,0.36001018,0.18900803,0.3514498,0.25592124,0.0,0.3876664,0.0,0.1258341,0.26643005,0.20349547,0.3548385,0.254203,0.07033537,0.3390458,0.3442143,0.32929498,0.22334173,0.3424861,0.18265833,0.07569342,0.06155274,0.2545087,0.35351026,0.37466282,0.2529728,0.579682,0.0,0.3300615,0.27493122,0.29617712,0.19599158,0.13888976,0.0,0.21801165,0.37003323,0.3234903,0.29323596,0.31316435,0.57651055,0.40231878,0.20138901,0.27513322,0.061915204,0.38135338,0.33838895,0.25687546,0.23345587,0.36045232,0.31501308,0.22059137,0.33374763,0.12552327,0.32156795,0.3218339,0.0,0.40717632,0.008050693,0.19588612
aftermovie,0.64460504,0.37327114,0.17653339,0.0,0.26870254,0.26258162,0.2758211,0.46190384,0.3340361,0.56011766,0.5233365,0.50927734,0.4565843,0.63659257,0.39152375,0.0,0.29406363,0.0,0.4554381,0.5089063,0.6288177,0.39983574,0.53672314,0.5068894,0.3551985,0.2673318,0.0,0.54166,0.0,0.29293242,0.4529717,0.2751415,0.5176835,0.44470343,0.18978262,0.46647575,0.46946055,0.3966729,0.40159705,0.4228762,0.45559734,0.22550711,0.0,0.49268928,0.38377857,0.5096402,0.2335649,0.7127558,0.0,0.5646758,0.4719523,0.328408,0.2950652,0.34109014,0.12088125,0.14085236,0.41379562,0.47168508,0.44349825,0.33398503,0.57029635,0.5713145,0.2569566,0.29927903,0.008116488,0.37227592,0.5134072,0.30675098,0.34300268,0.5243789,0.31571677,0.55096513,0.48859352,0.089853,0.43670547,0.4891543,0.0,0.6195042,0.18649375,0.39516813
ahiddenlifefilm,0.29291597,0.18494514,0.08296403,0.0,0.08947868,0.11315444,0.09743919,0.1878281,0.16757952,0.21283096,0.2169502,0.20940973,0.26002747,0.22730461,0.18076071,0.0,0.14237392,0.0,0.18007068,0.20715773,0.26257175,0.12652424,0.22916643,0.17860554,0.19463992,0.11430114,0.0,0.24429461,0.0,0.075404726,0.15202397,0.16206577,0.19041286,0.14968184,0.06742872,0.17970823,0.1735647,0.23522139,0.1409068,0.22378594,0.14771533,0.050940014,0.031860244,0.16469547,0.21321478,0.20801556,0.10370816,0.28154585,0.0,0.22581881,0.14820214,0.17221722,0.15697837,0.100426495,0.03367671,0.09903446,0.20930971,0.15597387,0.16357638,0.15917322,0.24966925,0.229405,0.16928113,0.15224051,0.026110101,0.22184776,0.20483115,0.12676641,0.14417978,0.18336865,0.18488106,0.12780339,0.20571424,0.047580928,0.20837957,0.19220555,0.0,0.23009324,0.03655832,0.16756102
alitamovie,0.94695675,0.57808316,0.32971638,0.0,0.1612527,0.4998005,0.17647366,0.50553393,0.61309344,0.65478617,0.86598516,0.68031967,0.74305856,0.78454757,0.7668979,0.0,0.32767484,0.0,0.41617274,0.6937788,1.0026273,0.5583303,1.0834295,0.42801663,0.523901,0.30859965,0.0,0.6316796,0.0,0.22736128,0.50666106,0.551406,0.8256091,0.7464525,0.20658974,0.76588935,0.5673656,0.8502084,0.6564187,0.7752702,0.4891485,0.11282812,0.052681796,0.5241411,0.8212951,0.75246775,0.26486662,0.97382885,0.10301172,0.62940574,0.34124798,0.45119876,0.5453144,0.41713667,0.047527153,0.37638938,0.91485834,0.35261247,0.4614826,0.5680777,0.71184015,0.7338096,0.56401384,0.52354777,0.0,0.61670893,0.5810119,0.49723238,0.42454952,0.7914057,0.6514586,0.3381271,0.80032665,0.0,0.55188876,0.48602575,0.0,0.8155963,0.0,0.49602824
