movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79
21bridgesmovie,0.5455978,0.32539067,0.5656379,0.53725165,0.34247455,0.3672695,0.4873733,0.39792693,0.3337428,0.36802247,0.0,0.62247247,0.23937811,0.64332694,0.0,0.4606017,0.6070438,0.24389336,0.51001364,0.53757083,0.5437063,0.0,0.0,0.49461353,0.27856305,0.1718194,0.0,0.26384878,0.4066212,0.33288953,0.36475492,0.23932418,0.39799017,0.0,0.53010863,0.32107863,0.34028825,0.45690852,0.45649093,0.39404023,0.26767927,0.50570995,0.4300071,0.35056424,0.43493828,0.59929776,0.41036457,0.2529632,0.25689083,0.47237197,0.5555761,0.18645199,0.3246706,0.0,0.24202543,0.5004481,0.5791779,0.48679373,0.7099036,0.29786414,0.5185704,0.43312562,0.6047463,0.6381533,0.55114615,0.34517515,0.28545806,0.5025485,0.19575481,0.39664108,0.5165594,0.47264197,0.42336813,0.35265905,0.5105967,0.24322443,0.5531415,0.5718345,0.5820636,0.46269694
47metersdown,0.6291012,0.29662153,0.6806576,0.58100957,0.35905948,0.7363303,0.5637792,0.4862692,0.29695982,0.689955,0.0,0.698093,0.30036017,0.9093808,0.0,0.4432745,0.5072028,0.32373458,0.43451515,0.4693004,0.5327619,0.0,0.07473245,0.6693508,0.42797223,0.14480028,0.0,0.31791466,0.44850037,0.29871655,0.4289552,0.29032725,0.52283967,0.0,0.63855004,0.33112833,0.7346079,0.39256015,0.53007007,0.45861048,0.21136878,0.9062978,0.6650995,0.44248596,0.6549968,0.8389863,0.41826093,0.40669367,0.44577682,0.60084736,0.6850004,0.21186025,0.02648207,0.0,0.23903409,0.7226158,0.5017756,0.5228809,0.8933972,0.5374165,0.7078934,0.8022415,0.67800856,0.7266315,0.6509184,0.2636239,0.3419967,0.37531295,0.053400755,0.6065298,0.46023765,0.3695134,0.5325507,0.2881684,0.8504669,0.59158325,0.7504413,0.8219419,0.7539835,0.4379427
abeautifuldaymovie,0.39558837,0.4282911,0.59442836,0.43772283,0.4756657,0.33813643,0.32624674,0.39675084,0.11110538,0.36793333,0.0,0.58485585,0.25814894,0.5934005,0.0,0.39314932,0.48269993,0.24563669,0.39795578,0.41420498,0.48729476,0.0,0.0,0.33830106,0.21947736,0.053293962,0.0,0.20829266,0.39359877,0.26591927,0.34453294,0.2416475,0.403055,0.0,0.5785539,0.43135595,0.3548475,0.25832766,0.51673925,0.31069937,0.22474174,0.5383569,0.4038068,0.42521024,0.41963857,0.55242425,0.3234641,0.24268556,0.34108138,0.41977417,0.3852176,0.084214374,0.21021238,0.0,0.1854449,0.42765215,0.31134585,0.3296207,0.64329517,0.36973286,0.40622813,0.47319496,0.42076877,0.49817523,0.34658983,0.12510964,0.36712,0.42351976,0.20130122,0.44143522,0.3559456,0.2575683,0.43992743,0.16412741,0.59987575,0.24543343,0.4502167,0.4342019,0.4093395,0.52927536
abominablemovie,0.52275735,0.7821993,0.82254815,0.7230018,0.4179349,0.66239333,0.5680751,0.17800967,0.41578692,0.7824388,0.0,1.0098091,0.27961022,0.8645567,0.0,0.7548659,0.8943392,0.3601828,0.8140813,0.6112125,0.48209903,0.0,0.0,0.8604643,0.5665683,0.13880107,0.0,0.29540947,0.7406493,0.49443772,0.77074975,0.5936604,0.84743243,0.0,0.8936659,0.5279237,0.84395784,0.7028035,0.6153477,0.61986893,0.3698895,1.1733674,0.50523853,0.5177449,1.0597265,0.87413543,0.6564248,0.3578264,0.37970558,0.67313474,0.97196513,0.20194513,0.25185087,0.0,0.42270863,0.76080215,0.6651172,0.66379225,0.91431606,0.6101881,0.7039743,0.72324014,0.8390893,1.0303758,0.6576254,0.33906025,0.13919714,0.67227334,0.26896754,0.68883175,0.6843993,0.66239446,0.7574612,0.49844423,0.9602657,0.2610592,0.71954983,0.8039231,0.92167807,0.86590755
adastramovie,0.36298957,0.37115368,0.37019324,0.37357917,0.25730923,0.33503464,0.35527027,0.33600113,0.101443484,0.24330397,0.0,0.53979033,0.16820304,0.63763136,0.0,0.4302569,0.44089597,0.33200455,0.39348269,0.56124604,0.4650321,0.0,0.0,0.3382462,0.2440091,0.10822046,0.0,0.17949902,0.3493355,0.24384868,0.24942307,0.07038626,0.37890765,0.0,0.5087951,0.3675858,0.31448752,0.3778818,0.48850337,0.39199582,0.27308965,0.5497942,0.2909797,0.36087376,0.3569005,0.4847264,0.39445543,0.13388143,0.31142184,0.30857384,0.34293392,0.0,0.055905253,0.0,0.32942185,0.5365082,0.21613115,0.42696708,0.5921949,0.29015702,0.35627338,0.39964145,0.31368795,0.5274208,0.45362216,0.07632159,0.3164164,0.49050498,0.18025975,0.44923395,0.3640264,0.46859843,0.36308712,0.10103534,0.57805145,0.04366166,0.44506276,0.4925899,0.4463331,0.3436785
adogsjourneymovie,1.2867669,0.72306097,1.0450805,1.0132957,0.8875054,0.9399062,1.1538668,0.83521587,0.65032816,0.6740093,0.0,1.8590441,0.3977502,1.7874765,0.0,0.95171136,1.4824152,0.4517101,1.0094688,1.4048177,0.89841545,0.0,0.0,0.7666388,0.8925038,0.11961109,0.0,0.5025642,1.1251436,0.87190264,0.877936,0.11644161,0.8919286,0.0,1.4267735,1.2861497,1.1885606,0.9169319,1.0604138,0.83950335,0.62425965,1.5381936,0.69338536,0.42623094,0.9701729,1.2214421,0.6929065,0.42112875,0.695545,1.1913685,1.3847635,0.5411644,0.5056378,0.0,0.43120575,1.2225164,0.574722,0.71071005,1.9991944,0.9872888,0.9931613,0.9311528,1.2276804,1.4553897,0.83469707,0.3747053,0.7585428,1.0901952,0.4179073,1.0922297,0.9033113,1.0852491,1.0338396,0.5671619,1.2704861,0.6383753,1.5165136,1.4485703,1.5459099,1.1395208
aftermathmovie,0.29872105,0.28622478,0.492738,0.39080447,0.23922113,0.27876368,0.33793876,0.2506536,0.047683768,0.20639929,0.0,0.39213032,0.1181333,0.41165024,0.0,0.33783656,0.43319348,0.32608995,0.26806656,0.39302495,0.37096587,0.0,0.0,0.3057318,0.20566729,0.17283244,0.0,0.10854842,0.3175223,0.26998225,0.30526662,0.27178356,0.36703998,0.0,0.5287694,0.25089622,0.25498268,0.24148247,0.383103,0.35584143,0.20993994,0.35987377,0.29983523,0.24510352,0.3328056,0.43587837,0.27878565,0.11532549,0.17503919,0.34418035,0.29977793,0.18716551,0.06852111,0.0,0.25871664,0.41925937,0.31611913,0.3032105,0.45121434,0.19734222,0.34411174,0.37960744,0.3181738,0.46872368,0.31455848,0.18495098,0.28150964,0.30750102,0.060495265,0.26382074,0.2184793,0.30808562,0.2270948,0.20657454,0.44461903,0.17414178,0.42874736,0.3826871,0.36546034,0.269001
aftermovie,0.38679436,0.34454668,0.49637723,0.30248865,0.28190497,0.45475942,0.49358147,0.17835107,0.15558423,0.28749967,0.0,0.47272217,0.32752714,0.5729806,0.0,0.422428,0.30253515,0.32555977,0.39601216,0.53236145,0.47932622,0.0,0.0,0.42719606,0.33942834,0.1900202,0.0,0.27042067,0.4062464,0.2650251,0.30817533,0.2669314,0.41834378,0.0,0.49296921,0.28778252,0.30113834,0.28236222,0.32474867,0.26880544,0.24282505,0.50434107,0.3742312,0.2500557,0.431326,0.38154808,0.33290935,0.12729448,0.41243407,0.39090154,0.42791307,0.15559253,0.0709279,0.0,0.26178128,0.44700128,0.35565466,0.38879618,0.56687367,0.27601844,0.39099658,0.44843328,0.45643952,0.5138954,0.3880037,0.13977817,0.23022427,0.34232792,0.17498717,0.4051394,0.5168386,0.41544276,0.52867526,0.21935187,0.6084216,0.14969803,0.4807623,0.51978296,0.39783365,0.4694177
ahiddenlifefilm,0.17249498,0.14006343,0.20405272,0.19649905,0.14670873,0.18085022,0.16954958,0.12613219,0.077142045,0.14288974,0.0,0.2562255,0.09058806,0.27705425,0.0,0.17386319,0.21719782,0.119466595,0.17545892,0.20218985,0.1816101,0.0,0.0,0.16609257,0.14641038,0.050596677,0.0,0.09554875,0.15146035,0.10445644,0.14444092,0.07861704,0.18310826,0.0,0.23537323,0.1389019,0.1672182,0.13309193,0.17891571,0.15431325,0.09827203,0.22640502,0.1637752,0.1598653,0.19794424,0.23676287,0.15976273,0.0666504,0.13116038,0.20019458,0.20942283,0.059769243,0.058948316,0.0,0.105160065,0.20463294,0.16933197,0.15438771,0.28270328,0.1437,0.1699566,0.19132979,0.21102485,0.2574753,0.17047119,0.07608103,0.11210951,0.20520413,0.087065674,0.1858512,0.18465614,0.1742642,0.15871431,0.10170947,0.23225884,0.08316888,0.21759234,0.19594349,0.22235031,0.18232076
alitamovie,0.63023114,0.37120494,0.9969614,0.8694996,0.55176276,0.7676772,0.7630008,0.6941613,0.3582828,0.5761235,0.0,0.8984239,0.43409306,1.1182435,0.0,0.696992,0.9141045,0.22875734,0.9082454,0.7876988,0.8148905,0.0,0.000519827,0.5838362,0.62414753,0.2596029,0.0,0.2975371,0.47891605,0.65148085,0.31240296,0.36923468,0.5646845,0.0,0.7983429,0.5466994,0.7515734,0.5041432,0.55384433,0.7353862,0.43571872,0.8521099,0.3767941,0.73291534,0.5228571,0.8177926,0.7175875,0.13146758,0.71896654,0.5662631,0.7426951,0.0,0.19543403,0.0,0.38635075,0.7161163,0.5047621,0.70457107,1.1136221,0.6500137,0.8345347,0.7061732,0.7207081,1.0007279,0.9107052,0.16903856,0.6488096,0.99520254,0.3061878,0.8294182,0.4201168,0.6313708,0.45986387,0.46320188,0.8222059,0.23809816,0.7862084,0.6164841,0.552252,0.42949435
