movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129
21bridgesmovie,0.0,0.35835445,0.0,0.4374707,0.43209153,0.43262345,0.5253847,0.44302747,0.4566451,0.47416887,0.08451766,0.6364282,0.3339715,0.34404013,0.4513512,0.52937794,0.08522033,0.11096758,0.1884779,0.0,0.29609156,0.55979675,0.032773588,0.46756518,0.5175846,0.41865772,0.07227658,0.5410119,0.1785696,0.0,0.110067025,0.25475016,0.2150645,0.0,0.15445462,0.30304998,0.17805246,0.60371125,0.40655446,0.5591818,0.5362386,0.27769437,0.27985337,0.5137947,0.089914694,0.22219145,0.46857762,0.29399645,0.32159913,0.26101315,0.51574326,0.39152625,0.5491199,0.20978543,0.31796935,0.40348995,0.08333355,0.0,0.41568494,0.23181266,0.44935834,0.04324896,0.3922187,0.0,0.3497222,0.50452155,0.0,0.566509,0.45287475,0.29456306,0.38095322,0.5163897,0.32391995,0.28773558,0.024482995,0.6377323,0.32676986,0.37913084,0.4222732,0.19522516,0.17715052,0.3839912,0.32769394,0.0,0.23351091,0.34133834,0.29639602,0.0,0.3236621,0.24295312,0.27906865,0.4118762,0.24614973,0.24567766,0.072962515,0.48233822,0.46338433,0.4754915,0.0,0.18887389,0.052061494,0.33557957,0.061656017,0.023891643,0.4446234,0.1145157,0.0,0.17136483,0.115308955,0.54378515,0.42876846,0.30025515,0.04107007,0.20163359,0.33218724,0.16995513,0.21573262,0.35055542,0.37674415,0.31338367,0.4120085,0.46115118,0.0,0.0,0.33123994,0.0,0.25138205,0.37209353,0.12826052,0.3615417
47metersdown,0.0,0.36835045,0.0,0.3866936,0.3495295,0.4944687,0.4263746,0.39577195,0.4037255,0.6445243,0.0,0.87265587,0.46259958,0.50320184,0.4565101,0.42401806,0.013878745,0.0,0.3956258,0.0,0.32410207,0.5501338,0.03330429,0.71378785,0.5266874,0.4641144,0.3684537,0.46075866,0.118524894,0.0,0.21966942,0.31540817,0.2898645,0.0,0.16955876,0.49765825,0.26424807,0.72977096,0.61171424,0.6645813,0.3813667,0.11363142,0.5521679,0.6546661,0.08109184,0.4211238,0.4816004,0.45155522,0.28635117,0.2311304,0.72873193,0.58340335,0.5831592,0.4028549,0.2604952,0.69768226,0.17109728,0.0,0.44122413,0.21256302,0.44335508,0.0,0.6478198,0.0,0.2856141,0.55331784,0.0,0.7567991,0.54838866,0.308088,0.40154526,0.5752162,0.3989585,0.33175743,0.0006556888,0.6145271,0.3657918,0.33250016,0.5913712,0.36921558,0.22162871,0.8210007,0.33662128,0.0,0.34324464,0.4553582,0.48241606,0.0,0.587491,0.27707866,0.42789304,0.5591071,0.43194714,0.12654893,0.0,0.57839227,0.51738846,0.38840503,0.0,0.3223501,0.049716398,0.42039496,0.29680923,0.039007224,0.29674193,0.0,0.0,0.30195537,0.22854549,0.3042908,0.6906287,0.25474393,0.0,0.35166305,0.40178594,0.29950267,0.30844247,0.5690232,0.77748036,0.23722023,0.17609762,0.48378018,0.0,0.0,0.48126853,0.0,0.2693599,0.40215573,0.0,0.28376696
abeautifuldaymovie,0.0,0.42557216,0.056098707,0.27717525,0.44752955,0.38580835,0.47550884,0.29013374,0.23272577,0.45039707,0.106582254,0.4252352,0.37946564,0.4719767,0.37307772,0.23465995,0.0,0.106785536,0.29185453,0.0,0.05835853,0.32864732,0.0,0.39822614,0.48231387,0.26411077,0.0,0.18975547,0.28839844,0.0,0.0,0.29096562,0.18670024,0.0,0.03757613,0.3421387,0.20517008,0.42230064,0.364734,0.35277024,0.37363836,0.10111477,0.36582884,0.43857032,0.15808861,0.21100931,0.3616011,0.2082619,0.21858211,0.28665715,0.362263,0.27546778,0.5072105,0.30579183,0.28485802,0.347623,0.23714896,0.0,0.316304,0.25165236,0.29069358,0.08304087,0.35073456,0.0,0.23788643,0.36856464,0.0,0.44494563,0.3141232,0.19715668,0.39704216,0.38625658,0.3113686,0.22463802,0.081617534,0.53506434,0.2842146,0.10967831,0.51939225,0.20062312,0.21274315,0.45706025,0.2727893,0.0,0.21638757,0.4079823,0.23962395,0.040873684,0.29464287,0.37031218,0.07305337,0.26290387,0.153181,0.28931397,0.0,0.46426505,0.5694832,0.31604248,0.0,0.32717317,0.110702746,0.3217855,0.23281682,0.003560191,0.2054634,0.0,0.0,0.3801835,0.10806093,0.2598459,0.41661522,0.26424617,0.0,0.21715273,0.3874821,0.17811519,0.31395257,0.40643084,0.4421427,0.13149767,0.30277592,0.33723682,0.0,0.0,0.107351914,0.0,0.22154982,0.3188422,0.14153814,0.3663615
abominablemovie,0.0,0.53614795,0.0,0.40422037,0.6277595,0.6676262,0.87270695,0.3157781,0.3492543,0.5674353,0.023446899,0.86555517,0.51890326,0.51632357,0.6227938,0.55954325,0.0,0.0,0.47456378,0.0,0.40574038,0.57314354,0.0,0.69861954,0.8396958,0.7609197,0.11724372,0.5091946,0.24619772,0.0,0.18983424,0.51045597,0.3613497,0.054544184,0.14652142,0.4904902,0.49194145,0.67184633,0.550129,0.5202873,0.9151059,0.122036345,0.7964895,0.9819457,0.24760687,0.5663746,0.6731596,0.3923312,0.3873613,0.065678224,0.73812723,0.6203372,0.59701186,0.4778324,0.59772676,0.6834031,0.3086592,0.0,0.59766495,0.2632984,0.34735548,0.17461917,0.6260217,0.0,0.42099956,0.7818983,0.0,0.71936977,0.7001491,0.62305206,0.491588,0.66513973,0.27556184,0.46626872,0.027069137,0.627568,0.6785993,0.504039,0.9928226,0.064765535,0.39294174,0.5779846,0.4060418,0.0,0.38530737,0.56972843,0.38288856,0.01011542,0.6446328,0.5915176,0.3015989,0.5353592,0.5479473,0.28997603,0.0,0.7345493,0.9202835,0.6124301,0.0,0.5388179,0.4157272,0.43812695,0.52954847,0.0,0.47669506,0.0,0.0,0.6325192,0.19561955,0.7014674,0.5921653,0.4525535,0.0,0.5152682,0.51985776,0.61967844,0.52669454,0.3482162,0.78441375,0.34551662,0.253843,0.48292562,0.0,0.0,0.3389489,0.0,0.30388668,0.38005707,0.15431207,0.20258345
adastramovie,0.0,0.35707253,0.10004389,0.4495322,0.37848592,0.36223233,0.3737313,0.34100896,0.21256919,0.36413008,0.0987948,0.5819042,0.31305557,0.4425372,0.31635344,0.38218722,0.121079504,0.10811466,0.15369993,0.0,0.16412279,0.5788254,0.0,0.41557473,0.30873388,0.28290287,0.0,0.37053806,0.2659562,0.0,0.12221441,0.2983459,0.19558728,0.08080008,0.08754361,0.2609486,0.21368656,0.52445364,0.48157388,0.4187737,0.37117875,0.19415715,0.5269303,0.3724395,0.13968492,0.3547492,0.28141794,0.31547755,0.38089648,0.24058034,0.4516653,0.4393787,0.48241502,0.23382203,0.14973485,0.40300557,0.16147968,0.0,0.44181523,0.12469681,0.46646315,0.047161415,0.4308162,0.0,0.24805921,0.49144673,0.0,0.5168915,0.46885827,0.3181373,0.37552726,0.5351169,0.40072832,0.2753144,0.025229156,0.70100117,0.3579678,0.10746671,0.5722615,0.23332804,0.25172943,0.4386237,0.36657336,0.0,0.2996555,0.4782781,0.20999666,0.08119252,0.2738771,0.27790874,0.2452854,0.48553264,0.25814435,0.30080825,0.0,0.34338814,0.50165224,0.3623456,0.0,0.18164909,0.04101163,0.25687748,0.14972776,0.10658071,0.23658757,0.12637728,0.0,0.20517823,0.2451173,0.311861,0.3042493,0.24934418,0.04860895,0.29945707,0.19715959,0.12806945,0.30274072,0.30635327,0.5185558,0.20390779,0.20612817,0.34481776,0.0,0.0,0.29975873,0.0,0.26417878,0.15596855,0.2067487,0.33184668
adogsjourneymovie,0.0,0.9905932,0.0,0.9551563,0.8132702,1.1111832,0.85243005,0.7181461,0.9528514,1.0388018,0.065771386,1.1892455,0.7641302,0.4985517,0.7457825,1.3193024,0.0,0.0721087,0.34861693,0.0,0.6863423,1.2221891,0.0,0.795744,1.4018403,0.7746463,0.497277,0.813889,0.022827702,0.0,0.0,0.5346952,0.18263139,0.0,0.33810142,0.78273225,0.8766845,1.440913,1.1316059,0.87876487,1.0403993,0.043613978,0.7107371,0.9410084,0.21919008,0.8028163,0.8696472,0.7537319,0.847166,0.40886724,0.7258446,1.1002973,1.28686,0.3022729,0.4614537,0.9272247,0.4397132,0.0,0.9405035,0.47825867,0.8997716,0.0,0.8024274,0.0,0.5229544,0.8924013,0.0,1.3890533,0.8559133,0.6355133,0.73295605,1.3840375,0.7259803,0.58669525,0.0,1.0028037,0.60552317,0.42415795,0.6793549,0.5901225,0.7359539,1.0740664,0.32149756,0.0,0.74768156,0.9655188,0.81536984,0.0,0.90491706,0.8070012,0.50301796,0.78059846,0.65342575,0.80703455,0.044566967,1.066338,1.2199701,0.956689,0.0,0.46821812,0.0,0.6078649,0.7685012,0.17501287,0.62236637,0.37574276,0.0,0.6352971,0.34381434,0.65881926,0.9601583,0.52570045,0.2008138,0.8237488,0.9149864,0.44846502,0.8258452,1.0643075,1.3633555,0.31395262,0.5672402,0.86864483,0.0,0.0,0.9566337,0.0,0.3892246,0.8261288,0.09196524,0.88885784
aftermathmovie,0.0,0.22712444,0.032942295,0.31787345,0.22153842,0.2941628,0.4373162,0.26287705,0.23520674,0.3844745,0.0768105,0.30788708,0.24546838,0.2394854,0.26063588,0.31024843,0.05007091,0.027754474,0.16925403,0.0,0.25283304,0.35311997,0.0,0.29367185,0.32079732,0.25323293,0.0,0.24083854,0.12579927,0.0,0.052347947,0.24085805,0.19163786,0.0,0.09492232,0.1858205,0.25362828,0.29631346,0.31098828,0.21381591,0.4041678,0.15602383,0.24134417,0.2692224,0.09001784,0.12691143,0.30927745,0.15608451,0.20032434,0.08162642,0.29072592,0.22859779,0.30414203,0.23004377,0.25891566,0.21582624,0.09335627,0.0,0.24109003,0.12686522,0.2532692,0.08356379,0.19185622,0.0,0.20797467,0.279753,0.0,0.3366905,0.29805666,0.27912158,0.19838078,0.31217724,0.22610003,0.25714007,0.0,0.3422422,0.24395368,0.15015613,0.354149,0.116049856,0.20482212,0.25122473,0.289441,0.0,0.14891672,0.23543411,0.1893921,0.0,0.34165305,0.20680831,0.06756786,0.3251459,0.18011618,0.25227106,0.014689857,0.3438401,0.362228,0.328873,0.0,0.06229046,0.0,0.15506555,0.12509596,0.10699063,0.26113766,0.0,0.0,0.15613233,0.14245212,0.1980642,0.27728388,0.2712563,0.0018380526,0.26283324,0.19084893,0.22233719,0.2237317,0.12732677,0.33304676,0.21478733,0.18554002,0.1613785,0.0,0.0,0.17406274,0.0,0.19889602,0.21065482,0.039585922,0.22608961
aftermovie,0.0,0.21225147,0.072881676,0.32437995,0.30441105,0.26343328,0.44165543,0.25614226,0.19364795,0.46683162,0.19466232,0.55229837,0.5343883,0.36541638,0.39606437,0.3001674,0.0,0.002013784,0.29075864,0.0,0.30483702,0.3544486,0.054627128,0.53681433,0.4651974,0.3787894,0.038743824,0.32476172,0.26994878,0.0,0.0,0.18881741,0.1757067,0.0,0.0,0.303586,0.33020127,0.45866284,0.26945284,0.46719897,0.4701834,0.15129247,0.38751295,0.3783189,0.09972155,0.3342796,0.42960772,0.16360116,0.27099454,0.20778431,0.39806387,0.37400714,0.38255244,0.22102463,0.40145743,0.37692702,0.2506308,0.0,0.48309642,0.01891032,0.3071148,0.0962761,0.3721693,0.0,0.30094907,0.35164872,0.0,0.43771362,0.39532185,0.37031406,0.3095694,0.4055253,0.30056778,0.2505648,0.101722136,0.39014205,0.314179,0.24936998,0.38400316,0.18180065,0.14481616,0.516594,0.31205893,0.0015880689,0.35734993,0.36502084,0.1890844,0.058859028,0.2953316,0.35954523,0.13701178,0.27643543,0.33324137,0.108492866,0.06687935,0.37942517,0.4560425,0.4235825,0.0,0.27546754,0.09190793,0.33634412,0.22799975,0.036815666,0.31913593,0.011709787,0.0,0.27715275,0.16442934,0.4032129,0.27958268,0.39843383,0.0043002013,0.20885149,0.39822578,0.2787964,0.23489562,0.21372847,0.41000223,0.27760366,0.30261558,0.4543148,0.0,0.0,0.33590007,0.0,0.17252648,0.35084936,0.15010992,0.22636768
ahiddenlifefilm,0.0,0.15830977,0.0,0.16770081,0.16997932,0.19555257,0.23585197,0.14162807,0.12774214,0.20344985,0.04078942,0.22451843,0.17820919,0.19877999,0.1882495,0.18081634,0.022339214,0.043038376,0.12472877,0.0,0.125864,0.20828976,0.016313944,0.23125303,0.24990469,0.19100887,0.031214125,0.18138187,0.10206641,0.0,0.0079849055,0.12428812,0.10404101,0.0,0.042608052,0.1411115,0.14116593,0.24388066,0.18228945,0.18812858,0.22790344,0.0804885,0.19718005,0.22759487,0.061514854,0.14458339,0.16873059,0.121301584,0.14951888,0.08736795,0.21564071,0.20232438,0.22107324,0.11020111,0.15681502,0.20305258,0.08006273,0.0,0.16894843,0.10447038,0.18565904,0.0013313845,0.15896764,0.0,0.15294781,0.20034724,0.0,0.2372367,0.19124302,0.13708736,0.17011924,0.19001272,0.15752755,0.12785578,0.030180398,0.21571505,0.14391693,0.12046507,0.249125,0.10816328,0.11360916,0.20700121,0.14229833,0.0,0.11825226,0.18502459,0.14805155,0.013591944,0.17417805,0.15695018,0.101179555,0.18259373,0.1378718,0.12504865,0.0,0.19743893,0.2270146,0.1937259,0.0,0.11703343,0.01452944,0.14556351,0.11999065,0.052463256,0.16180159,0.019582506,0.0,0.10503463,0.10355251,0.17370614,0.20122918,0.14785966,0.025687128,0.13064602,0.15361094,0.121173725,0.1290073,0.18454817,0.21966359,0.12089339,0.1318852,0.18412262,0.0,0.0,0.13785513,0.0,0.09769375,0.13857529,0.04710032,0.15034392
alitamovie,0.0,0.49892527,0.0,0.6908054,0.5200252,0.5723574,0.60877085,0.5820706,0.50915784,0.4273865,0.06644972,0.7534019,0.7161266,0.39411652,0.39937386,0.81496775,0.10405928,0.03266392,0.408916,0.0,0.5571937,0.56234676,0.0,0.68785876,0.7994161,0.62442076,0.0,0.55787325,0.25535575,0.0,0.12435339,0.331171,0.3451213,0.10020699,0.0,0.52782524,0.26786512,0.78817654,0.46968493,0.743994,0.6536765,0.29819068,0.66283005,0.58531755,0.12755483,0.4058005,0.4384654,0.4469303,0.52844584,0.23259126,0.64126164,0.5128076,0.68967164,0.29928976,0.40651432,0.59337795,0.23722096,0.0,0.68874544,0.40918303,0.73757905,0.0,0.46631914,0.0,0.58493626,0.7125814,0.0,0.7425083,0.7740168,0.5192886,0.67828697,0.5363809,0.6025313,0.59632015,0.0,0.8182658,0.47382334,0.13929212,0.8684061,0.36393127,0.12900223,0.78138036,0.57712513,0.07614099,0.31967124,0.7053829,0.39722252,0.13403818,0.6953029,0.27977008,0.38188478,0.68939984,0.37328982,0.3880303,0.0,0.7199661,0.5997399,0.5634004,0.0,0.031678215,0.15847398,0.42022556,0.35996285,0.14858468,0.594305,0.075050175,0.0,0.51839036,0.20041487,0.55660254,0.4839669,0.4204264,0.1095998,0.29639637,0.25072962,0.33158097,0.36752838,0.5148226,0.7554688,0.4251045,0.3659718,0.4849504,0.0,0.0,0.0485056,0.037081428,0.253184,0.4295598,0.27229938,0.40921277
