movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.60855174,0.9137227,0.69075084,0.5389521,0.52461106,0.4924598,0.0,0.08812727,0.32696316,0.41735184,0.73548114,0.67385346,0.39012772,0.0,0.77369386,0.6806724,0.4319803,0.5695018,0.49252474,0.30159646,0.52987593,0.38189378,0.66936713,0.7533184,0.7824561,0.103612654,0.0,0.9435393,0.7567745,0.5313191,0.0,0.40106294,0.5829295,0.5682007,0.3972094,0.9914864,0.63546896,0.20512086,0.7448029,0.5103562
47metersdown,0.7217641,1.1684157,0.94300395,0.6365342,0.6094728,0.66370445,0.0,0.27069545,0.4320547,0.76211476,1.0364858,1.0282036,0.28853926,0.0,0.9412289,0.66560334,0.34167907,0.6443688,0.7063089,0.30710903,0.86100656,0.2848172,0.9090589,0.9533266,0.6984523,0.22769886,0.0,0.8292494,0.9848576,0.6131742,0.0,0.49461702,0.81862164,0.4175394,0.3757057,1.0252991,0.53129137,0.45195052,0.6505053,0.70240915
abeautifuldaymovie,0.58441716,0.6819187,0.53722847,0.62101686,0.48048186,0.52366173,0.0,0.28769785,0.25941613,0.45981327,0.6546215,0.57898116,0.3437913,0.0,0.5652276,0.59414446,0.39891845,0.43822816,0.5168422,0.35474023,0.5186892,0.3388439,0.5811689,0.6758458,0.5383304,0.050933145,0.0,0.9447247,0.6453106,0.43919653,0.0,0.3440809,0.5741473,0.41368902,0.33019158,0.8200601,0.49287674,0.2802087,0.7267346,0.4975829
abominablemovie,0.90289706,1.3676145,1.1155465,0.8452357,0.60814244,0.83785635,0.0,0.1921879,0.36792526,0.926165,0.84505785,1.0629544,0.6639712,0.0,0.7588256,0.6237341,0.21492827,0.8114142,1.0012041,0.5050065,0.84877956,0.24166292,1.0032545,1.2575641,1.2195306,0.5841478,0.0,1.3307002,0.84391534,0.6557599,0.0,0.68499374,0.8503212,0.8062984,0.45298314,1.6273663,0.8701836,0.5138687,1.19659,0.7203815
adastramovie,0.60462457,0.6259343,0.7066221,0.5060165,0.56186587,0.57871264,0.0,0.033025347,0.149818,0.46533352,0.6336181,0.49647757,0.3979079,0.0,0.57770616,0.6605975,0.2614959,0.55373853,0.64102465,0.3401482,0.42858213,0.30234578,0.5966132,0.632515,0.39055324,0.21743748,0.0,0.7643494,0.6055737,0.50747544,0.0,0.24998555,0.45123273,0.5750729,0.23863637,0.8341486,0.5211294,0.20091976,0.50931925,0.45217708
adogsjourneymovie,0.8467974,0.8789149,1.5886233,1.238163,0.7612788,0.9298065,0.0,0.16679274,0.5665498,1.0542859,1.4755815,1.1988542,0.92220473,0.0,1.436387,1.7974732,0.52048653,0.9763698,1.2379769,0.4330856,0.95659345,0.3297519,1.2064849,1.081774,0.85452414,0.18596444,0.0,1.9288208,1.0658828,0.63677377,0.0,0.50506955,0.58527136,0.65789,0.34619185,1.7435188,1.1282227,0.20989344,1.3989453,1.3518492
aftermathmovie,0.36922115,0.44535112,0.65563095,0.5065647,0.33710778,0.34911677,0.0,0.13570249,0.16059354,0.4020146,0.58636487,0.5027101,0.30511868,0.0,0.59033674,0.47744954,0.31615058,0.35201347,0.45705172,0.374574,0.31457984,0.1421586,0.4903959,0.59307295,0.5585127,0.0,0.0,0.7956654,0.56141895,0.25906312,0.0,0.33666053,0.49231917,0.42294052,0.24552378,0.688867,0.48259833,0.30756328,0.509555,0.4613091
aftermovie,0.6128672,0.6129887,0.659889,0.53668284,0.50177,0.50683266,0.0,0.076911464,0.22492424,0.5583395,0.697157,0.54201454,0.31402403,0.0,0.7765208,0.6688916,0.30670545,0.5042806,0.5891479,0.36864382,0.49456823,0.38537624,0.6812665,0.7924184,0.6631584,0.133422,0.0,0.945453,0.72319824,0.42017707,0.0,0.44391358,0.78946036,0.45558578,0.38825038,0.915759,0.58823764,0.32106438,0.56510377,0.42660522
ahiddenlifefilm,0.25695157,0.31013128,0.3099841,0.23753998,0.2258849,0.24013203,0.0,0.0838846,0.12906404,0.25124413,0.31265578,0.27458388,0.15867737,0.0,0.3039628,0.31286013,0.174787,0.23511699,0.25821102,0.14437366,0.22276852,0.09978981,0.3031043,0.3464321,0.27710187,0.088941745,0.0,0.42918324,0.33396757,0.17823514,0.0,0.15475203,0.24136212,0.21052644,0.1524978,0.37700772,0.24937785,0.13351157,0.2702713,0.24240655
alitamovie,0.913534,1.0673146,1.0664501,0.7632978,0.79732764,0.6638387,0.0,0.11123257,0.6067852,0.9698156,0.9365256,0.97240204,0.53850394,0.0,1.1222643,0.96442795,0.47130555,0.8252582,0.85549915,0.44560757,0.63696116,0.5010416,0.9185577,1.0756398,0.8570479,0.49624407,0.0,1.3468484,0.99872744,0.5504394,0.0,0.5226872,0.9257067,0.81754947,0.30757865,1.1282973,0.68463796,0.33945107,0.89664924,0.5938466
