movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.1349952,0.0,0.57620436,0.6631194,0.4677003,0.47004005,0.4150169,0.47317728,0.0,0.68881875,0.6482367,0.7893271,0.36511332,0.76788855,0.8087557,0.89925575,0.26171336,0.8577717,0.67982405,0.2802133,0.8082341,0.5105434,0.79432374,0.41739312,0.4780908,0.7747412,1.0424578,0.57095563,0.7058887,0.7603785
47metersdown,1.0397285e-05,0.0,0.7410991,0.7338441,0.24360028,0.42329586,0.5690676,0.33443496,0.0,0.77916014,0.65544975,1.0766636,0.56482154,0.7081331,0.37842605,0.9575692,0.5751729,0.50921315,0.59721583,0.3154004,0.7952359,0.7454234,0.5996066,0.4142972,0.43432334,0.64429736,0.9526554,0.57719004,0.7961729,0.6125887
abeautifuldaymovie,0.0900643,0.0,0.7480793,0.6733423,0.54449517,0.41452113,0.67454463,0.56684387,0.0,0.69563437,0.6052141,0.6286494,0.2266782,0.75712895,0.8140793,0.78241754,0.37135336,0.8928985,0.5957778,0.42801467,0.57307976,0.61714935,0.5908116,0.4727615,0.32462952,0.90116817,1.1612036,0.54713225,0.7981576,0.8681544
abominablemovie,0.015087832,0.0,0.65374905,0.8016588,0.42336163,0.31328997,1.2420349,0.965427,0.0,1.1068243,0.9239061,1.2980548,0.21910085,0.90951055,1.3137043,1.0871967,0.48366055,1.0249016,0.9326391,0.12756859,1.233255,0.85548764,0.6384859,0.5341417,0.48485735,1.1052574,1.6046224,0.64940315,1.2432472,1.2997862
adastramovie,0.2281327,0.0,0.3055227,0.6572016,0.46054804,0.48121515,0.42566514,0.45777377,0.0,0.60493183,0.55282086,0.60098714,0.3688835,0.61114484,0.47413668,0.8373042,0.26181066,0.52040577,0.31560057,0.24372956,0.65447956,0.5641282,0.5680514,0.28269747,0.38663766,0.72006714,0.82556945,0.3995352,0.75563496,0.5945678
adogsjourneymovie,0.59886813,0.0,0.86119056,1.0553155,0.93563473,0.8365025,1.1699713,1.3395199,0.0,1.3306696,1.1722981,1.1502314,0.47376826,1.0713733,1.6102916,1.5648526,0.7729612,1.2425579,1.0709379,0.34826273,1.0415365,1.2730502,0.91935873,0.52783394,0.31669053,1.3366443,2.3752413,0.6956835,1.7968292,1.8305439
aftermathmovie,0.0645933,0.0,0.42567176,0.39317155,0.098079465,0.17504582,0.2729705,0.25515774,0.0,0.4313138,0.42477718,0.53554934,0.20634097,0.49235827,0.38468486,0.455356,0.12323323,0.5358216,0.4580355,0.18742356,0.48832995,0.45495772,0.46298227,0.27987188,0.26747838,0.54667616,0.59424865,0.42619917,0.43950805,0.48359323
aftermovie,0.18833594,0.0,0.7815064,0.3558158,0.38067126,0.21320516,0.46420228,0.28320155,0.0,0.6427029,0.5607212,0.93367785,0.14821433,0.4984956,0.8191332,0.73077655,0.36507532,0.75408596,0.550415,0.44041762,0.8200489,0.6084363,0.33789876,0.45967025,0.33289182,0.48659492,0.86310625,0.6507683,0.7529893,0.64465594
ahiddenlifefilm,0.078838035,0.0,0.317733,0.2798226,0.21098068,0.18470505,0.27334177,0.24616852,0.0,0.304501,0.3279396,0.39603782,0.14628944,0.32626116,0.3691575,0.39901364,0.17126437,0.34960794,0.3178076,0.1683498,0.3774863,0.28980005,0.2637506,0.23725724,0.17643718,0.37462682,0.47948873,0.26681823,0.39268106,0.37928182
alitamovie,0.18145628,0.0,0.6869687,0.72586614,0.8472222,0.73819226,0.7036805,0.5998453,0.0,0.84350634,1.1506245,0.9504661,0.45063663,0.816654,0.5142763,1.3643073,0.48063874,0.7372881,0.8328655,0.82987595,0.93032557,0.65180784,0.7522256,0.76347023,0.5083012,1.0409516,1.2701147,0.5148808,0.9443334,1.0520455
angelhasfallen,0.026385527,0.0,0.7371389,0.4258411,0.435728,0.53457284,0.8662661,0.64636266,0.0,0.8298468,0.9553459,1.2074862,0.20900895,0.82734066,1.0049992,0.9587115,0.8149428,1.2064173,1.1686652,0.24685194,1.2851784,0.7682443,0.4175365,0.72637403,0.45085162,0.8240501,1.4362386,0.76333773,1.3484737,1.2145196
angrybirdsmovie,0.25632867,0.0,1.7210188,1.2477257,0.5931627,0.6987667,1.6712277,0.52902985,0.0,1.5797404,1.2372252,1.5563564,0.358072,1.1115048,1.6319461,1.4809991,0.46399394,1.79041,1.5233654,0.6615895,1.5761137,1.4202756,1.295456,1.311385,0.5853666,2.0846066,2.141998,0.86208284,1.7345318,2.0168192
annabellemovie,0.07753953,0.0,0.66600204,1.1816707,0.82094336,0.37615475,0.84003544,1.0392052,0.0,0.7884663,1.2242577,1.3038322,0.546243,0.8364061,1.2649629,1.3838065,0.63378996,0.8268958,0.9526923,0.5028463,1.2264826,0.85463023,1.0745701,0.7967865,0.62294585,0.9715606,1.2132071,0.8164512,1.2965478,1.0364869
annamovie,0.22499721,0.0,0.63426286,0.67786294,0.48142123,0.55950034,0.70568174,0.73014164,0.0,0.71539193,0.70461434,1.096386,0.25232697,0.75826305,0.9496855,0.9513393,0.36986604,0.8263803,0.80045825,0.12944952,0.9007496,0.62775165,0.585281,0.50012076,0.35107645,0.82432055,1.2589972,0.7059033,0.98824793,0.9585263
apollo11movie,0.05883718,0.0,0.45065558,0.36459002,0.35817435,0.23982762,0.39112777,0.3418849,0.0,0.49802023,0.42565462,0.47717965,0.17662887,0.46050835,0.53893,0.5161608,0.28257138,0.5896511,0.51307774,0.20718093,0.4744615,0.40234423,0.47638944,0.42400864,0.34457752,0.46443093,0.644129,0.38428065,0.502796,0.5229845
arcticdogsmovie,0.0,0.0,0.43315354,0.60448575,0.35528344,0.2531958,0.64403707,0.58882105,0.0,0.51701546,0.5633985,0.64327425,0.33506563,0.53973055,0.68316275,0.9073905,0.43269923,0.43112665,0.5874434,0.3678574,0.74993175,0.55872935,0.36986563,0.40078154,0.26657498,0.6612342,0.79539424,0.4739095,0.73461705,0.6594118
arcticmovie,0.31082904,0.0,0.48013878,0.54138994,0.32358113,0.1554513,0.47291833,0.5740263,0.0,0.58809125,0.6828619,0.59229505,0.15737258,0.71551734,0.70971423,0.70487994,0.39682317,0.4942331,0.5791367,0.4476472,0.6293523,0.42696315,0.44783178,0.33414266,0.18721251,0.6460009,0.67293924,0.34294078,0.69287163,0.8091224
artofracingmovie,0.34886885,0.0,0.7209393,0.7105059,0.6606442,0.7746081,0.20785367,0.6491835,0.0,0.5234804,0.7358228,0.93607515,0.24628548,0.8194901,0.82274747,1.0744351,0.5068359,0.681995,0.735465,0.35285467,1.0616972,0.79286104,0.65771943,0.4556925,0.5040877,0.9564645,1.1955745,0.59182024,0.8812844,0.783604
avengers,0.0003617797,0.0,0.39809614,0.53556865,0.39627323,0.19378178,0.2905227,0.3606437,0.0,0.6116025,0.53929067,0.5610554,0.32544392,0.63191664,0.6236536,0.53839874,0.22576036,0.45937654,0.5040517,0.23456183,0.52501947,0.33746022,0.45589474,0.21934417,0.3692086,0.5372118,0.8201913,0.43338194,0.49837875,0.6474257
beachbummovie,0.07521422,0.0,0.44696093,0.47212958,0.41700763,0.23758864,0.35394597,0.44010645,0.0,0.5860233,0.70673096,0.9110781,0.25260162,0.50324434,0.6767447,0.7018576,0.27998555,0.68697315,0.51551366,0.2959342,0.8142811,0.5328332,0.4680017,0.47852698,0.23413458,0.6803017,0.5874967,0.6912879,0.62737155,0.4340669
bernadettefilm,0.28194547,0.0,0.78042793,0.53024703,0.44897956,0.56103677,0.75335336,0.560365,0.0,0.5357246,0.69605005,0.70057887,0.4182675,0.80541945,0.85992175,1.3016628,0.2369287,1.0004876,0.6933672,0.45675373,0.7965015,0.5543242,0.5502597,0.36594158,0.2800031,0.98910916,1.1500587,0.59916914,0.9307521,0.72865605
