movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109
21bridgesmovie,0.4706103,0.631621,0.2628328,0.37804705,0.39058313,0.0,0.37075257,0.38251474,0.0,0.23322721,0.3702403,0.48212898,0.31336147,0.31684202,0.0,0.39962134,0.36131793,0.5661855,0.49840862,0.5268675,0.27243927,0.0,0.34438935,0.46247438,0.45585334,0.5335075,0.0,0.037200898,0.091625,0.4911863,0.0,0.3804172,0.43804815,0.3659652,0.3903134,0.24803676,0.34889975,0.45577958,0.42319623,0.53545904,0.016639967,0.0,0.10708791,0.0010636039,0.018438425,0.686472,0.022728499,0.6023888,0.6543063,0.053770375,0.36001894,0.21998046,0.37311876,0.0,0.0,0.38598096,0.4394133,0.3291114,0.0,0.35185015,0.39099878,0.0,0.42709857,0.49665418,0.46180445,0.47312808,0.0,0.0,0.5730605,0.0,0.3382175,0.0,0.41759884,0.22176436,0.4403993,0.4503403,0.38655913,0.18534164,0.21430586,0.28568724,0.3224053,0.0,0.0,0.2570062,0.4806164,0.3350408,0.5661113,0.10653665,0.16262656,0.47395,0.69678646,0.49973604,0.54488736,0.25808576,0.10254128,0.17878665,0.43994,0.111664265,0.31137443,0.3174489,0.3961771,0.27743146,0.35711738,0.44032547,0.29678273,0.0,0.0,0.47309813,0.41901493,0.36648786
47metersdown,0.68519616,0.69854516,0.42389128,0.6108822,0.39422798,0.0,0.5477089,0.25658494,0.0,0.26465207,0.4912618,0.7041543,0.253037,0.2950464,0.0,0.7033057,0.64185756,0.5154696,0.40453884,0.42242914,0.0,0.0,0.54425275,0.5132792,0.56742096,0.2081988,0.0,0.0,0.17414081,0.43666846,0.0,0.36424652,0.22076374,0.50295746,0.51589715,0.36426666,0.564729,0.285615,0.3692774,0.7412152,0.04401924,0.0,0.15285225,0.19738612,0.20964591,0.4466373,0.22422494,0.6803907,0.47207406,0.3112072,0.23781057,0.4506859,0.41991946,0.0,0.0,0.61416477,0.67509824,0.60178345,0.0,0.3943568,0.21405508,0.0,0.3794833,0.6927668,0.34315187,0.66445637,0.0,0.0,0.56242067,0.0,0.49036378,0.0,0.565985,0.32632285,0.50979865,0.6296766,0.4788744,0.0,0.40625188,0.6887462,0.5541713,0.009338005,0.0,0.35081387,0.29054844,0.6891599,0.5941997,0.15677428,0.16262767,0.61609197,0.59612405,0.7523663,0.6290367,0.16603185,0.0,0.41630322,0.405833,0.10856368,0.467098,0.6046788,0.6402886,0.35730568,0.2905881,0.1863443,0.49854338,0.0,0.0067058206,0.66784394,0.4983909,0.48147848
abeautifuldaymovie,0.5226508,0.34632143,0.12696235,0.42844296,0.32770896,0.0,0.5182522,0.20088789,0.0,0.2559312,0.19663024,0.4109713,0.3753022,0.267863,0.0,0.44144183,0.48500106,0.4265446,0.37410176,0.5211148,0.22409302,0.0,0.51436925,0.3851875,0.5495117,0.38343415,0.0,0.0,0.067232355,0.3572738,0.0,0.25573316,0.47702703,0.4108331,0.4196489,0.3008704,0.33757,0.33637223,0.34009743,0.495131,0.0,0.0,0.0,0.19110388,0.16752118,0.57104284,0.13889559,0.49955428,0.591149,0.17147666,0.23111765,0.32290474,0.40647858,0.0,0.0,0.40321633,0.59019434,0.4431578,0.0,0.083584905,0.2960655,0.0,0.5258882,0.53622866,0.44222873,0.63192797,0.0,0.0,0.50471973,0.0,0.27425307,0.0,0.39528176,0.26200396,0.4935344,0.45182204,0.4701829,0.12755948,0.16640893,0.3739465,0.48171687,0.0,0.0,0.16193964,0.40842408,0.27887422,0.3762469,0.119894005,0.1900961,0.61223125,0.70410347,0.51216143,0.6197234,0.25040418,0.0,0.114001244,0.38287914,0.14592181,0.22775468,0.48907557,0.4324799,0.2533507,0.22258796,0.48986417,0.2972573,0.0,0.0,0.44789752,0.47429252,0.3763248
abominablemovie,0.65176606,0.8541959,0.23527265,0.77681726,0.36560225,0.0,0.7968325,0.3516115,0.0,0.45214072,0.483085,0.39161968,0.67534465,0.51154065,0.0,0.66741836,0.65860337,0.5213737,0.46676016,0.97942483,0.096166715,0.0,0.39818728,0.5912053,0.6106805,0.5578436,0.0,0.0,0.43801415,0.7368662,0.0,0.50405544,0.51562417,0.30991864,0.42030418,0.35193676,0.62337446,0.5396431,0.20272681,0.49861088,0.009053253,0.0,0.2168301,0.13808064,0.06609641,0.9401287,0.21968035,0.9257368,0.8927573,0.25729927,0.23188917,0.13942868,0.78724337,0.0,0.0,0.33693615,0.53397065,0.52164924,0.0,0.59741455,0.6878726,0.0,0.53160465,0.86357415,0.64313793,0.84042895,0.0,0.068850085,0.61687016,0.0,0.19060774,0.0,0.648496,0.33405298,0.8084632,0.57258373,0.57881576,0.0,0.6578013,0.4271672,0.6892668,0.0,0.0,0.4097445,0.74327433,0.42420977,0.8736748,0.10721103,0.0,0.68852395,0.84443843,0.9875744,0.7740883,0.46438888,0.0,0.60758793,0.7863335,0.3909162,0.65541625,0.73414826,1.005558,0.8371962,0.5528725,0.8422849,0.4880373,0.008457283,0.0,0.4865467,0.74714017,0.7216654
adastramovie,0.5815736,0.45141906,0.25646344,0.38312122,0.3375736,0.0,0.5480537,0.2627086,0.0,0.37751564,0.30151692,0.64027065,0.24267766,0.21827182,0.0,0.49293727,0.4560036,0.4441646,0.27400982,0.35849133,0.14254928,0.0,0.5598625,0.41373935,0.56691355,0.4469284,0.0,0.011541724,0.15524797,0.214814,0.0,0.41157597,0.3609384,0.3904253,0.40818214,0.11708884,0.3702863,0.32560238,0.28650206,0.42084113,0.16779798,0.0,0.018607173,0.21589865,0.161525,0.54422617,0.16087474,0.6084013,0.47721836,0.20085761,0.3206215,0.4112874,0.46236885,0.0,0.0,0.3750537,0.6584375,0.49468464,0.0,0.025330093,0.3158452,0.0,0.43714294,0.5159849,0.5832502,0.5325594,0.0,0.0,0.28218278,0.0,0.2968567,0.0,0.32943493,0.213083,0.39384902,0.44054353,0.6143305,0.110925175,0.107200816,0.44933677,0.33643922,0.0,0.0,0.33424416,0.38084608,0.26729423,0.33989942,0.34491,0.15013467,0.49170578,0.48775238,0.554215,0.4676594,0.32432377,0.0,0.2519345,0.47780955,0.15901008,0.21841627,0.37134805,0.4159449,0.3118062,0.26257378,0.57013935,0.28361875,0.0,0.0,0.5314326,0.31342927,0.34063837
adogsjourneymovie,0.7327056,0.9987861,0.46043435,0.957853,0.9544551,0.0,1.0756246,0.5028817,0.0,0.61306036,0.8310763,0.7912565,0.5796898,0.47304684,0.0,0.8824521,0.52611417,0.7813925,0.3964138,0.6475017,0.0,0.0,1.234091,0.9950154,1.1923784,0.73652494,0.0,0.06788124,0.06070731,0.7684631,0.0,0.6052856,0.819928,0.8151677,0.23308922,0.7738854,0.98288596,0.49598137,0.19519024,1.1785382,0.0,0.0,0.52477986,0.3546242,0.1603015,1.1729642,0.0,0.9494279,1.3170604,0.74690294,0.16993818,0.49578276,0.7715848,0.0,0.0,1.0394106,1.3201807,0.6859212,0.0,0.26728985,0.9441194,0.0,0.95006114,1.397389,0.6264509,1.1627204,0.0,0.033357095,0.77070343,0.0,0.719617,0.0,0.54184777,0.75885403,0.61365366,1.0698016,0.657654,0.08055304,0.95333827,0.34379637,1.2835803,0.16220894,0.0,0.6233932,0.7190039,0.7958668,0.98611116,0.42386296,0.0,1.0294414,1.3134962,1.3655564,0.8749215,0.66610223,0.0,0.44594637,0.6174776,0.12980914,0.498053,0.9570967,0.94823444,0.9230482,0.48548117,1.2350291,0.65236384,0.0,0.0,0.8372755,0.6860481,0.91649824
aftermathmovie,0.34728613,0.45218077,0.2020154,0.3357381,0.3600986,0.0,0.48250088,0.10753866,0.0,0.23656817,0.24172874,0.3129799,0.22269177,0.19433208,0.0,0.30763,0.29931566,0.4258722,0.3188129,0.30942678,0.18406428,0.0,0.31786692,0.32654986,0.3254261,0.37002602,0.0,0.037627436,0.13543083,0.23184434,0.0,0.30550867,0.2906971,0.27275082,0.23023036,0.2654227,0.3724966,0.2694134,0.359719,0.36438987,0.015939504,0.0,0.14580467,0.12604895,0.095578484,0.39333007,0.0,0.49958163,0.5577095,0.3152705,0.105065204,0.20683245,0.28273696,0.0,0.0,0.28020218,0.33834,0.36489314,0.0,0.35006016,0.33097988,0.0,0.31856832,0.5413834,0.34290868,0.47835162,0.0,0.0,0.429911,0.0,0.3292352,0.0,0.4481446,0.15697719,0.34647775,0.27762797,0.32191288,0.12005346,0.29966754,0.20743573,0.21566331,0.0,0.0,0.25920203,0.2603094,0.22431701,0.445658,0.18325937,0.0,0.35134953,0.50379556,0.45575035,0.3956076,0.15252842,0.0,0.22850996,0.26808536,0.22694181,0.15081975,0.26957256,0.36743388,0.284149,0.23506999,0.21100636,0.32781148,0.0,0.0,0.3729828,0.31778482,0.24097091
aftermovie,0.4715393,0.3909472,0.18276894,0.332306,0.24877681,0.0,0.35416445,0.17139101,0.0,0.27567685,0.31016174,0.549077,0.1501309,0.36200827,0.0,0.43611363,0.39477178,0.448424,0.42710656,0.5814339,0.039067276,0.0,0.30998355,0.38082555,0.47330776,0.4206129,0.0,0.0,0.064679526,0.36686012,0.0,0.3528028,0.2485443,0.34483427,0.33502224,0.3576825,0.32830477,0.16608329,0.42247832,0.46809098,0.0,0.0,0.13292903,0.0,0.058273092,0.36129165,0.076832764,0.45474482,0.5264935,0.2491988,0.30657035,0.20583387,0.37245736,0.0,0.0,0.3761231,0.46724343,0.51095074,0.0,0.057983287,0.20697017,0.0,0.37141544,0.548547,0.57672447,0.553409,0.0,0.0,0.48350704,0.0,0.35091746,0.0,0.36611775,0.38801482,0.54825056,0.46690363,0.33919448,0.23558831,0.2586356,0.2810593,0.26692733,0.0,0.0,0.1066567,0.26449785,0.3674783,0.34397689,0.10128405,0.06926236,0.4362504,0.5281922,0.6447305,0.5609605,0.46788296,0.0,0.24910612,0.3272499,0.37730584,0.45466554,0.21770361,0.60004526,0.26833802,0.28571898,0.3609772,0.25366312,0.0,0.051834457,0.394266,0.4105248,0.41518393
ahiddenlifefilm,0.24031441,0.23539703,0.13808881,0.18060969,0.18312003,0.0,0.23905441,0.14057133,0.0,0.17172296,0.15555297,0.22745496,0.14337516,0.1439558,0.0,0.22227272,0.18137822,0.21703017,0.1706477,0.23386437,0.06178499,0.0,0.2205365,0.22657913,0.24395587,0.22488956,0.0,0.019962393,0.06333101,0.16528443,0.0,0.17013748,0.19420601,0.156212,0.20675455,0.13212445,0.1826462,0.15453115,0.16426413,0.2343181,0.006420369,0.0,0.04666437,0.070615366,0.06513767,0.25871623,0.041519694,0.23864137,0.2815304,0.101701766,0.116066135,0.13789518,0.20241918,0.0,0.0,0.20871161,0.24732807,0.17817773,0.0,0.08899599,0.20115416,0.0,0.24198976,0.27650607,0.20998342,0.27907693,0.0,0.0,0.23260456,0.0,0.17852695,0.0,0.2000224,0.113349155,0.20338418,0.19876948,0.1776852,0.07422484,0.15465023,0.14676723,0.1961634,0.0,0.0,0.13151604,0.21034984,0.16668448,0.21884674,0.0694146,0.021583093,0.22789018,0.3125251,0.2598194,0.2367617,0.14957343,0.0,0.1151043,0.17653187,0.09253141,0.1229345,0.19028854,0.2432476,0.15444613,0.1466313,0.22214098,0.1445904,0.0,0.0,0.19456732,0.19329384,0.19572236
alitamovie,0.75221777,0.49359795,0.43966186,0.6436674,0.5160938,0.0,0.8081299,0.427962,0.0,0.42770204,0.43142498,0.76211137,0.46503842,0.4791946,0.0,0.6491246,0.92512304,0.5014668,0.48326474,0.6022651,0.20773552,0.0,0.6709398,0.61797446,0.8554822,0.6606306,0.0,0.28721684,0.20418756,0.513322,0.0,0.7187202,0.59748596,0.5802565,0.7088221,0.0014013387,0.6539677,0.5914583,0.34668717,0.76623917,0.08593255,0.0,0.15660752,0.14672518,0.30933774,0.79372406,0.062497616,0.70465875,0.9736426,0.00813864,0.36501053,0.62175107,0.6950816,0.0,0.0,0.56412894,1.1080106,0.5448519,0.0,0.0038708597,0.3626172,0.0,0.66897964,0.90684575,0.8444106,0.853595,0.0,0.0,0.6205207,0.0,0.62661815,0.0,0.6230585,0.38851875,0.72468907,0.62989825,0.76728535,0.026409877,0.30450472,0.36119568,0.72227836,0.0,0.0,0.6644902,0.59865445,0.5448525,0.6334895,0.21894449,0.02481106,0.7150912,1.0266235,0.7403898,0.48068297,0.67436755,0.0,0.28877062,0.6460212,0.21867593,0.2753007,0.75666046,0.58333623,0.4657636,0.1896192,0.68518937,0.51837224,0.0,0.0,0.7828292,0.50166035,0.604123
