movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79
21bridgesmovie,0.6261202,0.49478424,0.14118618,0.3515686,0.2981389,0.27142823,0.6218669,0.46832454,0.32096303,0.865979,0.19212463,0.5246274,0.45379823,0.32740372,0.42961693,0.0,0.0,0.43727645,0.5404932,0.3432424,0.42543995,0.0,0.056312524,0.27949864,0.4626768,0.0,0.5616643,0.030817151,0.09153363,0.0,0.39149597,0.54843116,0.0,0.0,0.0,0.20446149,0.42850244,0.22263414,0.16459298,0.50734425,0.0,0.3023644,0.32247326,0.5363839,0.55571103,0.4338953,0.35916236,0.41053966,0.52840936,0.4729967,0.35836655,0.0058193523,0.49710992,0.56016827,0.44429183,0.6009207,0.54070646,0.0,0.5051236,0.0,0.4341596,0.46846655,0.72786033,0.49508372,0.0,0.40271416,0.55588204,0.3608512,0.0,0.5237633,0.25215426,0.28991342,0.42511734,0.1693399,0.27142698,0.40733945,0.51314026,0.24422523,0.66669106,0.0
47metersdown,0.7512026,0.25810537,0.14288475,0.14030835,0.24338602,0.59423584,0.6963097,0.41886908,0.39595893,0.70784354,0.55672854,0.48933256,0.3970939,0.35895646,0.54554147,0.3703518,0.0,0.41465476,0.61309034,0.5629679,0.5989844,0.0,0.17474616,0.1687789,0.6235895,0.0,0.45556813,0.19316544,0.21519494,0.0034151822,0.44801888,0.3876742,0.19593503,0.0,0.0,0.21890487,0.39311355,0.29967082,0.62239337,0.4402987,0.0,0.40523037,0.55919456,0.40215456,0.08836639,0.6359798,0.39570296,0.46032137,0.46383244,0.61740094,0.49654394,0.107602656,0.62257504,0.2869351,0.6266485,0.8807529,0.5817154,0.0,0.32686064,0.0,0.43727303,0.4633326,0.537555,0.4501519,0.0,0.0,0.5385005,0.57674426,0.0,0.8296115,0.28210017,0.56890893,0.603682,0.06269304,0.41896465,0.45878366,0.6400581,0.28005973,0.62805516,0.0
abeautifuldaymovie,0.7799319,0.36251584,0.15235877,0.11175794,0.296658,0.38139507,0.37751046,0.39576647,0.27669442,0.67879105,0.2221619,0.48474532,0.3076444,0.2158475,0.24308676,0.010613933,0.0,0.62964237,0.50175744,0.44665247,0.5565638,0.0,0.15827917,0.321908,0.36262214,0.0,0.54632324,0.1863404,0.30955753,0.0,0.36162165,0.4092046,0.26245114,0.0,0.0,0.2866113,0.24499156,0.3608953,0.4320555,0.4329442,0.0,0.26034626,0.22785488,0.4131255,0.23215538,0.5517645,0.35380197,0.3252599,0.5036079,0.46234062,0.39017975,0.0,0.46890917,0.39689848,0.4505584,0.50982827,0.579752,0.0,0.5814161,0.0,0.3734388,0.51456124,0.42008916,0.37373307,0.0690615,0.28260285,0.5991539,0.46506062,0.0,0.7335634,0.17345694,0.3148968,0.34925622,0.33429453,0.42314333,0.2784589,0.4377751,0.34811106,0.6002213,0.0
abominablemovie,1.0457822,0.53788453,0.006190732,0.2714529,0.34241214,0.88570154,0.6361948,0.67366326,0.47066218,1.2279366,0.49475324,0.6117681,0.589572,0.2455403,0.44358346,0.51389366,0.0,0.54292136,0.78529173,0.7583098,0.60956985,0.0,0.23139389,0.44241214,0.7113749,0.0,0.6113878,0.23025416,0.27482095,0.09242729,0.6825129,0.7161687,0.24509908,0.0,0.0,0.3437189,0.65262574,0.29797167,0.43189433,0.84222126,0.0,0.62495905,0.6449892,0.64950883,0.5810144,0.912812,0.6452308,0.44235548,0.68543166,0.55108464,0.6229467,0.047860056,0.68927664,0.41461802,0.6083929,0.6307368,1.0484018,0.0,0.69553953,0.0,0.7560965,0.43996271,0.44871297,0.31055608,0.0,0.15188256,1.0036274,0.7325278,0.0,1.1082734,0.5645325,0.78971237,0.95259196,0.47348326,0.6503982,0.36000744,0.61040753,0.20807627,1.0484142,0.0
adastramovie,0.5247753,0.40448967,0.10821679,0.0,0.19296052,0.47246045,0.35866073,0.33188856,0.21010546,0.5507265,0.04854845,0.41192257,0.3708617,0.3453468,0.32489404,0.13889301,0.0,0.34470436,0.35844958,0.42442644,0.3705173,0.0,0.005584417,0.20452724,0.5184277,0.0,0.42516506,0.15775014,0.06973286,0.0,0.2697606,0.24365145,0.0,0.0,0.0,0.17078736,0.21778925,0.2698504,0.1330738,0.33646664,0.0,0.16229072,0.365813,0.3320421,0.3401678,0.38827723,0.26128533,0.4045981,0.32512343,0.4298026,0.37481433,0.017466312,0.30795833,0.40650055,0.374426,0.47894576,0.38819057,0.0,0.35680687,0.0,0.45983875,0.28148484,0.50474584,0.30379423,0.0,0.23000568,0.35365328,0.40165102,0.0,0.48890626,0.16808945,0.26907894,0.36590588,0.10135335,0.2838288,0.30361307,0.43223554,0.094250545,0.53740466,0.0
adogsjourneymovie,1.7113389,0.62808084,0.14609881,0.15723006,0.5031189,1.1050953,1.2908478,0.6142335,0.61262274,1.7891605,0.45492476,1.0594567,1.0861715,0.8597168,0.6120825,0.34211758,0.0,0.9335624,1.0868871,0.97050637,1.357617,0.0,0.38220164,0.5071547,0.95796585,0.0,0.8182225,0.07697153,0.30804378,0.0,0.5778649,1.2116499,0.72458714,0.0,0.0,0.44323662,0.2968008,0.8770741,0.9638795,0.8099547,0.0,0.60056555,0.91142124,1.1106595,1.1910853,0.8924159,1.0389061,1.1363604,1.3199704,1.2903386,0.92374814,0.0,0.6830924,0.69843847,1.1799492,1.1627824,1.1984649,0.0,0.66213775,0.0,0.76448506,1.1446774,0.98151875,0.9546143,0.0,1.1871644,1.2817203,1.290729,0.0,1.1193669,0.5256828,0.59081197,0.92231977,0.14133278,0.593205,0.6848671,0.59039295,0.71498597,1.591554,0.0
aftermathmovie,0.41959608,0.28976783,0.16952242,0.2685939,0.32737055,0.42767736,0.39022827,0.36666742,0.29994863,0.54449064,0.26192617,0.41431618,0.3761443,0.26462907,0.3336363,0.19736734,0.0,0.37645242,0.3343323,0.2392978,0.4547925,0.0,0.10903274,0.0696818,0.44301993,0.0,0.37706023,0.2482314,0.21044108,0.04409623,0.43123776,0.41457486,0.08757493,0.0,0.0,0.22810888,0.37196457,0.27302247,0.2984434,0.37897012,0.0,0.3198021,0.35642502,0.2608704,0.43374813,0.44599324,0.38195828,0.13961019,0.30376405,0.46585372,0.37904924,0.09693096,0.34618354,0.3839374,0.3670137,0.48379603,0.31960818,0.0,0.40066195,0.0,0.49671358,0.3840311,0.4576141,0.35599744,0.0,0.13925765,0.36815268,0.4215252,0.0,0.50216186,0.18855384,0.23169777,0.37297398,0.13192134,0.4108308,0.36041573,0.57600254,0.2561829,0.4389275,0.0
aftermovie,0.5373929,0.38363537,0.0009084493,0.24469528,0.25582957,0.43860433,0.3721595,0.39428914,0.18781754,0.56392574,0.0,0.4448738,0.3127115,0.22313248,0.32736382,0.34964776,0.0,0.5592749,0.51223385,0.45321444,0.4486255,0.0,0.141174,0.3087045,0.46245992,0.0,0.53748393,0.1848195,0.05782559,0.0,0.4205924,0.43459234,0.11453839,0.0,0.0,0.28782704,0.5018724,0.14793047,0.27090952,0.5358531,0.0,0.3518655,0.29089645,0.41381568,0.3950887,0.44919074,0.26276994,0.27860934,0.40202963,0.6706914,0.31795233,0.07530088,0.40173864,0.5188382,0.43921667,0.6075554,0.44448435,0.0,0.47781757,0.0,0.36357903,0.44036117,0.32478887,0.39871702,0.0,0.25003016,0.50904685,0.38716844,0.0,0.4715021,0.1236,0.22391821,0.51519924,0.22256863,0.21551841,0.37297177,0.6212451,0.21340519,0.5374001,0.0
ahiddenlifefilm,0.30157426,0.18119046,0.06650552,0.09282215,0.1391399,0.23848376,0.24270594,0.21701047,0.1421471,0.34638235,0.11375838,0.22068731,0.19906788,0.14567843,0.21250024,0.11061899,0.0,0.23168352,0.22776404,0.20959502,0.21608768,0.0,0.08157202,0.12656127,0.24780956,0.0,0.23321183,0.07000923,0.08135283,0.0,0.1880773,0.21435189,0.06648412,0.0,0.0,0.13184188,0.16727181,0.14548263,0.17756116,0.23858662,0.0,0.15664348,0.17342678,0.20695084,0.1891551,0.2257853,0.19386567,0.1830114,0.23048447,0.24986213,0.19870338,0.023875332,0.220557,0.20818742,0.2164363,0.23439936,0.23475128,0.0,0.21159227,0.0,0.2376265,0.21876302,0.22512883,0.18539704,0.0,0.12905855,0.23563889,0.24955174,0.0,0.3105271,0.10035151,0.19270988,0.22566636,0.12195739,0.16722833,0.19229814,0.25056872,0.1278776,0.29765382,0.0
alitamovie,0.8225531,0.72456455,0.19707753,0.22733119,0.3214933,0.5817828,0.5459313,0.60384953,0.2564887,0.6901081,0.0,0.41778964,0.4935398,0.20590134,0.18654504,0.31834918,0.0,0.64611465,0.665214,0.5118335,0.64791924,0.0,0.0,0.59930974,0.5033538,0.030034047,0.77662814,0.08261188,0.0,0.0,0.25694448,0.58458483,0.0,0.0,0.0,0.33203733,0.51182973,0.31979793,0.16988584,0.45597127,0.0,0.24663597,0.41365507,0.36254168,0.53903663,0.60851467,0.22805513,0.6481669,0.62902206,0.4793487,0.24364834,0.088650845,0.5289297,0.5463501,0.49454424,0.5495562,0.42397472,0.0,0.5548165,0.0,0.7085751,0.5544895,0.5723852,0.46173412,0.0,0.38874236,0.67675,0.6898248,0.0,0.6669523,0.38048062,0.526725,0.54028296,0.41812596,0.408663,0.506888,0.8187632,0.22578636,0.67436826,0.0
