movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
21bridgesmovie,0.22358063,0.3398103,0.3276397,0.0,0.43366066,0.24731307,0.0,0.0,0.44059154,0.27905926,0.29922205,0.4630192,0.35657123,0.39802986,0.25246042,0.2953756,0.16065522,0.46395966,0.0,0.5813034,0.41773248,0.0,0.45562905,0.41855612,0.3121102,0.34984106,0.45014262,0.32575142,0.3927445,0.057277534,0.4731117,0.40284365,0.5377967,0.42004526,0.0,0.45806882,0.30298325,0.0,0.400064,0.0,0.23320417,0.4180298,0.24579336,0.30594957,0.0,0.5218808,0.32865134,0.26414877,0.24407175,0.4272404,0.7291812,0.45871902,0.23996948,0.42455196,0.5947224,0.43737817,0.33692682,0.0,0.3170138,0.4580265,0.6165397,0.64274055,0.42806545,0.57904524,0.06682103,0.2245486,0.0,0.0,0.48030654,0.3886848,0.37179753,0.3825333,0.41871774,0.0,0.40736496,0.28246868,0.0,0.55437386,0.0,0.56908077,0.0,0.19081864,0.5881411,0.45435494,0.2280176,0.0,0.6586188,0.018407471,0.3004035,0.03700857,0.34160396,0.46948394,0.57696503,0.3867333,0.5226942,0.19671986,0.31402853,0.46924874,0.60470855,0.0
47metersdown,0.40550914,0.40504962,0.28532878,0.35530463,0.4151032,0.4539997,0.30596745,0.0,0.46228647,0.20676208,0.52617323,0.40891802,0.4736429,0.18792516,0.34256977,0.2950136,0.19437146,0.44418576,0.0,0.65826285,0.422318,0.0,0.7837149,0.53536016,0.23562647,0.5286277,0.3149054,0.7500065,0.6061506,0.0,0.57750434,0.6688045,0.46381873,0.59992355,0.0,0.6083747,0.3783788,0.0,0.66848856,0.0,0.35385397,0.45858958,0.53335977,0.31238368,0.0,0.5598747,0.44304568,0.43157652,0.47263545,0.37500092,0.62896585,0.11326718,0.40148693,0.39482787,0.69503355,0.545767,0.18438244,0.0,0.17460686,0.53542775,0.4277697,0.58738595,0.55236363,0.65763944,0.015472056,0.12868558,0.0,0.05039573,0.36828068,0.5458331,0.35687152,0.33484322,0.28302377,0.0,0.48780224,0.32619905,0.0,0.7403893,0.0,0.49428526,0.0,0.37372208,0.83157176,0.41111898,0.119164586,0.0,0.5590477,0.0,0.2988572,0.04674755,0.49079326,0.61787003,0.5589973,0.46768397,0.57278806,0.5244082,0.35300076,0.50329345,0.6884061,0.0
abeautifuldaymovie,0.23357761,0.3530008,0.31365556,0.068980426,0.26453096,0.28822926,0.11035538,0.0,0.23228087,0.28408167,0.21071514,0.29447353,0.48813504,0.16659915,0.2908786,0.14750674,0.21287666,0.47913072,0.0,0.28626943,0.51355433,0.040001787,0.5955701,0.44381794,0.35877788,0.29008505,0.24371758,0.4011473,0.45312613,0.18100539,0.47231352,0.34756622,0.46065068,0.46308747,0.0,0.42226824,0.40898016,0.0,0.22306064,0.0,0.22484665,0.31172788,0.3094619,0.18609336,0.0,0.43028453,0.44433692,0.3358216,0.10876902,0.21462348,0.67049,0.38401294,0.3090648,0.27650672,0.55401576,0.41053104,0.3903861,0.0,0.36822027,0.33968154,0.39570114,0.55880433,0.49100095,0.6855294,0.11433602,0.16151243,0.0,0.0,0.39139453,0.5466224,0.3964098,0.38395143,0.3535766,0.0,0.33268374,0.09475566,0.0,0.5307309,0.0,0.43854868,0.0,0.36260068,0.47099277,0.27882078,0.20029359,0.0,0.5511163,0.024232462,0.18437685,0.0,0.19470389,0.47009364,0.5566474,0.353307,0.4628212,0.28500837,0.43003035,0.41208196,0.5143213,0.0
abominablemovie,0.35905954,0.6109573,0.7075084,0.013696007,0.5782653,0.28262767,0.0,0.0,0.3131342,0.5892423,0.36597762,0.57649016,0.4765395,0.2875065,0.5370619,0.5243081,0.33385462,0.60748893,0.0,0.45993844,0.5602249,0.0,0.7156882,0.67195725,0.36730534,0.42481518,0.28455824,0.5806366,0.72930443,0.0,0.79951274,0.5661633,0.6541873,0.89049643,0.0,1.0518562,0.41551885,0.0,0.6394879,0.0,0.32567158,0.45438808,0.5046779,0.44730064,0.0,0.5419981,0.3838494,0.40336263,0.47525316,0.3201954,0.67810893,0.37168518,0.3279575,0.45967707,0.88245165,0.24517156,0.109661266,0.0,0.5474219,0.9133068,0.6727679,0.8590733,0.739233,1.0950615,0.0,0.47002715,0.0,0.0,0.4969346,0.7996855,0.64859486,0.7420484,0.5894909,0.0,0.4936672,0.0,0.0,0.61418957,0.0,0.62081426,0.0,0.29955012,0.79979855,0.32898536,0.6147224,0.0,0.9572503,0.0,0.17022909,0.027961023,0.2649617,0.71513766,0.7072197,0.32565838,0.625852,0.41590768,0.40238637,0.5497176,0.6289997,0.0
adastramovie,0.25841197,0.45466518,0.27112228,0.02267712,0.35324046,0.17778887,0.12628324,0.0,0.3584547,0.29613683,0.22033185,0.40020514,0.37854037,0.16773838,0.27266166,0.32834077,0.25754932,0.4698046,0.0,0.21960506,0.33345756,0.06482701,0.4490059,0.44791314,0.3296278,0.2547406,0.182798,0.39505616,0.40797907,0.099049926,0.34948477,0.26269516,0.414716,0.3765078,0.0,0.48868653,0.4235963,0.0,0.20351921,0.0,0.20773058,0.4748553,0.3996858,0.07410011,0.0,0.4721219,0.40092632,0.30545592,0.23589846,0.17163806,0.40838638,0.3174448,0.35281953,0.26772252,0.41401777,0.22934194,0.28965315,0.0,0.39385343,0.34928817,0.27777407,0.5222083,0.47084612,0.469435,0.1765316,0.034566883,0.0,0.0,0.2657422,0.4906927,0.34861967,0.4833068,0.33030748,0.0,0.21792936,0.13928245,0.0,0.4223386,0.0,0.5843571,0.0,0.29997367,0.493812,0.23777482,0.24724136,0.0,0.5666155,0.0,0.17442411,0.1724758,0.29349127,0.41999954,0.34622324,0.23246266,0.29026693,0.28839856,0.29347235,0.36844474,0.4862957,0.0
adogsjourneymovie,0.7118137,0.49097264,0.4022467,0.5122088,0.8816339,0.40849832,0.06874526,0.0,0.5747094,0.27354258,0.4636428,0.56614083,0.49691987,0.34637025,0.84889394,0.6439713,0.18294275,0.86246204,0.0,0.46724448,0.9557378,0.0,0.9844626,1.0067915,0.60760903,0.5661031,0.12341371,0.8594374,0.34727845,0.0,0.7255553,0.8175148,0.9050562,0.98288643,0.0,0.7514872,0.668259,0.0,0.91688836,0.0,0.42368862,0.32182944,0.5330718,0.3459161,0.0,1.2443733,0.74492383,0.44427726,0.40092632,0.37696552,0.88428974,0.2508229,0.62515295,0.88154763,1.0961097,0.9092766,0.49848372,0.0,0.42607415,1.090886,0.65984213,0.7431483,0.82325846,1.5063144,0.07566379,0.35388893,0.0,0.0,0.6978578,0.5742384,0.6079371,0.8741333,0.8014294,0.0,0.44926736,0.2676323,0.0,1.2878529,0.0,0.758272,0.0,0.40575463,1.0923508,0.4227073,0.6177819,0.0,0.931241,0.0,0.35695133,0.421516,0.37299433,1.206381,0.87691283,0.3570639,0.8348204,0.6712933,1.1233336,0.4567346,0.8177968,0.0
aftermathmovie,0.30452177,0.2406069,0.31152084,0.18986659,0.3420147,0.21573256,0.13748261,0.0,0.37782943,0.16549297,0.16808613,0.26472667,0.21860515,0.26533464,0.33071333,0.15833113,0.11582737,0.33141628,0.0,0.24584246,0.35480693,0.0,0.4027747,0.39116067,0.20394692,0.1954387,0.20672281,0.25639203,0.3372973,0.15118441,0.4644953,0.2667272,0.38686725,0.45784834,0.0,0.33799177,0.2168791,0.0,0.27147874,0.0,0.23464067,0.23234999,0.33748525,0.24003382,0.0,0.42479756,0.28922868,0.20840186,0.32882103,0.14006478,0.43972853,0.3271014,0.24426895,0.29686207,0.3744388,0.27118513,0.17882355,0.0,0.2710041,0.35112298,0.4535672,0.37713924,0.3584968,0.42205107,0.12935139,0.13014995,0.0,0.0,0.30031398,0.40863442,0.29487196,0.22542286,0.19476601,0.0,0.24853194,0.12008138,0.0,0.39936435,0.0,0.43005165,0.0,0.21657008,0.38000557,0.3194605,0.15702015,0.0,0.43947202,0.0,0.15870132,0.1124067,0.20122793,0.4695778,0.50252247,0.23851965,0.42873806,0.16401105,0.4978274,0.39378333,0.3919937,0.0
aftermovie,0.28701407,0.3802246,0.21237206,0.16852814,0.40078548,0.23529996,0.14707033,0.0,0.20515975,0.35338542,0.309435,0.41004795,0.38021913,0.22787109,0.2821247,0.3870331,0.1583705,0.45518574,0.0,0.33891758,0.543525,0.0,0.4221202,0.48054764,0.3542555,0.35803214,0.05610874,0.52379435,0.5554937,0.15238665,0.3192919,0.18823391,0.34144172,0.5080908,0.0,0.47827113,0.45480505,0.0,0.22028953,0.0,0.23353805,0.3787701,0.4585206,0.25637245,0.0,0.45251524,0.47737667,0.33257875,0.2315732,0.12064792,0.66783035,0.33126828,0.5021038,0.22894701,0.4606386,0.32140645,0.42280483,0.0,0.37900576,0.5737041,0.3741874,0.41856706,0.47546947,0.49427316,0.08949849,0.1373596,0.0,0.06793158,0.28531277,0.45639902,0.30569896,0.3492503,0.54718155,0.0,0.4397968,0.08940507,0.0,0.431063,0.01675547,0.47482213,0.0,0.37371454,0.5379232,0.40517154,0.2591444,0.0,0.5920408,0.0,0.24124956,0.05279527,0.3617855,0.55974764,0.4157145,0.15170091,0.31910712,0.24255225,0.37175444,0.38747275,0.3498425,0.0
ahiddenlifefilm,0.14459449,0.17799899,0.15413065,0.076409265,0.19623409,0.12724794,0.069387004,0.0,0.18012156,0.15673125,0.14171648,0.17914572,0.18073674,0.13240048,0.16430372,0.13537736,0.082401365,0.21064156,0.0,0.16531229,0.21346289,0.0,0.21348919,0.21147804,0.15176031,0.16042536,0.0974649,0.22259298,0.2193602,0.0678636,0.20782188,0.1672431,0.22528657,0.24306017,0.0,0.232728,0.15888032,0.0,0.15920193,0.0,0.12471451,0.17942502,0.17685468,0.124131456,0.0,0.21957296,0.16130283,0.16685498,0.13664217,0.1084594,0.2915974,0.15447068,0.15013006,0.1686032,0.2495676,0.18139009,0.14702311,0.0,0.15371951,0.22303325,0.23031706,0.24637371,0.21800937,0.26376402,0.05260513,0.07653053,0.0,0.0,0.17015962,0.24424136,0.19503146,0.18605398,0.1643013,0.0,0.1716973,0.078423716,0.0,0.24846171,0.0,0.20200893,0.0,0.17934063,0.24313408,0.1761662,0.11540001,0.0,0.25458083,0.023239486,0.11648424,0.039178763,0.12777197,0.24506694,0.25574785,0.14151663,0.22010088,0.12910315,0.18502258,0.21304253,0.24289237,0.0
alitamovie,0.32212672,0.33901557,0.27830657,0.078175515,0.4411983,0.29838195,0.22391523,0.0,0.28593034,0.67006475,0.43137792,0.41816413,0.67227083,0.49026567,0.31207347,0.4600953,0.45945284,0.7098175,0.0,0.1785897,0.59749556,0.0,0.60975087,0.74436533,0.25183627,0.44669825,0.06274605,0.8404886,0.5868112,0.06563134,0.55473024,0.15344502,0.45279133,0.61426646,0.0,0.51981753,0.37359247,0.0,0.41333222,0.0,0.37200114,0.336964,0.31212157,0.33668593,0.0,0.5790008,0.5313934,0.4758635,0.3277394,0.34275308,0.6206157,0.26800418,0.44866267,0.3534185,0.4484034,0.54178405,0.27047688,0.0,0.15675217,0.6505656,0.31882805,0.59158707,0.6486964,0.75948006,0.1594276,0.108742386,0.0,0.0,0.3014589,0.5060419,0.35978958,0.48264557,0.377842,0.0,0.624642,0.14894125,0.0,0.58764315,0.0018644966,0.04477774,0.0,0.49298158,0.6099625,0.45675945,0.5078106,0.0,0.70503277,0.0,0.258784,0.07547973,0.29307926,0.65338314,0.6452149,0.35141408,0.75313747,0.18515998,0.52779424,0.581497,0.5709479,0.0
