movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.29786792,0.4795123,0.53362024,0.09331149,0.2523896,0.50949866,0.0,0.6697586,0.23914307,0.37048718,0.54255277,0.43592185,0.5645389,0.62498814,0.6677808,0.5812111,0.58886176,0.9380646,0.21407582,0.61378556,0.40123945,0.68747675,0.6350697,0.5701731,0.5111858,0.42712137,0.60107327,0.35115582,0.44976503,0.69127345,0.0,0.68864626,0.4393327,0.37480587,0.68127936,0.64308345,0.6121143,0.0,0.3298528,0.4340419
47metersdown,0.44633687,0.5987637,0.6159556,0.15081948,0.35550186,0.71052724,0.0,0.4661147,0.7129496,0.3809723,0.879806,0.694522,0.82624424,0.52103007,1.1469439,0.83711207,0.43279514,1.2909011,0.19795436,0.80089545,0.44149017,0.8340336,0.6485257,0.7691516,0.8140597,0.6736898,0.6786993,0.5021043,0.7068772,1.0860353,0.0,0.6501226,0.3672963,0.373846,0.72773725,0.8769251,0.55107135,0.0,0.6973047,0.2762801
abeautifuldaymovie,0.30387047,0.4233876,0.48405495,0.0,0.1855599,0.34171593,0.0,0.71962696,0.28043303,0.4064222,0.67968476,0.56810534,0.5047878,0.555496,0.57253283,0.44239354,0.34077603,0.89942795,0.2587128,0.712867,0.27004927,0.7204419,0.48298386,0.3791545,0.6970069,0.33900666,0.30864772,0.33368903,0.38643065,0.61558694,0.0,0.5901295,0.44464502,0.37615746,0.6529072,0.621926,0.4408338,0.0,0.45292002,0.584059
abominablemovie,0.54299206,0.29832664,1.1195058,0.19668566,0.049182855,1.0494581,0.0,1.154966,0.36102548,0.7938684,1.0600572,0.4068115,1.0061053,0.7906968,0.75968546,0.58282113,0.5413962,1.729645,0.2578292,1.1188561,0.57891834,0.9786022,0.69142437,0.78593075,0.86338025,0.7996606,0.82843566,0.68647665,0.2817012,0.93349737,0.0,1.2574191,1.1142204,0.5756645,0.9132868,1.1534184,0.7124017,0.0,0.48690367,0.7276026
adastramovie,0.29398844,0.3547821,0.45766488,0.12753975,0.19238462,0.6430526,0.055301018,0.683394,0.4049084,0.49966696,0.5066965,0.41952023,0.41340584,0.37304586,0.6458773,0.48201087,0.21604708,0.99162936,0.15766802,0.47395632,0.44637054,0.6945449,0.47770768,0.49203184,0.58437616,0.39229333,0.38826767,0.24371806,0.34261116,0.7016412,0.0,0.71748215,0.4886494,0.43560886,0.49164084,0.66087055,0.4438366,0.0,0.2759534,0.45369142
adogsjourneymovie,0.60583186,0.75086236,1.3715513,0.04599298,0.26656657,1.3038799,0.0,1.7078658,1.0432781,1.1678203,1.4953731,0.6141623,1.3428228,1.0271807,1.3874147,0.91510326,0.4608932,2.4251127,0.3163157,1.2669845,0.87997526,1.5833061,0.7053675,0.75312954,1.6472394,0.9105372,1.0618113,0.4711762,0.8086587,1.277228,0.0,1.7711086,0.37109053,0.6379773,1.31602,1.3391622,1.1105659,0.0,0.46371925,0.71968806
aftermathmovie,0.25940123,0.26331052,0.2798648,0.07921627,0.16757774,0.40260893,0.0,0.5265235,0.22851318,0.31535783,0.44602087,0.36095127,0.34904122,0.3825518,0.43492985,0.41363317,0.29569608,0.7401558,0.14970526,0.4766733,0.32448506,0.5704487,0.38329253,0.3469386,0.52654463,0.38422406,0.3470022,0.22008972,0.29097256,0.49574518,0.0,0.5583364,0.50623465,0.2918862,0.39710173,0.36263448,0.56203043,0.0,0.2822407,0.37496796
aftermovie,0.45284817,0.45010474,0.42259386,0.16305877,0.20387378,0.5365698,0.0,0.65032095,0.5288659,0.29186472,0.7029661,0.50732267,0.3973043,0.4939456,0.6521686,0.49680674,0.2581407,1.1934644,0.06933074,0.6564753,0.42835677,0.6991159,0.6020188,0.4246714,0.747773,0.46471116,0.521618,0.33500737,0.37977466,0.70304745,0.0,0.77832335,0.5286742,0.32948247,0.6618567,0.8670802,0.58325833,0.0,0.3420468,0.48445758
ahiddenlifefilm,0.16305983,0.1678669,0.24535835,0.05300626,0.08571184,0.26098153,0.0,0.31482238,0.14371061,0.20839766,0.28373605,0.19887574,0.259291,0.24873817,0.30857205,0.2467609,0.14734346,0.50461245,0.093879744,0.28607526,0.2015269,0.3451873,0.22952917,0.21128383,0.30018985,0.22053999,0.19917145,0.15443504,0.17244771,0.30434436,0.0,0.30939525,0.23042732,0.17938139,0.30949178,0.28733763,0.24235903,0.0,0.15945832,0.22140661
alitamovie,0.46640718,0.7600316,0.8514532,0.0,0.21353409,0.90739346,0.0,0.6243802,0.6078657,0.6517085,0.8291189,0.64781255,0.7540085,0.82340765,0.9651974,0.8993655,0.2819172,1.3294594,0.48570362,0.9455683,0.3718837,0.96941984,0.61604524,0.581093,0.9518589,0.50812477,0.5734168,0.41734678,0.28046855,0.9185882,0.0,0.83807456,0.5418216,0.47423697,0.7748176,0.9511911,0.5755471,0.0,0.43615496,0.670329
angelhasfallen,0.41256696,0.4757094,0.9141326,0.07996319,0.20408458,0.8022258,0.0,1.055276,0.37946114,0.5394278,1.0287278,0.6318488,0.6293224,0.80657744,0.8925646,0.76039803,0.7509464,1.315705,0.24556366,0.7527605,0.47905588,1.1594801,0.6953233,0.603542,0.9444439,0.607527,0.38037091,0.80677146,0.47432306,0.63164306,0.0,0.79484516,0.71130466,0.43382335,0.89615124,0.9068969,0.71892893,0.0,0.6153273,0.67423177
angrybirdsmovie,0.6283261,0.6015281,1.2379383,0.08618272,0.46206126,1.2214427,0.0,1.8793138,0.40338075,1.0580643,1.7037544,0.8692671,1.553384,1.2189833,1.5452828,1.3071553,0.3380726,2.0528235,0.26680169,1.4899751,0.79445416,2.1196465,1.3830571,1.0285078,1.8015363,1.3195972,0.5252973,0.50467265,0.48985395,1.0183942,0.0,1.4029162,0.9495709,0.85453045,1.5793885,1.3763868,1.0624676,0.0,0.8344784,0.94565296
annabellemovie,0.51958543,0.53522533,0.93578255,0.34593195,0.3258335,0.9874637,0.0,0.9220769,0.50416905,0.60514444,1.2008867,0.83146477,1.0212815,0.8559867,1.0370098,1.0581456,0.4607053,1.9454494,0.44233316,0.9872653,0.6450915,0.92429054,0.8048427,0.7718975,0.8087111,0.8228993,0.87918556,0.37750965,0.58515286,0.9064818,0.0,1.1079373,0.88782215,0.6447465,1.2168462,1.0558652,1.0299448,0.0,0.5026854,0.45044655
annamovie,0.38132605,0.40378386,0.64596653,0.12094633,0.24692637,0.5177192,0.0,0.5778038,0.28817052,0.33172187,0.5935686,0.49583295,0.7014704,0.6335858,0.7298537,0.7173593,0.3838653,1.2130191,0.2471396,0.64487106,0.552919,0.8252939,0.4718918,0.7016881,0.74013597,0.7987179,0.50709885,0.25703,0.52658576,0.9332902,0.0,0.81621706,0.58947647,0.4671275,0.84306055,0.69689286,0.5924443,0.0,0.34969667,0.613933
apollo11movie,0.22561651,0.21481478,0.37421355,0.032190017,0.07729549,0.3599323,0.0,0.50716877,0.23305982,0.29803976,0.28115422,0.3721439,0.3264137,0.33566985,0.4830004,0.41152567,0.20978975,0.70282894,0.111742124,0.3818228,0.33993453,0.47413787,0.40218273,0.31404746,0.46509552,0.45318303,0.2572662,0.19946927,0.27848515,0.4861709,0.0,0.51242596,0.41229174,0.29726943,0.41400337,0.4279042,0.35022256,0.0,0.2168717,0.35073546
arcticdogsmovie,0.38240921,0.3736002,0.588228,0.113329284,0.20942925,0.49151838,0.0,0.6796319,0.45406783,0.4258405,0.64952296,0.4519096,0.5576316,0.60389006,0.9576863,0.5148047,0.43830305,1.0958409,0.108866975,0.6231676,0.43271297,0.7556492,0.44152185,0.47691926,0.7869608,0.5210244,0.4099215,0.3770401,0.42061755,0.71627533,0.0,0.71035564,0.3770871,0.43751583,0.65877175,0.7197614,0.5586157,0.0,0.33581522,0.47959656
arcticmovie,0.20017745,0.3656704,0.5498235,0.06784607,0.15957144,0.39340734,0.0,0.54707104,0.24160317,0.24554591,0.5827016,0.35546935,0.5329232,0.408397,0.4891925,0.5496988,0.33248973,0.8726144,0.21009657,0.526737,0.20139538,0.5427763,0.35302407,0.43930966,0.53162026,0.43314412,0.33792707,0.32460606,0.32583532,0.5728962,0.0,0.5769411,0.41126716,0.25327715,0.52160746,0.5173704,0.5093409,0.0,0.3202458,0.39129633
artofracingmovie,0.2651528,0.47754255,0.59315616,0.2379627,0.22271955,0.83045,0.0,0.87523776,0.304917,0.62906945,0.85184944,0.50217813,0.6445762,0.56476706,0.84760326,0.61866707,0.35655499,1.4598374,0.19628304,0.6210327,0.5829588,0.9785018,0.6010377,0.5926184,0.6587817,0.46240747,0.63100433,0.3647537,0.4098402,0.8611294,0.0,0.92113185,0.7155136,0.4596612,0.7400752,0.8091792,0.70562065,0.0,0.39761326,0.39328504
avengers,0.4238009,0.40684596,0.44347793,0.044527657,0.15873602,0.6334071,0.0,0.49764675,0.2860298,0.459717,0.55286,0.45301476,0.51241857,0.5516389,0.67326707,0.5762431,0.3814859,0.8987069,0.17100616,0.53403044,0.47972035,0.7568586,0.6290122,0.47936708,0.6293369,0.45727134,0.5039553,0.31100106,0.28109685,0.5922043,0.0,0.5037175,0.34320208,0.39936376,0.6102405,0.64907706,0.4667035,0.0,0.16822562,0.3641795
