movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.21765283,0.3267884,0.17977959,0.48429537,0.0,0.585921,0.016333597,0.52221274,0.4413713,0.4677213,0.35617515,0.5390992,0.48248273,0.200187,0.46655294,0.4680442,0.75887334,0.49535143,0.24879183,0.7340693,0.4058195,0.5715824,0.7630666,0.2965642,0.0,0.6383635,0.42558664,0.19257128,0.28622097,0.48916966,0.5151636,0.55347115,0.60383403,0.4863202,0.24728313,0.14999236,0.0,0.1638849,0.0,0.061801087,0.4882781,0.6559584,0.18378931,0.11012348,0.49658632,0.6188836,0.28486,0.0,0.35077867,0.49133822,0.6140436,0.7340115,0.24102077,0.6024327,0.4194269,0.58137125,0.65303165,0.0,0.0,0.50912714,0.6441748,0.6075391,0.8469176,0.0,0.59966403,0.0,0.40381166,0.5918399,0.0,0.35166842
47metersdown,0.4525765,0.35957757,0.21892504,0.6819828,0.0,0.67050964,0.016102431,0.43615794,0.5931649,0.32288486,0.42885086,0.13867822,0.52130646,0.1764298,0.5469406,0.344298,0.8353375,0.5705001,0.6774948,0.585,0.48989904,0.8819811,0.55664486,0.42919478,0.10677534,0.5096229,0.43947285,0.2802736,0.29191488,0.43952948,0.62333405,0.89283806,0.7053007,0.5251361,0.05786622,0.19013397,0.0,0.23222288,0.0,0.0,0.35734183,0.80151004,0.33194703,0.59170794,0.5004625,0.4304096,0.33131588,0.0,0.4481953,0.47493142,0.7112682,0.66641545,0.24907085,0.5973559,0.3305158,0.882501,0.30957365,0.0,0.0,0.7770232,0.815328,0.35802263,0.5945858,0.0,0.77239543,0.0,0.20354176,0.6898293,0.0,0.5909401
abeautifuldaymovie,0.43886834,0.45141253,0.35332173,0.5257983,0.0,0.6019891,0.10905981,0.37655392,0.56032926,0.39870635,0.31965515,0.31692874,0.3474391,0.14133725,0.538484,0.6277991,0.5700025,0.4053243,0.4738742,0.6751059,0.5617746,0.5494434,0.48161647,0.38407472,0.0,0.6661195,0.48472232,0.11680929,0.259038,0.614154,0.45117995,0.59383,0.6307491,0.5707862,0.25672984,0.0969853,0.0,0.34553885,0.0,0.0,0.55829954,0.6878021,0.15404935,0.123873994,0.62732553,0.40709192,0.39662677,0.0,0.5877383,0.27137172,0.48710516,0.66923743,0.21431756,0.4583673,0.39016652,0.59956723,0.5750869,0.0,0.0,0.41187498,0.65293705,0.39409053,0.8791773,0.0,0.7339977,0.0,0.26680884,0.6262269,0.0,0.3210047
abominablemovie,0.3059633,0.36540806,0.6030978,0.92759115,0.0,0.8865424,0.33146954,0.6346863,0.5590208,0.36005074,0.59562933,0.5803237,0.75961125,0.42013985,0.5521842,0.6022526,0.9162702,0.6102221,0.31836936,0.88395905,0.5426572,0.9090008,0.95292956,0.14857678,0.0,0.923697,0.77430606,0.059651174,0.55935633,0.8128288,0.8390198,0.77776814,0.7292056,0.4848521,0.45892394,0.22641185,0.0,0.5024371,0.0,0.2843542,0.39842054,0.82677627,0.67928064,0.53679687,0.5130782,0.5908983,0.34206825,0.0,0.6647165,0.51714945,0.9085471,1.1436805,0.4011305,0.8024741,0.62379414,0.49426407,0.9106678,0.0,0.0,0.69892335,0.6591394,0.57890433,1.1076577,0.07035504,0.6444575,0.0,0.18181467,0.6180523,0.0,0.41287896
adastramovie,0.09344262,0.38221878,0.2039585,0.39346796,0.0,0.35506383,0.11004012,0.37627572,0.32754675,0.34675947,0.24885488,0.2549726,0.20553587,0.15677172,0.37495115,0.48220348,0.55585945,0.2844107,0.3922272,0.62344015,0.42735764,0.53617525,0.5311047,0.23875041,0.0,0.44472545,0.40876973,0.26741698,0.3042612,0.3070196,0.24366508,0.65655553,0.44166028,0.38032874,0.20595863,0.17787875,0.0,0.3552966,0.0,0.0024502026,0.31687889,0.4130966,0.22751452,0.06390378,0.5188258,0.3540191,0.3145283,0.0,0.346257,0.2563379,0.3138704,0.51477695,0.22942427,0.3035146,0.2748204,0.4612423,0.37592953,0.0,0.0,0.4869655,0.5548929,0.33957553,0.7348431,0.0,0.5602522,0.0,0.12247773,0.5041151,0.0,0.35087258
adogsjourneymovie,0.6519981,0.6566769,0.30621582,1.3643849,0.0,1.3535854,0.0,0.8077433,1.2658885,0.6057436,0.93656534,1.2569264,0.8308386,0.39001158,1.1820813,1.1800206,1.4591902,1.0344143,0.89020896,1.5069096,1.252298,1.8571033,1.2745321,0.37164447,0.0,0.814955,0.63358814,0.19754338,0.38198543,1.6226046,0.85879546,1.5472807,1.2864957,1.2310869,0.3291527,0.5512221,0.0,0.5410403,0.0,0.0,0.8757268,1.0684289,0.5961753,0.81213784,1.2230586,0.9828701,0.3565101,0.0,0.9405893,0.95568013,1.2359964,1.4961169,0.32936606,1.3442516,0.5714624,0.98997384,1.114751,0.0,0.0,1.175101,1.5165613,1.0492542,1.8236887,0.0,1.3582472,0.0,0.5828456,1.0101991,0.0,1.0404253
aftermathmovie,0.25616264,0.2525904,0.17130753,0.47126955,0.0,0.49655452,0.060409166,0.3089152,0.45856583,0.19996884,0.296671,0.45389244,0.32051694,0.24068947,0.46024075,0.5016079,0.59692335,0.34440985,0.37903938,0.4649632,0.37010047,0.48460332,0.5268697,0.3822421,0.0,0.50377136,0.3295408,0.1701738,0.30397964,0.4061132,0.4307678,0.530602,0.5166609,0.42307815,0.32146272,0.02746094,0.0,0.27913016,0.0,0.019379262,0.36634186,0.37038004,0.2058773,0.1082649,0.49602634,0.25841936,0.2497059,0.0,0.44206548,0.279521,0.4351925,0.5892271,0.2849394,0.45696193,0.19107342,0.34269428,0.33509368,0.0,0.0,0.3772216,0.5362395,0.386595,0.56465995,0.0,0.54737955,0.0,0.2224251,0.4217973,0.0,0.3157548
aftermovie,0.3630705,0.16656783,0.1136536,0.51500565,0.0,0.5751676,0.0,0.5036106,0.41784066,0.31030527,0.44059166,0.31858298,0.35720456,0.18073565,0.5467526,0.54674476,0.59486794,0.436034,0.4359446,0.5100674,0.37405524,0.64984924,0.47692496,0.2981672,0.0,0.58803236,0.41634932,0.26485234,0.2887383,0.7020842,0.5369258,0.5373409,0.56299114,0.47634545,0.30126813,0.09102068,0.0,0.29284737,0.0,0.0,0.45985153,0.41728967,0.29470178,0.18517101,0.48248437,0.53311586,0.3828187,0.0,0.45795935,0.4134526,0.58966625,0.7122295,0.27993628,0.32506448,0.4298678,0.5352764,0.4030584,0.0,0.0,0.3298212,0.6133863,0.32056075,0.6075219,0.0,0.50221837,0.0,0.23461825,0.32872424,0.0,0.32392344
ahiddenlifefilm,0.13663185,0.16583286,0.08912554,0.23440889,0.0,0.27280337,0.04301173,0.20120211,0.21591634,0.1426515,0.17916256,0.18164709,0.16151573,0.08974515,0.22685112,0.24458168,0.2908219,0.18818882,0.18852761,0.2707204,0.20584863,0.2859648,0.26967144,0.11868646,0.0,0.25424895,0.20250851,0.09861491,0.14300816,0.26416454,0.21686365,0.28066418,0.2680409,0.25333548,0.12625816,0.0691247,0.0,0.11806734,0.0,0.0,0.16881339,0.22124192,0.12421548,0.08454689,0.24380532,0.18562078,0.16302237,0.0,0.21665186,0.16192345,0.22860026,0.3234182,0.1061412,0.23219272,0.14660555,0.20002033,0.22600521,0.0,0.0,0.2288612,0.28246552,0.20576197,0.35564357,0.0,0.2640462,0.0,0.11861282,0.22696598,0.0,0.17497307
alitamovie,0.2646833,0.40427983,0.2006181,0.85059756,0.0,0.7366562,0.099814974,0.42235392,0.51683056,0.5673909,0.34651667,0.20469093,0.2127975,0.3860827,0.5855477,0.3770926,0.9226462,0.35065117,0.61571366,0.6278112,0.4243724,0.30131182,0.6257662,0.3167118,0.0,0.75560457,0.4163795,0.5066095,0.42075658,0.46138984,0.51046985,1.0414553,0.7626507,0.71761745,0.29269677,0.14433254,0.021143459,0.23217529,0.0,0.0,0.5300223,0.75348926,0.34697008,0.15650447,0.7652129,0.40244892,0.4226436,0.0,0.60202134,0.39728794,0.4438018,0.76607037,0.38630176,0.5966173,0.53912944,0.4749166,0.85623777,0.0,0.0,0.7703488,0.6785444,0.63883597,0.93718183,0.0,0.6989742,0.0,0.15649658,0.77150863,0.0,0.41662106
