movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.27139658,0.59722203,0.5328409,0.35796157,0.5023055,0.35832173,0.23604318,0.0,0.08130666,0.61847776,0.3310274,0.41182688,0.22129424,0.0,0.17169034,0.5846739,0.51913446,0.34343728,0.53645545,0.1832288,0.0,0.7294008,0.7040526,0.26985618,0.1460713,0.40164626,0.0,0.49686664,0.49830157,0.19964324,0.44746602,0.39470702,0.52374697,0.349192,0.0,0.24829713,0.74654204,0.58205867,0.0,0.44937953,0.36058205,0.33853844,0.0,0.65563047,0.0,0.22221151,0.10994082,0.73401046,0.51698786,0.22286639,0.4827571,0.031700395,0.50936055,0.13211331,0.33268157,0.39604118,0.45471588,0.24652657,0.45627743,0.39437205
47metersdown,0.5201525,1.1660597,0.665966,0.46756354,0.45044023,0.22181138,0.0030279607,0.0,0.11142184,0.69236445,0.6855203,0.90684396,0.4303293,0.0,0.22141808,0.5771601,0.78381413,0.3591265,0.76764244,0.64934355,0.0,0.592814,0.8363454,0.44642258,0.0,0.5130822,0.0,0.7470564,0.2817298,0.041932415,0.36613894,0.65212035,0.7079064,0.24644317,0.0,0.22068968,0.6827057,0.6851943,0.0,0.5499756,0.2633823,0.8150893,0.0,0.6506444,0.0,0.43511617,0.49440104,0.687318,0.66326666,0.00044393912,0.5790758,0.0,0.55888015,0.0,0.38185242,0.7125298,0.51825273,0.4900564,0.85791,0.2713541
abeautifuldaymovie,0.288396,0.5301815,0.4717728,0.41146976,0.3564002,0.47145212,0.0789396,0.0,0.2739719,0.6396069,0.40100253,0.6455726,0.24954288,0.0,0.33800057,0.37790075,0.5089456,0.3319608,0.61412364,0.01919112,0.0,0.5282559,0.54454535,0.15492834,0.18984881,0.44441712,0.0,0.50206506,0.51348746,0.0,0.49452293,0.45723403,0.42870647,0.2635496,0.0,0.10140816,0.59597784,0.6149375,0.018077679,0.5822763,0.2429921,0.29044175,0.0,0.28976345,0.0,0.50781256,0.5021758,0.8746482,0.50620186,0.08852826,0.40767395,0.22975202,0.3660958,0.22021168,0.36205107,0.49629942,0.48101625,0.34971476,0.5288831,0.31539464
abominablemovie,0.65241253,0.88406956,0.7946779,0.43657947,0.6182745,0.40265888,0.010791212,0.0,0.34278768,0.78271616,0.4987926,0.56416,0.13690163,0.0,0.33387023,0.73424435,0.693514,0.53558123,0.87115103,0.28712752,0.0,0.77693367,1.1041685,0.74338067,0.15925899,0.53764737,0.0,0.4647879,0.79825175,0.18653981,0.42896283,0.6440739,0.54991484,0.4178401,0.0,0.44116473,0.8715132,0.7109094,0.041370526,0.59504265,0.5228944,0.8480852,0.0,0.81075954,0.0,0.41874436,0.14494534,0.793929,0.3270918,0.49346837,0.53249913,0.21945287,0.5877701,0.03927189,0.6381104,0.6065634,0.6403297,0.506773,0.61328554,0.81493914
adastramovie,0.1601242,0.5819132,0.6545857,0.36639038,0.27080756,0.43328285,0.0,0.0,0.43257213,0.48994052,0.35287008,0.61929214,0.17588313,0.0,0.13715819,0.4854059,0.28180942,0.26089358,0.38902295,0.22818445,0.0,0.43647617,0.5660144,0.22024274,0.18475486,0.45168293,0.0,0.38020617,0.59718096,0.017339157,0.4919936,0.39237225,0.44788682,0.2544365,0.0,0.15715858,0.5410558,0.47265252,0.093065344,0.36385104,0.43874854,0.49203238,0.0,0.3573872,0.0,0.442861,0.39712602,0.70444155,0.3750654,0.25759128,0.44598013,0.14085904,0.3521204,0.25744912,0.38509086,0.2488176,0.5319154,0.37283838,0.45286041,0.50076956
adogsjourneymovie,0.4473797,1.5160288,1.1151065,1.0147626,0.5832616,0.94364554,0.11118772,0.0,0.19920842,1.6308898,1.0338006,0.75259566,0.44979265,0.0,0.58883613,1.6041888,1.1098222,0.63770294,1.312951,0.49236044,0.0,1.0101106,1.2063538,0.39619613,0.2064183,0.99599934,0.0,1.1927321,0.9907433,0.46990323,0.79990655,1.1507823,0.9863168,0.33214113,0.0,0.0308603,1.3743631,1.3959827,0.17466936,1.2216412,0.33587945,0.7435188,0.0,0.88992095,0.0,0.97615683,0.29425335,1.6239716,1.197686,0.24040538,1.1346503,0.23130739,0.97351974,0.39914197,0.7228649,1.0245633,0.84175384,0.856349,1.2438083,0.41486922
aftermathmovie,0.3027835,0.5319583,0.3459696,0.27968588,0.47286826,0.31288606,0.09230403,0.0,0.2059029,0.49028185,0.3843609,0.3398478,0.047640346,0.0,0.20934986,0.5532503,0.4579399,0.33651063,0.45583197,0.11310424,0.0,0.5992674,0.61889154,0.2919215,0.09804246,0.32468432,0.0,0.4082188,0.47377655,0.11190777,0.35643935,0.416564,0.3719501,0.1667538,0.0,0.15667737,0.5097526,0.3860959,0.012785785,0.46482822,0.22566327,0.43062398,0.0,0.32308805,0.0,0.3085261,0.25533527,0.5061517,0.35910025,0.14151487,0.2527777,0.13020961,0.35618693,0.13209888,0.23378786,0.5312978,0.34425864,0.25107154,0.49067414,0.1394192
aftermovie,0.3401041,0.8808041,0.6116726,0.4185438,0.46629605,0.33905616,0.12968656,0.0,0.19420265,0.75414693,0.37979487,0.58827245,0.31734774,0.0,0.15715297,0.67719984,0.5744246,0.4801739,0.59612674,0.30060613,0.0,0.8195298,0.809937,0.20258366,0.19516093,0.5185684,0.0,0.6641937,0.42271546,0.041844238,0.4912182,0.65373766,0.5049386,0.41015813,0.0,0.426624,0.61269915,0.70705086,0.0,0.75195855,0.3666333,0.4972855,0.0,0.61206615,0.0,0.26799583,0.5633148,0.85325253,0.5997904,0.1527055,0.53831863,0.31357062,0.50891984,0.51033765,0.43171713,0.50628895,0.55326295,0.40884846,0.7005166,0.4466706
ahiddenlifefilm,0.16505964,0.37166297,0.2662277,0.18319005,0.22669104,0.22812265,0.07560334,0.0,0.13742357,0.33068267,0.23799875,0.2597408,0.10877211,0.0,0.084247634,0.27123195,0.2667516,0.1697458,0.2936397,0.12655577,0.0,0.32411432,0.32784602,0.13550793,0.0851457,0.24262059,0.0,0.2593037,0.26522166,0.05079183,0.23151328,0.24418198,0.2628179,0.14608519,0.0,0.10654018,0.34534454,0.28867152,0.06574297,0.3000004,0.15275018,0.23966593,0.0,0.23404832,0.0,0.20610791,0.1716325,0.3539175,0.258901,0.102782056,0.249065,0.12620947,0.25041157,0.1051603,0.1848709,0.24588417,0.25718567,0.17723179,0.2802876,0.19346541
alitamovie,0.38428414,0.9526617,0.80419177,0.63213414,0.5703105,0.7145356,0.11344967,0.0,0.5262806,0.8365319,0.5550764,0.83662355,0.5471576,0.0,0.492281,0.80945385,0.63349247,0.50110704,0.6815861,0.67617995,0.0,0.64211035,0.79093605,0.20581308,0.27658284,0.55534554,0.0,0.7606782,0.6878867,0.063946135,0.809996,0.7837839,0.77295905,0.27629185,0.0,0.11271755,0.70482826,0.65977436,0.21943796,0.6634047,0.5609023,0.7131433,0.0,0.25850838,0.0,0.62829894,0.51501137,1.0756379,0.6766746,0.16600779,0.74197835,0.050314266,0.543513,0.265459,0.47448418,0.30707672,0.59120667,0.4062882,0.63727945,0.44131583
