movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119
21bridgesmovie,0.4492965,0.006347133,0.2963822,0.0,0.33785415,0.5114191,0.0,0.34493208,0.0,0.21823226,0.50362355,0.49245566,0.32416317,0.011359105,0.64880633,0.43835196,0.3083009,0.4726871,0.06606838,0.5070549,0.23232096,0.34906107,0.4439248,0.34625265,0.35761625,0.0,0.31197333,0.0,0.45085388,0.42467725,0.38760158,0.40943617,0.0,0.3754047,0.0,0.0,0.090755604,0.32688445,0.20735833,0.0,0.30633402,0.16117167,0.16364883,0.0,0.0,0.0,0.42759797,0.29763785,0.21074943,0.0,0.08231223,0.5333754,0.20364782,0.411649,0.5077433,0.39759722,0.67573225,0.46709928,0.10542346,0.43164176,0.5511403,0.39825732,0.6729297,0.30838004,0.27478603,0.4392598,0.19391632,0.49275854,0.29343823,0.38423145,0.0,0.37543455,0.27712834,0.38741872,0.2971228,0.33234358,0.43631014,0.5072658,0.3599999,0.0,0.3123961,0.36439428,0.4012872,0.0,0.5326971,0.4589185,0.47146446,0.44364467,0.3844845,0.37899524,0.41272402,0.4524301,0.37089935,0.5335126,0.22089903,0.15586917,0.43671528,0.26480773,0.19197845,0.2499867,0.3326974,0.021937186,0.32311,0.4164405,0.0,0.1594297,0.0,0.0,0.44327593,0.37716395,0.38007718,0.40938905,0.0,0.28056106,0.3485587,0.17558561,0.0,0.28036743,0.48038763,0.4506466
47metersdown,0.3922274,0.0,0.23601714,0.0,0.43436572,0.52135986,0.0,0.16960004,0.0,0.4801671,0.5486975,0.67667687,0.32551822,0.0,0.42710155,0.6548937,0.40818444,0.4514082,0.14876038,0.6274894,0.5302191,0.45929393,0.6744397,0.42034334,0.48786977,0.0,0.35735774,0.0,0.5561265,0.42175853,0.4844009,0.61161196,0.0,0.5490858,0.0,0.0,0.026174769,0.5031746,0.14922257,0.0,0.6028503,0.2288016,0.2869523,0.038171317,0.0,0.0,0.40674806,0.0663786,0.444112,0.0,0.33580104,0.86143625,0.47436735,0.36637455,0.79604393,0.43713427,0.86358386,0.39049652,0.08271808,0.2988311,0.646772,0.6887632,0.73801374,0.3781764,0.54302335,0.526628,0.20600715,0.7257361,0.6656688,0.24905762,0.0,0.3431091,0.37302682,0.46504074,0.35122496,0.5114457,0.5442522,0.6445807,0.27194348,0.0,0.33746198,0.5189449,0.66891235,0.0,0.6461946,0.54628474,0.33301467,0.4838953,0.42492518,0.50820565,0.4961806,0.60071087,0.4810039,0.54272324,0.17945175,0.1704709,0.61377907,0.16609047,0.23807615,0.47190353,0.5140189,0.0,0.3324267,0.32392818,0.0,0.04250662,0.0,0.0,0.76632893,0.46955365,0.35818583,0.49486986,0.0,0.5550386,0.6809089,0.37589177,0.01580891,0.26219633,0.62569267,0.2609666
abeautifuldaymovie,0.3876061,0.0,0.35272264,0.0,0.35915563,0.4917654,0.0,0.30695516,0.0,0.30501628,0.5004424,0.51689744,0.1920941,0.0,0.31377175,0.31199887,0.21178806,0.47543624,0.09535791,0.50396144,0.37084568,0.3012433,0.48118114,0.32723802,0.21758625,0.0,0.33187863,0.08059501,0.47252354,0.34865648,0.55485135,0.39466408,0.0,0.4241427,0.0,0.01391306,0.007475865,0.20947789,0.13525227,0.0,0.31881714,0.17402484,0.17892478,0.0,0.0,0.0,0.43967113,0.17982836,0.366221,0.0,0.2329039,0.5060944,0.32706398,0.19077331,0.6046811,0.37905398,0.502125,0.60860664,0.04472539,0.28454882,0.43193322,0.43437827,0.53680724,0.33474964,0.31899524,0.4798419,0.25377938,0.46799138,0.36812153,0.2827144,0.0,0.20706043,0.37923738,0.22229522,0.37852615,0.44847617,0.38074332,0.526752,0.2610628,0.0,0.17547092,0.4118336,0.35240254,0.0,0.6371876,0.34951487,0.39768317,0.34519958,0.37678653,0.52747035,0.46797842,0.35997894,0.37206757,0.42632505,0.35462236,0.2783201,0.3505957,0.28244665,0.11093636,0.3508589,0.3722212,0.03191129,0.2651742,0.29687488,0.046488088,0.13909577,0.0,0.0,0.5704238,0.3534888,0.310755,0.4018637,0.0,0.48501676,0.25939345,0.19406971,0.04636347,0.35046813,0.39325738,0.2953291
abominablemovie,0.7789806,0.0,0.6147776,0.0,0.5574123,0.81447685,0.0,0.4980566,0.0,0.44282287,0.9806932,0.7632278,0.44702184,0.0,0.9232742,0.45192495,0.6715211,0.5256421,0.16633841,0.7879402,0.6474163,0.46184015,0.8674565,0.31244794,0.38353524,0.0,0.27960968,0.0,0.4064356,0.7546281,0.6717175,0.4536629,0.0,0.7338933,0.0,0.026067642,0.17656834,0.73297644,0.32243958,0.0,0.6189295,0.12119165,0.3195029,0.0,0.0,0.0,0.6237779,0.25975066,0.5847246,0.0,0.35260767,0.8274349,0.62577003,0.5819013,1.1303294,0.709387,1.0373621,0.95074743,0.029757885,0.65104115,0.8335393,0.6004588,0.9564204,0.23666424,0.53914803,0.56905776,0.528321,0.80708116,0.81967866,0.73225313,0.0,0.6290134,0.6021818,0.65184367,0.55590695,0.68329114,0.54966193,1.0766993,0.5633604,0.0,0.5807159,0.6786044,0.52249247,0.0,0.9425926,0.6315336,0.54951257,0.63767546,0.5924888,0.92148674,0.56807494,0.7946505,0.48829526,0.49021366,0.3775714,0.4837576,0.5893817,0.36307213,0.14980873,0.5393588,0.6544311,0.06029328,0.68794715,0.3825665,0.0,0.08434916,0.0,0.0,0.7560377,0.5023444,0.5907811,0.5602562,0.0,0.743243,0.6313677,0.20814838,0.16577004,0.5692165,0.43720692,0.65977496
adastramovie,0.43768963,0.0,0.48764998,0.0,0.30820295,0.48969367,0.0,0.224878,0.0,0.33998615,0.36785638,0.4764598,0.28571153,0.0,0.5124303,0.5058816,0.3196994,0.31143758,0.10850503,0.3119778,0.2384211,0.1914426,0.48032168,0.38173753,0.3650307,0.0,0.19389696,0.0,0.38356334,0.40275514,0.4272604,0.33277574,0.0,0.30182567,0.0,0.017402738,0.07153721,0.28401962,0.19220905,0.0,0.38221458,0.24241136,0.29719728,0.0,0.0,0.0,0.5009968,0.13850759,0.18077442,0.0,0.20325091,0.57115823,0.22708869,0.25081313,0.5195395,0.42735574,0.37997812,0.47316608,0.10013922,0.2514643,0.42795885,0.40488535,0.62283564,0.26545838,0.3777527,0.3250487,0.30580658,0.40264255,0.42955008,0.3362698,0.0,0.2999392,0.46151617,0.4422434,0.30473387,0.51121545,0.4571685,0.5520031,0.25354284,0.0,0.14213194,0.2062918,0.4444774,0.0,0.5950764,0.42277348,0.42728594,0.41167066,0.35733652,0.29356453,0.47908425,0.34286705,0.42812937,0.38398144,0.25281763,0.24822648,0.37988457,0.23038282,0.21819685,0.37166524,0.3804017,0.0,0.44682714,0.41538695,0.060025144,0.13395351,0.0,0.0,0.43029523,0.29259628,0.44236553,0.37596282,0.0,0.3611792,0.31113982,0.06352213,0.10175517,0.28307086,0.5112782,0.2422059
adogsjourneymovie,0.8498361,0.0,0.47802237,0.0,0.7021017,0.9169541,0.0,0.46514046,0.0,0.6880243,0.9382032,1.0197344,0.37961003,0.14947279,0.82344365,0.9746981,0.55757016,0.96806,0.32789415,0.9087586,0.43248093,0.585438,1.1827444,0.53299296,0.450106,0.0,0.703097,0.0,0.94132906,0.6580485,0.64954203,0.8403757,0.0,0.9566033,0.0,0.2877912,0.0,0.5306488,0.3513418,0.0,0.6147065,0.36089307,0.20679279,0.0,0.0,0.0,0.79713476,0.23780003,0.80900395,0.0,0.32393792,1.1381198,0.8927883,0.5823518,1.414087,0.56071645,0.53681093,0.95006245,0.0,0.8665348,0.819453,1.2914191,1.0850986,0.75959134,0.8365629,0.44548464,0.5031644,1.1769722,0.8562186,0.8287854,0.0,0.56907296,0.5912379,0.86655724,0.95592606,1.0518837,0.7439688,1.1229646,1.1000221,0.0,0.3027189,1.1130494,0.8247844,0.0,0.9439213,0.8571286,0.74730134,0.6779404,1.009263,0.9864769,0.74345016,0.807905,1.0111803,0.8082257,0.60833967,0.5884809,1.1218599,0.34721574,0.28876328,0.48419076,0.7214234,0.0,0.4191271,0.6119455,0.0,0.034934692,0.0,0.0,1.1738671,0.7659547,1.0178299,1.0123076,0.0,1.0247219,0.58882034,0.35247988,0.26343155,0.5838873,0.9059383,0.89356667
aftermathmovie,0.1813814,0.0,0.28864297,0.0,0.2716104,0.35155663,0.0,0.2913915,0.0,0.22971664,0.41859525,0.38688582,0.21977554,0.02918983,0.4264298,0.2694918,0.23152429,0.31912437,0.14027008,0.33400595,0.30432785,0.16706266,0.26528475,0.32081324,0.24232617,0.0,0.20561075,0.0,0.39149892,0.2953271,0.23598678,0.32247844,0.0,0.31025916,0.0,0.0032059466,0.09311131,0.24650367,0.21516915,0.0,0.26200423,0.1638511,0.12964278,0.0,0.0,0.0,0.28455192,0.09711773,0.24178661,0.0,0.16141674,0.4474604,0.3110618,0.24117695,0.4163006,0.41096166,0.38360637,0.4338241,0.034248516,0.2439146,0.43827602,0.39567506,0.3202576,0.2689568,0.25000837,0.21978854,0.20102674,0.3037348,0.30828166,0.30276263,0.0,0.34108052,0.31365243,0.29893553,0.32181653,0.38382137,0.30860457,0.41100413,0.27396667,0.0,0.17907158,0.36483335,0.29227462,0.0,0.40498006,0.3073963,0.31874081,0.3742761,0.32297292,0.23348276,0.36483198,0.32002676,0.27760682,0.31875977,0.23854518,0.15519272,0.31526843,0.116881095,0.16942656,0.27913314,0.2449774,0.012863374,0.30393374,0.2723841,0.0,0.062405683,0.0,0.0,0.40312314,0.298629,0.2767807,0.24784628,0.0,0.2722645,0.26234806,0.08797376,0.13637261,0.20840979,0.27925822,0.23459457
aftermovie,0.33506706,0.0,0.33660215,0.0,0.27698484,0.36528948,0.0,0.31734037,0.0,0.38584203,0.4240598,0.5141729,0.18318863,0.060421567,0.5336544,0.33875686,0.25978833,0.47810617,0.16492522,0.4760846,0.45172268,0.2475041,0.43525526,0.29123184,0.21955803,0.0,0.29475486,0.07087703,0.49060535,0.3553596,0.54362345,0.4585354,0.0,0.3884603,0.0,0.0,0.0,0.16600455,0.06716663,0.0,0.27322662,0.26628998,0.30926758,0.0,0.0,0.0,0.35086456,0.13269737,0.38309035,0.0,0.26804695,0.55153644,0.5120019,0.41775596,0.58606124,0.3391445,0.51951617,0.4931071,0.117191754,0.3610658,0.53741956,0.5731567,0.5180428,0.2863755,0.42530203,0.34463263,0.26340657,0.38548926,0.51744044,0.2607852,0.0,0.3335641,0.56037986,0.4599054,0.41601405,0.49358833,0.3532623,0.5493284,0.40868145,0.0,0.18460956,0.40605488,0.49281946,0.0,0.46939576,0.37055305,0.5425508,0.48737192,0.42533168,0.4118066,0.42957848,0.40074432,0.3671421,0.3870531,0.26901752,0.23347464,0.2952656,0.13998662,0.07601527,0.36110672,0.33882543,0.0,0.36001125,0.2883589,0.044416334,0.13689874,0.0,0.0,0.38990682,0.4858575,0.41728646,0.37362656,0.0,0.34948394,0.46405813,0.26079315,0.07476954,0.2055865,0.5708966,0.19642366
ahiddenlifefilm,0.15381774,0.0,0.17953256,0.0,0.12236402,0.19068894,0.0,0.12699342,0.0,0.13204432,0.19155906,0.2209506,0.092308335,0.0,0.20829593,0.1697747,0.104904115,0.18492477,0.02685404,0.17967574,0.14238685,0.09639695,0.20958708,0.12692533,0.13690104,0.0,0.11001528,0.010559959,0.17688254,0.14890696,0.17809178,0.17008355,0.0,0.16638161,0.0,0.001116863,0.021768752,0.12025726,0.080007225,0.0,0.15550178,0.07788702,0.07371254,0.0,0.0,0.0,0.18366861,0.07330601,0.14080907,0.0,0.072689235,0.21762066,0.1678591,0.13639587,0.24798632,0.18460493,0.21266755,0.21475053,0.033656362,0.1427286,0.19808076,0.19460408,0.24766795,0.13032399,0.16294664,0.16004555,0.108682394,0.18862137,0.15076755,0.14801721,0.0,0.14063673,0.14510618,0.15991795,0.1314556,0.19191653,0.14524665,0.22095418,0.135277,0.0,0.08546134,0.1728172,0.16609095,0.0,0.21914376,0.16888627,0.17613907,0.16765065,0.1509453,0.16856177,0.18227044,0.15959474,0.16910988,0.15339898,0.10021193,0.0977253,0.17009461,0.08935384,0.08050752,0.12701689,0.13830803,0.0,0.14255895,0.1286656,0.0027983848,0.0396628,0.0,0.0,0.17312291,0.15119834,0.1570636,0.1532597,0.0,0.1589098,0.14741565,0.088957384,0.04887546,0.11389861,0.21384853,0.13319007
alitamovie,0.6568394,0.0,0.6941446,0.0,0.59728783,0.71079105,0.0,0.62875783,0.0,0.4772211,0.5229562,0.76260346,0.31731477,0.0,0.85115427,0.6642615,0.4878544,0.5851773,0.37933323,0.7207653,0.45377362,0.48622644,0.83975273,0.3602294,0.60435593,0.0,0.20962161,0.059868116,0.620585,0.6705553,0.8633089,0.6467934,0.0,0.7115436,0.0,0.01700797,0.28144392,0.4075525,0.4422213,0.0,0.61198896,0.28132734,0.25176153,0.0,0.0,0.0,0.7975413,0.26501969,0.66343176,0.0,0.28328842,1.2407261,0.68010783,0.62048656,0.9800226,0.502308,0.42404333,0.9548055,0.098354496,0.40884557,0.8880309,0.9229739,0.66174877,0.54394656,0.8270788,0.63945645,0.49441093,0.57241434,0.6995267,0.5934219,0.0,0.3853463,0.6148305,0.6039438,0.6252699,0.6952292,0.7736266,0.927398,0.63689804,0.0,0.22860943,0.6536072,0.757366,0.0,0.8290082,0.4693296,0.74697965,0.6410051,0.60116976,0.43551388,0.8408699,0.706985,0.91547066,0.7520914,0.49841094,0.3779151,0.7896209,0.50271136,0.23040749,0.32397938,0.68652403,0.0,0.5946318,0.4281917,0.20672013,0.24715224,0.0,0.0,0.8962922,0.4931578,0.6212913,0.7865515,0.0,0.59085155,0.56552947,0.48334974,0.017492712,0.6711381,0.9164849,0.59578735
