movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.0888311,0.45999613,1.4598362,0.8497119,0.7954301,0.87253547,0.0,1.5140356,0.0,1.5833327
47metersdown,1.3610364,0.59322906,1.2981046,1.4815813,0.78329295,0.47368038,0.0,1.6316096,0.0,1.6811742
abeautifuldaymovie,1.0824709,0.5103849,1.2270709,0.848554,0.5184646,0.6815411,0.0,1.2822016,0.0,1.1688908
abominablemovie,1.445085,0.3386285,1.566082,1.292405,1.4257728,0.8750224,0.0,2.3372982,0.0,2.2572587
adastramovie,1.0189946,0.35457242,1.1439862,0.76068413,0.5161471,0.5560347,0.0,1.209959,0.0,1.4352095
adogsjourneymovie,2.5587022,1.3418307,2.6479812,1.8819467,1.5765018,1.5302881,0.0,2.625359,0.0,2.3942547
aftermathmovie,1.0060416,0.42320535,1.2352022,0.7659179,0.53913516,0.58721983,0.0,1.0446304,0.0,1.1115746
aftermovie,1.1458213,0.31721148,1.2027968,0.7583656,0.64191383,0.51673174,0.0,1.1796672,0.0,1.4519209
ahiddenlifefilm,0.6114327,0.22719373,0.65045667,0.48625594,0.395152,0.33711776,0.0,0.6806223,0.0,0.74502736
alitamovie,1.355783,0.3713113,1.6312065,0.81228364,0.5629003,0.396291,0.0,1.2779673,0.0,1.6313294
angelhasfallen,1.599607,0.28373855,1.5586741,1.3667465,1.01633,1.0045252,0.0,1.6656537,0.0,2.1497006
angrybirdsmovie,2.2970507,0.75640404,2.9663618,1.5820969,1.0770117,0.9511034,0.0,2.8924181,0.0,2.126804
annabellemovie,2.1094646,0.38322526,2.0253246,0.9372832,0.95773005,0.7085929,0.0,1.9222275,0.0,1.97178
annamovie,1.47518,0.58756423,1.7184873,1.2695405,0.9286941,0.70929635,0.0,1.2375733,0.0,1.6288584
apollo11movie,0.83984774,0.2055,0.9236674,0.69294757,0.7590947,0.36663494,0.0,0.9513554,0.0,0.94449884
arcticdogsmovie,1.2485479,0.28563628,1.1555792,1.0782245,0.56488514,0.19408014,0.0,1.2575171,0.0,1.3370401
arcticmovie,0.8637486,0.27895147,0.7501859,0.6916072,0.6940484,0.22545364,0.0,0.7048842,0.0,0.86185825
artofracingmovie,1.1460022,0.24240229,1.2577885,0.9680704,0.6404624,0.4638718,0.0,1.4626578,0.0,1.8264076
avengers,0.85513455,0.27011335,0.9328015,0.67908907,0.5058258,0.5252876,0.0,0.8629348,0.0,0.8987089
beachbummovie,0.6809841,0.27443218,1.0013472,0.6747455,0.72330815,0.6840518,0.0,0.9025261,0.0,1.1239352
bernadettefilm,1.4745761,0.2350005,1.498906,1.0963787,0.761102,0.66490287,0.0,1.7044375,0.0,1.9851633
blackandbluemovie,2.3916953,1.2080426,2.6320636,1.5982018,1.1276358,1.2725188,0.0,2.1888916,0.0,2.723535
blackchristmas,1.3475513,0.46396896,1.5824908,1.0316253,0.91855,0.88556004,0.0,1.3150996,0.0,1.4296008
blindedbythelightmovie,0.77583975,0.3552097,1.0027515,0.63847196,0.5907733,0.4986082,0.0,0.79181385,0.0,1.0147847
bombshellmovie,1.2073758,0.3188493,1.3095908,1.0685169,0.8724768,0.77172923,0.0,1.3886005,0.0,1.6106035
booksmart,0.96064854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66786325
breakthroughmovie,2.4843981,0.43240502,2.7315457,1.3397179,0.83941257,1.1012931,0.0,2.2753472,0.0,3.1666024
brianbanksmovie,1.6055422,0.5215669,1.6710255,1.1392646,1.0635536,0.7031343,0.0,1.1291119,0.0,1.721238
brightburnmovie,1.482672,0.7830078,1.5816743,1.0071573,0.87824476,0.84660864,0.0,1.2375994,0.0,1.2709249
brittanyrunsmov,0.56887835,0.14361233,0.6036819,0.4859254,0.5096416,0.31250167,0.0,0.8924397,0.0,0.73795485
captainmarvelofficial,1.0480063,0.26960897,0.7853731,0.8758129,0.65777797,0.484125,0.0,1.1537026,0.0,1.2268473
captivestatemovie,1.4118145,0.2075918,1.366717,0.99649066,0.9793278,0.5389129,0.0,1.0916694,0.0,1.2162613
catsmovie,1.5624714,0.53553957,1.3791469,1.2767223,1.0939063,0.86261165,0.34408304,2.2993224,0.0,2.2327144
charliesangels,2.4302347,0.61479276,2.5344434,1.5794684,1.5585625,0.93988705,0.0,1.7021013,0.0,2.0023735
childsplaymovie,2.0993094,0.018693058,2.3811882,1.0630237,0.51258296,0.58623254,0.0,1.4705683,0.0,2.5452068
clarathefilm,0.7203917,0.0,0.60376585,0.24331443,0.22254056,0.0,0.0,0.99802405,0.0,1.3612756
coldpursuitmovie,0.7188745,0.28094563,0.854205,0.5616617,0.5207654,0.40314212,0.0,0.91088647,0.0,1.0262712
countdown,1.6859906,0.730761,2.2064776,1.3217081,1.2224966,0.8713978,0.0,1.9163584,0.0,1.9934871
currentwarmovie,1.5777891,0.7537451,1.8573313,1.2422553,0.7207324,0.9045926,0.0,1.6646594,0.0,1.7245898
darkwatersmovie,2.3699968,0.8452815,2.194083,1.4015716,1.2660605,0.9132757,0.0,1.3342465,0.0,1.5398176
detectivepikachumovie,1.5473452,0.52212775,1.9333996,1.2421043,0.5651526,0.6436308,0.0,1.4649138,0.0,1.8840442
disneyaladdin,1.696322,0.41427332,2.009509,1.6636583,0.96172196,0.9288728,0.0,2.0932426,0.0,2.2926953
disneyfrozen,1.5658045,0.08417198,1.7253153,1.253495,0.7223995,0.25675464,0.0,2.0379965,0.0,2.5895486
disneymaleficent,1.6853175,0.35789588,1.6895981,1.3623267,1.0225923,0.7828604,0.0,1.7900242,0.0,1.765004
doctorsleepmovie,1.3976133,0.30460358,1.4886329,0.992765,0.79054725,0.8102504,0.0,1.3701075,0.0,1.7205704
dolemiteismyname,1.6600375,0.73309845,1.9331925,1.617565,1.1725461,0.9740509,0.0,1.9162952,0.0,2.5026045
dontletgomovie,1.5855615,0.5137734,2.017798,1.2260715,1.0648018,1.0158219,0.0,1.5116485,0.0,1.6264664
doramovie,1.4945076,0.44761965,1.3013536,1.1106095,0.82298577,1.0920439,0.0,1.7036308,0.0,1.3848844
downtonabbey_official,1.827795,0.6440569,2.1964304,1.4876062,1.1198443,0.88323337,0.0,1.951631,0.0,2.42849
dumbo,1.3056666,0.30307087,1.4518169,1.2297436,0.77140117,0.64281344,0.0,1.5784758,0.0,1.5814517
escaperoom,1.827864,0.88960654,2.0509007,1.2285888,0.98040557,0.7547338,0.0,1.6030582,0.0,1.6468123
everybodyknowsmovie,1.1051589,0.38965723,1.1066463,0.9065075,0.80064994,0.6189083,0.0,1.1306692,0.0,1.1539525
fastandfuriousmovie,2.2194564,0.9348894,2.1708734,1.5450057,1.084808,1.4927753,0.0,2.5595455,0.0,2.9974618
fightingwmyfam,1.6913643,0.75806886,2.0547361,1.1868976,1.0687442,0.53408164,0.0,1.4645451,0.0,2.0290155
fivefeetapartfilm,2.059953,1.0116884,3.097394,1.5839198,1.1319308,0.6090118,0.0,1.7417715,0.0,2.7431328
fordvferrari,0.8341294,0.08710865,0.8833777,0.5502256,0.4694815,0.39142916,0.0,0.9144213,0.0,1.1769994
freaksthefilm,1.4697402,0.20518845,1.4801446,0.93700504,0.85144955,0.608525,0.0,1.1451033,0.0,1.5203859
geminimanmovie,1.5031056,0.41063932,1.3694943,1.6074445,1.0070661,1.0122756,0.0,1.8778499,0.0,2.1567879
glassmovie,1.6970514,0.62674624,1.2311274,1.1173389,1.0672596,0.8390255,0.0,1.972071,0.0,1.7952836
gloriabellmovie,1.173578,0.49051306,1.417739,1.0277983,0.8228945,0.8504356,0.0,1.355966,0.0,1.525094
godzillamovie,1.4328716,0.23304495,1.4050602,0.8287586,0.75855756,0.55699575,0.0,1.046795,0.0,1.3901724
goldfinchmovie,1.6488645,0.44370133,1.6426879,0.90434015,1.1235453,0.966048,0.0,1.7924745,0.0,2.2487862
goodboysmovie,1.7638562,0.55021393,1.8498262,1.4027804,0.83987695,0.879364,0.0,1.639521,0.0,1.8700672
goodliarmovie,1.8292679,0.47866204,1.741678,1.3797306,0.7886699,0.6232973,0.0,1.5487306,0.0,2.0692701
gretafilm,1.2328091,0.6111395,1.3431877,1.4458085,1.0900294,1.1686108,0.0,1.7787814,0.0,1.9281424
halathemovie,1.9521939,0.5487811,1.9393954,1.5916696,0.80516577,1.0508235,0.0,2.1750321,0.0,3.2059574
happydeathdaymovie,0.63515216,0.17428777,0.42749426,0.61574733,0.31279442,0.18919054,0.0,0.65489393,0.0,0.6172176
harrietfilm,1.2384676,0.4920402,1.1776179,1.1827391,0.95566046,0.96032226,0.0,1.6768285,0.0,1.4160453
hellboymovie,1.3373064,0.56547135,1.245707,1.2167202,0.8884375,0.7129226,0.0,1.3053869,0.0,1.3105851
hersmellmovie,1.4240751,0.58632225,1.4247199,0.83628833,0.8495381,1.0732205,0.0,1.7474455,0.0,2.537379
highlifemovie,1.0407388,0.3633723,1.1937186,0.88356674,0.71749127,0.6643882,0.0,1.2641878,0.0,1.3904198
highstrungmovie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
honeyboymovie,1.4844182,0.22898978,1.1518008,0.80837905,0.66688156,0.42110762,0.0,1.9675232,0.0,2.2631478
hotelmumbaifilm,1.3222973,0.41396677,1.3685116,0.93464005,0.9089133,0.7100018,0.0,1.0793436,0.0,1.22649
httydragon,1.2927282,0.39121047,1.749448,1.249811,0.60102475,0.8180634,0.0,1.7238126,0.0,2.244279
hustlemovie,0.8565771,0.044264473,0.8207131,0.73285306,0.55116755,0.47988102,0.0,0.8277588,0.0,0.94320595
hustlersmovie,0.3733054,0.0,0.31356686,0.0,0.12461712,0.0,0.018447552,0.3143822,0.0,1.2344038
isntitromantic,1.6736833,0.37756506,1.2603592,1.3407503,1.2201269,0.8810245,0.0,1.7438071,0.0,1.7552506
itmovieofficial,1.7663693,0.6558421,1.6163014,1.2005488,1.1525798,0.984085,0.0,1.9305017,0.0,2.1174872
jayandsilentbob,1.6825213,0.48656258,1.7487792,1.7376333,1.0198754,0.6015683,0.0,2.5420368,0.0,3.052246
johnwickmovie,1.7048526,0.4334533,1.8814472,1.53957,1.2018723,1.1790253,0.0,1.7374961,0.0,2.6241777
jojorabbitmovie,1.8743873,0.76053363,2.122925,1.7282312,1.0425076,0.7782401,0.0,2.1450398,0.0,2.4993136
jokermovie,1.2861916,0.25195605,1.2154711,0.8851887,0.6047598,0.60466695,0.0,1.21716,0.0,1.4967948
judythefilm,1.1545815,0.33185998,1.2574086,1.1491207,0.63812125,0.7046325,0.0,1.2319711,0.0,1.3548727
jumanjimovie,2.5325146,1.2717375,2.8260431,1.6271292,0.978494,1.098303,0.0,2.9741857,0.0,2.2675948
justmercyfilm,0.80156374,0.31195858,0.8270917,0.6995845,0.3171537,0.32099584,0.0,0.9206623,0.0,1.0554438
knivesout,1.6736914,0.5511709,1.6470101,1.1670882,1.0268122,1.3044026,0.0,2.0701919,0.0,2.2385874
lalloronamovie,1.3806238,0.34319633,1.3463368,0.77108574,0.8721642,0.6132428,0.0,1.535848,0.0,1.5729886
lastblackmansf,2.1601732,0.50661665,2.1825345,1.6149751,1.0341172,0.9595269,0.0,2.1465106,0.0,2.8923688
lastchristmasthemovie,0.78289956,0.19375056,0.9044602,0.5619633,0.57843924,0.3303888,0.0,0.83511215,0.0,1.0896448
latenightmovie,1.72901,0.4507135,1.9110671,0.92254007,1.1948179,0.77833605,0.0,1.7363538,0.0,2.807697
lighthousemovie,1.0407388,0.3633723,1.1937186,0.88356674,0.71749127,0.6643882,0.0,1.2641878,0.0,1.3904198
lionking,2.19062,0.3834695,2.4102325,1.8687798,1.2214323,0.8892661,0.0,2.1480777,0.0,2.573705
littlethemovie,1.5640509,0.43912673,1.6258787,1.1416819,1.3235203,1.433134,0.0,2.0572298,0.0,1.6301609
littlewomenmovie,1.5325067,0.6364632,2.1741936,1.1824862,1.0021698,0.6348434,0.0,1.772788,0.0,1.9713565
littlewoodsfilm,1.5385618,0.077880055,1.6936167,1.1327051,1.2318381,0.774827,0.0,1.5579982,0.0,2.0559604
longshotmovie,1.4857678,0.5373105,1.6530403,1.2414197,0.80446815,1.0189713,0.0,1.4907776,0.0,1.7707378
lordsofchaosmovie,1.049236,0.38303545,1.0792693,0.85779727,0.84859705,1.1095258,0.0,1.1087999,0.0,1.4352653
lucyintheskyfilm,0.95614916,0.20728162,1.2720221,0.807478,0.4820905,0.63179123,0.0,1.1097227,0.0,1.3406147
mamovie2019,2.42427,0.7694158,2.5775054,1.659089,1.4614131,1.2123904,0.0,1.8945287,0.0,2.1885984
marriagestory,1.4601591,0.46452588,1.7319254,1.1385826,1.0324602,0.85740995,0.0,1.9080085,0.0,2.4467876
meettheaddams,1.5299157,0.62013155,1.7080859,1.2090089,1.1137369,1.074932,0.0,1.4527944,0.0,2.0791032
meninblack,1.3246169,0.71486086,1.7862076,1.4288324,1.0822669,0.87911093,0.0,2.5002072,0.0,2.4365387
midsommarmovie,1.5586175,0.59402424,1.8558259,1.2376181,1.1540908,1.0077559,0.0,1.9857758,0.0,2.219206
midwaymovie,1.7853277,0.69007593,2.269376,1.5712601,0.9790411,0.6190342,0.0,1.5835103,0.0,1.891496
missbalamovie,1.9400101,0.9649945,2.2512176,1.3160056,1.1040468,0.8286592,0.0,1.786492,0.0,1.9086246
missinglinkfilm,0.9621254,0.39279076,0.940623,0.6942573,0.41818625,0.5296086,0.0,0.9331681,0.0,1.0655377
motherlessbklyn,2.2643354,0.5214015,2.283129,1.6705128,0.9498826,1.0246749,0.0,2.4123347,0.0,2.7864988
onceinhollywood,2.0614355,0.95023483,2.0557783,1.3621869,0.8213102,0.7211106,0.0,1.377145,0.0,1.4712634
onthebasisofsex,2.5653012,0.613435,2.5777051,1.5473002,1.8702542,0.84764975,0.0,1.9828624,0.0,1.9582926
overcomermovie,1.1205168,0.3709914,0.9447084,0.59867215,0.51577026,0.4339422,0.0,1.0894481,0.0,1.1667664
peanutbutterfalcon,0.0,0.0,1.1321956,0.119490206,0.0,0.0,0.0,0.0,0.0,0.0
petsematarymovie,2.1451228,0.46042296,2.152217,1.6644058,1.5734432,1.1155387,0.0,2.1000626,0.0,2.7529361
piercingmovie,0.6825021,0.0,0.7114574,0.34534758,0.0,0.0,0.0,0.4284618,0.0,1.4955256
playingwithfire,1.8972085,0.26153028,1.7924293,1.7308702,1.2791245,1.1669161,0.0,2.2123258,0.0,3.011925
playmobilthemovie,1.4994589,0.24735586,1.5000461,1.2499558,1.0226437,1.1265577,0.0,1.7309376,0.0,2.0645106
pomsmovie,0.89024657,0.38110137,1.1332161,0.6661223,0.68389004,0.5834851,0.0,1.1753614,0.0,1.257753
queenandslim,2.2896376,0.73793036,2.3187912,1.5547005,0.8005113,1.0442631,0.0,1.7926278,0.0,2.54441
rambomovie,0.9763208,0.35245037,0.93756455,0.75255895,0.54502034,0.49375126,0.0,1.0541993,0.0,1.3061603
readyornotfilm,1.2568094,0.5560336,1.548463,0.87482643,0.7098165,0.73345727,0.0,1.1942886,0.0,1.2484294
richardjewellfilm,1.0896972,0.38877973,1.2646772,0.9693124,0.58673096,0.5670675,0.0,1.107978,0.0,1.6806566
rocketmanmovie,1.3442237,0.4301174,1.4145434,1.1172621,0.89382935,0.65322185,0.0,1.3481879,0.0,1.524537
scarystoriesmovie,1.1488008,0.477322,1.5585409,0.95159745,0.8195925,0.6239519,0.0,1.1145285,0.0,1.5500207
secretlifeofpets,2.5514462,1.2335697,2.2283719,1.6905142,1.3253697,0.6784296,0.0,2.0346467,0.0,2.198309
serenityfilm,1.3306129,0.3372246,1.3219466,0.91449285,0.83188546,0.6494654,0.0,1.095399,0.0,1.1464442
shaftmovie,1.6922178,0.6178558,1.1480217,1.1356534,1.1127974,0.9883795,0.0,1.8079681,0.0,1.6037294
shazammovie,1.7802997,0.60300076,1.7418993,1.0915523,1.1780653,0.6161864,0.0,1.8148731,0.0,2.2415636
spidermanmovie,2.4707966,0.9418046,2.2012281,1.45604,1.2211336,0.96695095,0.0,2.0478356,0.0,2.078715
spiesindisguise,1.5863063,0.47610188,1.8865689,1.6420652,0.7644732,0.6520443,0.0,2.3943706,0.0,2.898403
starwars,1.8612782,0.0,1.611425,1.4339703,0.07588818,0.0,0.0,1.4705839,0.0,2.574827
stormboymovie,1.2340848,0.32060745,1.3287941,0.8007504,0.7447833,0.47855952,0.0,1.375446,0.0,1.5882218
stubermovie,0.6597162,0.0774591,0.90453625,0.718628,0.48642552,0.3894929,0.0,1.3094169,0.0,1.4824903
taosdfilm,0.95451754,0.30911818,0.8547324,0.6643523,0.6545712,0.4414114,0.0,0.7971194,0.0,1.0517782
teenspiritmov,2.2205706,0.12830687,1.4380013,1.224703,2.128057,0.6398595,0.0,1.0999824,0.0,1.3746198
terminator,1.7868996,0.4608281,1.6800168,1.7665584,1.1497874,1.1178087,0.0,1.8624619,0.0,2.4493573
theaeronautsmov,0.51898295,0.07155136,0.47280446,0.3985315,0.43996096,0.3049044,0.0,0.7122598,0.0,0.75521594
thebestofenemies,1.0719738,0.5230129,1.3039776,0.9842771,0.8333592,0.94906133,0.0,1.5283837,0.0,1.4370347
thedeaddontdie,1.4048086,0.42166272,1.3551047,1.5697637,1.0449389,0.8155507,0.0,1.5068275,0.0,1.2931852
thefarewell,1.3354589,0.46847135,1.6143898,1.1290795,0.7674722,0.92056996,0.0,1.650527,0.0,1.7052497
thehighwaymen,1.0504413,0.27973273,1.2716113,1.0686067,0.78243536,0.5509154,0.0,1.2740672,0.0,1.5723654
thehummingbirdprojectfilm,0.6114327,0.22719373,0.65045667,0.48625594,0.395152,0.33711776,0.0,0.6806223,0.0,0.74502736
theintrudermovie,2.0761302,1.1505502,2.2718692,1.413211,1.2409456,1.3264123,0.0,2.2212193,0.0,1.9325012
theirishmanfilm,2.0122375,0.8040286,2.4867504,1.4583443,1.2715893,1.1438767,0.0,2.324264,0.0,2.9101164
thekitchenmovie,2.5711892,0.6090867,2.474533,1.9978362,1.2971283,1.1317073,0.0,2.3034537,0.0,3.153354
thelegomovie,1.8313359,0.34614208,1.5314758,1.2516899,0.5980587,0.5301066,0.0,1.0231608,0.0,1.576135
themustangfilm,1.1215669,0.29385436,1.141168,0.8866772,0.7057754,0.6014352,0.0,1.0844327,0.0,1.0894157
thenightingalefilm,1.2227538,0.30777234,1.2833904,0.8858908,0.6959715,0.6404558,0.0,1.7880645,0.0,1.7108988
theprodigymovie,1.7686746,0.17834029,1.9369738,0.9887489,0.5945556,0.546397,0.0,1.3394295,0.0,2.4210365
thesunisalsoastar,1.8943467,0.52058446,1.8849394,1.4771237,0.87438226,0.93841255,0.0,1.8821315,0.0,2.4398668
theupsidefilm,1.6256421,0.6102575,1.6086425,0.9597254,1.115254,0.95137715,0.0,2.3478215,0.0,2.3934526
tolkienmovie,1.4276564,0.80403554,1.9869622,1.1088566,0.57701135,0.87483025,0.0,1.8064663,0.0,1.9606504
toystory,1.2892582,0.5555391,1.6462417,1.348709,0.91416335,0.71936804,0.0,2.095081,0.0,1.9410379
triplefrontier,1.4048405,0.37387958,1.3270243,1.062887,0.83799314,0.5263886,0.0,1.3923546,0.0,1.8631378
uglydolls,0.5038869,0.20879081,0.5339924,0.3798148,0.0,0.31006846,0.05068292,0.7343274,0.0,0.7850611
uncutgems,1.6032702,0.27207777,1.8666328,0.9377202,1.024304,0.6660737,0.0,1.8421456,0.0,2.3620307
underthesilverlake,1.2551181,0.42971176,1.3105787,1.1016417,1.0298976,0.78308314,0.0,1.6223265,0.0,1.6579672
usmovie,1.0502437,0.3844735,0.9493793,0.638751,0.68149173,0.5821266,0.0,1.045354,0.0,0.9484086
wavesmovie,1.7128284,0.57964677,1.6841664,1.2467488,1.3519043,0.7290487,0.0,1.9571531,0.0,2.300923
whatmenwant,1.9032257,0.44702625,1.9266409,1.8686202,1.5950457,1.4042033,0.0,2.328048,0.0,2.5545912
wonderparkmovie,1.7296902,0.5004124,1.6327233,1.4942204,1.233997,1.1238853,0.0,2.1214883,0.0,2.733499
wrinklestheclown,0.6114327,0.22719373,0.65045667,0.48625594,0.395152,0.33711776,0.0,0.6806223,0.0,0.74502736
xmenmovies,1.8787239,0.59318256,2.2220442,1.2092544,0.703575,0.53242314,0.0,2.068403,0.0,2.7208254
yardiefilm,0.8750302,0.29894373,0.7998835,0.6551038,0.56023735,0.532298,0.0,0.9497226,0.0,0.996974
yesterdaymovie,1.2903023,0.5043296,1.454371,0.88155746,0.8686647,0.7736441,0.0,1.3724551,0.0,1.4995731
zombieland,2.4192502,0.9627024,2.7914574,1.7286714,1.1525851,0.44836593,0.0,1.7875565,0.0,2.20664
