movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79
21bridgesmovie,0.5517905,0.36539537,0.38795388,0.41142315,0.68057334,0.36510357,0.6299673,0.5512557,0.30645645,0.28585398,0.55225694,0.5338885,0.25503415,0.0,0.3271124,0.17663665,0.026617942,0.53756225,0.43189672,0.44208097,0.53526103,0.4607064,0.0,0.22644179,0.00085100904,0.0,0.4267151,0.27481598,0.0,0.5685066,0.41293395,0.39536136,0.48292983,0.0,0.32605368,0.36759457,0.0,0.44997838,0.24108438,0.2187439,0.28018504,0.0852457,0.24960575,0.60689574,0.4638353,0.5324738,0.64447945,0.092661396,0.0,0.4076067,0.41802514,0.30731806,0.0,0.2795477,0.4077541,0.48757556,0.71072996,0.10438375,0.2921185,0.3807908,0.37211752,0.05458601,0.36776283,0.3318349,0.36277238,0.40052173,0.6266753,0.7649651,0.6648089,0.5781299,0.46990103,0.23959795,0.16515404,0.7139987,0.35892907,0.44327265,0.5254238,0.58006376,0.47018567,0.4065582
47metersdown,0.5864171,0.42156613,0.3880309,0.34480205,0.92061424,0.43355104,0.40840033,0.71871996,0.42484477,0.55579525,0.24842075,0.43231654,0.6753706,0.0,0.49380234,0.25155088,0.0,0.7666135,0.19705778,0.5144767,0.49547198,0.53767264,0.0,0.13112368,0.0,0.0,0.7028993,0.16285002,0.0,0.54799324,0.5785052,0.30796394,0.26683232,0.0,0.31996545,0.6073318,0.0,0.43128422,0.0,0.35525104,0.11651664,0.1394348,0.34504947,0.47378832,0.50685567,0.4501366,0.9495566,0.34998938,0.0,0.6326075,0.5510048,0.05799647,0.0,0.15937814,0.680803,0.45437765,0.97589463,0.30815125,0.27628174,0.3415673,0.4154662,0.10568565,0.48413828,0.29888532,0.36707774,0.25904256,0.75220525,0.78700197,0.70949084,0.47200692,0.69743717,0.35125318,0.0,0.6872775,0.44726396,0.4190464,0.53699595,0.72125244,0.5761698,0.37108037
abeautifuldaymovie,0.4460176,0.5294188,0.36810195,0.5517226,0.69519854,0.32652998,0.432446,0.56606287,0.35475445,0.31271294,0.51430124,0.3628754,0.32020897,0.0,0.3384035,0.08801519,0.11589748,0.59345454,0.40749103,0.3616342,0.38443345,0.3658119,0.0,0.24660039,0.04006882,0.0,0.40483776,0.1658547,0.0,0.63225603,0.351654,0.38809425,0.3575868,0.0,0.14216872,0.36738127,0.0,0.46218976,0.19684196,0.14970078,0.080284424,0.044852145,0.11561155,0.48681194,0.4992488,0.5104782,0.63943034,0.14593212,0.0,0.36652112,0.45109907,0.32396862,0.0,0.11697751,0.38212973,0.5827445,0.7096823,0.0968409,0.3744755,0.39108607,0.3379138,0.0899478,0.29728797,0.36802208,0.30243942,0.12959635,0.47575134,0.7068695,0.6375016,0.4931629,0.42879474,0.27983302,0.20233077,0.68037385,0.321004,0.33815163,0.47839165,0.5701247,0.41011834,0.32712477
abominablemovie,1.1554246,1.062973,0.27944255,0.87018216,1.0098767,0.3887755,0.9036097,0.7437913,0.71580637,0.55191183,0.68236077,0.9013048,0.7399689,0.0,1.1577846,0.40194798,0.45326832,0.43273172,0.77939856,1.1522974,1.0250723,0.9407812,0.0,0.27289146,0.05469633,0.0,0.9462329,0.25093693,0.0,1.0058068,0.45048425,0.48624486,0.46071446,0.0,0.28464934,0.4310094,0.0,0.8785174,0.122826375,0.38061783,0.43206698,0.26443064,0.3499336,0.6438657,0.7229297,0.6267532,0.95525783,0.3109476,0.0,0.77224547,0.63746226,0.26757517,0.0,0.34381047,0.92105097,0.9468434,1.1038007,0.12268092,0.48967892,0.5246047,0.5025142,0.06433293,0.63030285,0.33252597,0.57769334,0.6400104,0.94123495,0.9534591,1.0939682,0.98611,0.83438593,0.3213358,0.33063242,1.156856,0.45384923,0.9346522,0.70427924,0.5929427,0.8088074,0.6656349
adastramovie,0.44167197,0.27352732,0.35712555,0.5036198,0.52759695,0.38693473,0.49249765,0.24360695,0.20891047,0.23893207,0.51284057,0.4659297,0.38600218,0.0,0.38243824,0.2902875,0.18336973,0.6266033,0.43030372,0.50669634,0.41276416,0.4025119,0.0,0.23038794,0.15381885,0.0,0.6212231,0.0026608855,0.0,0.5417599,0.31605077,0.4464812,0.2525284,0.0,0.30984834,0.4095187,0.0,0.6507833,0.023055263,0.2211808,0.20231181,0.059151866,0.16212651,0.39004552,0.42065436,0.6388259,0.5741333,0.15628539,0.0,0.3096226,0.3636026,0.12411979,0.0,0.20475909,0.5265171,0.35294896,0.6524128,0.17825297,0.3493694,0.5369486,0.23055077,0.0076133674,0.2809599,0.3035046,0.13875388,0.45994318,0.62722355,0.50799876,0.5527556,0.32639945,0.5452481,0.2837411,0.24719474,0.6439912,0.26896438,0.21201855,0.3863243,0.39514962,0.49853355,0.4699686
adogsjourneymovie,0.9232484,1.1431179,0.97546655,1.6681267,1.1560935,0.34053117,0.9075297,1.6639682,0.6638406,0.28537825,0.8383282,1.0934877,0.7121115,0.0,0.8647809,0.4960041,0.0,1.3633865,1.1661768,0.7706092,0.9861555,0.7641719,0.0,0.20965788,0.0,0.0,0.7408427,0.18738754,0.0,1.2255111,0.72455955,1.2871714,1.2965175,0.0,0.43116263,1.0376376,0.0,0.66866064,0.44479126,0.7511992,0.44213098,0.0,0.32809067,1.1912441,1.4978257,1.3388802,1.4243828,0.32737955,0.0,0.89273244,0.8286575,0.7017602,0.0,0.3850254,1.0664512,0.914413,1.4969479,0.6119253,1.0176048,1.0803179,0.58139396,0.0,0.9206607,0.29841924,1.0851803,0.7843801,1.0429116,1.3403922,1.1307425,1.3413508,1.3817222,0.5040368,0.19528425,1.3065945,0.29805127,0.90721434,1.4367917,1.3402027,1.1211187,0.7499366
aftermathmovie,0.42796034,0.29097778,0.19222908,0.41083953,0.44824335,0.17354143,0.3370927,0.3364156,0.16028008,0.21361285,0.31734368,0.41312945,0.3314784,0.0,0.32408777,0.04314182,0.0283319,0.37578475,0.36013424,0.31134045,0.21540284,0.30952016,0.0,0.22501144,0.057119302,0.0,0.31754225,0.033376753,0.0,0.45724958,0.27200332,0.35081547,0.2665516,0.0,0.22830112,0.3219435,0.0,0.23527423,0.08560808,0.23777327,0.08288797,0.0042790957,0.12499082,0.3465352,0.29755002,0.43406087,0.52802163,0.110865936,0.0,0.25679055,0.34262058,0.22639453,0.0,0.13721669,0.36288622,0.27598634,0.36652827,0.094468534,0.15696457,0.39830112,0.18605846,0.08679308,0.10494994,0.19318669,0.18178765,0.2721079,0.36870304,0.5375533,0.49235442,0.33791524,0.4096909,0.25415656,0.07084724,0.3631393,0.17902735,0.22644708,0.36299804,0.35173893,0.1985719,0.3303937
aftermovie,0.47154644,0.39148843,0.44402745,0.50477326,0.5305317,0.11739294,0.57168484,0.5626646,0.2643864,0.1194937,0.29601526,0.4760782,0.31427944,0.0,0.27996787,0.16890894,0.0,0.42492545,0.5230799,0.64507294,0.35470524,0.39104345,0.0,0.20470737,0.023395203,0.0,0.5652509,0.22692232,0.0,0.48960853,0.4998252,0.3079039,0.45255244,0.0,0.25827473,0.18583977,0.0,0.375918,0.12795997,0.12464814,0.1862171,0.21086797,0.11956783,0.35156745,0.3667735,0.5749316,0.4436898,0.13471617,0.0,0.435575,0.23193671,0.14886752,0.0,0.18687817,0.46605062,0.3014373,0.6069096,0.19403464,0.25373524,0.41994673,0.18824118,0.06445161,0.23339859,0.33376402,0.37842998,0.3460545,0.5995297,0.4782065,0.49371642,0.5192908,0.6237493,0.20825341,0.29329872,0.5495786,0.31515262,0.30539322,0.5810153,0.43688598,0.30096316,0.37648702
ahiddenlifefilm,0.22523741,0.20177586,0.17130409,0.21835876,0.28181416,0.13150746,0.2426361,0.21881951,0.13226004,0.117583424,0.19351986,0.2035907,0.1353876,0.0,0.19612703,0.06844273,0.024388725,0.21506472,0.1928938,0.22703099,0.18894568,0.15916444,0.0,0.08195877,0.047999516,0.0,0.2119019,0.05598014,0.0,0.23589104,0.16593963,0.17473467,0.15702628,0.0,0.09555843,0.15602688,0.0,0.20355481,0.051965177,0.09913017,0.07091999,0.05244852,0.08473991,0.19842835,0.19566853,0.23601232,0.25203934,0.08811334,0.0,0.16733958,0.14173427,0.08622721,0.0,0.0959569,0.20787308,0.21090932,0.2770101,0.06519237,0.12615037,0.19384935,0.084494255,0.018760812,0.12139356,0.13546412,0.14197746,0.15216227,0.25039172,0.26342437,0.2448906,0.20221499,0.23287942,0.11464237,0.08781134,0.26129395,0.1125591,0.17508352,0.19019473,0.19390404,0.18335347,0.16811104
alitamovie,0.97005224,0.4698309,0.5096895,0.70145905,0.86035347,0.31975037,0.6505659,0.60727096,0.46102268,0.2956785,0.5684682,0.7663066,0.33547783,0.0,0.8375416,0.28016055,0.0035135131,0.90787274,0.7177106,0.6310911,0.6046928,0.41464192,0.0,0.20341302,0.1367693,0.0,0.7833343,0.042038746,0.0,0.6395213,0.45896614,0.62654084,0.67212886,0.0,0.32433704,0.50931174,0.0,0.5374055,0.0,0.31433693,0.0,0.091963366,0.2017401,0.68860644,0.6461268,0.6854551,0.8977482,0.45974603,0.0,0.4715355,0.6400305,0.39701378,0.0,0.53022677,0.9716437,0.6232891,0.8512193,0.31482372,0.41065243,0.7240022,0.41086602,0.0,0.4919459,0.4508745,0.47903237,0.34779546,0.76392496,0.96424574,1.0470585,0.6020922,0.7727412,0.35252154,0.30665112,0.8196006,0.50364304,0.35316396,0.5390209,0.7384303,0.6246022,0.4997406
