movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109
21bridgesmovie,0.37024862,0.51118946,0.35807288,0.3552382,0.16715701,0.11997876,0.3285237,0.0,0.5233546,0.5718786,0.46708658,0.1293835,0.37512097,0.59865093,0.45762283,0.32553974,0.536599,0.3570995,0.0,0.0,0.47951466,0.051567398,0.48378697,0.21561131,0.20433384,0.49595252,0.0,0.58577305,0.44431448,0.33127892,0.12458483,0.4957433,0.45102373,0.4233145,0.0,0.0716372,0.24626441,0.09192764,0.5407616,0.0,0.44616702,0.3381445,0.4422161,0.0,0.0,0.57483304,0.23814458,0.37127644,0.37248036,0.5054576,0.29290214,0.2579654,0.0,0.68865645,0.49409947,0.32999897,0.33518732,0.0,0.2235117,0.3010943,0.26076028,0.22987106,0.6646355,0.31493598,0.3262043,0.64041406,0.20284738,0.08873887,0.13242197,0.0,0.18773063,0.0,0.29591045,0.2515813,0.4639924,0.38748562,0.46194723,0.4300988,0.43513793,0.21873128,0.0,0.21012256,0.5107225,0.5497969,0.0,0.42527726,0.55211127,0.19597843,0.5953255,0.44945496,0.16253103,0.55656093,0.29496378,0.53385544,0.4375937,0.19768669,0.0,0.2895974,0.19791807,0.19026025,0.0,0.18992223,0.5148946,0.37502518,0.29402027,0.0,0.26448703,0.32365724,0.0,0.0
47metersdown,0.8743705,0.44966176,0.18548712,0.54927033,0.1791957,0.11290506,0.6436083,0.0,0.5117902,0.8362437,0.4632335,0.35544842,0.52559984,0.61692286,0.6602844,0.3322387,0.5159747,0.54142225,0.0,0.0,0.6268962,0.16638173,0.38236687,0.3925805,0.3157138,0.42773023,0.0,0.92034376,0.29645553,0.4384203,0.050894715,0.675578,0.3771591,0.48448426,0.0,0.0,0.15495624,0.21893564,0.58934146,0.0,0.5781005,0.40336448,0.45572853,0.1707214,0.0,0.6327995,0.3129912,0.6064783,0.28546566,0.704475,0.118293546,0.2757111,0.0,0.78222346,0.56644535,0.48573172,0.5185902,0.0,0.0435904,0.619025,0.33262935,0.20539814,0.5212498,0.7248351,0.12368358,0.71194774,0.27722654,0.06793341,0.0,0.010808475,0.13245794,0.0,0.37295762,0.2533644,0.42969903,0.44683567,0.6539643,0.43230933,0.43141317,0.40242255,0.0,0.0,0.6473119,0.71879405,0.0,0.46346253,0.76700366,0.35025027,0.7419578,0.57859576,0.0,0.6474251,0.31672135,0.41744584,0.3008231,0.16293874,0.0,0.5098217,0.33452782,0.30109033,0.0,0.2987145,0.69833225,0.49045512,0.45353955,0.0,0.46179286,0.68252766,0.0,0.0
abeautifuldaymovie,0.40647194,0.44816718,0.26734054,0.24680513,0.15210088,0.18427318,0.43150628,0.0,0.266926,0.59011966,0.42992887,0.19729453,0.33100906,0.5744955,0.4859945,0.3473622,0.37676862,0.26796997,0.0,0.0,0.4862517,0.0,0.46706453,0.25925213,0.066255696,0.35469797,0.0,0.41322726,0.2610136,0.35677803,0.16868979,0.44929156,0.3292885,0.29300004,0.0,0.19600855,0.18644406,0.24905185,0.31580764,0.0,0.25894603,0.41221705,0.2103986,0.0,0.0,0.46383736,0.27803603,0.41568118,0.44765764,0.4225243,0.2169733,0.26066783,0.0,0.35433948,0.4107064,0.31362766,0.38948843,0.0,0.09379719,0.40567994,0.41424233,0.30190977,0.47082725,0.2564069,0.38150144,0.56391174,0.24800122,0.06739846,0.0,0.0,0.19641177,0.0,0.33910868,0.34704208,0.328775,0.41208604,0.36052695,0.36315775,0.4274636,0.39870182,0.0,0.012681367,0.39482465,0.421654,0.0,0.35821083,0.44615543,0.19441482,0.4317453,0.37886316,0.026204228,0.37333423,0.2468558,0.29600143,0.33677173,0.26167735,0.0,0.37040904,0.15149422,0.1462408,0.0,0.14412428,0.51866084,0.23381543,0.3474234,0.0,0.20275384,0.460647,0.0,0.0
abominablemovie,0.80168456,0.5336018,0.4652173,0.36026233,0.15381047,0.31038654,0.35263693,0.0,0.4892316,0.8413244,0.67075837,0.19190994,0.4861571,0.5852399,0.62829864,0.29649758,0.5897538,0.5947705,0.0,0.17280072,0.8461798,0.2841245,0.6321622,0.5296829,0.5939785,0.44625765,0.0,0.9808667,0.56089556,0.55962485,0.33182126,0.8523408,0.7921031,0.9342345,0.0,0.23043531,0.3507954,0.4631706,0.57858956,0.0,0.48745105,0.47602618,0.55096024,0.0,0.0,0.9599825,0.24317414,0.53423446,0.5889435,0.8909101,0.6398671,0.48272842,0.0,0.44730794,0.6961057,0.18439227,0.6884546,0.0,0.14854972,0.71855074,0.5737117,0.22748062,0.88435155,0.59430116,0.413571,0.74075675,0.3490923,0.0,0.0,0.04471985,0.46094632,0.0,0.49481648,0.5923857,0.59970987,0.6255802,0.72557783,0.46308658,0.816412,0.44090626,0.0,0.12234782,0.7831126,1.0349069,0.0,0.5579215,0.87849146,0.14358583,0.7628541,0.6674584,0.34713066,0.9807044,0.3264025,0.7482201,0.3455106,0.6128009,0.0,0.6194403,0.5679562,0.27977028,0.0,0.29510704,0.7972113,0.48718747,0.40085497,0.0,0.38231894,0.49861595,0.0,0.0
adastramovie,0.46920714,0.32765818,0.23218635,0.29928523,0.12058333,0.1115687,0.32977387,0.0,0.23697792,0.6147937,0.32993978,0.18527575,0.29116908,0.43582654,0.4235881,0.2879729,0.5459489,0.29203296,0.0,0.0,0.5574821,0.11266073,0.39364362,0.18371013,0.22881407,0.588247,0.0,0.4756377,0.2888575,0.23800641,0.08718506,0.52223825,0.41206035,0.37653005,0.0,0.11867644,0.17080063,0.1401789,0.28538945,0.0,0.38398883,0.37156188,0.3008942,0.0,0.0,0.40732798,0.22230503,0.29440385,0.34547615,0.37215602,0.3504373,0.27832264,0.0,0.36240712,0.48956934,0.27010766,0.38317782,0.0,0.20605202,0.31558877,0.31127322,0.16755289,0.5077073,0.37818903,0.19725898,0.39044502,0.1933509,0.15968488,0.04928823,0.03230855,0.23223506,0.0,0.20809937,0.42180932,0.42486504,0.24936418,0.33892924,0.41670272,0.26412576,0.2525159,0.0,0.1329954,0.507672,0.47683093,0.0,0.30483162,0.4430797,0.18966761,0.32765403,0.45497948,0.18298294,0.4005371,0.15315895,0.46467406,0.24893482,0.23341398,0.0,0.24505949,0.26110342,0.13189803,0.0,0.25336835,0.3185278,0.42258504,0.26561403,0.0,0.3578392,0.35200357,0.0,0.0
adogsjourneymovie,1.2510816,1.1812084,0.9814347,0.6914242,0.19521315,0.16553868,0.7133939,0.0,1.2084138,1.10146,1.202069,0.42321724,0.43605655,1.3198974,0.84278566,0.6277176,0.7096714,0.82423145,0.0,0.0,0.8011951,0.51896524,1.2412063,0.35747918,0.85263497,0.43978962,0.0,1.4530871,0.8499935,0.6169307,0.05770839,0.8738421,1.0170608,0.99550176,0.0,0.15995753,0.37662268,0.6786728,1.0973812,0.0,0.5881979,0.73528695,0.9773655,0.06114863,0.0,0.9845628,0.67296654,1.0650818,0.7577089,0.9097634,0.83191687,1.079695,0.0,1.1681942,1.0216329,0.83523387,1.2591469,0.0,0.08710626,0.6477997,0.7903437,0.47703132,0.98736364,0.8888824,0.32457075,1.1457739,0.5500195,0.09517482,0.04154198,0.0,0.6285164,0.0,0.34966046,0.3910437,1.0681417,0.44998202,1.0719738,0.36934736,0.9485656,0.728584,0.0,0.29758015,0.8375423,1.3871677,0.0,0.7069947,1.3894696,0.053673,0.8318582,1.4969258,0.6322775,1.1696666,0.7578522,0.76466215,0.83077985,0.70361626,0.0,1.1654326,0.6436262,0.3301882,0.0,0.8654103,1.3166264,0.83137834,0.4125909,0.0,0.4372609,1.1215751,0.0,0.0
aftermathmovie,0.48554128,0.34254456,0.2710851,0.2559589,0.048111342,0.07401827,0.25732067,0.0,0.4109478,0.45423144,0.31502274,0.034024686,0.3011349,0.5622258,0.45869702,0.2667442,0.31894857,0.22199886,0.0,0.0,0.3893689,0.15852804,0.29069933,0.16747941,0.07143643,0.28651637,0.0,0.5575677,0.35282773,0.37809205,0.090672106,0.33487028,0.3434348,0.33231324,0.0,0.078212515,0.15267439,0.19081114,0.41570756,0.0,0.34503147,0.35530835,0.16261807,0.009761617,0.0,0.36138588,0.22525749,0.23999643,0.27157062,0.43894577,0.19483402,0.32079777,0.0,0.46877775,0.40560234,0.31960437,0.39946172,0.0,0.11278047,0.25157654,0.16450298,0.13489369,0.32159513,0.34493825,0.30164093,0.49711844,0.12348684,0.04701549,0.0,0.026014954,0.19897364,0.0,0.30098444,0.25865483,0.22701736,0.29542062,0.40703705,0.26065314,0.36567098,0.14396837,0.0,0.118663,0.2416836,0.34819224,0.0,0.2981897,0.47330928,0.20968935,0.33061552,0.41477078,0.12549849,0.40842593,0.12468062,0.3122543,0.13758036,0.23847269,0.0,0.2967192,0.3277969,0.25086525,0.0,0.23651336,0.40921605,0.24462445,0.18796104,0.0,0.31548175,0.1981928,0.0,0.0
aftermovie,0.59515715,0.38320673,0.27580953,0.27966183,0.09206661,0.045030937,0.2730383,0.0,0.42346346,0.4732584,0.27390102,0.09210337,0.3654183,0.59229875,0.47423458,0.22881287,0.5095366,0.39219898,0.0,0.0,0.4032824,0.13830279,0.43366978,0.13980691,0.078184605,0.49897155,0.0,0.45811242,0.23820649,0.27780357,0.121383004,0.44668314,0.36705968,0.41409713,0.0,0.13950706,0.07733246,0.09700083,0.35430855,0.0,0.4201977,0.36207056,0.29346406,0.09880194,0.0,0.44833398,0.12976366,0.37901342,0.262974,0.51202637,0.2531726,0.36592302,0.0,0.51228607,0.46675438,0.3983003,0.3488484,0.0,0.040189415,0.4013172,0.18710184,0.1560174,0.3972129,0.32525945,0.24793947,0.44267675,0.18969162,0.1449999,0.035543792,0.0023098588,0.37983638,0.0,0.3090119,0.3038134,0.2996105,0.3868445,0.5104123,0.26742887,0.36336172,0.18135592,0.0,0.022340504,0.38630334,0.50186765,0.0,0.2749193,0.51606077,0.32718727,0.39952165,0.5395197,0.14161196,0.57054853,0.17637715,0.4492812,0.30155873,0.2739153,0.0,0.38954905,0.36224297,0.1825399,0.0,0.25142363,0.3180718,0.3693392,0.23864481,0.0,0.39840826,0.47776672,0.0,0.0
ahiddenlifefilm,0.23092282,0.21119183,0.14714058,0.14661655,0.063033,0.087028526,0.16047601,0.0,0.17937717,0.25069347,0.18989572,0.091546014,0.15304475,0.24208808,0.21886423,0.14116183,0.20304772,0.17095248,0.0,0.0,0.21309924,0.06369629,0.18621536,0.105647266,0.086038075,0.16591163,0.0,0.26847744,0.13048622,0.19395599,0.04754629,0.20598441,0.17995402,0.18874231,0.0,0.07653339,0.070501104,0.12329045,0.20668429,0.0,0.18232621,0.15385382,0.14708115,0.0,0.0,0.21685179,0.12814897,0.1831992,0.1627027,0.19656196,0.11802978,0.16997823,0.0,0.23751019,0.20754173,0.12738658,0.20431137,0.0,0.058583736,0.18410656,0.16276099,0.10860373,0.23615089,0.15188247,0.14441504,0.24561864,0.07904046,0.019005004,0.0053802235,0.016661573,0.11468787,0.0,0.1427304,0.1412478,0.19133146,0.16262423,0.20518269,0.15205435,0.20095955,0.11736218,0.0,0.05435162,0.20177236,0.2334142,0.0,0.16502811,0.2530843,0.116388656,0.19961424,0.21323565,0.068931915,0.23427184,0.1305174,0.184524,0.11003337,0.14742959,0.0,0.19223951,0.15059566,0.099675685,0.0,0.106047496,0.19996938,0.13515964,0.12333217,0.0,0.14869711,0.19293234,0.0,0.0
alitamovie,0.71360546,0.6467742,0.36162642,0.17821974,0.25296813,0.45352206,0.5494147,0.0,0.38040116,0.53858685,0.5391654,0.24837926,0.45347127,0.5032198,0.6541542,0.4381551,0.5881602,0.45836866,0.0,0.0,0.52914935,0.4751408,0.61522335,0.20408268,0.12995598,0.35787815,0.0,0.7092395,0.61715615,0.5072876,0.23825282,0.67855775,0.501309,0.51216125,0.0,0.22313431,0.0,0.2562223,0.48390144,0.0,0.43589038,0.42659104,0.45912117,0.0,0.0,0.8661733,0.23611996,0.8206687,0.43435702,0.6315677,0.6465791,0.50782984,0.0,0.5604675,0.59646946,0.31997433,0.6013032,0.064937375,0.11489278,0.55270326,0.25208065,0.07190682,0.63349634,0.5186594,0.3148961,0.46577471,0.15451683,0.17163877,0.1271831,0.16121683,0.13848093,0.0,0.28598264,0.37294677,0.6778209,0.36787304,0.34317,0.5120784,0.2578032,0.32748467,0.0,0.0,0.6139202,0.5477491,0.0,0.5268353,0.6861447,0.26836523,0.575074,0.63316077,0.3810792,0.68736714,0.18432836,0.39183095,0.49935985,0.2938058,0.0,0.6758739,0.65605485,0.15921971,0.0,0.32637212,0.48759368,0.43710396,0.32338718,0.0,0.5803693,0.4952108,0.0,0.0
