movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149
21bridgesmovie,0.25836262,0.22964166,0.0,0.082798496,0.0,0.081604,0.41776973,0.055329394,0.0,0.3789792,0.120225,0.024286099,0.3745066,0.27277213,0.1749464,0.3438193,0.33212367,0.37656328,0.18805411,0.0,0.44352603,0.45037818,0.40462255,0.26204982,0.2296043,0.2911485,0.2320468,0.07371247,0.26443458,0.10766642,0.13547647,0.19380175,0.42809546,0.42935598,0.17404613,0.24295254,0.36542878,0.4572704,0.2423095,0.33778483,0.4430628,0.036053002,0.25918433,0.2940794,0.388357,0.4659149,0.4262272,0.4032241,0.19448866,0.047377758,0.23211153,0.0,0.14116856,0.0,0.47317064,0.45863536,0.0,0.23038036,0.2122539,0.27205047,0.37031075,0.44525814,0.24112448,0.3973366,0.4427306,0.259893,0.3909424,0.2734059,0.18310916,0.26125973,0.0,0.25392294,0.2936591,0.13425124,0.24256521,0.44717452,0.48469758,0.0,0.26617658,0.24780664,0.4842568,0.43669683,0.21030948,0.099265054,0.15674983,0.49974623,0.0,0.18500513,0.0,0.48675096,0.2570136,0.2965908,0.30315965,0.44867346,0.0,0.58342904,0.0,0.23914662,0.0,0.0,0.13920039,0.3831014,0.31561717,0.14516,0.0,0.5769622,0.24400027,0.033934683,0.33646068,0.19669159,0.0,0.21148376,0.0,0.0,0.33537388,0.4708315,0.1527524,0.35454196,0.48679858,0.05838395,0.13687591,0.4475053,0.2508658,0.3488032,0.49318156,0.42635822,0.3561693,0.37264347,0.57669973,0.3658046,0.0,0.0,0.28348157,0.18849823,0.19729494,0.28107914,0.3782053,0.048512638,0.30463254,0.545623,0.0,0.36966375,0.2768116,0.44981545,0.0,0.059044756,0.024595056,0.38863584,0.26477593,0.09022828
47metersdown,0.6171707,0.31436032,0.11062275,0.23571026,0.03241843,0.3390127,0.42892638,0.17282489,0.0,0.51124877,0.1920419,0.17383263,0.40402365,0.38869017,0.07564603,0.36125672,0.30740356,0.41806874,0.2282908,0.0,0.36992556,0.5990389,0.5304408,0.46106634,0.2482016,0.62726223,0.2987969,0.017046893,0.42107654,0.0,0.32850772,0.41312242,0.40542978,0.560038,0.2569491,0.30181602,0.37093756,0.5283782,0.50852334,0.49792886,0.6875637,0.1229198,0.36979827,0.3570644,0.25361547,0.6152264,0.21962027,0.522508,0.4428132,0.14696409,0.3694714,0.0,0.39819565,0.0,0.5017821,0.57321465,0.0,0.5661419,0.28954256,0.46952316,0.58207345,0.43469983,0.23347186,0.37414336,0.6348049,0.5193765,0.43550164,0.34354517,0.3370308,0.3558537,0.0,0.24253719,0.17383087,0.12035038,0.33351555,0.5943025,0.3964215,0.0,0.42663738,0.43396023,0.8171108,0.35945374,0.39603582,0.10127102,0.25610754,0.26685268,0.0,0.17299831,0.0,0.73613495,0.44372377,0.39711398,0.4970554,0.65492433,0.0,0.68780845,0.0,0.49824926,0.0,0.0,0.48007768,0.61492014,0.315926,0.119827285,0.0,0.7995586,0.42819074,0.29287353,0.4852698,0.21593164,0.0,0.23999068,0.0,0.0,0.32251766,0.7549625,0.39320582,0.33616975,0.6661805,0.066079594,0.271343,0.4133298,0.35465193,0.45960855,0.61689526,0.19771212,0.3557031,0.6401519,0.70679986,0.58511156,0.0,0.0,0.49942604,0.2809374,0.14527589,0.38167518,0.27619752,0.057265185,0.35443667,0.72629184,0.0,0.68659794,0.54825413,0.7355347,0.0,0.3798186,0.09514324,0.59156644,0.21931413,0.0
abeautifuldaymovie,0.29811826,0.26243037,0.09857946,0.12151965,0.0,0.2970257,0.3681381,0.0,0.0,0.29421967,0.0967525,0.2364693,0.21805711,0.27563903,0.2462073,0.29438084,0.36788306,0.4105958,0.16105473,0.0,0.36612225,0.5029768,0.41836342,0.3463624,0.12708884,0.34458944,0.22559786,0.08804594,0.23853335,0.08631966,0.13614565,0.22914292,0.26059353,0.40893936,0.0,0.25757298,0.35328227,0.28732792,0.35961622,0.35135686,0.36617354,0.0,0.412295,0.23623575,0.5034001,0.39099848,0.5136337,0.45454535,0.06928228,0.015122516,0.30748335,0.0,0.1902404,0.0,0.45004326,0.4208714,0.0,0.5382759,0.25848493,0.27209166,0.3948468,0.17548509,0.0687152,0.58543956,0.52856183,0.17909522,0.36397114,0.36486018,0.3216476,0.36236677,0.0,0.3043732,0.14737663,0.10137146,0.24426365,0.30058917,0.34331238,0.0,0.21182407,0.19865027,0.35281375,0.21994731,0.34954652,0.17388424,0.2951322,0.3717067,0.0,0.22594279,0.0,0.3930644,0.27727965,0.27133924,0.21035762,0.3522757,0.0,0.43360966,0.0,0.257059,0.0,0.0,0.28002363,0.4243394,0.36425582,0.1526367,0.0,0.51808363,0.32239237,0.08108006,0.31174672,0.21722068,0.0,0.11024623,0.0,0.0,0.4605865,0.3269207,0.33877957,0.32300413,0.4392671,0.0038470086,0.26896787,0.42830446,0.08752321,0.42477557,0.40487486,0.35393643,0.38919482,0.49702427,0.5316087,0.3667411,0.0,0.0,0.318122,0.1472911,0.16156825,0.32232615,0.22837883,0.20338094,0.22892205,0.32912037,0.0,0.42062384,0.24046363,0.49241912,0.0,0.17363842,0.0,0.42649564,0.24830855,0.17012024
abominablemovie,0.67653525,0.35656047,0.0,0.3301222,0.100314125,0.33936158,0.6853182,0.04744253,0.18254645,0.5578811,0.17398037,0.03432826,0.5731511,0.6313269,0.2978012,0.38883954,0.5885733,0.5026302,0.3368487,0.0,0.55093735,0.6502989,0.6420796,0.61193854,0.38998172,0.5026854,0.37599322,0.16176674,0.2511039,0.0,0.11583952,0.38758618,0.38117772,0.8718308,0.3003985,0.354035,0.6619351,0.44845602,0.5299375,0.58994514,0.7150901,0.0,0.6608233,0.47311234,0.56446284,0.70937127,0.582898,0.9825603,0.4335826,0.171975,0.5093382,0.0,0.087840416,0.0,0.68678963,0.89880085,0.0,0.63121456,0.48494235,0.382089,0.2072318,0.46473226,0.23415539,0.6398605,0.6989628,0.22304532,0.71176666,0.6562657,0.5992173,0.51591736,0.0,0.42500412,0.5242865,0.1469398,0.39758676,0.5922876,0.8365774,0.0,0.6528534,0.4445633,0.5952897,0.40628684,0.40260938,0.34405178,0.5389483,0.6431895,0.0,0.2736702,0.0,0.68811965,0.5202962,0.5898154,0.2984568,0.59770197,0.0,0.71105236,0.0,0.65870845,0.0,0.0,0.51087606,0.8044077,0.32599196,0.38070118,0.0,0.93704045,0.33315018,0.034122895,0.572495,0.33089748,0.0,0.19242075,0.0,0.0,0.88249797,0.579103,0.572934,0.63323057,0.5128158,0.0,0.34632787,0.5550785,0.24283807,0.44584265,0.59506804,0.2986592,0.4327166,0.7559946,0.78358895,0.5913458,0.0,0.0,0.6455202,0.1767689,0.27052203,0.5347687,0.27382752,0.25406152,0.4934532,0.83750075,0.0,0.74849594,0.3635043,0.86571854,0.0,0.30109382,0.011439768,0.5028975,0.6027725,0.0
adastramovie,0.34548274,0.20424284,0.12809832,0.3221551,0.0,0.16418226,0.2595628,0.0,0.11259705,0.26893857,0.075922996,0.058510136,0.24032573,0.3903621,0.19740145,0.37380096,0.42614698,0.3363653,0.083773695,0.0,0.26757684,0.42183596,0.35034296,0.31670642,0.24651775,0.22988565,0.14270152,0.21613726,0.2686061,0.0,0.20651662,0.21397193,0.29759464,0.4643169,0.10352492,0.18028998,0.4912034,0.3093821,0.17271295,0.29885787,0.30943298,0.0,0.30433622,0.2742869,0.36427772,0.44904426,0.37056878,0.45920882,0.09097717,0.10000768,0.31243238,0.0,0.2286411,0.0,0.5081037,0.50441676,0.0,0.34709263,0.34267777,0.18273969,0.1576394,0.25468618,0.0,0.37392554,0.4926525,0.12659971,0.3989919,0.26679742,0.16347507,0.2544992,0.0,0.30075163,0.2667184,0.1710712,0.27186197,0.43053898,0.412875,0.0,0.24530253,0.11397247,0.3450103,0.336049,0.2665694,0.118592516,0.35770062,0.3576321,0.0,0.19783759,0.0,0.3774312,0.29147407,0.28378004,0.20574227,0.4435975,0.0,0.5024044,0.0,0.31166336,0.0,0.0,0.2869043,0.32879514,0.20037843,0.07336478,0.0,0.58646125,0.31914505,0.09820349,0.4738664,0.012253458,0.0,0.10042763,0.0,0.0,0.4048834,0.43197387,0.44885468,0.43227136,0.36405015,0.1815817,0.093286715,0.31612095,0.23854996,0.2832157,0.3291001,0.27607316,0.14966859,0.5826697,0.45733303,0.32942656,0.0,0.0,0.41810343,0.32485658,0.062303245,0.42226925,0.28222114,0.18921347,0.28005788,0.51261765,0.0,0.44801322,0.31396934,0.4927531,0.0,0.23669817,0.0,0.3236421,0.2336615,0.097629346
adogsjourneymovie,0.79087573,0.24474853,0.0,0.50942373,0.055005815,0.69490004,0.6978379,0.0,0.00023576245,0.7325373,0.0,0.17158172,0.7978416,0.50723857,0.34155792,0.7978053,0.8270722,0.6750412,0.27287275,0.0,0.73860186,0.8189767,0.747421,0.684324,0.49744165,0.39099696,0.67406046,0.35921586,0.51835275,0.26637807,0.039559714,0.14519106,0.68742406,1.0377133,0.19548628,0.43895957,0.71585536,0.7347682,0.67606026,0.8138276,0.6532257,0.0,0.56746954,0.5825949,0.8356189,0.42974252,0.97080696,1.0296409,0.7839804,0.33857492,0.81240916,0.0,0.2934768,0.0,0.86461693,1.2995099,0.0,0.4768247,0.6351989,0.46097425,0.6659338,0.35052446,0.25219974,0.58755434,0.70125246,0.33065525,0.7650974,0.5249094,0.8219818,0.5979806,0.0,0.46065244,0.32479775,0.17615259,0.6211036,0.66272575,0.96197104,0.0,0.6919091,0.6386053,0.89733243,0.46743283,0.5104276,0.07777169,0.51090217,0.7164858,0.0,0.23348254,0.0,0.7264907,0.4891862,0.6262393,0.30585307,1.0307144,0.0,1.1199621,0.0,0.54521316,0.0,0.0,0.74261093,0.9304979,0.2878733,0.59436655,0.0,1.2059458,0.51621807,0.0,0.98203075,0.35704798,0.0,0.057417274,0.0,0.0,1.0058953,0.6459249,0.65583503,0.7118598,0.88389075,0.0,0.05171914,0.8985929,0.094042584,0.7497099,0.725854,0.5334645,0.56452835,0.975109,1.0378946,1.0269364,0.0,0.0,0.6322736,0.29075703,0.25426018,0.9267676,0.6773776,0.32424325,0.44334278,0.8679201,0.0,0.8458335,0.45050526,0.66401494,0.0,0.23879181,0.0,0.87030697,0.7881086,0.018978275
aftermathmovie,0.24711266,0.19303982,0.10633829,0.13032943,0.0,0.25218612,0.2644406,0.017559439,0.0,0.07900262,0.054502755,0.0,0.28167325,0.2759619,0.22872126,0.20100394,0.41317317,0.26446244,0.13722175,0.0,0.33632046,0.35572708,0.29206818,0.2628112,0.22680429,0.22500579,0.1678919,0.13740739,0.2456694,0.13272145,0.14460295,0.16243215,0.29244444,0.43182778,0.0,0.2913666,0.3227416,0.30061707,0.29523933,0.2315753,0.4183413,0.0,0.20840931,0.18346691,0.30225262,0.31520072,0.2668226,0.37362087,0.0480285,0.0,0.23868378,0.0,0.2069931,0.0,0.2980879,0.3840733,0.0,0.31877577,0.1841622,0.1599058,0.18598889,0.23085879,0.041554846,0.23266813,0.31590727,0.1827407,0.24625476,0.16686355,0.1531691,0.23721142,0.0,0.19622196,0.19395626,0.12788749,0.13307647,0.31728628,0.33482033,0.0,0.2919341,0.14662896,0.37378117,0.24641198,0.20226856,0.19861564,0.1740572,0.22226158,0.0,0.073341995,0.0,0.27333218,0.23253523,0.31727934,0.15239508,0.28649423,0.0,0.3800369,0.0,0.29212233,0.0,0.0,0.22415772,0.3194139,0.2339486,0.13564396,0.0,0.4231243,0.26757017,0.0,0.23603381,0.19749705,0.0,0.075140305,0.0,0.0,0.44173118,0.39247623,0.28947815,0.18206793,0.28500754,0.062331058,0.043184087,0.29602465,0.15952577,0.22796287,0.28896794,0.17507273,0.26779518,0.3579941,0.43337852,0.3238826,0.0,0.0,0.35947886,0.15208915,0.11260397,0.28474617,0.21736723,0.13751027,0.22159795,0.3854451,0.0,0.41702732,0.19700871,0.42148575,0.0,0.1470942,0.0,0.2747501,0.2025907,0.0018688524
aftermovie,0.43233043,0.29147395,0.0,0.27292103,0.0,0.23112349,0.34207293,0.0,0.0,0.17957075,0.2002027,0.0,0.34466428,0.23317441,0.3170337,0.32598335,0.27250615,0.28863153,0.12631485,0.0,0.4827325,0.37327242,0.24954468,0.24686609,0.19074905,0.15706564,0.29531917,0.14077652,0.22001827,0.08510137,0.21381024,0.19899736,0.3468353,0.33648857,0.103158385,0.20705074,0.38542843,0.18059328,0.31626704,0.30622894,0.42315328,0.14665775,0.36491624,0.26772946,0.43002945,0.30191386,0.38455045,0.2996073,0.14450437,0.19546857,0.15877652,0.0,0.14273769,0.0,0.4012714,0.40896282,0.0,0.4072065,0.25451085,0.15079214,0.3665495,0.2565287,0.10974954,0.47347724,0.34802973,0.23253939,0.36865976,0.32400584,0.36667636,0.2773498,0.0,0.21505468,0.26297504,0.20157167,0.20236486,0.27791864,0.45363426,0.0,0.34699643,0.12997413,0.45536974,0.28297862,0.23643258,0.19827363,0.22935486,0.2726666,0.0,0.16182968,0.0,0.31435555,0.244806,0.2068984,0.19854285,0.27755618,0.0,0.4198879,0.0,0.25351658,0.0,0.0,0.2500616,0.3728152,0.18918334,0.1776457,0.0,0.31968606,0.29777974,0.15088423,0.27432913,0.15439501,0.0,0.121580444,0.0,0.0,0.39005235,0.43680012,0.3440689,0.2737516,0.21023667,0.0,0.13928409,0.47871774,0.12889284,0.44827718,0.42286643,0.31406835,0.20812099,0.38434768,0.4755485,0.5069027,0.0,0.0,0.33717492,0.19861642,0.07976746,0.45366618,0.32419172,0.1349485,0.37686256,0.45956865,0.0,0.44622847,0.22563893,0.40703583,0.0,0.07545393,0.0,0.313728,0.24983796,0.0
ahiddenlifefilm,0.136859,0.11005493,0.0415341,0.08442903,0.0,0.101957336,0.15331827,0.0,0.0,0.12813377,0.06511028,0.036737017,0.14657219,0.14023627,0.09488046,0.11688267,0.15248173,0.14881104,0.060215577,0.0,0.16349661,0.17847009,0.15060695,0.14796253,0.08293586,0.10640824,0.11091933,0.07317501,0.11456558,0.044734873,0.07057553,0.09223915,0.16037501,0.20719893,0.056688324,0.10171094,0.15487933,0.13182971,0.15199985,0.1322908,0.16274188,0.0,0.13481386,0.10841735,0.17123441,0.17103271,0.17432173,0.22611657,0.08786941,0.03441438,0.11687654,0.0,0.0736666,0.0,0.19090459,0.19081807,0.0,0.17598,0.14741251,0.0939307,0.1416168,0.114473775,0.04814328,0.16564669,0.17504987,0.09943013,0.15217616,0.124911636,0.12387229,0.13685186,0.0,0.11286021,0.10116045,0.095424436,0.10869069,0.162023,0.19542512,0.0,0.1229123,0.11207671,0.1893961,0.12728885,0.10840217,0.059770953,0.13352223,0.13241464,0.0,0.04735359,0.0,0.18099537,0.107751645,0.15261376,0.09578334,0.17642255,0.0,0.18622592,0.0,0.13364722,0.0,0.0,0.1305681,0.1757862,0.11724615,0.08377913,0.0,0.24522978,0.13150282,0.035222497,0.14938915,0.08878088,0.0,0.047030795,0.0,0.0,0.17701998,0.18975201,0.13703924,0.13002172,0.16048,0.0010466035,0.063588746,0.173454,0.090326026,0.17754735,0.15381478,0.12206602,0.14179945,0.18682468,0.23460363,0.15903398,0.0,0.0,0.17940016,0.06976002,0.06389056,0.16096283,0.11764562,0.07889381,0.1417529,0.21085104,0.0,0.18262285,0.12618972,0.21353495,0.0,0.06684336,0.010777594,0.14275976,0.12593701,0.025614344
alitamovie,0.44307265,0.39809647,0.22078273,0.3872145,0.0,0.6553626,0.55109686,0.0,0.0,0.35053766,0.16830227,0.25557908,0.51107657,0.5950476,0.2126848,0.6322507,0.71970564,0.75829035,0.39899805,0.0,0.630565,0.6205769,0.5652422,0.4276828,0.26578423,0.44322476,0.3453272,0.3117367,0.76774156,0.11644861,0.20560482,0.3771945,0.51140577,0.5864279,0.031764783,0.343082,0.6048797,0.57348686,0.579562,0.68495256,0.6639362,0.06047596,0.46880397,0.49045005,0.69648695,0.7621625,0.6867101,0.7678594,0.1600347,0.095497996,0.44648314,0.0,0.5541878,0.0,0.7343333,0.79344773,0.0,0.8088941,0.39130878,0.3914208,0.3338832,0.21559057,0.23213263,0.41889438,0.955526,0.39536393,0.55687124,0.6204085,0.5450199,0.41068134,0.0,0.45697758,0.22548458,0.024114424,0.68466234,0.4867498,0.5425968,0.0,0.45215702,0.5110559,0.70863307,0.51601756,0.5666789,0.12227355,0.40136132,0.5104482,0.0,0.23452637,0.0,0.6701699,0.58087885,0.49978298,0.4449817,0.67405283,0.0,0.7219548,0.0,0.40736473,0.0,0.0,0.59736973,0.40941095,0.29598528,0.17326245,0.0,0.7040144,0.698608,0.06387951,0.6696161,0.19670689,0.0,0.0,0.0,0.0,0.43598112,0.6818712,0.5475141,0.43262237,0.716972,0.07438865,0.3440475,0.6769188,0.2311943,0.3836214,0.7785184,0.30800006,0.45764512,0.7432336,0.87741125,0.33293113,0.0,0.0,0.7637822,0.5533727,0.22978687,0.6553081,0.51560074,0.34601423,0.36223534,0.7674659,0.0,0.87500143,0.62301683,0.73831874,0.0,0.28301066,0.0,0.60797954,0.30251637,0.106387265
