movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89
21bridgesmovie,0.2508724,0.30487266,0.5158558,0.34076935,0.27315405,0.28811693,0.32449114,0.23813435,0.3646128,0.14097053,0.06313528,0.0,0.3234802,0.27750984,0.57818913,0.5382048,0.5036064,0.0,0.33906513,0.18991189,0.0,0.50960237,0.34796396,0.465603,0.45669276,0.2538186,0.5312722,0.042451214,0.40065238,0.4989604,0.43024868,0.47959185,0.6102405,0.3456542,0.22016945,0.16355476,0.43904927,0.38526094,0.26803118,0.28679344,0.3199436,0.0,0.0,0.5649308,0.4971783,0.43535998,0.50700057,0.63039243,0.18061909,0.4607541,0.21090394,0.39883316,0.32802546,0.45385945,0.64983964,0.40173542,0.62093145,0.4769009,0.4956143,0.32332426,0.434329,0.19157901,0.45814013,0.5999365,0.21465173,0.29148248,0.37060186,0.23236297,0.34822792,0.24858952,0.44556597,0.38502502,0.24354325,0.17838871,0.50587595,0.0,0.0,0.18906483,0.3836337,0.29979238,0.56914234,0.33863986,0.1886685,0.20702772,0.26633084,0.52312815,0.0,0.44977915,0.34906748,0.28386787
47metersdown,0.29118165,0.3040844,0.6208195,0.27957618,0.27414572,0.47151512,0.33703846,0.34262124,0.4345705,0.2543509,0.13879481,0.0,0.4114409,0.4391166,0.847195,0.59783274,0.45242697,0.0,0.3052174,0.05000175,0.0,0.61795217,0.3434963,0.52728987,0.42579675,0.49905255,0.56518435,0.09515943,0.36170486,0.5668756,0.7202189,0.47906533,0.58474284,0.46815497,0.14342442,0.2028664,0.6006965,0.58634764,0.096591264,0.14237656,0.30964324,0.12713452,0.2997482,0.6727503,0.37442836,0.65110713,0.5218412,0.5181915,0.387485,0.58420646,0.28968114,0.5608926,0.54440224,0.5729281,0.5938291,0.59927934,0.5727085,0.6038813,0.545634,0.35665607,0.37373516,0.36681378,0.50815064,0.5863802,0.20776853,0.29459682,0.3194258,0.50373214,0.4316722,0.13881162,0.21534543,0.34426466,0.48969883,0.22181572,0.43771738,0.0,0.0,0.4265383,0.4288571,0.3415027,0.28251317,0.60604656,0.35231414,0.270366,0.40374702,0.54848224,0.0,0.6167244,0.5602471,0.16282241
abeautifuldaymovie,0.31578055,0.15236792,0.5281799,0.2814418,0.36884412,0.38795942,0.26433656,0.2854456,0.2538267,0.22742006,0.2190142,0.0,0.3862221,0.28647444,0.5908925,0.47563794,0.43848792,0.0,0.3186202,0.0,0.0,0.49508122,0.3197262,0.39389434,0.41747582,0.2807063,0.3358176,0.17292798,0.23454073,0.47136822,0.42995682,0.49010614,0.45974606,0.40458873,0.3645619,0.31083995,0.38627806,0.3916834,0.17499404,0.27095395,0.18103874,0.16538377,0.05651922,0.45449826,0.44859704,0.4101712,0.4174983,0.6166491,0.22472093,0.41248542,0.3197444,0.37815288,0.24300817,0.38967222,0.39468744,0.35603398,0.47820044,0.62904435,0.44305822,0.20005183,0.33560857,0.18920845,0.30283663,0.39633468,0.15202224,0.10995639,0.38847724,0.3558843,0.46054304,0.25227907,0.36532247,0.26733458,0.3224947,0.11998595,0.41701174,0.0,0.0,0.15933768,0.28816265,0.34884825,0.28837195,0.34876257,0.1638248,0.21789329,0.25058717,0.38404956,0.0,0.5235747,0.4171503,0.29077095
abominablemovie,0.42702815,0.28211358,0.94576114,0.4781254,0.7699453,0.691295,0.59535205,0.568559,0.58166283,0.16739473,0.47755393,0.0,0.41289905,0.49977082,1.3148888,0.8847587,0.83179575,0.0,0.3646952,0.0,0.0,0.6501758,0.8539861,1.0255315,0.70961213,0.46406043,0.83011997,0.36882445,0.41539058,0.8530825,0.94277966,0.7438525,1.1566427,0.67196167,0.4213784,0.47075817,0.7693733,0.89209825,0.2825536,0.5410215,0.2419699,0.23388177,0.0,0.7555678,0.5736372,0.45847574,0.6727292,1.0846838,0.40663928,1.0907965,0.6321687,1.0077972,0.7449574,0.8222809,0.9834093,0.6871421,0.52306664,0.94468784,0.7414301,0.49368194,0.80247515,0.390858,0.5366617,0.675369,0.42053342,0.3145471,0.66099006,0.72309417,0.8451572,0.3589162,0.48638833,0.31692427,0.5349123,0.14280964,0.70580596,0.0,0.0,0.5904292,0.6244324,0.50874126,0.5040164,0.79890245,0.035118632,0.37408748,0.39491042,0.56929094,0.0,0.99825263,0.6516127,0.42098317
adastramovie,0.124004014,0.3058307,0.6384894,0.23816681,0.2143325,0.49761856,0.38870883,0.22224641,0.37389445,0.08656954,0.26509807,0.08212889,0.29970834,0.445867,0.6287457,0.52808917,0.24425568,0.0,0.26385343,0.048247695,0.0,0.48300892,0.23725778,0.46532342,0.4306367,0.415687,0.5411062,0.11334731,0.30833212,0.30173522,0.5421724,0.4871671,0.59706455,0.35936663,0.29743564,0.2292155,0.47752795,0.42507476,0.19340822,0.3342665,0.16765037,0.16083063,0.10615496,0.34912035,0.3790981,0.57224953,0.36574608,0.58269787,0.22544906,0.41169134,0.3665985,0.4223611,0.3343558,0.48725188,0.46718478,0.22892794,0.40642047,0.5573589,0.529933,0.30091488,0.38306573,0.13721816,0.5448987,0.38174543,0.22307801,0.16943455,0.32787478,0.28652674,0.47896916,0.14317131,0.36177078,0.2566464,0.45591483,0.23764575,0.43451267,0.0,0.0,0.22194342,0.42286682,0.2706887,0.4276729,0.26947922,0.059187435,0.05451884,0.3821641,0.42158908,0.0,0.48545337,0.28818056,0.26244712
adogsjourneymovie,0.42688814,0.48551893,0.8131742,0.85045063,0.52186346,0.971069,0.57039034,0.6365825,0.6032979,0.60568494,0.23455903,0.0,0.74226475,0.60008055,1.1013857,1.2061626,0.9852352,0.0,0.52140343,0.0733091,0.0,0.7404611,0.44999802,1.1869546,0.9902242,0.7784476,0.90180635,0.02846193,0.67950386,0.46790197,0.8120175,1.1656303,1.003257,1.0346141,0.41144013,0.3785726,0.78969765,0.6979391,0.6331522,0.4006036,0.55973846,0.29286075,0.0,0.9346831,0.94808394,1.0922945,1.23592,1.4747581,0.7229983,1.0903264,0.7004067,0.7775676,0.84602857,0.9097305,0.64682627,0.90035176,0.99130446,1.1402733,0.97471863,0.71843374,0.9887329,0.6019026,0.59971225,1.0288101,0.13996086,0.6673689,0.8892796,1.1828413,0.84364766,0.55450976,0.7720881,0.77108413,0.8999063,0.19483113,1.1664964,0.0,0.0,0.8024715,1.3353715,0.09099177,0.60294193,0.78128517,0.3765437,0.52479905,0.46980298,1.0073599,0.0,0.90960777,0.5360604,0.6321123
aftermathmovie,0.1810058,0.18196718,0.44449174,0.2928465,0.28867647,0.3158539,0.36297527,0.2801135,0.2860461,0.14548776,0.12985918,0.0,0.25233617,0.2039619,0.57393837,0.44880036,0.3327674,0.0,0.23067576,0.019619994,0.0,0.3800669,0.19842045,0.35513422,0.21145959,0.26052225,0.35674605,0.093681276,0.29751602,0.3381065,0.57622266,0.34653142,0.4631914,0.28668633,0.19320828,0.21662265,0.37884587,0.3331957,0.11950359,0.20281945,0.10820559,0.23715755,0.044342462,0.26310048,0.30580956,0.40609652,0.43636173,0.43831852,0.20463437,0.3744017,0.3538707,0.41934016,0.24258336,0.3643824,0.41195118,0.25436103,0.3846111,0.53679806,0.2809674,0.2021918,0.370124,0.1970317,0.34677994,0.48325297,0.23533097,0.16219729,0.42624626,0.24023312,0.37168738,0.20925306,0.2543791,0.1977585,0.30827698,0.110680446,0.3412091,0.0,0.0,0.17279138,0.3573197,0.18346082,0.27529466,0.38058686,0.079661526,0.23277484,0.25798556,0.3853994,0.0,0.4876463,0.26303238,0.2930591
aftermovie,0.14450662,0.26726955,0.48919827,0.2844631,0.34409136,0.29514605,0.26149377,0.28738678,0.29547945,0.23228759,0.12789054,0.0,0.39786965,0.16678733,0.5887765,0.5160989,0.39865088,0.0,0.31011,0.077165335,0.0,0.3361088,0.23397672,0.43124428,0.2250287,0.29604718,0.3867564,0.12016827,0.3813896,0.43387014,0.51386976,0.483574,0.5198024,0.38424775,0.24142268,0.17026699,0.5052891,0.41103256,0.31103724,0.21176858,0.20448099,0.11182359,0.022589661,0.31672874,0.44572598,0.4893914,0.45618337,0.6638262,0.269731,0.67741734,0.26998776,0.38656107,0.34979224,0.47040522,0.5218872,0.3649078,0.39572567,0.6256014,0.5412178,0.295672,0.30235788,0.42734045,0.44488862,0.4447148,0.1743823,0.1180474,0.41144404,0.306514,0.39045146,0.2738376,0.44828036,0.31960368,0.29423586,0.1713899,0.57043505,0.0,0.0,0.15667313,0.30226368,0.21698248,0.31049672,0.37013406,0.18931656,0.2934356,0.3037782,0.41999114,0.0,0.5872632,0.05406531,0.36319616
ahiddenlifefilm,0.07940236,0.10250169,0.23697315,0.14686811,0.13196237,0.15515028,0.14835367,0.12269847,0.14355645,0.062163748,0.058785092,0.0,0.16049668,0.15473945,0.27704456,0.2376147,0.17477456,0.0,0.11267774,0.0,0.0,0.20058027,0.13284612,0.24186838,0.16463873,0.13959374,0.20936006,0.06314736,0.13828027,0.1767893,0.21929665,0.22405739,0.28085804,0.18553792,0.12253202,0.09187735,0.21858013,0.17673211,0.10957068,0.118531615,0.07113892,0.059959576,0.030996148,0.19991995,0.1752884,0.20991918,0.22063209,0.25599712,0.1204297,0.24830106,0.14526804,0.18960425,0.1710474,0.20129701,0.23039971,0.17317162,0.19899115,0.27670643,0.21809961,0.118388996,0.19775495,0.11378813,0.16705556,0.21462978,0.0764932,0.08989122,0.17455345,0.14304997,0.20280185,0.08680745,0.16816598,0.14722052,0.17440717,0.084315866,0.20990735,0.0,0.0,0.11908193,0.15450132,0.13124342,0.1588758,0.15808485,0.060320802,0.08485249,0.14669263,0.18861619,0.0,0.24164091,0.13582751,0.116983384
alitamovie,0.019864816,0.542426,0.9091154,0.27672052,0.3880902,0.47921342,0.5810743,0.5148367,0.8282327,0.16865,0.3667729,0.0,0.45947936,0.5114334,0.95058274,0.7741379,0.5743023,0.0,0.25006318,0.0,0.0,0.56252325,0.46777964,0.7714447,0.49499717,0.52910054,0.72690296,0.03979365,0.41693547,0.75878364,0.63793606,0.87903255,0.7506152,0.45140687,0.23170194,0.3776438,0.59495866,0.70302105,0.36618733,0.22713284,0.2688481,0.1176065,0.0,0.85883325,0.54301506,0.6020664,0.58781016,0.8109626,0.40184498,0.57009083,0.4501332,0.77578545,0.48865813,0.724899,0.61011,0.47072792,0.66368335,0.7517744,0.6703047,0.35898173,0.49460045,0.0,0.75104624,0.5551069,0.27468956,0.23295167,0.5073162,0.2747759,0.69250387,0.22543469,0.5319515,0.50237715,0.63547355,0.28744903,0.5862458,0.0,0.0,0.26601657,0.5889873,0.2610602,0.7249881,0.56013834,0.13463047,0.2862368,0.61243516,0.6981399,0.0,0.7734239,0.44111592,0.1749241
