movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109
21bridgesmovie,0.4089802,0.448798,0.5314691,0.1113443,0.0,0.0,0.48164186,0.0,0.44280738,0.4896263,0.34642172,0.54208905,0.23626038,0.46444124,0.03970574,0.0,0.45390883,0.0,0.46629667,0.071214184,0.0,0.40545937,0.31492966,0.47648528,0.0,0.23999368,0.48459294,0.25147462,0.58328784,0.6200448,0.0,0.50247955,0.0,0.2032199,0.38959453,0.0,0.49455196,0.21859427,0.40110484,0.3931156,0.21072909,0.43676135,0.1510678,0.33242476,0.11804528,0.5111362,0.66331106,0.4559811,0.0,0.0,0.0,0.5037075,0.010105705,0.37600446,0.39661708,0.4491054,0.42993757,0.35138378,0.453695,0.53671885,0.35952437,0.38157415,0.5659309,0.30564615,0.30039704,0.4245975,0.38002503,0.40740064,0.36445928,0.45509803,0.0,0.4446702,0.45498455,0.5900554,0.0,0.0,0.0,0.63370866,0.2393158,0.47502175,0.3023899,0.41931754,0.6668604,0.32624203,0.10922254,0.5517534,0.37343565,0.41803595,0.24173716,0.45519912,0.33238727,0.0,0.36386052,0.0,0.43536347,0.37669513,0.0,0.37126127,0.0,0.54656565,0.5127052,0.27792674,0.4252058,0.49535593,0.20446095,0.44300547,0.11814286,0.0,0.41055733,0.38155752
47metersdown,0.6507164,0.69011223,0.77682334,0.37418184,0.036195196,0.0,0.38529977,0.0,0.34741637,0.5737128,0.42992842,0.5586421,0.14280114,0.31249,0.09447703,0.0,0.4292406,0.0,0.5862727,0.14584589,0.0,0.50180453,0.35097986,0.6068467,0.0,0.19433711,0.44295755,0.19565049,0.72101134,0.7569418,0.0,0.53496456,0.0,0.30737647,0.4991409,0.0,0.8464886,0.31269044,0.69176054,0.59345543,0.41308427,0.78695667,0.002285922,0.336218,0.38805366,0.4929851,0.6879516,0.52201587,0.0,0.0,0.0,0.49702027,0.0,0.5048455,0.46846715,0.5222773,0.70605713,0.3517145,0.4847689,0.49011114,0.42975944,0.4259357,0.5870531,0.1070423,0.53186077,0.6473052,0.53366363,0.49558583,0.5015805,0.38088197,0.0,0.3062064,0.68569636,0.8128958,0.0,0.0,0.0,0.6026394,0.19943546,0.42467287,0.27896962,0.49052,0.43492332,0.21147156,0.2288801,0.4401945,0.5678394,0.59378016,0.24993569,0.7718055,0.33507225,0.0,0.4860636,0.0,0.47398582,0.47751397,0.2610644,0.6727521,0.0,0.5916943,0.5694798,0.38962734,0.5617678,0.58767784,0.063565694,0.7115714,0.22030973,0.0,0.32424098,0.37837932
abeautifuldaymovie,0.4860109,0.6464864,0.49040607,0.2266854,0.0,0.0,0.3598454,0.0,0.39698824,0.5594097,0.3175952,0.53553075,0.388995,0.25678337,0.10756775,0.0,0.48290345,0.0,0.43767792,0.22857061,0.0,0.39172462,0.36999387,0.4692655,0.0,0.24410385,0.40405947,0.22211872,0.54043716,0.5922214,0.0,0.49165204,0.0,0.21185167,0.40708745,0.0,0.6631225,0.37887862,0.4883938,0.42180312,0.35641363,0.49650428,0.3032398,0.41714942,0.09749015,0.42864963,0.65849334,0.4571709,0.0,0.0,0.0,0.42913476,0.01933522,0.45248023,0.45893705,0.4019057,0.5441918,0.30947557,0.49942654,0.45161173,0.33835346,0.25540495,0.60105175,0.25448292,0.2513162,0.46549442,0.31842253,0.3170799,0.41477197,0.55825734,0.0,0.37019902,0.58450323,0.5964426,0.0,0.0,0.0,0.6506589,0.19568743,0.51259226,0.283771,0.40769917,0.57193416,0.26721886,0.0,0.5698587,0.33430082,0.6101815,0.0,0.64963776,0.32139492,0.0,0.29087207,0.0,0.5170511,0.3998947,0.0,0.64478314,0.0,0.5500022,0.5321745,0.14283727,0.5433072,0.54483914,0.09796396,0.5978605,0.1524503,0.0,0.4113859,0.2800604
abominablemovie,0.7018194,0.92092115,0.5206987,0.21806464,0.0,0.0,0.724644,0.0,0.78557456,0.79004073,0.66587716,0.95517045,0.20540988,0.48679915,0.3951284,0.0,0.6314495,0.0,0.6867817,0.17925252,0.0,0.6435624,0.41448042,0.5842674,0.0,0.46041802,0.42442474,0.5566655,0.6562271,0.96697325,0.0,0.6935915,0.0,0.52886474,0.6962539,0.0,0.7556956,0.3812389,0.8715765,0.6404949,0.69684696,0.6672512,0.24769041,0.6064344,0.37104738,0.84702027,0.9984408,0.67960614,0.0,0.0,0.0,0.55908054,0.19425887,0.6444106,0.71279573,0.6934591,0.82160693,0.65003467,0.89396536,0.85026735,0.40876728,0.5590745,0.8883946,0.108961545,0.4477709,0.6665165,0.6392175,0.71943367,0.7011929,0.68628174,0.0,0.6738556,0.5748541,0.9160404,0.0,0.0,0.0,0.73497194,0.13842721,0.64798564,0.35357594,0.49531913,0.70662105,0.35527998,0.017592402,0.88701636,0.6724196,0.7755045,0.11717792,0.92859465,0.3887087,0.0,0.63612247,0.0,0.78732777,0.68842894,0.017961388,0.72064173,0.0,0.70151746,0.7623156,0.3726425,0.7479187,0.8135865,0.23054408,0.693451,0.24035612,0.0,0.7422389,0.54474807
adastramovie,0.47088093,0.52502865,0.43459836,0.21387598,0.0,0.0065905955,0.32269427,0.0,0.51051533,0.46465993,0.45041338,0.56469077,0.31820154,0.35925707,0.12443335,0.0,0.55261993,0.0,0.4987661,0.18894632,0.0,0.41207126,0.37185657,0.40707842,0.0,0.24191155,0.36600932,0.21837495,0.38871437,0.51204586,0.0,0.36399126,0.0,0.36678976,0.36179894,0.0,0.42120585,0.25348485,0.4647552,0.36945844,0.39894938,0.39663276,0.11461254,0.1863899,0.12452259,0.44741973,0.64555234,0.41260535,0.0,0.0,0.0,0.30152875,0.12264126,0.46313068,0.39580038,0.39516574,0.4020391,0.4595111,0.51439315,0.5783508,0.3761965,0.37474853,0.60280174,0.16859494,0.3352394,0.4865512,0.4393787,0.35888883,0.36670467,0.47407067,0.0,0.47587413,0.48667708,0.49476707,0.0,0.0,0.0,0.5977851,0.20275389,0.49459615,0.23255524,0.31849337,0.3958414,0.30092877,0.11487058,0.4331539,0.27788997,0.5162324,0.13206515,0.55941373,0.27243787,0.0,0.42805037,0.0,0.46201935,0.38928238,0.11239985,0.45857793,0.0,0.4048035,0.44962287,0.17768101,0.4930497,0.462803,0.116195425,0.5731332,0.050675303,0.0,0.42404574,0.3469485
adogsjourneymovie,1.2398255,1.3461915,1.3842988,0.31581086,0.0042989897,0.0,1.0519052,0.0,0.76241195,0.87055075,0.73590016,1.2120304,0.7089733,1.0693347,0.3816769,0.0,0.8453923,0.0,1.0874144,0.2517218,0.0,1.0011075,0.7927777,1.0633024,0.0,0.39447913,0.9014952,0.48229915,1.097869,1.5374383,0.0,1.1095091,0.0,0.36683413,0.63878626,0.0,1.3769952,0.4050508,0.8986206,0.7375176,0.27990395,1.1103189,0.6417061,0.47880447,0.4094692,1.0566009,1.7575777,0.94159794,0.0,0.0,0.0,0.74197054,0.060671434,0.87615705,0.9659357,1.0055927,1.3692586,1.230719,1.0706176,0.95161134,0.814269,0.6494067,1.2838031,0.47375834,0.72029,1.194799,0.49674067,1.233591,0.85349554,1.1031004,0.0,0.8991516,0.68053335,1.0302817,0.0072672884,0.0,0.0,1.2791026,0.37285104,1.1568133,0.9583908,1.0381451,1.2076777,0.6132413,0.07145202,1.1727061,0.88052374,1.1411827,0.10124999,1.0645727,0.688762,0.0,1.2755059,0.0,0.9780983,0.98754305,0.0,1.0606419,0.12552872,0.8920064,0.7681848,0.22997737,1.030085,1.0556579,0.22678505,1.4080737,0.11010737,0.0,0.7438853,0.7220417
aftermathmovie,0.43694508,0.39669153,0.3695971,0.15325603,0.014230494,0.0,0.38532683,0.0,0.340993,0.42856628,0.35402334,0.45917985,0.2122465,0.3299939,0.043699555,0.0,0.29507354,0.0,0.3833586,0.10844084,0.0,0.29106358,0.26165086,0.4181781,0.0,0.24946217,0.3018075,0.124466315,0.47481245,0.4729348,0.0,0.3961794,0.0,0.15858808,0.1955465,0.0,0.41817924,0.21840483,0.42364487,0.3863606,0.293587,0.40627474,0.16049618,0.21554166,0.11973403,0.4624638,0.5323803,0.35212055,0.0,0.0,0.0,0.2655338,0.023544518,0.34500206,0.37635407,0.29761615,0.41178918,0.3848954,0.36975878,0.45782307,0.27253595,0.25858772,0.37828833,0.14336967,0.218261,0.35800382,0.32305697,0.3932442,0.3230488,0.32145357,0.0,0.3713084,0.38453946,0.34400362,0.0,0.0,0.0,0.56087905,0.14392796,0.43256888,0.31022236,0.36991316,0.36788526,0.28987733,0.0,0.41114938,0.4001888,0.43146265,0.21101135,0.36147302,0.19870588,0.0,0.3808466,0.0,0.43344784,0.29343024,0.0,0.47998378,0.04902816,0.41294762,0.4734902,0.15787172,0.36610326,0.4646172,0.13809568,0.40287364,0.18564177,0.0,0.3184693,0.39485183
aftermovie,0.48940176,0.5803047,0.48984954,0.21399623,0.0,0.0,0.4288524,0.0,0.4122899,0.47387332,0.47506222,0.61250573,0.37532926,0.51367295,0.10796738,0.0,0.47594398,0.0,0.44034746,0.043239504,0.0,0.38045022,0.28617612,0.46391612,0.0,0.3252888,0.4802138,0.33306712,0.5106291,0.6157749,0.0,0.7183949,0.0,0.35807404,0.38921356,0.0,0.53129536,0.32631814,0.61564445,0.5651579,0.3230678,0.58055323,0.20334014,0.22584145,0.2202181,0.53169787,0.7360094,0.47125888,0.0,0.0,0.0,0.40697554,0.15101846,0.47038272,0.4378099,0.5165208,0.6575919,0.41456926,0.47024423,0.4935716,0.4872802,0.5005456,0.5020189,0.21502955,0.2509194,0.5363565,0.432971,0.5683805,0.5050314,0.50937915,0.0,0.54417896,0.56568354,0.55235636,0.0,0.0,0.0,0.6060378,0.11588223,0.40577337,0.36772212,0.5029223,0.53632766,0.37583864,0.21522105,0.5366321,0.23477367,0.44885516,0.25721645,0.43799394,0.27232575,0.0,0.51231813,0.0,0.48472816,0.3915762,0.088238835,0.5898157,0.0,0.5381546,0.6051884,0.15139161,0.5638754,0.5842675,0.12347943,0.6788059,0.16179094,0.0,0.37211287,0.3597064
ahiddenlifefilm,0.20325781,0.22468361,0.18644571,0.08559996,0.0,0.0,0.16897905,0.0,0.16146433,0.20141627,0.15611205,0.23959623,0.11837503,0.16404891,0.05644213,0.0,0.16821198,0.0,0.19215676,0.06627806,0.0,0.1503215,0.109280445,0.18268293,0.0,0.09822206,0.16414322,0.11129142,0.21627857,0.24768685,0.0,0.2018466,0.0,0.09062168,0.15787955,0.0,0.21559586,0.12345382,0.20891231,0.18014124,0.12541038,0.20685722,0.09780669,0.12358031,0.08626078,0.21179514,0.28771257,0.16448183,0.0,0.0,0.0,0.15429838,0.04330331,0.16166376,0.18095621,0.16499747,0.20335262,0.15740763,0.19459856,0.19774634,0.13116874,0.15883942,0.21163271,0.070316635,0.103658624,0.18109024,0.15457931,0.17143828,0.17816678,0.1717285,0.0,0.18703099,0.19133599,0.22234605,0.0,0.0,0.0,0.22943692,0.06564267,0.186086,0.10729182,0.17310591,0.2135763,0.11283623,0.03350798,0.20711333,0.15568367,0.21109623,0.064468645,0.21838331,0.119529955,0.0,0.18279,0.0,0.19854635,0.13665546,0.01709539,0.19960465,0.0,0.20438938,0.19784495,0.07853642,0.20185299,0.20173097,0.05657059,0.22545715,0.058746073,0.0,0.14814082,0.14803974
alitamovie,0.7971803,1.0068663,0.7634802,0.37760967,0.0,0.0,0.60512364,0.0,0.55422527,0.85379297,0.8497284,0.8016264,0.48530263,0.56336,0.254978,0.0,0.81096786,0.0,0.88812023,0.18325707,0.0,0.45496026,0.56769973,0.7124332,0.0,0.36763838,0.8142723,0.44139743,0.9731586,0.911242,0.0,0.8337917,0.0,0.65077305,0.7470742,0.0,0.76476234,0.42473263,0.76261353,0.6543959,0.44091043,0.67986166,0.21092167,0.05717341,0.24014977,0.825874,0.8936394,0.6276759,0.0,0.0,0.0,0.64339584,0.020594826,0.64913535,0.6679797,0.7594368,0.8923408,0.5953112,0.80248636,0.779182,0.627349,0.7276386,0.8027306,0.12599105,0.54236984,1.0197564,0.714942,0.87105274,0.81954986,0.9939852,0.0,0.5413792,0.53555775,0.8687915,0.0,0.0,0.0,0.859302,0.4261935,0.65343255,0.4565085,0.7015638,0.5644105,0.4540948,0.19807763,0.95641375,0.5917352,1.107672,0.5024828,0.82430685,0.44112054,0.0,0.74368393,0.0,0.67068547,0.8482116,0.11000487,0.78664255,0.0,0.66516674,0.74578726,0.34516984,0.8391754,0.88659227,0.0,0.88310915,0.0071190745,0.0,0.7335478,0.5974029
