movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129
21bridgesmovie,0.26475018,0.31685486,0.36008656,0.3803632,0.0,0.31886458,0.5139496,0.23132747,0.101580225,0.22526334,0.33781648,0.3465436,0.23096183,0.25295877,0.31068662,0.39085293,0.2109289,0.35979834,0.14993687,0.3167782,0.5344974,0.25674877,0.0,0.62634367,0.6196467,0.32283968,0.0,0.0,0.40026668,0.0,0.42288715,0.3482527,0.041658442,0.11621369,0.37481976,0.37162453,0.3920469,0.4202049,0.3056527,0.4071854,0.27732655,0.108391166,0.42430076,0.19308898,0.41143307,0.43640256,0.0,0.32491282,0.34686393,0.30370444,0.14512722,0.39769635,0.14336924,0.0,0.5724507,0.3062737,0.0,0.1510377,0.30564368,0.2587959,0.14379583,0.32610828,0.096374325,0.0,0.3336325,0.0,0.0,0.23496372,0.3341356,0.16961664,0.0,0.3853621,0.43849006,0.42424828,0.0,0.16107942,0.058490008,0.31426618,0.43932962,0.4098557,0.22385027,0.3339138,0.24396338,0.41515023,0.0,0.36263308,0.0,0.3621342,0.086204164,0.40090546,0.26820993,0.011997702,0.5522189,0.0,0.63625395,0.3000541,0.34386384,0.39067858,0.0,0.0,0.0,0.47223622,0.57861185,0.3118643,0.35740757,0.19818722,0.0,0.3227697,0.0,0.56138796,0.27914983,0.19822118,0.41631424,0.30168498,0.21150638,0.19826521,0.36109734,0.48994413,0.35518357,0.33001152,0.03739556,0.37179098,0.2720223,0.13446061,0.1358331,0.3173571,0.03511633,0.44127944,0.32059276,0.0
47metersdown,0.81518835,0.8351923,0.35619214,0.570224,0.0,0.63876396,1.0596478,0.45793962,0.24597768,0.546994,0.62321365,0.477679,0.63929737,0.4897518,0.48102757,0.5089108,0.47504553,0.18997347,0.4143024,0.5758768,0.95539224,0.09381581,0.0,1.0039912,0.709405,0.7697645,0.0,0.0,0.57154566,0.0,0.57563907,0.31346077,0.17012337,0.2784171,0.6562596,0.73595023,0.75026417,0.22223663,0.5440301,0.4903507,0.33513087,0.2646625,0.48892,0.18001461,0.5643554,0.66952986,0.09730219,0.34667447,0.6756261,0.6810846,0.23205982,0.4167231,0.47508192,0.0,0.8285855,0.38807133,0.0,0.40865588,0.6308472,0.36642987,0.2366973,0.84290934,0.13513583,0.0,0.4869988,0.17684571,0.0,0.23575123,0.68281794,0.17302099,0.0,0.68961626,0.6557326,0.34275514,0.0,0.37839878,0.24229951,0.62300754,0.5373822,0.5552769,0.66772914,0.37338674,0.2538874,0.59804606,0.0,0.86517173,0.0,0.602118,0.26819912,0.6241161,0.3302973,0.011393594,0.72877604,0.0,0.4625077,0.46103343,0.60822475,0.54544884,0.0,0.0,0.0,0.44826925,0.4820389,0.5806318,0.5407005,0.28154036,0.0,0.2854905,0.0,0.8133252,0.3956938,0.3490526,0.5999217,0.31660438,0.38507926,0.40942538,0.6243455,0.54611075,0.8122969,0.37293714,0.20322831,0.38282466,0.7590496,0.02852447,0.1792559,0.4828443,0.0,0.45238388,0.46571964,0.13550694
abeautifuldaymovie,0.34195372,0.2869271,0.14315632,0.41991386,0.0,0.39261734,0.47229844,0.12694454,0.097368635,0.2797967,0.4067302,0.33576664,0.17525291,0.3016117,0.33142862,0.3934348,0.23560742,0.0631114,0.19645955,0.42469546,0.4450453,0.13208848,0.0,0.57264775,0.44260925,0.3893479,0.0,0.0,0.35540146,0.0,0.29876843,0.28180134,0.31051165,0.1207265,0.3768547,0.3914093,0.37288934,0.3906028,0.123715304,0.27683526,0.23494776,0.20749284,0.31588635,0.0930103,0.4031936,0.41928208,0.006602168,0.17423193,0.33778107,0.32329854,0.16694367,0.05097857,0.18303709,0.0,0.37874928,0.19137716,0.0,0.35037422,0.24000466,0.07756225,0.14197348,0.37394753,0.058498897,0.0,0.4136741,0.1372364,0.0,0.20090476,0.5196226,0.2890951,0.010366351,0.61800194,0.24684766,0.32875884,0.0,0.3244605,0.14444232,0.33983842,0.35080993,0.3717068,0.26118684,0.35582194,0.47040373,0.53254676,0.0,0.48303246,0.0,0.24046922,0.11925253,0.3967186,0.19977832,0.0,0.60052645,0.0,0.40288556,0.34536996,0.2983329,0.39998776,0.0,0.0,0.0,0.24204558,0.38328746,0.29731327,0.39729688,0.106959686,0.0,0.29096544,0.0,0.3925716,0.38229394,0.35660836,0.44373584,0.23548359,0.21362191,0.2627784,0.282998,0.35402,0.3629404,0.16086668,0.11589067,0.3847267,0.37081876,0.09701407,0.0702019,0.48242107,0.115204476,0.38455126,0.27061594,0.13353178
abominablemovie,0.47228283,0.5601245,0.4526775,0.6673021,0.0,0.8385585,0.95335746,0.4582489,0.22795296,0.45298898,0.6019476,0.42452535,0.6367164,0.50281745,0.4236861,0.8539169,0.69235665,0.13573293,0.8864038,0.35150558,0.97562784,0.421261,0.0,0.8119604,0.7603552,0.73431194,0.0,0.0,0.44023323,0.0,0.6840734,0.3132052,0.34943867,0.14074302,0.47108456,0.6455492,0.83461416,0.7420761,0.4152681,0.5167538,0.5964256,0.38819277,0.64666206,0.31071916,0.5683714,0.65924996,0.0,0.30569407,0.5975839,0.6891827,0.067236416,0.40548572,0.5322485,0.0,0.75309813,0.4165356,0.0,0.67987376,0.4048428,0.20072135,0.2131163,0.4358682,0.38448647,0.1444091,0.41927418,0.14387508,0.0,0.12960789,0.5824713,0.42784357,0.0,0.8484326,0.5930226,0.55547786,0.0,0.0,0.13359249,0.68311,0.45397222,0.41641384,0.3146416,0.46765977,0.35595968,0.7909968,0.0,0.6575918,0.0,0.32342613,0.07360848,0.5936355,0.27750868,0.0,0.8790054,0.0,0.50667083,0.5434345,0.49235097,0.7001194,0.05167483,0.0,0.0,0.6635136,0.77154076,0.72291553,0.50625783,0.15201871,0.0,0.432705,0.0,0.6728843,0.45053113,0.44789997,0.48468432,0.41859138,0.2599817,0.1176485,0.5652311,0.48801053,0.68255335,0.47959664,0.13600796,0.45090365,0.423169,0.0,0.18565395,0.39008364,0.032284096,0.61111945,0.63052297,0.112045884
adastramovie,0.36904418,0.38496682,0.25183144,0.45459905,0.0,0.38558763,0.57039297,0.31918824,0.0829419,0.19616951,0.3484111,0.2909881,0.199745,0.12279548,0.3897358,0.38153484,0.3216184,0.18662292,0.36762482,0.39981297,0.5678544,0.18121617,0.0,0.46174517,0.522966,0.43344247,0.0,0.0,0.3540802,0.0,0.48563054,0.24878964,0.2090917,0.06710006,0.43693593,0.26877937,0.3687848,0.38573185,0.39956778,0.3667867,0.33976316,0.31609112,0.3579009,0.228486,0.3957452,0.4666924,0.083503835,0.22792754,0.29394987,0.44698375,0.14696135,0.13100207,0.12862152,0.0,0.4426503,0.22415994,0.0,0.36356175,0.34641808,0.17613783,0.13026167,0.34805703,0.16285925,0.0,0.32020888,0.117900625,0.0,0.34984156,0.36968824,0.19826758,0.0,0.4816506,0.46155947,0.34536985,0.0,0.120260425,0.1068181,0.4263426,0.38863146,0.33606654,0.34264708,0.38802108,0.35045058,0.47084123,0.0,0.29602262,0.0,0.3224713,0.086690195,0.46834445,0.19990158,0.013470961,0.5114914,0.0,0.33123606,0.35138682,0.42279172,0.35920733,0.0,0.0,0.0,0.46649757,0.5483227,0.33248916,0.41497973,0.16225429,0.0,0.25645968,0.0,0.32061324,0.38696304,0.2558716,0.364672,0.20879221,0.19049065,0.12477332,0.41190246,0.39586115,0.47681823,0.18174356,0.051184062,0.45843798,0.22593223,0.2214042,0.12431982,0.4126909,0.14726976,0.43476164,0.3639788,0.07450457
adogsjourneymovie,0.8496682,0.9325822,0.96943855,0.7456145,0.0,0.7383309,1.4476944,0.59066695,0.55436707,0.633978,0.8792894,0.8662724,0.94074917,0.60684645,0.5184343,0.39416385,1.0710849,0.40094063,0.85814816,0.91767913,1.6394031,0.42267364,0.0,1.1063652,1.3825076,0.8334125,0.0,0.0,0.62476367,0.0,1.0577012,0.56580025,0.3693295,0.0,0.86356956,1.5311258,1.0505458,0.92419434,0.94314843,0.6753242,0.6844536,0.71451145,0.91189605,0.17065507,0.6907138,1.0570632,0.0,0.7177987,1.2443434,0.71505123,0.57854944,0.38800976,0.3898012,0.0,1.1461105,0.8315105,0.0,0.66507155,0.43004894,0.7112504,0.16810356,1.2997621,0.049761258,0.0,0.55266875,0.24589859,0.0,0.5616102,1.0130509,0.39182758,0.0,1.1428388,0.6313606,0.44563973,0.0,0.55751145,0.14739656,0.72611094,0.5938237,0.6126552,0.7727888,0.3596137,0.38986912,1.1452448,0.0,0.8044933,0.0,0.7792808,0.27095854,0.9507774,0.65059406,0.0,1.0940773,0.0,0.95022833,0.80941516,1.004838,0.81559193,0.16129345,0.0,0.0,0.60577124,1.1330862,0.7348334,0.88421905,0.5582618,0.0,0.7221277,0.0,0.9527192,0.6949288,0.62789637,1.0987431,0.37572747,0.61495143,0.41615635,0.5757263,0.9983016,0.35228246,0.3807007,0.24252525,0.5869768,0.6992396,0.40513143,0.37356833,0.7102883,0.060309663,1.0771991,0.5799179,0.08687309
aftermathmovie,0.33327547,0.28338748,0.16418129,0.31126282,0.0,0.27983767,0.51261044,0.24657299,0.064905174,0.21412173,0.3595024,0.4703471,0.21851403,0.25815415,0.27433345,0.24384001,0.32911542,0.25845015,0.24598594,0.23128384,0.3847778,0.19550775,0.0,0.5134325,0.45737872,0.3578577,0.0,0.0,0.19689527,0.0,0.34272173,0.23700231,0.12604497,0.11417829,0.1963912,0.30041572,0.35436448,0.28435007,0.30744633,0.30549523,0.291203,0.14976405,0.29053107,0.1622585,0.31146443,0.40206054,0.11852177,0.25292698,0.26841843,0.36879382,0.01195783,0.28353274,0.19560288,0.0,0.44197825,0.24700542,0.0,0.22361556,0.17289612,0.2776586,0.06574032,0.40773278,0.031602293,0.0,0.26589525,0.07174974,0.0,0.23192129,0.28541017,0.10338916,0.0,0.5183229,0.30263793,0.34762776,0.0,0.21371903,0.09817762,0.2592268,0.19460103,0.34712785,0.2848083,0.20279461,0.16980916,0.43576932,0.0,0.33334932,0.0,0.23114249,0.093056895,0.39843842,0.25983667,0.0,0.36765024,0.0,0.33728278,0.27235657,0.24130753,0.25465915,0.0,0.0,0.0,0.39615434,0.39771858,0.3886362,0.2752519,0.10836445,0.0,0.19390798,0.0,0.34448525,0.3635782,0.215414,0.34250125,0.11063263,0.08727258,0.20390132,0.3431898,0.30307943,0.24258491,0.15690356,0.060507968,0.3307693,0.34652475,0.16375616,0.085724846,0.24278072,0.039018966,0.44565806,0.21141376,0.040184453
aftermovie,0.4870175,0.29162773,0.33414817,0.37953058,0.0,0.48974505,0.66132975,0.39963955,0.12517701,0.4732821,0.4180913,0.4041263,0.24998534,0.12318962,0.3993673,0.35818362,0.4371445,0.3440452,0.2983058,0.35691848,0.5646965,0.13441007,0.0,0.6206409,0.6480951,0.5444495,0.0,0.0,0.27272716,0.0,0.35271272,0.39044285,0.053163934,0.2056182,0.41105363,0.3737992,0.46049443,0.28702962,0.29816312,0.3504137,0.2809532,0.15164557,0.28160962,0.18622607,0.4139122,0.43330288,0.060956635,0.32200897,0.41341087,0.32168078,0.1364079,0.4340988,0.2595869,0.0,0.52458656,0.21917282,0.0,0.32457745,0.49858582,0.23744391,0.22207715,0.45214477,0.0,0.0,0.4153842,0.0,0.0,0.24568236,0.48782423,0.0776029,0.09670982,0.53376687,0.35533378,0.41137922,0.0,0.32445621,0.08556867,0.47723228,0.41995752,0.52869153,0.3063591,0.18538138,0.42938107,0.43232447,0.0,0.55457807,0.0,0.33650342,0.119132034,0.53996396,0.34145194,0.08312152,0.47775608,0.0,0.4461922,0.3214688,0.36897615,0.40213907,0.0,0.0,0.0,0.36612538,0.5330352,0.5721233,0.29575425,0.07869956,0.0,0.3714335,0.0,0.658056,0.38231552,0.42626378,0.343915,0.36062407,0.3604165,0.07531028,0.3716427,0.5232645,0.24558061,0.1647341,0.11391608,0.3924097,0.34541675,0.06617929,0.22685595,0.45292228,0.20446755,0.5922634,0.4217978,0.049712278
ahiddenlifefilm,0.18086992,0.15403691,0.14217322,0.1730055,0.0,0.18670654,0.28759295,0.11853603,0.07202188,0.16902621,0.19239603,0.20405118,0.14028068,0.10831327,0.17001054,0.16461717,0.15578537,0.077736616,0.13561727,0.14998126,0.23179935,0.07847306,0.0,0.25443435,0.25886807,0.20125563,0.0,0.0,0.16363445,0.0,0.19797787,0.1197946,0.07818626,0.069722824,0.187457,0.20106299,0.21319158,0.16782002,0.13818675,0.15205753,0.15497528,0.11410603,0.16578293,0.058248606,0.19153331,0.20053641,0.03992012,0.14142622,0.18749806,0.19413656,0.059551574,0.14033143,0.07491669,0.0,0.23176333,0.117280856,0.0,0.1381963,0.15379648,0.12601769,0.06834686,0.21136363,0.03925529,0.0,0.17263022,0.050618514,0.0,0.10204597,0.19036601,0.0955046,0.0,0.24480991,0.17050508,0.1653906,0.0,0.1053121,0.06603817,0.19536972,0.14595348,0.16355594,0.15342411,0.15238316,0.12982488,0.23808222,0.0,0.20552446,0.0,0.15457585,0.055903144,0.19628459,0.15633583,0.015011667,0.23275545,0.0,0.20245618,0.15590365,0.18182014,0.195104,0.0,0.0,0.0,0.20175035,0.22509986,0.16766934,0.17346582,0.080260724,0.0,0.12695488,0.0,0.2211181,0.18200773,0.14704652,0.19674474,0.11101382,0.12342789,0.091221035,0.16828458,0.1716952,0.15727355,0.10050945,0.047757167,0.15905187,0.14368092,0.0658011,0.07029359,0.1781103,0.045911968,0.21381795,0.15428011,0.041435067
alitamovie,0.49654096,0.24915788,0.24397008,0.68599594,0.0,0.34222355,0.8591875,0.5201606,0.19231108,0.39229596,0.7031762,0.5873738,0.40022978,0.29058877,0.6045346,0.46819088,0.29397607,0.23050588,0.37905788,0.55358654,0.5501092,0.23024954,0.0,0.66755265,0.58223444,0.8044835,0.0,0.0,0.20449199,0.0,0.43320042,0.39653,0.44417402,0.2980701,0.48957756,0.4379437,0.56958544,0.66208196,0.52043486,0.52315754,0.41368103,0.39716524,0.55799973,0.15939653,0.7360228,0.48741966,0.06014303,0.3787854,0.37399113,0.5973664,0.25853568,0.21863645,0.106235586,0.0,0.54685247,0.07595918,0.0,0.5999448,0.50389296,0.36551714,0.1448966,0.6215883,0.06785572,0.0,0.61186606,0.18351276,0.0,0.5980593,0.78053063,0.31732967,0.0,0.6920765,0.7027839,0.6071583,0.0,0.27693135,0.25099674,0.64769214,0.59138155,0.7036661,0.39464784,0.4027799,0.5791526,0.8604306,0.0,0.66866624,0.0,0.5255632,0.15841845,0.87606585,0.35873625,0.0,0.59231365,0.0,0.5944507,0.5554771,0.40771094,0.3366847,0.0,0.0,0.0,0.43736064,0.72347146,0.36362213,0.63883317,0.10007224,0.0,0.3880307,0.0,0.73949367,0.50926006,0.52890843,0.66404307,0.55429167,0.3530666,0.24293458,0.53382975,0.5586121,0.5287809,0.26561636,0.20351727,0.6943059,0.38195467,0.05952176,0.23818992,0.75893927,0.38045672,0.4235424,0.4684386,0.0
