movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149
21bridgesmovie,0.37192369,0.33842105,0.34296918,0.33791497,0.18918525,0.49126577,0.48032117,0.6017004,0.151204,0.0,0.50801086,0.0,0.17424132,0.34584665,0.0,0.0,0.20171593,0.14943466,0.0,0.116881855,0.0,0.0,0.38777643,0.5955631,0.51047856,0.39746633,0.21589378,0.0,0.2581043,0.3187594,0.41172713,0.2983644,0.22291236,0.43296614,0.4092703,0.10510008,0.0,0.5893215,0.26361415,0.23007864,0.24934813,0.09719691,0.28727287,0.4102843,0.46005306,0.32405433,0.35527945,0.0,0.2304412,0.49010363,0.19672376,0.23003583,0.19628716,0.38260245,0.0,0.40595362,0.3861505,0.44406155,0.3360057,0.3631379,0.23044991,0.48402905,0.1765297,0.48665586,0.0,0.3884699,0.41881275,0.26976725,0.24070615,0.30175602,0.0,0.0,0.4109768,0.0,0.32868308,0.33686706,0.369006,0.0,0.09834567,0.24126644,0.44213396,0.017383777,0.5839802,0.0,0.36683208,0.52074987,0.45997927,0.31845236,0.5011203,0.27734667,0.32289618,0.0,0.5173465,0.4611648,0.618912,0.0,0.4765512,0.43065536,0.20652615,0.40134242,0.0,0.3993995,0.0,0.4981612,0.27452692,0.0,0.32398584,0.45877644,0.32053602,0.12005835,0.40006632,0.41721213,0.0,0.0,0.09638899,0.0,0.2658528,0.04196084,0.14643604,0.14260513,0.28152558,0.36200583,0.19728975,0.0,0.43061894,0.0,0.4145815,0.089925095,0.49777496,0.023546899,0.13839053,0.42198354,0.021426978,0.41331434,0.37739852,0.3796774,0.5368527,0.06875563,0.2493952,0.1606486,0.28466478,0.0,0.32609522,0.09265944,0.40826496,0.3960775,0.38545397,0.20550564,0.1352281,0.31311378
47metersdown,0.46517265,0.47169247,0.4128581,0.5228984,0.3063729,0.41501662,0.49354893,0.510668,0.22737685,0.0,0.36156097,0.0,0.08039628,0.29275662,0.0,0.0,0.25480992,0.33814985,0.0,0.21930435,0.0,0.0,0.3778293,0.6728473,0.45598298,0.44852602,0.033980817,0.0,0.23336008,0.2727186,0.37618133,0.21880351,0.21676184,0.40953282,0.35215023,0.0372821,0.0,0.5495596,0.28408632,0.08211421,0.044803806,0.054444216,0.2241707,0.47591433,0.37768236,0.35268763,0.5645763,0.105243914,0.28596327,0.4598793,0.13609609,0.51977247,0.4306191,0.30003208,0.0,0.41818556,0.635515,0.22709766,0.4718848,0.44708768,0.40317822,0.5259038,0.17209455,0.40070668,0.0,0.5111724,0.5852268,0.24996342,0.3771885,0.36323318,0.0,0.049014803,0.38720247,0.017694654,0.44554716,0.4726176,0.25653243,0.0,0.25792512,0.3824209,0.4124338,0.06521799,0.5595954,0.0,0.33090615,0.57711536,0.56062204,0.3468548,0.40911597,0.339917,0.35085103,0.0,0.36725882,0.3056338,0.701032,0.0,0.46703035,0.37989756,0.22869092,0.5706919,0.12407426,0.2233814,0.0,0.2664753,0.2814692,0.0,0.39758173,0.35779247,0.4428806,0.008012341,0.4507319,0.24745749,0.0,0.0,0.055652197,0.0,0.3223467,0.26314688,0.36986315,0.27514082,0.27922243,0.48986375,0.06851194,0.0,0.49402195,0.0,0.5175364,0.0055402573,0.62571484,0.114167005,0.30019665,0.7484502,0.2877928,0.45518735,0.49987832,0.5679188,0.4965165,0.069398776,0.18321933,0.51087207,0.22973503,0.0,0.44681203,0.012571169,0.49936557,0.38088703,0.17255181,0.032421425,0.23624986,0.27566946
abeautifuldaymovie,0.33083174,0.32897744,0.25749075,0.28285995,0.31088695,0.36866516,0.2103575,0.38918403,0.1685512,0.0,0.3818983,0.0,0.30947852,0.35364562,0.0,0.0,0.2883805,0.28315765,0.0,0.11506801,0.0,0.0,0.27008507,0.5162976,0.26071468,0.2022336,0.19731453,0.0,0.15937793,0.3906376,0.24042624,0.2367351,0.30217522,0.33575007,0.40569028,0.018193064,0.0,0.5860892,0.2719628,0.26090404,0.36335826,0.26380345,0.18587129,0.3709167,0.42789242,0.25340998,0.26653597,0.0,0.17952967,0.43917215,0.20002949,0.38661614,0.113455705,0.4734128,0.0,0.428525,0.2772129,0.38087118,0.36104718,0.3437858,0.0,0.45334956,0.16644055,0.3868968,0.0,0.5478946,0.34780887,0.09760333,0.30978006,0.15330918,0.0,0.0,0.24291515,0.0,0.5317188,0.3029261,0.39434674,0.0,0.0,0.10248044,0.44512925,0.21873072,0.5476599,0.0,0.2610356,0.38536173,0.41884145,0.2246044,0.40581125,0.31627545,0.32855862,0.0,0.37388727,0.19925688,0.45479387,0.0,0.32612443,0.28889748,0.15361318,0.24761878,0.086704746,0.19582295,0.0,0.21010461,0.22669017,0.0,0.12838736,0.26308563,0.330243,0.14327408,0.393864,0.38424984,0.0,0.0,0.042452306,0.0,0.12334606,0.10748053,0.33470607,0.20919815,0.24040869,0.2438543,0.31047603,0.0,0.3790679,0.002187673,0.3673869,0.123769686,0.44369763,0.138437,0.1986621,0.43782604,0.121503554,0.28133953,0.39690402,0.39379323,0.42199603,0.0,0.18178757,0.09966321,0.31943488,0.0,0.38993633,0.11539294,0.35949597,0.32049218,0.35559466,0.30253193,0.19849867,0.30403754
abominablemovie,0.6639262,0.5431399,0.3518641,0.79927313,0.59768385,0.53483194,0.47555554,0.759213,0.051954135,0.0,0.5095569,0.0,0.15866776,0.5375922,0.0,0.108369984,0.7184304,0.7351343,0.0,0.49479935,0.0,0.0,0.7241747,0.76447207,0.61281765,0.60251933,0.462083,0.0,0.2313973,0.5266688,0.6018912,0.59915763,0.23185872,0.79901326,0.6464332,0.13719185,0.0,0.6815132,0.2348576,0.23223445,0.17324004,0.1636124,0.5739097,0.7780173,0.58677536,0.44893554,0.54987496,0.0,0.62568766,0.7762356,0.40903553,0.697484,0.39108688,0.68783474,0.0,0.54697806,0.52368367,0.66799664,0.58556956,0.6402581,0.25109076,0.9547269,0.0,0.5414728,0.0,0.47391817,0.49972638,0.3670926,0.356184,0.37111285,0.0,0.0,0.55981874,0.0,0.90657383,0.5958505,0.35473987,0.0,0.41154167,0.30065316,0.8414238,0.2112256,0.7011671,0.0,0.46320784,0.6487367,0.61690634,0.65381885,0.47712192,0.4339364,0.68170685,0.0,0.25861973,0.47368938,0.7042279,0.0,0.40634787,0.33293605,0.42495012,0.3818561,0.047323085,0.445929,0.0,0.6240409,0.62680596,0.0,0.25315517,0.40520206,0.3332773,0.1767249,0.40907452,0.68851465,0.0,0.0,0.092387736,0.0,0.13111313,0.0,0.45861244,0.19348806,0.6112166,0.2549142,0.41892555,0.0,0.4370013,0.029364087,0.4264855,0.2707647,0.78492516,0.10660369,0.3941565,0.5150907,0.16134179,0.6100575,0.82925427,0.41665548,0.8716166,0.0,0.36425847,0.175516,0.6207479,0.0,0.50199616,0.07126656,0.75153786,0.6918259,0.58027637,0.22197175,0.013597004,0.54862976
adastramovie,0.26584944,0.43739995,0.35839432,0.24042432,0.27244815,0.38875818,0.4099316,0.4987812,0.19909336,0.0,0.38203242,0.0,0.23298483,0.14027758,0.0,0.0,0.4445596,0.43945247,0.0,0.15516508,0.0,0.0,0.35275882,0.43768647,0.37524387,0.5267884,0.1812714,0.0,0.16218556,0.4006428,0.30920064,0.32173085,0.12525027,0.4861069,0.46487886,0.047423244,0.0,0.5579201,0.3010224,0.1854457,0.105597734,0.14347434,0.27196702,0.39681658,0.3796877,0.4213893,0.3069268,0.0,0.4245436,0.5470804,0.17150943,0.31355014,0.27424616,0.4655698,0.0,0.39116344,0.48288098,0.29885006,0.19802296,0.36751303,0.22928074,0.4081806,0.019843044,0.33823976,0.0,0.51782197,0.38125792,0.26774743,0.38817716,0.3208209,0.0,0.0,0.37519583,0.0,0.4723956,0.40997103,0.27102396,0.0,0.0926929,0.26553023,0.52694166,0.15918624,0.59233904,0.0,0.29735565,0.39957035,0.42265728,0.39499608,0.4147372,0.18252334,0.2774639,0.0,0.23324043,0.58566517,0.40064028,0.0,0.38707957,0.36289468,0.16442353,0.26910737,0.05743099,0.32165802,0.0,0.44420022,0.27300173,0.0,0.22245038,0.31705153,0.33492047,0.15451911,0.35085475,0.3102584,0.0,0.0,0.1256415,0.0,0.2602151,0.13746227,0.22208577,0.20077622,0.20545089,0.1546911,0.15057762,0.0,0.5300625,0.0,0.44839445,0.14089485,0.40817565,0.039312027,0.07119712,0.272319,0.09696175,0.4514549,0.4987762,0.3017373,0.56946856,0.0,0.29212752,0.29571587,0.35909888,0.0,0.31815064,0.0,0.36129636,0.44282064,0.3626669,0.2400004,0.25718984,0.36709413
adogsjourneymovie,0.6678496,0.7213523,0.35086885,0.89108264,0.76006925,0.6642342,0.91721517,0.85397565,0.08498517,0.0,0.95299417,0.0,0.0,0.37115386,0.0,0.0,0.6766125,0.6542906,0.0,0.1641093,0.0,0.0,0.62583244,0.6630965,0.52304715,1.001214,0.36612204,0.0,0.33883664,0.51888907,1.0001838,0.33788192,0.34594965,0.45204616,0.57773995,0.2156419,0.0,0.96704185,0.4468885,0.2329785,0.73191553,0.44859836,0.32679498,1.0298829,1.0049841,0.4330813,0.9470414,0.0,0.41109392,0.93013203,0.35712525,0.6737189,0.17759663,0.9530801,0.0,0.7941342,0.82089067,0.9578539,0.8109421,0.36334896,0.026352063,1.0360183,0.20445591,0.7525659,0.0,1.2776357,0.41847882,0.5547517,0.5387138,0.55777454,0.0,0.0,0.8307603,0.0,0.5969868,0.721979,0.7269918,0.0,0.52047384,0.37222993,1.2148938,0.5143796,1.1476861,0.0,0.73501444,0.74362314,1.1041516,0.8649162,0.7032012,0.4920697,0.45255876,0.0,0.37787113,0.5607229,0.7022544,0.0,1.0041184,0.57956076,0.18095803,0.5045826,0.25124386,0.48525473,0.0,0.75240624,0.6216141,0.0,0.41441068,0.63051724,0.40549383,0.0,0.8699153,0.9008065,0.0,0.0,0.33332586,0.0,0.3861509,0.10997524,0.5878777,0.20583428,0.6381782,0.5415378,0.19680876,0.0,1.1081374,0.0,0.8170189,0.08610664,0.8549699,0.0,0.54682755,0.6503224,0.10801623,0.46857616,0.781979,0.5097281,1.3608356,0.0,0.63683224,0.26125222,0.929535,0.0,0.9103325,0.09774763,0.9173138,0.8111144,0.46569553,0.67359143,0.4060338,0.7107554
aftermathmovie,0.24351093,0.32595775,0.21549112,0.28851998,0.32684746,0.32673156,0.34428048,0.32329905,0.16163608,0.0,0.35028362,0.0,0.043051843,0.25012776,0.0,0.0,0.33272064,0.27585155,0.0,0.031195799,0.0,0.0,0.27696922,0.38539618,0.24646308,0.42460415,0.13728672,0.0,0.060727935,0.3199974,0.39109308,0.20936778,0.14823452,0.3368911,0.2796192,0.12587008,0.0,0.37368318,0.16540685,0.089183584,0.17673491,0.103607155,0.20611812,0.24970993,0.32597438,0.24945685,0.22896421,0.0,0.26039502,0.37244743,0.13390534,0.31533936,0.111203715,0.3918367,0.0,0.32778734,0.30861652,0.25288495,0.3066979,0.21651128,0.24703099,0.26279324,0.087753475,0.24544024,0.0,0.3612519,0.3341289,0.2142457,0.24211097,0.27293494,0.0,0.0034068897,0.1081049,0.0,0.34873682,0.2712026,0.24025244,0.0,0.21234332,0.23505056,0.37664926,0.10768657,0.5138211,0.0,0.27787995,0.2597017,0.42849877,0.2953552,0.24441156,0.1883215,0.17108984,0.0,0.27970457,0.3837321,0.36835635,0.0,0.37887004,0.3053032,0.1497262,0.28791955,0.15410808,0.31918854,0.0,0.22592632,0.3222308,0.060908027,0.31104532,0.24853656,0.26557493,0.0782011,0.30733484,0.21506412,0.0,0.0,0.15172026,0.0,0.1798859,0.0,0.08664317,0.12377015,0.16559274,0.108240075,0.2034518,0.0,0.42798102,0.0,0.3815751,0.11499454,0.3673298,0.050867878,0.14700253,0.25383484,0.19988373,0.18546091,0.39793083,0.33792937,0.3119373,0.0,0.2509106,0.12250715,0.22054827,0.0,0.22706765,0.018387659,0.32556158,0.32974595,0.23877424,0.15873739,0.17257267,0.26427224
aftermovie,0.38843608,0.55697066,0.3339857,0.423328,0.26536074,0.39086443,0.46440363,0.55246776,0.027824182,0.0,0.40416518,0.0,0.17242311,0.28255296,0.0,0.0,0.28413257,0.30371827,0.0,0.1840707,0.0,0.0,0.24313655,0.48180974,0.3884636,0.31660077,0.22490108,0.0,0.1457957,0.41770682,0.4034196,0.20891201,0.21488358,0.41746417,0.28680545,0.08091729,0.0,0.55638045,0.22818637,0.22329676,0.36099392,0.26593155,0.21461934,0.47918937,0.3538798,0.3063943,0.27318934,0.0,0.19918048,0.28713238,0.11570678,0.3476216,0.2002985,0.39231217,0.0,0.280183,0.43819267,0.42732725,0.40279,0.23767507,0.20400785,0.4892568,0.3353678,0.39994934,0.0,0.51276284,0.35640562,0.34029102,0.36276895,0.25857827,0.0,0.008176174,0.24757206,0.0,0.4991876,0.38384816,0.4177284,0.0,0.16443522,0.36475378,0.3699634,0.041911088,0.5717798,0.0,0.16162068,0.27170467,0.39939022,0.33890116,0.4029085,0.2498593,0.30763617,0.0,0.32445052,0.1164009,0.34955075,0.0,0.5287764,0.30439124,0.25421965,0.21261497,0.1553736,0.21647194,0.0,0.31488723,0.3094023,0.0,0.22948459,0.37623456,0.19263268,0.03696685,0.4529235,0.36036375,0.0,0.0,0.13489537,0.0,0.25981188,0.0,0.17577565,0.1580322,0.21612862,0.3706276,0.25229308,0.0,0.419434,0.0,0.40082604,0.070070475,0.46621707,0.19512278,0.3198706,0.38661495,0.0,0.33523884,0.34975561,0.21644516,0.383018,0.0,0.18012193,0.16813648,0.37961897,0.0,0.4171372,0.094392866,0.29649228,0.23388156,0.25364825,0.26930165,0.14745921,0.22068791
ahiddenlifefilm,0.15042499,0.18249527,0.1418025,0.16101685,0.14208153,0.1515803,0.16555841,0.21247108,0.049154587,0.0,0.18959294,0.0,0.06335003,0.101130486,0.0,0.0,0.15372588,0.14629321,0.0,0.039667256,0.0,0.0,0.14062698,0.20976469,0.1562854,0.19915043,0.11259246,0.0,0.07152599,0.14648241,0.16055703,0.12036456,0.09665595,0.18626599,0.14828618,0.0645814,0.0,0.23086585,0.09939607,0.06966848,0.12517639,0.06367463,0.11109099,0.20038629,0.19551682,0.16539373,0.17020339,0.0,0.13962024,0.1877636,0.084038444,0.15480722,0.08542028,0.1879555,0.0,0.1563321,0.1789339,0.18105921,0.16456597,0.13910535,0.090924844,0.21145758,0.08175969,0.15704635,0.0,0.20790856,0.15128852,0.11102084,0.13050328,0.12627281,0.0,0.015474841,0.14291869,0.0,0.20632927,0.1584456,0.13684216,0.0,0.09029584,0.11385253,0.1909156,0.05339042,0.25788355,0.0,0.13943627,0.17484526,0.21838643,0.14113796,0.18071775,0.102088295,0.12652929,0.0,0.1297988,0.15913491,0.2001539,0.0,0.20021163,0.16349143,0.091421686,0.13415083,0.040353008,0.11907785,0.0,0.16829862,0.14042795,0.0,0.13434446,0.14215614,0.13192147,0.022144962,0.18194574,0.1705402,0.0,0.0,0.07084057,0.0,0.11280072,0.030905852,0.11645917,0.085496455,0.12071103,0.12525617,0.12063127,0.0,0.2031423,0.0013882965,0.179532,0.063099965,0.20722032,0.046767715,0.09494127,0.15876207,0.05910839,0.14383785,0.1944468,0.16601215,0.19882265,0.015051974,0.11890441,0.0880654,0.11490944,0.0,0.14690739,0.03470315,0.15105513,0.15818018,0.14507356,0.123311505,0.06651366,0.13530855
alitamovie,0.43631893,0.57896584,0.6128295,0.39504582,0.56958437,0.80176324,0.62844497,1.2555454,0.23504725,0.0,0.585854,0.0,0.304407,0.31846482,0.0,0.0,0.5941053,0.5546405,0.0,0.0,0.0,0.0,0.40913945,1.0187274,0.6352289,0.69178647,0.3900116,0.0,0.12441264,0.45227966,0.7026527,0.386391,0.40778905,0.82070625,0.6104982,0.1872058,0.0,0.82997453,0.45461258,0.4028024,0.4446424,0.14671949,0.3784785,0.72137296,0.79660434,0.6417618,0.57972616,0.0,0.25433102,0.9412878,0.31460112,0.36949837,0.381471,0.77603996,0.0,0.7716201,0.7464364,0.4789423,0.3215543,0.4467394,0.3364225,0.87792534,0.20419315,0.6084767,0.0,0.67564225,0.395888,0.3913552,0.43765098,0.59652233,0.0,0.0,0.4562709,0.0,0.9416688,0.34966406,0.31375974,0.0,0.2903251,0.53088623,0.55581087,0.1483832,1.0163605,0.0,0.52079993,0.89321184,0.9679099,0.47288865,0.6562186,0.38215333,0.41331884,0.0,0.3407698,0.77360845,0.63604784,0.0,0.8036542,0.6712725,0.363787,0.45873475,0.23461294,0.48225436,0.0,0.6013885,0.5720885,0.0,0.5546037,0.49015546,0.52223563,0.09626316,0.58122444,0.6348628,0.0,0.0,0.088563904,0.0,0.41806564,0.08596908,0.296288,0.29802608,0.516114,0.22853856,0.43298632,0.0,0.89247686,0.0,0.66597414,0.28614634,0.5561995,0.0066075157,0.17147233,0.47075108,0.11893263,0.48078772,0.6969735,0.5226699,0.68651164,0.005257802,0.2954219,0.41775328,0.45093134,0.0,0.6718418,0.10447833,0.36448616,0.4303903,0.4751107,0.2976745,0.20958415,0.6720452
