movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139
21bridgesmovie,0.0,0.308078,0.33512753,0.0,0.20772612,0.33512077,0.0,0.3251826,0.20178771,0.25282502,0.0,0.28415164,0.0,0.4341656,0.0,0.50301623,0.13592908,0.25299704,0.35735303,0.2854894,0.32918066,0.3963105,0.1538708,0.20812121,0.24384284,0.4680095,0.08902344,0.24368969,0.38821405,0.0,0.30720776,0.4416722,0.24753763,0.34973857,0.36883646,0.3098249,0.0,0.27721575,0.30232236,0.0,0.3752066,0.3425206,0.34650224,0.3030131,0.122239426,0.31833774,0.0,0.0,0.478165,0.0,0.4523211,0.31073114,0.13517514,0.106268376,0.6572978,0.33151945,0.3230536,0.21353212,0.0,0.62158436,0.3727527,0.092035376,0.20993622,0.0,0.55402374,0.2632912,0.18586457,0.36600763,0.3374323,0.22425558,0.23320012,0.22721297,0.0,0.034208637,0.21436131,0.48408177,0.3929524,0.39789122,0.0,0.3136374,0.3818181,0.0,0.12536097,0.045368113,0.3388841,0.12091591,0.23060794,0.19977988,0.3622209,0.22990417,0.17658046,0.10388041,0.4044869,0.117350996,0.29713327,0.37580675,0.3128597,0.26531014,0.39979392,0.0964391,0.0,0.1627066,0.3828349,0.21397157,0.42169482,0.335305,0.3953784,0.0,0.33794844,0.0,0.25431606,0.40677446,0.35400674,0.23867676,0.0,0.48133415,0.4190966,0.05366751,0.14550608,0.22443031,0.2876382,0.22990876,0.080788404,0.0,0.0,0.24687713,0.44095683,0.2102606,0.0,0.27218834,0.0,0.55210656,0.0,0.26447237,0.38902938,0.2761835,0.24281305,0.3298926,0.0,0.42479175
47metersdown,0.0,0.6451005,0.49387163,0.042303875,0.086694136,0.661008,0.0,0.5172954,0.4116377,0.4854986,0.0,0.4042333,0.0,0.3704051,0.0,0.7668245,0.22361633,0.45999882,0.32457796,0.5742798,0.41554368,0.43852675,0.3458856,0.006829448,0.37796056,0.61056066,0.0,0.4386877,0.6641766,0.0,0.5341309,0.52028,0.22194615,0.37913656,0.3911244,0.25840497,0.1172734,0.4005047,0.5496266,0.0,0.4968779,0.5072351,0.4896925,0.62127733,0.41356766,0.55910844,0.0,0.090260364,0.5008151,0.21637279,0.3098986,0.37278178,0.34120393,0.30506456,0.6095242,0.3368146,0.46838784,0.5470869,0.0,0.70585316,0.44052726,0.24307317,0.22090435,0.0,0.66227734,0.660924,0.3368616,0.5013012,0.54017794,0.2718262,0.24037205,0.12438071,0.0037378194,0.072734445,0.32708335,0.7677709,0.52156806,0.7414601,0.0,0.42421365,0.5068829,0.0,0.008123158,0.00766729,0.45361733,0.3742673,0.20949815,0.26428205,0.28784883,0.40793538,0.29068655,0.44385356,0.5055115,0.3160198,0.28610107,0.58546543,0.45884037,0.28930473,0.54872465,0.15889308,0.0,0.47809815,0.67228603,0.24468912,0.6076114,0.37085304,0.54941386,0.0,0.6659925,0.0,0.30819854,0.35780832,0.49744433,0.30230433,0.0,0.7428628,0.5621369,0.0,0.41458228,0.43689543,0.26996064,0.36694333,0.19769953,0.0,0.0,0.5174974,0.59917414,0.12806237,0.3095888,0.35447356,0.0,0.69914526,0.08468694,0.64086485,0.3477128,0.48343998,0.63585734,0.44801435,0.0,0.50860536
abeautifuldaymovie,0.0,0.5075995,0.25901806,0.0,0.17062858,0.46289527,0.0,0.31051123,0.38251165,0.25781855,0.07236354,0.27767196,0.0,0.3452125,0.0,0.5509894,0.4427965,0.29543692,0.29057422,0.31652454,0.34953076,0.4428899,0.22819941,0.17820951,0.3991756,0.4163173,0.0,0.38942054,0.33394533,0.0,0.28123274,0.39025587,0.30594796,0.37270823,0.5051414,0.24020755,0.057784475,0.24124925,0.20415634,0.0,0.41595805,0.28453708,0.3456452,0.38424987,0.31321132,0.17369914,0.0,0.0,0.49860916,0.0,0.4246716,0.2129171,0.24782681,0.07356743,0.3834616,0.29792592,0.1955514,0.31865093,0.0,0.3362662,0.41345078,0.1429173,0.37160885,0.0,0.42188922,0.40009502,0.13206129,0.41061032,0.25016105,0.21427326,0.24906,0.19431914,0.0074393526,0.18115452,0.2646813,0.36325666,0.36161298,0.5257582,0.0,0.3263154,0.30765387,0.085397765,0.1590287,0.18017294,0.2619417,0.3004984,0.26512146,0.28905535,0.23321965,0.24860334,0.17696123,0.05956076,0.32278776,0.27692482,0.23921764,0.2651649,0.31464314,0.3111903,0.42153323,0.18449478,0.0022667143,0.37073913,0.43809718,0.12575379,0.30616605,0.35422382,0.33176446,0.0,0.2805069,0.0,0.26122275,0.30107576,0.38235867,0.3281769,0.0,0.39319277,0.41127303,0.0,0.23942545,0.33278656,0.14887214,0.25348192,0.1668672,0.0,0.0,0.42895523,0.36768094,0.16500464,0.20285793,0.2730967,0.0,0.53490883,0.023028515,0.23452891,0.3771506,0.39726025,0.3650262,0.34533393,0.0,0.41059673
abominablemovie,0.0,0.7062087,0.5589071,0.12381768,0.2742309,0.6739604,0.0,0.93139577,0.7805511,0.3816343,0.16691686,0.82041174,0.0,0.6007164,0.0,1.111874,0.48647416,0.59603906,0.4127017,0.42652467,0.77384496,0.5053286,0.38879046,0.49116853,0.8432041,0.48221353,0.0,0.38624918,0.36812097,0.0,0.6076631,0.7114959,0.45793697,0.3852074,0.607575,0.6004446,0.23028386,0.7635473,0.46414608,0.0,0.6060728,0.46250397,0.69986635,0.7341528,0.18888286,0.7697271,0.0,0.18285954,0.6753532,0.14434122,0.55466604,0.513602,0.31476283,0.0,1.1223177,0.55346084,0.41983387,0.42747703,0.0,0.81980056,0.8623523,0.24047445,0.37948713,0.0,0.70485795,0.5210851,0.32536742,0.76460534,0.7080977,0.42291808,0.0,0.3726409,0.016703885,0.46106628,0.19519338,0.81422114,0.43311396,1.0614738,0.0,0.50161165,0.76924604,0.3337942,0.02360821,0.20780382,0.4000244,0.42045823,0.54011196,0.44567567,0.57539773,0.45037916,0.4487669,0.5053049,0.54437214,0.28034052,0.5330041,0.58487326,0.48418105,0.4484982,0.69624716,0.3657841,0.17897856,0.72175026,0.7369548,0.550617,0.62809104,0.5764217,0.7079134,0.0,0.66586345,0.0,0.42431277,0.6386344,0.6617205,0.37398344,0.0,0.9081538,0.87382156,0.0,0.4191749,0.58602184,0.52655673,0.43547907,0.24282628,0.0,0.0,0.44354612,0.60446113,0.14306177,0.055364877,0.54779744,0.0,0.49541107,0.03791398,0.5349181,0.4830102,0.5197952,0.82083315,0.64668816,0.0,0.85251635
adastramovie,0.0,0.34875542,0.41452947,0.0,0.20942685,0.3227731,0.0,0.4694877,0.23890385,0.2782117,0.0854512,0.37647846,0.0,0.28345048,0.0,0.59964526,0.34646878,0.35781077,0.30947143,0.2363713,0.29787296,0.29415435,0.28971598,0.17993352,0.31279656,0.42082605,0.0,0.30445045,0.30168164,0.0,0.16520306,0.2648508,0.16981564,0.25111288,0.31954557,0.256058,0.2232418,0.42853338,0.23559934,0.0,0.36043435,0.2282797,0.31593966,0.3654114,0.23184195,0.3266977,0.0,0.0,0.34626603,0.0,0.24444254,0.2475949,0.18513177,0.100256674,0.49441057,0.18868889,0.26826307,0.1424361,0.0,0.46833968,0.46741265,0.28673545,0.10334465,0.0,0.33360672,0.4367872,0.18858981,0.2665589,0.17616856,0.16315316,0.26829925,0.16941196,0.0,0.06552718,0.268371,0.56094885,0.33843112,0.5297698,0.0,0.23142402,0.24780706,0.0,0.044142775,0.043615542,0.30080992,0.1796097,0.23947453,0.19111557,0.2953852,0.07005452,0.1637573,0.19598766,0.24860543,0.15326273,0.28833893,0.37744644,0.25061533,0.13358282,0.39698339,0.10237611,0.0036322568,0.41616863,0.39488146,0.13729995,0.48306423,0.37743235,0.24877766,0.0,0.29789215,0.0,0.41710812,0.42080152,0.29714438,0.3180431,0.0,0.40389407,0.4457523,0.0,0.2537253,0.23235795,0.37148458,0.2660152,0.13630477,0.0,0.0,0.28172046,0.43982044,0.12922569,0.04013238,0.2993256,0.0,0.33116457,0.1745195,0.16696592,0.43562496,0.34859937,0.40000638,0.27637565,0.0,0.40464342
adogsjourneymovie,0.0,1.2531118,0.8155737,0.0,0.5221641,0.82470095,0.0,1.0935485,0.8262708,0.8133533,0.072186604,0.79782355,0.0,0.9890626,0.0,1.3676043,0.93411976,0.6861847,0.5446761,0.78264904,1.0234705,0.643086,0.7754001,0.0,0.9241483,0.6720513,0.0,0.83889645,0.81363195,0.0,0.6457927,0.7826817,0.8439086,0.8848736,0.8782962,0.9105568,0.16489883,0.87349755,0.4662574,0.0,0.49205685,0.5396965,0.6103434,0.96858233,0.28772572,0.98574245,0.0,0.0,1.2472254,0.12456435,0.79794455,0.74177986,0.59864044,0.17911884,0.8678921,0.66053206,0.675529,0.76204103,0.0,1.0322132,0.71685106,0.32646248,0.23600787,0.0,1.1335046,0.7633424,0.25858396,1.1428409,0.96154964,0.503958,0.46014124,0.565576,0.0,0.31992885,0.8705323,1.2372648,0.8946983,1.0842388,0.0,0.7138276,0.8160632,0.0,0.0,0.09446234,0.5422609,0.45237038,0.49471784,0.53762734,0.41273174,0.66108453,0.5957242,0.21133873,0.4946125,0.50231653,0.32275885,0.6622591,0.41520602,0.55241233,1.0961238,0.32961816,0.0,0.9455042,1.0329223,0.7222117,0.7850499,0.96014583,1.120221,0.0,0.64631337,0.0,0.40391284,1.1045717,0.55960447,0.33864048,0.0,0.91897583,0.8943826,0.0,0.71082664,0.8468987,0.5176497,0.81059575,0.38745058,0.0,0.0,1.1808275,0.95670825,0.31004792,0.2883355,0.5704941,0.0,1.2431923,0.41260254,0.6550797,0.6784789,0.9226813,1.0635749,0.5691671,0.0,0.7202096
aftermathmovie,0.0,0.3286369,0.29389554,0.0,0.30377498,0.26170498,0.0,0.22000968,0.28960454,0.22954457,0.03966661,0.30419558,0.0,0.25499913,0.0,0.34215868,0.1509147,0.18891524,0.20182306,0.30415526,0.18863606,0.24361704,0.31639233,0.044176616,0.15683101,0.29734743,0.0,0.2853248,0.34255853,0.0,0.2419431,0.28453898,0.1477213,0.2776406,0.2432219,0.16304964,0.17513904,0.24364622,0.20571914,0.0,0.20772475,0.29137686,0.2807074,0.2738528,0.25143495,0.19757366,0.0,0.0,0.33825937,0.0010508848,0.23542073,0.33477837,0.12874778,0.10044242,0.36362866,0.24498908,0.19072017,0.25018275,0.0,0.4184624,0.18178688,0.16673946,0.18635558,0.0,0.30588257,0.36449036,0.11909338,0.26749676,0.16967884,0.2130899,0.10288671,0.21883991,0.0,0.09041792,0.19553548,0.45434842,0.29095197,0.31439,0.0,0.10725641,0.27910003,0.013850696,0.10151679,0.12933466,0.23916462,0.19703196,0.19221927,0.22910453,0.23969616,0.16428122,0.14927526,0.13257788,0.27552465,0.21415472,0.24934983,0.20507899,0.18334328,0.18187898,0.37964386,0.21087074,0.0,0.33476564,0.30206186,0.18067627,0.33132327,0.24736026,0.2508726,0.0,0.25668877,0.0,0.15036169,0.32285258,0.32684383,0.41532037,0.0,0.32078475,0.31316033,0.07285472,0.2435444,0.33425057,0.10620281,0.25955805,0.1102352,0.0,0.0,0.30369893,0.25497356,0.04323706,0.11290925,0.16377209,0.0,0.3393531,0.066722296,0.30232343,0.41526103,0.32666504,0.40879884,0.15829763,0.0,0.36670804
aftermovie,0.0,0.27511328,0.26828057,0.0,0.2580758,0.5011661,0.0,0.45381963,0.45883042,0.3104939,0.010972697,0.4241285,0.0,0.409699,0.0,0.5120052,0.16520882,0.44979614,0.37409937,0.30141124,0.3463478,0.30853403,0.22504829,0.17681512,0.3879969,0.4105856,0.0,0.21037138,0.27176344,0.0,0.19390406,0.36342752,0.3450075,0.3488915,0.3111741,0.2653465,0.06513986,0.3937583,0.3105408,0.0,0.43228686,0.21853785,0.3443747,0.45054492,0.14274113,0.3816728,0.0,0.0,0.2920702,0.0,0.42501214,0.3320698,0.28978163,0.11743964,0.3867087,0.2855001,0.35858542,0.32845056,0.0,0.46044636,0.3853997,0.23034333,0.1758131,0.0,0.51952267,0.4102923,0.118431464,0.39066556,0.3230963,0.13255611,0.3146013,0.29891998,0.0,0.11392857,0.29055908,0.5047553,0.52138555,0.4378706,0.0,0.317187,0.48218462,0.0,0.04590652,0.0,0.24366155,0.20885171,0.2742812,0.31244597,0.33081993,0.20345894,0.089321665,0.1791324,0.3530557,0.18852548,0.38324124,0.46242324,0.20091711,0.24284604,0.4642184,0.092197336,0.0,0.42245957,0.47546887,0.14398682,0.44170707,0.37316385,0.56403446,0.0,0.35020164,0.0,0.22634785,0.37658063,0.30959243,0.23213217,0.0,0.44006658,0.4029398,0.0,0.24476285,0.35791206,0.34548283,0.21530166,0.1633377,0.0,0.0,0.38550454,0.46757352,0.075971514,0.10736991,0.29806462,0.0,0.3937153,0.1043938,0.43021795,0.39508945,0.24141328,0.5164998,0.28210202,0.0,0.49484473
ahiddenlifefilm,0.0,0.17145935,0.13791016,0.0,0.11753606,0.16031791,0.0,0.15708813,0.16304165,0.13163371,0.012480246,0.17025404,0.0,0.13595589,0.0,0.23314114,0.1488114,0.13153712,0.1502409,0.13959332,0.13469937,0.14039311,0.13864405,0.055855483,0.12408714,0.15942499,0.0,0.12850784,0.1568945,0.0,0.13972369,0.14788601,0.11930677,0.15067023,0.17852065,0.12370621,0.050275676,0.16252309,0.11271241,0.0,0.15483963,0.13555485,0.13135898,0.16843864,0.06418845,0.16071135,0.0,0.0,0.1964233,0.0,0.15328617,0.15291083,0.08312377,0.04511895,0.21992452,0.12316665,0.12372558,0.12130831,0.0,0.24524334,0.14270908,0.1034183,0.0902569,0.0,0.1987694,0.19089696,0.09086205,0.17653404,0.15174735,0.08056789,0.07801124,0.10847624,0.0,0.06067637,0.13266817,0.22785614,0.17037477,0.21526262,0.0,0.13976058,0.16632125,0.0,0.054020576,0.028667111,0.12643698,0.08583433,0.10009113,0.11309155,0.14543843,0.079872034,0.10229232,0.07473656,0.14220805,0.096378475,0.13337368,0.15558414,0.14259799,0.11392173,0.16870633,0.074157625,0.0,0.1792175,0.19092163,0.0998524,0.17354868,0.14852992,0.17164305,0.0,0.16743428,0.0,0.11516085,0.1905312,0.15336367,0.14511883,0.0,0.20669329,0.20006153,0.0,0.14472926,0.15292628,0.119903676,0.13223039,0.053923342,0.0,0.0,0.16174556,0.18607025,0.07139847,0.032348398,0.129941,0.0,0.20544384,0.029164305,0.16207288,0.18089229,0.154758,0.19618085,0.1278126,0.0,0.17891817
alitamovie,0.0,0.7182368,0.3998815,0.0,0.26731172,0.5475211,0.0,0.5882758,0.20032543,0.29370326,0.0,0.4848269,0.0,0.32286078,0.0,0.6602249,0.38214096,0.5987855,0.3761826,0.41168037,0.29069987,0.6487661,0.496526,0.18020916,0.35043174,0.52478087,0.0,0.36312765,0.40511537,0.0,0.14940543,0.49160242,0.3133108,0.399704,0.56569684,0.0961761,0.0,0.571921,0.40032396,0.0,0.4679766,0.18329065,0.508471,0.5205528,0.30536145,0.5416422,0.018655512,0.08988621,0.549541,0.069180705,0.3823269,0.5560138,0.3356941,0.1941034,0.6944148,0.415095,0.39458206,0.3203379,0.0,0.49329448,0.4972499,0.18323173,0.52176106,0.0,0.53433585,0.64688516,0.23602152,0.48446348,0.3787267,0.30008632,0.47653162,0.50895303,0.062168222,0.3298928,0.5609865,0.85827386,0.48461816,0.63171315,0.0,0.07256162,0.5506291,0.0,0.24361399,0.15298627,0.31927073,0.30804828,0.38366055,0.3872043,0.2863252,0.37585455,0.34695554,0.3412846,0.39752597,0.24648562,0.50946206,0.36578634,0.35957676,0.08918591,0.8190833,0.096936814,0.0,0.5285022,0.55907094,0.2352986,0.6312195,0.42128834,0.4270616,0.0,0.5141932,0.0,0.31965932,0.6590518,0.33514312,0.28441703,0.020516627,0.5558335,0.42565522,0.0,0.29237023,0.47744852,0.2060642,0.39675122,0.16418853,0.0,0.0,0.44702592,0.6227867,0.0,0.0,0.36906046,0.0,0.7493363,0.0,0.43701762,0.5583308,0.45873493,0.5841443,0.29257473,0.0,0.5916154
