movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.5735404,0.5778718,1.1657838,0.6344911,0.72042763,0.54400045,0.71205187,1.0471346,0.63288754,0.8405175,1.0744228,0.3187315,0.840513,0.0,0.8222409,1.053166,0.53561604,0.67529976,0.7203732,0.7832368
47metersdown,0.8249614,0.824892,1.1152664,0.660634,1.1908329,0.5109916,1.0871818,1.0106982,0.75152665,0.7115936,1.2195804,0.55705315,0.5191209,0.0,0.7923662,1.423115,0.99834496,1.19368,0.99550015,0.6061999
abeautifuldaymovie,0.5833564,0.45315328,0.7820118,0.34616777,0.6403116,0.34629512,0.82157665,0.9482769,0.8826296,0.555993,0.8734092,0.26220897,0.7076875,0.0,0.81671953,1.0795084,0.49098128,0.6291187,0.57269686,0.68398386
abominablemovie,1.0399073,0.9319084,1.5958581,0.86116076,1.4921018,0.8388098,1.5378292,1.5182567,0.83333784,1.5686932,1.262634,0.679218,1.0163,0.0,1.2873685,1.593527,1.1270418,1.3600487,1.3521599,1.0433835
adastramovie,0.6083754,0.4305492,0.89096975,0.6517101,0.68937147,0.52105683,0.67679864,0.851534,0.7110425,0.55495787,0.75887614,0.32719994,0.6829416,0.0,0.597344,1.0411288,0.49663234,0.56262475,0.6978896,0.6648033
adogsjourneymovie,1.1445458,0.91867566,1.7460835,0.9395144,1.483788,1.0130285,2.091598,1.772205,1.2660347,1.2981645,1.8945994,0.5503529,1.114507,0.0,1.7946203,2.550105,1.3419534,1.3024637,1.3184409,1.2231187
aftermathmovie,0.53631574,0.5099152,0.71001303,0.43468797,0.66427886,0.5133494,0.71911156,0.7970586,0.57607776,0.63827467,0.7252999,0.24979,0.58095706,0.0,0.6002755,0.82732034,0.38551074,0.5291536,0.45270932,0.6413771
aftermovie,0.58395755,0.5284798,1.0651401,0.6302047,1.0317518,0.52049136,0.7228685,1.1322904,0.72035706,0.8952708,1.1132463,0.46276188,0.68710935,0.0,0.8821656,1.121831,0.6875186,0.80405676,0.69090164,0.8580622
ahiddenlifefilm,0.30593726,0.254587,0.45004994,0.24578473,0.37394592,0.22468466,0.39007193,0.48068345,0.3264229,0.35963827,0.48057294,0.16733275,0.3194422,0.0,0.36589777,0.5149423,0.27294123,0.3520705,0.31591713,0.32352662
alitamovie,0.64027613,0.8914662,1.1436996,0.61397177,1.1055561,0.6356017,0.96145827,1.4207616,0.8375183,0.89266616,1.0881064,0.54585594,0.7917526,0.0,0.8701901,1.4426442,0.6511223,0.9737603,0.9257781,0.8523368
angelhasfallen,1.0401249,0.8111315,1.2928623,0.6303867,1.0282537,0.9289709,0.8364169,1.5733947,0.86722785,1.2751492,1.4430332,0.5960295,1.006137,0.0,0.87254804,1.610107,0.8510592,0.8558672,0.5692536,0.97410685
angrybirdsmovie,1.2582439,0.9987595,2.037856,0.7699233,1.5065194,1.1549636,1.6664884,2.2238128,1.4167715,1.4220136,2.5394235,0.66385907,1.3883426,0.0,1.6412866,2.396928,1.0190724,1.6355008,1.2357655,1.1714442
annabellemovie,0.85317576,1.069939,1.4358567,1.0352942,1.3393685,0.8477252,1.7176312,1.8989882,0.8958698,1.1193986,1.6205904,0.67704326,1.1459882,0.0,1.2222602,1.8672582,1.0210158,1.7213913,1.0972582,0.90231234
annamovie,0.4942013,0.58120424,0.83054525,0.55858487,0.83901054,0.6697163,0.92373806,1.0207216,0.7463296,0.82160676,1.1280953,0.42908418,0.73743176,0.0,0.7169902,1.1049842,0.6621631,0.76669914,0.7699657,0.7005847
apollo11movie,0.38522214,0.22935677,0.64122576,0.2923982,0.5598788,0.36107117,0.54059434,0.5823916,0.48068145,0.40152806,0.60414493,0.2047044,0.29543215,0.0,0.45925897,0.58785737,0.32485408,0.539751,0.5457818,0.50753266
arcticdogsmovie,0.8633615,0.72865444,1.0352905,0.59289443,0.8433465,0.48562682,0.82520735,1.1858019,0.8753784,0.71175754,1.0521224,0.43942466,0.6147358,0.0,0.7304194,1.0421547,0.7002481,0.8187065,0.7100301,0.63634986
arcticmovie,0.41942024,0.2930243,0.72486025,0.38531426,0.53578913,0.48575622,0.78349,0.6498416,0.6030897,0.6635666,0.75847787,0.23789932,0.58072776,0.0,0.686634,0.79739225,0.37811047,0.58241796,0.43550166,0.48855522
artofracingmovie,0.62601215,0.5247643,1.164885,0.64828783,0.8683326,0.60373706,0.78262436,0.96983874,0.7154906,0.7123921,1.0055206,0.44802925,0.4966219,0.0,0.62771636,1.1522387,0.75756836,0.66057205,0.83553237,0.84574145
avengers,0.58836097,0.5830733,0.900816,0.5415022,0.78552526,0.46436495,0.79632795,0.8447818,0.73377687,0.6704732,0.8594211,0.28343737,0.62562704,0.0,0.72054535,0.7876587,0.62606853,0.7546631,0.6921037,0.7488747
