movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.45424116,0.24762216,0.4032452,0.45273438,0.4171477,0.46900782,0.0,0.4030341,0.6484469,0.30596802,0.38589838,0.3727055,0.50308204,0.6991331,0.40221852,0.094548255,0.18036,0.16940661,0.67632115,0.79134357,0.53887665,0.30396986,0.45494145,0.12028286,0.42489582,0.46019417,0.67203623,0.5875588,0.033595175,0.35424867,0.6623639,0.44996756,0.66851664,0.0,0.36833334,0.6659118,0.33292985,0.69489646,0.46235034,0.48978144,0.0,0.0,0.6404005,0.51124936,0.628705,0.69368124,0.37768808,0.11080563,0.3356219,0.43196917,0.0,0.3202141,0.0,0.46084565,0.0,0.5151412,0.0,0.3194814,0.5297783,0.5260516
47metersdown,0.53403145,0.58465517,0.3582468,0.4810733,0.60147446,0.43852428,0.0,0.6189884,0.7213336,0.36097574,0.60390776,0.2482234,0.59691167,0.710883,0.5259393,0.3194786,0.29050452,0.0,0.70250237,1.135237,0.57329047,0.14745298,0.6835452,0.0,0.8184945,0.37602574,0.75143635,0.9168673,0.01852637,0.6299499,0.76257586,0.37224865,0.31918603,0.0,0.5508862,0.5794697,0.47250837,0.7071181,0.35402802,0.34438425,0.0,0.0040524323,0.47333327,0.8638827,0.70493704,0.7371837,0.63193744,0.4352783,0.4197753,0.63445336,0.0,0.5056664,0.15729012,0.6989405,0.0,0.6845714,0.0,0.4374927,0.64583737,0.5150833
abeautifuldaymovie,0.53656757,0.33087015,0.48364893,0.36894774,0.44309896,0.34259358,0.0,0.5475873,0.61889845,0.35079026,0.5318861,0.11450735,0.5268281,0.5472395,0.42414725,0.28459287,0.1478444,0.0,0.81152755,0.82463425,0.662497,0.40921056,0.61027366,0.08443788,0.45422795,0.47655684,0.559172,0.7335319,0.037908874,0.47146836,0.6559702,0.41460395,0.62622064,0.0,0.31857905,0.55608237,0.37840116,0.57337993,0.23268466,0.51214147,0.0,0.0,0.4950881,0.6269729,0.5718061,0.570372,0.5377238,0.2977897,0.27061647,0.49734014,0.0,0.38867182,0.14727217,0.39422733,0.0,0.5090826,0.0,0.31179625,0.6251185,0.3200295
abominablemovie,0.4422888,0.35854676,0.6250793,0.31829315,0.81083506,0.0,0.0,0.45164672,0.9384392,0.40022755,0.686734,0.11381176,0.3404133,1.1684533,0.46729365,0.39307657,0.14288697,0.0,1.1753577,0.92839235,0.54479074,0.7062772,0.26992533,0.5873503,0.28895637,0.43889117,0.81284976,0.9593677,0.0,0.51008135,0.6015478,0.19384724,0.7532794,0.0,0.35367155,0.83713895,0.66150266,1.1079208,0.79712766,0.29835972,0.0,0.007463461,0.38265038,0.41039723,1.3195049,1.0325053,0.7515603,0.17857653,0.71439105,0.8091375,0.0,0.25319502,0.33082852,0.68387824,0.0,0.75390846,0.0,0.55477923,0.81053007,0.86213464
adastramovie,0.23488098,0.13122717,0.30316803,0.6047474,0.44615144,0.09961346,0.0,0.24374597,0.6102188,0.4089841,0.37349847,0.17615552,0.456719,0.6802696,0.38830405,0.12792802,0.14010066,0.0,0.73969305,0.73273194,0.406966,0.46010852,0.27258956,0.23104611,0.20591754,0.2724655,0.5386174,0.6479009,0.0,0.37254196,0.56003666,0.25043225,0.5753326,0.0,0.24368575,0.61092544,0.37475508,0.6368897,0.4191226,0.46088713,0.10289927,0.0,0.34155163,0.42754638,0.56822705,0.4684508,0.4277778,0.06070246,0.37005135,0.4529057,0.0,0.42491642,0.16998343,0.44646978,0.0,0.4021823,0.0,0.48213437,0.5210958,0.37989482
adogsjourneymovie,0.5614859,0.9314696,0.37230685,0.7762852,0.53101104,0.8714503,0.0,0.5919944,1.1424338,0.5560489,1.0392439,0.09482564,0.51481533,0.76890403,0.6211862,0.0,0.35032338,0.0,1.0158514,1.4917923,1.4078649,0.4344564,1.1341902,0.19044732,0.90642446,0.8333212,0.91688806,1.4863923,0.0,0.38450012,1.2189351,0.5108974,1.3168614,0.0,0.47842914,1.1597394,0.3700776,1.1343844,1.3268024,0.9015461,0.0,0.0,0.9291044,0.8431882,0.9873079,1.1316553,1.0626206,0.07723375,0.94193846,1.1330311,0.0,0.85067844,0.10220052,0.9313162,0.0,1.0841733,0.0,0.66190654,1.0520322,1.0946381
aftermathmovie,0.39176613,0.19796804,0.14453182,0.3851277,0.44612536,0.31571952,0.0,0.2817291,0.3446716,0.21670584,0.39175084,0.23694882,0.39808792,0.37705275,0.32978448,0.13698858,0.23726407,0.15031336,0.47825858,0.46964115,0.32567242,0.2097656,0.35096085,0.16434371,0.25880533,0.28378862,0.48116207,0.52597845,0.0,0.14393397,0.49212202,0.37030536,0.46752658,0.0,0.31079137,0.3506075,0.16569187,0.48746294,0.35130915,0.26410004,0.0,0.0,0.37240145,0.35193205,0.442817,0.28924695,0.20611867,0.14522731,0.24157438,0.29524752,0.0,0.3038224,0.060490705,0.41314808,0.0,0.35579732,0.0,0.23137796,0.32148743,0.386158
aftermovie,0.54869,0.30769795,0.36980638,0.4232326,0.40643537,0.37785372,0.0,0.59184545,0.47204632,0.37426406,0.6121802,0.14509226,0.46748194,0.56439704,0.6167916,0.32622132,0.50455385,0.0951787,0.7266057,0.76809025,0.39363968,0.18311471,0.6140048,0.3168931,0.3995979,0.27152732,0.5306545,0.70704305,0.0,0.38114384,0.57079667,0.4127282,0.62907463,0.0,0.2836039,0.74298847,0.39334714,0.84482,0.4694018,0.21819185,0.0,0.0,0.63470024,0.4898498,0.4463499,0.52048963,0.41714737,0.25250646,0.3985323,0.53704816,0.0,0.29583594,0.14331564,0.66441673,0.0,0.52129376,0.0,0.23163429,0.31559226,0.4199013
ahiddenlifefilm,0.22338521,0.1781964,0.1660892,0.19620305,0.24287438,0.1717669,0.0,0.20852454,0.25574255,0.16826688,0.24565314,0.106923565,0.22595915,0.25748682,0.20292714,0.13073233,0.13331251,0.0,0.33972895,0.35213253,0.22781546,0.16786036,0.22711264,0.12757848,0.16227463,0.19059649,0.29283622,0.3441017,0.0,0.16921555,0.316009,0.21750276,0.27310917,0.0,0.20263186,0.2954853,0.1577051,0.3245424,0.20686966,0.21477121,0.0,0.0,0.22952236,0.23537807,0.29607007,0.27665478,0.19320785,0.11779578,0.16840288,0.22791511,0.0,0.16749893,0.088677615,0.25413027,0.0,0.23340121,0.0,0.18392114,0.24908224,0.25017872
alitamovie,0.5768292,0.55820316,0.6208693,0.7392245,0.71250135,0.17751013,0.0,0.30665815,0.90623575,0.6270212,0.65125126,0.19256341,0.5478963,0.97172993,0.455119,0.36135694,0.19972314,0.17021905,1.0722185,1.0929083,0.69806844,0.40354335,0.7233868,0.46058547,0.35224038,0.38727772,0.86948854,0.90031797,0.0,0.3499521,0.74470806,0.70456505,0.43109596,0.0,0.67451423,0.7550365,0.44018722,0.6852806,0.50967515,0.50590926,0.0,0.0,0.42193553,0.7863448,0.71993655,0.717893,0.6580234,0.25461346,0.63085485,0.70147055,0.075564496,0.21917512,0.405498,0.8007276,0.0,0.55977374,0.0,0.6173622,0.6308563,0.5890076
