movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139
21bridgesmovie,0.3343095,0.5535723,0.0,0.0,0.26594493,0.17005944,0.0,0.0,0.122561775,0.31650758,0.5354586,0.0,0.42536095,0.0,0.37695616,0.19580902,0.51883507,0.2698458,0.33370006,0.39459157,0.25217798,0.45584574,0.0,0.30955303,0.1877988,0.508949,0.0,0.40559357,0.20220189,0.30323452,0.28808764,0.6276488,0.093506835,0.039359104,0.46584788,0.4130683,0.0,0.5659108,0.20599824,0.3222938,0.44365796,0.34984094,0.3982759,0.13128199,0.0,0.54006875,0.40796536,0.4327474,0.23065414,0.0,0.2538149,0.31121257,0.0,0.35518306,0.5773942,0.16639571,0.0,0.54348576,0.0,0.0,0.31830388,0.2142073,0.0,0.0,0.39298913,0.43489432,0.15342873,0.400361,0.17921466,0.2556611,0.44776598,0.0,0.32932717,0.46680894,0.0,0.0,0.0012602378,0.41383654,0.37518406,0.2535137,0.48380664,0.42819172,0.0,0.0,0.1499704,0.48688763,0.48930645,0.017107818,0.34954962,0.1860978,0.23635744,0.1719792,0.605513,0.49002934,0.19944023,0.43514612,0.22557306,0.24664149,0.45818087,0.5328167,0.49032146,0.30877933,0.35023105,0.78127724,0.27951697,0.0,0.36704603,0.0,0.0,0.2985649,0.13118978,0.55519825,0.0,0.3803815,0.37136668,0.48703155,0.3439342,0.3348231,0.4290409,0.45727098,0.472591,0.0,0.0,0.43093547,0.0,0.1564188,0.38815397,0.44440526,0.33086514,0.24319325,0.32932213,0.5694538,0.5886366,0.2988851,0.24472082,0.0,0.14114457,0.46417013,0.35880947,0.4786899
47metersdown,0.43382105,1.0190531,0.0,0.0,0.3019795,0.20584592,0.0,0.0,0.22305694,0.37024996,0.5177856,0.0,0.54203093,0.0,0.4459436,0.5126255,0.49765667,0.3724964,0.36930057,0.38988134,0.32477817,0.63047034,0.0,0.36649126,0.26541167,0.8305406,0.0,0.390804,0.39148372,0.29888582,0.39879593,0.7024473,0.12950341,0.1367821,0.6320555,0.51402277,0.0,0.7348131,0.3471768,0.5411254,0.5330918,0.63474345,0.47215772,0.29576644,0.0,0.7511063,0.30260783,0.5506078,0.6601516,0.0,0.53776425,0.3847303,0.0,0.424242,0.50266886,0.104709335,0.0,0.61649364,0.0,0.0,0.30082098,0.35648844,0.0,0.0,0.36010617,0.36390212,0.15186632,0.41556787,0.11400649,0.41189003,0.43025038,0.0,0.35244653,0.6840343,0.0,0.0,0.119930565,0.673845,0.62823886,0.24286234,0.45315626,0.76049244,0.0,0.0,0.45370904,0.3827824,0.6621792,0.12612191,0.44831562,0.27622184,0.5408535,0.3941067,0.60481155,0.64786386,0.18818057,0.55849296,0.08208371,0.45199385,0.41819474,0.7572964,0.71189696,0.3590339,0.26369578,0.74438304,0.16425355,0.0,0.4109171,0.0,0.0,0.48303622,0.122566774,0.659488,0.0,0.35005134,0.44617212,0.6416309,0.45656377,0.5500233,0.42053705,0.44243014,0.56236583,0.0,0.0,0.70050293,0.0,0.0,0.6770175,0.6916163,0.3132013,0.2783944,0.30534804,0.7079504,0.6947889,0.42187998,0.47059113,0.0,0.00053875055,0.32595196,0.5059604,0.54563636
abeautifuldaymovie,0.26214394,0.5268257,0.0,0.0,0.30954495,0.15983391,0.0,0.0,0.1290469,0.251269,0.39187363,0.0,0.43059355,0.0,0.32285917,0.1871863,0.28148246,0.3465461,0.34265593,0.17634809,0.3074522,0.43920514,0.0,0.3677238,0.1467748,0.34946674,0.0,0.41159168,0.18924056,0.12744458,0.20043434,0.43997613,0.059882693,0.13339117,0.5075416,0.20523313,0.0,0.34742495,0.21332744,0.24732219,0.49400553,0.43053538,0.33900732,0.17255647,0.0,0.35298365,0.36594126,0.28973347,0.31110665,0.0,0.35013425,0.26569358,0.0,0.3868448,0.38542774,0.15173994,0.0,0.3319968,0.0,0.0,0.21203332,0.135054,0.0,0.0,0.28554115,0.20314454,0.058917418,0.35519493,0.10808401,0.26360118,0.44093093,0.0,0.30207393,0.44184354,0.0,0.004976381,0.015554435,0.36268437,0.32894802,0.2786648,0.31349152,0.39190504,0.0,0.0,0.21425232,0.26440442,0.4213902,0.17219973,0.10760187,0.16460416,0.27278757,0.06394525,0.3999138,0.36070573,0.20072822,0.36529538,0.16983417,0.2504496,0.3236182,0.48208153,0.4267358,0.3422648,0.35479572,0.47914422,0.22128318,0.0,0.43729576,0.0,0.0,0.20460363,0.21472792,0.40169942,0.0,0.2163989,0.48248148,0.29350278,0.32511085,0.35822996,0.39144084,0.47442853,0.39709762,0.0,0.0,0.49277407,0.0,0.017804129,0.34832636,0.33980078,0.04589992,0.1576017,0.27348322,0.47840267,0.37614757,0.3195671,0.24545938,0.0,0.010356317,0.3295475,0.29848775,0.4284563
abominablemovie,0.5442221,0.9225808,0.0,0.0,0.44859788,0.18062888,0.0,0.0,0.41363028,0.3836601,0.5858548,0.0,0.6091445,0.0,0.32949802,0.46649918,0.7448927,0.66475534,0.32405043,0.51930773,0.5179476,0.6145277,0.0,0.3360658,0.14758426,0.55832195,0.0,0.6429039,0.46426153,0.24834377,0.10071086,0.8495632,0.0,0.12219619,0.91210127,0.2808404,0.0,0.4928044,0.40099257,0.5365469,0.54271877,0.57175386,0.72325766,0.019478213,0.0,0.6976275,0.6074057,0.5181395,0.76418144,0.0,0.7586494,0.31127116,0.0,0.67320114,0.5975346,0.34984553,0.0,0.54133046,0.0,0.0,0.6660289,0.3372769,0.0,0.0,0.8563817,0.25716245,0.20139912,0.62093234,0.20827277,0.39835614,0.6874978,0.0,0.5683795,0.59242505,0.0,0.0,0.030166177,0.67812914,0.7342667,0.45908102,0.62015575,0.61635053,0.0,0.0,0.57238406,0.518886,0.5641202,0.24604073,0.35260198,0.456336,0.44623804,0.46077162,0.65117085,0.6651697,0.107824996,0.67826384,0.10744154,0.5605745,0.63862133,0.69929737,0.73328996,0.5033804,0.47075307,1.076599,0.29981327,0.0,0.48602322,0.0,0.0,0.577639,0.06298618,0.86194503,0.0,0.6981458,0.8039898,0.83602923,0.42484775,0.7742627,0.52039146,0.25946084,0.69741964,0.0,0.0,0.7463318,0.0,0.0,0.48938248,0.6274655,0.42744994,0.2303622,0.47558188,1.0304517,0.53319603,0.44173566,0.25632563,0.0,0.18877633,0.81624746,0.3015485,0.8366732
adastramovie,0.35410425,0.64669156,0.0,0.0,0.20884003,0.009616569,0.0,0.0,0.14392026,0.36898595,0.5210939,0.014862768,0.4396583,0.0,0.29728523,0.07959072,0.43240818,0.39509696,0.5280881,0.17281976,0.3490707,0.37612852,0.0,0.18526487,0.3470466,0.310386,0.0,0.37696868,0.21865062,0.08668796,0.21249191,0.67262137,0.13192059,0.10216232,0.52180314,0.18114594,0.0,0.53095317,0.29050073,0.38257948,0.3365501,0.30864692,0.34878832,0.231368,0.0,0.5712331,0.31139168,0.4771173,0.29683852,0.0,0.2943752,0.31804556,0.0,0.33458996,0.4411206,0.19153203,0.0,0.42258766,0.0,0.0,0.31468508,0.1273974,0.0,0.0,0.14245212,0.19116189,0.18692797,0.566715,0.1259565,0.25561458,0.37929758,0.0,0.39777666,0.39163333,0.0,0.0,0.13816714,0.41276658,0.31341177,0.256283,0.35918376,0.38947526,0.0,0.0,0.22455502,0.3764873,0.34678152,0.00950402,0.23905256,0.22289085,0.15350083,0.14683256,0.41444835,0.44425023,0.14684427,0.3201081,0.065629765,0.27936617,0.43643484,0.4697956,0.44686422,0.46378016,0.43057898,0.63014984,0.2839531,0.0,0.41017094,0.0,0.0,0.25414288,0.14632615,0.4624312,0.0,0.3277869,0.4402999,0.49493545,0.30240694,0.25743553,0.53592527,0.35744765,0.38571423,0.0,0.0,0.56773347,0.0,0.058676,0.33625415,0.53153145,0.155229,0.20440176,0.24807665,0.6141136,0.4833584,0.25089487,0.3045431,0.0,0.0,0.4940119,0.18403268,0.31382406
adogsjourneymovie,0.61374027,1.7729735,0.0,0.0,0.52489555,0.10566464,0.0,0.0,0.70822865,0.39309713,0.8670961,0.0,0.8958631,0.0,0.7012276,0.5894231,1.0033066,0.8348471,0.75045234,0.69075924,0.4099738,0.47847316,0.09060391,0.90179914,0.64511204,1.0310345,0.0,0.9230547,0.8933111,0.4604016,0.6144748,1.4260522,0.08628682,0.0,1.1935983,0.7117335,0.0,1.0014616,0.4400645,0.813887,0.6813346,0.9690333,1.1870267,0.23410285,0.0,1.1969302,1.0979115,0.6700171,0.428538,0.0,1.0560181,0.91552275,0.0,0.90954584,0.5374384,0.23329079,0.0,1.0179108,0.0,0.0,0.62072825,0.51548123,0.0,0.0,0.68790656,0.35725635,0.4297277,0.9967868,0.50377613,0.76106733,1.2987255,0.0,0.35722777,0.6054138,0.0,0.0,0.008455662,0.74759156,0.4836496,0.48253188,1.3111936,0.76993626,0.0,0.0,0.7998225,1.3896127,0.8996972,0.192123,0.54949534,0.6157233,0.6490354,0.4279565,0.83538216,1.015231,0.2808044,0.8229108,0.09930945,0.8891833,0.6089227,0.8076657,1.3794426,1.1155016,0.6181138,1.213037,0.38655162,0.0,0.9775362,0.0,0.0,0.9857995,0.1343533,1.0416445,0.0,0.62617636,1.2062476,1.4460702,0.8017748,0.83401823,0.6759621,0.65379,0.88292533,0.0,0.0,0.8076379,0.0,0.0,0.8583849,1.3052267,0.6417911,0.18433985,0.6273712,1.1018132,1.4136293,0.66816443,0.789614,0.0,0.2809451,1.395262,0.6507398,1.0362413
aftermathmovie,0.155541,0.4709047,0.0,0.0,0.21766053,0.14489871,0.0,0.0,0.126543,0.24860813,0.40021998,0.0,0.4006603,0.0,0.24987675,0.30774024,0.37240717,0.23956451,0.2830754,0.19563603,0.24214453,0.26813313,0.0,0.25202757,0.15898398,0.24750546,0.0,0.26649043,0.20273353,0.22841097,0.1303567,0.41861096,0.04053816,0.086079836,0.28813735,0.16475889,0.0,0.28772992,0.17919433,0.34537396,0.36522344,0.25695854,0.30342236,0.16865213,0.0,0.42158476,0.26347068,0.21434112,0.19594526,0.0,0.30624157,0.16563831,0.0,0.3756063,0.22527948,0.11152994,0.0,0.3838695,0.0,0.0,0.13780186,0.14600043,0.0,0.013475382,0.14846319,0.22098677,0.13086022,0.33157092,0.08387484,0.19450973,0.37965104,0.0,0.15499768,0.35171783,0.0,0.0,0.08264251,0.40913403,0.26153845,0.23693602,0.3176658,0.2480923,0.0,0.0,0.31753314,0.28755534,0.23478828,0.09351748,0.261162,0.09291281,0.16007626,0.18215285,0.35572037,0.31321532,0.08831488,0.23242357,0.08168662,0.23784432,0.2959272,0.3477536,0.33485827,0.29412064,0.152739,0.36459157,0.22935982,0.0,0.30235842,0.0,0.0,0.23336644,0.080690354,0.38228264,0.0,0.27048528,0.38719893,0.31386983,0.33024287,0.284898,0.37246662,0.28271076,0.26068547,0.0,0.0,0.3648012,0.0,0.042309556,0.21138422,0.40327656,0.08896574,0.13359398,0.25134143,0.3672235,0.274909,0.28899947,0.2498362,0.0,0.0,0.24620214,0.23490766,0.34453696
aftermovie,0.24011394,0.6106236,0.0,0.0,0.2887754,0.14032218,0.0,0.0,0.17758784,0.21772781,0.42987314,0.0,0.3820983,0.0,0.36971715,0.25403208,0.37013963,0.252205,0.33720502,0.2623812,0.25441045,0.45949203,0.0,0.26961374,0.2513918,0.5565951,0.0,0.40913755,0.18710001,0.14895362,0.25708544,0.52673537,0.07234589,0.069867164,0.46221223,0.37177634,0.0,0.5048946,0.2887495,0.36569574,0.32936242,0.44210225,0.36619914,0.20691194,0.0,0.5504127,0.332819,0.4178434,0.22543746,0.0,0.47819236,0.34384504,0.0,0.39846072,0.41938317,0.22276002,0.0,0.46420553,0.0,0.0,0.224799,0.22521594,0.0,0.0,0.2209979,0.124188885,0.23225617,0.38591695,0.20355482,0.28799456,0.51882154,0.0,0.39663473,0.4677596,0.0,0.0,0.112071134,0.40437797,0.3738898,0.2284399,0.4237078,0.33712283,0.0,0.0,0.27575812,0.43802214,0.38124016,0.06379123,0.2752985,0.14193055,0.3122706,0.24571015,0.34322912,0.29995883,0.012424355,0.41421053,0.19043505,0.39453766,0.33740333,0.3377844,0.5695329,0.3299609,0.22787602,0.56046295,0.24594097,0.0,0.3516707,0.0,0.0,0.3547861,0.12181688,0.48196825,0.0,0.30521697,0.423477,0.3260826,0.3465665,0.3678668,0.39169276,0.38116324,0.43329135,0.0,0.0,0.5323692,0.0,0.0,0.45875314,0.57459533,0.22515954,0.153311,0.25252593,0.52670914,0.56059533,0.30448785,0.24360427,0.0,0.0052185953,0.4151892,0.39797774,0.29781824
ahiddenlifefilm,0.14782013,0.25010034,0.0,0.0,0.10363421,0.0609958,0.0,0.0,0.07156255,0.11857742,0.20999213,0.0,0.19343485,0.0,0.15255965,0.12032008,0.19402732,0.15750006,0.1397732,0.13035214,0.119734794,0.15191373,0.0,0.13544823,0.103618935,0.17797118,0.0,0.16263889,0.12196968,0.085781105,0.111292,0.24066806,0.025224475,0.037231706,0.20477746,0.12583056,0.0,0.20328686,0.10197381,0.14196754,0.19701071,0.17079796,0.16707942,0.075718164,0.0,0.2165866,0.15383649,0.15581195,0.12805323,0.0,0.15028149,0.12025351,0.0,0.15665582,0.18022548,0.047077805,0.0,0.18049078,0.0,0.0,0.13014533,0.09696172,0.0,0.0,0.13718657,0.10706045,0.057392284,0.16229267,0.066825524,0.121656805,0.1866225,0.0,0.13147846,0.17987634,0.0,0.0,0.021994757,0.18119708,0.14023608,0.099790566,0.19174406,0.17219308,0.0,0.0,0.11791557,0.1770546,0.17079654,0.039359346,0.1234461,0.090158805,0.1031706,0.093302734,0.18447927,0.16924377,0.05033434,0.18442164,0.057610765,0.11576106,0.16054443,0.19407763,0.21028827,0.15293372,0.1353425,0.24823621,0.10951086,0.0,0.13986976,0.0,0.0,0.12053731,0.06413772,0.2160347,0.0,0.13862672,0.17982191,0.19517021,0.14555348,0.15002593,0.18710762,0.16022323,0.15774809,0.0,0.0,0.19951889,0.0,0.0033471084,0.14776574,0.1960923,0.07938606,0.08193642,0.13197431,0.24319364,0.20145012,0.122817546,0.07913688,0.0,0.027834874,0.19008513,0.13803832,0.18193713
alitamovie,0.42437762,0.77137464,0.0,0.0,0.18802889,0.18159713,0.0,0.0,0.20191874,0.295396,0.7277984,0.0,0.6643232,0.0,0.5123372,0.3222874,0.5832806,0.48370922,0.68571633,0.4182515,0.35842085,0.65642,0.0,0.4120426,0.29323062,0.3429694,0.0,0.52699906,0.48666716,0.17084654,0.45351106,0.7073546,0.0,0.0035983818,0.56417835,0.25470036,0.17874184,0.5558279,0.24021569,0.2457674,0.09494195,0.431381,0.5874022,0.22491877,0.0,0.9257719,0.46689042,0.47775835,0.5689956,0.0,0.6225154,0.28748637,0.0,0.51828724,0.50609016,0.34605166,0.0,0.6287125,0.0,0.0,0.44697374,0.32074195,0.0,0.0,0.21326323,0.14767462,0.38104406,0.6418419,0.19608372,0.47193322,0.67196524,0.0,0.40266976,0.48285127,0.0,0.0,0.035873428,0.65244,0.58864295,0.23201752,0.4934744,0.42231864,0.0,0.0,0.42295176,0.40830836,0.5068633,0.22238675,0.27612406,0.2751746,0.21317789,0.16638528,0.5108566,0.6075065,0.040151693,0.46311364,0.0,0.22945258,0.4818788,0.45271412,0.68811,0.32903457,0.49611908,0.7265631,0.35785416,0.0,0.41589847,0.026007202,0.0,0.52119267,0.0,0.58398515,0.10580275,0.5113691,0.4744362,0.74371,0.49338758,0.49992627,0.5737531,0.4795431,0.40446928,0.0,0.0,0.6459864,0.0,0.1788238,0.41546372,0.48942766,0.30408508,0.06114212,0.54987013,0.6342886,0.56441385,0.33207572,0.40413582,0.0,0.062308297,0.47792703,0.5494305,0.34758544
