movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,0.9111318,1.5959946,1.3867524,1.0271252,1.1675265,0.5800638,0.8549688,1.1699903,1.1737933,0.0
47metersdown,1.3610092,1.5739578,1.2961998,1.2336767,1.5193089,0.59036016,0.8799689,1.2194808,1.0257801,0.0
abeautifuldaymovie,0.981855,1.4700897,1.3561214,1.0930514,0.86508346,0.57278997,0.6063307,0.93745214,1.1504062,0.0
abominablemovie,1.3588156,1.6975037,1.9728711,1.7104658,1.9827807,0.5008341,1.0167804,1.7486755,1.6094855,0.0
adastramovie,0.74687696,1.2651259,1.1676898,0.9551974,0.8155127,0.52782834,0.41880992,1.0058467,1.0014511,0.0
adogsjourneymovie,1.7216526,2.6693704,2.460137,1.5303336,2.5933704,0.7730762,1.233671,1.641892,2.1500206,0.0
aftermathmovie,0.94439113,1.1354597,1.0484685,0.84371275,1.0407385,0.496892,0.61664706,0.79891837,0.842119,0.0
aftermovie,1.1482276,1.2837942,1.3869176,0.9714596,1.1564437,0.3519717,0.59122294,0.9662555,1.2722687,0.0
ahiddenlifefilm,0.5252186,0.72421426,0.6982056,0.54649335,0.5508846,0.28235203,0.32164755,0.53384835,0.54226285,0.0
alitamovie,1.5412459,1.9842831,1.750635,1.7927281,1.3105818,0.943265,0.8118097,1.1601156,1.4605441,0.0
angelhasfallen,1.2048548,1.6621748,2.019944,1.6164495,1.3963668,0.7141199,0.7545995,1.2783,1.293039,0.0
angrybirdsmovie,2.3372219,3.0092444,2.5132074,2.1175041,1.8366079,0.90472645,1.0499568,1.6327815,2.154888,0.0
annabellemovie,1.808462,2.5669098,2.5919783,1.5055113,1.8815604,1.0689788,1.3383172,1.9847687,1.6852796,0.0
annamovie,1.0708722,1.3842567,1.4253345,1.1058478,1.176823,0.58930403,0.75113946,0.91871136,1.0474037,0.0
apollo11movie,0.70124733,0.7906096,0.79506767,0.7025617,0.7086768,0.44276696,0.52112997,0.7294043,0.6227669,0.0
arcticdogsmovie,1.0259062,1.163983,1.1668293,1.2377845,1.0467519,0.35614538,0.58127004,0.9249893,1.0645916,0.0
arcticmovie,0.69874126,1.0121789,1.0197043,0.7848343,0.69098616,0.37789923,0.4624616,0.8745007,0.82140934,0.0
artofracingmovie,1.002127,1.3059535,1.6205616,1.4386775,1.2784513,0.61914927,0.6805978,1.4306582,1.1731703,0.0
avengers,0.80243766,1.2496318,0.9940642,0.73253846,0.83874893,0.46786368,0.52527076,0.8118614,0.9391126,0.0
beachbummovie,0.95171094,1.0863507,1.0383605,0.7967326,0.88252354,0.48870373,0.58364874,0.9420313,1.0585947,0.0
