movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159
21bridgesmovie,0.31863773,0.30223802,0.3092871,0.608443,0.27892682,0.50897056,0.49125877,0.3401607,0.2746179,0.4738933,0.26501393,0.36642075,0.0,0.49056816,0.2847907,0.0,0.0,0.26519185,0.0,0.332403,0.5939199,0.36588618,0.28331083,0.3584754,0.25317737,0.29440022,0.43144342,0.43891156,0.2438289,0.41586956,0.2926554,0.119789116,0.07636983,0.05319987,0.0,0.1956049,0.0,0.0,0.10383497,0.30809808,0.36226028,0.4896395,0.22529858,0.19959708,0.00048153335,0.0,0.31341115,0.32322833,0.48029733,0.0,0.42385545,0.40637946,0.0,0.32649598,0.0,0.32705006,0.44475362,0.34129083,0.34327266,0.50155455,0.4354666,0.50314516,0.39090562,0.43699807,0.0,0.37188718,0.29619548,0.0,0.1813934,0.35134938,0.11696116,0.3903122,0.0,0.08434474,0.4401643,0.0,0.27119628,0.293081,0.35989085,0.42375204,0.12206439,0.041058525,0.255469,0.0,0.5280739,0.36211693,0.0,0.27252093,0.48905623,0.27849817,0.45704478,0.4907149,0.0,0.3960316,0.33498144,0.14124781,0.3424616,0.40659234,0.54425377,0.12170962,0.26531348,0.5297984,0.46594137,0.24661425,0.48114258,0.28706533,0.19682232,0.19553778,0.30424318,0.0,0.5083488,0.04719142,0.3224473,0.0,0.30537945,0.4654049,0.40030384,0.25664663,0.27475396,0.57185876,0.08748801,0.36218736,0.0,0.43700582,0.32657343,0.2702598,0.3381566,0.54288113,0.15479809,0.4868484,0.33433056,0.26895005,0.46924552,0.14836694,0.20310849,0.36580282,0.06693928,0.0,0.4174606,0.0,0.43514007,0.015619761,0.17163345,0.0,0.0,0.37139836,0.0,0.0,0.0,0.14951172,0.049126487,0.3075172,0.17866838,0.46230784,0.30186644,0.0,0.3691555,0.0,0.16395865,0.35632193
47metersdown,0.44815496,0.07761862,0.17235848,0.35030565,0.2085238,0.60388005,0.2060397,0.4067584,0.37418675,0.4182915,0.13483389,0.37674022,0.0,0.39309034,0.35058776,0.0,0.0,0.116475895,0.040585484,0.21581326,0.3731633,0.25669467,0.5183502,0.30721655,0.3349779,0.4455763,0.40107402,0.3501907,0.2879013,0.4826204,0.32443836,0.12946309,0.06833578,0.32508615,0.0,0.02203957,0.0,0.0,0.4035639,0.40822163,0.501459,0.5933446,0.5040089,0.25029764,0.022773832,0.0,0.32613656,0.35638148,0.33250305,0.0,0.4739181,0.5459293,0.0,0.25152555,0.0,0.36629423,0.3295242,0.52393407,0.47448248,0.5451885,0.5110629,0.74184746,0.34188664,0.4294746,0.0,0.47018126,0.20419846,0.0,0.013227938,0.41102964,0.1810067,0.5339036,0.0,0.039292008,0.33598867,0.0,0.16848649,0.40801868,0.22820732,0.44566008,0.24564524,0.020142872,0.21173672,0.0,0.45807382,0.5284097,0.0,0.16597983,0.5155946,0.52399963,0.35634056,0.48989797,0.0,0.34010223,0.5465111,0.29339755,0.35703355,0.5097782,0.721734,0.28509796,0.5345159,0.42257175,0.6384097,0.41614032,0.6380776,0.36524326,0.28169742,0.4318642,0.11931357,0.09533981,0.4629717,0.0013785977,0.51150995,0.0,0.43815598,0.21699008,0.31245336,0.43282688,0.2733344,0.36998534,0.26486024,0.30577314,0.0,0.21821396,0.51092315,0.5212754,0.49884385,0.37415767,0.35735196,0.50016236,0.3574362,0.14157513,0.559454,0.20378299,0.066205435,0.5373263,0.0,0.0,0.48824114,0.11331169,0.41075134,0.14840455,0.5147294,0.0,0.0,0.65109354,0.064186245,0.0,0.08471734,0.18672526,0.0005280031,0.54968435,0.37508637,0.6245936,0.35076058,0.0,0.2515363,0.0,0.15576075,0.6221542
abeautifuldaymovie,0.26222152,0.23050529,0.25024575,0.5273803,0.29773206,0.4317993,0.3670463,0.17775789,0.29727474,0.51416385,0.1374618,0.40034854,0.0,0.3521138,0.29845473,0.0,0.0,0.17947443,0.0,0.21143383,0.29158822,0.43434313,0.33921248,0.38027585,0.2654643,0.3880004,0.55109304,0.32795352,0.19835882,0.32426846,0.32615566,0.20044808,0.1279663,0.14390731,0.0,0.1043026,0.0,0.0,0.27698746,0.3383365,0.5315089,0.41737875,0.23532861,0.35749832,0.007719858,0.0,0.30512956,0.18119328,0.38104507,0.0,0.36912155,0.44947797,0.0,0.36226788,0.0,0.3340111,0.53555954,0.42013422,0.35228986,0.5236378,0.38147536,0.5953839,0.1963592,0.41787106,0.0,0.38644916,0.32111788,0.0,0.19242592,0.21121578,0.23518799,0.38228282,0.0,0.041974146,0.42435598,0.0,0.21890984,0.25062552,0.23997295,0.5185936,0.13537227,0.06453341,0.28557715,0.0,0.49072358,0.3823582,0.0,0.22355208,0.52586585,0.44236442,0.45491925,0.36566865,0.0,0.29149175,0.28601265,0.24746446,0.34490186,0.5807958,0.5195356,0.2837356,0.28378433,0.51417017,0.4168412,0.27700067,0.4646489,0.40905178,0.29199028,0.26067385,0.23509096,0.0,0.41648448,0.06279455,0.36342055,0.0,0.13966687,0.4416874,0.31276727,0.35270804,0.20886932,0.5064007,0.21020085,0.4160511,0.0,0.3261875,0.3854605,0.41612047,0.46366546,0.5218224,0.26318505,0.40675545,0.3645593,0.104676336,0.5580401,0.23652919,0.12863979,0.4537327,0.0,0.007031059,0.42631197,0.01734402,0.35099012,0.0,0.27053332,0.0,0.0,0.32680154,0.082947336,0.0,0.030558698,0.03121667,0.0,0.40316114,0.28490072,0.5256629,0.26972094,0.0,0.35848248,0.0,0.20723426,0.47298166
abominablemovie,0.20086642,0.3812573,0.28277946,0.490658,0.2960689,0.49100697,0.391091,0.6398094,0.51144403,0.7599174,0.40226865,0.54963994,0.0,0.70223796,0.77187914,0.0,0.0,0.5353297,0.0,0.348702,0.7989922,0.3132685,0.40533084,0.41862255,0.51388055,0.65302795,0.85026336,0.7407192,0.29950824,0.5582743,0.44145423,0.22917224,0.12400246,0.4526861,0.0,0.14266728,0.0,0.0,0.1746941,0.7763139,0.5036107,0.51148623,0.37039012,0.31302497,0.04080699,0.0,0.40896934,0.37313765,0.64954925,0.0,0.7422993,0.58922994,0.0,0.6200742,0.0,0.6696384,0.68231136,0.68340206,0.63649815,0.6356802,0.6319867,0.89146435,0.17193034,0.5870343,0.0,0.6494786,0.38521948,0.0,0.31089613,0.45363185,0.3062391,0.5966997,0.0,0.12710074,0.6819408,0.0,0.37294522,0.42340198,0.43520483,0.691631,0.13504888,0.27580616,0.22962837,0.0,0.72275573,0.5510966,0.0,0.23614912,0.8796532,0.53697956,0.63666505,1.1674438,0.021695029,0.90568495,0.506323,0.37665614,0.32907623,0.60641503,0.7310164,0.37695116,0.44105974,0.8465545,0.72358686,0.58965063,0.619421,0.60297656,0.36779281,0.2783496,0.5618849,0.024033096,0.5943014,0.13349189,0.5671134,0.0,0.27181333,0.4094693,0.42852584,0.7329195,0.37979743,0.67435,0.29173273,0.8357446,0.0,0.53870356,0.73058754,0.3765632,0.6684555,0.9477926,0.3174637,0.73448294,0.7655009,0.37428933,0.7895655,0.5225262,0.40971047,0.6072522,0.0,0.2441011,0.25695986,0.15345202,0.35937047,0.09727082,0.4820035,0.0,0.0,0.6439412,0.06876752,0.0,0.0,0.09367209,0.121545136,0.60552055,0.28196058,0.7844434,0.45816812,0.0,0.6218877,0.0,0.05416059,0.5559522
adastramovie,0.31074613,0.12401169,0.08706452,0.40942052,0.30856016,0.44875428,0.30373225,0.29395723,0.23145713,0.243998,0.22441816,0.25520983,0.0,0.36102602,0.3676404,0.0,0.0,0.20754783,0.0,0.3152455,0.52259827,0.28554478,0.24700013,0.20527181,0.38198093,0.38786837,0.42787504,0.42245024,0.29477277,0.32362983,0.29753283,0.21250002,0.0,0.23165238,0.0,0.10443497,0.0,0.0,0.22708164,0.35494938,0.3523288,0.37650234,0.16538736,0.19634359,0.0,0.0,0.24884045,0.37240356,0.49734977,0.0,0.3238105,0.32807124,0.0,0.33914533,0.0,0.28972432,0.5434358,0.40889412,0.42777178,0.41696307,0.3676965,0.6036095,0.26953995,0.2829827,0.0,0.3621463,0.37784478,0.0,0.10095787,0.29330483,0.111394554,0.2855864,0.0,0.037984747,0.44222558,0.0,0.24606739,0.22960402,0.20519122,0.43763682,0.11723598,0.025027808,0.23491614,0.0,0.57050276,0.27902997,0.0,0.031373203,0.47771674,0.21975428,0.45863494,0.3800786,0.0,0.33131158,0.36773837,0.11662651,0.2813637,0.45563287,0.47995925,0.10316268,0.30104762,0.36564842,0.3532966,0.29774636,0.4511512,0.41421252,0.29261586,0.16359447,0.18566199,0.0,0.3809746,0.088932596,0.30276695,0.0,0.1616291,0.30875415,0.39374095,0.38530084,0.14783023,0.5008512,0.16889222,0.40113345,0.0,0.33457997,0.4446926,0.34366974,0.35405096,0.34631363,0.10421742,0.40788096,0.28501913,0.23502089,0.3510745,0.08525215,0.20081908,0.52063864,0.013454441,0.054118413,0.2827108,0.07011317,0.49611908,0.017004821,0.27331495,0.0,0.0,0.3442714,0.0,0.0,0.095402054,0.028609788,0.0,0.41919765,0.15370238,0.49830455,0.45748496,0.0,0.29207388,0.0,0.103452295,0.4654758
adogsjourneymovie,0.93400854,0.61130106,0.3485214,1.1562437,0.59282947,0.79228616,0.64089733,0.75010836,0.8159235,0.5778468,0.64372784,0.5954728,0.0,0.67440367,0.8829221,0.0,0.0,0.49226177,0.21604754,0.70821536,1.1173995,0.5931127,0.7288801,0.4993028,0.85074353,0.754071,0.84168136,0.93770206,0.49639568,0.75177246,0.7279059,0.32102314,0.01637929,0.53002876,0.0,0.638307,0.021346996,0.0,0.5269906,1.1634306,0.89043736,1.0332044,0.82531536,0.6680471,0.0,0.0,0.48438627,0.49355444,0.82539874,0.0,0.798416,1.1698935,0.0,0.77419454,0.0,0.8224282,0.94515675,0.98583806,1.2050128,0.8017155,0.9767773,0.9615187,0.6883415,1.054532,0.0,0.4800147,0.6491082,0.0,0.64373714,0.8596583,0.14967825,0.8458895,0.0,0.1683415,1.0204036,0.0,0.74098843,0.875425,0.7981581,1.3540976,0.40266684,0.0,0.77632296,0.0,1.3466426,0.72745115,0.0,0.41179925,0.99260896,0.93728596,1.1764647,1.2643707,0.14354715,0.80623686,1.0474629,0.50792634,0.46998245,1.2315577,1.2410686,0.52434427,0.89062744,0.99654174,0.96228397,1.0816416,1.0949681,0.83119357,0.6574621,0.55655295,0.33526194,0.114083886,0.6770397,0.3618107,0.46513066,0.0,0.7149858,1.0243114,1.0649052,0.6728409,0.52257395,1.0502172,0.54056406,0.8427526,0.0,0.93566835,1.0700438,0.90080786,0.9484556,0.9573975,0.38903898,1.3247569,0.8551426,0.41594625,1.0174005,0.35460937,0.5147318,0.7522208,0.18632694,0.021785527,0.8004565,0.060425043,0.7435432,0.124118455,0.94549465,0.0,0.0,1.1081266,0.0,0.0,0.0,0.21262206,0.13363807,0.8849207,0.56999856,1.0487114,0.8048168,0.0,0.77869225,0.0,0.25264007,1.1655735
aftermathmovie,0.24480997,0.18825202,0.1729584,0.3194239,0.22154094,0.3270059,0.23168403,0.19880867,0.25141996,0.32466513,0.24874003,0.2589743,0.0,0.22753163,0.27069843,0.0,0.0,0.10281359,0.027445264,0.15218335,0.2953424,0.20516671,0.1650154,0.14384755,0.12107177,0.19313774,0.3307946,0.23281407,0.16283777,0.26135597,0.16745108,0.15557584,0.14069332,0.23055618,0.0,0.14747067,0.047305364,0.0,0.11258869,0.24482986,0.2173307,0.308494,0.10580703,0.14289507,0.0,0.0,0.2045403,0.14759265,0.21032591,0.0,0.21709457,0.20149814,0.0,0.26417026,0.0,0.28709957,0.31265774,0.21780655,0.25301617,0.33810675,0.32065162,0.30020818,0.2265869,0.39638922,0.0,0.20518005,0.2718146,0.0,0.080299936,0.20879193,0.14607462,0.25659567,0.0,0.0018122857,0.27618065,0.0,0.22879295,0.19588126,0.17028022,0.39184535,0.19537985,0.11460672,0.124512434,0.0,0.3132655,0.19160499,0.0,0.07884036,0.35332566,0.24399643,0.33410728,0.40866733,0.0,0.2817885,0.20694391,0.18358049,0.1333429,0.25537476,0.31355673,0.16981389,0.24610987,0.4483848,0.22997843,0.22275183,0.31285906,0.2848572,0.18262495,0.16077676,0.046919324,0.0,0.3080566,0.0,0.20311965,0.0,0.19182089,0.30271846,0.18574297,0.30435926,0.09250815,0.32938257,0.1840419,0.2864699,0.050616585,0.3402521,0.33318442,0.22354032,0.28768957,0.37492445,0.10636836,0.35465193,0.2440512,0.19050865,0.31263265,0.24234459,0.21149006,0.24078214,0.091022775,0.011218303,0.20199591,0.029796574,0.23561077,0.0,0.24481118,0.0,0.0,0.20246398,0.0,0.0,0.10388396,0.013733275,0.090344414,0.24552472,0.15087935,0.3250983,0.212255,0.0,0.27883017,0.0,0.115803,0.29430068
aftermovie,0.44962317,0.15456097,0.2633983,0.3980276,0.245234,0.4714462,0.31548396,0.33814755,0.35091808,0.5034835,0.2568973,0.4874667,0.0,0.41069365,0.2915059,0.0,0.12885793,0.1668936,0.0,0.1971351,0.34272483,0.3273014,0.3002829,0.295291,0.33328703,0.47098845,0.5617273,0.4074039,0.34937832,0.4012689,0.2396434,0.10028524,0.06462408,0.17131273,0.0,0.1913703,0.0,0.0,0.056295052,0.31551713,0.37878683,0.3659836,0.2195372,0.3227072,0.054754954,0.0,0.21735668,0.19984172,0.4814299,0.0,0.53609824,0.42504084,0.0,0.4027922,0.0,0.35513183,0.47431254,0.27718973,0.3730776,0.47505584,0.49810594,0.58969873,0.34761453,0.44609937,0.0,0.17269161,0.28977495,0.0,0.1131053,0.2214986,0.14964047,0.32457715,0.0,0.19218111,0.46922043,0.0,0.31427237,0.14487813,0.24886668,0.4504074,0.20124353,0.0,0.21773635,0.0,0.39270425,0.3219424,0.0,0.16828516,0.38987508,0.38623616,0.5263092,0.43765503,0.1034929,0.29107258,0.39015368,0.22842802,0.25908923,0.38618088,0.45546773,0.099038005,0.31496048,0.5151639,0.3929101,0.12016767,0.4909215,0.3364188,0.23214369,0.24358559,0.10026035,0.0,0.425987,0.044906415,0.3882161,0.0,0.2441316,0.44077554,0.39286348,0.23949602,0.14436692,0.42014283,0.06886714,0.31203297,0.0,0.31430405,0.26704565,0.31672817,0.3577655,0.46550837,0.16996804,0.4405402,0.3110277,0.27121502,0.48380318,0.17884706,0.36457923,0.38079065,0.06885312,0.0,0.2656091,0.0,0.34567684,0.0,0.32486963,0.0,0.0,0.46509358,0.0,0.0,0.13347276,0.07450141,0.0,0.38362148,0.25565007,0.4343877,0.3010158,0.0,0.23340753,0.0,0.18732403,0.42996538
ahiddenlifefilm,0.12685627,0.095810555,0.08166989,0.15693602,0.10546788,0.1736223,0.10217432,0.124256656,0.1272241,0.15628812,0.09588595,0.14553294,0.0,0.15980692,0.13800682,0.0,0.0,0.07410118,0.01493347,0.10296941,0.18487152,0.12638888,0.096023045,0.100498095,0.11444131,0.14577761,0.1819288,0.15627524,0.10966038,0.12929447,0.11223425,0.04250181,0.012893135,0.08288281,0.0,0.04405419,0.0,0.0,0.0859956,0.14963911,0.13867094,0.16718417,0.08845416,0.10726682,0.0024941885,0.0,0.10888962,0.10605995,0.18034126,0.0,0.16677493,0.15146177,0.0,0.1374103,0.0,0.12575983,0.18596993,0.14376488,0.15763769,0.16552767,0.16199413,0.21097651,0.120126516,0.15095177,0.0,0.11153143,0.12516347,0.0,0.062353484,0.09860788,0.06256934,0.12338288,0.0,0.028728545,0.17248853,0.0,0.115595266,0.10918707,0.1026786,0.16423094,0.061360605,0.02881122,0.102911115,0.0,0.18548912,0.113787174,0.0,0.053567495,0.17988281,0.1305997,0.18515797,0.17281069,0.017922305,0.15187584,0.14200537,0.075402945,0.11183881,0.18274456,0.19578141,0.077504694,0.12138136,0.18967313,0.1453964,0.113539465,0.18873793,0.15296708,0.11408462,0.10043762,0.0889498,0.0,0.15310292,0.015777763,0.12120122,0.0,0.104669124,0.14132535,0.13288724,0.13554199,0.076782234,0.18321308,0.069025755,0.16504645,0.0,0.13769653,0.132036,0.13048337,0.13957466,0.1740722,0.06844331,0.18633667,0.14119926,0.08775407,0.16974142,0.08135699,0.09226965,0.15991208,0.021496808,0.0042664213,0.12435852,0.015912702,0.1441925,0.0017721783,0.12787415,0.0,0.0,0.1440758,0.0,0.0,0.015363285,0.016812583,0.0037513927,0.15113439,0.09085364,0.1883039,0.15490492,0.0,0.12809065,0.0,0.068118304,0.16054696
alitamovie,0.5109735,0.25713333,0.24864292,0.5338134,0.43666407,0.6145872,0.4874007,0.41597542,0.52071065,0.6719968,0.47660676,0.5475296,0.0,0.5343555,0.6303543,0.0,0.04820301,0.46551517,0.0,0.39792335,0.6471926,0.4511328,0.35400742,0.20606856,0.3211526,0.4512185,0.49601102,0.5541007,0.4119559,0.4810103,0.37699258,0.20419607,0.0,0.38380134,0.0,0.10274573,0.0,0.090297975,0.39029458,0.6313857,0.50385106,0.663091,0.38294956,0.2577198,0.0051260334,0.0,0.39200932,0.33296227,0.5602703,0.0,0.7017026,0.58023417,0.0,0.44758222,0.0,0.2402541,0.8375094,0.62403095,0.65908617,0.54823977,0.71586436,0.85195315,0.42562443,0.45390558,0.0,0.3860209,0.49999383,0.0,0.16678745,0.33715805,0.20919697,0.47254792,0.0,0.123374,0.56584036,0.0,0.38291648,0.43825787,0.18880793,0.52750576,0.19326045,0.0,0.3057915,0.0,0.6806114,0.4665057,0.0,0.1387093,0.70059055,0.39096138,0.45995525,0.34877086,0.006817707,0.4472246,0.6176253,0.30164498,0.4468349,0.43644103,0.87709326,0.22818409,0.26872432,0.7048542,0.5984447,0.4396727,0.61250067,0.8093229,0.50663966,0.26674142,0.2735773,0.041706998,0.5687147,0.22512725,0.48574913,0.0,0.40844187,0.6191265,0.6260795,0.35610265,0.18079624,0.82178104,0.24989292,0.5416853,0.19164823,0.54036784,0.6005165,0.4977373,0.28442177,0.53395945,0.26058424,0.5238382,0.5508944,0.37396282,0.61454624,0.35131508,0.26077914,0.52274126,0.17895408,0.0,0.52597094,0.0,0.59676915,0.0,0.46321744,0.0,0.0,0.49484205,0.0,0.0,0.1548964,0.15612838,0.0,0.3455715,0.41486642,0.78722143,0.54370403,0.0,0.52731514,0.0,0.20669997,0.6986014
