movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.039047375,0.37753132,0.35857725,0.2739342,0.5162293,0.43098992,0.3025739,0.42547792,0.2794179,0.56377214,0.0,0.25511935,0.68943816,0.53743553,0.28763968,0.6681798,0.6621108,0.24375781,0.7419585,0.73705614,0.0,0.5845146,0.6374236,0.628538,0.39900863,0.7126897,0.5151683,0.6046416,0.0,0.55516857,0.2922302,0.69155663,0.4120133,0.58305025,0.7731217,0.33314285,0.32237405,0.0,0.5023277,0.20896095,0.54084265,0.44791418,0.80159175,0.0,0.50292265,0.31165373,0.3710798,0.5169682,0.51384336,0.6504846
47metersdown,0.18655305,0.3632579,0.4040483,0.4308594,0.28077087,0.48552948,0.5309099,0.3735531,0.6750664,0.22530642,0.0,0.3334382,0.85084873,0.5270205,0.38470003,0.39961404,0.6077018,0.13875389,0.83727324,1.1102456,0.0,0.8635968,0.76975214,0.47989005,0.25987318,1.0355519,0.5864265,0.678413,0.28074548,0.59160644,0.4235417,0.61501014,0.56388617,0.56847715,0.64024657,0.60224396,0.18486871,0.0,0.397767,0.005138591,0.39976957,0.587969,0.53590316,0.0,0.40672916,0.59737957,0.29999697,0.4244416,0.6957355,0.80208904
abeautifuldaymovie,0.008912966,0.45777085,0.41773275,0.49722636,0.49878836,0.4203573,0.38909253,0.33589593,0.37847134,0.47669938,0.0,0.49915323,0.36714908,0.4514277,0.32440153,0.48021105,0.50713897,0.28849012,0.7445333,0.74988467,0.0,0.6224122,0.57312053,0.51445884,0.2586138,0.38060823,0.6731356,0.4638688,0.0,0.51332474,0.31074587,0.49308228,0.36568066,0.40609598,0.60129684,0.39647415,0.2707223,0.030789718,0.34208947,0.28596976,0.56052625,0.5660171,0.54111654,0.0,0.5080527,0.33833218,0.42680827,0.6079644,0.65405583,0.68699324
abominablemovie,0.23201051,0.56961596,0.46270254,0.2160604,0.3528407,1.0865345,0.358615,0.74443704,0.532306,1.1187809,0.0,0.34783906,0.77114147,0.44268358,0.43747768,0.7440252,0.8539175,0.0,0.929744,1.0649183,0.0,1.0497175,0.72972506,0.63589144,0.7298926,0.9834483,0.35082185,1.0468346,0.0,0.5575225,0.5515785,0.82826835,0.3904481,0.7835058,0.72087955,0.5506471,0.41588664,0.0,0.7012215,0.02728013,0.87250817,0.8244444,0.78036666,0.0,0.28705293,0.17333202,0.5946658,0.3746836,0.92930484,1.0302893
adastramovie,0.0,0.26818502,0.29383534,0.37646782,0.40377128,0.4713061,0.27270123,0.40446326,0.27240822,0.48029283,0.0,0.3967266,0.5026054,0.37468693,0.33496615,0.44936648,0.33617336,0.31054586,0.6781516,0.6090775,0.0,0.4623036,0.4604342,0.5821578,0.31645644,0.61221105,0.37158585,0.402695,0.0,0.3289221,0.36504352,0.3368373,0.4406156,0.44439575,0.71112615,0.26232713,0.28891528,0.0,0.26216143,0.055615027,0.5207964,0.48902315,0.5616022,0.0,0.4186995,0.28267798,0.3041984,0.53835046,0.4836337,0.33498126
adogsjourneymovie,0.0,0.46177742,0.57116205,0.35898167,0.45178726,0.39186943,0.30054462,0.8132853,1.0433387,1.2041165,0.0,0.9105564,0.734593,0.4974482,0.4543921,0.8019567,1.0710617,0.11440725,1.2642485,1.460736,0.0,1.7183014,0.9170364,0.9775051,1.3106873,1.2138809,0.6482061,1.0764782,0.0,0.9487476,0.9650428,1.36586,1.1207433,0.73595,1.1051645,0.9052941,0.5864735,0.0,0.50426555,0.47020966,0.7857399,1.3539598,1.0977256,0.0,0.6190975,0.31754932,1.0826766,1.3347237,1.548554,0.9426781
aftermathmovie,0.0,0.29443625,0.3010042,0.32005656,0.34132516,0.49419078,0.24739215,0.30408165,0.39845517,0.4499363,0.0,0.38678578,0.47173578,0.26856595,0.26208052,0.44378445,0.29530013,0.1877042,0.47740862,0.65750587,0.0,0.55241597,0.70165515,0.44539618,0.3602371,0.57293445,0.4426156,0.45460516,0.0,0.32110333,0.18850614,0.53106815,0.35653034,0.48221603,0.65889215,0.23461558,0.15276569,0.0,0.43888763,0.16442794,0.4080743,0.4193312,0.5240812,0.0,0.33585542,0.1580383,0.47255674,0.36209413,0.51659083,0.5816413
aftermovie,0.0,0.27264428,0.3546033,0.10769361,0.23258826,0.4193166,0.32954642,0.33434752,0.2778984,0.4839022,0.0,0.5973756,0.36715072,0.34700865,0.1972338,0.55117947,0.50584537,0.09670153,0.6198499,0.68336034,0.0,0.66330266,0.54556495,0.53438026,0.25285783,0.64584595,0.25653648,0.58856964,0.0,0.38099182,0.3754345,0.6742582,0.5484371,0.44672245,0.66708744,0.41204038,0.35925472,0.0,0.29188073,0.18758023,0.47077227,0.556966,0.56448764,0.0,0.43553665,0.17809759,0.4422607,0.4156538,0.6212036,0.64284045
ahiddenlifefilm,0.037858725,0.17564517,0.17825404,0.16286701,0.19965571,0.21415627,0.12444582,0.20583831,0.17698425,0.25452933,0.0,0.20818442,0.29882285,0.18290514,0.15733975,0.26163667,0.25937825,0.08836742,0.36747,0.34663486,0.0,0.3050936,0.31692934,0.28202698,0.23055646,0.3017836,0.25352433,0.2516351,0.0,0.2503963,0.19466314,0.26883343,0.24500456,0.2583812,0.35269678,0.17430227,0.1551553,0.0,0.18996686,0.12090573,0.2565176,0.27709576,0.2936214,0.0,0.21924411,0.11617105,0.24965721,0.26374978,0.3044099,0.32452625
alitamovie,0.0,0.4925876,0.3422794,0.518241,0.4605132,0.4486816,0.3235413,0.40881923,0.4030141,0.51120615,0.0,0.6448694,0.46962905,0.47125435,0.45173106,0.70905405,0.26128238,0.30268428,0.7899091,0.9745994,0.0,0.49264592,0.61436445,0.5944958,0.47741738,0.69737786,0.5466498,0.6554558,0.0,0.45057768,0.52730983,0.7536076,0.8192696,0.42985785,0.89557505,0.2646079,0.4260015,0.0,0.22534913,0.25797784,0.74835396,0.79366726,0.88943076,0.0,0.45472872,0.25979534,0.47189543,0.49899814,0.5745644,0.41695273
