movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39
21bridgesmovie,0.6562863,0.0,0.454972,0.0,0.4988034,0.0,0.5280599,0.0,0.2535938,0.548811,0.29142097,0.52096796,0.9367863,0.3214177,0.4606947,0.61128896,0.41479388,0.3594247,0.4407643,0.49928328,0.48800147,0.502751,0.53462464,0.48036757,0.55274564,0.770892,0.54284716,0.45521897,0.5309936,0.25803113,0.3744511,0.79172987,0.3481496,0.0,0.061327923,0.35615224,0.4454402,0.0,0.71661395,0.46641535
47metersdown,0.9068541,0.0,0.55943656,0.0,0.60497296,0.0,0.67282134,0.0,0.31354725,0.7682373,0.36585668,0.74991673,1.3099389,0.59973407,0.64771175,0.7554036,0.6018465,0.7387024,0.60362744,0.76059943,0.81728256,0.51552886,0.93081063,0.5455547,1.0359229,1.0846522,0.6401391,0.642896,1.0604577,0.25366428,0.80222446,1.0114298,0.77574784,0.0,0.15992655,0.62691796,0.6155194,0.0,1.0459367,0.7040394
abeautifuldaymovie,0.6895348,0.0,0.5111036,0.0,0.5792506,0.0,0.688157,0.0,0.42742723,0.61367446,0.33085018,0.5905353,0.9532817,0.50147027,0.47954568,0.50367093,0.6657239,0.5715032,0.41742724,0.46767813,0.52450365,0.52868176,0.54004914,0.5383902,0.6226186,0.54455304,0.44900513,0.32530442,0.6768021,0.30966517,0.64966005,0.66155654,0.5209725,0.0,0.03944441,0.45306203,0.6599267,0.0,0.84003025,0.5795126
abominablemovie,1.0945783,0.0,0.5446015,0.0,0.72621703,0.0,0.79322165,0.0,0.2636425,0.7765264,0.34605792,1.0531299,1.3050083,0.57098174,0.72495747,1.4872994,0.85465884,0.7852855,0.53791475,0.49943614,1.0659863,0.7858762,0.9167358,0.7552428,0.79716223,0.963335,0.63125545,0.6012615,0.7311665,0.08466431,0.7930409,1.1084462,0.5475761,0.0,0.12031816,0.50895333,0.61739635,0.0,1.1734878,0.8864572
adastramovie,0.6299337,0.0,0.3443442,0.0,0.60552067,0.0,0.6695548,0.0,0.3681888,0.5374424,0.2517003,0.7606979,0.7744887,0.3109038,0.26938397,0.6083757,0.52748466,0.46507677,0.5675115,0.6567425,0.32118848,0.52920294,0.5922861,0.44194192,0.49679276,0.62494516,0.29835153,0.46184725,0.51730907,0.39168534,0.42849147,0.7327481,0.6031812,0.0,0.12683254,0.33528578,0.51579803,0.0,0.72829545,0.58814985
adogsjourneymovie,1.3688089,0.0,0.7415942,0.0,1.6489142,0.0,1.1608201,0.0,0.74776036,1.2665904,0.66539776,1.1253039,2.1712105,0.99968046,0.81761956,1.7325158,1.3078085,1.0262941,0.817462,1.3933713,0.76677775,1.0847049,1.557604,0.8482763,1.2168736,1.3396208,1.0597051,0.6794077,1.2000744,0.46093017,1.4410262,2.1750891,1.0570304,0.0,0.86507475,1.2900978,0.849619,0.0,1.7795855,1.0910499
aftermathmovie,0.5962081,0.0,0.41890192,0.0,0.49709514,0.0,0.45287699,0.0,0.31388772,0.31199396,0.27505228,0.5768582,0.6422855,0.40895408,0.30100057,0.5478617,0.51119375,0.5058148,0.43316954,0.387471,0.478275,0.3785069,0.41519037,0.387542,0.44851193,0.658417,0.43607724,0.30265206,0.4508283,0.22184628,0.4086457,0.53395534,0.5752452,0.0,0.12483521,0.28187463,0.4314369,0.0,0.6744693,0.43975526
aftermovie,0.8259962,0.0,0.30348843,0.0,0.4579099,0.0,0.5898556,0.0,0.23965801,0.49712735,0.19782192,0.72634655,0.82916,0.33901164,0.5063772,0.7431447,0.6514855,0.58816504,0.6678752,0.4671257,0.61576563,0.4905489,0.6603969,0.42917642,0.5382492,0.76605517,0.3770655,0.28555804,0.54105973,0.12840924,0.523317,0.80867803,0.660958,0.0,0.06835428,0.47602206,0.6339075,0.0,0.61486167,0.5501031
ahiddenlifefilm,0.29979232,0.0,0.19265811,0.0,0.24832664,0.0,0.25501007,0.0,0.14175342,0.23578206,0.12609926,0.28165725,0.41621017,0.17497632,0.19936909,0.31096628,0.24500656,0.26214632,0.21229193,0.24371056,0.25319123,0.21634194,0.27413735,0.20790602,0.24272369,0.33477047,0.21269175,0.18945111,0.2446187,0.09784884,0.26224524,0.34250462,0.23829341,0.0,0.0652439,0.20463413,0.22788362,0.0,0.37093985,0.23544404
alitamovie,0.9161069,0.0,0.5714368,0.0,0.5155628,0.0,0.836361,0.0,0.55606556,0.58720607,0.5464187,0.87908703,1.207494,0.4612153,0.6733638,0.74363387,0.8449067,0.6512713,0.7333713,0.87679046,0.8177081,0.7063895,0.94343346,0.6589606,1.0236301,0.9068603,0.39258745,0.8330463,0.7086501,0.689172,0.6594576,0.9619969,0.7441834,0.0,0.0,0.5371378,0.5630648,0.0,1.2061563,0.66502887
angelhasfallen,0.97898334,0.0,0.819822,0.0,0.5915915,0.0,0.5960327,0.0,0.4844854,0.731252,0.4923637,0.7643449,1.2935636,0.5555048,0.50235605,1.0263212,0.81012094,0.5737674,0.48788655,0.6538039,0.6504669,0.8350262,0.9274193,0.6505802,0.8089916,0.7270144,0.7342322,0.6266098,0.69339293,0.36273327,0.9324804,1.1501275,0.65360856,0.0,0.22974104,0.5717896,0.65179354,0.0,1.2273134,0.7457333
angrybirdsmovie,1.792738,0.0,1.1963499,0.0,1.1703904,0.0,1.5018075,0.0,0.35775107,1.1850256,0.95422614,1.2114333,2.7248967,1.5797182,0.9900603,1.413418,0.9087674,1.2716206,1.0655581,1.6725924,1.6154555,0.92778915,1.3369697,1.4451171,1.5214564,2.0922642,1.2391553,0.6414081,1.7810426,0.5858181,1.4853437,1.7898222,1.1421044,0.0,0.2814282,0.78840584,1.4034537,0.0,1.6178186,1.2314119
annabellemovie,1.1174419,0.0,0.9626973,0.0,0.8859905,0.0,0.93433553,0.0,0.5076828,1.033654,0.7773839,1.0288887,1.7414967,0.88891447,0.9288572,1.3932714,0.72566664,1.1337963,0.86403406,1.0920095,1.073342,0.91769266,0.97869873,0.84010047,1.1480539,1.4791167,0.9651221,0.5675419,1.051751,0.59271824,0.8832044,1.4940158,0.9021569,0.0,0.46605882,0.74071,0.7608624,0.0,1.4548669,0.86378396
annamovie,0.8454425,0.0,0.51720035,0.0,0.39150757,0.0,0.6722967,0.0,0.2232965,0.48414642,0.17446555,0.7496745,0.80723625,0.44287768,0.4230667,0.85322773,0.6399156,0.6388376,0.50408965,0.5344035,0.6348206,0.5600679,0.67149055,0.3202086,0.46208626,0.61974716,0.43635216,0.3156644,0.6105621,0.33357278,0.57214886,0.8128608,0.61120015,0.0,0.17285973,0.43917388,0.50564396,0.0,0.9167736,0.7124322
apollo11movie,0.43828538,0.0,0.2988314,0.0,0.34482595,0.0,0.39483184,0.0,0.2371243,0.46641022,0.14114863,0.4300019,0.5269393,0.29241535,0.34946635,0.4349086,0.39338496,0.32195023,0.30953082,0.43099225,0.37284857,0.31444642,0.45816693,0.32914913,0.34411523,0.43857768,0.34991038,0.26249114,0.39738792,0.10274296,0.40676004,0.3985942,0.23297188,0.0,0.1032231,0.3309003,0.34046662,0.0,0.65218824,0.44607195
arcticdogsmovie,0.78130955,0.0,0.5708899,0.0,0.5615926,0.0,0.69738734,0.0,0.45138246,0.74526995,0.27667293,0.6766367,1.0118719,0.5144676,0.366815,0.86602074,0.6764544,0.7653433,0.4621176,0.68494576,0.53965473,0.42034253,0.81808037,0.41368306,0.6736544,0.80319476,0.60355324,0.4098844,0.78393143,0.16576931,0.62304723,0.8290824,0.5766657,0.0,0.2737808,0.61215913,0.4336011,0.0,0.94969076,0.56739855
arcticmovie,0.6163319,0.0,0.30604726,0.0,0.40144852,0.0,0.5740035,0.0,0.22847623,0.50290096,0.2070667,0.6162906,0.59448713,0.32811287,0.36112687,0.6109395,0.47116226,0.44762486,0.46930528,0.40816256,0.3981192,0.34979218,0.51001966,0.32449046,0.39708498,0.50627947,0.45527995,0.2590217,0.3820756,0.0955076,0.37461168,0.46975034,0.5438913,0.0,0.25031415,0.348493,0.41312107,0.0,0.75203013,0.4198627
artofracingmovie,0.8516352,0.0,0.4053301,0.0,0.8194221,0.0,0.68069845,0.0,0.46564037,0.5515492,0.30412334,0.68256396,1.0008782,0.39609864,0.48053643,0.73648167,0.66633755,0.56890434,0.6726755,0.6242473,0.44996318,0.45491266,0.9186928,0.46032625,0.6194152,0.7321934,0.32363296,0.34077072,0.53378373,0.4150554,0.5762865,0.90090966,0.5973238,0.0,0.14564043,0.3909775,0.6275422,0.0,0.98531026,0.47079688
avengers,0.59893835,0.0,0.33483142,0.0,0.4105731,0.0,0.54487234,0.0,0.34105134,0.58048177,0.31692785,0.47750613,0.7613409,0.22967854,0.53368187,0.7389041,0.46946403,0.33001962,0.4766752,0.54480785,0.5986829,0.49444923,0.57410496,0.46808487,0.48950493,0.61848336,0.5423293,0.3600102,0.4135123,0.2516561,0.4331835,0.7720237,0.30846873,0.0,0.015783768,0.4216044,0.44393203,0.0,0.6827638,0.67217183
beachbummovie,0.7443518,0.0,0.45929214,0.0,0.7617892,0.0,0.65761346,0.0,0.23788957,0.6371207,0.3012933,0.6400961,0.81634843,0.35318086,0.7179148,0.82691514,0.6566041,0.6445583,0.41901994,0.45088473,0.5380338,0.5781125,0.76373845,0.5488717,0.5219013,0.71118784,0.6195643,0.40929073,0.6953088,0.16589496,0.6831555,0.672621,0.6283046,0.0,0.20369107,0.5334924,0.647608,0.0,0.9772664,0.68545216
bernadettefilm,0.8175982,0.0,0.34404945,0.0,0.7932973,0.0,0.702314,0.0,0.5867728,0.5100491,0.39404923,0.6215969,0.85951954,0.37188166,0.46812725,0.61817855,0.5521303,0.82558197,0.49644697,0.4827762,0.7214172,0.70635045,0.7647102,0.2203659,0.42472288,0.78869927,0.52496654,0.40356657,0.68242323,0.32249707,0.79160374,0.77047247,0.72967786,0.0,0.23732816,0.571035,0.49626547,0.0,0.9004709,0.5316701
blackandbluemovie,1.4473884,0.0,1.1816149,0.0,1.3562806,0.0,1.1316882,0.0,0.58798796,1.1279956,0.60408455,1.2205667,1.8518475,0.78018343,1.0313783,1.4959764,1.2691252,1.255131,1.1456956,0.95035684,1.3819853,0.90885913,1.3372606,1.1073759,1.2410741,1.8437489,0.85484135,0.882217,1.1409476,0.33744007,1.0606829,1.4280725,1.2104952,0.0,0.17907962,0.6083268,0.94041806,0.0,1.6612827,1.0520439
blackchristmas,0.76444495,0.0,0.4458483,0.0,0.75430954,0.0,0.5676461,0.0,0.32092696,0.7493429,0.28194457,0.82274735,1.0495228,0.431117,0.46401587,0.9135413,0.4658302,0.64451855,0.6259898,0.75472283,0.4586191,0.49158153,0.808366,0.3499305,0.7230306,0.7560277,0.43461543,0.39943054,0.63242877,0.19083577,0.5177309,0.88539493,0.4628731,0.0,0.29301652,0.5200451,0.535683,0.0,0.91078246,0.5477947
blindedbythelightmovie,0.58595765,0.0,0.36565518,0.0,0.36611527,0.0,0.4522714,0.0,0.18581115,0.36843145,0.16093318,0.4663027,0.6876988,0.2549708,0.23577338,0.3659708,0.4176578,0.44094762,0.35485134,0.4192982,0.37330577,0.3011945,0.5270259,0.32215986,0.43079647,0.5753743,0.3329023,0.34810668,0.42890275,0.18007225,0.25581646,0.48827934,0.295896,0.0,0.11550124,0.35576552,0.44348225,0.0,0.5391545,0.3824014
bombshellmovie,0.78634393,0.0,0.5348186,0.0,0.7977734,0.0,0.6180691,0.0,0.47965762,0.6374174,0.48657995,0.6299029,0.9540358,0.6974691,0.42200968,0.9028348,0.63597554,0.6390662,0.64111984,0.65016025,0.5963323,0.5704597,0.7775692,0.49483243,0.5877111,0.86353916,0.5727079,0.3609377,0.6579059,0.11705863,0.5271435,0.8360575,0.6923621,0.0,0.0,0.41573423,0.6521756,0.0,1.1064025,0.48258707
booksmart,0.8816646,0.0,0.9125927,0.0,0.39364722,0.0,0.2819544,0.0,0.078152776,0.27062497,0.11947637,1.3298842,1.3501253,0.06468369,0.12997699,1.114591,0.19618122,0.61998594,1.1722822,0.5513267,0.52454776,0.16782314,0.8011501,0.10456276,0.49390098,0.8081706,0.97426295,0.090792045,0.3140878,0.059413336,0.3006633,1.0403353,1.5330081,0.0,0.0,0.41216716,0.26757738,0.0,1.5840122,0.482933
breakthroughmovie,1.6352181,0.0,0.7570913,0.0,1.6707665,0.0,1.7445128,0.0,0.60421616,1.4319024,0.37106526,1.6915071,2.39436,0.874874,1.021867,1.9165096,0.95033365,1.1530126,1.4828527,1.327226,1.1504658,1.4349247,1.6585344,1.0047178,0.99949783,1.7875876,0.9554924,0.8156846,1.2122803,0.6873735,0.91068625,1.4538237,1.1275296,0.0,0.0,1.0549467,1.1286178,0.0,2.0367775,1.3941877
brianbanksmovie,0.8879345,0.0,0.6906789,0.0,0.5535127,0.0,0.80895585,0.0,0.42567232,0.74037963,0.19728456,0.88011026,1.2678155,0.40647662,0.47790655,0.95072854,0.7031141,0.6536731,0.67604285,0.6875989,0.7748644,0.6569614,0.631181,0.66471624,0.6632866,0.923199,0.46993622,0.4508723,0.7705568,0.086844705,0.6855015,0.76122093,0.6914032,0.0,0.29395917,0.5435526,0.5994014,0.0,1.1827672,0.8240536
