movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.5944594,0.617672,0.80735654,0.636197,0.8733618,0.5893062,0.76557463,0.937065,0.7321863,0.34766218,0.679424,1.0094011,0.7146624,0.8433512,0.47428867,0.9866497,0.4966937,0.8468046,0.61671156,0.52697897
47metersdown,1.4319643,1.125221,1.173392,0.8735909,1.3171506,0.9807748,1.1137953,1.1194122,0.7217343,0.49412668,0.88053375,1.3266462,0.82416266,1.3599863,0.63615066,1.4041587,0.7457324,1.0979546,0.92533594,0.7035914
abeautifuldaymovie,0.8786733,0.86773646,0.9722578,0.8068063,0.7773599,0.6687597,1.0081033,1.0044768,0.5917746,0.49315575,0.65498763,0.87300646,0.7748653,0.855568,0.3335279,0.9102082,0.4242665,0.7823734,0.86679935,0.3700386
abominablemovie,1.2750974,1.0937333,1.1804553,1.0490966,1.1152639,0.80852735,1.5556479,1.4685417,0.8341788,0.6921335,1.0939685,1.1670419,0.87718594,1.2670397,0.5218243,1.5395525,1.1803186,0.94528514,0.9979802,0.9279687
adastramovie,0.70967937,0.5842568,0.5663637,0.64462066,0.8182991,0.5614951,0.6638216,0.8154917,0.6294076,0.44370258,0.73239297,0.8834226,0.5933328,0.93860763,0.3242472,0.8253772,0.5094966,0.76497054,0.67072797,0.5241065
adogsjourneymovie,1.6301641,1.9535947,2.1738286,1.306082,1.4045565,1.7004876,1.7313519,2.1538088,1.0954815,0.9712809,1.4254626,1.9952699,1.7545394,2.1333086,0.8086584,2.0210087,1.6231127,1.5874747,2.110426,0.82279545
aftermathmovie,0.609772,0.5958586,0.7512672,0.44065487,0.5251707,0.42757988,0.7276858,0.64448416,0.42512017,0.43372273,0.5930036,0.7329512,0.5855293,0.77682525,0.32714388,0.7692734,0.5136879,0.62602353,0.6665268,0.40111622
aftermovie,0.7535642,0.7236144,0.8382102,0.7145864,0.66977626,0.61632776,0.97120494,0.85096514,0.60994714,0.40834153,0.87542415,0.9674976,0.7492191,0.81410766,0.46054417,1.0565155,0.9041648,0.9311936,0.9484417,0.6689286
ahiddenlifefilm,0.33048797,0.31631115,0.41614318,0.27132076,0.31918827,0.27709785,0.40954998,0.41389522,0.2514865,0.21856023,0.2778604,0.45230785,0.3561931,0.40742618,0.17899613,0.46231288,0.26829642,0.37038338,0.36836287,0.2556115
alitamovie,1.1306046,1.1095879,1.2310389,1.0565338,1.0921896,1.139174,1.3997442,1.1115575,1.0388314,0.7814194,1.0879515,1.5124434,0.9899789,1.0672153,0.45215538,1.3596551,0.8224467,1.373326,1.000794,0.97675806
angelhasfallen,1.0578337,1.0267291,1.2684525,0.91747284,0.990584,1.0555671,1.2026896,1.4792892,0.9686363,0.38723245,0.88872296,1.4017116,1.0602034,1.2542773,0.66859335,1.3009204,0.6960634,1.0280781,1.0699844,0.7254218
angrybirdsmovie,2.4092662,1.7170386,2.0267599,2.018041,1.9206712,1.7125399,2.3171906,2.0699315,1.4135838,0.8292639,1.7518846,3.00358,1.6579522,2.1607904,0.87593096,2.4825711,1.0767403,2.0653875,1.8407854,1.4748312
annabellemovie,1.2277236,1.2410729,1.6736608,0.97865945,1.318916,0.97754496,1.3864151,1.8147023,0.70404196,0.72355014,0.72422296,1.6055549,1.1637131,1.6832188,0.79984784,2.029928,0.92133796,1.2237477,1.1289682,1.2542673
annamovie,0.7332511,0.8094494,1.0031037,0.49466214,0.6538076,0.8042392,0.8153088,0.921579,0.5356269,0.47872767,0.766876,1.0187109,0.9188412,0.7502911,0.53620285,1.1107942,0.6288625,1.054105,0.82950866,0.5233979
apollo11movie,0.53597236,0.48391792,0.60765254,0.3385748,0.3904347,0.40866667,0.61177206,0.5541928,0.49317926,0.28495404,0.38964623,0.6592009,0.5731867,0.6800807,0.37583727,0.6053851,0.42944086,0.5491277,0.4723542,0.41221592
arcticdogsmovie,0.88727117,0.6913497,0.87473667,0.6064337,0.9293955,0.56707513,0.9214626,0.789298,0.5997064,0.54223084,0.6630612,0.9542389,0.7113198,0.910362,0.30181417,0.9037859,0.76736283,0.8713144,0.78615534,0.76603186
arcticmovie,0.5743854,0.58807266,0.68014085,0.35764137,0.5617785,0.4445085,0.69924855,0.6732743,0.49278012,0.30281204,0.41023135,0.87254894,0.5482231,0.629983,0.34302834,0.63320535,0.43037435,0.4513844,0.6961624,0.418843
artofracingmovie,0.9508655,0.77466,0.8605623,0.6837761,1.0311016,0.7938243,0.91822267,1.1364099,0.81742644,0.77089995,0.77924776,1.1648277,0.93825066,1.1444678,0.31250826,1.2450635,0.7871363,0.8313273,0.8525179,0.6157775
avengers,0.67884713,0.39583248,0.58342934,0.6803772,0.7051765,0.4629311,0.64517,0.75700223,0.55506766,0.35513577,0.501252,0.7762599,0.6712842,0.6895231,0.31815055,0.7884207,0.48097423,0.63039386,0.73277277,0.46866307
beachbummovie,0.630723,0.6790403,0.7401618,0.5670874,0.57810235,0.39467633,0.6657233,0.85009634,0.54437196,0.45361012,0.54900163,1.069362,0.835399,1.034328,0.48483366,0.8469111,0.6413295,0.86787057,0.599278,0.62322515
bernadettefilm,0.90240633,0.7105656,0.9801082,0.7944445,0.5842208,0.68855107,0.87413836,1.0706115,0.5280691,0.60677516,0.73321277,0.80436194,0.96569574,0.9238536,0.39492837,1.0839505,0.6717769,1.010879,0.80025613,0.8183228
blackandbluemovie,1.5523809,1.1796,1.8374761,1.7655641,1.1173372,1.2882788,1.8349438,2.089963,0.979321,0.92322123,1.3921064,2.5994408,1.8187007,1.9081495,0.7871317,1.8237281,1.1891148,1.586174,1.6344298,0.87972456
blackchristmas,0.7112848,0.7830878,0.9354593,0.6836665,0.91372067,0.7159688,0.84764284,0.98886514,0.5833143,0.528454,0.54809254,1.1536609,0.80479425,1.0272616,0.50150657,1.0610688,0.6203774,0.93554586,0.83672255,0.510509
blindedbythelightmovie,0.49143088,0.40575615,0.60953116,0.48274204,0.53094107,0.42032695,0.6315609,0.62584305,0.40852928,0.31432658,0.4153875,0.76904714,0.52404636,0.49564034,0.1477976,0.68268347,0.378921,0.52709335,0.5083135,0.26552546
bombshellmovie,0.8189118,0.87612975,1.3471742,0.75491446,0.88633066,0.701485,1.1015004,0.98763394,0.5829514,0.6673844,0.74330306,1.2476887,1.0867299,1.1929258,0.59526175,1.0516036,0.7421981,1.2532039,1.0178726,0.76395196
booksmart,0.32510516,0.771393,1.4115269,0.23243599,0.2684034,0.2905373,0.5477706,0.87389874,0.3027035,0.294152,0.14531897,0.33221245,0.8937995,0.89439124,0.0,1.0823739,0.26711506,0.48055938,0.67384833,0.06320561
breakthroughmovie,1.5252316,1.4054275,2.0738194,1.4751163,1.2610508,1.1705344,1.7074742,1.9546069,1.1823567,1.1187437,1.2689666,2.1630123,2.190975,2.045384,0.88464063,2.2734785,1.2046994,1.6446924,1.5637143,1.0048068
brianbanksmovie,1.074995,0.92629784,1.1384331,0.8022901,0.9919802,0.9240256,1.2985923,1.355701,1.0439329,0.6182869,0.7974344,1.5650886,0.9794332,1.3351285,0.8901223,1.3508586,0.7511971,0.80065167,1.4421349,0.87435997
brightburnmovie,1.0893869,0.92786306,1.0857726,0.98083115,0.7784639,0.84186596,1.1615446,1.284451,0.5874402,0.52044594,0.9967448,1.0871754,1.0165237,1.075417,0.38845828,1.0993376,0.4919087,0.94203913,0.9675604,0.7287792
brittanyrunsmov,0.50605875,0.38590768,0.7569767,0.55114275,0.5279226,0.568119,0.58885705,0.5713062,0.24674022,0.3297333,0.39119965,0.64255065,0.5238185,0.6059963,0.28444293,0.6755165,0.39118227,0.50798625,0.57181853,0.3362287
captainmarvelofficial,0.7514235,0.60825783,0.8211006,0.8183185,0.8084161,0.64416784,0.96837187,1.1043569,0.6632356,0.5365284,0.51304245,1.1224018,0.81493634,0.95438653,0.45863906,1.0708845,0.7604232,0.7987069,0.92955303,0.6998465
captivestatemovie,0.9552058,0.93102175,1.2553766,0.90388966,0.72973937,0.7867598,0.9617866,1.241422,0.70735514,0.59896547,0.7645419,1.1196152,1.0036969,0.80912834,0.3872265,0.90492916,0.5655004,0.9357921,1.1334853,0.64875406
catsmovie,1.0191923,1.2358785,1.59701,1.0681214,0.88666594,1.1538379,1.346958,1.4058284,0.42905724,0.5834256,0.6313404,1.5389931,0.991531,1.218609,0.5776983,1.6652211,1.2382362,1.1532544,1.0240402,0.90097713
charliesangels,1.6158953,1.6612891,2.1169014,1.248236,1.5433557,1.4396625,1.9698173,2.013119,0.8213059,1.3578663,1.463493,1.9668573,1.7936572,1.646253,0.8125857,1.961196,0.7479239,2.0359385,1.8070633,1.0317731
childsplaymovie,2.0016277,1.5181541,1.327418,0.8848327,1.2905335,1.0242312,2.1997907,2.1236084,0.6134536,0.6857168,0.7736169,1.8781502,1.450969,2.3140423,0.41972604,2.1815872,0.7697431,1.3579793,1.0513139,1.0087316
clarathefilm,1.5432868,0.8552359,0.9464314,1.2217675,0.67893714,0.92642766,1.7387947,1.3240398,0.5693574,0.30402657,0.50519985,1.1971475,1.3691636,1.9288079,0.23443261,2.348163,1.0218816,1.4072554,0.73143846,1.4644132
coldpursuitmovie,0.5369137,0.43772987,0.58449835,0.49286404,0.4704834,0.5221274,0.5189802,0.58284247,0.32216227,0.2697514,0.39882612,0.5882505,0.53856194,0.5365413,0.34643584,0.62438476,0.35510144,0.589844,0.5255645,0.46840736
countdown,1.0217874,1.0936729,1.5214896,1.0144926,1.5208145,1.0460083,1.4322009,1.7299699,0.9303665,0.75850743,1.0578537,1.632252,1.3560508,1.4596044,0.6721865,1.7204183,0.8729123,1.1295849,1.2504952,0.65743864
currentwarmovie,0.95802116,0.61994475,1.0254906,0.7403937,0.9301047,0.6599497,1.20864,0.94322884,0.6723333,0.5189734,0.7633309,1.1578952,0.95723766,1.1197208,0.73846424,1.2374063,0.6196512,1.0085462,1.2751491,0.6385137
darkwatersmovie,0.9282173,1.0430677,1.4685189,0.8348965,1.2064333,0.94440055,1.5888739,1.7339948,1.0520347,0.7730407,0.72623724,1.4616096,1.386994,1.4475639,0.6682207,1.6189694,1.0711627,1.351526,1.4966581,0.9315624
detectivepikachumovie,0.9273309,0.8418295,1.005762,0.7963094,1.3273306,0.8947317,1.1518633,1.2356869,1.0731729,0.70238364,0.79167414,1.193797,1.210558,1.3714725,0.44403332,1.4062636,0.60195804,0.7142238,0.90095323,0.8424293
disneyaladdin,1.2264771,1.1052215,1.5063562,1.1389457,1.2773085,1.0318727,1.5620173,1.478114,0.8635955,0.7911295,1.0022207,1.5443372,1.3236576,1.3364958,0.5995318,1.8009365,0.9572382,1.2318467,1.4843158,0.8442763
disneyfrozen,1.3926386,1.5710448,1.4621928,1.2442341,1.8387849,1.1570879,1.6218622,1.5576575,1.2421534,0.9952604,1.4471139,2.1607022,1.0852385,2.0432618,1.048702,1.6966985,1.3205166,0.881923,1.4661633,0.80838513
disneymaleficent,1.0277905,0.9751753,1.2122074,0.8938929,1.0808665,0.8393174,1.2554927,1.0922647,0.6716353,0.6063539,0.8922847,1.4005977,0.9819626,1.0586535,0.5184682,1.4178094,0.56095266,1.1303395,1.2414798,0.62212276
doctorsleepmovie,0.75708216,0.82397825,0.96331334,0.68617636,0.8396506,0.69749796,0.916916,1.0289642,0.47224522,0.5674531,0.5761406,1.0847068,0.8488828,1.0420754,0.23362735,1.0579274,0.49563554,0.9622383,0.7153362,0.6737641
dolemiteismyname,0.94560623,0.9029233,1.6055081,1.0967089,1.1119245,1.0352616,1.7034347,1.7193607,0.90589136,0.8137938,0.80317396,2.0006578,1.378106,1.7975281,0.6885089,1.848579,1.0790141,1.4978708,1.7673825,1.0101682
dontletgomovie,0.99413455,0.9126091,1.0988473,0.79535383,1.1584231,0.76080334,1.0297719,1.1754043,0.68232876,0.5950243,0.5709633,1.4056886,0.9349441,1.2110646,0.59561944,1.3087976,0.6420611,1.0369475,0.9504097,0.6139778
doramovie,0.9958086,0.7501303,0.9393417,0.80792075,0.79769725,0.7492972,1.0918214,0.89646316,0.6083565,0.8210092,0.81681234,1.235358,0.86553645,0.99040747,0.42380112,1.3414125,0.80257046,1.0196056,1.1199315,0.70730627
downtonabbey_official,1.1478763,1.1660546,1.8070533,1.1870778,1.0756929,0.89699936,1.6143591,1.7310085,0.85169196,0.39085108,0.74706453,1.5202208,1.5344578,1.4462277,0.6972212,1.6714883,0.78533024,1.7163951,1.4080342,0.8805423
dumbo,0.90738267,0.81566995,1.0333054,0.8167673,0.8914277,0.7197018,1.0910437,0.945517,0.593401,0.49853507,0.79733986,1.1732339,0.8708357,0.94017094,0.45979425,1.2235994,0.5284374,0.8953283,1.0206447,0.5851316
escaperoom,1.1882217,0.94457144,1.3065593,1.211813,0.8645325,0.9772263,1.3020669,1.4712967,0.74179834,0.7315945,1.1130966,1.4121542,1.0469261,1.0901108,0.47185114,1.3277538,0.658646,1.0977018,1.243733,0.7216488
everybodyknowsmovie,0.61880445,0.5835101,0.82747996,0.48712078,0.5679788,0.49969923,0.74049354,0.7784065,0.447302,0.28084895,0.47292092,0.80026287,0.7048087,0.70965403,0.2522536,0.73011684,0.41044036,0.7442244,0.63356453,0.3975061
fastandfuriousmovie,1.0915632,0.91755956,1.9580451,1.0963748,1.4581232,1.3905063,1.5157824,1.8575329,0.6217879,0.8150194,1.006115,2.1092885,1.2886349,1.6158506,0.48487207,2.3086133,1.1256841,1.8439862,1.1852386,0.89803684
fightingwmyfam,1.3095706,0.9426081,1.6523826,1.3682656,1.1765349,1.0708528,1.6013825,1.8048235,0.7934319,1.1256721,0.8454955,2.0969684,1.4006959,1.442341,0.72837096,1.7071854,1.1169282,1.2991674,1.2136726,1.0915614
fivefeetapartfilm,1.7314016,1.4412546,2.1578918,0.95795065,1.5407256,1.1471956,1.9283589,2.1795244,1.1321622,0.6379803,1.2494954,1.786939,1.5762917,2.0848246,0.8874251,2.3517475,1.0397198,1.689302,1.8184073,0.8403399
fordvferrari,0.6967579,0.67248845,0.6278589,0.7152707,0.80648166,0.7835131,0.7715665,0.8765484,0.55912626,0.41897404,0.7204533,0.9697138,0.75144833,0.78736013,0.34294537,0.8516765,0.63892365,0.8244294,0.66393465,0.6835974
freaksthefilm,0.8759406,0.8854846,1.0501106,0.82606614,0.8565442,0.7710982,1.1830802,1.2184672,0.5681885,0.5401841,0.76575714,1.2380909,1.0218697,1.2526511,0.4071184,1.4117265,0.7098956,1.1797783,0.9149647,0.9094203
geminimanmovie,0.7542907,0.86590236,1.1376251,0.89176625,1.0467429,0.85972303,1.0339468,1.2731512,0.9097173,0.635703,0.6386933,1.2752327,0.9859589,1.215597,0.42348263,1.194073,0.85846263,0.9024058,0.99259526,0.6995928
glassmovie,0.85395384,0.78313833,1.0798731,0.9039359,0.87286454,0.6801804,0.98462653,1.3029968,0.65934104,0.45020992,0.6887285,1.19119,0.8866243,0.98677975,0.43649185,1.1879668,0.7022077,0.872208,0.973913,0.62070966
gloriabellmovie,0.7465067,0.6682577,1.0711049,0.6402582,0.6588492,0.68151647,1.0087894,0.81893957,0.58722156,0.4994293,0.6684475,1.0159079,0.78627187,0.7646366,0.46137163,1.1074436,0.64125276,0.8908695,0.77421004,0.5986494
godzillamovie,0.7034527,0.7932302,1.046539,0.7685298,1.0348494,0.84075326,1.105267,1.2088972,1.023034,0.6928832,0.6003557,1.2431816,1.4214438,1.1246432,0.43343076,1.245698,0.8638582,0.9031311,0.79782337,0.75151306
goldfinchmovie,0.94459295,0.9092533,1.0900494,0.731637,1.0581915,0.793155,1.0048963,1.1497939,0.51317394,0.71059614,0.7771954,0.9269788,0.9212423,0.89794856,0.5309582,1.1495235,0.8865949,0.9318042,1.1300737,0.5665497
goodboysmovie,1.1054232,0.7523424,1.0423768,0.8320159,1.1095779,0.79196113,1.1214868,1.2536677,0.6966537,0.69216365,0.72952336,1.4688944,0.8966107,1.4446335,0.49602547,1.3770797,0.8578148,1.3597906,1.182399,1.0788063
goodliarmovie,0.75431,1.1793752,1.5796751,0.9345088,0.91483074,0.8854918,1.0771239,1.2818961,0.74621344,0.8299742,0.99209535,1.3166863,1.2452799,1.0738201,0.8309309,1.6286911,0.899469,1.1639684,0.6721692,0.99584186
gretafilm,0.943454,1.0145289,1.1892084,0.72240597,0.88950235,0.84225065,1.1110344,0.9770541,0.65872276,0.4876285,0.6636651,1.17724,1.0764257,1.1942834,0.3223142,1.2108976,0.7647225,1.1007237,0.9983949,0.64398605
halathemovie,1.3201485,1.1240759,1.41241,1.527283,1.6005316,1.0674992,1.4194739,1.5997123,1.1158656,0.9954377,1.2112367,1.937196,1.2210349,1.4776813,0.5371291,1.7844372,0.99980956,1.8479968,1.621359,1.0926024
happydeathdaymovie,0.5265666,0.5028537,0.52465934,0.3666002,0.45799288,0.4440106,0.5906793,0.604406,0.38405,0.35461792,0.38555047,0.57926244,0.5417811,0.52251154,0.28480121,0.73335534,0.4876455,0.5757899,0.4483947,0.43793878
harrietfilm,1.0158966,0.7620576,1.0052178,0.6147609,0.81779397,0.67570716,1.075393,1.071793,0.5893546,0.38973188,0.5933147,1.2369996,0.8834566,0.8501549,0.28123719,0.87101346,0.66627884,0.93673027,0.930023,0.51843446
hellboymovie,0.77838874,0.747209,1.0752264,0.7472801,0.8274598,0.74412286,0.88392055,0.97219455,0.66250587,0.30336213,0.8618489,0.87704813,0.797014,0.8395303,0.61660016,1.0444707,0.5555349,0.7937317,0.65725094,0.42902914
hersmellmovie,0.84138215,1.4509475,2.1450377,1.4567885,1.4181335,1.0682949,1.4630463,2.1096754,0.9275187,0.48459592,1.0336798,1.3474985,1.6937937,1.3748055,0.8964289,2.0970755,1.000533,2.2099493,1.4237472,1.290726
