movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169
21bridgesmovie,0.0,0.22243851,0.35570404,0.4812597,0.39070544,0.0,0.42350414,0.285156,0.31408644,0.2905282,0.238934,0.30807883,0.081847325,0.09480324,0.22180206,0.20694438,0.26448992,0.31462562,0.2729839,0.3715509,0.3409352,0.2972757,0.17899361,0.37309888,0.32654792,0.3545387,0.25185335,0.28185725,0.44301093,0.14920801,0.44771975,0.29755285,0.38325652,0.0,0.19779027,0.47307333,0.32147843,0.0,0.39385542,0.17215122,0.28037995,0.48523736,0.35771468,0.50578856,0.07875675,0.15233313,0.0,0.0,0.0,0.0,0.37713218,0.31031525,0.41954195,0.49863425,0.52614796,0.5651706,0.0,0.5085254,0.0,0.40558037,0.39499953,0.18675727,0.38422978,0.30522576,0.19406186,0.17417732,0.0,0.24665095,0.16198646,0.27564323,0.5453186,0.40441048,0.36788267,0.22246192,0.29479364,0.4025476,0.26377484,0.09352034,0.1432656,0.1522689,0.23880976,0.6063272,0.2612858,0.34248856,0.34443903,0.0,0.34698045,0.2351917,0.28805968,0.0,0.44254428,0.32825953,0.37069234,0.43655726,0.36734223,0.35685182,0.40424013,0.4159266,0.076580115,0.25054973,0.44498727,0.3464198,0.16326061,0.0,0.11695279,0.14340813,0.41112924,0.0,0.24488902,0.28119293,0.0,0.28617036,0.268586,0.0,0.3218513,0.0,0.1863172,0.28835076,0.25832987,0.22475603,0.347499,0.0,0.42927784,0.27085957,0.32360238,0.42128095,0.26434433,0.20753829,0.31671846,0.28625545,0.53740084,0.23493415,0.4726957,0.062448435,0.2810207,0.31581068,0.20924227,0.40336943,0.0,0.17786676,0.34896666,0.24114256,0.18301892,0.2123526,0.46034858,0.106708325,0.44768748,0.35501078,0.20669429,0.0,0.40905768,0.23426744,0.0,0.15632422,0.0,0.6064201,0.39530104,0.12790737,0.6710639,0.16551548,0.0,0.1384025,0.0,0.35367158,0.20393223,0.3373922,0.0,0.318114,0.0,0.22829714
47metersdown,0.0,0.25858432,0.33827454,0.6268014,0.38655677,0.0,0.45628357,0.3932413,0.40613776,0.27676678,0.20270617,0.48502985,0.14742735,0.0685236,0.37176287,0.23769116,0.4022066,0.27171385,0.42884448,0.54634327,0.5125149,0.27772212,0.34019345,0.5914027,0.26148382,0.62227774,0.46521458,0.5609913,0.46185195,0.17862052,0.3918994,0.5254209,0.4676982,0.0,0.37620983,0.45276827,0.34493205,0.0,0.40573657,0.37977153,0.5606425,0.44018617,0.51601326,0.60919464,0.12499388,0.26497218,0.0,0.0,0.0,0.0,0.4922794,0.31183344,0.36567304,0.59182984,0.6969347,0.74277705,0.0,0.65904886,0.0,0.5394896,0.41219524,0.49580806,0.5129455,0.3791394,0.119099244,0.25829396,0.0,0.3395572,0.24191199,0.17775717,0.5201834,0.37572515,0.3862748,0.10032693,0.23591378,0.44729584,0.4486314,0.050435696,0.13440575,0.24441962,0.26096016,0.4172303,0.66661996,0.39953768,0.47831005,0.0,0.4626371,0.37285027,0.4530987,0.0,0.40955815,0.48400104,0.6084374,0.3590928,0.64521456,0.33825323,0.39290023,0.5315195,0.022623539,0.36354628,0.6366464,0.53408396,0.38648736,0.0,0.28279024,0.075869165,0.6079403,0.0,0.426075,0.38551974,0.0,0.39538413,0.53562564,0.0,0.5694766,0.056346543,0.36267027,0.3159185,0.17202407,0.17007332,0.30022305,0.0,0.5554017,0.21329485,0.5672219,0.5348525,0.1490736,0.08192402,0.34340936,0.271538,0.58122325,0.28389618,0.526772,0.07726231,0.5016343,0.25502524,0.2849646,0.40290692,0.0,0.3601039,0.6075387,0.2840833,0.21053442,0.3220746,0.36739674,0.11790552,0.7281257,0.7622934,0.24415189,0.0,0.6179598,0.38257524,0.102272324,0.14799486,0.0,0.74851507,0.42383093,0.20408216,0.7939302,0.4598672,0.043451525,0.17287825,0.0,0.22900736,0.32059285,0.4839814,0.0,0.30834863,0.0,0.35442817
abeautifuldaymovie,0.0,0.15886378,0.17286618,0.3375796,0.23546559,0.0,0.29673153,0.3072466,0.27472746,0.15090352,0.15126409,0.33618155,0.22885635,0.03835688,0.35928354,0.3301703,0.23041838,0.18513368,0.32483536,0.39506578,0.39752635,0.30161235,0.20298637,0.2625751,0.19308184,0.5646987,0.2702272,0.22743295,0.39154458,0.1158521,0.3917629,0.2740186,0.4191842,0.0,0.107093036,0.31201312,0.29559737,0.0,0.22400422,0.29233307,0.3610405,0.3333317,0.28341848,0.40908548,0.053459067,0.09146483,0.0,0.098107226,0.0,0.0,0.3158022,0.26304084,0.33605677,0.46877354,0.47877553,0.503656,0.0,0.34119228,0.0,0.3798826,0.38285765,0.19335969,0.45541114,0.24613084,0.14692159,0.24063987,0.0,0.22674105,0.13976681,0.15703614,0.34126565,0.293747,0.28155464,0.008110055,0.1559823,0.2741968,0.21148714,0.08359589,0.022797832,0.2329577,0.13086884,0.52250767,0.39089376,0.40200925,0.36982962,0.0,0.27922097,0.15806696,0.40277457,0.0,0.45798847,0.14227542,0.43000683,0.22285354,0.25367612,0.11697841,0.45163935,0.5257553,0.0,0.20446023,0.4744562,0.39896163,0.2845728,0.0,0.19731373,0.084403515,0.3348681,0.0,0.32110408,0.19111098,0.0,0.27421537,0.25455034,0.02450281,0.42887872,0.038777635,0.24221577,0.2316589,0.05255745,0.2462974,0.12764132,0.0,0.29366583,0.15590404,0.34926012,0.28911424,0.16847292,0.13545607,0.36139935,0.24533993,0.43299216,0.3224001,0.42641872,0.10800265,0.38875824,0.2526392,0.16390447,0.38444686,0.0,0.21125247,0.3259549,0.15696786,0.02267782,0.33341813,0.35281825,0.19550765,0.38135433,0.45613715,0.24628511,0.0,0.328622,0.26401678,0.14719889,0.15359959,0.0,0.5452371,0.37341037,0.1678682,0.5912409,0.17428541,0.01478551,0.050180543,0.0,0.26299497,0.23748371,0.41198248,0.0,0.22058794,0.0,0.32599515
abominablemovie,0.0,0.20575342,0.3458109,0.66302395,0.39267892,0.0,0.7248427,0.4989819,0.5945098,0.31459206,0.35903582,0.7687576,0.1723514,0.044401903,0.42650524,0.3799806,0.52619493,0.26041132,0.55953556,0.7288802,0.64738655,0.37259012,0.14561479,0.575177,0.39353165,0.6045934,0.49627435,0.79857975,0.6284305,0.19407177,0.7692656,0.2957833,0.6387387,0.0,0.07752296,0.5011767,0.48553172,0.0,0.36817047,0.6004826,0.5239746,0.58274996,0.7166658,0.6289964,0.28584406,0.44851664,0.0,0.3472374,0.0,0.0,0.5862064,0.5128081,0.68476945,0.6547666,0.83795565,0.7543302,0.0,0.7838709,0.0,0.7677618,0.69642544,0.3350457,0.8278303,0.3848438,0.3011819,0.32032782,0.11559161,0.40501934,0.37424034,0.41425005,0.6984355,0.6221139,0.39027512,0.4868043,0.39906153,0.6295554,0.45654848,0.22580309,0.15064344,0.25036454,0.658411,0.80970746,0.6665802,0.6607889,0.63526183,0.0,0.8193578,0.52607554,0.48502737,0.0,0.70049924,0.7839257,0.62254506,0.27575406,0.48036793,0.59211624,0.5508962,0.7867748,0.10920764,0.36370108,0.7475871,0.7435645,0.47422427,0.0,0.36242402,0.17320217,0.7638863,0.0,0.33685148,0.4118897,0.0,0.6621971,0.53499615,0.0,0.6024811,0.025504863,0.22272712,0.5695747,0.32595986,0.46802643,0.24634273,0.0,0.41943753,0.3056178,0.7425535,0.571199,0.389382,0.029084671,0.3952338,0.3945176,0.7859608,0.51863825,0.72809005,0.4238037,0.66673756,0.54493105,0.22857322,0.59679633,0.0,0.31726596,0.5475219,0.4531021,0.34573096,0.39893162,0.76298064,0.0,0.6447538,0.78160596,0.5338834,0.0,0.8343619,0.582186,0.039398674,0.32087538,0.0,0.6089676,0.31354952,0.23695537,0.873961,0.6056208,0.0,0.1379718,0.0,0.2728828,0.5502151,0.6228416,0.0,0.37487385,0.0,0.75184995
adastramovie,0.008228308,0.199092,0.18243425,0.4514713,0.2269226,0.0,0.27387512,0.2035058,0.27055717,0.23084557,0.22050168,0.14608815,0.14741935,0.047098782,0.17537883,0.08743342,0.20908646,0.19638707,0.13096055,0.32082492,0.18795171,0.25851473,0.0,0.324258,0.104630694,0.28336817,0.2964017,0.23971432,0.37917614,0.13091631,0.32952607,0.26879314,0.30414656,0.0,0.180641,0.3180701,0.14458978,0.0,0.299916,0.1210026,0.36238387,0.3724673,0.26467085,0.34494004,0.0,0.1975609,0.0,0.028506203,0.0,0.0,0.26721197,0.16173941,0.25015092,0.28036523,0.3233958,0.43120733,0.0,0.39665887,0.0,0.35381547,0.29382122,0.24849054,0.34286416,0.29243842,0.12558849,0.28597784,0.0,0.22207466,0.082899496,0.20142117,0.45379546,0.41588634,0.17347994,0.12987126,0.15405624,0.31503493,0.28820202,0.048345793,0.15910484,0.20228523,0.17637636,0.4023214,0.3419402,0.24963921,0.39442596,0.0,0.27570474,0.28807858,0.3232851,0.0,0.3423126,0.14205554,0.49722117,0.24918178,0.280587,0.14089802,0.37681767,0.3534522,0.14559102,0.29062125,0.39701435,0.32095516,0.29507512,0.0,0.28051454,0.06789856,0.07857875,0.0,0.26971155,0.10949144,0.0,0.15170676,0.21262142,0.0,0.3847542,0.013864046,0.20691419,0.34662038,0.09904197,0.18057929,0.13513955,0.0,0.34997505,0.21962617,0.35964543,0.16069403,0.101011455,0.1723049,0.4190483,0.14174296,0.39632136,0.30540985,0.320961,0.15111122,0.3700438,0.1461457,0.28138968,0.391403,0.0,0.26630947,0.3513216,0.18825823,0.12986927,0.34692335,0.43467367,0.0,0.46515977,0.29037625,0.20889106,0.0069500464,0.27228242,0.26389167,0.048351202,0.161764,0.0,0.45255694,0.29428703,0.06893249,0.586812,0.218468,0.0,0.10167327,0.0,0.23955238,0.16564266,0.22142987,0.0,0.23011838,0.0,0.3437646
adogsjourneymovie,0.0,0.6129635,0.6845614,0.95767134,0.76338375,0.0,0.8835834,0.71116173,0.6964199,0.703998,0.33379647,0.59953064,0.23474865,0.02865095,0.24744327,0.44577506,0.85163856,0.713553,0.6680512,0.9882355,0.92406857,0.7242175,0.47473502,0.7541831,0.299428,0.79154444,0.38128135,0.5297318,0.8752608,0.04762521,1.0992041,0.7054574,1.0384367,0.0,0.18102026,0.8545957,0.33600345,0.0,1.0320895,0.39370835,0.44928095,0.9048553,0.47968397,1.1052766,0.23733646,0.33522573,0.0,0.0043727513,0.0,0.0,0.38435248,0.6164494,0.8766016,0.8954321,0.65142053,1.162107,0.0,0.59985644,0.0,1.0252723,0.4774163,0.7614592,0.67300427,0.87480366,0.3975069,0.6312156,0.0,0.7304275,0.58347887,0.21531242,0.9276993,0.864919,0.6294904,0.0,0.7004061,0.98131084,0.3789279,0.0005263528,0.0,0.52129436,0.38814747,1.2375106,0.8331681,0.82074445,0.73327696,0.0,0.5946356,0.53351265,1.1116374,0.0,0.81473696,0.5306032,1.1591839,0.58044887,0.7436048,0.3591646,0.5848131,1.0481062,0.21573064,0.6456973,1.1061586,0.41042957,0.35961092,0.0,0.5065607,0.56882405,0.45707697,0.0,0.87292725,0.6528323,0.0,0.5896998,0.7119989,0.0,0.6774388,0.047069944,0.6470104,0.6621817,0.23500133,0.44691932,0.47372496,0.0,0.9726279,0.73574835,0.72243893,0.38047963,0.45402086,0.46868816,1.0495198,0.6196705,1.0860364,1.0873605,1.3412514,0.4331709,0.6279352,0.8910218,0.51441735,0.95389736,0.0,0.55596966,1.1121598,0.439049,0.22322221,0.77020204,0.9113301,0.13240995,1.4009799,0.85221857,0.5025217,0.06636561,1.2133502,0.5602529,0.3101129,0.44638625,0.0,1.2043492,0.70487875,0.1819354,1.4408387,0.4852715,0.051087625,0.122730315,0.0,0.18676358,0.5279653,0.6788166,0.0,0.4304022,0.0916632,0.51648456
aftermathmovie,0.0005905442,0.1259371,0.13094181,0.33011234,0.2951623,0.0,0.3131364,0.21992153,0.26417583,0.09785668,0.06945234,0.23643853,0.07673486,0.070391245,0.16585624,0.25662032,0.19455795,0.1661529,0.20166245,0.3332557,0.27757555,0.33658662,0.15056244,0.35595345,0.062272444,0.20669998,0.20494625,0.3317055,0.30031455,0.12941448,0.29366764,0.24082477,0.32382315,0.0,0.18447909,0.24382725,0.27633902,0.0,0.22495699,0.15458412,0.25264528,0.3453314,0.28650147,0.3017329,0.036030363,0.23204227,0.0,0.023096995,0.0,0.0,0.21766832,0.23268078,0.23451588,0.3815783,0.24978381,0.41827106,0.0,0.25502074,0.0,0.31851566,0.30938053,0.20734274,0.24176058,0.2045319,0.20770077,0.15647474,0.0,0.25026387,0.18005657,0.1588903,0.28810647,0.2322549,0.33871472,0.07245866,0.18861015,0.27875727,0.21215269,0.06464665,0.055367067,0.17292762,0.18836054,0.39411014,0.25417525,0.27232257,0.29344368,0.0,0.2131123,0.27961367,0.31862888,0.0,0.33239603,0.2672902,0.29506817,0.27347136,0.23508087,0.22896175,0.25110304,0.30678195,0.0,0.1283836,0.36103168,0.19469726,0.16692951,0.0,0.12191549,0.06298465,0.23469937,0.0,0.21877073,0.112782925,0.0,0.16780162,0.33914948,0.0,0.3699172,0.0,0.16468498,0.26900676,0.06108993,0.25242895,0.17867057,0.0,0.35037613,0.22811817,0.27787223,0.21224743,0.11232144,0.05615373,0.30767387,0.14558277,0.38319296,0.20968673,0.32294112,0.16370879,0.28523996,0.25531575,0.15426366,0.20957103,0.0,0.121473625,0.26782367,0.23752166,0.13415195,0.19658138,0.3453827,0.050970744,0.3221526,0.25762853,0.20273238,0.021000784,0.37735912,0.2596608,0.0,0.13409023,0.0,0.36347032,0.27739298,0.15693644,0.45302197,0.23979375,0.0,0.0,0.0,0.13991065,0.25006986,0.30234942,0.0,0.1961117,0.0,0.31163287
aftermovie,0.0,0.24131802,0.15413807,0.40365824,0.23771772,0.0,0.26414537,0.2667476,0.28617316,0.15659317,0.17362285,0.25696722,0.078255326,0.023359083,0.33487472,0.17626134,0.347106,0.1943385,0.23306045,0.34850955,0.36535773,0.16909304,0.16517566,0.3050617,0.176985,0.42096874,0.36497495,0.28066152,0.25192857,0.16849913,0.3748927,0.3087045,0.30030954,0.0,0.20969187,0.32523313,0.27330175,0.0,0.34604463,0.1615484,0.2554811,0.30153754,0.38744512,0.37131268,0.071579404,0.2210316,0.0,0.0,0.0,0.0,0.4413884,0.22498654,0.34045735,0.32869565,0.38978443,0.4834974,0.0,0.35278437,0.0,0.27302286,0.40516436,0.25142148,0.31807664,0.32487935,0.24992652,0.37006962,0.0,0.26119635,0.13771307,0.25152934,0.4366583,0.2688489,0.36435157,0.09378282,0.26367813,0.31514215,0.33918488,0.089865334,0.08159081,0.1450743,0.20307453,0.4271773,0.35413814,0.39448258,0.3908919,0.0,0.3572434,0.2564308,0.37724376,0.0,0.3497941,0.35213536,0.42453992,0.3978321,0.3989441,0.27564746,0.38855296,0.5022667,0.09656847,0.21889608,0.52621806,0.34396186,0.30150774,0.0,0.19812821,0.14048304,0.30972594,0.0,0.32992345,0.2308585,0.037898146,0.2737674,0.27414924,0.0,0.4251591,0.05619485,0.31660113,0.3664716,0.12424037,0.20334327,0.16766232,0.0,0.32988566,0.27212012,0.33462867,0.34130704,0.29925716,0.09356194,0.26146796,0.262159,0.40627646,0.26431724,0.3419255,0.24154311,0.42273235,0.16793458,0.22593637,0.36969498,0.0,0.27182356,0.37385136,0.2846471,0.24270615,0.29167625,0.4194837,0.0,0.4639781,0.3769408,0.23173347,0.02986749,0.33115813,0.27531204,0.0,0.232087,0.0,0.5137074,0.13847154,0.11557722,0.51887,0.23463114,3.7316233e-05,0.13709214,0.0,0.18305391,0.21714145,0.29710832,0.0,0.24409954,0.0,0.38365972
ahiddenlifefilm,0.0,0.07943967,0.10580509,0.17274502,0.12163399,0.0,0.13199407,0.0912718,0.11125159,0.08657571,0.06942971,0.112585485,0.061626118,0.034786846,0.09913347,0.08490626,0.11879359,0.0893737,0.09787234,0.17669833,0.13497677,0.12516955,0.073814765,0.14188978,0.066819794,0.16073066,0.10404875,0.13416785,0.14319512,0.06032458,0.1725241,0.1095037,0.14764506,0.0,0.06473985,0.12703219,0.111384384,0.0,0.1293275,0.1117772,0.12561676,0.15793797,0.13074681,0.14918321,0.035509948,0.0820261,0.0,0.013532288,0.0,0.0,0.12613201,0.11398181,0.13347146,0.14841795,0.14824209,0.20768432,0.0,0.15872645,0.0,0.15816131,0.13682686,0.1115705,0.14196569,0.124820136,0.071573436,0.09636928,0.0,0.105557606,0.076679364,0.0995895,0.15804806,0.14397556,0.11333682,0.046945643,0.10452252,0.12421725,0.11466584,0.028347313,0.023841394,0.08354108,0.07862917,0.18551649,0.15552503,0.13791731,0.13475996,0.0,0.15076685,0.102896124,0.1596643,0.0,0.16587682,0.13634053,0.15792872,0.11029372,0.13421495,0.086486235,0.14532189,0.1831114,0.030608034,0.09368492,0.18691814,0.13966538,0.11156947,0.0,0.11031597,0.048895568,0.13690522,0.0,0.117348686,0.08259851,0.0,0.114466846,0.10735024,0.0,0.15873839,0.019563423,0.084418535,0.12825435,0.05310859,0.11466834,0.07687047,0.0,0.15383196,0.08322695,0.1401404,0.09770626,0.08989132,0.035821144,0.12740545,0.10743646,0.15584919,0.12686113,0.17386335,0.06581603,0.14330065,0.11268785,0.084602706,0.15972914,0.0,0.077595145,0.14724173,0.0902934,0.06625837,0.121637896,0.14995673,0.027713317,0.17377509,0.13864633,0.10495162,0.0,0.15348287,0.114973366,0.00567598,0.074002475,0.0,0.21578114,0.13060394,0.050859928,0.23226753,0.09107418,0.0,0.037957054,0.0,0.08147475,0.09119266,0.12655129,0.0,0.114677474,0.0,0.13722098
alitamovie,0.16942616,0.1750158,0.3656091,0.66821104,0.33581373,0.0,0.47173047,0.53836995,0.5374903,0.4465168,0.4281529,0.36522716,0.2798744,0.054347366,0.47792268,0.30115786,0.47281766,0.34483516,0.31949207,0.5181495,0.26550952,0.36344385,0.24782589,0.42994988,0.22435534,0.72012734,0.43243363,0.37067062,0.51794225,0.19346583,0.61163086,0.46019322,0.66642153,0.0,0.28101033,0.4975493,0.3602504,0.0,0.51176465,0.24891002,0.767272,0.83749825,0.55605954,0.60509604,0.058684673,0.3656468,0.0,0.08395144,0.0,0.0,0.27627534,0.45464265,0.46268633,0.6110978,0.68469924,0.7199356,0.0,0.7440002,0.0,0.74478495,0.5531068,0.51376486,0.57891136,0.5794946,0.37047425,0.41083804,0.0,0.31535137,0.14971675,0.3071176,0.7967972,0.65618336,0.4100425,0.2327121,0.63827884,0.51129085,0.5414604,0.14456366,0.12978928,0.26120657,0.25519407,1.0151291,0.47007808,0.5195456,0.70225173,0.0,0.72939473,0.439911,0.5209299,0.0,0.74130917,0.4126721,0.6104125,0.32724538,0.69550914,0.1525838,0.6517515,0.712252,0.08122548,0.35318062,0.7297032,0.4130042,0.538772,0.0,0.3324563,0.20519263,0.5191139,0.0,0.46885768,0.33751422,0.0,0.38984394,0.60633665,0.0,0.6349677,0.0,0.2986222,0.73166287,0.26476943,0.51709753,0.4789508,0.0,0.77410454,0.15917002,0.5770946,0.3946005,0.3058467,0.28874198,0.66583353,0.23350298,0.81970894,0.6097854,0.5980604,0.28925762,0.8618974,0.46038854,0.3899266,0.55951107,0.0,0.3547639,0.61859775,0.35964906,0.31796554,0.5545021,0.78936845,0.040827163,0.73265326,0.68482333,0.18177052,0.046515483,0.5869428,0.4692586,0.12876141,0.24654453,0.0,0.8729482,0.62932783,0.0,0.73390734,0.51853704,0.0012649875,0.0,0.0,0.28146005,0.41145036,0.44005063,0.0,0.3882573,0.0,0.7669901
