movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
21bridgesmovie,1.6314331,0.0,1.8790148,2.2326148,0.0,0.67426217,2.255387,0.11803857,0.0,1.4927925
47metersdown,1.2860794,0.0,1.6147829,1.8501537,0.0,0.62849903,2.1806738,0.0,0.0,1.3454874
abeautifuldaymovie,1.6501716,0.0,1.65951,1.9247807,0.0,0.6249056,1.6955295,0.0,0.0,1.280382
abominablemovie,1.3311757,0.0,1.435587,2.1550202,0.0,0.2762434,1.6793196,0.5489702,0.026666202,1.3360666
adastramovie,1.3324239,0.0,1.4005054,1.7868911,0.0,0.6576923,1.7674291,0.19973159,0.0,1.2761964
adogsjourneymovie,1.26912,0.0,1.966981,1.3061296,0.0,0.9675399,1.9206432,0.74956065,0.055652365,0.33437896
aftermathmovie,1.3281262,0.0,1.3387794,1.6841646,0.0,0.5825981,1.575058,0.047686048,0.0,1.1639223
aftermovie,1.5462841,0.0,1.4973952,1.8525406,0.0,0.86886585,1.4084853,0.0,0.0,1.1033419
ahiddenlifefilm,0.85027647,0.0,0.8851898,1.0518874,0.0,0.44956926,0.92807513,0.0,0.0,0.6910738
alitamovie,0.9892087,0.0,0.9196789,1.1771752,0.0,0.78779984,1.33035,0.0,0.0,0.24322538
angelhasfallen,1.9143969,0.0,2.1778007,1.7045295,0.0,0.9659779,1.547324,0.097830534,0.0,0.9106599
angrybirdsmovie,1.7620775,0.0,1.0653999,1.0869424,0.0,0.335346,0.84019494,0.0056554317,0.0,1.018185
annabellemovie,1.7601081,0.0,2.2805753,2.1836636,0.0,1.6196171,2.6541576,0.0,0.0,1.0507109
annamovie,1.7635323,0.0,1.7293631,1.9323107,0.0,0.7109487,1.650343,0.059116825,0.0,1.3313674
apollo11movie,1.1497878,0.0,1.1730386,1.3262883,0.0,0.64171183,1.3497316,0.033167303,0.0,0.89658624
arcticdogsmovie,1.365844,0.0,1.3499538,1.7989964,0.0,0.56692874,1.4285325,0.09160788,0.0,1.0653056
arcticmovie,0.7831826,0.0,1.215808,1.024183,0.0,0.42359966,1.0934947,0.19536617,0.0,0.8387991
artofracingmovie,1.5841801,0.0,1.7823155,2.0321524,0.0,0.6843158,1.9851731,0.024050737,0.0,1.3472713
avengers,1.0031844,0.0,1.1200061,1.2520813,0.0,0.25282907,1.397231,0.3012001,0.0,0.7641557
beachbummovie,1.1910506,0.0,1.3720279,1.4499503,0.0,0.6133019,1.085756,0.0,0.0,1.070414
bernadettefilm,1.7124211,0.0,1.752239,2.0644727,0.0,0.7846775,2.4115212,0.06956108,0.0,1.1600401
blackandbluemovie,1.2388893,0.0,2.1720572,1.5281583,0.0,1.3122498,2.4929674,0.09324388,0.046622194,0.7094984
blackchristmas,1.5718821,0.0,1.5757307,1.9211665,0.0,0.70550275,1.7917715,0.043508545,0.0,1.060862
blindedbythelightmovie,1.2248888,0.0,1.078995,1.4059385,0.0,0.62008595,1.2363644,0.0,0.0,0.8198027
bombshellmovie,1.0410272,0.0,1.1423967,1.2275729,0.0,0.6840168,0.7784007,0.0,0.0,0.3951063
booksmart,0.0,0.0,0.0,0.0,0.0,1.5929999,1.8112835,0.3118185,0.0,0.0
breakthroughmovie,0.7363355,0.0,1.6884952,1.4771338,0.0,1.2146258,2.8064094,0.6415565,0.19911516,1.1983931
brianbanksmovie,1.9093305,0.0,2.154027,2.3414602,0.0,0.573931,1.9313949,0.14430319,0.0,1.2410668
brightburnmovie,1.4765997,0.0,1.5909632,1.8321909,0.0,0.7923844,1.9518354,0.17005299,0.0,1.2262083
brittanyrunsmov,0.8297765,0.0,0.5862323,0.75031495,0.0,0.33687308,0.6517833,0.18674707,0.0,0.5843772
captainmarvelofficial,1.2476567,0.0,1.2133752,1.2999927,0.0,0.5355049,1.1853268,0.12973894,0.0,0.6721603
captivestatemovie,1.3673201,0.0,1.5471429,1.1378261,0.0,0.7153621,1.3563994,0.2943744,0.28007603,1.2078346
catsmovie,1.7299973,0.0,1.7715019,1.6352872,0.0,1.3720711,1.3327034,0.22632387,0.0,0.75317764
charliesangels,0.8014096,0.0,1.6805997,1.1454419,0.0,0.82310426,2.0507698,0.32733566,0.020554632,0.78478944
childsplaymovie,0.4355603,0.0,1.3832237,1.3258489,0.0,0.38175976,2.5147185,0.7466415,0.5457755,0.57096505
clarathefilm,0.081607714,0.0,0.6793493,1.1359849,0.0,0.6646229,3.2141442,0.42128965,0.28657842,0.11743724
coldpursuitmovie,1.0653417,0.0,1.3096813,1.3452159,0.0,0.66486955,1.4248785,0.0,0.0,0.88092315
countdown,1.5386844,0.0,1.4902186,2.0076864,0.0,0.61569,2.2041209,0.0,0.0,1.043034
currentwarmovie,1.778866,0.0,1.6967891,2.257503,0.0,0.29786688,1.9791086,0.23142302,0.0,1.3250185
darkwatersmovie,1.9096395,0.0,1.7580941,2.2478435,0.0,0.33763623,1.7855861,0.5801692,0.0,1.7368046
detectivepikachumovie,1.5403417,0.0,1.6462675,2.0526946,0.0,0.7899077,1.6933968,0.0,0.0,1.1114037
disneyaladdin,1.9416335,0.0,2.2029405,2.5403016,0.0,1.0039098,2.0024877,0.21670319,0.0,1.5243496
disneyfrozen,1.6031419,0.0038463846,0.7607606,1.8841141,0.08099249,0.42157468,1.4522986,0.6784161,0.0,1.2002381
disneymaleficent,1.613947,0.0,1.854444,2.4228787,0.0,0.9222996,1.8623921,0.25839627,0.0,1.2926885
doctorsleepmovie,1.5765759,0.0,1.5930405,1.969195,0.0,0.66023874,1.8923948,0.14804853,0.0,1.2637005
dolemiteismyname,1.1671604,0.0,1.7177552,1.5801742,0.0,0.94326997,2.146737,0.27974015,0.0,0.9547123
dontletgomovie,1.8278233,0.0,1.8950173,2.3118253,0.0,0.8474159,2.1838322,0.068463445,0.0,1.0830605
doramovie,1.6669476,0.0,1.7515972,1.9587258,0.0,0.7940433,1.8571093,0.0017275526,0.0,1.2976742
downtonabbey_official,1.8191586,0.0,1.398359,2.1484985,0.0,0.29523295,2.316976,0.9510808,0.0,1.5140632
dumbo,1.4431186,0.0,1.5600895,2.0895271,0.0,0.75157046,1.6735387,0.17162497,0.0,1.157265
escaperoom,1.6394466,0.0,1.6688056,1.8744613,0.0,0.7743908,2.104343,0.0,0.0,1.1875991
everybodyknowsmovie,1.2776974,0.0,1.3003799,1.4990863,0.0,0.5404761,1.3592182,0.0056211664,0.0,1.0905986
