movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.64154416,0.2214622,0.4532586,0.15264976,0.32259193,0.35045993,0.0,0.5692077,0.5440948,0.0,0.0,0.6018965,0.383193,0.5026614,0.42393273,0.4925952,0.47190607,0.7186785,0.47008657,0.13729432,0.0,0.57905537,0.54717284,0.5878352,0.37738872,0.0,0.6630791,0.31518242,0.42904896,0.45453426,0.60648495,0.5740681,0.72772545,0.6262528,0.23614052,0.0,0.0,0.54219115,0.18150738,0.5874049,0.4324881,0.0,0.54601026,0.2251991,0.33456558,0.45087534,0.12180831,0.1600738,0.64788073,0.6513093,0.43517622,0.4773462,0.38814652,0.7658309,0.1942927,0.8097905,0.4002641,0.34021986,0.16076452,0.13557422
47metersdown,0.8469612,0.35001123,0.513307,0.35658616,0.4036871,0.5082983,0.0,0.74447024,0.32844144,0.0,0.0,0.5749899,0.26022908,0.57452804,0.3792866,0.35931456,0.20649688,0.7925891,0.5955099,0.4008425,0.04926192,0.6880279,0.5341428,0.6767096,0.12577091,0.0,0.66626716,0.4808686,0.5373298,0.53351265,0.87281555,0.515035,0.73112947,0.80171186,0.37794128,0.0,0.0,0.7784354,0.10341945,0.70677537,0.78154135,0.0,0.81542057,0.5920345,0.69369483,0.46192905,0.0144505575,0.2807565,0.2865696,0.8372631,0.510666,0.42474726,0.6634083,0.53571486,0.29114458,0.8551673,0.883519,0.40199003,0.08551319,0.0
abeautifuldaymovie,0.64328754,0.23537473,0.2740385,0.35614008,0.27747673,0.31261656,0.0,0.44328907,0.5583943,0.0,0.0,0.46778905,0.17691723,0.2983449,0.26184696,0.44795135,0.15306413,0.76475304,0.28411537,0.29265472,0.0,0.52016824,0.11562367,0.3065305,0.16601461,0.0,0.75359607,0.594664,0.29503486,0.36406812,0.49423885,0.5476431,0.6801974,0.5200975,0.20833516,0.0,0.0,0.4549022,0.5055918,0.47227985,0.432701,0.0,0.47198337,0.3375689,0.43999454,0.48178318,0.1481058,0.23551747,0.30192095,0.56070113,0.5244123,0.56683356,0.4303992,0.6780019,0.24593233,0.76552933,0.41903755,0.44631514,0.12647232,0.06866981
abominablemovie,0.9246604,0.06845069,0.42921764,0.26463732,0.43308935,0.7623006,0.0,0.45164946,0.7867038,0.0,0.0,0.58704406,0.551947,0.58765334,0.42888725,0.3470757,0.45705038,0.6691879,0.6272027,0.39217758,0.0,0.7252197,0.9519747,0.54758227,0.2021681,0.0,0.7377034,0.42145663,0.32397887,0.99073976,0.7150033,0.4150201,0.62954843,0.85302866,0.2020989,0.0,0.0,0.3766433,0.31505224,0.7059807,0.6160163,0.0,0.69642055,0.33223525,0.62412834,0.6762178,0.32628128,0.3488979,0.77874535,0.7353449,0.4967927,0.59315306,0.2686041,0.84560424,0.44999084,0.88771784,0.2176539,0.7881762,0.54618514,0.08038461
adastramovie,0.39536026,0.12239036,0.2726194,0.058498718,0.33927903,0.28178933,0.0,0.5417811,0.46849683,0.0,0.0,0.24388494,0.24023625,0.3604407,0.26764774,0.3529063,0.33496433,0.6552873,0.29702154,0.27034444,0.0,0.44600824,0.4784712,0.34035352,0.024361495,0.0,0.22893412,0.30582315,0.29361147,0.5409494,0.5435102,0.4953403,0.43755805,0.48076496,0.1812925,0.0,0.0,0.425614,0.16318052,0.31902963,0.49752018,0.0,0.514783,0.08725651,0.29572165,0.53048885,0.08512375,0.16329485,0.41779077,0.39579314,0.22146863,0.48085833,0.30300426,0.44813168,0.2064819,0.4093787,0.39492455,0.34733757,0.3807468,0.013655346
adogsjourneymovie,1.2287745,0.045562163,0.8120644,0.50344354,0.53785914,0.27309108,0.0,0.7138163,0.43811527,0.0,0.0,0.7720077,0.55804265,0.7942843,0.60427016,0.1948868,0.3472702,0.83036953,0.833688,0.2687625,0.0,1.2979167,1.0784414,1.6085325,0.79353225,0.0,1.0869716,0.89478505,1.0553992,0.5164581,1.0689485,0.79242766,0.975069,0.97633994,0.18548666,0.0,0.0,0.68116206,0.851486,1.2165794,1.0739057,0.0,0.9005398,0.21825853,0.5924356,0.4798547,0.7943093,0.53475845,0.71473277,0.88454866,0.7299779,0.4551736,0.5777297,0.7768776,0.52648044,1.2933655,0.34668872,0.43739197,0.7057623,0.12376622
aftermathmovie,0.3986917,0.04459218,0.37270916,0.41388655,0.32509694,0.30999228,0.0,0.28615072,0.32351947,0.0,0.0,0.32481602,0.15509933,0.33042398,0.15684351,0.1529955,0.26191008,0.4142,0.3277227,0.29430255,0.0,0.402089,0.41777316,0.4698022,0.2378999,0.0,0.42905745,0.2515841,0.30155018,0.31164914,0.45358258,0.37454644,0.62526006,0.4886147,0.10212785,0.0,0.0,0.42935652,0.20050254,0.38264963,0.3489996,0.0,0.43981308,0.30691272,0.3923499,0.33827278,0.1315448,0.21587498,0.2926032,0.3349827,0.3846593,0.18787342,0.17142318,0.4201187,0.32632187,0.5115721,0.31635192,0.33309785,0.2579298,0.0
aftermovie,0.6796436,0.14391151,0.3623215,0.20571674,0.22661123,0.39765888,0.0,0.4606067,0.5760772,0.0,0.0,0.4859212,0.1909223,0.37767622,0.25234562,0.33459732,0.3797902,0.57842165,0.46830213,0.35793832,0.0,0.41354597,0.5621425,0.49580827,0.08886574,0.0,0.64039797,0.3363343,0.3410909,0.4612676,0.67287594,0.49904704,0.8157477,0.6265451,0.20372128,0.0,0.0,0.4145975,0.15056439,0.4271781,0.33383524,0.0,0.5266379,0.29087925,0.39350075,0.47829378,0.13341965,0.07497007,0.53800124,0.44465458,0.329135,0.52516145,0.339699,0.52755535,0.30391243,0.8303038,0.35823527,0.46504852,0.23784542,0.08533533
ahiddenlifefilm,0.30820552,0.07987448,0.18959114,0.13955513,0.17489257,0.17608652,0.0,0.2566048,0.23286864,0.0,0.0,0.25688732,0.12955202,0.21178286,0.17551984,0.20481434,0.1621717,0.34045327,0.24009769,0.16616544,0.0,0.26864,0.24025564,0.27774024,0.08662766,0.0,0.27854484,0.23212254,0.19164571,0.2184149,0.32150763,0.29185003,0.3589337,0.3134915,0.12909812,0.0,0.0,0.24398357,0.15448107,0.24188244,0.24858727,0.0,0.25229537,0.15390368,0.2409604,0.2752103,0.041375935,0.09545621,0.2647035,0.2818172,0.17740297,0.25651205,0.20001324,0.2991826,0.17037556,0.37889925,0.23869339,0.24250476,0.15263107,0.0072461953
alitamovie,0.8638391,0.0016504079,0.3580285,0.0,0.65425986,0.3785509,0.0,0.78381693,0.8142154,0.0,0.0,0.6371764,0.47001177,0.39617792,0.5483252,0.44894415,0.50900173,0.9872833,0.44244704,0.49401346,0.0,0.71405727,1.0147728,0.65983987,0.13423999,0.0,0.35432404,0.570861,0.21682501,0.871113,0.86976343,0.2709423,0.8574914,0.8937883,0.1951685,0.0,0.0,0.5246821,0.50079405,0.6238403,0.97783464,0.0,0.81766325,0.317473,0.51594067,0.7636687,0.037328437,0.38896793,0.50472844,0.7733097,0.29864207,0.6424399,0.42933643,0.75572264,0.51532876,0.5777771,0.74530464,0.48915616,0.5895129,0.0
