movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.6203873,0.5836134,0.65294397,0.5839531,0.67700815,0.4425342,0.42717364,0.53904265,0.69600624,0.7570122,0.2410855,0.3113052,0.121671036,0.4237146,0.88605547,0.35155153,0.21680094,0.0,0.33576202,0.51310086,0.5617827,0.42267603,0.4716301,0.0,0.42220074,0.70754504,0.0,0.6698946,0.49248356,0.58024335,0.5425158,0.42310318,0.3519584,0.36792836,0.71916795,0.0,0.5515147,0.7819223,0.31372678,0.75033146,0.21381734,0.0,0.6658963,0.60639256,0.69781166,0.41078725,0.45579723,0.0,0.0,0.826622
47metersdown,0.51003224,0.36593065,0.71698177,0.56392175,1.0248653,0.3510025,0.24707362,0.7936123,0.90413564,1.0775324,0.36930433,0.3780745,0.20897429,0.657124,0.7606188,0.5778276,0.17056687,0.0,0.48381662,0.8349545,0.4379929,0.5805644,0.5035309,0.0,0.4756171,0.6424853,0.0,0.60954785,0.5625607,0.7953507,0.6479076,0.3244268,0.28342813,0.6589107,0.5669499,0.0,0.58583313,0.8518582,0.33186695,0.7675814,0.094217256,0.0,0.7021394,0.4502436,0.93582326,0.54466754,0.5368851,0.0,0.0,0.78645915
abeautifuldaymovie,0.57883817,0.35462886,0.5969912,0.5054288,0.5867099,0.22833356,0.19858727,0.49551868,0.65357876,0.79284406,0.19740918,0.38837123,0.0978089,0.4562777,0.6424583,0.37254414,0.27521747,0.0,0.30232048,0.6075708,0.45003733,0.3037436,0.6912216,0.0635921,0.30633515,0.39975542,0.0,0.7474218,0.53954095,0.69902915,0.5427828,0.3184047,0.1654544,0.50231683,0.6516774,0.0,0.68401223,0.7318787,0.41043675,0.6584099,0.110101245,0.0,0.48360398,0.4867574,0.6068056,0.16445586,0.4401354,0.0,0.0,0.69662905
abominablemovie,0.8377772,0.8178866,1.2813532,0.53906363,0.9267216,0.5389999,0.4509114,0.9847041,1.126305,1.3341404,0.41472876,0.549594,0.3080352,1.0297006,0.6586795,0.77576125,0.36009598,0.0,0.52585787,0.88929486,0.48783383,0.35368562,0.92847675,0.094216086,0.44711208,0.4596394,0.0,0.60557336,0.91760546,0.9111383,0.94681567,0.534142,0.37146387,0.60332584,1.0294578,0.0,0.9877302,1.1658223,0.24440616,1.1322389,0.2725917,0.0,0.3951142,0.74867797,1.264973,0.47695002,0.7900888,0.0,0.0,1.0308968
adastramovie,0.42517564,0.5334035,0.5542089,0.39711085,0.52162695,0.27478775,0.20807013,0.66749495,0.71746534,0.6912043,0.32744598,0.4044309,0.21322894,0.50243425,0.57558024,0.4624032,0.06101413,0.0,0.15694028,0.7122124,0.43111044,0.4264168,0.68902767,0.0,0.38940692,0.57887137,0.0,0.5228618,0.60894185,0.7323962,0.33946192,0.36890057,0.24033159,0.7013003,0.57677305,0.0,0.5254448,0.58924,0.30155462,0.6006208,0.060647883,0.0,0.49065518,0.45759642,0.61955756,0.20957693,0.3151354,0.0,0.0,0.5646605
adogsjourneymovie,1.054373,0.38823196,1.1897407,0.99064857,1.330179,0.58355224,0.56687576,1.2008814,1.4699631,1.9459777,0.27518585,0.8346774,0.37748238,1.1565835,1.5037327,1.407577,0.36191738,0.0,0.32463998,1.1090568,0.83198225,0.8106953,1.5990918,0.0,0.49694246,1.1259215,0.0,1.2358028,0.7347986,1.5001525,1.022064,0.57261723,0.6359998,1.5052646,1.3302734,0.0,1.7887573,1.8518177,0.749937,1.6183195,0.27752343,0.0,1.0162506,1.4023697,1.4701266,0.7845288,1.0801337,0.0,0.0,1.424073
aftermathmovie,0.3961608,0.2487091,0.40634057,0.42923877,0.54151356,0.2353826,0.16585653,0.4040845,0.5078789,0.6632259,0.22806276,0.33075467,0.10644823,0.40285602,0.618269,0.34675017,0.2191173,0.0,0.24593697,0.5104463,0.41529527,0.27752215,0.4003535,0.07524149,0.30566305,0.5288506,0.0,0.471496,0.3552737,0.45695132,0.41890407,0.25282142,0.25131667,0.38746068,0.61054075,0.0,0.59033626,0.6557724,0.1740013,0.70825225,0.07755834,0.0,0.4024503,0.34487358,0.64505446,0.26237732,0.36733395,0.0,0.0,0.46062568
aftermovie,0.5331996,0.31812286,0.671944,0.46589932,0.48560837,0.1950207,0.3049886,0.51883155,0.657348,0.7803124,0.18327896,0.38094828,0.0,0.60159916,0.5061064,0.42826244,0.23241203,0.0,0.24829382,0.4916881,0.41505697,0.3300923,0.43453777,0.0,0.3315009,0.6108376,0.0,0.47939852,0.42980978,0.5831943,0.5805181,0.2760069,0.16021232,0.54696196,0.5985552,0.0,0.3893762,0.6187243,0.34440422,0.6142866,0.065385975,0.0,0.4038557,0.34201455,0.6364894,0.3304319,0.48794308,0.0,0.0,0.54002297
ahiddenlifefilm,0.22489047,0.16162263,0.25628135,0.22766013,0.27582774,0.13596441,0.12569468,0.28707427,0.30040675,0.36909127,0.09815071,0.17123334,0.02998367,0.2503578,0.27638894,0.23125368,0.09919941,0.0,0.15567741,0.27315712,0.18128942,0.1504556,0.2570566,0.0,0.15110573,0.24707384,0.0,0.24821801,0.2482463,0.2607348,0.2450973,0.1405014,0.11398515,0.2607294,0.27251112,0.0,0.29310167,0.3262357,0.13910425,0.3340453,0.061639294,0.0,0.23292834,0.21718149,0.2854857,0.14100115,0.21977559,0.0,0.0,0.27658102
alitamovie,0.616335,0.5234851,0.6380631,0.51118463,0.66712886,0.32549068,0.18573232,0.82332426,0.822739,0.86383957,0.30630016,0.5593826,0.26511082,0.65028167,0.92873514,0.974373,0.26123843,0.0,0.27576032,0.7889364,0.53059685,0.28913242,0.70428,0.024303772,0.5986965,0.5587118,0.0,0.98528236,0.7019461,0.9731725,0.59342813,0.36956263,0.45909172,0.5505113,0.78511876,0.0,0.9204111,0.77461153,0.3456126,0.94865435,0.20103197,0.0,0.6911651,0.40030885,0.76306957,0.5870627,0.34125972,0.0,0.0,0.5012209
angelhasfallen,0.65516245,0.38880688,0.74502265,0.7725287,0.6673662,0.44076473,0.29271692,0.9400803,0.7532484,1.1289072,0.22953135,0.43415722,0.07743254,0.69132084,0.9171202,0.81231385,0.2860112,0.0,0.38856256,0.81490564,0.6469119,0.2743103,0.62407863,0.0,0.3577925,0.7950365,0.0,0.69644636,0.56813276,0.8697812,0.5948427,0.4629734,0.35604063,0.6681792,0.8692591,0.0,0.96593577,0.8908975,0.3652077,1.1099608,0.16093071,0.0,0.6467426,0.5626383,1.1224229,0.38782716,0.6335014,0.0,0.0,0.87282544
