movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119
21bridgesmovie,0.0,0.46380708,0.41930154,0.4265184,0.36725357,0.026641931,0.21019,0.2717733,0.1313763,0.41451433,0.64817864,0.36354038,0.25531426,0.0,0.6051084,0.3949256,0.5650513,0.34305054,0.43927264,0.0,0.25726435,0.3115963,0.45509633,0.47641924,0.0,0.24306594,0.20399833,0.5674495,0.3447764,0.3606994,0.4341384,0.25223935,0.52656376,0.509806,0.40059856,0.6830501,0.5213794,0.44370818,0.35844415,0.45137718,0.27731204,0.24281085,0.27603635,0.15087946,0.45314544,0.0,0.06111977,0.34413582,0.12747706,0.0,0.37618473,0.3616976,0.16382116,0.38600108,0.21504961,0.4259136,0.29197443,0.37952733,0.5219807,0.43973494,0.36241782,0.25452334,0.044584546,0.32814878,0.1802011,0.40238562,0.30992675,0.42969304,0.46981823,0.23621044,0.32580483,0.47739133,0.28686568,0.0,0.3364453,0.14725071,0.5374126,0.33337194,0.5297604,0.41435948,0.32466868,0.4266666,0.0,0.0,0.16739738,0.18339531,0.59124523,0.55692595,0.0,0.17398208,0.30861053,0.28301403,0.252212,0.0,0.2429105,0.26765797,0.53625894,0.41916612,0.51868457,0.0,0.24446483,0.28252438,0.25753415,0.45693308,0.35397443,0.4345656,0.3887893,0.0,0.4994176,0.3454949,0.3260362,0.22027688,0.0,0.10579134,0.358654,0.65418714,0.49789873,0.3636269,0.283719,0.38543257
47metersdown,0.0,0.60809016,0.5024934,0.61674786,0.28957498,0.035122126,0.27062067,0.44504198,0.0567319,0.558653,0.47399545,0.6040367,0.51172954,0.0,0.7109948,0.49571103,0.4249527,0.4169008,0.5495041,0.0,0.16026188,0.41328466,0.6772572,0.58387274,0.0,0.38165948,0.3848355,0.65549564,0.5546367,0.5622716,0.4975212,0.4635793,0.4021639,0.70254344,0.38785446,0.84473896,0.4807135,0.2397053,0.57366645,0.521673,0.35721475,0.33509567,0.19011104,0.0060071833,0.39961398,0.0,0.14419553,0.71287364,0.46139637,0.0,0.42525524,0.34314024,0.42736974,0.49773672,0.4581674,0.5765935,0.23893757,0.76716554,0.44457808,0.30770022,0.26197067,0.16288087,0.16809973,0.25616267,0.33027637,0.3723307,0.29208496,0.28945565,0.42707807,0.3779269,0.6361663,0.56092876,0.121422485,0.0,0.2204687,0.2724652,0.65507406,0.4938869,0.6678925,0.5967114,0.38723752,0.6241702,0.0,0.0,0.06866375,0.3628843,0.64046985,0.5088679,0.0,0.15033759,0.551052,0.3250828,0.27831978,0.0,0.41262248,0.31191045,0.6199789,0.4482348,0.70131224,0.0,0.2642926,0.20005599,0.47806782,0.642486,0.31586972,0.6449874,0.4301023,0.0,0.602625,0.45374885,0.273119,0.20917046,0.0,0.0,0.4107494,0.9614226,0.40438145,0.25248182,0.29945168,0.16889367
abeautifuldaymovie,0.0,0.54813105,0.2710983,0.38227648,0.4242664,0.07434498,0.34139472,0.3149536,0.15208693,0.4451917,0.5476963,0.41371626,0.3147007,0.0,0.5937456,0.4928878,0.30894852,0.38899314,0.5044161,0.0,0.32375443,0.3655646,0.49439573,0.38629004,0.0,0.27647695,0.34498408,0.51803905,0.67698985,0.30976284,0.40081,0.36044532,0.31531852,0.5443126,0.41619053,0.62988675,0.36906153,0.21445836,0.35443193,0.5664817,0.16493827,0.3659517,0.059707712,0.0,0.5278296,0.1068562,0.17085057,0.69351256,0.24079962,0.0,0.4100233,0.4437821,0.26767862,0.5250119,0.37048772,0.48011318,0.26553,0.48601493,0.44121578,0.48052937,0.38808542,0.2309142,0.0,0.26757425,0.26633394,0.30890983,0.35393545,0.20479923,0.39979917,0.16577683,0.5145289,0.56147105,0.234352,0.0,0.29903525,0.27011305,0.57241297,0.49629107,0.5432015,0.5024509,0.2929787,0.5081103,0.0,0.0,0.26791203,0.0,0.66402656,0.5528872,0.0,0.22573057,0.5128522,0.22589752,0.21039966,0.0,0.33230653,0.2759276,0.6438347,0.23734161,0.5659636,0.0,0.20133448,0.3576712,0.343504,0.36995915,0.22624686,0.513683,0.49647987,0.0,0.5923587,0.29714608,0.4447587,0.23510352,0.0,0.0,0.4713053,0.7124362,0.4642863,0.18620235,0.38891363,0.26637664
abominablemovie,0.0,0.66352427,0.5177211,0.8143924,0.50209564,0.0,0.55605495,0.34460393,0.027462889,0.7782942,0.9058825,0.63919616,0.3291022,0.0,0.75116706,0.5671057,0.753125,0.55414426,0.4837275,0.0,0.19835396,0.64808273,0.5229492,0.60618263,0.0,0.3123863,0.5613525,0.81221884,0.8250066,0.4542665,0.7003058,0.4007073,0.8820243,0.41906282,0.42301852,1.019812,0.5639772,0.68633264,0.606232,0.7919234,0.51252675,0.5833498,0.34509137,0.0,0.5762229,0.14744258,0.07307411,0.9495081,0.41866583,0.0,0.53206587,0.30096632,0.32997596,0.81002426,0.2923547,0.5714576,0.38737577,0.8527777,0.7982044,0.726888,0.5907906,0.26231557,0.21151698,0.20010352,0.4408959,0.50542265,0.42273143,0.5691767,0.7410438,0.33154374,0.52223474,0.67522264,0.05337296,0.0,0.32133752,0.48293066,0.6693455,0.7435951,0.86509293,0.88312465,0.482852,0.661795,0.0,0.0,0.1480903,0.059485815,0.8051712,0.8380782,0.0,0.25024024,0.36485508,0.39091083,0.32670322,0.0,0.60958284,0.42615932,0.63021606,0.3942464,0.6929849,0.0,0.2523248,0.3788516,0.2571311,0.47623104,0.27405465,0.75560576,0.6884752,0.0,0.89639294,0.48406148,0.6678805,0.12835605,0.0,0.0,0.68153507,0.88251585,0.5860851,0.5378617,0.5234881,0.3852504
adastramovie,0.0,0.67977726,0.21916063,0.42386207,0.28132352,0.083901405,0.31238478,0.2376541,0.052985925,0.33852595,0.3953367,0.2919735,0.38325086,0.0,0.40193093,0.28758824,0.3356824,0.29472646,0.3482767,0.0,0.09509036,0.36982286,0.3290563,0.38973945,0.042420797,0.14291187,0.37338194,0.40655375,0.37131116,0.31272432,0.32785612,0.2535285,0.4235145,0.33435223,0.36909515,0.49606073,0.32911348,0.123271555,0.27749366,0.47740963,0.3132703,0.3071343,0.20312,0.030183624,0.28096837,0.16163331,0.1882505,0.4636421,0.22110933,0.0,0.13854314,0.21884517,0.20808563,0.38365498,0.3400972,0.37510574,0.26220563,0.40388986,0.4533367,0.38101935,0.31602195,0.07722915,0.0,0.11732902,0.13158636,0.22900902,0.3865888,0.24722123,0.18187693,0.08062799,0.2813154,0.27920717,0.12138341,0.0,0.27712977,0.19799219,0.40829608,0.43949753,0.4433051,0.40710267,0.31362355,0.48105195,0.0,0.0,0.18080506,0.123161435,0.5022591,0.4931079,0.0,0.2829568,0.34463298,0.25061983,0.07049213,0.0,0.2953441,0.19077878,0.4839392,0.27805072,0.43916443,0.0,0.09957533,0.17763846,0.22135788,0.4233424,0.080371,0.43616593,0.5039311,0.0,0.5761239,0.2692349,0.29937112,0.24921504,0.0,0.013767103,0.26191008,0.6108333,0.28511292,0.12618603,0.36573812,0.15465288
adogsjourneymovie,0.0,1.0231341,0.8725697,0.7464727,0.8128303,0.012005776,0.4949476,0.67225057,0.18315156,0.8205258,1.0232276,0.5793505,0.44173023,0.0,1.1337407,1.0861998,0.8251938,0.93283147,0.91901976,0.0,0.13673583,1.0936037,0.7354366,0.7320807,0.0,0.5287208,0.82206494,0.6978386,0.9077804,0.5116734,0.93015885,0.57858473,0.9824187,1.1446354,0.6386976,1.5777105,0.77944326,0.64543825,0.84933084,0.79807085,0.67687935,0.59377396,0.07860805,0.0,0.8102113,0.0,0.33810222,0.8989192,0.12439458,0.0,0.81945986,0.38453442,0.61822385,1.1842744,0.60200906,0.74313563,0.65065354,0.9191743,0.94338715,0.8173648,0.7626117,0.5589727,0.16365305,0.77002156,0.4948155,0.42363843,0.6001092,0.6546762,0.75353986,0.6163557,0.62879634,0.7265134,0.3368056,0.0,0.6045123,0.40198454,1.1017789,0.568268,1.0101304,1.3133162,0.7787988,1.230806,0.0,0.0,0.54004604,0.5579566,1.0491881,0.9410824,0.0,0.21134165,0.8833243,0.65739745,0.6190874,0.0,0.70379084,0.8722618,1.3535188,0.5845725,1.5059988,0.0,0.6115996,0.5043709,0.6378253,0.89684564,0.7532854,0.99073535,0.97053075,0.0,0.7154002,0.8624301,0.63491416,0.60214466,0.0,0.0,0.90246624,1.1710613,0.6177013,0.34894925,0.7510251,0.72829074
aftermathmovie,0.0,0.39726374,0.29653558,0.35507736,0.22338976,0.021431468,0.17893481,0.19385329,0.1383127,0.24500069,0.27091256,0.26509872,0.25057843,0.0,0.35438693,0.24484953,0.17792696,0.3388373,0.2708043,0.0,0.13041124,0.19770543,0.29223284,0.31866077,0.0,0.29464623,0.27877247,0.31940764,0.2357731,0.28847262,0.26125485,0.1962818,0.29611945,0.23586881,0.34013784,0.5175469,0.31781498,0.27522048,0.31157008,0.2939929,0.19252157,0.25436887,0.17778909,0.0,0.20134458,0.10604501,0.1346904,0.22701062,0.22019376,0.0,0.32091144,0.21274093,0.22711432,0.24035698,0.12661919,0.3513649,0.11027232,0.36201274,0.3215333,0.28661478,0.18857454,0.14152186,0.06512162,0.061941825,0.15939966,0.25719047,0.2724971,0.33673644,0.33967218,0.23824897,0.22613563,0.29852262,0.09746533,0.0,0.26847592,0.19039673,0.3940465,0.4003694,0.31199664,0.38406572,0.20858066,0.41458148,0.0,0.0,0.12039882,0.20471029,0.34857547,0.40945458,0.0,0.058481634,0.27984625,0.1876337,0.26857933,0.0,0.22110395,0.23853393,0.4332139,0.26040366,0.39318797,0.0,0.16160722,0.17427011,0.103664696,0.35480002,0.25810924,0.3611828,0.33450717,0.0,0.39298338,0.17564644,0.2713057,0.14752279,0.0,0.0,0.25221744,0.5465219,0.28619218,0.2541588,0.33367932,0.17173848
aftermovie,0.0,0.45738134,0.37472206,0.582364,0.22371294,0.0,0.26800817,0.25425664,0.02237523,0.42909488,0.46462807,0.30352917,0.14672218,0.0,0.47456002,0.4431721,0.26128587,0.39675725,0.4047766,0.0,0.116420805,0.4404635,0.31677082,0.41046643,0.0,0.33317605,0.2016145,0.37831587,0.5229262,0.16879387,0.35841936,0.22057858,0.41439027,0.46196216,0.34018597,0.69409794,0.30453593,0.2599368,0.41615617,0.5887836,0.18112469,0.39744958,0.2884036,0.0,0.32153112,0.07916789,0.020169966,0.50673133,0.24855065,0.0,0.39860395,0.21655369,0.2722745,0.41065508,0.28072596,0.36831,0.22494866,0.54616475,0.47533533,0.35169977,0.3643483,0.05932022,0.0,0.28593943,0.3285699,0.38804403,0.2881965,0.3872559,0.4282152,0.22304966,0.38367507,0.39798203,0.16781525,0.0,0.16265868,0.23468459,0.54927707,0.35496345,0.42004266,0.5212025,0.28635982,0.48751816,0.0,0.0,0.1641927,0.011757441,0.59738487,0.47086388,0.0,0.03627482,0.41567707,0.2695845,0.3017517,0.0,0.2561251,0.35063595,0.5316093,0.14007354,0.65277,0.0,0.29330713,0.37464252,0.27669713,0.38659325,0.24183816,0.2850374,0.4631345,0.0,0.5898861,0.23646058,0.39465952,0.11537014,0.0,0.0,0.3387526,0.55391383,0.43800625,0.12741305,0.3473534,0.30061376
ahiddenlifefilm,0.0,0.20482832,0.13246882,0.19210745,0.13886885,0.005953069,0.1390911,0.118866414,0.036062792,0.15873471,0.19808526,0.16948259,0.117669955,0.0,0.21003969,0.17839392,0.16027188,0.14759009,0.15180558,0.0,0.061970875,0.1620006,0.16278896,0.1732112,0.0041336487,0.1364444,0.14357784,0.18342814,0.17909895,0.13343531,0.15566027,0.11567944,0.19051024,0.20162939,0.17541924,0.26846287,0.17671165,0.14541535,0.13652894,0.209059,0.11049408,0.12564074,0.07454525,0.0,0.17055646,0.03293811,0.07575348,0.19920573,0.09363441,0.0,0.15964226,0.11785749,0.11217941,0.18197593,0.13986614,0.16952296,0.10969577,0.19606633,0.19176732,0.15697035,0.139524,0.0625193,0.012448283,0.09749279,0.11732985,0.1411644,0.15455961,0.14285794,0.15545411,0.10056252,0.14807378,0.1848959,0.047990806,0.0,0.1310152,0.10375106,0.21336609,0.1949312,0.18794718,0.22595137,0.15124646,0.21903607,0.0,0.0,0.09415494,0.05198846,0.21615255,0.22443742,0.0,0.072595455,0.17788363,0.109005705,0.09592961,0.0,0.13469875,0.119008824,0.20546144,0.11317648,0.22453476,0.0,0.08485167,0.09715998,0.10848705,0.1732283,0.12290096,0.19826046,0.20910662,0.0,0.22140954,0.14757611,0.16559315,0.06613711,0.0,0.0,0.15287353,0.2581348,0.19018109,0.1167477,0.14210162,0.10067266
alitamovie,0.0,0.85528004,0.5064169,0.6825589,0.50341445,0.0910901,0.5537767,0.33442438,0.13335146,0.42452523,0.73857725,0.5678415,0.49181816,0.0,0.8565825,0.6382195,0.8184603,0.5309723,0.4376648,0.0,0.27514523,0.5731787,0.61645466,0.6648378,0.029542407,0.459872,0.5189559,0.9200068,0.44805503,0.44924143,0.64364564,0.5370957,0.6830983,0.78933,0.42561263,0.9186641,0.62353057,0.14346056,0.5432196,0.84622926,0.45602894,0.52921456,0.44641748,0.0,0.63809186,0.0,0.23632881,0.5916126,0.21522297,0.0,0.45352826,0.39024854,0.39259413,0.7490131,0.59863186,0.67476887,0.43656492,0.5182717,0.6106428,0.42897058,0.3666916,0.48664576,0.0,0.41374144,0.22451958,0.60026276,0.5161165,0.6001793,0.38835895,0.47886494,0.47025105,0.65064675,0.19025464,0.0,0.63917166,0.5095066,0.583122,0.75773543,0.73917997,0.5447258,0.510453,0.53434575,0.0,0.0,0.3378842,0.08408213,0.68534523,0.76710755,0.0,0.424501,0.8039811,0.4380437,0.435715,0.0,0.5275171,0.1998616,0.96651655,0.3905399,0.67657167,0.0,0.44117627,0.43648413,0.34061813,0.79925454,0.14282653,0.7449783,0.7955246,0.0,0.91333836,0.2718063,0.4635254,0.3861162,0.0,0.0,0.42806768,0.71896607,0.66580474,0.5166406,0.54169554,0.4693294
