movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
21bridgesmovie,0.66762245,0.6536852,0.36324102,0.50261354,0.9863273,0.41564605,0.20330109,0.9348485,0.0,0.7439627,0.7163381,0.96806353,0.90382445,0.95507914,0.7244941,0.9545205,0.99645835,0.83904713,0.9004703,0.1847714
47metersdown,0.5258554,0.8647431,0.43412644,0.25461075,1.1944284,0.7085887,0.31909043,1.2979407,0.0,1.0321183,1.108851,0.96387863,1.3063639,1.3054162,0.7482366,0.9241068,1.2523156,1.2537432,1.1590197,0.28105065
abeautifuldaymovie,0.74849564,0.5084053,0.4973001,0.08377992,0.94899154,0.5076961,0.20754962,0.8574223,0.0,0.76685846,0.81166756,0.8050518,0.925758,1.0865352,0.6121388,0.54668945,1.1581904,0.7753333,0.74752474,0.10184786
abominablemovie,1.0856128,1.1431113,0.6408662,0.37710583,1.4263722,0.51971686,0.15548643,1.2859825,0.0,0.97871417,0.99232954,0.77453566,1.4171976,0.9522735,1.393645,0.8868253,1.5896175,1.1604625,1.0685515,0.09747045
adastramovie,0.6034819,0.5944348,0.20485394,0.29068872,1.0513141,0.40738568,0.14537838,0.9591407,0.0,0.52018523,0.73316807,0.7377534,0.83551216,0.9424701,0.73625886,0.70932364,1.1046513,0.7234578,0.7652514,0.06919591
adogsjourneymovie,1.0207922,1.2510931,0.6030352,0.34740022,1.6438825,0.71018916,0.3796056,1.5599602,0.0,1.5177028,1.9976037,1.6086572,2.085517,2.1691923,0.5858447,1.6447705,1.874127,1.4582849,1.6060225,0.0
aftermathmovie,0.42287818,0.512266,0.27376446,0.17532597,0.8633094,0.46558502,0.25640932,0.8277666,0.0,0.39344147,0.7039779,0.6996778,0.84240615,0.7213967,0.50654966,0.5254483,0.973923,0.67776763,0.5159859,0.1394142
aftermovie,0.6322164,0.4246016,0.4455011,0.22302732,0.9318711,0.67069227,0.12455832,0.8123961,0.0,0.5701716,0.7240271,0.8393612,0.7238841,0.98310244,0.6399333,0.52272993,1.3038514,0.7448729,0.8511019,0.11388871
ahiddenlifefilm,0.33524254,0.29044518,0.19201355,0.10394803,0.48665577,0.24491835,0.08831093,0.44653893,0.0,0.33195528,0.41946927,0.33527544,0.45376635,0.5100662,0.32454383,0.33712342,0.56816334,0.3759175,0.36822838,0.08265868
alitamovie,0.96508765,0.78219086,0.23480749,0.55684716,1.1011909,0.7049333,0.3340435,1.111338,0.0,0.84012663,0.94168365,1.2581071,0.96903706,1.0980723,0.941657,0.8607581,1.6194066,1.0504564,1.0888373,0.042553317
angelhasfallen,0.7444615,0.85752237,0.39685732,0.58139676,1.215597,0.38722095,0.34882516,1.1063415,0.0,0.68662405,1.1991878,0.9342496,1.0671266,1.1773946,1.0268594,0.9529224,1.4337264,0.96772504,1.0839366,0.0
angrybirdsmovie,1.5320387,1.4141951,1.3183836,0.45304897,2.0366063,0.8799573,0.3694483,1.6776059,0.0,1.2060738,1.9990704,1.4662608,2.1174452,2.7388475,1.6818321,1.504452,2.7457278,1.9051859,1.7780116,0.39009562
annabellemovie,1.0104892,0.6599875,0.77248013,0.31028125,1.5752237,0.91124886,0.20876443,1.5569085,0.0,1.1966106,1.3245313,1.0977817,1.5201291,1.8226117,0.863645,0.97694707,2.2074497,1.2949547,1.4060386,0.067079045
annamovie,0.7115202,0.6573532,0.43881634,0.41244593,1.0516112,0.47647122,0.119371206,0.9573659,0.0,0.60706973,0.9013956,0.7103031,0.9316858,0.9309392,0.60113114,0.523335,1.2164634,0.7098907,0.9413878,0.0
