movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
21bridgesmovie,0.403408,0.0,0.0,0.17503464,0.2872334,0.45186234,0.31910196,0.0,0.45131844,0.40247795,0.3797533,0.003953591,0.29781243,0.0,0.0,0.42363322,0.51113856,0.14121807,0.43621147,0.41001624,0.45747826,0.0,0.4059167,0.6275233,0.40291882,0.22802831,0.35492346,0.22299495,0.2524496,0.0,0.509105,0.0,0.32655495,0.47789973,0.0,0.0,0.09992699,0.57274795,0.37438667,0.6678914,0.6947949,0.4527923,0.45184577,0.65401477,0.42370042,0.53456086,0.42271715,0.45008454,0.4010185,0.43382418,0.48832253,0.4969621,0.33422878,0.21921866,0.2478149,0.27983704,0.25372732,0.17763838,0.47399667,0.48408633,0.19161624,0.2868614,0.36156687,0.37940663,0.39811996,0.39612842,0.29190928,0.57701916,0.4229986,0.32773024,0.5351407,0.54089516,0.17029853,0.5571511,0.52536744,0.19695081,0.46927363,0.21889918,0.10198751,0.50669473,0.18296793,0.42923978,0.41493016,0.006961089,0.078010485,0.3320557,0.3478913,0.45736507,0.5837672,0.0,0.23065016,0.22171533,0.39060342,0.35966572,0.25402886,0.6007772,0.41371307,0.45466974,0.40881768,0.5469903
47metersdown,0.45950565,0.0,0.0,0.48622856,0.4322652,0.57251877,0.22282377,0.0,0.42790458,0.62408197,0.6884998,0.0,0.30103976,0.0,0.0,0.40329656,0.653466,0.1995457,0.3790852,0.49028885,0.6574516,0.0,0.2072795,0.45555034,0.22771461,0.36916697,0.5749658,0.33491194,0.31165975,0.0,0.43234566,0.0,0.50288814,0.42191368,0.0,0.0,0.20136732,0.6944731,0.48343343,0.7173245,0.69983906,0.20795359,0.46522695,0.5077998,0.65980375,0.7820987,0.4371718,0.6191006,0.5254566,0.49665898,0.61381555,0.60135424,0.5917861,0.6054105,0.38208914,0.4504194,0.37426287,0.5417305,0.35598856,0.5281151,0.3471129,0.37584218,0.6789065,0.3347952,0.4909134,0.6134775,0.63047034,0.69134235,0.6508967,0.40450433,0.47968382,0.78872293,0.0,0.7542815,0.6316755,0.27414766,0.57224125,0.5280141,0.1631592,0.90556234,0.42299965,0.5161581,0.46514726,0.051193558,0.27996814,0.59355044,0.30604088,0.385332,0.7105268,0.0,0.35235313,0.25302437,0.42178273,0.43515554,0.42290622,0.8335019,0.414257,0.5644992,0.66092014,0.6565449
abeautifuldaymovie,0.37532723,0.0,0.0,0.33877188,0.3517311,0.33345276,0.1998698,0.0,0.47550735,0.47694498,0.405952,0.0,0.28717425,0.0,0.0,0.32758132,0.44326395,0.09247936,0.51571935,0.37802908,0.31105918,0.0,0.28624955,0.5154781,0.26308817,0.16335344,0.32825768,0.37982386,0.3037837,0.0,0.4831844,0.0,0.39800185,0.32475683,0.0,0.0,0.09767005,0.4427556,0.38301057,0.54100597,0.4369686,0.4881754,0.38094205,0.3744183,0.5007195,0.5099292,0.3224393,0.43899727,0.38268968,0.44914016,0.644353,0.5356372,0.35023928,0.44215465,0.35544395,0.34607738,0.290604,0.37781307,0.51147056,0.43145686,0.41621852,0.15299195,0.38156447,0.31358233,0.35473216,0.55182374,0.3801572,0.40598348,0.39740324,0.19708605,0.45686013,0.57934546,0.15837368,0.47293916,0.42362127,0.16693828,0.35618806,0.25501093,0.10634337,0.51554215,0.4033583,0.3752779,0.39027017,0.0,0.026225159,0.3084851,0.3546212,0.4158189,0.58023405,0.0,0.096491076,0.38288057,0.21897478,0.40319964,0.37803406,0.56599355,0.32219502,0.56882364,0.29108855,0.49657023
abominablemovie,0.61313915,0.0,0.0,0.51568437,0.64005035,0.41536695,0.1719905,0.0,0.6428113,1.050572,0.5049739,0.0,0.43392864,0.0,0.0,0.56824565,0.76291203,0.24904779,0.6921856,0.9194541,0.9032656,0.0,0.798513,0.982017,0.2362944,0.5053512,0.68071187,0.50784564,0.22800246,0.0,0.6445476,0.0,0.41032597,0.7251798,0.0,0.0,0.24543194,0.88746876,0.39016646,0.9974598,1.0212135,0.63058484,0.5235824,0.6023628,0.5662298,0.9015361,0.52893746,0.74481696,0.43377692,0.622375,0.8924152,0.5773798,0.7372041,0.41181082,0.25221336,0.50547487,0.28430027,0.4182561,0.6668353,0.68574005,0.5404548,0.4282749,0.78597194,0.47050378,0.9135244,0.76004016,0.6818158,0.68417084,0.5804371,0.39098662,0.8524811,0.77336085,0.16396247,0.8826246,0.7777812,0.6558116,0.4476322,0.64487445,0.017075341,0.93135154,0.6280027,0.49000072,0.39098033,0.077127606,0.24284291,0.5425288,0.41835195,0.5893283,0.95680714,0.0,0.2746627,0.59252715,0.6104726,0.5680882,0.31124717,0.9811862,0.65138614,0.63411456,0.75389904,0.863176
adastramovie,0.2942824,0.0,0.0,0.32944652,0.24672887,0.3994516,0.22524533,0.0,0.49517906,0.5189364,0.46713358,0.0,0.22074966,0.0,0.0,0.34520796,0.4842023,0.0,0.41211358,0.40150315,0.3185567,0.0,0.17918977,0.5257291,0.2672036,0.24786805,0.47482675,0.23766954,0.17229474,0.0,0.4763134,0.0,0.3196038,0.37888652,0.0,0.0,0.058507666,0.49286035,0.27029127,0.32533908,0.48587674,0.32574224,0.4580363,0.3946705,0.47978404,0.47973138,0.4271431,0.520543,0.2621843,0.24390352,0.6033668,0.45357642,0.513921,0.39739543,0.31562418,0.39426297,0.31077874,0.29076985,0.31864998,0.46507585,0.39767957,0.26954034,0.6098073,0.35891837,0.41081238,0.58551043,0.4858017,0.5420568,0.30504227,0.30840442,0.38710207,0.6354222,0.06792009,0.55385745,0.40396824,0.28434554,0.3191321,0.3193349,0.21736501,0.54167897,0.24909875,0.37262166,0.35591507,0.05009036,0.0376393,0.42847186,0.3147748,0.21870732,0.5705546,0.0,0.24835664,0.27094492,0.25280434,0.3930061,0.3023394,0.50355154,0.43825245,0.5165189,0.426185,0.4712695
adogsjourneymovie,0.7539213,0.0,0.0,0.056587726,0.6604225,0.714408,0.30520388,0.0,0.93552387,1.1583817,0.975884,0.0,0.49357462,0.0,0.0,0.6123884,1.023299,0.25048244,0.872445,1.1204238,0.75776315,0.0,0.53517365,1.3645768,0.6128862,0.60636944,0.43554878,0.70897174,0.6159723,0.0,0.8958063,0.0,0.7960195,0.8291053,0.0,0.0,0.1677187,0.8552329,0.29704255,1.2442689,1.1884285,0.916836,0.83872104,1.1593903,0.5475184,1.290339,0.47315866,0.76123893,0.5399061,0.3230575,1.3365299,0.95037895,0.8271857,0.2598255,0.9435075,0.7234182,0.6000047,0.3884445,0.9747335,0.5890604,0.5835022,0.37584716,1.223995,0.28762686,1.1613418,1.0480382,0.747307,1.2418653,0.62853074,0.7129584,1.259526,1.1261375,0.04899351,1.3185027,1.2046171,0.6099598,0.8578676,0.39350864,0.0,0.9161789,0.54291326,0.49147013,0.66057736,0.0,0.2467673,1.1113123,0.57549596,0.42321223,1.0371912,0.07937089,0.95292914,0.37704724,0.7490029,0.8825918,0.4493304,1.3120983,0.7601928,1.0112885,0.79181284,0.7892636
aftermathmovie,0.23651454,0.0,0.0,0.12433236,0.20524848,0.14915097,0.12930098,0.0,0.24595246,0.28527364,0.3687834,0.0,0.2357647,0.0,0.0,0.2509086,0.3939564,0.070444174,0.23297782,0.339872,0.32563022,0.0,0.20465712,0.41847065,0.2618082,0.2570257,0.25113222,0.16941398,0.21062674,0.0,0.15574063,0.0,0.31869507,0.30678073,0.0,0.0,0.11157516,0.43661624,0.2486111,0.38299972,0.3984601,0.26444566,0.2768028,0.3013885,0.2931551,0.43215144,0.2939591,0.278653,0.28934,0.31230935,0.5430487,0.3240274,0.374224,0.19608282,0.26231217,0.3246973,0.20781887,0.27652794,0.38463813,0.31402022,0.13585718,0.18844455,0.32699588,0.1989691,0.3956139,0.4013781,0.31929904,0.22522712,0.26138398,0.21247129,0.37582237,0.366832,0.10151491,0.3888415,0.32408515,0.16082911,0.1895365,0.25299168,0.02447882,0.35808152,0.1792182,0.22711949,0.23225495,0.0,0.1747722,0.29891855,0.23802318,0.23007327,0.3343774,0.0,0.24025658,0.21690944,0.21385232,0.23684298,0.1724449,0.40918094,0.34397233,0.36460868,0.3403519,0.33156487
aftermovie,0.19894019,0.0,0.0,0.28489047,0.2265656,0.22164863,0.24527845,0.0,0.48639148,0.4180983,0.5629112,0.0,0.27485257,0.0,0.0,0.2915778,0.45602977,0.11786963,0.6621937,0.4956972,0.3826019,0.0,0.2762744,0.52333987,0.19603486,0.16238593,0.29521328,0.33102396,0.33844075,0.0,0.40886334,0.0,0.40287045,0.36461496,0.0,0.0,0.17251146,0.58350307,0.22710297,0.47722602,0.5966696,0.45717877,0.48695585,0.4717433,0.22335398,0.5006971,0.3468396,0.44801113,0.32804674,0.3352398,0.5815447,0.31089193,0.36085477,0.28555602,0.39017138,0.1759688,0.20918596,0.14043331,0.36792836,0.24567258,0.28682795,0.179486,0.5193702,0.25973156,0.47525018,0.46699956,0.42182934,0.59872544,0.35331717,0.28620633,0.42555344,0.54374516,0.03531682,0.414247,0.48328096,0.1884485,0.36828786,0.5062007,0.06692168,0.5300612,0.22230935,0.2374942,0.3887747,0.10528287,0.06998673,0.4044808,0.50129616,0.2607444,0.6139549,0.02298972,0.19416389,0.16802403,0.20816739,0.51951426,0.3109407,0.39286172,0.29699603,0.58317167,0.34873846,0.42244592
ahiddenlifefilm,0.14621824,0.0,0.0,0.08008748,0.13564093,0.12885067,0.0977346,0.0,0.19198468,0.18556626,0.1899457,0.0,0.11307423,0.0,0.0,0.15515392,0.20597273,0.042245835,0.18702349,0.19454604,0.1619815,0.0,0.11886753,0.25326487,0.10312194,0.11586198,0.15914765,0.124951504,0.107185036,0.0,0.18312049,0.0,0.15484163,0.17458516,0.0,0.0,0.043646183,0.22793946,0.11868294,0.23729296,0.22711499,0.15345891,0.16374719,0.18865575,0.16618684,0.23412435,0.14977948,0.18980081,0.14370534,0.13677952,0.27497047,0.18404272,0.17461996,0.10886564,0.15679929,0.1360316,0.100827165,0.09884165,0.17705816,0.18162273,0.111631565,0.11999333,0.19776313,0.10513062,0.18075654,0.2191361,0.16835329,0.19982614,0.14840297,0.12716368,0.20642282,0.24287042,0.03382734,0.23284121,0.2080968,0.102652155,0.13610248,0.12914157,0.057104163,0.22309284,0.11733255,0.15611075,0.15433803,0.037343085,0.047127277,0.15939762,0.1255265,0.14644763,0.23748171,0.0014892449,0.10616738,0.10732312,0.13298316,0.14339252,0.11830939,0.2416928,0.17401524,0.20621842,0.16559559,0.18911421
alitamovie,0.54345214,0.0,0.0,0.54653347,0.4511628,0.556153,0.5491571,0.0,0.8774142,0.7874741,0.80549085,0.04181129,0.45661297,0.0,0.0,0.6307535,0.7259104,0.1990884,0.92342836,0.78681016,0.4561007,0.0,0.3465563,1.1363257,0.41479227,0.51702267,0.67212,0.56384313,0.24370031,0.0,0.624422,0.0,0.6331505,0.50770897,0.0,0.0,0.36093068,1.0335301,0.44427985,0.80739325,1.0104499,0.71975446,0.95396775,0.6222886,0.8330119,0.93114686,0.6719532,0.81757367,0.5343591,0.5103488,1.0334586,0.9158627,0.86162436,0.868647,0.49906462,0.6288169,0.6602593,0.20913342,0.6374862,0.6519633,0.7441778,0.5049857,1.121246,0.7543643,0.694768,0.86359125,0.8049951,0.8245291,0.7148699,0.55520433,0.63655144,0.90223455,0.07590122,0.91077673,0.8239681,0.45543924,0.49357957,0.63156474,0.40591785,0.81403434,0.83397037,0.83328587,0.70890975,0.0,0.28563845,0.72111315,0.6786754,0.7102591,1.0254815,0.23252419,0.7898625,0.66859305,0.575345,0.6204386,0.32533088,1.2312635,0.9483811,1.0023482,0.59216315,0.65907013
