movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139
21bridgesmovie,0.40578562,0.5021436,0.25880677,0.45682102,0.17152599,0.50067514,0.2321851,0.5942816,0.11904358,0.3254728,0.0,0.35338545,0.2409893,0.08920421,0.0,0.0,0.59468955,0.5285821,0.10505828,0.18982969,0.22993712,0.4179893,0.42735577,0.0,0.27430904,0.5619092,0.70767087,0.49027437,0.36413413,0.14988174,0.3772447,0.3505343,0.5082369,0.4412243,0.3438695,0.38259786,0.38793886,0.0,0.25648642,0.3553642,0.28820816,0.0,0.45644692,0.55654854,0.36757717,0.45758662,0.25974694,0.372938,0.19580026,0.033643268,0.2257763,0.0,0.2859297,0.0,0.0,0.09388169,0.24259917,0.0,0.38632354,0.0,0.47425333,0.49363357,0.41498938,0.43613547,0.47317007,0.19902791,0.0,0.53722394,0.39597887,0.0,0.0,0.0,0.29725793,0.55297863,0.0,0.41389164,0.49144843,0.44571954,0.42633644,0.29361245,0.26663646,0.53053,0.0463932,0.3558757,0.29852253,0.2867726,0.35408774,0.51904577,0.10420115,0.12849888,0.44331378,0.51570535,0.40002823,0.3925334,0.08729979,0.10148941,0.32908386,0.33024532,0.41232768,0.42308885,0.38406706,0.35047615,0.5212225,0.06951547,0.31237715,0.3036114,0.45318288,0.18502274,0.4051023,0.42238113,0.10805892,0.1728202,0.11010808,0.37777358,0.0,0.0,0.5996212,0.12275381,0.44545653,0.3886946,0.1063905,0.0,0.38678318,0.53288126,0.258548,0.20313519,0.42117324,0.12380335,0.37831324,0.19775023,0.35854977,0.34250164,0.0,0.08310986,0.0,0.2022873,0.0,0.0,0.0,0.16876021
47metersdown,0.41555622,0.56712997,0.14094144,0.5536162,0.36276796,0.5561733,0.32622367,0.57715815,0.011290468,0.39180037,0.0,0.6604449,0.1935619,0.10530047,0.0,0.0,0.7508839,0.47431713,0.33466348,0.28152898,0.43704224,0.56693506,0.7071856,0.21485138,0.21971901,0.7604359,0.7013653,0.5879269,0.31096408,0.21542883,0.27204028,0.37356275,0.37021837,0.3668381,0.31878957,0.37132668,0.4507307,0.0,0.19043909,0.4056579,0.08693837,0.0,0.49422383,0.5544251,0.5093846,0.3899974,0.33966395,0.4740517,0.36138344,0.08365693,0.43978858,0.0,0.26759192,0.0,0.0,0.0,0.124067895,0.0,0.37935385,0.0,0.60384715,0.6379496,0.45361352,0.3500621,0.5640214,0.31694248,0.0,0.30851394,0.4306701,0.0,0.0,0.0,0.42392844,0.78373003,0.24793513,0.28617766,0.5723599,0.41912967,0.6839109,0.17498118,0.30010018,0.42504355,0.0,0.46657312,0.20961758,0.12067398,0.5428132,0.52496415,0.1810895,0.20688778,0.5547448,0.456004,0.46712068,0.4816963,0.14962438,0.0,0.38610053,0.56444454,0.26638088,0.4030894,0.5884106,0.35001177,0.7240604,0.12107818,0.2956956,0.24061039,0.51259714,0.26271698,0.51479703,0.3220432,0.3516777,0.2736477,0.39871982,0.39758593,0.0,0.0,0.57869005,0.40741998,0.58798623,0.62568265,0.18198736,0.0,0.48498982,0.48194572,0.13324842,0.4530548,0.4484826,0.25217548,0.5218097,0.19867535,0.42457312,0.40542397,0.0,0.1591686,0.0,0.13245086,0.0,0.0,0.0,0.39340675
abeautifuldaymovie,0.45627832,0.35815424,0.2569141,0.5226087,0.22924724,0.5012477,0.14120291,0.5152366,0.043923497,0.22122245,0.0,0.33053175,0.258566,0.09540199,0.0,0.0,0.53655636,0.4248629,0.0,0.24571142,0.39708796,0.47226697,0.5348256,0.17938408,0.2662755,0.4206343,0.6434316,0.40764993,0.060343117,0.0782083,0.27433628,0.3963148,0.559483,0.53554386,0.3733421,0.27637607,0.25764233,0.0,0.24367216,0.31876206,0.07373978,0.0,0.4597574,0.36726123,0.36872488,0.37120512,0.33398482,0.43365,0.29064095,0.06421878,0.23048446,0.013710759,0.2445927,0.0,0.0,0.04475552,0.37138247,0.0,0.48137018,0.0,0.44864926,0.4808568,0.31130648,0.38352072,0.51585215,0.23711078,0.0,0.41087434,0.39008987,0.08236337,0.0,0.0,0.2941726,0.5246105,0.20048332,0.48895407,0.39442775,0.409137,0.3798109,0.36775234,0.14133225,0.59538674,0.054412972,0.45296568,0.15617128,0.17556646,0.46000406,0.45044097,0.25553605,0.14019448,0.51228124,0.5032066,0.33392394,0.63307697,0.1782426,0.11243828,0.43298504,0.31941992,0.3350732,0.4091137,0.31456995,0.31431592,0.5912158,0.09996423,0.1521361,0.16555229,0.38921347,0.13592991,0.4739439,0.45010263,0.2339209,0.1660048,0.1238954,0.41164818,0.0,0.0,0.45228645,0.31870413,0.5582908,0.44854757,0.0,0.008605999,0.43193775,0.5177732,0.21397513,0.36289352,0.31544337,0.21262789,0.38079214,0.15893666,0.28977874,0.26229843,0.0,0.0691982,0.0,0.20768106,0.0,0.0,0.0,0.0
abominablemovie,0.60599196,0.87605697,0.552053,0.7587878,0.36808002,0.7245917,0.15591875,0.8941381,0.0,0.40442285,0.0,0.44860283,0.2893085,0.3330474,0.0,0.03325631,0.73038805,0.7646069,0.0,0.28263557,0.78478646,0.84540606,0.770268,0.26980245,0.355626,0.76935565,0.96236277,0.7756344,0.3305945,0.2552917,0.65399766,0.4095481,0.7507743,0.5698131,0.68386716,0.49895632,0.57842416,0.0,0.37776446,0.51895475,0.2942597,0.0,0.68466717,0.746545,0.49892402,0.71180713,0.47073033,1.0531617,0.6303222,0.20825289,0.5453596,0.054198693,0.3456739,0.0,0.0,0.09207945,0.31975234,0.0,0.7218844,0.0,0.6854986,0.6048618,0.77100104,0.6152043,0.7249574,0.20749953,0.0,0.7692382,0.74146855,0.10209167,0.0,0.0,0.48624304,1.2154961,0.3303412,0.8972392,0.4414388,0.77095336,0.50975597,0.47046617,0.42172858,0.8664377,0.18936706,0.64446545,0.5435372,0.15093356,0.49263903,0.7485294,0.46900484,0.108404,0.6335288,0.5258142,0.5492956,0.9025629,0.13353795,0.05871427,0.42297065,0.70767796,0.723043,0.6549002,0.73901355,0.6823249,1.1606807,0.029663991,0.24109259,0.44029337,0.8479012,0.29761624,0.6084045,0.48276594,0.30187613,0.2525424,0.19206114,0.68143183,0.0,0.0,1.1278269,0.41146123,0.54339856,0.7626107,0.10514807,0.121303,0.68759495,0.82649493,0.42139018,0.4524576,0.37201113,0.0671878,0.7907748,0.24657154,0.8751436,0.42886624,0.0,0.013674563,0.0,0.1307616,0.0,0.0,0.0,0.21463639
adastramovie,0.35084563,0.33309644,0.3369544,0.474769,0.24486732,0.46948883,0.16315755,0.47451088,0.07878866,0.272142,0.0,0.2959666,0.17664425,0.04944832,0.0,0.0,0.59241647,0.4526132,0.028457113,0.14938065,0.2581314,0.42528814,0.52662116,0.13358831,0.27114892,0.5103569,0.38681152,0.37189132,0.17691709,0.05607543,0.32696232,0.41763562,0.37037793,0.34462488,0.28155816,0.44697642,0.39332777,0.0,0.38414457,0.17217396,0.13654922,0.0,0.34119084,0.5456181,0.42091045,0.37566075,0.27102628,0.34718335,0.24343374,0.08187067,0.28052297,0.07519947,0.24667513,0.0,0.0,0.08407047,0.21772416,0.0,0.507051,0.018923976,0.46263868,0.4479355,0.4518244,0.31022784,0.5115186,0.14894666,0.0,0.059779488,0.44174743,0.18581675,0.0,0.0,0.3980346,0.65503657,0.16982897,0.56118995,0.4733793,0.27228948,0.3588641,0.3155921,0.097880185,0.41339865,0.11890929,0.37791172,0.17386632,0.26942414,0.3974693,0.38769004,0.26523462,0.15992872,0.44687918,0.54912746,0.26763415,0.43910742,0.17141035,0.17864716,0.41008937,0.23489377,0.37056768,0.5262453,0.38654202,0.37447476,0.5179156,0.054063667,0.17813733,0.076648355,0.38797316,0.16157459,0.32045126,0.45148888,0.23500529,0.0878694,0.21437407,0.38602042,0.0,0.0,0.38087037,0.30795252,0.32966897,0.30824932,0.08961771,0.0,0.39308906,0.44195655,0.29166648,0.23314655,0.4638111,0.18803376,0.27590558,0.16029021,0.4422938,0.27382982,0.0,0.04666256,0.017069686,0.06372154,0.0,0.0,0.0,0.19815886
adogsjourneymovie,1.3709751,0.7264151,0.23891604,1.1689821,0.6412554,1.2083783,0.45449075,1.1376429,0.00014269166,0.85195947,0.0,0.9247604,0.63779724,0.23874103,0.0,0.0,1.4488286,1.1518382,0.09366604,0.5334588,0.66455,0.6270662,1.3575816,0.020644747,0.46160692,0.8749593,1.5037103,1.135783,0.30149212,0.58767575,0.5109424,0.5783786,1.0022966,0.96986496,0.66809124,0.91624624,0.80354077,0.0,0.7343821,0.36967227,0.14895134,0.0,1.402051,1.1660895,0.95068824,1.0589366,0.023191134,0.9581866,0.56409156,0.0,0.9173908,0.06115063,0.6330898,0.0,0.0,0.0,0.48512647,0.0,0.66812414,0.0,0.7579702,0.9845249,0.46995282,0.88704735,1.1235029,0.9464267,0.0,0.9798552,0.9480352,0.41952536,0.0,0.0,0.8123902,1.7152413,0.3792159,0.99983644,0.83453405,0.6322092,1.1537435,0.6168648,0.110126026,0.90724874,0.0,1.0828692,0.32209358,0.5766236,0.7578914,0.9046119,0.18253139,0.54623187,1.3372167,1.0996299,0.64713556,1.0670315,0.29539403,0.4537728,0.71323264,0.6264987,0.8878574,1.1852076,1.1114478,0.5625662,1.470362,0.05611046,0.3316262,0.45330063,0.98401403,0.14223564,1.1626647,1.2804089,0.4750089,0.7608274,0.16148463,1.4368705,0.0,0.0,1.2262058,0.707373,1.0660405,0.9751078,0.055441998,0.08435739,0.83822244,0.9580091,0.4774343,0.611184,0.91350317,0.28945914,1.2004696,0.50635964,1.0221871,1.2018024,0.0,0.20153618,0.0,0.35943475,0.0,0.0,0.0,0.34208906
aftermathmovie,0.13802162,0.3212896,0.23063123,0.43239522,0.13045412,0.42190945,0.108277455,0.35414863,0.0011340305,0.22519864,0.0,0.25486848,0.10593638,0.10282578,0.0,0.0,0.36650816,0.3718074,0.0,0.18974957,0.3221805,0.3297032,0.3963005,0.115216084,0.18069832,0.40752143,0.33707038,0.32706416,0.15971355,0.094072156,0.24482107,0.17766033,0.3883586,0.31989893,0.26228043,0.24342604,0.3259857,0.0,0.21236739,0.14083833,0.045728765,0.0,0.3653227,0.35451934,0.38735652,0.29943863,0.21844806,0.25141928,0.25593317,0.076466694,0.22729471,0.0,0.21153796,0.0,0.0,0.02413991,0.25367144,0.0,0.26637152,0.0,0.2522138,0.25429758,0.20925754,0.24250768,0.3941609,0.047168724,0.0,0.339486,0.2536213,0.08928287,0.0,0.0,0.30638593,0.4029311,0.1830979,0.3719563,0.2824166,0.30371118,0.3631607,0.2685822,0.26962784,0.33390012,0.09832609,0.2586103,0.13416554,0.14524226,0.38231406,0.3120643,0.13776933,0.06454499,0.3332504,0.3496342,0.20709872,0.2782851,0.0334553,0.13312732,0.33413804,0.33546972,0.24428868,0.421829,0.31526673,0.23470058,0.4648267,0.0,0.13313316,0.286682,0.2665213,0.06614939,0.3647125,0.34040168,0.09081025,0.13078386,0.09292264,0.33803862,0.0,0.0,0.4315649,0.29244548,0.31879273,0.34421068,0.0,0.0,0.22732371,0.3414143,0.27738225,0.2989414,0.3176615,0.07303211,0.3217122,0.091000766,0.38052395,0.37305292,0.0,0.11144435,0.0,0.09989157,0.0,0.0,0.0,0.17847295
aftermovie,0.29521245,0.47673815,0.2835127,0.40216908,0.23888132,0.44690773,0.01754732,0.54941446,0.00082543213,0.17307915,0.0,0.3183833,0.24428543,0.14882535,0.0,0.0,0.4994311,0.47543213,0.02300622,0.27959034,0.29999265,0.3798117,0.5662264,0.045196783,0.2770171,0.42335463,0.54817706,0.35879934,0.19261216,0.080366574,0.23150578,0.43802896,0.44179127,0.3846806,0.24410222,0.3258381,0.34650302,0.0,0.1279607,0.23176382,0.1706019,0.0,0.31526226,0.5122895,0.41091087,0.34508297,0.14666986,0.33409655,0.29238975,0.18278025,0.19690566,0.00037210714,0.14878394,0.0,0.0,0.0,0.13618806,0.0,0.43014848,0.048261143,0.28294727,0.4215119,0.29816547,0.2654501,0.49695852,0.2670166,0.0,0.27206305,0.297472,0.17186259,0.0,0.0,0.43744734,0.57945526,0.18701115,0.46415228,0.4691523,0.3585177,0.47462776,0.3250438,0.08164721,0.3301415,0.070148766,0.23789984,0.13075715,0.22001177,0.32418108,0.38146207,0.10091804,0.06280718,0.35788757,0.5609884,0.1699993,0.45944133,0.16206239,0.18057235,0.30531827,0.33648556,0.29615468,0.3085659,0.35522616,0.37641388,0.6069741,0.07024959,0.1942978,0.25252765,0.28332233,0.09092207,0.43575305,0.25701275,0.17179434,0.13807297,0.24570055,0.38651437,0.0,0.0,0.5237575,0.28458756,0.47069108,0.3836804,0.0,0.0,0.27833053,0.5373603,0.34867838,0.3793224,0.3123422,0.21363613,0.29837602,0.052758053,0.36818078,0.45871058,0.0,0.026025651,0.0,0.074888475,0.0,0.0,0.0,0.12804563
ahiddenlifefilm,0.16288114,0.15667391,0.1007694,0.1915348,0.097393505,0.19305159,0.05581022,0.21714039,0.027966034,0.10680364,0.0,0.15083444,0.101587,0.06680682,0.0,0.0,0.22299066,0.19581124,0.020096743,0.090425506,0.15334925,0.1893189,0.21800506,0.043433413,0.096408114,0.1993774,0.26371157,0.16805908,0.10503354,0.05287078,0.12559345,0.14551082,0.17954198,0.18690726,0.1530682,0.1471893,0.14348324,0.0,0.10592969,0.095186085,0.07335235,0.0,0.16697738,0.18305078,0.16738665,0.14972723,0.10209428,0.16155829,0.10559392,0.037956018,0.12580869,0.0039528487,0.089267015,0.0,0.0,0.023201909,0.10179025,0.0,0.18446545,0.0026981188,0.17409666,0.19395652,0.13852891,0.14990626,0.19705509,0.09287506,0.0,0.1558198,0.16584918,0.051645223,0.0,0.0,0.14858192,0.26198784,0.07481128,0.18624367,0.18001455,0.15014827,0.18191862,0.13143374,0.06539138,0.18166012,0.024700103,0.15167882,0.080636315,0.073666714,0.1640239,0.19151802,0.08697252,0.03580419,0.17603509,0.21820034,0.12926011,0.19682035,0.06598898,0.04942496,0.13714653,0.14659995,0.16655073,0.16986535,0.17121452,0.11994499,0.24358307,0.031474996,0.09427768,0.11493257,0.18563165,0.044059493,0.19073905,0.1584943,0.0717433,0.079434805,0.04787809,0.17165363,0.0,0.0,0.21731986,0.11778478,0.1925695,0.17653155,0.0075071906,0.0,0.1558312,0.19684383,0.12701033,0.11831923,0.13239864,0.060362983,0.16014746,0.061749488,0.16956584,0.1526349,0.0,0.031335786,0.0,0.056408796,0.0,0.0,0.0,0.06798322
alitamovie,0.6038189,0.4945143,0.43409687,0.71171045,0.2290107,0.7171676,0.06078479,0.6989273,0.051466726,0.32291353,0.0,0.43651307,0.5030473,0.068086304,0.0,0.0,0.77441245,0.63219625,0.0,0.23169377,0.45919365,0.8545591,0.7561218,0.1295509,0.41221756,0.75586957,0.67329603,0.36699903,0.37042215,0.08683387,0.5743891,0.5747271,0.66623014,0.58092475,0.46541104,0.4612003,0.57043314,0.0,0.45625672,0.29315376,0.32920805,0.0,0.6640161,0.568148,0.5800477,0.6122205,0.5091014,0.45236894,0.3598422,0.024347786,0.49495792,0.0,0.3782539,0.0,0.0,0.13038082,0.46909678,0.0,0.4961624,0.16989312,0.57837975,0.6221852,0.86460114,0.5674032,0.7881888,0.3243424,0.0,0.4309196,0.8709123,0.49162936,0.0,0.0,0.5893897,1.068512,0.43290433,0.5870398,0.2921749,0.74442387,0.7191567,0.3507311,0.1281499,0.48225397,0.0,0.3364372,0.2916975,0.22070958,0.37117633,0.67911506,0.3477356,0.0,0.88661486,0.6155628,0.26323998,0.8407738,0.13462985,0.14781204,0.54069906,0.35829824,0.4418453,0.5291976,0.78588307,0.2850746,0.8004735,0.1241124,0.22674952,0.24072008,0.6239898,0.22060744,0.44318324,0.8261438,0.36508003,0.39991805,0.09086547,0.6680343,0.0,0.0,0.6783389,0.4833926,0.6465456,0.5710231,0.0,0.21432129,0.6867174,0.866091,0.4338874,0.48098108,0.55363977,0.10475449,0.47665635,0.2632613,0.614839,0.6066994,0.0,0.12422843,0.0,0.13090172,0.0,0.0,0.0,0.24072564
