movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129
21bridgesmovie,0.0,0.52939636,0.0,0.03770773,0.51910275,0.33057567,0.4435245,0.14487666,0.50349647,0.2431219,0.32105947,0.21088931,0.34239233,0.24314468,0.38482264,0.0,0.39779198,0.10140769,0.4278031,0.25105867,0.32080647,0.3847723,0.3526023,0.41718507,0.3406962,0.116935275,0.25943375,0.13912235,0.30996132,0.3528084,0.15863986,0.4321198,0.43085852,0.29113978,0.44455203,0.30241692,0.0,0.27989197,0.46325892,0.30239165,0.25164023,0.5135075,0.0,0.56047386,0.37434822,0.3575559,0.47855142,0.24027427,0.0,0.21677208,0.254211,0.39853427,0.11120641,0.0,0.0,0.23930444,0.3478944,0.16566563,0.35097507,0.19482337,0.15240915,0.3900319,0.5497615,0.2880905,0.0,0.18564396,0.0,0.25467473,0.44870317,0.49469256,0.46247527,0.3149722,0.40881172,0.3725936,0.25298005,0.2606187,0.0,0.42721,0.5842754,0.29736206,0.38332927,0.0,0.6405941,0.41469258,0.48817313,0.0,0.5598991,0.69037575,0.23654701,0.0,0.31438777,0.17997117,0.1803535,0.0,0.34138894,0.03283649,0.22826758,0.27512074,0.4806996,0.0,0.2547911,0.34162873,0.41723958,0.37110496,0.50863796,0.0,0.20233749,0.52140415,0.063339785,0.43274394,0.10376078,0.44318652,0.47157428,0.2779888,0.102169774,0.46532008,0.15448691,0.0,0.4085166,0.34281,0.63691264,0.0,0.0,0.084069446,0.25194168,0.30952552,0.32508767,0.24025963,0.0,0.30181515
47metersdown,0.0,0.56342816,0.0,0.0,0.5300368,0.5075531,0.31597868,0.43993512,0.42667007,0.5364593,0.19099371,0.35812935,0.38972536,0.48327494,0.572898,0.0,0.51404226,0.101403356,0.50921047,0.46218902,0.36449957,0.19971474,0.5333204,0.5302734,0.35777682,0.39078006,0.6024103,0.3437734,0.2107384,0.5089347,0.2417192,0.51740247,0.5747109,0.43683657,0.58380586,0.4831581,0.0,0.4776469,0.40935177,0.25846905,0.1984592,0.3515702,0.0,0.6437941,0.6891158,0.4682047,0.77852273,0.29853067,0.0,0.6050666,0.40836516,0.4258063,0.35563475,0.0,0.0,0.00959757,0.5894312,0.35120627,0.35122964,0.27534005,0.33074754,0.30523062,0.7092808,0.43974292,0.35146546,0.2564689,0.0,0.62158155,0.621261,0.70382154,0.5381336,0.43773124,0.37712517,0.44483465,0.54787827,0.04058676,0.271475,0.27936122,0.70029855,0.33408102,0.55574244,0.0,0.84516156,0.49964502,0.61018324,0.0,0.77391833,0.6939047,0.53792465,0.04619342,0.34027728,0.51966995,0.39610827,0.0,0.47941476,0.0,0.36991918,0.42082247,0.4781111,0.0,0.23016596,0.6179365,0.55688065,0.43063286,0.30932343,0.0,0.35763055,0.67499864,0.20708345,0.42887145,0.32622078,0.58683753,0.7049434,0.34528518,0.0,0.67449355,0.11816654,0.09188735,0.40299964,0.3788009,0.72623366,0.0,0.0,0.17656384,0.45587218,0.41310453,0.64716524,0.52980185,0.15638489,0.40315533
abeautifuldaymovie,0.0,0.4443676,0.0,0.10779702,0.39209774,0.381897,0.44502974,0.2932858,0.46259096,0.1423552,0.13187328,0.27775496,0.3223447,0.35720938,0.29253903,0.0,0.4120527,0.089382075,0.34652394,0.25734937,0.21333879,0.25427437,0.34502953,0.20061004,0.34918264,0.19334148,0.22233441,0.1772553,0.1951567,0.38821098,0.19321139,0.41734672,0.4816511,0.33033732,0.54284537,0.19476797,0.0,0.4330113,0.33202332,0.21139663,0.18107392,0.5284962,0.0,0.58161396,0.30034572,0.19206142,0.35906157,0.17026913,0.0,0.33566275,0.43192947,0.28086045,0.21283807,0.0,0.0,0.14873283,0.4077119,0.23522057,0.3300567,0.35951766,0.23708715,0.29001746,0.4333257,0.35726488,0.07628747,0.23994535,0.0,0.24701476,0.39364403,0.29839683,0.46927482,0.3526092,0.32937655,0.24084148,0.25114906,0.0,0.0,0.26849622,0.5438422,0.23104307,0.3488567,0.0,0.44371095,0.40961468,0.57682025,0.0,0.4686957,0.6717945,0.23916231,0.0,0.38547716,0.38046145,0.34358037,0.0,0.39480788,0.0,0.17220926,0.37857434,0.40502566,0.0,0.34967324,0.12236127,0.38466242,0.42234096,0.37029058,0.0,0.111300856,0.54256856,0.14251144,0.49274337,0.043995798,0.25711763,0.40017593,0.284639,0.11958892,0.58465874,0.110786445,0.11014533,0.40197176,0.37023246,0.38225523,0.0,0.0,0.09440951,0.23788926,0.28594288,0.3382594,0.4127678,0.024458041,0.2599794
abominablemovie,0.0,0.654355,0.0,0.055519223,0.5869839,0.24405944,0.2557149,0.40460235,0.5505335,0.38729453,0.13360532,0.7005253,0.35809377,0.6216605,0.57019085,0.0,0.773711,0.1379597,0.6444562,0.23516369,0.55381364,0.19732115,0.6679891,0.35014528,0.41493887,0.07251743,0.6952373,0.5459939,0.432184,0.6756924,0.258797,0.7329503,0.7703013,0.58499265,0.88742405,0.59954554,0.0,0.41572183,0.49824053,0.28542382,0.54133284,0.5047686,0.0,0.7992702,0.28638503,0.34491053,0.8112254,0.4143386,0.0,0.53681225,0.6433034,0.5767235,0.30034995,0.0,0.0,0.41306263,0.5515981,0.16961613,0.46658817,0.39347383,0.48090172,0.46335658,0.6049273,0.5134266,0.24344142,0.34403914,0.0,0.44431102,0.5793782,0.3546433,0.62990475,0.62426454,0.7884849,0.4517245,0.69742584,0.087639645,0.07575023,0.6052328,0.7430311,0.22679922,1.0014718,0.0,0.62411463,0.5080668,0.73234093,0.0,0.70996594,0.8347013,0.41450706,0.0,0.5829676,0.50119835,0.594286,0.0,0.7902936,0.020145101,0.22904429,0.5137679,0.6960267,0.0,0.93510807,0.50021994,0.5043132,0.4712639,0.49036092,0.0,0.32850277,0.5886043,0.32331735,0.5567675,0.41577643,0.6442428,0.5208792,0.15510339,0.07977967,0.72330606,0.22819312,0.0787873,0.60406554,0.4386867,0.88243055,0.0,0.0,0.104493365,0.5015938,0.4162268,0.7086557,0.33134878,0.19378653,0.3980413
adastramovie,0.0,0.48104256,0.0,0.0,0.49373916,0.20072229,0.32511353,0.19857116,0.35359365,0.040285878,0.109356664,0.3046922,0.28575304,0.34085235,0.26746258,0.05472675,0.36318788,0.034594074,0.3378013,0.21449041,0.26986593,0.3350783,0.22944663,0.36316827,0.26206046,0.13471276,0.21410841,0.31159726,0.22897454,0.42344263,0.3479589,0.3241002,0.42921486,0.42109826,0.27543128,0.2623167,0.0,0.3190348,0.53024626,0.22184105,0.36932543,0.3182794,0.0,0.43105552,0.2481632,0.15213636,0.42027217,0.29938874,0.0,0.12102417,0.1809486,0.47127965,0.091501966,0.0,0.0,0.28397918,0.34677413,0.23343989,0.31239277,0.282173,0.11713421,0.3133367,0.5300791,0.51739264,0.0,0.20380804,0.0,0.34107208,0.3441062,0.3783117,0.25376293,0.26508975,0.3036427,0.16732979,0.31548414,0.21090052,0.0,0.3700546,0.50448763,0.20291238,0.6348683,0.0,0.36579448,0.3201819,0.47439858,0.033884995,0.4772119,0.44707012,0.2968062,0.09876635,0.4154987,0.11644627,0.2917381,0.0,0.41065907,0.0,0.2953802,0.2808533,0.40440083,0.0,0.3312502,0.19553979,0.39912724,0.33649322,0.3424664,0.01849606,0.34632874,0.37679076,0.07316143,0.30240357,0.079069644,0.39748245,0.4256419,0.22460914,0.17072059,0.3936607,0.1902701,0.0,0.21833473,0.11280528,0.51124793,0.0,0.0,0.0,0.24807753,0.25020722,0.3621829,0.18055147,0.0,0.19764672
adogsjourneymovie,0.0,0.72512203,0.0,0.0,1.4292873,0.72241175,0.7559233,0.49376327,1.2817882,0.4190441,0.057501763,0.47671473,0.88109994,0.84641534,0.92600125,0.0,1.3067288,0.47675446,0.9844654,0.697528,0.83064467,0.26809067,0.74784106,0.666234,0.4978136,0.2081314,0.8170842,0.6937643,1.3031992,0.80785465,0.3449965,0.87877333,1.1518437,0.2663409,0.7418403,0.6195759,0.0,0.6976217,1.2521608,1.0620269,0.37296745,0.9596457,0.0,1.0124735,0.54388875,0.73168707,1.0609196,0.47782457,0.0,0.6688988,0.8314105,1.1616606,0.18355274,0.0,0.0,0.3708499,0.8863049,0.5159891,0.79784197,0.57969093,0.3553678,0.6122267,1.5360703,1.2262299,0.17192234,0.5579529,0.0,0.6186995,1.300673,1.0449721,0.7337706,1.1738613,0.8088394,0.6198796,0.29706475,0.49569887,0.38983038,0.56433195,1.4059422,0.79695857,0.8958799,0.0,1.2302009,0.73707265,1.2309514,0.0,1.2529427,1.3950675,0.12132473,0.2809689,0.9399784,0.30368423,0.505616,0.0,0.81963384,0.0549384,0.4246558,0.78142744,1.1007712,0.0,0.52640873,0.72677207,1.0514814,1.0818517,0.91376525,0.0,0.8528085,1.3535304,0.3964574,0.7466025,0.22061425,0.88562566,1.3966297,0.98393357,0.01818742,0.9673672,0.43103516,0.117899254,0.83727646,0.85845506,0.69120353,0.0,0.0,0.23787446,0.85320055,0.71707886,0.9168348,0.6911335,0.0,0.2562243
aftermathmovie,0.0,0.3359182,0.0,0.0,0.4279379,0.16524579,0.22423641,0.29973483,0.4176751,0.20751646,0.19157666,0.25412077,0.21061797,0.26412073,0.12084371,0.0,0.3946864,0.08401903,0.23128772,0.2425048,0.20373803,0.22613092,0.19429868,0.20459458,0.25688905,0.049969256,0.23030268,0.35541508,0.2546249,0.30709866,0.10377364,0.2730897,0.32276797,0.31320173,0.47468147,0.27898192,0.0,0.22715963,0.31228858,0.2641935,0.2558418,0.2594099,0.0,0.3598543,0.28828964,0.29525217,0.40603977,0.23807332,0.0,0.30352235,0.3100616,0.2528488,0.12931788,0.0,0.0,0.13659768,0.3276151,0.18952274,0.22508825,0.2406471,0.17687759,0.28414115,0.3352591,0.29191452,0.094240494,0.19169697,0.0,0.2853651,0.40769535,0.35132563,0.1930013,0.3877656,0.32148144,0.21589229,0.13855018,0.20211864,0.0,0.34471974,0.43145457,0.17461531,0.38955474,0.0,0.456719,0.3177628,0.38561124,0.0,0.3547349,0.5564819,0.24236421,0.04914555,0.34508008,0.24612865,0.21190153,0.0,0.22769164,0.008652339,0.13915792,0.16220166,0.31371054,0.0,0.24418023,0.29260728,0.28663862,0.22768667,0.3346223,0.0,0.22970699,0.30666557,0.0232766,0.30061844,0.1836397,0.30745012,0.38130194,0.114638835,0.048249684,0.33952758,0.14029546,0.0,0.27152118,0.25999534,0.4474078,0.0,0.0,0.0010336982,0.18918908,0.2673439,0.3412435,0.25034636,0.0,0.13005076
aftermovie,0.0,0.4168712,0.0,0.0,0.5428304,0.27488604,0.24245313,0.13363536,0.3749289,0.27995166,0.18722086,0.15244424,0.3968024,0.14120154,0.28193906,0.0,0.41653097,0.077453226,0.46061897,0.30738887,0.25437477,0.46056235,0.2584025,0.4303137,0.17746624,0.17742597,0.3012839,0.31986657,0.105483666,0.3607174,0.11547479,0.49251285,0.38823527,0.27713335,0.49921575,0.21004125,0.0,0.25554627,0.43910006,0.38478228,0.41784814,0.39079872,0.0,0.55188835,0.11274841,0.34355223,0.5843406,0.04172723,0.0,0.22182265,0.2472535,0.41119504,0.13364331,0.0,0.0,0.2749259,0.5179243,0.1102732,0.3132659,0.20676424,0.24778755,0.2604324,0.551968,0.39738107,0.077707216,0.31316736,0.0,0.35611802,0.2694019,0.49375728,0.41684404,0.39628142,0.48206815,0.27448735,0.23855129,0.19894974,0.0,0.40315813,0.62413865,0.45131722,0.48781875,0.0,0.6579282,0.3011657,0.3546369,0.0,0.36398277,0.5046899,0.24537534,0.14607653,0.17954092,0.18125476,0.31371903,0.0,0.39460355,0.0,0.16552241,0.51270694,0.33238134,0.0,0.38020638,0.26838925,0.4047241,0.34499753,0.4858507,0.0,0.32719338,0.49249434,0.06536054,0.32883906,0.11306961,0.53848124,0.41923767,0.38000298,0.121282294,0.47737226,0.15115054,0.06899333,0.27533448,0.3473151,0.52960104,0.0,0.0,0.2143378,0.31640846,0.22797345,0.26980585,0.2874514,0.0,0.23272018
ahiddenlifefilm,0.0,0.19924606,0.0,0.03426777,0.2207845,0.14389944,0.16033474,0.12657483,0.20284633,0.09600159,0.07910344,0.13621739,0.13986881,0.13634609,0.13198297,0.0,0.19900289,0.049242407,0.15517016,0.117397316,0.14672947,0.14369632,0.18415606,0.15620443,0.1429232,0.061438046,0.15147164,0.11715236,0.12644716,0.16902292,0.091434166,0.17597258,0.2338826,0.1407995,0.1912899,0.1394783,0.0,0.13837156,0.18634218,0.13911916,0.15614013,0.16859868,0.0,0.22753766,0.124180764,0.14519739,0.2224485,0.09801151,0.0,0.14887586,0.12025321,0.17285284,0.08432773,0.0,0.0,0.08819437,0.17320031,0.08758417,0.13710272,0.14222221,0.10672407,0.1546623,0.24292646,0.17320208,0.024360081,0.11256874,0.0,0.14563143,0.18807933,0.20177191,0.17015128,0.16269864,0.17795749,0.13475087,0.13015005,0.0933021,0.0,0.17340957,0.24363038,0.10306721,0.22267166,0.0,0.24714369,0.15300071,0.20998394,0.0,0.22161554,0.25611344,0.13043518,0.028559895,0.14157654,0.10677222,0.1359469,0.0,0.18067467,0.0,0.09614499,0.15024051,0.18319835,0.0,0.1462603,0.14837164,0.16451573,0.17527246,0.16163087,0.0,0.12548533,0.22905722,0.0394869,0.16921203,0.078991756,0.17968781,0.20663473,0.14118901,0.04943414,0.22404301,0.08745537,0.0,0.16056347,0.13921618,0.21973889,0.0,0.0,0.04887217,0.13957803,0.13280514,0.18324482,0.14265962,0.004384121,0.12282506
alitamovie,0.0,0.61324185,0.0,0.0,0.70507646,0.44799238,0.3039187,0.47081038,0.71620923,0.25247064,0.24497715,0.4749329,0.4418176,0.48307675,0.34369093,0.0,0.63199604,0.11231548,0.5537724,0.2884261,0.561591,0.6116301,0.39076808,0.47384632,0.3625256,0.36274242,0.49469203,0.06637986,0.40811956,0.688735,0.27963912,0.50148,0.7568107,0.5156118,0.5043661,0.5416991,0.0,0.53950214,0.6924818,0.38598278,0.70864344,0.8310941,0.0,0.51177776,0.19046128,0.49295303,0.5933064,0.34450263,0.0,0.58143795,0.30306947,0.23118232,0.24035433,0.0,0.0,0.31502652,0.6435247,0.3286474,0.5814755,0.3587679,0.2468367,0.59234095,0.68733203,0.63859314,0.0,0.27678278,0.0,0.52090025,0.5570539,0.54298955,0.5137299,0.2956349,0.60811895,0.5292296,0.53400785,0.039864894,0.009130638,0.6388202,0.8368128,0.39999536,1.0621891,0.0,0.7870302,0.35374403,0.80302906,0.0,0.8639326,0.8310182,0.32691053,0.32305968,0.44490954,0.18559204,0.60806364,0.039246444,0.7025482,0.23575486,0.44868737,0.5224992,0.728472,0.0,0.4298954,0.34253886,0.6976554,0.61255246,0.42545167,0.0,0.36979967,0.7901613,0.11966928,0.47822455,0.029375115,0.77251077,0.44392905,0.53146344,0.2645389,0.74583447,0.18305416,0.0,0.6080971,0.018437497,0.7473522,0.0,0.0,0.18083493,0.59945387,0.3550423,0.35671166,0.5672548,0.08642873,0.6146812
