movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129
21bridgesmovie,0.30035925,0.50683707,0.31321964,0.20383832,0.5203335,0.4605557,0.2990232,0.27902314,0.0,0.3121606,0.3123911,0.35636282,0.34761333,0.3142864,0.32658353,0.35878944,0.2683788,0.10444398,0.18177342,0.4726462,0.269426,0.0,0.389574,0.35817802,0.55334145,0.4571391,0.0,0.5224263,0.0,0.2336618,0.0,0.38211775,0.45755643,0.29378003,0.31719774,0.0,0.14812298,0.32193366,0.30287713,0.32897598,0.3097825,0.27652922,0.0,0.2894118,0.31880027,0.0,0.14648907,0.32124957,0.34427142,0.0,0.25440586,0.5004228,0.32730493,0.33458495,0.25835305,0.38715643,0.41906053,0.29633945,0.25847512,0.0,0.0,0.47034642,0.47726268,0.4718579,0.48454058,0.12694865,0.29063818,0.5062061,0.29972932,0.0,0.3738392,0.44819233,0.46046442,0.4669161,0.0,0.5395272,0.0,0.4061147,0.5453107,0.36307114,0.2946837,0.1771788,0.37403077,0.0,0.33529332,0.27745697,0.3232159,0.36959836,0.3913413,0.14191815,0.0,0.43500292,0.18722986,0.35822487,0.5176541,0.5621893,0.61421555,0.2916137,0.09197545,0.117061,0.32422072,0.22370733,0.17057903,0.32458013,0.33631617,0.11351901,0.58413225,0.24694157,0.0,0.10805794,0.36175197,0.108318806,0.5705059,0.0,0.0,0.035863623,0.279219,0.3244893,0.47893605,0.39200974,0.29583248,0.3117305,0.32283,0.0,0.43507072,0.0014919704,0.0,0.4309475,0.49952856,0.56710786
47metersdown,0.3052528,0.5467579,0.24065812,0.3577448,0.7016194,0.7256496,0.41872734,0.23092905,0.0,0.4183047,0.3053316,0.35293415,0.2948075,0.44829446,0.55449563,0.79102373,0.4509928,0.0,0.5928652,0.62393266,0.20514134,0.0,0.5016478,0.42750236,0.65166396,0.67607105,0.0,0.69945806,0.0,0.22689384,0.0,0.5379442,0.69020164,0.47933882,0.45931226,0.27390656,0.3488483,0.620947,0.109762534,0.24273579,0.48008037,0.7028021,0.0,0.43367633,0.5284177,0.0,0.339776,0.44266993,0.35005322,0.0,0.3226989,0.7211538,0.31345826,0.40825355,0.23759629,0.406937,0.55684394,0.4071797,0.30342966,0.0,0.0,0.6706263,0.7336349,0.80669457,0.7764839,0.0,0.3847057,0.670044,0.31970614,0.0,0.45221752,0.7297199,0.6442464,0.5046423,0.0,0.58723277,0.0,0.8155402,0.5207794,0.5218455,0.3200423,0.3641366,0.52839255,0.037047103,0.5466862,0.7088727,0.525123,0.31403214,0.18533629,0.21453959,0.34168166,0.6317321,0.18671566,0.49797785,0.6187963,0.4413088,0.79394364,0.4780835,0.070642,0.2526009,0.43918017,0.49008495,0.35455847,0.6178245,0.6580231,0.117713675,0.6443235,0.25369373,0.0,0.0,0.41858202,0.095896654,0.8708163,0.0,0.0,0.13827318,0.3449554,0.455603,0.7612512,0.7526678,0.4164279,0.54822516,0.5621405,0.0,0.36448693,0.30683604,0.17307253,0.5621521,0.71492094,0.61069065
abeautifuldaymovie,0.32495546,0.43681142,0.19494592,0.12282836,0.30528736,0.5698626,0.26002842,0.20438951,0.0,0.1983905,0.25515464,0.19850682,0.32480302,0.49712682,0.30558926,0.3840047,0.27787012,0.01254791,0.27745777,0.4177933,0.22562948,0.05809913,0.3111657,0.4027715,0.40955678,0.4280703,0.0,0.56268686,0.0,0.2812579,0.0,0.28287607,0.4832457,0.26174065,0.28368774,0.1542278,0.047275968,0.47150818,0.076793514,0.28657794,0.3355259,0.3957844,0.016904637,0.17102042,0.35766274,0.033205613,0.14770362,0.25149488,0.3902315,0.0,0.23162565,0.5374654,0.23409359,0.3973706,0.3307566,0.30722296,0.45985928,0.25737813,0.14924078,0.0,0.0,0.27261347,0.4730559,0.551643,0.3899905,0.0,0.2313085,0.509114,0.18080975,0.0,0.27957684,0.4296323,0.49515393,0.3166184,0.0,0.39180994,0.043635037,0.47728458,0.4364264,0.39775163,0.34854245,0.3185352,0.39702326,0.0,0.41071084,0.39113945,0.4607983,0.2657381,0.23720805,0.0882768,0.113873616,0.32890838,0.0,0.3681128,0.46788785,0.43733257,0.61464053,0.40282178,0.2300244,0.11467858,0.24254623,0.37049088,0.107511684,0.3963308,0.36777863,0.18510218,0.5043927,0.22613879,0.0,0.0024626304,0.25554925,0.011872187,0.5492003,0.0,0.0054115043,0.11291138,0.41639858,0.3175156,0.47780246,0.29286832,0.36083516,0.29412436,0.38365594,0.0,0.4425568,0.098327994,0.07755289,0.29687244,0.5612408,0.44711718
abominablemovie,0.4488785,0.8016776,0.21375085,0.11870183,0.6475607,0.76033306,0.5477551,0.024281554,0.0,0.088893875,0.42128798,0.30323076,0.23472473,0.7086858,0.62304676,0.728243,0.5294477,0.08827126,0.08167176,0.65496963,0.24747494,0.2433335,0.5916382,0.55858254,0.47045907,0.72176206,0.0,1.0060011,0.0,0.5112034,0.0,0.342934,0.83925706,0.4992668,0.6371017,0.19371936,0.0,0.32277665,0.24446934,0.5815324,0.5788981,0.4666062,0.07820018,0.48385033,0.7142493,0.11941332,0.15570302,0.4872214,0.56446964,0.0,0.54502,1.0933472,0.43181282,0.7660402,0.7988968,0.38153815,0.6662169,0.46103936,0.2762581,0.0,0.0,0.29651293,0.8920684,0.5320115,0.634059,0.040472254,0.30331293,0.83116245,0.2893564,0.0,0.459175,0.68393356,0.58186877,0.5699108,0.0,0.7344131,0.0,0.8789023,0.8929708,0.53436655,0.39970785,0.4050984,0.4996521,0.0,0.40593362,0.4772053,0.72995305,0.56957346,0.33179733,0.16884638,0.0,0.5731695,0.24516812,0.5972287,0.6910123,0.8191423,0.85292107,0.84288025,0.39711422,0.3054281,0.5583499,0.6765431,0.4138109,0.5678136,0.6602226,0.24794966,0.87099415,0.1012016,0.0,0.04590446,0.41438395,0.007485788,0.8632527,0.0,0.023615984,0.0,0.477932,0.26456472,0.74098057,1.0404564,0.63295984,0.57499444,0.4476631,0.0,0.69872373,0.23665498,0.3200845,0.4548535,0.9390676,0.8209596
adastramovie,0.24149768,0.35524812,0.14892618,0.14739564,0.31902677,0.3607294,0.36022687,0.22446936,0.0,0.08490362,0.31879938,0.22555687,0.33227837,0.32748145,0.34729552,0.39206478,0.3857754,0.12005392,0.14225432,0.28917623,0.1076616,0.0,0.41163832,0.46233273,0.5230027,0.5194642,0.0,0.575059,0.0,0.2212795,0.0,0.27976513,0.5188017,0.29132202,0.24095413,0.15781425,0.11056791,0.2591228,0.11388046,0.31842664,0.38557547,0.29032788,0.0,0.19472742,0.51419264,0.0,0.0524824,0.25107363,0.32964057,0.0,0.10103427,0.5759574,0.22474772,0.4452721,0.3848095,0.31301033,0.3091919,0.3228358,0.06589037,0.0,0.0,0.24906376,0.25698382,0.39035615,0.39622715,0.0,0.15357853,0.34471834,0.2709181,0.0,0.35636625,0.4114607,0.37971222,0.28955406,0.0,0.49802756,0.053132284,0.48113728,0.48568755,0.32544082,0.24311776,0.4158608,0.40362793,0.0,0.22002542,0.38976014,0.2885034,0.27121907,0.23747367,0.10272497,0.055299662,0.3876797,0.13027059,0.31997383,0.47286928,0.41801366,0.4592247,0.3602148,0.061881468,0.0912409,0.3255333,0.35611108,0.13123891,0.42838088,0.3293419,0.1754454,0.45278683,0.23417644,0.0,0.0,0.22379321,0.0,0.42212924,0.0,0.15758502,0.054005973,0.27274063,0.15548824,0.4934586,0.42426792,0.35688943,0.4066129,0.26074982,0.0,0.30013752,0.12529536,0.16733152,0.33345488,0.5457326,0.40963307
adogsjourneymovie,0.5481276,1.2158294,0.37480554,0.2168034,0.9689462,1.072572,0.9503014,0.55491096,0.0,0.6356773,0.53209174,0.6550936,0.47700638,0.88253397,0.9214979,0.89884806,0.74234754,0.15115756,0.36597496,0.83436674,0.56245637,0.0,0.7683078,0.9556244,1.2334298,1.127297,0.0,1.1821705,0.0,0.7297967,0.0,0.9171408,0.9897537,0.29389104,0.5788985,0.33636788,0.1773896,0.78433603,0.50726295,0.71050286,0.53280395,0.9568024,0.0,0.5029824,0.76365906,0.029782463,0.26452163,0.5362662,1.1843004,0.0,0.5422834,1.2652333,0.45727888,0.82561886,0.7104317,0.76093626,0.848605,0.41906998,0.07562642,0.0,0.0,0.76261103,0.8162278,1.2898742,1.0217924,0.0,0.25490648,1.048189,0.55179733,0.0,0.5716408,1.0165482,1.1747662,0.6293013,0.0,0.9169115,0.0118552875,0.8381674,0.93035054,0.7416281,0.7683435,0.39289913,0.55578876,0.12963466,1.2277905,1.0503414,1.026173,0.8843846,0.52598226,0.3474987,0.13457765,1.2397368,0.27424356,0.9163612,0.80468845,0.91346574,1.3756024,0.74004054,0.4918566,0.0,0.8116811,0.59572875,0.23512457,0.95701313,1.0491458,0.096282385,1.5580786,0.82914144,0.0,0.0,0.5639147,0.2628459,1.3006481,0.0,0.015216559,0.24367766,0.5481526,0.9324204,0.9908911,0.84594625,0.6749141,0.891292,0.7613211,0.0,0.69776815,0.017940808,0.26733053,0.6581206,1.2495469,0.9563013
aftermathmovie,0.27732038,0.42694077,0.18297808,0.08743442,0.33359677,0.42551783,0.33631003,0.12003792,0.0,0.21298519,0.13286397,0.22110207,0.26575792,0.3287584,0.27846122,0.26848876,0.40386823,0.030154027,0.14958465,0.34685418,0.19030508,0.0,0.29261452,0.22656503,0.35467583,0.4272591,0.0,0.53578216,0.0,0.18128824,0.0,0.3049172,0.346585,0.17234214,0.37306765,0.12602933,0.101307854,0.30676997,0.19670603,0.33493787,0.33871153,0.2822663,0.0,0.24914023,0.27626744,0.08646038,0.1198477,0.23475134,0.2602645,0.0,0.09884919,0.4120532,0.15104482,0.29546213,0.29621136,0.2836985,0.31424907,0.24728546,0.20998527,0.0,0.0,0.27099606,0.34799898,0.43470663,0.31141743,0.0,0.24656871,0.34546396,0.1621694,0.0,0.26390103,0.37587136,0.33835253,0.3005498,0.0,0.33816972,0.08752633,0.44558617,0.44902113,0.40430436,0.30201268,0.1540192,0.39226592,0.0063682217,0.401279,0.26821643,0.28065547,0.30789667,0.19576791,0.14004569,0.0655245,0.30068952,0.10245082,0.35316592,0.37024915,0.38282904,0.4731843,0.24374923,0.16510493,0.10678017,0.28153107,0.2710961,0.28329208,0.28366297,0.41488788,0.12690562,0.39618444,0.123376645,0.0,0.080452986,0.2624536,0.14251822,0.41640708,0.0,0.0,0.0,0.24464838,0.257759,0.44263104,0.39004034,0.27170298,0.26474372,0.24698244,0.0,0.31998625,0.11341678,0.0011095759,0.21866348,0.40319636,0.36780813
aftermovie,0.14297165,0.4553445,0.118802354,0.26324812,0.4451692,0.48606113,0.46951717,0.13433753,0.0,0.36306608,0.22022036,0.22305426,0.37433413,0.44438726,0.37808782,0.49020553,0.3656103,0.118429124,0.17793891,0.48625085,0.22905254,0.021072172,0.2945698,0.36679935,0.45632523,0.4763565,0.0,0.58784133,0.0,0.21352547,0.0,0.2794262,0.4820501,0.20086956,0.323763,0.12672219,0.21928217,0.4752186,0.14982828,0.30659232,0.3605848,0.29895207,0.0,0.26416886,0.45348302,0.0,0.15997031,0.31138527,0.2857003,0.0,0.24443106,0.6226751,0.36823234,0.49839264,0.3026051,0.2140294,0.33949408,0.3659752,0.21585973,0.0,0.0,0.4326131,0.34317493,0.5323948,0.5005445,0.0,0.31234834,0.50327873,0.3139275,0.0,0.41196325,0.46713197,0.38300657,0.3915684,0.0,0.51045215,0.009820489,0.5976037,0.5271453,0.43527508,0.33791572,0.3081049,0.2703486,0.05369263,0.33101594,0.41598785,0.3898477,0.29784063,0.3370245,0.27328494,0.023913587,0.46571556,0.20133503,0.4564408,0.4493909,0.48661637,0.4997231,0.33184174,0.24680173,0.12837164,0.33017468,0.36429253,0.17279084,0.43416995,0.43923405,0.077999994,0.5963177,0.21551564,0.0,0.06894649,0.43275788,0.22057678,0.5764854,0.0,0.0,0.19456296,0.4100038,0.4123925,0.54801756,0.45326912,0.30416432,0.2475681,0.487228,0.0,0.44394442,0.0,0.0,0.42671022,0.6202942,0.52568036
ahiddenlifefilm,0.11569392,0.18361801,0.07518178,0.05885643,0.16068326,0.17897983,0.15639248,0.057728346,0.0,0.10647083,0.098803684,0.096973374,0.1014682,0.13544427,0.13462107,0.14514074,0.15128414,0.026882922,0.060635775,0.15820377,0.06723301,0.0,0.13953954,0.1548367,0.17962779,0.1931188,0.0,0.20069629,0.0,0.10210816,0.0,0.1194075,0.1813567,0.09059625,0.13854349,0.03741059,0.054263256,0.1612564,0.050070647,0.11642126,0.14346635,0.14562048,0.0,0.092664346,0.14007883,0.016507555,0.03932886,0.10190619,0.121743284,0.0,0.07750934,0.22170046,0.09481565,0.16833386,0.12995213,0.12703031,0.14232112,0.11101953,0.08617015,0.0,0.0,0.14061746,0.18045981,0.22023414,0.18174192,0.0,0.11176023,0.19285485,0.08466247,0.0,0.11461797,0.18247546,0.16942641,0.11114673,0.0,0.1818024,0.0007884442,0.18562421,0.16676892,0.15908343,0.11844086,0.09982275,0.15156353,0.010198535,0.16474341,0.15521416,0.13636427,0.12777202,0.08837442,0.0539135,0.028643431,0.15863773,0.054539744,0.1480951,0.17439325,0.18348624,0.20830335,0.1708377,0.075891204,0.04965007,0.1426057,0.12781748,0.08235048,0.1567902,0.1499744,0.054275982,0.1907615,0.08146094,0.0,0.006957651,0.1160094,0.03456241,0.19877023,0.0,0.0,0.029787531,0.10659668,0.11613256,0.17407206,0.18537451,0.13130274,0.12877902,0.13040325,0.0,0.15060012,0.056658067,0.046302475,0.132958,0.2207874,0.1959014
alitamovie,0.55868775,0.63716775,0.25965422,0.3256066,0.55414814,0.6324288,0.5371892,0.2285052,0.0,0.5016501,0.44271284,0.5954842,0.460214,0.7616665,0.4740216,0.856993,0.640281,0.0,0.32270765,0.6297223,0.16990298,0.0,0.22372793,0.707892,0.7623556,0.77008444,0.0,0.92467076,0.0,0.45576164,0.0,0.5084254,0.6065442,0.5261972,0.3308711,0.0,0.17998065,0.69590896,0.2844864,0.39747983,0.7483956,0.72594476,0.0,0.40197915,0.6896109,0.0,0.0,0.7318729,0.435311,0.0,0.04717687,1.0271049,0.42433277,0.39610547,0.2448931,0.43609077,0.7161769,0.30497435,0.14549834,0.0,0.0,0.48817277,0.50520355,0.6460452,0.57880706,0.0,0.507236,0.8133913,0.41389146,0.0,0.5518862,0.6798428,0.5935087,0.4656677,0.0,0.57740706,0.09262307,0.76122636,0.7273028,0.60524124,0.48102444,0.5274755,0.6612197,0.0,0.84252024,0.4591341,0.47350317,0.59936076,0.25464812,0.20553344,0.13672015,0.6201029,0.14895575,0.70453316,0.56470233,0.7711808,0.7946872,0.6190881,0.17096588,0.24813898,0.630251,0.352739,0.37912348,0.6368777,0.69153327,0.17592676,0.927748,0.45788804,0.0,0.17938165,0.44948947,0.14909028,0.8361738,0.0,0.036992833,0.0,0.42200032,0.48791352,0.83611566,0.5560683,0.58316755,0.5070106,0.4487278,0.0,0.5179493,0.37795466,0.16609998,0.6663921,0.8281623,0.7481795
