movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.0,0.0,0.37745547,0.3186604,0.09404875,0.3642171,0.78281033,0.0355156,0.22607234,0.47312254,0.41828135,0.55962765,0.37176624,0.0,0.3091126,0.9359726,0.09353664,0.4863889,0.39323267,0.0,0.69720644,0.4858087,0.0,0.5861355,0.30876502,0.52550215,0.40160304,0.39378837,0.0,0.07623626,0.18810916,0.18695119,0.60202587,0.61231244,0.32823515,0.59338087,0.20208843,0.11256822,0.5235126,0.33684444,0.6459008,0.4970763,0.16721152,0.2202745,0.0,0.46554622,0.7575801,0.54789686,0.50354403,0.0,0.32903987,0.5735513,0.41782498,0.4375702,0.36252016,0.7942634,0.20871401,0.39007208,0.46560884,0.0,0.60347724,0.3657115,0.4159583,0.55805576,0.6156802,0.6341209,0.37636834,0.45750028,0.3765799,0.45219612
47metersdown,0.0,0.0,0.5160604,0.46367052,0.2978968,0.43424347,0.9196741,0.0,0.23961455,0.5409633,0.51837456,0.4686965,0.30411622,0.0,0.4484254,0.7116337,0.27466,0.7850479,0.3678994,0.0,0.7241269,0.8142578,0.0,0.75140494,0.2142743,0.59143597,0.23317951,0.5714542,0.0,0.015810579,0.06383115,0.34966493,0.7944421,0.63693833,0.58745646,0.6226314,0.26840183,0.43973768,0.88094974,0.20151398,1.0481532,0.5760238,0.19220789,0.3376165,0.0,0.7228632,0.72417724,0.7584544,0.82329774,0.0,0.4422571,0.863063,0.5880962,0.80289036,0.28057787,0.9046309,0.62354624,0.2577393,0.6740514,0.0,0.68717813,0.486122,0.50623804,0.55267584,0.50583607,0.6097734,0.34486374,0.55190814,0.5622549,0.5142871
abeautifuldaymovie,0.0,0.0,0.30294824,0.28891176,0.3796631,0.48664922,0.65623826,0.0,0.15512301,0.34560436,0.33253768,0.3976656,0.42802516,0.0,0.2974846,0.6939591,0.19758691,0.5499043,0.3974658,0.0,0.7575372,0.6749607,0.0,0.43017778,0.30693674,0.44476992,0.18043405,0.3270251,0.0,0.08086768,0.18609303,0.37799767,0.5127111,0.4619677,0.59383225,0.5480872,0.23916954,0.20965385,0.5042759,0.18671027,0.57525104,0.31083006,0.0,0.31288874,0.0,0.3925263,0.6263346,0.46037063,0.6769177,0.0,0.36157352,0.57967013,0.52310145,0.47610158,0.31231666,0.6754037,0.34312868,0.34793374,0.41452044,0.0,0.4372547,0.6406642,0.39959317,0.41094765,0.56373703,0.47574,0.26067576,0.4521762,0.4877186,0.5514554
abominablemovie,0.0,0.17445299,0.5086146,0.7640783,0.5453207,0.7144152,1.1681432,0.0,0.33990958,0.8665131,0.25491518,0.67927825,0.9788498,0.0,0.5316564,1.1465292,0.20657438,0.7076185,0.79416853,0.0,1.1462587,0.9727617,0.0,1.0893682,0.7587164,0.6807417,0.744684,0.5412438,0.0,0.1634012,0.07884947,0.57395947,0.867515,1.0739232,0.5465536,0.6277146,0.30309176,0.0,0.8687613,0.5481676,1.3480757,0.94654834,0.14464995,0.44086236,0.0,0.6857431,0.83662236,0.80546826,1.1258126,0.0,0.82587916,0.4573252,1.1510369,0.5500064,0.70682096,0.7989148,0.6075038,0.29395482,0.6638661,0.0,0.79612184,0.66009676,0.46223623,0.69777256,0.91702366,0.9336373,0.5687262,0.41839233,1.0968928,0.7274661
adastramovie,0.0,0.0,0.35857913,0.32325423,0.36571538,0.51849365,0.38940355,0.0,0.21603149,0.28937462,0.1169768,0.48090425,0.23904285,0.0,0.18560395,0.574744,0.28502113,0.4267709,0.33529344,0.0,0.4854111,0.58797795,0.0,0.49547362,0.34242868,0.27902216,0.31958735,0.2808594,0.0,0.002697032,0.15562049,0.28600618,0.54661417,0.44885296,0.4279467,0.3090497,0.2722241,0.17332044,0.3829915,0.2858414,0.36481035,0.3304998,0.032393698,0.26845846,0.0,0.29367605,0.46242592,0.43903777,0.42550328,0.0,0.35679427,0.36706746,0.3483339,0.43278903,0.31957212,0.47179946,0.22815281,0.23526189,0.4878111,0.0,0.47046068,0.54036534,0.3439179,0.3455672,0.53414005,0.36875066,0.2228443,0.35429913,0.40676653,0.44382417
adogsjourneymovie,0.0,0.0,0.4330602,0.79949826,0.64575154,0.8009156,1.5610571,0.0,0.09678627,0.8498173,1.0505071,1.0742341,1.1484067,0.0,1.0466083,1.6970097,0.047968373,1.3281332,1.1629089,0.0,0.9614672,1.1052694,0.0,1.051937,0.61933714,0.61102647,0.42674118,1.248527,0.0,0.6755823,0.4763589,0.8407248,2.1677299,1.3238847,0.748855,1.2884415,0.74550396,0.14980662,1.5272545,0.21658474,1.5569754,1.0691329,0.028757146,0.65792334,0.0,1.0674573,1.3207109,0.8773304,1.3385401,0.0,0.9972716,0.91850334,0.84277374,1.3969533,0.89286065,1.2171551,1.1573445,0.65288544,1.1676252,0.0,1.1872175,0.64681363,0.9928791,0.83229023,1.4656376,1.464563,0.59320027,0.78808236,1.2006447,0.8254954
aftermathmovie,0.0,0.0,0.33510816,0.17986563,0.2588786,0.45789704,0.60900956,0.0,0.20324233,0.25911778,0.32715008,0.37456062,0.34220666,0.0,0.22590843,0.5222471,0.14855787,0.37714013,0.3104019,0.0,0.54181665,0.5837918,0.0,0.3869632,0.0966537,0.38026676,0.3480068,0.4187149,0.0,0.097658336,0.11446868,0.22446492,0.42667735,0.37356982,0.42483154,0.4913381,0.21518658,0.110285625,0.44605535,0.30318978,0.6101627,0.39297348,0.06718095,0.20464003,0.0,0.33271572,0.53471535,0.32881117,0.5819067,0.0,0.28198314,0.44010702,0.5500853,0.443484,0.3495348,0.53744835,0.38840526,0.3496498,0.3178015,0.0,0.49690482,0.21613081,0.38208956,0.50284815,0.4334565,0.4032665,0.3256851,0.341152,0.43599236,0.42685163
aftermovie,0.0,0.08032434,0.43245107,0.23316862,0.31038603,0.5011437,0.6618916,0.0,0.3407991,0.25893074,0.31685027,0.37372598,0.46993145,0.0,0.23202989,0.8069098,0.29434887,0.5600203,0.42054442,0.0,0.724518,0.5974739,0.0,0.5142248,0.38157213,0.57944167,0.21566297,0.4218603,0.0,0.17251225,0.25269264,0.33520016,0.45319456,0.54329765,0.47380102,0.5690328,0.21054594,0.102770075,0.57420945,0.35523573,0.53946817,0.56276494,0.04425139,0.29310232,0.0,0.49908385,0.69277745,0.54101366,0.63334584,0.0,0.29831314,0.49233255,0.5618624,0.66814643,0.4333741,0.66232455,0.3127566,0.38958728,0.40643385,0.0,0.52966374,0.2850273,0.24713434,0.4860071,0.6459943,0.26485506,0.3914593,0.41119343,0.5879174,0.5030438
ahiddenlifefilm,0.0,0.0,0.1796084,0.13462475,0.14203094,0.19227564,0.2946323,0.0,0.11705653,0.18968107,0.16085264,0.24943022,0.24120745,0.0,0.15329465,0.31933025,0.07982248,0.26965132,0.19098186,0.0,0.27429625,0.2894295,0.0,0.25261018,0.14280856,0.20491827,0.15147313,0.19990401,0.0,0.045254394,0.10129913,0.14596659,0.30119592,0.24599665,0.20519471,0.24112979,0.08888619,0.05826848,0.2791044,0.1426346,0.31353018,0.22288449,0.05017957,0.14779985,0.0,0.22771047,0.2760909,0.21783961,0.26376796,0.0,0.16376965,0.23539887,0.26229405,0.23650244,0.17460059,0.32195014,0.20273454,0.17818974,0.20016153,0.0,0.2430613,0.21236347,0.1849115,0.22579372,0.2759484,0.23952241,0.16725469,0.20678705,0.25646174,0.18562736
alitamovie,0.0,0.0,0.25671053,0.39520264,0.40671954,0.53205997,0.5618717,0.0,0.5656004,0.6657126,0.4779825,0.8958384,0.53192586,0.0,0.2987357,0.46520567,0.22158606,0.89283156,0.58672374,0.0,0.5711545,0.773495,0.0,0.52458715,0.19741279,0.49260664,0.49842197,0.54026425,0.0,0.16509098,0.23984453,0.5211589,0.84571487,0.6900006,0.28006876,0.47528526,0.2917336,0.26443392,0.674529,0.27396232,0.7104246,0.3750157,0.11782139,0.23846859,0.0,0.76760197,0.60717994,0.53243357,0.67067075,0.0,0.51862377,0.23416847,0.36558026,0.5602995,0.3409909,0.5890275,0.4058129,0.3830985,0.81785095,0.0,0.5203796,0.62933624,0.46884686,0.69338775,0.60860837,0.50003266,0.37336108,0.47520217,0.49086848,0.47405285
