movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.5910907,0.0,0.789174,0.0,0.6493169,0.6209982,0.6759492,0.7155219,0.8132027,0.67333657,0.74158216,0.52039254,0.6800879,0.18969025,0.6899214,0.61336786,0.44763052,0.78592086,0.5784703,0.15818316,0.447155,0.43894166,0.36003453,0.5027805,0.43888426,0.47425938,0.81179553,0.7292787,0.49206582,0.597983
47metersdown,0.52183014,0.0,0.88836586,0.0,0.8696016,0.78174376,0.7310611,0.74927247,0.61054474,0.8660344,0.9570077,0.62480736,0.95912045,0.27686077,0.7640814,0.8194825,1.0025511,1.0236353,0.8424197,0.28246275,0.63944805,0.45347384,0.7236047,0.9383703,0.4091785,0.6496566,1.3797321,0.56484014,0.40368852,0.7399745
abeautifuldaymovie,0.3516067,0.0,0.8415816,0.0,0.5085889,0.60269165,0.66925865,0.6677041,0.94392914,0.7505357,0.6275092,0.59205663,0.4884624,0.28353637,0.78972983,0.6871721,0.60511076,0.68793535,0.63696605,0.19360065,0.6258048,0.489429,0.49800006,0.35262552,0.4427857,0.7297566,0.7904302,0.6352606,0.36836442,0.6467389
abominablemovie,0.17401375,0.0,1.6916002,0.0,0.8809245,0.6704357,0.80071896,0.9757615,1.4645429,0.8903254,0.61755604,0.88597214,1.2366742,0.3705373,0.6670804,0.8330489,0.9400003,0.91284347,1.249475,0.48616558,0.6786995,0.93211067,0.48058283,0.76207405,1.0239422,0.7379924,0.9007115,0.6816742,0.46792966,0.57388616
adastramovie,0.3301016,0.0,0.80298716,0.0,0.4782352,0.6036239,0.4411479,0.62768906,0.6660343,0.46884584,0.33187073,0.4833649,0.49411315,0.25432178,0.6912185,0.44687796,0.6048609,0.5853547,0.4935258,0.24792154,0.3876209,0.44660693,0.36224252,0.44978565,0.36611196,0.47370017,0.63395935,0.431206,0.45890084,0.5641149
adogsjourneymovie,0.38905716,0.0,1.8275585,0.0,1.2368492,1.2831848,1.5691731,1.1581416,1.1212457,1.7119912,1.5719395,1.3004241,1.1899803,0.52664137,1.3616688,1.5433859,0.94170636,1.5917113,1.5548806,0.47641808,0.732283,1.1274154,0.67626965,0.7313635,1.6301129,1.2422545,2.2913582,1.2578906,0.94099295,1.2307172
aftermathmovie,0.24776648,0.0,0.67908806,0.0,0.47197253,0.4322194,0.4291501,0.6137992,0.4978099,0.52931184,0.47083527,0.48515683,0.49672723,0.17254001,0.5114555,0.46249282,0.5264694,0.62674004,0.5003332,0.23674935,0.38833138,0.4234205,0.26034287,0.37064135,0.39704418,0.3593882,0.6859754,0.4444679,0.46026942,0.48222193
aftermovie,0.27835676,0.0,0.98588306,0.0,0.6695809,0.6469294,0.69783324,0.87911445,0.80633366,0.80079395,0.7340303,0.50757444,0.7076706,0.15996556,0.69583994,0.58238715,0.64479977,0.88002586,0.60201436,0.25879103,0.44247803,0.3701095,0.36962414,0.48441625,0.57476324,0.49568218,0.8122889,0.72025037,0.58520216,0.6929188
ahiddenlifefilm,0.14309539,0.0,0.40437886,0.0,0.26449856,0.27991587,0.2922141,0.28989002,0.3527382,0.33207798,0.2650491,0.28075102,0.29595077,0.10970354,0.2828492,0.2600975,0.32148588,0.3223145,0.30875212,0.12605143,0.22613192,0.20400417,0.17001323,0.2191169,0.24698478,0.24992178,0.39357325,0.28290263,0.21456389,0.25934473
alitamovie,0.46721193,0.0,0.9804283,0.0,0.65218145,0.9518888,0.7588322,0.91726184,1.1484463,0.756162,0.7831337,0.7892494,0.5759717,0.5231953,0.9573184,0.93249476,0.9547395,0.83103025,0.85022354,0.1412685,0.8508321,0.66390324,0.37442577,0.77522606,0.3338257,0.7392608,1.0027722,0.85331076,0.62477136,0.8301853
