movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.5641636,0.6966046,0.8410437,0.14943494,0.5667803,0.3939568,0.72113657,0.6841046,0.5437483,0.49331355,0.61845994,0.64773965,0.7003591,0.3992796,0.0,0.5368976,0.6039143,0.5359581,0.8270682,0.38962194,0.41187674,0.3646793,0.8092444,0.67565113,0.29745993,0.0037102455,0.0,0.5853552,0.38021937,0.1925159,0.70848346,0.6394168,0.6589733,0.71372044,0.7306989,0.6334028,0.52075744,0.49761397,0.0,0.57832515,0.0,0.10126186,0.5848069,0.7859758,0.39508903,0.4925067,0.65729785,0.23871064,0.16943361,0.61075294
47metersdown,0.37749875,0.8611344,1.117208,0.26396137,0.44097045,0.5801049,0.7962781,0.6591446,0.9038811,0.50431377,0.4607336,0.5960737,1.0934203,0.31013012,0.0,0.6290138,0.74819213,0.5846792,0.48344594,0.37575328,0.47296616,0.26812205,1.1082487,0.57121193,0.45192668,0.008568885,0.0,0.6324313,0.51498026,0.29663888,0.9469581,0.67304885,0.67083055,0.7398899,0.55152535,0.7595489,0.7751025,0.7861867,0.0,0.6118758,0.0,0.014588787,0.90135103,0.7014273,0.53313,0.65697724,0.8218125,0.31888074,0.16976307,0.73298067
abeautifuldaymovie,0.4714922,0.72097933,0.74605936,0.13816267,0.53175026,0.36424047,0.7114899,0.451729,0.5049826,0.3567054,0.6021924,0.5493988,0.8148331,0.38591167,0.0,0.57783717,0.66615766,0.53651285,0.6071884,0.3309176,0.461145,0.31492957,0.90566546,0.664165,0.28472656,0.0,0.0,0.7503499,0.54295295,0.30305508,0.7301534,0.5552947,0.500381,0.7432296,0.51964796,0.4576334,0.6740471,0.6569838,0.0,0.5193052,0.0,0.20487827,0.50102085,0.778755,0.36767465,0.50520605,0.550643,0.47674316,0.19863613,0.61749643
abominablemovie,0.38722897,1.0379739,1.344619,0.18017244,1.0405738,0.83976024,0.873614,0.6431461,0.8529238,0.8073535,0.9030745,0.7067012,1.1149781,0.5108872,0.0,0.40414083,1.0009001,0.8611252,1.18087,0.65233284,0.3625011,0.5328447,1.2688861,0.7742008,0.6386748,0.0,0.0,0.8698779,1.0790306,0.6335384,1.1999826,0.6773524,0.66581285,0.97108924,0.6250817,1.068634,0.6895616,0.62382096,0.0,0.95760214,0.0,0.0,1.0728188,0.9275323,0.67756677,0.64476043,0.8165394,0.660398,0.40289497,0.8072272
adastramovie,0.37741113,0.6229385,0.74537516,0.1874085,0.33854088,0.37785223,0.74926066,0.47508606,0.5583832,0.4743351,0.46745792,0.5276306,0.7391238,0.24860348,0.0,0.5425846,0.5837232,0.43117824,0.47761282,0.48341137,0.3712424,0.28312722,0.5850028,0.5226831,0.21209964,0.19373196,0.0,0.47129226,0.32619262,0.24741623,0.63806796,0.64834404,0.42692912,0.5860381,0.42939574,0.58493054,0.49947846,0.35557184,0.0,0.5524329,0.0,0.05237637,0.45772848,0.70541626,0.3558009,0.5189999,0.41582763,0.52350724,0.27020377,0.5866639
adogsjourneymovie,1.2425034,2.049886,1.3996162,0.46190047,0.8878392,0.78258103,1.4735303,1.1854407,1.0764174,0.9179762,0.743312,1.4326587,1.4912665,0.62249315,0.0,1.2707481,1.2686319,1.25803,1.3287753,0.9797292,1.029599,0.4047824,2.1495204,1.6869825,0.62263805,0.0,0.0,0.98925257,0.91543615,0.14666533,1.3489845,1.4945314,1.0643681,1.8174528,0.9845726,1.1886034,1.1814264,1.1514121,0.0,1.1523525,0.0,0.14420202,1.3885386,1.2112408,0.69678634,1.2575206,1.3662926,0.99022204,0.14411302,1.7484733
aftermathmovie,0.29958028,0.5501668,0.517151,0.14299826,0.43719837,0.371849,0.5371013,0.42600453,0.35740787,0.23341446,0.3052941,0.4492978,0.59200156,0.29321927,0.0,0.3257245,0.45046896,0.31980604,0.46374688,0.3432674,0.24222234,0.18752116,0.5600204,0.3735578,0.4359724,0.0,0.0,0.36016822,0.32342884,0.19304208,0.5024261,0.34077707,0.39977926,0.6173967,0.38946515,0.39463088,0.33800828,0.3875963,0.0,0.44856972,0.0,0.03460705,0.47132328,0.48726928,0.27228782,0.41589925,0.30666897,0.33717626,0.22654022,0.56595093
aftermovie,0.32730553,0.67440975,0.61394984,0.22263405,0.49419382,0.38277495,0.748037,0.67152286,0.5225589,0.47049403,0.52913815,0.486856,0.68225354,0.46913978,0.0,0.56351465,0.6146452,0.37035757,0.53155273,0.37349322,0.5492279,0.22518027,0.63166285,0.7221839,0.3029514,0.0,0.0,0.49076945,0.3728683,0.23824845,0.53348917,0.4588177,0.4813147,0.78224576,0.47730434,0.5225313,0.52504545,0.5210963,0.02039691,0.612723,0.0,0.24207878,0.5331035,0.5760404,0.3053084,0.4549205,0.501748,0.45212594,0.12985805,0.6113592
ahiddenlifefilm,0.1799774,0.31105718,0.3051168,0.06788759,0.2274808,0.17636696,0.29647166,0.24174301,0.23156969,0.1626297,0.20979998,0.23264953,0.30805552,0.14581478,0.0,0.22293878,0.25482428,0.1846164,0.24810742,0.16700353,0.16200088,0.114897735,0.33679923,0.2632037,0.12023801,0.0,0.0,0.19630805,0.18141617,0.09261145,0.31470105,0.23939711,0.221644,0.30032006,0.22845823,0.24724591,0.24201182,0.21200949,0.0,0.23516458,0.0,0.037565053,0.24033974,0.28025293,0.16368625,0.21240167,0.22228096,0.15945968,0.07210469,0.24739511
alitamovie,0.69343543,0.90928346,0.8317699,0.15303889,0.3834165,0.7248921,0.9669974,0.9378953,0.932889,0.58408326,0.6682447,0.7206254,1.2164952,0.62458473,0.0,0.9104295,1.031698,0.66981584,0.5590967,0.53138477,0.57979786,0.4822717,0.8657395,0.8607879,0.30517244,0.20775965,0.0,0.7760092,0.59857655,0.2826881,0.90128165,0.6664636,0.676539,0.8501054,0.7985144,0.62529135,0.63587976,0.6909577,0.0,0.8522861,0.0,0.16703902,0.60191303,0.996486,0.66146886,0.529891,0.63404214,0.8822417,0.29064175,0.6274077
angelhasfallen,0.3697389,0.9271744,1.0562488,0.29110253,0.8120249,0.67157614,1.0531145,0.6651189,0.71006155,0.53886676,0.56937766,0.9350188,0.86753297,0.50055665,0.0,0.44046453,0.68375546,0.46984032,0.7635722,0.5404842,0.5583992,0.40377995,0.83050704,0.82822734,0.48913103,0.0,0.0,0.44279158,0.756513,0.30854985,0.96162266,0.52686465,0.7636508,0.92927784,0.5519821,0.8189492,0.5039704,0.8533502,0.0,0.56551576,0.0,0.0,0.7688438,0.84746736,0.69631344,0.5610818,0.7321023,0.43061066,0.30687726,0.747528
angrybirdsmovie,1.5614237,1.84955,1.5953252,0.28759894,1.1236539,0.7417404,1.2523372,1.6554538,1.252364,1.4276018,1.0769646,1.0605444,1.5786741,0.59742,0.0,1.1276976,1.3233838,1.5016648,1.6045712,0.9111337,1.0009964,0.757832,1.7740399,1.8082472,0.72526306,0.0,0.0,0.9311958,1.0006794,0.57113224,1.315336,2.0065472,0.8967105,1.8860925,1.3161272,1.0718098,1.2362875,1.1729974,0.0,0.8156669,0.0,0.0,0.9012249,1.5939205,0.7162994,1.0442643,1.4853932,0.79385275,0.41172862,1.7802187
