movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119
21bridgesmovie,0.21449924,0.3944326,0.0,0.13891527,0.7983965,0.058787465,0.58781356,0.28339955,0.32112888,0.42788777,0.2293958,0.0,0.0,0.40937787,0.45992595,0.0,0.0,0.16233647,0.42596966,0.47415942,0.5495076,0.2822719,0.0,0.11126374,0.003221307,0.51402384,0.36760625,0.24351051,0.25701088,0.20176099,0.0,0.63896763,0.053104702,0.33771414,0.42709592,0.42454037,0.044846922,0.3012487,0.49851122,0.62885207,0.36387777,0.0,0.66143554,0.019977499,0.18168417,0.10110892,0.22849615,0.0,0.5667399,0.29036677,0.0,0.25555253,0.5798383,0.53877556,0.24469393,0.0,0.06544286,0.0,0.0,0.23252632,0.10246874,0.5530695,0.5265997,0.118186824,0.23423436,0.4445517,0.5407234,0.37904713,0.21275969,0.36036667,0.3423537,0.14948203,0.20104879,0.70429844,0.15617977,0.38267058,0.45107338,0.2877132,0.4889433,0.28401548,0.55152124,0.0,0.6039733,0.48716986,0.0,0.0,0.24339001,0.0,0.2481297,0.26994395,0.2775711,0.49104863,0.15985265,0.44951695,0.17460965,0.21130179,0.44018725,0.13400653,0.38422418,0.34919336,0.6617679,0.3021134,0.16321272,0.40397283,0.48095024,0.29577526,0.3125924,0.56207913,0.6858788,0.5236948,0.0,0.43002048,0.430134,0.2961189,0.08780394,0.73132086,0.4194795,0.43410915,0.09661208,0.24789354
47metersdown,0.26955396,0.44295728,0.0,0.13940103,0.79512966,0.0,0.50230885,0.7175899,0.64719224,0.42461082,0.28190476,0.0,0.11241723,0.6066776,0.42861873,0.0,0.0,0.011096995,0.74060136,0.2614323,0.5962086,0.12147407,0.0,0.21678776,0.0,0.52063555,0.27485964,0.2849842,0.33652845,0.12741283,0.0,0.627851,0.058126636,0.49746218,0.34197694,0.4105448,0.26725152,0.4364522,0.79794246,0.89112467,0.4508552,0.0,0.8648813,0.29825437,0.2826049,0.0366007,0.20124102,0.0,0.5908539,0.46129313,0.0,0.12841353,0.49402922,0.5396678,0.73553365,0.0,0.040822428,0.0,0.0,0.25475818,0.0,0.61717415,0.436591,0.21532391,0.42393193,0.59356755,0.7509821,0.40625226,0.5068745,0.5592159,0.5233997,0.12258603,0.15451641,0.7469445,0.013348187,0.85973716,0.25209394,0.582845,0.78841436,0.48140877,0.66477835,0.22680452,0.6072631,0.7047047,0.0,0.0,0.46340066,0.0,0.43421185,0.48272547,0.3795122,0.7437725,0.11626079,0.41623384,0.43362275,0.32676822,0.40150014,0.31470716,0.49784845,0.50021756,0.6576473,0.41863316,0.342802,0.37427714,0.47174665,0.22720492,0.3935868,0.6677588,0.43889773,0.524887,0.0,0.5307184,0.3265442,0.32947838,0.07861642,0.5360518,0.2838945,0.30116862,0.0547413,0.4063239
abeautifuldaymovie,0.2547547,0.33771962,0.0,0.1332864,0.5922265,0.035384737,0.5591324,0.21754347,0.4029329,0.4259349,0.4160375,0.0,0.0,0.46109557,0.55123,0.016398828,0.0,0.13894475,0.47334063,0.31992805,0.49371424,0.16789944,0.0,0.061117373,0.0,0.46173877,0.015657732,0.088150084,0.20436892,0.15560718,0.0,0.51990926,0.13873762,0.17599368,0.37357557,0.38211313,0.21615082,0.38838586,0.3951939,0.68143785,0.46598226,0.0,0.50008017,0.035194676,0.24630487,0.122987926,0.13660245,0.0,0.524115,0.13507059,0.0,0.14195913,0.634195,0.51172745,0.37075227,0.0,0.0,0.0,0.0,0.4771304,0.0999061,0.449282,0.39212587,0.1462716,0.32292232,0.27583444,0.40415314,0.32959643,0.03877559,0.41380787,0.4366435,0.22660482,0.18731275,0.47667792,0.15938729,0.5395728,0.42397228,0.25628778,0.45822486,0.39109594,0.42862818,0.101531506,0.57746047,0.44395408,0.0,0.0,0.16779806,0.0,0.32768667,0.34835643,0.30693758,0.50151384,0.0611092,0.26862842,0.14507647,0.2728543,0.39271966,0.13482754,0.37548804,0.39448828,0.47392428,0.25822955,0.2960432,0.57397914,0.5424426,0.25570315,0.3990026,0.50646406,0.5948179,0.48471847,0.0,0.45291832,0.31421283,0.43536788,0.17515413,0.60533696,0.36387023,0.28648323,0.08018138,0.30565584
abominablemovie,0.8402355,0.43048525,0.0,0.1526104,1.0897363,0.038161777,0.93583935,0.6837281,0.5279438,0.51907176,0.4423133,0.0,0.0,0.7152798,0.7690701,0.0,0.0,0.0,0.58979934,0.5207849,0.8182522,0.15291038,0.0,0.38610283,0.0,0.6311942,0.24297974,0.30368042,0.26960984,0.056374885,0.0,0.68984985,0.0,0.32789874,0.85922384,0.47775316,0.28307018,0.5629339,0.7221296,1.1987371,0.38720015,0.0,0.856323,0.0,0.20531158,0.14046305,0.25654057,0.0,0.6131768,0.31767008,0.0,0.37317538,0.61733305,0.97243476,0.70121485,0.0,0.28663966,0.0,0.0,0.37315783,0.35959584,0.9363388,0.58782685,0.34648418,0.3661188,0.29251975,0.47434554,0.7406574,0.10983201,0.47264245,0.5177014,0.23453079,0.45652837,0.7503758,0.536208,0.70201427,0.7175353,0.6792337,0.73567545,0.65910923,0.87618554,0.11408068,0.63898987,0.8398232,0.0,0.017430125,0.64655316,0.0,0.2314232,0.56512165,0.25434342,0.6742117,0.13991523,0.6245787,0.11616871,0.27718434,0.73851955,0.4227115,0.39369005,0.48790586,0.7337087,0.5059396,0.24952585,0.7065018,0.9322018,0.3026326,0.59876084,0.6574971,0.7585209,0.72470486,0.0,0.5500648,0.5206411,0.55136144,0.27801037,0.9657349,0.53781646,0.5332686,0.0,0.31834581
adastramovie,0.29362512,0.34317243,0.0,0.1161734,0.47657079,0.031062433,0.53642684,0.393322,0.3647955,0.33277857,0.29977408,0.06610907,0.035898563,0.47095275,0.556845,0.0,0.0,0.08593444,0.34361565,0.3306808,0.38881147,0.14544152,0.0,0.14396387,0.0,0.35928866,0.18337196,0.29221866,0.22085929,0.10995445,0.0,0.5107876,0.0,0.36261958,0.41120687,0.24425043,0.11569879,0.411801,0.3605741,0.482533,0.19853082,0.0,0.5769408,0.17669186,0.21832849,0.19435452,0.28561646,0.0,0.34164977,0.28725952,0.0,0.14687328,0.41088498,0.46032512,0.3503755,0.0,0.028562434,0.0,0.0,0.2593592,0.18609475,0.5883142,0.36030334,0.20788413,0.2641177,0.3009335,0.42212608,0.4225371,0.13435803,0.2658624,0.30375344,0.056700755,0.08032318,0.4380929,0.21191056,0.36190838,0.35279313,0.5096455,0.26327026,0.37193096,0.398619,0.03784526,0.32022673,0.34395382,0.0,0.0,0.2138111,0.0,0.36346984,0.44821623,0.2435439,0.440543,0.13594264,0.36668015,0.15969585,0.30788133,0.5216061,0.28052732,0.3899228,0.3291514,0.47117162,0.13893262,0.15755415,0.39262462,0.4024335,0.12490456,0.40191698,0.41357335,0.40821272,0.3722721,0.0,0.3801184,0.336895,0.2812842,0.10945226,0.3917464,0.41951442,0.4001208,0.100586474,0.39451352
adogsjourneymovie,0.49657068,1.3037657,0.0,0.120946,1.5271904,0.08661907,1.1144398,0.60745,0.7360495,0.80028063,0.8982024,0.0,0.19672923,1.2666152,1.3009759,0.0,0.0,0.23187266,0.98225534,1.2054753,1.3963473,0.5225573,0.0,0.073613964,0.0,0.67104566,0.8971989,0.60078734,0.7310881,0.7040934,0.0,1.5072181,0.13164636,1.0207355,1.0435114,0.89564437,0.0,0.72985685,1.143719,1.5621622,0.98340774,0.0,1.2006215,0.4391603,0.4585486,0.24410531,0.5306005,0.0,1.3271302,0.73026824,0.0,0.7438907,1.5240533,1.2792737,1.050696,0.0,0.09372558,0.0,0.0,1.209895,0.57424515,1.3955332,0.57476425,0.5070692,0.90139437,0.81646246,1.1846684,0.6378067,0.38342685,0.8057291,0.6286559,0.24399275,0.5386098,1.2360787,0.3968262,1.3775266,0.6763137,0.87007296,0.9228597,0.7966546,0.8334475,0.10434012,1.6277661,1.2714782,0.0,0.018517876,0.5679414,0.0,0.29647857,1.398065,0.9795136,1.5608124,0.33152196,0.7884804,0.30287063,0.7656417,1.1754025,0.55344677,0.94400656,0.3776544,1.3759114,0.68351203,0.70348203,1.1815289,1.3740158,0.6491846,0.878788,1.421489,1.177375,1.2384505,0.0,1.1067665,0.7490578,0.4477001,0.15814812,1.5152426,1.2089777,1.1449376,0.3286292,0.8873981
aftermathmovie,0.18648964,0.3100856,0.0,0.18026766,0.5202685,0.07777081,0.5559183,0.284984,0.23284173,0.40507716,0.25041625,0.0,0.03469582,0.33979648,0.36926603,0.0,0.0,0.1901751,0.38900506,0.26202893,0.38950446,0.19663595,0.0,0.1541788,0.0,0.3176275,0.11606456,0.16817692,0.19233099,0.22817071,0.0,0.5014967,0.0231217,0.25986853,0.23160955,0.2884886,0.15718944,0.26230013,0.39100054,0.53041536,0.34176672,0.0,0.46704897,0.12724231,0.1897009,0.18216118,0.16179197,0.0,0.3729684,0.29685256,0.0,0.13889572,0.37090135,0.46658224,0.3735359,0.0,0.0062206257,0.0,0.0,0.2952922,0.14612977,0.43927753,0.2031971,0.12558217,0.29119152,0.3595341,0.3678387,0.17896692,0.13181823,0.33379123,0.27252406,0.13184433,0.16848974,0.37103105,0.040319096,0.36699986,0.2465446,0.22781096,0.39116657,0.31157374,0.42382646,0.033572093,0.3344532,0.37974027,0.0,0.0,0.2421711,0.0,0.23687886,0.3613481,0.1901477,0.2610953,0.10614764,0.22919188,0.23281309,0.22312684,0.332622,0.2771414,0.29209352,0.29270315,0.3997311,0.16047435,0.14717917,0.4279871,0.40097386,0.17775299,0.1784382,0.4057834,0.43478954,0.3800608,0.0,0.34373066,0.30879673,0.3206699,0.07671982,0.49117562,0.31292704,0.25919586,0.039153554,0.27737212
aftermovie,0.19238596,0.31912893,0.0,0.092016965,0.72177035,0.11772222,0.66415906,0.23094085,0.4325284,0.1678378,0.26397216,0.0,0.0,0.25081372,0.47629464,0.0,0.0,0.2128642,0.5258329,0.4910108,0.46336055,0.29903334,0.0,0.17834939,0.0,0.3044606,0.21246223,0.26847756,0.38074476,0.074483976,0.0,0.49003735,0.0,0.39065635,0.38273337,0.39576206,0.050139584,0.38122797,0.4983872,0.4965398,0.5189573,0.0,0.43288845,0.20994222,0.1952097,0.21620792,0.28029606,0.0,0.3883102,0.19400549,0.0,0.17889208,0.389167,0.5034275,0.3867211,0.0,0.08273354,0.0,0.0,0.37366772,0.17967848,0.68519485,0.34996969,0.03141407,0.44116685,0.35214457,0.3912541,0.32723302,0.3287381,0.37246105,0.29616114,0.11776658,0.28997195,0.43447733,0.0,0.4810958,0.3379762,0.47627637,0.49196866,0.32530177,0.45463753,0.033790346,0.40812227,0.44623062,0.0,0.0,0.29858243,0.0,0.30124798,0.35901093,0.19200182,0.34180173,0.012631023,0.41937464,0.1734544,0.33085778,0.5248023,0.23127142,0.46858478,0.33231008,0.47324774,0.07834533,0.2679393,0.5122914,0.5644854,0.23299775,0.41384935,0.6636125,0.497742,0.41655454,0.0,0.5364373,0.34856817,0.23025748,0.269576,0.55894434,0.17634171,0.5298114,0.16886374,0.32386273
ahiddenlifefilm,0.12001841,0.15843426,0.0,0.07331136,0.27679566,0.03857562,0.25545844,0.14731786,0.1666383,0.15804917,0.13794626,0.0,0.015691817,0.15598048,0.21680893,0.0,0.0,0.082916796,0.1847509,0.16183224,0.21396112,0.12450178,0.0,0.066639565,0.0,0.17054987,0.096405,0.093344554,0.11969759,0.08358145,0.0,0.23313302,0.045777798,0.12161809,0.17713454,0.1414047,0.09948051,0.14227624,0.22090688,0.25916696,0.15184544,0.0,0.2103522,0.041302897,0.09233582,0.07942869,0.09915643,0.0,0.20674975,0.109719,0.0,0.08955106,0.20824586,0.23666497,0.18463677,0.0,0.035762094,0.0,0.0,0.17230196,0.07949793,0.22357926,0.13709359,0.07900956,0.14405207,0.16230673,0.2153415,0.13692819,0.08181664,0.15361908,0.1394608,0.047856867,0.072447926,0.21396613,0.054162867,0.21065521,0.15664789,0.16108102,0.18511596,0.15568812,0.198438,0.012958419,0.20449975,0.19307905,0.0,0.0,0.1100416,0.0,0.11243581,0.17779237,0.13158335,0.19280285,0.061364204,0.17187686,0.08104217,0.11104518,0.19998012,0.10851467,0.1676891,0.1542718,0.21867912,0.09098131,0.09578639,0.19932371,0.18785278,0.093811706,0.121409096,0.2268048,0.23514248,0.1898126,0.0,0.17871726,0.1617173,0.14321434,0.04675012,0.24598521,0.12907591,0.16621707,0.05060783,0.1536135
alitamovie,0.6514822,0.5764651,0.14101504,0.27092502,0.7635494,0.07087593,0.8204704,0.2295129,0.53414416,0.44881034,0.6211419,0.0,0.071767606,0.63956124,0.6037796,0.077941254,0.0,0.052304752,0.6120593,0.7415917,0.7361889,0.35297108,0.0,0.34338066,0.0,0.73087096,0.3728203,0.31160194,0.56499356,0.15248294,0.0,0.8949261,0.24361819,0.49076253,0.5558233,0.44170362,0.28916264,0.47992626,0.84368896,0.73996085,0.6177397,0.0,0.7159509,0.21625902,0.33364066,0.20535433,0.31121185,0.0,0.57447696,0.655016,0.0,0.40122408,0.84612,0.5163796,0.30602753,0.0,0.0759379,0.0,0.0,0.69765675,0.33034888,0.80216527,0.45103595,0.24980353,0.5247231,0.59111434,0.6544005,0.63783544,0.26614177,0.825708,0.4523803,0.13215803,0.23321742,0.6230194,0.24002185,0.776308,0.4418447,0.6820878,0.64434195,0.358217,0.6787372,0.04235296,0.47362652,0.7067765,0.0,0.0,0.48717543,0.0,0.35715762,0.40815133,0.64351535,0.6490344,0.21391562,0.44873953,0.12057021,0.1976939,0.6209812,0.2443994,0.5578599,0.5188692,0.57916826,0.23029797,0.5286772,0.58101225,0.59077567,0.4486434,0.16644461,0.4528558,0.65211755,0.48200738,0.0,0.76790744,0.4741316,0.48414254,0.23146644,0.7539917,0.5653238,0.60996765,0.043813296,0.41762954
