movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149
21bridgesmovie,0.26268974,0.4959583,0.0,0.3442235,0.18998371,0.2719124,0.41896152,0.24727543,0.21896172,0.05471412,0.19359653,0.4449524,0.0,0.13667892,0.040345374,0.31859154,0.34913987,0.44139445,0.0,0.17814095,0.31025743,0.3263136,0.0,0.0,0.21405129,0.53459597,0.0,0.4493057,0.3360557,0.53711665,0.39544368,0.28031075,0.11130847,0.2620772,0.15659244,0.13972016,0.21202067,0.4929068,0.0020253258,0.1591097,0.2877392,0.14793235,0.1969625,0.3998109,0.41546464,0.35729945,0.0,0.23136011,0.0,0.26267916,0.0,0.12975833,0.49582258,0.021821495,0.0010148855,0.17825451,0.36480045,0.19019331,0.18629214,0.11433666,0.03805388,0.21537738,0.17424788,0.49694094,0.39656848,0.47727066,0.51053107,0.26680243,0.47353706,0.12620121,0.26534504,0.24856257,0.31356275,0.0,0.43228707,0.45952174,0.13410437,0.38690573,0.35592067,0.27353114,0.0,0.37593132,0.23850352,0.3461619,0.40831798,0.18825077,0.27803555,0.0,0.17426145,0.36650038,0.4656521,0.18176663,0.22359757,0.28482452,0.23894525,0.0,0.4342472,0.3343581,0.24906303,0.0,0.22395617,0.09266483,0.5802754,0.0,0.3162412,0.5136212,0.20575252,0.12826139,0.2752313,0.32658812,0.0,0.43803588,0.36575842,0.0,0.32093897,0.41447687,0.09996055,0.23378322,0.13469335,0.36865145,0.40709332,0.40491775,0.12195649,0.28470838,0.0,0.3416697,0.0,0.20891316,0.13531016,0.15368053,0.38299823,0.46799213,0.3918938,0.23562191,0.0,0.38778687,0.37504372,0.34966934,0.0,0.19260728,0.279118,0.4644073,0.30727646,0.0028747283,0.3653896,0.24628621,0.33271533,0.4220311,0.49481615,0.20826027
47metersdown,0.2137905,0.71113175,0.0,0.34799778,0.19348525,0.47146302,0.7316243,0.36988762,0.17264184,0.0,0.2556687,0.4572017,0.0,0.2803785,0.15237308,0.11886697,0.648862,0.6133811,0.0,0.28575692,0.38569286,0.41659635,0.0,0.0,0.31487256,0.5344835,0.0,0.45222187,0.58691,0.4536544,0.6300715,0.5129976,0.2771468,0.48192877,0.22723003,0.31575245,0.21293369,0.47438607,0.0,0.0672567,0.55223817,0.33167145,0.2841036,0.5734654,0.51061517,0.6491103,0.0,0.5778993,0.0,0.6367514,0.0,0.19146398,0.76423883,0.1608807,0.32460225,0.38049278,0.22776231,0.34294242,0.061398424,0.36036947,0.0,0.33663398,0.17737764,0.51684034,0.35520807,0.6606115,0.6508851,0.3993746,0.57981163,0.26274496,0.4480453,0.29778045,0.31956112,0.0078073023,0.60754853,0.66620654,0.25477257,0.35036007,0.39175993,0.28162813,0.0,0.41924012,0.5661168,0.523068,0.6798171,0.2685086,0.23496169,0.0,0.38132074,0.42745042,0.5227782,0.29094517,0.21443345,0.49005178,0.15281068,0.0,0.38129023,0.51184857,0.3074024,0.0,0.21464619,0.19918835,0.81764656,0.0,0.6032536,0.5266096,0.3288467,0.0,0.2813267,0.22438869,0.0,0.48625904,0.41231716,0.0,0.62017107,0.5870662,0.20165214,0.33958706,0.30836734,0.53026986,0.54716164,0.61262035,0.2178525,0.49445727,0.0027321023,0.35122567,0.0,0.35414287,0.38672101,0.25939703,0.6880007,0.5729872,0.4226697,0.41765964,0.0,0.50660866,0.69430816,0.59537655,0.053556964,0.29426298,0.33583382,0.6390686,0.4440513,0.17159805,0.2037717,0.38928667,0.49992436,0.6547865,0.5126741,0.32555574
abeautifuldaymovie,0.3030203,0.42953274,0.0,0.36028826,0.16013859,0.32787773,0.45733312,0.13414663,0.1767233,0.15850249,0.14562558,0.43244976,0.0,0.12496521,0.07012662,0.16725476,0.5203241,0.36530182,0.0,0.0,0.31044963,0.3861239,0.0,0.0,0.26558232,0.42213097,0.13126594,0.33254874,0.40543067,0.5004328,0.2840449,0.241581,0.25988322,0.29141498,0.26970586,0.094878845,0.15235905,0.33253554,0.033989068,0.31491598,0.35378203,0.38700303,0.30886444,0.48919,0.36323494,0.27485937,0.0,0.354666,0.0,0.19469988,0.0,0.161749,0.4887467,0.0,0.18479276,0.42128137,0.40622693,0.1994756,0.14611647,0.15840545,0.06889476,0.27300343,0.12856096,0.41182372,0.20646733,0.5763404,0.44548073,0.33564198,0.44618383,0.25364545,0.13557765,0.13054268,0.28126106,0.0,0.5185042,0.5295832,0.038495347,0.36207375,0.3598129,0.259244,0.0,0.46913138,0.37523428,0.34259072,0.49161357,0.29552418,0.13833137,0.0,0.17407098,0.44339144,0.32672793,0.30750716,0.1736634,0.19926365,0.19437419,0.0,0.29975262,0.39104846,0.25521666,0.0,0.19893421,0.17324302,0.42322257,0.0,0.28687492,0.48185727,0.26406607,0.009482847,0.3764126,0.25293642,0.0,0.40507555,0.36587057,0.0,0.31447247,0.44187763,0.065648444,0.10716092,0.2224076,0.38260865,0.44597074,0.35480472,0.12613618,0.28376678,0.022237007,0.35324672,0.0,0.2558314,0.21104498,0.2713728,0.41048247,0.40484837,0.29334491,0.20447774,0.0,0.31040472,0.56608325,0.44391873,0.0,0.28783497,0.27678862,0.56987065,0.27294788,0.14326078,0.28057355,0.21925262,0.3981588,0.493828,0.5018415,0.34241524
abominablemovie,0.45758444,0.7345466,0.0,0.5318774,0.29783556,0.5920951,0.9603316,0.44679818,0.5017376,0.1653518,0.22210333,1.0197583,0.0,0.23653597,0.11302541,0.49495623,0.4228275,0.6277072,0.0,0.000338519,0.3793764,0.49092352,0.0,0.0,0.41269392,0.9528844,0.0,0.7134388,0.36215553,0.7543117,0.6530884,0.5463173,0.43452618,0.6620132,0.34913552,0.26240876,0.058750466,0.8607835,0.0,0.530536,0.8261955,0.671869,0.26670253,0.60060865,0.6447049,0.8232633,0.0,0.68143976,0.0,0.6178719,0.0,0.46503952,0.7753155,0.025964212,0.2922566,0.6542097,0.51229906,0.3365305,0.2208488,0.2536596,0.25830194,0.09187591,0.0,0.79589283,0.4714028,0.74560916,0.84334147,0.70711654,0.671368,0.31160647,0.59443736,0.43210423,0.5384784,0.0,0.80395657,0.7878995,0.070956066,0.8462179,0.59520924,0.4896415,0.0,0.4975468,1.0230281,0.76538044,0.744591,0.22005545,0.4553724,0.0,0.555407,0.8052025,0.7806492,0.5966166,0.2323837,0.67738444,0.35028216,0.0,0.5187403,0.5406643,0.42341337,0.0,0.5088708,0.34107977,1.1500051,0.0,0.77333856,0.78209066,0.32297906,0.23085332,0.41928756,0.34803936,0.0,0.4029041,0.83038235,0.0,0.7421057,0.42413446,0.5680118,0.36843434,0.400795,0.40519804,0.7188084,0.54366845,0.45762876,0.5005276,0.0,0.7091381,0.0,0.42512923,0.080929846,0.5626584,0.9810214,0.7745476,0.30028984,0.38753203,0.0,0.8188139,0.6824647,0.6124969,0.0198608,0.70041823,0.70239055,0.7495874,0.69835657,0.02709132,0.4629284,0.31778938,0.7457249,0.5361216,0.5868331,0.4142153
adastramovie,0.3397025,0.45755905,0.0,0.3628081,0.1772144,0.3013552,0.43185973,0.24498452,0.11623452,0.13436598,0.03854667,0.41478568,0.0,0.17417629,0.05884171,0.3138144,0.4780596,0.3390518,0.0,0.10238078,0.34544423,0.22924197,0.0,0.0,0.39292026,0.50443864,0.0,0.30697823,0.40015784,0.38389188,0.42490464,0.30385888,0.1909102,0.22098872,0.10990805,0.11777729,0.15410283,0.42528158,0.0,0.24207233,0.2134507,0.2892314,0.26290447,0.2700436,0.27430624,0.32150388,0.0,0.3470144,0.0,0.35664186,0.0,0.16737995,0.31240657,0.12877096,0.004114044,0.3569277,0.36518544,0.17163694,0.1535776,0.13402991,0.07193552,0.1877306,0.10373032,0.36161163,0.41751385,0.5655778,0.4718341,0.36008114,0.4557453,0.18955162,0.31075755,0.1915837,0.30895072,0.0,0.45868933,0.3648896,0.06971339,0.20772146,0.32300308,0.2583922,0.0,0.3978918,0.2942245,0.39698073,0.3000005,0.14114417,0.23113216,0.0,0.15004694,0.3447814,0.43729448,0.23255445,0.25756493,0.38235113,0.24548596,0.0,0.38753027,0.46675354,0.2483033,0.0,0.27316454,0.038048767,0.57956016,0.0,0.36621943,0.3976505,0.10550554,0.111951046,0.34716117,0.3481196,0.0,0.31605497,0.40803415,0.0,0.4032474,0.36566934,0.1364586,0.2702392,0.18439703,0.32601452,0.36070314,0.33762515,0.25706965,0.29881948,0.0,0.41750026,0.0,0.15937062,0.093506545,0.21129106,0.3353383,0.3540855,0.39483175,0.23678105,0.0,0.3353663,0.45891196,0.32377028,0.0,0.30958953,0.2127959,0.52102584,0.4223983,0.16719618,0.35762304,0.22619611,0.2559483,0.36160088,0.5601818,0.27085352
adogsjourneymovie,0.5528384,0.9228974,0.0,0.55344975,0.0,0.85429513,1.267863,0.41042492,0.20299268,0.5803209,0.21694045,1.3480378,0.0,0.35568506,0.030599583,0.6271524,0.8931232,0.828103,0.0,0.054868925,0.73792136,0.56868833,0.0,0.0,0.7014037,0.9687275,0.30769008,0.6722579,0.93165755,1.0917168,1.1099093,0.96195567,0.7948724,0.8152198,0.36375147,0.33863303,0.1570842,0.9376647,0.0,0.6657881,0.9638636,0.60669655,0.51877147,0.74777853,0.7461456,0.5331291,0.0,0.78760195,0.0,1.0226938,0.0,0.55579853,1.0419679,0.13984323,0.06711245,1.0073245,0.876864,0.6062152,0.0045561725,0.37844166,0.40689266,0.6775683,0.45229387,0.5797715,0.6159797,1.3244206,0.9718087,0.7852269,1.3340088,0.51953566,0.44880825,0.43608105,0.5021975,0.0,1.1975858,1.0914148,0.23745942,1.1579069,0.95200557,0.49640918,0.0,1.1917055,0.71398425,0.99115056,1.0790038,0.44664526,0.39927202,0.0,0.23490328,1.1508956,0.94581103,0.25893855,0.6186032,0.905338,0.65325135,0.0,0.7216021,0.8726598,0.21605739,0.0,0.56898946,0.46136308,1.2817574,0.0,1.1234069,1.0522722,0.69105935,0.028457098,0.9747054,0.35170302,0.0,0.8585517,1.2063364,0.0,0.66346395,1.0091155,0.5344537,0.5431776,0.15126653,0.67884445,1.1038643,0.993792,0.47532132,0.9099885,0.27134007,0.8339447,0.0,0.5252634,0.0,0.8928211,1.1718681,1.1332442,0.38769388,0.86931974,0.0,0.70574576,0.9927008,1.1374389,0.18061106,0.81983507,0.24022996,1.0630916,0.8005312,0.20365371,0.44592822,0.4917812,0.74156356,0.83015203,1.0293813,0.7996004
aftermathmovie,0.18425967,0.34520638,0.0,0.18780752,0.07465067,0.28533933,0.2896005,0.10685889,0.10609547,0.103812814,0.09558922,0.38600454,0.0,0.15503591,0.11579229,0.28062117,0.29084483,0.35729566,0.0,0.018050369,0.30032828,0.24440256,0.0,0.0,0.2676983,0.32744732,0.0,0.34341046,0.23785049,0.35912025,0.37856677,0.19965817,0.18136749,0.2696542,0.12377132,0.051566396,0.07981887,0.3210221,0.05775368,0.21001495,0.21814024,0.21724221,0.25914088,0.31686917,0.24583133,0.24676721,0.0,0.32139787,0.0,0.29137036,0.0,0.113429725,0.23090217,0.0,0.07316153,0.3629752,0.33512852,0.16860789,0.11591181,0.16765754,0.0,0.17457952,0.10429216,0.25278813,0.19388479,0.41961604,0.3510481,0.24797444,0.33570594,0.21698761,0.24859767,0.12032206,0.23297235,0.0,0.37140542,0.36684647,0.08689317,0.27757043,0.30283174,0.16539156,0.0,0.31400123,0.36845264,0.2848409,0.33866218,0.2114354,0.1689422,0.0,0.17221713,0.32384533,0.31747282,0.2431932,0.21645498,0.2456299,0.13560452,0.0,0.43037936,0.3020082,0.13139807,0.0,0.16782916,0.14494844,0.45542076,0.0,0.31702498,0.33463666,0.2487906,0.028403688,0.20782402,0.27354476,0.0,0.25626865,0.30604628,0.0,0.4039445,0.25807962,0.2050625,0.18123098,0.18037765,0.28825915,0.33462903,0.2343937,0.10649969,0.28127897,0.0,0.28541672,0.0,0.24977998,0.115752116,0.20949936,0.29643583,0.29812875,0.24015555,0.22568284,0.0,0.3512195,0.29610035,0.36654955,0.0,0.2504883,0.12475849,0.3640397,0.22714406,0.12121564,0.18651614,0.22375894,0.29511154,0.41558048,0.37111193,0.25856578
aftermovie,0.22917226,0.5026975,0.0,0.37811023,0.17080647,0.3217025,0.5383293,0.22083047,0.14239776,0.115763135,0.21037263,0.53995275,0.0,0.15027396,0.10726875,0.28924903,0.3016114,0.47947878,0.0,0.048002936,0.38236645,0.23290636,0.0,0.0,0.35817766,0.39789674,0.0,0.34244984,0.37597403,0.5412454,0.25644985,0.49739587,0.16807707,0.32792237,0.22565255,0.13881569,0.19924411,0.46764845,0.056579635,0.27156323,0.44359878,0.28314787,0.287608,0.4742084,0.37897837,0.4995678,0.0,0.27120662,0.0,0.37320852,0.0,0.21112184,0.45475915,0.0,0.09497141,0.2806119,0.37063602,0.07823701,0.1147217,0.12753512,0.15112744,0.21878672,0.12976436,0.51940274,0.3364256,0.62821186,0.5468457,0.38438365,0.6293377,0.19027415,0.27367458,0.29939044,0.3667097,0.0,0.40140173,0.36419526,0.124916404,0.35770863,0.42342323,0.37590787,0.0,0.26116073,0.4231195,0.3577373,0.35799477,0.16592166,0.1853838,0.0,0.15568098,0.40400743,0.3953539,0.3408243,0.27297947,0.3405057,0.1625765,0.0,0.5322846,0.39635143,0.26089874,0.0,0.2282334,0.17937407,0.70460963,0.0,0.390314,0.45613822,0.13979082,0.09426431,0.3328613,0.38302144,0.0,0.42132092,0.47440904,0.0,0.5322866,0.41979894,0.15267703,0.25378782,0.17850205,0.37885857,0.35904148,0.31257007,0.34269342,0.40641934,0.0,0.42565942,0.0,0.23807313,0.24505281,0.37075704,0.48020586,0.5098135,0.4132249,0.3763167,0.0,0.28493744,0.47090665,0.42642716,0.007420245,0.3122672,0.2852664,0.53532135,0.32769474,0.05723364,0.26212746,0.2403686,0.25947863,0.52118593,0.43351334,0.3395412
ahiddenlifefilm,0.11980179,0.18707512,0.0,0.14323553,0.05930437,0.14267261,0.19739458,0.059634045,0.062005594,0.044054218,0.045653086,0.19707295,0.0,0.07585977,0.024612071,0.115549415,0.1709528,0.13229072,0.0,0.016462505,0.12523314,0.118382014,0.0,0.0,0.119721465,0.18703699,0.0,0.1568834,0.1486679,0.1974268,0.13912961,0.12739933,0.08992316,0.13818417,0.07574988,0.060921434,0.06806511,0.17022502,0.018103605,0.10992365,0.14554155,0.11863716,0.105851956,0.15316811,0.15187192,0.16574763,0.0,0.11684504,0.0,0.12865005,0.0,0.079508096,0.17308712,0.0067940354,0.043496232,0.13907467,0.1453582,0.078692965,0.052431066,0.05966028,0.024160754,0.093527734,0.036363963,0.16758585,0.10969722,0.20875758,0.2205154,0.14962849,0.18039283,0.109999515,0.095074326,0.10788791,0.1219078,0.0,0.18154746,0.17985456,0.055329993,0.14317712,0.13909753,0.099175654,0.0,0.16461682,0.16110417,0.13404965,0.17092556,0.07100689,0.07554253,0.0,0.07673935,0.17381285,0.16196309,0.1341073,0.103078246,0.13163587,0.07293496,0.0,0.1262657,0.16072235,0.096701585,0.0,0.08985175,0.05840568,0.26099947,0.0,0.15410249,0.1661453,0.09586427,0.038538683,0.12742335,0.09776378,0.0,0.13898636,0.15988755,0.0,0.14290322,0.14991535,0.084015355,0.087054715,0.066651754,0.124200635,0.1627916,0.14981592,0.07198884,0.13519894,0.0,0.14160821,0.0,0.093653984,0.0615184,0.117118336,0.16595857,0.18126318,0.11312277,0.10885544,0.0,0.17028002,0.17377572,0.17057888,0.0,0.12513064,0.11384086,0.20703706,0.1426541,0.054153483,0.124877706,0.10004094,0.12137183,0.18759735,0.17236234,0.102164604
alitamovie,0.6051773,0.7132892,0.0,0.5609362,0.05204103,0.41785458,0.6491751,0.29191312,0.3540211,0.32432777,0.30206528,0.8026982,0.0,0.028509352,0.06281895,0.32012472,0.65590245,0.52442986,0.0,0.09359163,0.67629397,0.5869846,0.0,0.0,0.7021645,0.8511597,0.10984575,0.55437946,0.69684726,0.9276626,0.6184365,0.61551267,0.3898439,0.56274116,0.4202408,0.3706031,0.19067526,0.5678404,0.0,0.55422765,0.4921728,0.39058092,0.39566517,0.54578084,0.6859201,0.559939,0.0,0.43263742,0.0,0.59935987,0.0,0.3350368,0.5294588,0.015706578,0.24387352,0.534943,0.639314,0.30476055,0.18753023,0.34297425,0.18579261,0.49669653,0.36824214,0.6476171,0.63274634,0.99993765,0.72173995,0.48596147,0.87586063,0.21708858,0.26415807,0.3419742,0.5093522,0.0,0.6904264,0.8014397,0.0452179,0.4866545,0.56853116,0.3721937,0.0,0.59279835,0.75127774,0.71803975,0.6035189,0.37179637,0.38424063,0.0,0.19147041,0.7548004,0.69504774,0.3792343,0.6034782,0.51801527,0.35068783,0.0,0.7556113,0.7143356,0.22147505,0.0,0.4682953,0.25529897,0.9721061,0.0,0.7109433,0.6955936,0.1316235,0.25246164,0.5644101,0.6897658,0.0,0.4771144,0.6134862,0.0,0.88218004,0.6983144,0.2789033,0.20432271,0.31814456,0.57821935,0.68689275,0.65116155,0.40728197,0.51021165,0.18508583,0.8117739,0.0,0.49772528,0.0959689,0.4122253,0.81119746,0.74063814,0.59928423,0.46653685,0.0,0.6486391,0.8428096,0.60913324,0.0,0.37451535,0.5239476,0.66436964,0.57033974,0.23766086,0.4319257,0.42734107,0.579566,0.8527536,0.7889132,0.44651604
