movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139
21bridgesmovie,0.0,0.31706128,0.0,0.0,0.2569637,0.47813407,0.41869673,0.21810089,0.0,0.41345724,0.35516298,0.0,0.42674613,0.22166102,0.10840067,0.55620563,0.0,0.21262603,0.200517,0.4667402,0.26734918,0.33356446,0.3405042,0.38574356,0.504511,0.26238373,0.0,0.4206869,0.0,0.40282533,0.3921244,0.5056756,0.49483693,0.06420899,0.20875284,0.0,0.39555115,0.32582352,0.18816018,0.3353863,0.20675418,0.4234106,0.0,0.3698544,0.10089239,0.12720296,0.0,0.0,0.35734087,0.27418417,0.37165865,0.27014482,0.0,0.32659125,0.5551135,0.38333982,0.18499093,0.054969594,0.36432874,0.35553598,0.030946378,0.0,0.63232344,0.0,0.3104924,0.2007599,0.0,0.09323802,0.31784075,0.3383792,0.21507692,0.43840057,0.31474128,0.0,0.08146098,0.4040256,0.18708253,0.34394106,0.15257117,0.32372406,0.40504855,0.0,0.47382903,0.4503685,0.40426695,0.5108865,0.37143952,0.40976322,0.3825752,0.36543918,0.34485954,0.35608533,0.26548144,0.43680558,0.40219226,0.24777648,0.0,0.1221806,0.4256704,0.40934452,0.39257583,0.14820024,0.0,0.22534154,0.11133996,0.344544,0.30379733,0.2624301,0.015906619,0.54222643,0.19530514,0.1750607,0.28751042,0.22736993,0.21758598,0.30508024,0.0,0.30987036,0.0,0.23172823,0.46202013,0.28548402,0.0,0.2935046,0.389099,0.0,0.11980996,0.18759318,0.18014343,0.4438292,0.53420705,0.0,0.20702812,0.48780587,0.37091604,0.330525,0.33575428,0.36178732,0.3936021,0.19009334
47metersdown,0.0,0.61505556,0.0,0.0,0.25793013,0.57106626,0.7470789,0.23926917,0.0,0.33469546,0.19606645,0.024581887,0.72366625,0.31194553,0.13202384,0.48895404,0.0,0.26108393,0.35081384,0.49890918,0.19530345,0.63421386,0.47322097,0.634461,0.439179,0.32802543,0.0,0.6323441,0.0,0.35301042,0.39300206,0.5850534,0.58233654,0.032245003,0.404199,0.0,0.5400406,0.48090547,0.47914386,0.3664774,0.4375158,0.34549326,0.0,0.6429512,0.21028136,0.4437896,0.0,0.0,0.40785182,0.24707803,0.43710685,0.29468304,0.0,0.52503973,0.3610706,0.47551006,0.24240859,0.04371714,0.6033544,0.73956436,0.0814249,0.0,0.7822398,0.0,0.40407416,0.32474566,0.0,0.115686335,0.4408705,0.30097175,0.12586156,0.4921215,0.5156597,0.0,0.16816533,0.30708513,0.24827029,0.33946726,0.14793666,0.25661692,0.4066639,0.0,0.666329,0.3167981,0.6094349,0.6070595,0.3516373,0.47991127,0.6445618,0.70514655,0.49596137,0.5239684,0.42153302,0.44227985,0.5576571,0.29791188,0.0,0.17215674,0.58601505,0.6921791,0.5721937,0.17419203,0.0,0.23934774,0.16060251,0.39083195,0.41079685,0.2906386,0.070693485,0.6020068,0.112561606,0.30884087,0.4840439,0.1956609,0.34077346,0.4028876,0.0,0.32401973,0.0,0.3027769,0.6247432,0.61087847,0.0,0.18035276,0.69992125,0.0,0.22281747,0.36528787,0.47597885,0.7064429,0.5192687,0.013434955,0.37814808,0.48638535,0.42358306,0.30262017,0.6056155,0.45776165,0.39016417,0.14406835
abeautifuldaymovie,0.0,0.39392924,0.0,0.0,0.28455588,0.3397103,0.4754171,0.22574733,0.0,0.39472196,0.33249965,0.020530645,0.51589864,0.34994566,0.05719706,0.44173172,0.06499062,0.2325507,0.083299875,0.37915212,0.22240032,0.35179535,0.30092272,0.25526398,0.29930982,0.31335247,0.0,0.39187995,0.0,0.32034168,0.14615712,0.41689515,0.5485668,0.16007447,0.2966429,0.0,0.32624018,0.37301847,0.18967935,0.38113782,0.24905019,0.2262865,0.0,0.47778258,0.17422506,0.3082747,0.0,0.0,0.26555264,0.14136416,0.3907305,0.1724918,0.0,0.34577405,0.380803,0.34455484,0.18116863,0.11517447,0.46097872,0.29015428,0.12163385,0.0,0.5186404,0.014624747,0.27582198,0.21417405,0.0,0.0,0.32897797,0.28811502,0.05214927,0.40214014,0.4802453,0.0,0.13823548,0.1569314,0.17502348,0.20862187,0.17794585,0.20255007,0.2613638,0.0,0.53617406,0.42665553,0.22983661,0.3504315,0.3221336,0.35304666,0.33825743,0.3596802,0.3295716,0.33670312,0.2558709,0.29162392,0.443981,0.114118725,0.0,0.10603577,0.25372383,0.30504894,0.31602982,0.2675729,0.0,0.16869539,0.2064896,0.23582953,0.21751618,0.14493823,0.11823357,0.38770843,0.07818897,0.05776842,0.38598725,0.048345517,0.16526549,0.27089122,0.0,0.16171572,0.0,0.34880653,0.34043303,0.28601295,0.0,0.27809393,0.4522947,0.0,0.1713127,0.3031436,0.28926983,0.32402095,0.326774,0.0,0.2937139,0.25006962,0.18565665,0.2610623,0.34368625,0.3052749,0.3031213,0.12386449
abominablemovie,0.0,0.45923558,0.0,0.0,0.5422838,0.4549319,0.4793581,0.4969191,0.0,0.40610647,0.7463807,0.16382298,1.0079962,0.53052413,0.4026695,0.947783,0.16711394,0.1211694,0.2939873,0.6260368,0.30412567,0.54524654,0.22829387,0.5063416,0.41903704,0.5515324,0.0,0.47090504,0.0,0.5412777,0.5722767,0.94645435,0.7340174,0.0,0.5069051,0.0,0.5484766,0.60456717,0.63219935,0.66423506,0.2663933,0.49507573,0.0,0.466478,0.39746588,0.5045052,0.0,0.0,0.3077531,0.36841443,0.5951049,0.6251152,0.0,0.61180425,0.7588069,0.8547555,0.2177506,0.10232247,0.66913664,0.42548516,0.23359028,0.0,0.7503015,0.0,0.47022837,0.5746107,0.0,0.034001075,0.5871793,0.46722856,0.31794035,0.49493113,0.5852101,0.0,0.28326634,0.5693626,0.22898895,0.4392949,0.15199913,0.43231285,0.63362145,0.0,0.75022805,0.40575692,0.8008319,0.92749655,0.78164077,0.5312074,0.80982107,0.5658661,0.6837083,0.71449655,0.4603414,0.5440478,0.72155124,0.3394631,0.0,0.37614167,0.71482414,0.4718581,0.61313,0.5718335,0.0,0.38331857,0.36497873,0.6198317,0.5194988,0.5938568,0.36272538,0.63958246,0.28389904,0.21898408,0.43092236,0.0,0.20224226,0.6145619,0.0,0.39533445,0.0,0.40867344,0.57602334,0.49826798,0.0,0.3271907,0.76571536,0.0,0.3928798,0.45357087,0.3743915,0.537848,0.70772344,0.0,0.4443506,0.66318476,0.70579463,0.55377626,0.36258906,0.6853225,0.529504,0.31177026
adastramovie,0.0,0.39090517,0.0,0.0,0.19724557,0.39178967,0.37730706,0.24027772,0.0,0.2683789,0.2431585,0.012238997,0.61028624,0.25862744,0.06037415,0.39893997,0.07120798,0.119984046,0.2184255,0.31199962,0.39586654,0.39964753,0.17728418,0.40668094,0.35314864,0.35276696,0.0,0.34990588,0.0,0.1924687,0.35222498,0.45436367,0.3701359,0.062492803,0.24284455,0.0,0.4017967,0.32609823,0.30118746,0.45091686,0.18386357,0.390226,0.0,0.46334457,0.18854654,0.24622026,0.0,0.0,0.3898266,0.23857144,0.30772513,0.11913606,0.0,0.2907798,0.37016073,0.39844853,0.17618126,0.05846999,0.28428644,0.35757875,0.04787991,0.0,0.54182965,0.0,0.08774419,0.2625109,0.0,0.0,0.2958692,0.38927418,0.08315612,0.37007815,0.37787488,0.0,0.28975242,0.18506163,0.11337794,0.14847367,0.15841067,0.29315963,0.41426188,0.0,0.37555122,0.20111053,0.32236043,0.42458504,0.1680259,0.24273467,0.40107736,0.28308955,0.2955727,0.5217411,0.13661055,0.26445553,0.43248263,0.27346194,0.0,0.18907551,0.3170067,0.22839147,0.44934812,0.28759274,0.0,0.10691163,0.17747167,0.3803688,0.32056227,0.13369617,0.0,0.39744616,0.007946537,0.216966,0.20149416,0.22520854,0.28892213,0.31676513,0.0,0.1452834,0.0,0.2784696,0.39735338,0.32207033,0.0,0.23826876,0.40545505,0.0,0.0,0.28950158,0.2968891,0.41767615,0.45908552,0.0,0.23791297,0.4095474,0.2622103,0.31460178,0.30496728,0.41695535,0.1877304,0.073300235
adogsjourneymovie,0.0,0.78472894,0.0,0.0,0.8369524,0.9221956,1.0864179,0.7327116,0.0,0.551592,0.4529688,0.0,1.093212,0.46426833,0.33380312,1.2534126,0.0,0.2731245,0.6293628,1.3325353,0.7466458,1.38195,0.5545672,1.0554969,0.9547297,0.89586383,0.0,0.64370847,0.0,1.0288275,0.6202081,1.4628001,1.1834351,0.0,0.6755884,0.0,0.4325339,1.1800443,0.47339872,1.1879721,0.48710185,0.82158744,0.0,1.0092639,0.28562135,0.4427977,0.0,0.0,0.54693985,0.34989142,1.4353739,0.43350863,0.0,0.8724753,0.9814421,0.9969174,0.01534536,0.0,1.1281416,0.8206018,0.055315062,0.0,1.4361709,0.0,0.6063302,0.3116079,0.0,0.13676512,0.91569513,0.76598,0.788164,0.73083305,0.82931155,0.0,0.059224986,0.83291775,0.45051724,0.6005548,0.16716796,0.73228824,0.929778,0.06842012,0.9977783,0.5740385,0.9915389,1.0955284,1.0470569,0.67084676,0.863892,1.224272,0.9754309,1.0724643,0.8059888,0.9371844,0.5459609,0.8809453,0.0,0.3842777,1.2207854,0.7290346,0.95698047,0.59977126,0.0,0.4083586,0.39686567,0.96973294,0.94109803,0.6916464,0.041910414,1.1874393,0.33812186,0.16557468,0.7552955,0.37933108,0.777267,0.89096665,0.0,0.36452034,0.0,0.4988585,1.0222121,0.95530707,0.0,0.48617858,1.1423135,0.0,0.4879833,0.6360132,0.33825374,1.0246804,1.0731227,0.0,0.42126697,1.1668528,1.0254536,0.5623905,1.05735,0.7587289,0.82612264,0.33545652
aftermathmovie,0.0,0.26928416,0.0,0.0,0.27844864,0.27862722,0.34024933,0.23755993,0.0,0.25749603,0.3262182,0.0,0.3286104,0.21074097,0.03887152,0.4089941,0.12453629,0.0950711,0.15332665,0.36389852,0.30226868,0.43909982,0.19297938,0.2774939,0.35022828,0.2925002,0.0,0.2682491,0.0,0.31530958,0.18386714,0.46127063,0.3873471,0.0824029,0.14248726,0.0,0.31652266,0.27420446,0.26964754,0.27691704,0.14432347,0.2427883,0.0,0.29895824,0.17076194,0.22707847,0.0,0.0,0.31317508,0.11724491,0.27210304,0.10442164,0.0,0.3404923,0.4514832,0.3214021,0.12908497,0.028549487,0.41660112,0.26307008,0.061136767,0.0,0.39550316,0.0,0.25585696,0.15161778,0.0,0.100224085,0.23785743,0.24494188,0.19736016,0.34686533,0.23335695,0.0,0.1995537,0.25114363,0.3130279,0.19536513,0.11663625,0.26251966,0.26313666,0.0,0.3708862,0.28098607,0.30779147,0.42790052,0.34105396,0.35702354,0.30067554,0.36974457,0.33581996,0.3824135,0.3217263,0.3601112,0.2793806,0.20507886,0.0,0.12781177,0.3996109,0.27220616,0.22523205,0.30441418,0.0,0.15758778,0.27402094,0.24504822,0.3252094,0.17440623,0.041566443,0.41882026,0.100837804,0.11449965,0.28407586,0.13826308,0.14629929,0.34223828,0.0,0.26492175,0.0,0.31267962,0.36531368,0.20702176,0.0,0.21329021,0.39820975,0.0,0.10370026,0.22055236,0.26343852,0.34803557,0.34052515,0.0,0.1563236,0.36714834,0.3078715,0.17603889,0.21840598,0.29949874,0.23808146,0.07274244
aftermovie,0.0,0.31563115,0.0,0.0,0.21529672,0.30922663,0.4351299,0.25703,0.0,0.3264921,0.23271678,0.0,0.594083,0.15780921,0.13702273,0.42539525,0.0,0.17479715,0.2407116,0.40861067,0.32628536,0.40589428,0.3024625,0.38206595,0.3721133,0.38885993,0.0,0.35713193,0.0,0.41350618,0.24722819,0.39470428,0.46728674,0.049433175,0.20790675,0.0,0.3395826,0.28330675,0.35273224,0.38793337,0.100373805,0.4716637,0.0,0.3313445,0.040125556,0.3180907,0.0,0.0,0.40811217,0.24283102,0.40031308,0.20401356,0.0,0.4150927,0.41248077,0.38572654,0.0065533714,0.028962107,0.3790545,0.34004062,0.095297106,0.0,0.54186654,0.0,0.30623317,0.16788591,0.0,0.055671543,0.3103568,0.23180944,0.3325164,0.4307255,0.39603585,0.0,0.025774432,0.40398595,0.2067606,0.2598136,0.29000646,0.15990233,0.40320712,0.0,0.34506014,0.3258527,0.28617093,0.52698076,0.26607376,0.5116353,0.3903549,0.36640236,0.22670522,0.3290481,0.26994863,0.39183393,0.2733015,0.350922,0.0,0.2244234,0.47256175,0.26621822,0.35607776,0.184818,0.0,0.30506462,0.14809556,0.23259665,0.36589757,0.22582293,0.026988823,0.46624035,0.24090509,0.15513578,0.24751234,0.20352562,0.29366612,0.43028644,0.0,0.15279397,0.0,0.31934124,0.4049736,0.35624558,0.0,0.17116028,0.43499655,0.0,0.20116842,0.23631535,0.15283985,0.37555227,0.46361867,0.0,0.37453172,0.35129192,0.28193095,0.28463626,0.23467554,0.4105078,0.35184902,0.1879188
ahiddenlifefilm,0.0,0.14963092,0.0,0.0,0.10860227,0.13529545,0.17890295,0.09368368,0.0,0.12963757,0.10741157,0.0,0.21719892,0.123711124,0.026946446,0.19834223,0.026562387,0.08376903,0.10174833,0.14510253,0.124410875,0.18615422,0.082886055,0.16236363,0.14392135,0.13854466,0.0,0.14063232,0.0,0.12957682,0.1227453,0.19198316,0.16803724,0.03409285,0.09746921,0.0,0.14246283,0.14209272,0.11807173,0.1676196,0.09554226,0.14462261,0.0,0.15487078,0.07369886,0.11733503,0.0,0.0,0.117299356,0.08716178,0.14301236,0.08315828,0.0,0.15249647,0.1783187,0.15436004,0.051780935,0.029193724,0.16989993,0.14605784,0.04185587,0.0,0.2158682,0.0,0.10973363,0.0804378,0.0,0.008266112,0.14187197,0.118077874,0.08649815,0.15785438,0.1494301,0.0,0.06211961,0.117521636,0.06283444,0.08123332,0.07918051,0.10684096,0.15477543,0.0,0.18889986,0.15541895,0.14225371,0.21372795,0.12356846,0.15231694,0.18725109,0.17353782,0.14698838,0.18792301,0.13210663,0.15653807,0.15542763,0.110640466,0.0,0.07288019,0.18525428,0.14948082,0.1673295,0.10915708,0.0,0.08794351,0.08442903,0.12994161,0.11928361,0.10817892,0.01690208,0.19409253,0.05692999,0.086105786,0.10942077,0.04183605,0.09228805,0.14952336,0.0,0.09702274,0.0,0.10822653,0.19364686,0.135134,0.0,0.07728993,0.1786604,0.0,0.060825218,0.11128072,0.10846673,0.18805368,0.17612904,0.0,0.11740778,0.17266658,0.14789972,0.12427668,0.14798361,0.14148301,0.1332522,0.07407118
alitamovie,0.0,0.4802112,0.0,0.0,0.5198937,0.6957442,0.5998752,0.28901643,0.0,0.5148249,0.5019896,0.08545819,0.7207793,0.4512574,0.05516167,0.65864956,0.08266384,0.25514415,0.4501299,0.49209255,0.5242416,0.7072581,0.2165477,0.49087912,0.51398236,0.42278507,0.0,0.35618445,0.0,0.5160275,0.5014988,0.5568524,0.5850567,0.0,0.24566323,0.0,0.6400416,0.41742977,0.4715994,0.6248773,0.2586795,0.50675136,0.0,0.6482601,0.43080023,0.49014387,0.0,0.0,0.5093271,0.2602013,0.53200424,0.19653632,0.0,0.45551237,0.69307595,0.6206008,0.31006578,0.1544655,0.64768684,0.7009019,0.1047933,0.0,0.8415994,0.0,0.18607302,0.33426687,0.0,0.0,0.6015974,0.5166663,0.16576257,0.9296718,0.5829339,0.0,0.53882647,0.43451712,0.12055991,0.10378933,0.1853595,0.18091114,0.7075784,0.0,0.5590093,0.35033444,0.57209164,0.77077794,0.40385032,0.50449413,0.70467657,0.42917,0.36943948,0.6663843,0.4395132,0.57771915,0.60466003,0.29520035,0.0,0.34143075,0.609669,0.56353533,0.70406675,0.6263363,0.0,0.18472631,0.3043532,0.7899024,0.46274647,0.52751875,0.0,0.6669382,0.21563357,0.29644355,0.34217682,0.11585226,0.6479129,0.6665611,0.0,0.43354198,0.0,0.2618165,0.78891474,0.44705197,0.0,0.29197937,0.6957629,0.0,0.06273664,0.43056613,0.4711272,0.6400959,0.90841967,0.0,0.36562788,0.62816495,0.6231336,0.60972995,0.48776716,0.5857178,0.33402807,0.27888188
