movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89
21bridgesmovie,0.23445453,0.6662987,0.0,0.5026477,0.5447648,0.5053969,0.0,0.00017317384,0.42494127,0.461482,0.5186184,0.721152,0.0,0.045012716,0.22548327,0.24372438,0.60565454,0.3384457,0.5008474,0.0,0.53583854,0.0,0.0,0.0,0.312145,0.01638069,0.20354187,0.43186867,0.32484213,0.6139175,0.4024941,0.41652983,0.5577021,0.0,0.0,0.0,0.0,0.005569401,0.3381341,0.3652729,0.2746791,0.2248541,0.46346086,0.15891778,0.7560443,0.53514904,0.0,0.26798576,0.20254195,0.3776121,0.0,0.0,0.10576845,0.33632314,0.3683066,0.36978343,0.38185275,0.19301897,0.0,0.58931834,0.52707314,0.32721937,0.802932,0.43571904,0.31253356,0.10476989,0.11222299,0.4012259,0.42496732,0.7710038,0.033501618,0.289953,0.4571926,0.36946666,0.45816845,0.34439382,0.23009181,0.3246062,0.31615478,0.28709787,0.2841029,0.0,0.5610008,0.5485135,0.3366953,0.16017802,0.0,0.55760795,0.3584617,0.40835327
47metersdown,0.35358578,0.5399897,0.0,0.20137146,0.74665415,0.4307518,0.0,0.0,0.47046006,0.5400704,0.6713725,0.7464343,0.0,0.21608147,0.20487463,0.22474515,0.95286644,0.49978328,0.5749748,0.0,0.88242024,0.0,0.0,0.0,0.57721615,0.05316674,0.22808674,0.3523401,0.5359022,0.6085137,0.459524,0.47399,0.6727362,0.0,0.0,0.16040418,0.0,0.0,0.250045,0.3170085,0.14542377,0.4936331,0.5730562,0.19462633,0.71653646,0.62296265,0.0,0.3012107,0.18655646,0.44768438,0.0,0.0,0.18832465,0.65588284,0.26965618,0.62488085,0.53152037,0.21290347,0.0,0.510363,0.68883467,0.054619506,0.63511896,0.6373746,0.25912842,0.17006734,0.10771712,0.11676282,0.5437294,0.74028885,0.0,0.24628453,0.3421991,0.51943475,0.4106987,0.59141237,0.102019526,0.19474092,0.15957607,0.34053016,0.34630477,0.0,0.6594868,0.790402,0.19199333,0.2938223,0.17589325,0.6318095,0.36057058,0.48438963
abeautifuldaymovie,0.19823082,0.68866,0.0,0.5731189,0.46809426,0.49077106,0.0,0.038444065,0.32666525,0.45866784,0.50229305,0.6881674,0.0,0.14373446,0.22633679,0.29163802,0.56540155,0.33108485,0.35615298,0.0,0.62208784,0.0,0.0,0.0,0.25945833,0.04913452,0.05801408,0.74368435,0.2488862,0.4723054,0.3629233,0.38806653,0.47337463,0.0,0.0,0.0,0.0,0.0,0.28032038,0.3729315,0.16597243,0.30524617,0.42497396,0.33489317,0.6470764,0.37687266,0.0,0.28215152,0.19484308,0.49577639,0.0,0.0,0.24838506,0.39632964,0.324298,0.44409502,0.34095085,0.14609897,0.0,0.52418,0.54933476,0.2316072,0.63721955,0.40697715,0.32034302,0.25670213,0.10470023,0.43272507,0.43270758,0.6923052,0.11644913,0.2514688,0.41188347,0.35582376,0.2590798,0.47618896,0.2160337,0.20412366,0.42091364,0.349454,0.26599905,0.0,0.3626565,0.49374866,0.27708864,0.36013687,0.028086405,0.5392291,0.3283743,0.42518526
abominablemovie,0.53334796,1.0069633,0.0,0.6337489,0.7493317,0.6281174,0.0,0.045940645,0.3575417,0.69350165,0.7805416,0.93740857,0.0,0.23625225,0.63433737,0.396244,0.9326159,0.58074147,0.67934155,0.0,0.6097523,0.0,0.0,0.0,0.28702328,0.10812534,0.27639067,0.56607544,0.24788357,0.6136806,0.5929214,0.33715084,0.4772391,0.0,0.0,0.047185563,0.0,0.122054815,0.5380881,0.84558874,0.37085596,0.76182926,0.44959685,0.0,0.91432977,0.90348685,0.0,0.43844655,0.0,0.46461624,0.0,0.0,0.244841,0.26605025,0.6130413,0.6072431,0.47176638,0.0,0.0,0.8900399,0.67205775,0.34767777,0.42452732,0.8634807,0.56811756,0.39468452,0.22068185,0.6245407,0.47906858,0.87125444,0.3994617,0.31765583,0.82965153,0.36727282,0.6379592,0.6011556,0.025623135,0.14667338,0.41976732,0.50685626,0.52771914,0.0,0.53524315,0.41481292,0.5124115,0.4931709,0.0,0.39177883,0.30455783,0.35542828
adastramovie,0.21082824,0.49834195,0.0,0.079904735,0.4778073,0.37701494,0.0,0.1641466,0.29585525,0.3382818,0.36927325,0.6139631,0.0,0.18621418,0.27599758,0.20243934,0.66531444,0.30207288,0.39827272,0.0,0.55564713,0.0,0.0,0.0,0.25485435,0.025497606,0.122059785,0.31232512,0.28786525,0.44600233,0.43610516,0.19300859,0.46632352,0.0,0.0,0.0,0.0,0.010262183,0.20274064,0.23527586,0.19688518,0.19714877,0.40020046,0.19087562,0.55115503,0.47407278,0.0,0.1389356,0.24960133,0.3451289,0.0,0.0,0.14576386,0.23706675,0.4106895,0.33656073,0.2353276,0.03268906,0.0,0.37462977,0.3971917,0.23770106,0.6151383,0.45595482,0.3110354,0.13736801,0.08571563,0.28007558,0.36883157,0.64598626,0.0,0.10153584,0.32277137,0.17945604,0.29411334,0.3399188,0.15336183,0.2840341,0.27373847,0.23766987,0.26482537,0.0,0.37100515,0.37299734,0.31556726,0.25822207,0.030373689,0.4633597,0.3623893,0.25825128
adogsjourneymovie,0.6174873,1.6961759,0.0,1.0295918,1.4165696,0.74900097,0.0,0.0,0.6458699,0.6076935,1.4226847,1.1238031,0.0,0.4676282,0.78852075,0.7677824,1.2028198,0.9693852,1.018881,0.0,1.6457144,0.0,0.0,0.0,0.4691482,0.21135326,0.6020164,1.160493,0.8054522,0.9447994,0.9236836,0.91138047,1.191464,0.0,0.0,0.014594756,0.0,0.26329812,0.98084295,1.0633234,0.7222904,0.87495446,0.80461276,0.4430041,1.6212443,1.3823514,0.0,0.49777535,0.026873434,0.7809178,0.0,0.0,0.5052552,0.61275184,0.84146553,1.2084405,0.51901346,0.54172456,0.0,0.9566035,0.8708954,0.4654004,1.3415246,0.8560527,0.59985566,0.20728824,0.39798906,0.85011345,0.8440155,1.2180544,0.43509352,0.2731945,1.0037056,0.96887475,0.92395264,0.8599705,0.19743204,0.3871515,0.6689159,0.79033536,0.59531754,0.0,1.0922126,0.9217099,0.8154644,0.657337,0.08635751,1.3434974,1.078732,0.8511347
aftermathmovie,0.24571711,0.4588936,0.0,0.23280689,0.41008228,0.28980586,0.0,0.087170534,0.26029253,0.30075055,0.42820287,0.43219098,0.0,0.18296072,0.18457246,0.17641166,0.55429506,0.29294178,0.27937204,0.0,0.41669273,0.0,0.05991689,0.0,0.22072215,0.005221614,0.05161498,0.36247355,0.28245845,0.31527445,0.36835417,0.25401574,0.44600886,0.0,0.0,0.0,0.0,0.029429343,0.23034406,0.39757815,0.19268815,0.26688597,0.35052556,0.17671536,0.4877275,0.3418887,0.0,0.20148456,0.12604098,0.36940295,0.0,0.0,0.026456483,0.32881513,0.20800057,0.33101395,0.16836911,0.0,0.0,0.4703956,0.41965115,0.1313111,0.42017242,0.3772054,0.25469342,0.11825775,0.12887585,0.3429037,0.23748112,0.4833029,0.0,0.16439135,0.23636705,0.23568253,0.28970623,0.39485487,0.066109896,0.23599344,0.20383047,0.28420612,0.231158,0.0,0.39148876,0.32571918,0.19284275,0.19112486,0.0,0.41929162,0.25955412,0.28913745
aftermovie,0.20034626,0.72157884,0.0,0.38514787,0.5756483,0.6606297,0.0,0.12063905,0.38762638,0.40331292,0.48729295,0.615859,0.0,0.0,0.4051094,0.2672163,0.6830491,0.54799056,0.45367277,0.0,0.51226485,0.0,0.0,0.0,0.23065585,0.039135356,0.13677421,0.48215002,0.4003087,0.47673312,0.34317073,0.3290307,0.5319719,0.0,0.0,0.0,0.0,0.0,0.31235984,0.5543583,0.1608588,0.3329339,0.41607708,0.23728101,0.4599108,0.46041867,0.0,0.2699697,0.14031667,0.5703514,0.0,0.0,0.1694065,0.20606029,0.4675094,0.38215625,0.318394,0.3184825,0.0,0.55692375,0.49855512,0.34376252,0.52604526,0.52661324,0.32028204,0.15945548,0.1810183,0.31220487,0.44128928,0.7250372,0.03313062,0.17488559,0.42737645,0.101324126,0.3241822,0.5470473,0.17436051,0.24051113,0.3431484,0.24506533,0.17733842,0.0,0.50600445,0.5099099,0.28052413,0.2042569,0.089888535,0.27764958,0.2792925,0.31970626
ahiddenlifefilm,0.10308804,0.30190778,0.0,0.19492173,0.25013697,0.198464,0.0,0.03619342,0.19600111,0.23142833,0.262642,0.2732036,0.0,0.090524994,0.14808358,0.16108015,0.29354528,0.19194557,0.23189788,0.0,0.25842085,0.0,0.004133466,0.0,0.114768475,0.036357377,0.07112818,0.20477597,0.14752135,0.18979679,0.20791118,0.18743011,0.2187513,0.0,0.0,0.007920508,0.0,0.0,0.15679462,0.19794841,0.1391904,0.17631717,0.2026225,0.078651525,0.31208092,0.22546975,0.0,0.09509216,0.059313603,0.20827088,0.0,0.0,0.101124614,0.19963804,0.1736761,0.21383063,0.1267587,0.072041616,0.0,0.24871232,0.20954217,0.13989806,0.28242627,0.21871339,0.1729427,0.099314794,0.079216816,0.18046544,0.2008183,0.30370995,0.0,0.094528794,0.1973363,0.15059713,0.16736653,0.20744288,0.095786795,0.11351347,0.1675144,0.16181095,0.13674895,0.0,0.2313378,0.21828781,0.17011398,0.114626855,0.0,0.25699455,0.15736431,0.19834948
alitamovie,0.27003023,0.78438634,0.0,0.1729525,0.6013124,0.5233366,0.0,0.34910426,0.41441175,0.8273893,0.8221502,0.74153745,0.0,0.36834654,0.3476888,0.29491478,0.9761969,0.15523551,0.7980395,0.0,0.4356171,0.014337327,0.2585901,0.0,0.17646202,0.17062506,0.0669695,0.5623357,0.45204112,0.35500762,0.9232126,0.40670213,0.6558962,0.0,0.0,0.0,0.0,0.118402,0.5305363,0.6079307,0.3260184,0.6067469,0.35647506,0.26795223,0.7457927,0.48643637,0.0,0.365784,0.16558579,0.61357135,0.0,0.0,0.21057555,0.7560111,0.24583305,0.420325,0.30997884,0.27219552,0.0,0.48111334,0.61293876,0.39771295,0.7298511,0.5528804,0.27577502,0.12615459,0.2877818,0.40904674,0.32644635,0.70571667,0.26248807,0.26915705,0.56768054,0.55979717,0.41190666,0.35044453,0.23517975,0.12732452,0.3984967,0.2845559,0.25907108,0.0,0.50190794,0.63778514,0.29925618,0.48109037,0.0,0.572277,0.41552258,0.48508617
