movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59
21bridgesmovie,0.6255853,0.74764127,0.46454394,0.0,0.60180604,0.5025386,0.5569729,0.38152403,0.5613888,0.65299976,0.4747,0.53512216,0.25912714,0.21760127,0.3727057,0.49030674,0.0,0.70011556,0.6334246,0.5793037,0.5404733,0.15943837,0.36158723,0.7144645,0.6489679,0.0,0.34556288,0.43520188,0.6202265,0.518706,0.3806355,0.40457126,0.29204482,0.36419523,0.0,0.4089012,0.5743875,0.44385457,0.68660444,0.581722,0.41588408,0.5678589,0.34133214,0.4520956,0.0,0.36000082,0.32971373,0.5881307,0.50826496,0.3581404,0.0,0.8773516,0.0,0.21329157,0.4843924,0.5903785,0.40225485,0.2809624,0.30803198,0.40865922
47metersdown,0.57989997,0.67724335,0.68070775,0.0,0.7188916,0.70207196,0.5937832,0.41908047,0.33160847,1.0692111,0.40579402,0.34623262,0.12140572,0.27120507,0.37469867,0.6907913,0.0,0.8225022,0.65188855,0.6707925,0.60091037,0.42293242,0.25642243,0.9279191,0.8566331,0.0,0.69112206,0.70994526,0.67174405,0.5819977,0.47960442,0.5359271,0.2534257,0.7397085,0.0,0.35288486,0.6213898,0.59531367,0.6135332,0.516755,0.4320216,0.889222,0.3264789,0.7433059,0.0,0.28594625,0.36364016,0.8690125,0.962241,0.4906481,0.0,0.93215907,0.0,0.3103565,0.9615841,0.6428216,0.6020506,0.28897494,0.527299,0.35452956
abeautifuldaymovie,0.6680198,0.6351882,0.4811485,0.0,0.5648953,0.43123674,0.46096125,0.40595806,0.42070833,0.6646135,0.3599507,0.45475173,0.31711847,0.1484949,0.41476232,0.5623329,0.0,0.65060675,0.48718065,0.31925458,0.31958055,0.16183168,0.37778434,0.568992,0.6434697,0.0,0.49729452,0.57854694,0.4091202,0.41657725,0.24350409,0.36816198,0.2529855,0.4271055,0.0,0.09772354,0.43215343,0.47063047,0.58420146,0.32497376,0.27602538,0.45468524,0.27847487,0.4584867,0.0,0.2601174,0.22598727,0.53714883,0.54857635,0.38234323,0.0,0.6333192,0.0,0.11555299,0.6849958,0.43475473,0.33940905,0.1913034,0.22188663,0.36771816
abominablemovie,0.99706787,0.64668965,0.5945286,0.11237636,1.1363097,0.631993,0.67035085,0.8732874,0.7105482,1.1158429,0.59985703,0.8044631,0.55551016,0.33246624,0.31706113,0.7894854,0.0,1.0505581,0.45345134,0.62211215,0.49593538,0.37625125,0.8093944,0.9822033,1.0929935,0.0,0.29844522,0.85590476,0.41254297,0.69265074,0.5813394,0.12855263,0.3726637,0.84779084,0.0,0.36534926,0.8091257,0.6450414,1.1073523,0.6398872,0.61139125,0.8544479,0.5757666,0.74371016,0.0,0.35147628,0.18204081,0.7165425,0.8246571,0.22645599,0.0,0.9758283,0.0,0.4573666,0.8929666,0.95079,0.6395673,0.36940113,0.6706866,0.55187535
adastramovie,0.5732374,0.566785,0.27873507,0.0,0.36715665,0.286308,0.50499225,0.40814722,0.455498,0.5837586,0.2291373,0.37639877,0.3053285,0.16917875,0.2314385,0.3623342,0.0,0.28014278,0.40242508,0.5193241,0.4278778,0.166578,0.4118768,0.7106473,0.5248908,0.0,0.46897563,0.32649416,0.41077933,0.4988701,0.34187192,0.2555125,0.13672313,0.4483252,0.0,0.10377996,0.40551376,0.2793365,0.4055598,0.33457643,0.36220187,0.5830781,0.38331097,0.4169712,0.0,0.3293635,0.13398845,0.44947872,0.38063282,0.38578197,0.0,0.4810841,0.0,0.23608436,0.42458808,0.369902,0.36625677,0.25311255,0.3785819,0.33954787
adogsjourneymovie,1.3273113,1.4235494,1.12542,0.0,0.7561424,0.9557037,1.037551,0.3925646,0.49532488,1.361637,1.040965,0.7611628,0.104038164,0.38177934,0.78726584,1.1790148,0.0,1.1774936,1.0459658,1.0398979,1.1335115,0.0027710646,0.8261739,1.307768,1.3113652,0.0,0.8076068,1.0160104,0.7571325,1.2577785,0.9468955,0.9220047,0.0269804,1.0364853,0.0,0.5127176,1.0813003,1.0888784,1.0925866,0.7462343,0.8342684,1.1282957,0.77327764,0.6607573,0.0,0.9295109,0.7378224,0.66270685,0.7204858,1.3144343,0.0,1.4510397,0.0,0.8982236,0.9901692,0.8401422,0.72604674,0.3878553,0.2574316,0.24050786
aftermathmovie,0.4464712,0.43948656,0.30854517,0.0,0.33793673,0.4580241,0.43895662,0.28020933,0.2808085,0.6036279,0.28981516,0.5132412,0.3128982,0.1904512,0.25054997,0.400179,0.0,0.50281656,0.44997442,0.5542019,0.4062613,0.29926428,0.31781897,0.5405066,0.55957764,0.0,0.42205542,0.37285668,0.512877,0.36295983,0.35624582,0.2618033,0.16693273,0.30875042,0.0,0.19824821,0.48131213,0.3237545,0.51721925,0.24635664,0.40443125,0.43357235,0.25950575,0.45871243,0.0,0.2268607,0.19830227,0.53065836,0.2773827,0.23326471,0.0,0.5319908,0.0,0.25723174,0.33315283,0.4956833,0.27738705,0.108911164,0.29188034,0.26649755
aftermovie,0.66901463,0.78621006,0.37843487,0.0,0.4469895,0.42902038,0.5302761,0.4514233,0.29670236,0.80142725,0.41445556,0.39512935,0.47362077,0.32704675,0.30751032,0.5162422,0.0,0.61876506,0.6882126,0.3802574,0.46495417,0.2262254,0.38545683,0.7448721,0.6352962,0.0,0.5600778,0.3697592,0.5172048,0.45769075,0.4914704,0.29697788,0.27554685,0.3733664,0.0,0.27576363,0.6231521,0.5801774,0.71657497,0.3197446,0.5878181,0.85159177,0.5116649,0.4215183,0.0,0.27432513,0.37461725,0.48388776,0.49156943,0.27458045,0.0,0.7470111,0.0,0.19289102,0.7430105,0.5183536,0.34352332,0.19141656,0.22919336,0.4143964
ahiddenlifefilm,0.27524686,0.29248935,0.24803273,0.0,0.23980123,0.22570628,0.27837172,0.22424662,0.19526343,0.36273068,0.1317316,0.25357643,0.14816043,0.110062726,0.15661694,0.24929318,0.0,0.28277737,0.2511992,0.26179114,0.2169717,0.11591179,0.22396098,0.33912113,0.31153643,0.0,0.21376202,0.2309135,0.21493053,0.2194182,0.17891632,0.1740751,0.1067009,0.22620438,0.0,0.09310983,0.22820963,0.2015807,0.30571386,0.17714076,0.2455272,0.27539906,0.15753147,0.21381176,0.0,0.15554696,0.14889812,0.23119745,0.25107512,0.16202,0.0,0.31995666,0.0,0.11784151,0.29927462,0.24566019,0.16523987,0.10084624,0.14850225,0.20529808
alitamovie,0.75386554,0.7252324,0.6319877,0.0,0.5556402,0.4927063,0.6148948,0.5410251,0.6735902,1.0818328,0.48814902,0.52885264,0.38657564,0.30958396,0.23728149,0.5790216,0.0,0.52282256,0.5994359,0.66821164,0.61868066,0.30199602,0.45716432,0.9629488,0.8831914,0.0,0.60522205,0.41122055,0.48151636,0.43853304,0.5551707,0.5446472,0.21745089,0.630056,0.0,0.29409078,0.62965494,0.52743,0.67156476,0.4862336,0.5065774,0.7908581,0.49373603,0.56048834,0.0,0.5496198,0.26857588,0.8240524,0.48073727,0.33984426,0.0,0.74032384,0.0,0.23994921,0.7814448,0.42606813,0.43925354,0.11123467,0.61635953,0.35019356
