movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119
21bridgesmovie,0.0,0.0,0.5861067,0.18860105,0.087779835,0.33979142,0.48510683,0.5483618,0.0,0.0,0.02033785,0.0,0.16488299,0.5496687,0.13123323,0.2863188,0.0,0.0,0.33468476,0.3077072,0.5503274,0.6141056,0.565274,0.0,0.5342786,0.19280551,0.34719536,0.0,0.405084,0.42956972,0.29731205,0.29215646,0.48412302,0.09711713,0.22733146,0.46789628,0.36678833,0.5077006,0.0,0.20101757,0.34532624,0.20424314,0.24889567,0.543956,0.31014156,0.0,0.32376486,0.34612718,0.5541395,0.031802528,0.3495304,0.51834357,0.26689988,0.4388618,0.2007764,0.19566412,0.48742673,0.61529684,0.13531542,0.20753929,0.61118835,0.47084957,0.0,0.2951459,0.5279651,0.44702697,0.0,0.6038466,0.40519097,0.35920018,0.4340283,0.3112682,0.5233587,0.61626184,0.0,0.13650551,0.23735361,0.3195828,0.14741229,0.429886,0.7102902,0.20869553,0.22431345,0.6191275,0.0,0.44265094,0.44406903,0.05061458,0.0,0.20720863,0.43659648,0.40209618,0.40942436,0.53579515,0.6294466,0.51314235,0.31656942,0.44465628,0.33738485,0.20351963,0.32911447,0.378986,0.0,0.2843975,0.0,0.0,0.3252255,0.45320028,0.48288438,0.0,0.70191586,0.0,0.0,0.0,0.33934727,0.370456,0.432928,0.399734,0.30195272,0.0
47metersdown,0.0,0.0,0.27163893,0.28334573,0.07617076,0.29741848,0.409398,0.6270352,0.0,0.0,0.023102053,0.0,0.14496706,0.6467555,0.00925166,0.35973465,0.0,0.0,0.3301792,0.44000924,0.43398458,0.48498508,0.6985634,0.0,0.62922204,0.31557512,0.40692395,0.0,0.52143824,0.38814488,0.43763143,0.20695591,0.55643696,0.33827916,0.0,0.4082734,0.29898044,0.5214863,0.024114247,0.1556784,0.57828826,0.11562708,0.35900578,0.437755,0.41728014,0.0,0.18932912,0.1593908,0.35354298,0.0,0.5542096,0.5809582,0.27654257,0.37018946,0.0,0.15529583,0.32736796,0.6397032,0.21775931,0.18683583,0.60741967,0.51005954,0.0,0.11561625,0.46562576,0.43784183,0.0,0.48726714,0.45048743,0.22762676,0.38060647,0.2214821,0.42389524,0.5153986,0.0,0.03686571,0.3381055,0.22261976,0.089361906,0.5375397,0.49992004,0.20723781,0.40187475,0.6073102,0.0,0.41865632,0.25515962,0.2666149,0.0,0.2884246,0.4412249,0.56389624,0.26252356,0.57685786,0.52099055,0.561926,0.48012522,0.59456176,0.3880984,0.30568933,0.45294392,0.7252379,0.0,0.40191066,0.11568871,0.1292809,0.3432025,0.2084548,0.39943007,0.0,0.5735333,0.0,0.0,0.0,0.37239665,0.45072812,0.7520953,0.22322126,0.28139493,0.0
abeautifuldaymovie,0.0,0.0,0.4836352,0.17666951,0.0,0.31553146,0.326337,0.49826634,0.05634401,0.0,0.079833,0.0,0.061586685,0.51276153,0.057720266,0.285955,0.0,0.024083158,0.319723,0.32752818,0.56862485,0.23861912,0.61718136,0.0,0.40701044,0.18212996,0.21791129,0.0,0.41027313,0.37346676,0.29854396,0.1850304,0.43900016,0.34086186,0.028593108,0.4942906,0.43526137,0.43060544,0.04395984,0.10783818,0.3342495,0.1363814,0.38671768,0.37524337,0.23517728,0.0,0.2250426,0.23535344,0.45044327,0.0,0.48154685,0.42321295,0.2890297,0.32905018,0.23588978,0.0,0.4821063,0.49987966,0.067894354,0.22333053,0.47143966,0.41238755,0.0,0.15313584,0.35788375,0.36482862,0.0,0.37401742,0.30601692,0.295015,0.20911631,0.17751633,0.3097931,0.44283465,0.0,0.11339738,0.2618015,0.36961824,0.22323428,0.25466368,0.5739877,0.029719936,0.17855267,0.4463273,0.0,0.4952571,0.22866036,0.06349193,0.0,0.306588,0.36271313,0.3410318,0.29777867,0.4948907,0.33953518,0.5083701,0.4741072,0.5087232,0.17515102,0.21279098,0.20337665,0.50114745,0.0,0.4134491,0.0,0.02846824,0.24931946,0.5743946,0.35366085,0.0,0.41517025,0.0,0.0,0.0,0.3682831,0.29508367,0.29490596,0.2742232,0.22734253,0.0
abominablemovie,0.0,0.0,0.5038994,0.14689085,0.14802697,0.7205713,0.6791746,0.9131346,0.0,0.0,0.14965326,0.0,0.18471482,1.133009,0.16550109,0.5453528,0.0,0.0,0.19649167,0.56825274,0.9965596,0.7139919,1.0148494,0.0,0.5933326,0.18052898,0.5330839,0.0,0.73621446,0.62611854,0.264966,0.3216905,0.7479682,0.3266672,0.0,0.7203991,0.3543064,0.57804996,0.0,0.11126593,0.8381176,0.245538,0.69584966,0.4852442,0.51866394,0.0,0.667614,0.7852537,0.86378527,0.0,0.4060843,0.5299028,0.5896251,0.427122,0.2758492,0.19655465,0.74711984,0.79546225,0.20964612,0.6442443,0.3813192,0.6657102,0.0,0.28988037,0.7469847,0.38063085,0.0,0.6909664,0.6856193,0.48091215,0.5814183,0.66968274,0.4926875,0.50205374,0.0,0.33594972,0.42935592,0.49213976,0.31654888,0.4564569,0.97984755,0.20707779,0.24067096,0.59631026,0.0,0.6023012,0.44212428,0.21073447,0.0,0.43433878,0.7187123,0.4657416,0.7947033,0.47668755,0.92936355,0.7910626,0.7014652,0.42643198,0.44111702,0.17050436,0.6736505,0.7269131,0.0,0.61780155,0.0,0.018006925,0.21564777,0.69814014,0.7137938,0.0,0.8178568,0.0,0.0,0.01715173,0.6015475,0.7378054,0.75083685,0.79409665,0.5502667,0.0
adastramovie,0.0,0.0,0.28284946,0.081121,0.0,0.12636821,0.22821862,0.31016657,0.06936526,0.0,0.04568594,0.0,0.0007746443,0.4401032,0.1076162,0.2975,0.0,0.0,0.189048,0.34391063,0.46358436,0.12807262,0.41726804,0.0,0.33503878,0.09292609,0.12725633,0.0,0.38086656,0.314273,0.31706747,0.036623042,0.26771504,0.1888768,0.0059568556,0.26719677,0.28242067,0.40713954,0.0,0.056788784,0.25742117,0.013091023,0.24288881,0.19616991,0.30373874,0.0,0.26489294,0.30467588,0.4954549,0.0,0.36338273,0.36998218,0.26379398,0.18159492,0.22235517,0.048576042,0.4430042,0.24746998,0.016680107,0.27218455,0.39557707,0.41161233,0.0,0.12685214,0.23115197,0.32018647,0.0,0.31322074,0.34608126,0.34920067,0.13444032,0.15203553,0.4216377,0.24944016,0.0,0.1107186,0.40466797,0.28218627,0.0049704146,0.31902573,0.351246,0.0616266,0.028018799,0.40226838,0.0,0.35680142,0.22742969,0.15115172,0.0,0.19413996,0.32218233,0.27270365,0.19349155,0.2645998,0.3716032,0.29896367,0.40226623,0.36771291,0.27298814,0.0,0.24102274,0.4628834,0.0,0.37249112,0.0,0.19758898,0.29929295,0.24006392,0.28131288,0.0,0.26296642,0.0,0.0048624314,0.0,0.23523912,0.28929055,0.44735396,0.3058799,0.33466846,0.0
adogsjourneymovie,0.0,0.0,0.676754,0.50610435,0.17306557,0.80342376,0.56847113,0.8136217,0.09182582,0.0,0.0,0.0,0.46003968,0.88884825,0.07609771,0.35009885,0.0,0.0,0.76074004,0.63499266,0.95844597,0.69448113,1.4329295,0.0,0.9376611,0.5391618,0.6775165,0.0,1.0818307,0.44347438,0.5750458,0.26977596,0.6203773,0.4970298,0.012231723,0.8670545,0.7733886,0.7850908,0.030688245,0.29918745,0.75010884,0.18425813,0.8761214,0.90820557,0.5852759,0.0,0.66881776,0.2691733,0.89483154,0.13023712,0.6281008,0.94879496,0.48591962,0.77737975,0.48840463,0.023615567,0.8963264,0.92219007,0.0,0.67054725,0.88886124,0.8504628,0.0,0.32927975,0.6789186,0.742273,0.0,0.710614,0.6621645,0.5930101,0.77395463,0.7603478,0.741776,0.7369616,0.0,0.18256108,0.85531706,0.5630047,0.35400116,0.65139776,1.0644127,0.20490056,0.27556866,1.0730116,0.0,0.7759761,0.52946013,0.23874451,0.0,0.59907836,0.62627155,0.5538535,0.604843,0.89044344,0.7717672,0.83638585,1.0334529,0.78106886,0.36016747,0.4331904,0.41544765,0.82340634,0.0,0.8626934,0.0,0.122934654,0.61562747,0.7178491,0.52338386,0.0,0.9661861,0.0,0.0,0.0,0.61709166,0.7044515,0.6950579,0.67162085,0.539015,0.0
aftermathmovie,0.0,0.0,0.33545452,0.10396643,0.11967365,0.2257111,0.27220535,0.33943984,0.044265166,0.0,0.011911906,0.0,0.24556954,0.5220831,0.0,0.42555586,0.0,0.0,0.1836575,0.31199083,0.44545114,0.14238417,0.43706977,0.0,0.43086174,0.18760572,0.32749885,0.0,0.3422379,0.23660275,0.23926166,0.17146692,0.40770766,0.2528159,0.018831799,0.38575745,0.2059142,0.3995511,0.0,0.09394443,0.2610064,0.13264643,0.33499587,0.36750436,0.34760615,0.0,0.31480607,0.3427712,0.32636213,0.0,0.35331896,0.30111223,0.18532515,0.2915345,0.22740178,0.1409443,0.35347646,0.38722706,0.10048704,0.25886697,0.33251587,0.37949166,0.0,0.107567325,0.26794,0.24073659,0.0,0.3775248,0.4186258,0.3551382,0.257449,0.24301958,0.2332334,0.40890434,0.0,0.17009851,0.300919,0.1922176,0.13906084,0.27622166,0.5436401,0.096488036,0.17291208,0.35777202,0.0,0.33178815,0.2706472,0.08289548,0.0,0.25899267,0.29742873,0.27294874,0.26907337,0.33001876,0.28574538,0.37532964,0.403137,0.26275232,0.23249748,0.053895794,0.28287396,0.425673,0.0,0.24823229,0.03560422,0.0,0.20669033,0.3193283,0.23405096,0.0,0.32342803,0.0,0.0,0.0,0.375737,0.25405836,0.2994738,0.37162834,0.24376054,0.0
aftermovie,0.0,0.0,0.6142578,0.09893644,0.04164061,0.41668794,0.3471315,0.4760787,0.0,0.0,0.0722752,0.0,0.14694095,0.753397,0.0,0.358113,0.0,0.0,0.35882375,0.2730135,0.44191733,0.31020716,0.63260674,0.0,0.6518317,0.17788719,0.52822685,0.0,0.4041553,0.30242768,0.24392492,0.30296576,0.42041904,0.26716065,0.0,0.43303537,0.35806587,0.4843557,0.0,0.19197336,0.19919086,0.063667454,0.27479976,0.52955675,0.38996688,0.0,0.31469786,0.39010543,0.43056887,0.0,0.4531971,0.32960153,0.21568766,0.41793606,0.25167045,0.19645056,0.47473267,0.56184924,0.18803512,0.09153342,0.46287048,0.47986948,0.0,0.17109114,0.58223224,0.41773492,0.0,0.5149039,0.45704263,0.25174,0.36949456,0.3865144,0.41355437,0.5658134,0.0,0.23679574,0.3083494,0.2094804,0.22974628,0.48908594,0.6142391,0.119286835,0.2899122,0.42468688,0.0,0.37752128,0.4576637,0.046019692,0.0,0.3435663,0.47218686,0.4114914,0.49783415,0.39662623,0.47321492,0.6616014,0.6224144,0.49083257,0.320501,0.2647586,0.40394112,0.5110126,0.0,0.29303628,0.058637816,0.0,0.25448492,0.4280345,0.5097878,0.0,0.44403765,0.0,0.0,0.0,0.37307075,0.42238078,0.4368642,0.42087048,0.3224768,0.0
ahiddenlifefilm,0.0,0.0,0.23049408,0.093511745,0.016390378,0.15924758,0.15012121,0.24307768,0.0,0.0,0.020208452,0.0,0.07073404,0.29087055,0.037566163,0.16567463,0.0,0.0,0.13318574,0.17462146,0.25341117,0.15161222,0.30109698,0.0,0.2250289,0.121187136,0.17206837,0.0,0.2133457,0.17053573,0.14838442,0.11045084,0.2296843,0.11404898,0.001815059,0.23848762,0.17864881,0.2237463,0.0,0.10846317,0.15853606,0.08502234,0.1893555,0.21790591,0.17054096,0.0,0.1539699,0.16805813,0.2077149,0.0,0.19976446,0.21262828,0.121766485,0.17199005,0.12085739,0.07061845,0.21906897,0.24512039,0.06499228,0.10973706,0.23671506,0.22554113,0.0,0.12047765,0.18356122,0.1880187,0.0,0.23360173,0.19280177,0.18138586,0.14526467,0.1418068,0.1780147,0.2405127,0.0,0.07791129,0.17016424,0.12815261,0.08258971,0.17617399,0.29537314,0.08059274,0.11300269,0.24661,0.0,0.2122862,0.16633452,0.056055464,0.0,0.16026902,0.1878393,0.19380882,0.19285104,0.2117392,0.20622128,0.2227263,0.22147325,0.23805979,0.1385455,0.07472798,0.15008065,0.2559484,0.0,0.17777811,0.0,0.015919885,0.15444346,0.20636167,0.18321261,0.0,0.22286458,0.0,0.0,0.0,0.19194108,0.15919092,0.20574343,0.2030166,0.15299734,0.0
alitamovie,0.0,0.0,0.625245,0.2724699,0.0,0.2197533,0.45162192,0.78144723,0.0,0.0,0.11472272,0.0,0.18319528,0.9448655,0.0,0.33231777,0.0,0.0,0.40188438,0.52714574,0.6439805,0.26553077,1.022273,0.0,0.7441171,0.0,0.27202654,0.0,0.523557,0.30182555,0.38587514,0.289953,0.52358747,0.45173055,0.0,0.64100015,0.5299398,0.88476515,0.0,0.23986435,0.31928006,0.05521111,0.28354582,0.6021686,0.3247523,0.0,0.44559762,0.44245225,0.34341967,0.0,0.5592845,0.7105776,0.35627007,0.4278754,0.4148539,0.14517045,0.8811055,0.5251197,0.09980712,0.21103156,0.5626544,0.61457586,0.0,0.24249813,0.42571762,0.5027963,0.0,0.7703333,0.67436963,0.46096665,0.38302264,0.17465189,0.70266694,0.8423987,0.0,0.24649106,0.4726831,0.591499,0.4607781,0.21065626,0.65733004,0.10461433,0.3820743,0.524647,0.0,0.6899916,0.44458058,0.30315584,0.0,0.4981439,0.48436868,0.61188287,0.31228754,0.8335031,0.7678768,0.66088855,0.4274718,0.53449297,0.4704607,0.21248934,0.332349,0.5663815,0.0,0.33615285,0.0,0.12464349,0.6540761,0.53620875,0.59729344,0.0,0.51120776,0.0,0.0,0.17893389,0.5803209,0.49834636,0.4367739,0.16105054,0.26557118,0.0
