movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49
21bridgesmovie,0.69863516,0.2119871,0.40504134,0.0,0.51818603,0.7736913,0.77050096,0.5416687,0.68897694,0.31686604,0.0,0.5091733,0.6003199,0.7481559,0.5615433,0.66154015,0.5224627,0.7928881,0.91337764,0.46587127,0.5045732,0.79391825,0.26063573,0.6493177,0.31222105,0.59278905,0.34189123,0.0,0.5691082,0.22021827,0.0,0.0,0.4253221,0.91981834,0.42914882,0.0,0.0,0.0,0.97754145,0.6120962,0.38061118,0.37954852,0.72122973,0.6802211,0.873289,0.0,0.0,0.6348929,0.347209,0.64774024
47metersdown,0.61469245,0.23188142,0.6065843,0.0,0.5222147,0.82380414,0.8727925,0.7118655,0.75369525,0.8268917,0.0,0.740771,0.8609826,0.85758954,0.62758434,1.1357093,0.738069,0.9365889,1.0845616,0.7139579,0.5484242,0.4004801,0.34107092,0.8679277,0.09127326,0.6456357,0.05662398,0.0,0.47719708,0.21679601,0.0,0.0,0.85436845,0.8472727,0.74354506,0.0,0.0,0.0,1.5720626,0.92395,0.4194228,0.5247458,1.010631,1.119404,0.87535125,0.0,0.26055533,0.43676856,0.43524027,0.20793188
abeautifuldaymovie,0.47131136,0.19663991,0.3060386,0.0,0.3427072,0.47938025,0.47236684,0.38307932,0.3930192,0.066757984,0.14686523,0.43034226,0.37375134,0.51557124,0.48879287,0.33953115,0.34650856,0.49372235,0.75188947,0.45120072,0.59547293,0.6794938,0.10500285,0.2754937,0.16827276,0.4146601,0.3898772,0.0,0.46413296,0.33725476,0.0,0.055790924,0.47664684,0.6904767,0.38587865,0.0,0.0,0.0,0.7399406,0.49812615,0.48234475,0.4097543,0.59101623,0.6205108,0.47352004,0.0,0.05863038,0.64775884,0.3671258,0.4018497
abominablemovie,0.45590794,0.32541946,0.1275581,0.0,0.69488037,0.77121574,0.6801723,0.4255449,1.0138943,0.3098905,0.25307515,0.75251615,0.48169792,0.79836506,0.8302468,0.8222393,0.5093606,1.3288578,1.3175626,0.96198076,0.6085518,0.82777345,0.43340808,0.33853793,0.29013258,0.34939456,0.35325027,0.0,0.8684621,0.2939986,0.0,0.0,0.795277,1.1732736,0.73876715,0.0,0.0,0.0,1.4957532,0.9406699,0.6131981,0.4251648,1.0976938,0.86385846,1.0273057,0.0,0.0,1.0547413,0.6843084,0.4605012
adastramovie,0.29078925,0.1279698,0.31545916,0.0,0.38927427,0.5732637,0.42341325,0.44904158,0.5090495,0.106365904,0.22672936,0.34200937,0.4833926,0.45217133,0.54983157,0.44716427,0.47871488,0.52094436,0.5546788,0.3970054,0.42893732,0.59802896,0.0,0.23824929,0.3243698,0.29833412,0.26444966,0.0,0.52138424,0.18103391,0.0,0.013349049,0.41485915,0.68312865,0.2509973,0.0,0.0,0.0,0.97109973,0.6039633,0.3867225,0.43247917,0.42152935,0.68189657,0.57792926,0.0,0.0,0.3789456,0.42704532,0.2943946
adogsjourneymovie,1.1026671,0.5678804,0.44450185,0.0,0.34444174,1.5026098,0.39694935,0.83958393,1.1373674,0.22580118,0.06836361,1.1081345,0.75820357,1.0821233,0.6874194,1.2382351,0.2452952,1.0308653,1.5617855,1.142777,0.6889133,1.1734182,0.4945796,0.67648256,0.67982954,0.7840346,0.6474162,0.0,1.0601499,1.0737547,0.0,0.0,0.52433443,1.0054682,0.14321905,0.0,0.0,0.0,2.2145348,1.210088,0.80445796,0.86668104,1.4550338,1.5285537,1.2458628,0.0,0.0,1.4434595,0.27918902,0.8084125
aftermathmovie,0.4485284,0.18643162,0.3791188,0.0,0.45678577,0.42808625,0.37745547,0.43050405,0.404226,0.08298384,0.016606469,0.49365488,0.4179802,0.5120318,0.21099916,0.51518416,0.43135107,0.4127702,0.7142292,0.4183761,0.51296026,0.50752157,0.28318307,0.46966958,0.17085877,0.47566074,0.2491925,0.0,0.256102,0.278887,0.0,0.0,0.400882,0.56937355,0.3946813,0.0,0.0,0.0,0.81097436,0.49927127,0.36722523,0.34221613,0.5615089,0.56649494,0.44459242,0.0,0.045531876,0.46506527,0.2206022,0.36321202
aftermovie,0.35832655,0.17258094,0.2729355,0.0,0.3818125,0.5704252,0.59410477,0.61972755,0.30092984,0.2644104,0.10464354,0.31482723,0.52052456,0.37358916,0.4665913,0.63986504,0.46813187,0.6361232,0.6768817,0.4399131,0.5729774,0.74642473,0.20469493,0.3299701,0.1948847,0.32233804,0.2437042,0.0,0.38039008,0.23485968,0.0,0.0,0.50569826,0.80993503,0.3788472,0.0,0.0,0.0,0.99671125,0.5729855,0.31036833,0.41499206,0.49960184,0.6685889,0.56320417,0.0,0.0,0.48497528,0.44109088,0.4745519
ahiddenlifefilm,0.27486813,0.1278603,0.20710126,0.0,0.26553732,0.35079482,0.32556927,0.27264416,0.29268447,0.110704154,0.08089857,0.2827612,0.25501883,0.31122214,0.26606,0.33798537,0.23723835,0.34696066,0.42323872,0.2718047,0.28657585,0.3393431,0.13475728,0.26862207,0.1281841,0.27764058,0.18169487,0.0,0.26156473,0.17703441,0.0,0.0,0.24779657,0.38036895,0.2213287,0.0,0.0,0.0,0.5628736,0.33453083,0.21399607,0.27922496,0.3376772,0.35105893,0.35940635,0.0,0.006524019,0.2808765,0.221605,0.25139996
alitamovie,0.49965426,0.08989643,0.4394338,0.0,0.61002064,0.61337537,0.89821285,0.7053482,0.76912796,0.3612391,0.1473661,0.5008087,0.5182514,0.5522295,0.654773,0.9142835,0.5104284,0.6519665,1.11253,0.63345397,0.62544227,0.85355103,0.0,0.6938184,0.26435742,0.6587415,0.33312845,0.0,0.60868424,0.22910163,0.0,0.0,0.6840342,0.7156437,0.5974997,0.0,0.0,0.0,1.4655533,0.90205556,0.15538675,0.5062325,0.3783206,0.78513765,0.8571553,0.0,0.038538612,0.32732737,0.67986226,0.681833
