movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.0,0.50492483,0.47502235,0.0,0.0,0.47977874,0.23170885,0.5492604,0.59116644,0.6721901,0.28675896,0.034177307,0.57909626,0.51229674,0.15433605,0.54820883,0.5240688,0.19706273,0.6940316,0.5281103,0.0,0.6532051,0.3572647,0.0,0.26588604,0.35891867,0.64134413,0.19494234,0.0,0.3971789,0.47271064,0.57219553,0.37492433,0.5637695,0.24719034,0.5948037,0.2840742,0.43739834,0.44315526,0.64029706,0.3751035,0.54772335,0.3707349,0.53246087,0.4115359,0.29995552,0.52073216,0.075392514,0.6032295,0.0,0.299851,0.28902748,0.48160878,0.5370553,0.13143945,0.0,0.46804982,0.045703962,0.37538436,0.0,0.48352924,0.6401715,0.21353358,0.37687615,0.4304131,0.5754833,0.4017874,0.48660544,0.4909389,0.48076826
47metersdown,0.0,0.8607848,0.6193447,0.0,0.1045072,0.49314514,0.2182925,0.39894074,0.5380273,0.8572501,0.55453694,0.017995518,0.54474986,0.5505026,0.56622916,0.7885257,0.5110853,0.26583493,0.816519,0.59868556,0.0,0.7810051,0.6961081,0.0,0.39988017,0.4775208,0.83306324,0.23691575,0.0,0.5349693,0.5684324,0.6094176,0.54063314,0.52698976,0.19205612,0.7963392,0.5962235,0.5755365,0.8412524,0.8438637,0.42607304,0.72331214,0.534797,0.7821675,0.55805486,0.27903023,0.71841234,0.26688004,0.6319964,0.0,0.38655588,0.2806882,0.58462524,0.76504624,0.07251239,0.0,0.81696165,0.11178347,0.6190517,0.0,0.52989244,0.6257995,0.5384323,0.67855114,0.62490845,0.6283973,0.92149335,0.5346576,0.79666615,0.5809295
abeautifuldaymovie,0.0,0.46404484,0.614327,0.0,0.0,0.50660485,0.16754392,0.507527,0.5450828,0.48035836,0.21884374,0.0,0.62249696,0.31696504,0.38155594,0.5251322,0.48561,0.21325974,0.6704588,0.46780074,0.0,0.5042611,0.45426592,0.0,0.3374019,0.16635148,0.730223,0.51892847,0.0,0.36807656,0.42819566,0.5755738,0.31295633,0.39767417,0.088111684,0.61105645,0.3956747,0.61252797,0.5601623,0.6989459,0.50806874,0.34622195,0.5219848,0.6214624,0.4057217,0.23241821,0.42467526,0.026640456,0.4150268,0.0,0.083962366,0.25334564,0.38652763,0.5058718,0.14681466,0.0,0.4351485,0.176541,0.27317223,0.0,0.7297457,0.54984426,0.34225723,0.36591697,0.44937918,0.48724982,0.4912657,0.31347227,0.27043816,0.35216162
abominablemovie,0.0,0.7818371,0.8519962,0.0,0.0,0.87170947,0.3689217,0.8760088,0.798612,0.66419613,0.2463162,0.0,0.6916797,0.8147491,0.677155,0.69748884,0.5498713,0.15072261,0.86878175,0.70694655,0.0,0.7304873,0.91982496,0.0,0.4738335,0.44454768,0.9897912,0.3932868,0.0,0.27220607,0.54156023,0.9006098,0.56431293,0.9188865,0.40799817,0.5788125,0.41455346,0.7350035,0.52873087,1.035271,0.9277861,0.52812815,0.4785176,0.6888128,0.47419658,0.46922114,0.5768862,0.0,0.72887766,0.0,0.2508768,0.651788,0.6981635,0.7798439,0.3753488,0.0,0.5792782,0.118252985,0.5519107,0.0,0.5768622,0.86541855,0.6798238,0.7967011,0.9049482,0.9323159,0.7415003,0.97300833,0.7394834,0.7245983
adastramovie,0.0,0.59801024,0.39018452,0.0,0.0,0.4988844,0.2821125,0.42573214,0.5944774,0.6068986,0.2996935,0.08708801,0.47121206,0.4735063,0.25681973,0.48372465,0.52487046,0.25084743,0.5524106,0.4480175,0.0,0.60603017,0.51438403,0.0,0.29881436,0.24006008,0.6653457,0.2733636,0.0,0.4957944,0.53568846,0.32580343,0.3873103,0.47238743,0.071205005,0.45464173,0.22924294,0.55985856,0.54721206,0.63608474,0.43085074,0.4859996,0.5332757,0.52413666,0.4443191,0.33231014,0.42970932,0.09668591,0.5626471,0.0,0.2502363,0.45101854,0.3523222,0.5385214,0.108428255,0.0,0.46289945,0.08735632,0.5316126,0.0,0.5934323,0.4460081,0.33710137,0.28327227,0.37308618,0.5396308,0.6244406,0.4087427,0.39464042,0.50794774
adogsjourneymovie,0.0,1.021045,1.0257787,0.0,0.0,1.096564,0.3669784,1.078493,1.3501066,1.2750611,0.67932224,0.5131779,1.3290716,1.0429797,1.0053499,1.392684,0.5296766,0.22243655,1.3569927,1.2347727,0.0,1.022933,1.0982544,0.0,0.6696999,0.32693127,1.953435,0.759209,0.0,0.5075018,0.94980806,0.9723956,0.5756874,0.7305365,0.0,1.2529365,0.47771513,0.85784364,0.6836811,1.6966263,0.9231701,0.96234953,1.2755084,1.0826569,0.772235,0.6416501,0.9948794,0.0,1.0481478,0.0,0.5360113,0.41383252,0.72861695,1.1961633,0.0,0.0,0.7081533,0.0,0.6110987,0.0,1.5358294,1.138756,0.9401116,1.0036625,1.1513429,0.7427728,1.3189481,1.1878331,0.87996435,1.0404936
aftermathmovie,0.0,0.37105474,0.36760294,0.0,0.0,0.31011015,0.20527837,0.34707463,0.4358356,0.5147974,0.22597268,0.08641422,0.39480826,0.45290077,0.15342811,0.5524489,0.31763056,0.07082539,0.5194758,0.3570459,0.0,0.36373287,0.27344477,0.0,0.25301906,0.28085974,0.47575852,0.30304646,0.0,0.405029,0.45220256,0.32370344,0.2964833,0.2580743,0.13923466,0.39196908,0.26863885,0.33698177,0.44228542,0.5455925,0.33730796,0.34205988,0.31043768,0.32043466,0.2784985,0.22801101,0.3927671,0.018205017,0.4521629,0.0,0.17008696,0.18825804,0.37205324,0.37918893,0.23237255,0.0,0.3980862,0.03835889,0.32809952,0.0,0.5511705,0.39270163,0.2838258,0.32403326,0.50681305,0.41024444,0.37194094,0.4339842,0.38692746,0.36564487
aftermovie,0.0,0.48148742,0.44615182,0.0,0.0,0.5743647,0.2682953,0.42845842,0.6465883,0.6648958,0.2751941,0.13255401,0.50594354,0.5195908,0.24360946,0.5224893,0.47768217,0.17038524,0.757367,0.43636382,0.0,0.5764647,0.514082,0.0,0.41489252,0.32682708,0.76047015,0.22180934,0.0,0.49513215,0.6833403,0.43235248,0.40791944,0.4681201,0.051445138,0.6011297,0.26486844,0.58089006,0.4324453,0.7435475,0.52813256,0.57379353,0.49554443,0.5886797,0.30450037,0.2922694,0.5497054,0.11542445,0.6358601,0.0,0.08302275,0.39332768,0.38745776,0.48075154,0.12197928,0.0,0.49463934,0.052722655,0.43892622,0.0,0.6697347,0.6467715,0.36893678,0.58214545,0.5092993,0.5437887,0.42583987,0.5754452,0.51591235,0.43851742
ahiddenlifefilm,0.0,0.20650122,0.21889183,0.0,0.0,0.22618288,0.08921252,0.18540877,0.25697768,0.2689668,0.12790868,0.036578737,0.24384683,0.2146861,0.12510622,0.25545406,0.16643102,0.08212746,0.28367996,0.20640303,0.0,0.2277426,0.19109453,0.0,0.124037,0.12206712,0.32674044,0.14404726,0.0,0.16034868,0.24255773,0.18891682,0.17957991,0.1709629,0.06063095,0.24026053,0.12732464,0.2333063,0.21366908,0.31161198,0.20449547,0.20645484,0.21887082,0.22018974,0.14933354,0.12982929,0.2324557,0.01672471,0.2615344,0.0,0.07825003,0.1448905,0.176313,0.2118223,0.06403095,0.0,0.21722874,0.04170236,0.17694391,0.0,0.25996852,0.22795258,0.1721645,0.1809425,0.25040862,0.21770757,0.22550736,0.22244921,0.19080752,0.20282166
alitamovie,0.0,0.9600564,0.61255646,0.0,0.0,0.6445457,0.324275,0.8113046,0.6669591,0.9068913,0.61221546,0.1753916,0.6694124,0.82227093,0.5012065,0.8167264,0.66530985,0.088504225,0.7619121,0.6131183,0.0,0.7111444,0.5931039,0.0,0.45761448,0.3976511,0.9073159,0.30249676,0.0,0.5046449,0.76765865,0.7149279,0.5626432,0.73125845,0.21566224,0.6950315,0.35613865,0.62330604,0.583569,0.9025483,0.58291,0.6530963,0.6454283,0.79880375,0.25582993,0.053476535,0.31477183,0.0003296798,0.745859,0.0,0.3253942,0.56297237,0.64413816,0.7593851,0.32374233,0.0,0.5386853,0.0,0.5279854,0.0,0.7226542,0.8501452,0.37518513,0.64356375,0.82133883,0.66592443,0.5829709,0.953928,0.55774033,0.49497056
