movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29
21bridgesmovie,0.5789093,1.0308518,0.7370826,0.90307677,0.9985864,0.42935094,0.65673035,0.4420967,0.780938,0.8703072,0.7410891,0.19805646,0.5273261,0.6691066,0.17722553,0.7617833,0.7029457,0.6343125,0.5188273,0.43122903,0.6561392,0.7529895,0.5670411,0.88497806,0.65031177,0.056086097,0.78639835,0.39111525,0.69530994,0.47239527
47metersdown,0.4995523,1.0926484,0.92540705,0.9476253,1.1370409,0.86653084,1.1091443,0.79060113,0.5906732,0.97904,0.2990978,0.14468856,0.3639592,0.43249887,0.34359393,0.90420353,0.7053014,0.57203496,0.7667965,0.5026957,0.7064497,0.88999254,0.87890846,0.92347,0.6319979,0.21378526,0.7917818,0.4718119,0.6678021,0.45355982
abeautifuldaymovie,0.30381057,0.83422935,0.6015192,0.6592785,0.86833274,0.4975444,0.6777359,0.46145073,0.80499613,0.8014843,0.48508093,0.0,0.33189923,0.4638694,0.37190008,0.532992,0.61133665,0.46288988,0.4548921,0.36443284,0.56211203,0.51524705,0.39499313,0.44700435,0.5692988,0.0,0.64353,0.21725084,0.5316552,0.3957768
abominablemovie,0.68764335,1.1509141,0.6156177,0.96420956,1.1478171,0.75745815,0.9081879,0.5731262,0.967129,1.2327287,0.43635106,0.0,0.40216994,0.7296235,0.6622527,0.63816154,0.7110753,1.0113975,0.5756894,0.7247417,0.7689863,0.7673724,0.72216994,0.77214646,0.67220086,0.0,0.5267112,0.3917846,0.8131814,0.4758064
adastramovie,0.5499203,0.75850403,0.5424325,0.4391834,0.5284571,0.35493073,0.54512,0.35870257,0.65510494,0.5828427,0.51429725,0.034092404,0.2343509,0.5636675,0.13080582,0.65650856,0.7504465,0.49632993,0.44837615,0.35520393,0.35120702,0.38394874,0.38219395,0.5777154,0.53031784,0.052346133,0.56806135,0.3231095,0.67451966,0.4029104
adogsjourneymovie,0.33651236,1.8246592,1.8163908,0.9947853,1.5770953,1.2491693,1.2379692,1.0034081,1.0018452,1.4229282,0.37759888,0.071398556,0.31492448,0.78972274,0.16419795,1.1324737,1.1288067,0.45012304,1.1185647,0.61618364,0.8752111,1.0938405,1.126315,1.0514483,1.3508509,0.031022307,1.0953734,0.37466568,1.2836505,0.6422521
aftermathmovie,0.3779804,0.63140327,0.5850078,0.57831514,0.63971245,0.51131475,0.52437216,0.2810198,0.5515834,0.5684745,0.42042014,0.19085872,0.21139097,0.41764784,0.19233951,0.5823273,0.6796371,0.3515409,0.3611639,0.20548798,0.4783562,0.5825485,0.44770575,0.45153862,0.6048464,0.045063682,0.48062298,0.26568276,0.62024426,0.28071934
aftermovie,0.4592603,0.98297524,0.93531835,0.7418667,0.8498172,0.48734358,0.5704069,0.72789955,0.6218913,0.7792903,0.36891773,0.15771447,0.49353278,0.7403642,0.3950219,0.6778755,0.8098846,0.50644404,0.5015982,0.4025514,0.8877942,0.64013904,0.5610512,0.41130608,0.54336506,0.0,0.7830676,0.51928186,0.9471296,0.40289086
ahiddenlifefilm,0.23070845,0.45935783,0.38864392,0.3253675,0.43184224,0.30132195,0.36079443,0.25307408,0.3293659,0.387185,0.24197437,0.03112424,0.20327635,0.27822602,0.13629466,0.31153136,0.337025,0.25986472,0.2764413,0.22275184,0.30477703,0.3600186,0.2446527,0.30268925,0.31710073,0.0076766564,0.3248026,0.18083765,0.34172937,0.2223045
alitamovie,0.583639,1.0237982,1.0015008,0.70331573,0.91360205,0.8781143,0.8780501,0.46321288,0.762484,0.8172768,0.5393641,0.0,0.6130914,0.87438,0.087577224,0.86728406,1.0232524,0.54385865,0.65821654,0.38687062,0.84848756,0.5460666,0.6445127,0.4813833,0.8801247,0.12890159,0.95721143,0.5459499,0.5963054,0.5199814
angelhasfallen,0.5106974,1.025865,1.0931903,0.66367245,1.0709406,0.6752499,0.79108393,0.57949203,0.93228453,1.138777,0.7332078,0.0,0.45963496,0.9543107,0.26573795,0.550157,0.8550504,0.6214614,0.797422,0.60197103,0.64830333,0.71594757,0.38887984,0.66952467,0.72517926,0.0,1.0172503,0.8307283,0.93522394,0.3852523
angrybirdsmovie,0.6882718,1.5680357,1.4965488,1.0444034,2.164988,1.2185314,0.906517,1.0806761,1.7617654,2.0406704,0.7632777,0.0,0.9960125,1.1475447,0.26209518,1.2965791,1.0350908,0.40517822,1.3856266,0.9811387,1.1160535,0.95513767,0.7758561,0.6922891,1.4816176,0.0,1.755596,0.8300913,1.0745839,0.65654933
annabellemovie,0.8297015,1.1213263,1.1639789,1.0897719,1.5611415,0.8836597,0.9934943,0.78608525,0.9825453,1.1210337,0.56141686,0.16236626,0.62032545,0.6981548,0.6606526,0.8198458,1.0763199,0.68994546,0.83326036,0.5010954,0.9202652,0.9752544,0.6450377,1.124222,0.7661659,0.0,0.6927289,0.64659894,0.98560655,0.6300188
annamovie,0.50162685,0.8832495,0.8369867,0.847296,1.0181255,0.72887486,0.8973344,0.72849977,0.8074866,0.8579956,0.4583453,0.115771845,0.4565395,0.5227446,0.27297896,0.64282364,0.61782634,0.59652936,0.65709347,0.40459946,0.535708,0.85453933,0.47695228,0.69008875,0.79750586,0.0,0.6058779,0.3405226,0.7179495,0.53685844
apollo11movie,0.37578627,0.62384564,0.6329995,0.44493482,0.73618186,0.48522946,0.5857094,0.42804593,0.34019253,0.41726074,0.2912242,0.0678452,0.21134935,0.32056445,0.18012103,0.45583034,0.43851674,0.32090628,0.43090582,0.36541882,0.52373785,0.46931028,0.3108136,0.44383323,0.49817392,0.024738017,0.44721127,0.13441727,0.43965194,0.24654779
arcticdogsmovie,0.5368448,0.87016636,0.73617905,0.87066305,0.9747776,0.5956637,0.87531424,0.45241758,0.5462934,0.8041371,0.4471059,0.0,0.3602786,0.50107366,0.43010053,0.68418944,0.65709025,0.63093746,0.7556511,0.62208974,0.6552692,0.7950451,0.793561,0.58370507,0.9357417,0.029928155,0.55859566,0.39212018,0.9473437,0.5099134
arcticmovie,0.32503918,0.66097766,0.70131904,0.38978466,0.6006425,0.49546355,0.4393224,0.31421554,0.45690066,0.49916646,0.34834328,0.04993014,0.2573679,0.3594287,0.17590937,0.4612689,0.36686262,0.32899618,0.47464642,0.37445116,0.49934807,0.4311121,0.39582235,0.5275526,0.6186599,0.2517022,0.63865644,0.37510073,0.39467314,0.27570525
artofracingmovie,0.6560897,0.9411242,0.6560078,0.7028285,1.0173495,0.40089208,0.79641616,0.5067108,0.7192331,0.7763847,0.6348114,0.0,0.34695518,0.6385893,0.17173332,0.645965,0.9756389,0.43746012,0.7197446,0.4556337,0.6634272,0.5697711,0.4399623,0.8459138,0.8395644,0.0,0.79827106,0.5134627,0.73026055,0.61384857
