movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69
21bridgesmovie,0.4901105,0.0,0.32043558,0.58390063,0.44465163,0.61818564,0.4752137,0.26598507,0.4660855,0.43927205,0.5811592,0.6782289,0.7055054,0.5262219,0.48215643,0.7852663,0.10358609,0.46013948,0.64468193,0.67328995,0.0,0.64266306,0.6072504,0.809289,0.55035883,0.652356,0.41661027,0.42239833,0.0,0.36359435,0.42311537,0.69737977,0.52974206,0.68324226,0.0,0.62220615,0.5037735,0.6626774,0.55549115,0.46133858,0.6534305,0.6019359,0.19360866,0.5453146,0.8669834,0.60858554,0.4100524,0.2538573,0.0,0.0,0.5497092,0.0,0.56153834,0.49493897,0.40084618,0.0,0.2206439,0.77091026,0.0,0.37410423,0.07423831,0.4851911,0.4739996,0.5940982,0.7903497,0.42491722,0.3666098,0.21218972,0.73412275,0.6728409
47metersdown,0.22606127,0.0,0.33370915,0.4759643,0.38517022,0.77689976,0.36847097,0.31828278,0.75616944,0.36607993,0.41409385,0.6125731,0.64834774,0.52029204,0.44451168,0.8232464,0.14849806,0.69493604,0.45788926,0.69414145,0.0,0.5830118,0.6523232,0.6395406,0.654768,0.7247327,0.89515173,0.24903604,0.0,0.36120966,0.3661134,0.6641247,0.60302067,0.7386971,0.0,0.76899356,0.5042154,0.2856278,0.5440536,0.59107226,0.5941417,0.7305539,0.27208415,0.5519829,0.84821,0.61685914,0.49640286,0.3279288,0.0,0.0,0.6688143,0.0,0.55696774,0.48674756,0.44297138,0.0,0.26494598,0.7038292,0.0,0.5045211,0.14121893,0.6161629,0.5949845,0.51817834,0.65906584,0.53574187,0.40524542,0.20288658,0.8353412,0.886486
abeautifuldaymovie,0.27689597,0.0,0.11828415,0.4663699,0.34371737,0.48627508,0.49571753,0.27126673,0.5257773,0.27533552,0.5021046,0.26149863,0.6624967,0.4017524,0.27077442,0.68260825,0.09551272,0.3385255,0.68515563,0.49710128,0.0,0.6783729,0.63927764,0.59115356,0.33627883,0.424762,0.50734663,0.32322165,0.0,0.3374172,0.33928183,0.501084,0.36276287,0.4820188,0.0,0.5143676,0.32996505,0.57301825,0.45392588,0.4450112,0.5057964,0.4736861,0.2657799,0.46929172,0.601325,0.5938083,0.3523987,0.3649649,0.0,0.0,0.5459424,0.0,0.4822983,0.48775125,0.36468524,0.0,0.26924324,0.56949556,0.0,0.37023973,0.13255277,0.4610945,0.42422268,0.540149,0.4862156,0.39956903,0.41333702,0.18418302,0.62581944,0.66859967
abominablemovie,0.43681744,0.0,0.38868406,0.71423507,0.36702293,0.91602314,0.45223278,0.35996267,0.85775554,0.4163565,0.9390752,0.63802963,1.0059088,0.64568824,0.572621,1.1496634,0.184781,0.60617244,0.52249765,0.753878,0.0,1.1696343,0.9719234,0.99947387,0.82638216,0.8126306,0.74229723,0.57945377,0.0,0.9052671,0.5398981,0.97434235,0.6322216,0.8308389,0.0,0.90158534,0.68557477,0.91698337,1.0626271,0.589144,0.6140707,0.8695522,0.07273559,0.7017023,1.36575,0.84050554,0.7525406,0.36160257,0.0,0.006045116,0.8537261,0.0,0.9410145,0.72878957,0.29408765,0.0,0.26369458,0.8611137,0.0,0.71705955,0.5257495,0.7506514,0.40704432,1.0200108,0.4325455,0.77912563,0.5679466,0.5699525,1.022419,1.0356348
adastramovie,0.21136235,0.0,0.37420234,0.24113575,0.35277197,0.29362482,0.36345136,0.2534493,0.45334274,0.2606969,0.36315855,0.3396923,0.5230392,0.3805519,0.28335828,0.59369284,0.10747051,0.20753348,0.47991168,0.45728636,0.0,0.5613854,0.6475014,0.5927281,0.40836367,0.18430208,0.4706238,0.34701437,0.0,0.42455825,0.35947055,0.4261762,0.4019075,0.5285562,0.0,0.47267437,0.36608994,0.5836065,0.4531523,0.31503114,0.38202804,0.45277223,0.10149738,0.45686013,0.7844525,0.5566394,0.34548134,0.33215395,0.0,0.0,0.41312173,0.0,0.43723756,0.2933395,0.28265578,0.0,0.33595973,0.57205874,0.0,0.25867862,0.09901141,0.36322746,0.30469415,0.40732345,0.4374446,0.41571307,0.3373694,0.12965481,0.4577921,0.51218146
adogsjourneymovie,0.60962147,0.0,0.3487427,0.9472318,0.73232853,1.0941101,0.8031726,0.35068405,1.0046537,0.99285364,1.1441323,0.6668136,1.3768979,0.90059286,1.07701,1.2271549,0.07845083,0.8440244,1.2388631,1.5156937,0.0,1.271134,1.4634324,1.6768214,1.1130135,0.90571266,0.67103827,0.48868522,0.0,0.9018452,0.77003515,0.70528924,1.0207851,1.056405,0.0,1.0532258,1.0803503,1.0830517,1.1394618,0.60463077,1.1805084,0.7307919,0.25382006,1.1597085,1.2805177,1.2336725,0.7832575,0.65847594,0.0,0.0,1.2042838,0.0,1.1909308,0.9407255,1.0922194,0.0,0.2619338,0.77289826,0.0,0.9922973,0.0,0.7866503,0.6207739,0.97583055,0.9096168,1.003763,0.69984114,0.44931343,1.1310844,1.2140198
aftermathmovie,0.21617477,0.0,0.24436167,0.3577824,0.27616492,0.41205204,0.23697802,0.26206112,0.5198679,0.22708899,0.42725867,0.2854582,0.46731064,0.43145305,0.22105175,0.50716406,0.073128544,0.33795652,0.49037078,0.3843095,0.0,0.45923215,0.40306413,0.4637774,0.3473092,0.3783558,0.2788773,0.42403588,0.0,0.2560657,0.3506758,0.4320147,0.41939598,0.41363642,0.0,0.57819086,0.3406142,0.35573012,0.303893,0.37680322,0.5072841,0.31178805,0.019038359,0.29866213,0.5868738,0.4862776,0.2975337,0.2214083,0.0,0.0,0.3135753,0.0,0.36775523,0.35653883,0.3099603,0.0,0.19911528,0.4781372,0.0,0.25511375,0.052024864,0.4199594,0.29811737,0.40250635,0.47439536,0.34027326,0.31158674,0.20188424,0.4223476,0.5260469
aftermovie,0.32515508,0.0,0.18479085,0.35655707,0.318331,0.5154462,0.3686458,0.12811221,0.4801489,0.26257083,0.51375633,0.28511786,0.44429588,0.53192383,0.47297218,0.55324286,0.036840737,0.2436007,0.5284261,0.54194444,0.0,0.76341856,0.5643293,0.6603355,0.5493822,0.5215143,0.45209453,0.396136,0.012041543,0.4328913,0.3616729,0.474597,0.37250686,0.55805534,0.0,0.559634,0.285832,0.5001005,0.48308158,0.4182421,0.37886828,0.5348857,0.0048309546,0.49832937,0.5808174,0.54920655,0.45898402,0.5198235,0.0,0.0,0.45716992,0.0,0.7116413,0.47967613,0.32254836,0.0,0.4254639,0.49070904,0.0,0.3532862,0.11885626,0.57911646,0.3691274,0.40210757,0.5310975,0.3259799,0.38530007,0.22528897,0.62699395,0.52553743
ahiddenlifefilm,0.11406929,0.0,0.09734367,0.1715085,0.1677773,0.18677586,0.17436546,0.07650065,0.21797161,0.123169914,0.22281606,0.16650362,0.24163525,0.21711719,0.16367435,0.29721132,0.04901337,0.13947646,0.24429822,0.23193176,0.0,0.24870135,0.23300493,0.27794734,0.18241793,0.21033463,0.1933486,0.16698435,0.0,0.16091503,0.1358535,0.22747932,0.1762105,0.21490532,0.0,0.27441877,0.18898371,0.22412424,0.22131221,0.19010618,0.23283887,0.21114035,0.046781473,0.21063532,0.31448147,0.23056373,0.1760803,0.14619124,0.0,0.0,0.22181101,0.0,0.21488202,0.1901299,0.15002556,0.0,0.13107282,0.24200344,0.0,0.1784527,0.04489754,0.1728218,0.16222991,0.19576105,0.23832957,0.17743954,0.14723416,0.10738823,0.22888553,0.25737256
alitamovie,0.5095328,0.0,0.20104915,0.5311104,0.6345979,0.514272,0.48324275,0.38798547,0.72832155,0.36842996,0.64627135,0.5753515,0.8243216,0.59438413,0.40132093,0.94819915,0.24064109,0.21268576,0.7092323,0.57900625,0.0,0.9149859,1.0658295,1.1847726,0.77181894,0.6222255,0.7240277,0.62496215,0.0,0.58784616,0.47027123,0.83459765,0.6009623,0.76695913,0.0,0.9106569,0.3515767,0.6364976,0.6613193,0.7340225,0.82222795,0.8168307,0.0,0.8141289,1.1633513,0.6986359,0.7237581,0.4119563,0.0,0.0,0.55844134,0.0,0.6810306,0.39346743,0.29870617,0.0,0.8618296,0.7355562,0.0,0.63314617,0.15033555,0.8239824,0.604836,0.5420761,0.92065936,0.63960516,0.30879653,0.30239588,0.87755114,0.76491016
angelhasfallen,0.33386433,0.0,0.29668587,0.7118436,0.33284375,0.6630247,0.54478866,0.3289935,0.7595279,0.45874268,0.7956302,0.6191688,0.8104832,0.7735136,0.44343433,1.0037951,0.07310796,0.49264726,0.83268946,0.7099849,0.0,0.67625123,0.69847465,0.89302975,0.6259866,0.8957731,0.63795793,0.6689853,0.0,0.47793615,0.2610615,0.46530372,0.56272334,0.80921847,0.036504567,0.98447376,0.3160686,0.89281356,0.5145649,0.73208207,1.046644,0.58572155,0.0,0.51435184,0.8903093,0.89864016,0.63351196,0.5901678,0.0,0.0,0.8341725,0.0,0.7962538,0.5005905,0.6528514,0.0,0.4288278,0.4672171,0.0,0.35314238,0.08389539,0.58590764,0.5857918,0.47870797,0.6263616,0.5348996,0.42304948,0.3058745,0.8479561,0.91257703
angrybirdsmovie,1.0689927,0.0,0.25729156,1.0342232,0.7723268,1.0080098,1.1854223,0.3121189,1.2811215,0.5591548,1.1576003,1.3666466,0.89590394,1.3282101,1.1387849,2.1436405,0.0,0.54503953,1.6056743,1.4035395,0.0,1.942575,1.7779762,1.6089307,1.1264995,1.6769967,0.9810863,1.0925046,0.0,0.8664448,0.80902374,0.991037,1.270989,1.2900405,0.0,1.8354514,0.73028505,1.2563169,1.2281952,1.1635942,1.256802,1.4401071,0.122747764,1.0886884,1.6019299,1.4823301,0.84353286,0.48308587,0.0,0.04958632,0.8858888,0.0,0.9994699,1.2500746,0.7270059,0.0,0.5611601,1.2429602,0.09553342,1.1551567,0.0,1.1167305,0.8930418,1.1660122,1.7404699,0.770996,1.3034554,0.45159897,1.9002687,1.661025
annabellemovie,0.54059786,0.0,0.52140695,0.544575,0.6515096,0.7581268,0.5967493,0.3290039,0.92571473,0.5574095,0.9338152,0.5773059,1.0414704,0.8015346,0.76016307,1.0332425,0.2827934,0.5235313,0.99333483,1.0369381,0.0,1.2537969,0.8593727,0.9995035,0.69506586,0.60290194,0.7539981,0.59625745,0.0,0.7007753,0.5386955,0.9080517,0.69472,0.7093306,0.0,1.0814164,0.7166749,1.0130241,1.0155022,0.8509809,0.85531783,0.81260055,0.27621174,0.74392027,1.2261431,0.95965093,0.50120723,0.48901117,0.0,0.0023309197,1.009253,0.0,0.69364715,0.6376085,0.80550575,0.0,0.3264389,0.82307917,0.0,0.51450336,0.11711623,0.74072367,0.5961354,0.6944784,0.9061551,0.70219564,0.36414573,0.29479083,0.9593137,1.2515899
annamovie,0.1830011,0.0,0.17373905,0.41047695,0.32726055,0.44551313,0.26449776,0.11977546,0.5010443,0.2938114,0.57821774,0.4297136,0.5387622,0.45194486,0.48907116,0.70504224,0.13799775,0.23507711,0.4161313,0.56942517,0.0,0.6510894,0.6381865,0.6770231,0.4628965,0.59029204,0.4293359,0.47584444,0.0,0.41633013,0.34246898,0.38155958,0.38951626,0.51219445,0.0,0.64705354,0.31958294,0.6043876,0.5675697,0.31023222,0.4066525,0.410687,0.036284,0.5383696,0.73027164,0.62261343,0.30126822,0.29631868,0.0,0.0,0.53879017,0.0,0.5119326,0.3278336,0.3191798,0.0,0.23437443,0.65236133,0.0,0.26217344,0.11465161,0.5280877,0.37463677,0.40843284,0.58021694,0.3599873,0.35963106,0.21691358,0.47656018,0.71564484
apollo11movie,0.0769613,0.0,0.16222192,0.37203103,0.2081407,0.29438922,0.21712188,0.23482518,0.4528873,0.20477478,0.3539764,0.3459683,0.40900508,0.28790492,0.118142426,0.5453888,0.06294723,0.15323336,0.365725,0.38171577,0.0,0.39599228,0.39799199,0.41537973,0.26697525,0.35077208,0.39208654,0.24921477,0.0,0.33410364,0.23755008,0.443429,0.21043533,0.33718818,0.0,0.4798409,0.30796903,0.42240533,0.3684144,0.293794,0.337293,0.28005767,0.037581533,0.38507363,0.48509905,0.3586481,0.2095364,0.1735727,0.0,0.0,0.34917682,0.0,0.36083984,0.31349063,0.17303373,0.0,0.20731871,0.38646033,0.0,0.23797187,0.040875778,0.2762417,0.30755198,0.34495303,0.41911212,0.28772134,0.26288885,0.22547585,0.30415228,0.4101668
arcticdogsmovie,0.26288137,0.0,0.20280492,0.45273793,0.46364814,0.47964427,0.46744084,0.26543304,0.46134812,0.41031992,0.53947335,0.5900791,0.5715153,0.5110508,0.3265544,0.6295163,0.060755935,0.36375996,0.56361234,0.57047474,0.0,0.59821606,0.71112365,0.60644835,0.5137456,0.493033,0.522952,0.295095,0.0,0.2889163,0.38831177,0.6324422,0.47889957,0.5565275,0.0,0.54044783,0.47707096,0.48740354,0.46172145,0.5332762,0.5489703,0.41892728,0.15884854,0.5872933,0.68854886,0.54714304,0.38805977,0.5013964,0.0,0.0017672759,0.49629974,0.0,0.48390076,0.37660307,0.26780784,0.0,0.19270845,0.45255598,0.0,0.41002724,0.19953057,0.48296082,0.43825257,0.4614547,0.5980102,0.45918953,0.35139316,0.26570195,0.6376092,0.6300979
arcticmovie,0.35180786,0.0,0.10260023,0.20942259,0.27746007,0.3564487,0.31161237,0.18036222,0.4571789,0.33687866,0.48269185,0.3203727,0.4646751,0.34794086,0.28130084,0.5164713,0.0,0.33356485,0.5218489,0.42097786,0.0,0.38726062,0.47303414,0.5019604,0.2733067,0.32378724,0.3832482,0.31276625,0.0,0.3330807,0.3750175,0.5052917,0.28996935,0.40315697,0.0,0.5177285,0.4248884,0.47093427,0.45862004,0.39852092,0.37233695,0.31738433,0.06953736,0.44501445,0.59592146,0.37170592,0.3368922,0.30357018,0.0,0.021076344,0.3640351,0.0,0.4823148,0.39314586,0.3010878,0.0,0.3314219,0.44135192,0.0,0.42704862,0.11071121,0.2907895,0.31599906,0.35852134,0.46817678,0.44942197,0.20892085,0.17229685,0.46966547,0.4651296
artofracingmovie,0.39117703,0.0,0.32396337,0.29454938,0.611276,0.37850976,0.5129651,0.22150718,0.5047109,0.38042656,0.5939971,0.48526222,0.5791831,0.5546203,0.37708947,0.933623,0.18140033,0.19234559,0.62463665,0.5183243,0.0,0.8026586,0.7108528,0.7494977,0.47257233,0.2615322,0.3920788,0.44852868,0.0,0.58509266,0.5034407,0.7938077,0.4884279,0.75388056,0.0,0.50616795,0.34486422,0.5736833,0.48307782,0.4459175,0.6328677,0.6869544,0.0,0.4830474,0.8334831,0.5246722,0.44454202,0.39665774,0.0,0.0,0.4205997,0.0,0.75764394,0.37879437,0.3272618,0.0,0.4881153,0.6457484,0.0,0.26138902,0.11066785,0.44626018,0.51458275,0.57125175,0.6553253,0.4966268,0.53594774,0.22098555,0.56129515,0.8591338
avengers,0.37434134,0.0,0.30403852,0.35684288,0.39404976,0.3252439,0.37185204,0.21246572,0.38697028,0.23540072,0.42201832,0.4241317,0.5661477,0.4154085,0.34310958,0.6418164,0.106868856,0.36761466,0.46282488,0.4579277,0.0,0.46492225,0.51182574,0.40423545,0.27430454,0.38257137,0.34650066,0.25015002,0.0,0.24765037,0.2832288,0.48448735,0.3692496,0.5283129,0.0,0.61491805,0.40018576,0.3961899,0.5722845,0.25449666,0.37652603,0.29749748,0.23178391,0.37494725,0.70454925,0.48138684,0.20178111,0.25878796,0.0,0.10064106,0.47253776,0.0,0.31337112,0.39199418,0.27908403,0.0,0.30972207,0.565896,0.0,0.19414276,0.11691991,0.3452883,0.34697804,0.465843,0.6168444,0.43140385,0.27929404,0.24207741,0.4494702,0.4736923
beachbummovie,0.25387692,0.0,0.10994227,0.46279794,0.24296601,0.42343083,0.27001542,0.21010217,0.7286051,0.37779784,0.5682218,0.4351716,0.5046544,0.4391135,0.17110781,0.628026,0.05775529,0.3874825,0.43099207,0.67087096,0.0,0.5409993,0.46838105,0.65034777,0.3788256,0.45400286,0.54126215,0.4091661,0.0,0.27752173,0.24124905,0.70877814,0.41438046,0.5543088,0.0,0.7010147,0.38630635,0.4848854,0.649967,0.47400725,0.5638053,0.24901478,0.033851832,0.48659626,0.7969728,0.5072617,0.47137552,0.26347733,0.0,0.0,0.47125477,0.0,0.39133802,0.5522871,0.24438216,0.0,0.20272651,0.4695671,0.0,0.4096501,0.15788013,0.5099412,0.31055403,0.5312928,0.45515054,0.40460524,0.34139118,0.17093909,0.36136493,0.52288747
bernadettefilm,0.51837415,0.0,0.2960095,0.43999192,0.46934253,0.6430256,0.47161162,0.2588984,0.51241225,0.63999283,0.62431586,0.4283268,0.71467054,0.7694833,0.53026944,0.6538069,0.102807686,0.46006456,0.75664985,0.57538134,0.0,0.62374055,0.60014147,0.63039964,0.47207797,0.56140983,0.43012604,0.4595884,0.0,0.39392465,0.42122635,0.6776503,0.36296433,0.7199734,0.0,0.8077441,0.46441358,0.56741756,0.4670055,0.42502928,0.41032955,0.6005969,0.118682876,0.46255517,0.7550606,0.55589825,0.45741618,0.41537237,0.0,0.02916702,0.59758157,0.0,0.56337386,0.5567068,0.46861088,0.0,0.45792562,0.89949566,0.0,0.2849137,0.30209142,0.44646758,0.47676742,0.38227794,0.7100071,0.5081913,0.2934257,0.2597981,0.5334247,0.7595112
