movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159
21bridgesmovie,0.3558228,0.0,0.28390443,0.36780018,0.0,0.0,0.099411406,0.0,0.50616264,0.0,0.17948774,0.1894329,0.18316028,0.27716798,0.29316598,0.1798869,0.4184962,0.07866099,0.29389232,0.013369943,0.28396085,0.39985326,0.45164213,0.46441936,0.101568684,0.15367852,0.36742914,0.17237094,0.35141778,0.0,0.03847456,0.45510846,0.40633962,0.42617702,0.0,0.35417235,0.3300686,0.45271313,0.0,0.5280337,0.18134144,0.04172513,0.49654412,0.19705084,0.2824703,0.20169756,0.5699836,0.12993129,0.41355678,0.3227078,0.26527828,0.44610575,0.0,0.4308968,0.24471237,0.13189875,0.01928771,0.25370994,0.27033508,0.3534701,0.6509691,0.0,0.35818705,0.21901378,0.34209976,0.20491606,0.4113208,0.117055625,0.0,0.26189876,0.22094065,0.29833916,0.33187884,0.5234834,0.4094537,0.34675062,0.3643815,0.0,0.005919963,0.0,0.3018736,0.37716988,0.18226928,0.22031681,0.39810723,0.40633574,0.2564497,0.30966896,0.3227238,0.5097249,0.48124284,0.44302392,0.39530927,0.0,0.35205045,0.11324769,0.29835355,0.46025208,0.1484891,0.47050497,0.0,0.25862923,0.0,0.25877053,0.30351314,0.27871183,0.27625108,0.23721893,0.092554726,0.26238915,0.2510956,0.0,0.27456856,0.42561787,0.4702496,0.298516,0.26604563,0.0,0.0,0.28302664,0.2306986,0.21436295,0.3577858,0.31992716,0.4563508,0.36656755,0.34036854,0.19800557,0.28981084,0.31925812,0.0,0.67010355,0.33632645,0.48283744,0.32890198,0.38023087,0.30841452,0.0,0.18382835,0.25769266,0.32387182,0.51506734,0.48905003,0.4861781,0.020422889,0.3719308,0.1357466,0.25318962,0.14450917,0.0,0.08432694,0.06026621,0.31619257,0.3114215,0.4864749,0.33130848,0.43474492,0.33050388,0.40880343,0.291903
47metersdown,0.07371032,0.0,0.43672457,0.5149397,0.0,0.0,0.111911215,0.0,0.66167,0.0,0.09655971,0.40916467,0.2320028,0.48491907,0.4135906,0.25609577,0.51043737,0.43991196,0.29701102,0.0,0.46168154,0.6325276,0.68863547,0.5700616,0.26624954,0.2449839,0.4565298,0.11944748,0.42906916,0.0,0.09832366,0.4983665,0.3876054,0.5753958,0.0,0.35381332,0.3087324,0.3455609,0.0,0.6308989,0.07319803,0.2007652,0.5703527,0.20146084,0.5429054,0.22896795,0.60182333,0.09014669,0.27109754,0.29558837,0.18913507,0.48201442,0.0,0.7212264,0.3923096,0.20826194,0.058822464,0.22931403,0.5234697,0.709613,0.6562789,0.0,0.24767584,0.3589728,0.5574601,0.28652996,0.41459298,0.44734567,0.0,0.37467352,0.23700443,0.31530592,0.3243934,0.8338013,0.31039777,0.53894055,0.45148095,0.016499603,0.10673654,0.0,0.46145692,0.2963455,0.3523465,0.4230039,0.396839,0.48786417,0.17781956,0.40282047,0.45397145,0.48009205,0.46956277,0.3353899,0.59872866,0.070035316,0.35702986,0.073029555,0.5582508,0.43027678,0.27578843,0.5520506,0.0,0.5252229,0.083378345,0.40633205,0.3166491,0.39211234,0.28103903,0.5159405,0.26757237,0.3653535,0.35588324,0.0,0.37056783,0.36515394,0.5271106,0.53896034,0.21644689,0.0,0.0,0.31014067,0.35316065,0.32535866,0.5442401,0.4665164,0.5344671,0.31068325,0.39575619,0.26736593,0.5113365,0.6327344,0.0,0.68835586,0.33141062,0.7566527,0.44024962,0.77888197,0.44716486,0.0,0.30904445,0.25115725,0.48383862,0.56872624,0.2623149,0.65601027,0.100727625,0.4019892,0.07658609,0.07265399,0.101358205,0.0,0.23855717,0.3800939,0.29990816,0.32477483,0.5753958,0.60035515,0.49944174,0.17268933,0.5086194,0.49510524
abeautifuldaymovie,0.25185025,0.0,0.21436536,0.53997016,0.0,0.0,0.19114597,0.0,0.40516362,0.0,0.14903158,0.28206462,0.056816444,0.28690952,0.44096318,0.16006097,0.4339725,0.18044841,0.32147622,0.04864113,0.37856528,0.49747193,0.29379663,0.47197515,0.21538919,0.24070325,0.3148324,0.0,0.4762448,0.0,0.124214426,0.44879383,0.43763468,0.40061265,0.0,0.3107966,0.11794605,0.18953319,0.0,0.39171535,0.0,0.030752243,0.24906671,0.26415676,0.3560099,0.26381677,0.5575757,0.2874247,0.39991418,0.23309559,0.16971433,0.45908892,0.0,0.31309626,0.13910213,0.13577145,0.06529383,0.21864924,0.30974662,0.42953303,0.43058765,0.0,0.2602165,0.3744877,0.20081824,0.19569081,0.48359254,0.25138715,0.0,0.0997469,0.24662293,0.33961102,0.3090769,0.374587,0.2543011,0.48900014,0.27636087,0.0,0.069545224,0.0,0.1807873,0.33880606,0.27324536,0.391017,0.36783987,0.29930875,0.34703904,0.3517506,0.36404988,0.58947533,0.42502087,0.42895454,0.36068308,0.09110915,0.2811474,0.1524635,0.19114198,0.31133953,0.16520314,0.45339438,0.0,0.34958428,0.027946632,0.21903731,0.1812956,0.24902967,0.28394058,0.10810667,0.20675407,0.1317746,0.26824787,0.0,0.14492783,0.39887214,0.5092515,0.33824167,0.10818284,0.0,0.0,0.1967318,0.20661698,0.3264229,0.33227006,0.3334143,0.36281478,0.2510345,0.3697861,0.2448434,0.3170748,0.30766556,0.0,0.56545,0.24459141,0.64325154,0.35262308,0.42250997,0.3960116,0.0,0.0,0.12983143,0.27517644,0.28667104,0.39012086,0.46874398,0.0,0.36549005,0.18375002,0.3534436,0.02089418,0.0,0.06248548,0.23583648,0.3248505,0.38800123,0.47660002,0.3214523,0.51488096,0.2190933,0.28790438,0.38659966
abominablemovie,0.3600187,0.0,0.16359577,0.5723688,0.0,0.0,0.0,0.0,0.79868233,0.0,0.06550811,0.19483228,0.1726164,0.59272236,0.58097357,0.36320817,0.5356045,0.18665905,0.4628129,0.008787783,0.5521115,0.6553392,0.8107238,0.71486676,0.070169374,0.44273236,0.6698718,0.0,0.77700627,0.0,0.3007862,0.6931511,0.6769451,0.6332121,0.0,0.4355658,0.39279932,0.18918729,0.0,0.7630828,0.083579436,0.29743645,0.68876535,0.15383407,0.34821373,0.39034933,0.80774826,0.20500067,0.30652028,0.41466185,0.46975726,0.78248596,0.0,0.7331282,0.31105226,0.44447264,0.0,0.101573594,0.7132391,0.39206344,0.8659242,0.0,0.4653795,0.5879281,0.43244144,0.16476604,0.73564583,0.53830475,0.0,0.27661338,0.3674853,0.4034965,0.5373932,0.65405685,0.51388794,0.6191684,0.41932926,0.0,0.013901319,0.0,0.68805444,0.46261296,0.20976706,0.48113957,0.67185944,0.49883023,0.51526946,0.21628904,0.6103487,0.85422975,0.88702214,0.5048562,0.72810185,0.0,0.37506446,0.27111745,0.39764535,0.8627893,0.38691023,0.9443667,0.0,0.42344692,0.3624205,0.4071242,0.5401087,0.5746748,0.30784863,0.43935263,0.21833718,0.054212082,0.27561796,0.0,0.5691101,0.4368787,0.38073555,0.42434195,0.2665042,0.0,0.0,0.21754588,0.39320162,0.12898938,0.52485746,0.52317125,0.6089832,0.3172204,0.5540026,0.41355586,0.51576424,0.6052497,0.0,0.915271,0.48621708,0.8377949,0.7785668,0.80132085,0.35170728,0.0,0.24795,0.29860955,0.19257343,0.61830086,0.6710787,0.57437104,0.020151395,0.49829075,0.0,0.41224802,0.044821225,0.0,0.47125,0.37014106,0.21487811,0.80506325,0.63419867,0.53074026,0.92714554,0.47235394,0.49995345,0.8217562
adastramovie,0.25150758,0.0,0.29983407,0.3509202,0.046513326,0.0,0.17863134,0.0,0.2777554,0.0,0.05686243,0.2293563,0.19173354,0.30226302,0.3028421,0.08240066,0.4543942,0.098618746,0.20296773,0.10207547,0.23008446,0.36535388,0.39625013,0.44430852,0.092687435,0.17068227,0.25137982,0.0,0.35929948,0.0,0.17709757,0.40617365,0.24764302,0.35783023,0.0,0.26037356,0.24020617,0.30524045,0.0,0.39257097,0.047578663,0.12673345,0.37750864,0.1298092,0.23923585,0.22665541,0.36701393,0.22612259,0.3255794,0.2683251,0.052426975,0.34830433,0.0,0.39659938,0.27410278,0.27032483,0.0,0.1328454,0.40692702,0.2027319,0.37968066,0.0,0.3516756,0.20687331,0.32537267,0.16643825,0.29800248,0.2896002,0.0,0.08788879,0.16511844,0.202373,0.35027763,0.40775976,0.2892816,0.3586093,0.29891983,0.0,0.005680114,0.0,0.15978646,0.33042845,0.19003206,0.15830378,0.32368433,0.33094037,0.1895994,0.3906778,0.4021669,0.5138922,0.37804157,0.31705606,0.24965277,0.09829029,0.24051175,0.045802116,0.28924203,0.3592749,0.12382595,0.25863972,0.0,0.2274388,0.04939381,0.24282342,0.26298007,0.2772212,0.22872008,0.11829111,0.062270045,0.19435532,0.3684839,0.0,0.16581787,0.24306038,0.31505716,0.4047578,0.240662,0.0,0.0,0.14891367,0.27367175,0.20665275,0.31852052,0.32358083,0.32588637,0.35904634,0.40489843,0.19919,0.34502336,0.307488,0.0,0.4635053,0.2020951,0.56024283,0.2616249,0.4033998,0.3065135,0.0,0.039600044,0.16829073,0.17644252,0.3356589,0.53755677,0.44271058,0.0,0.29343337,0.19323993,0.1826257,0.0019284543,0.0,0.3211664,0.1028029,0.16317809,0.31973058,0.31115612,0.23855683,0.542725,0.1947311,0.28932944,0.34144363
adogsjourneymovie,0.37478024,0.0,0.55635476,1.2791414,0.0,0.0,0.344508,0.0,0.91536844,0.0,0.3450033,0.6353231,0.067989714,0.6946175,0.5329173,0.28767172,0.5104885,0.44992322,1.0361829,0.23388112,0.6004699,0.62547356,0.98493665,1.1871033,0.26052782,0.47667712,0.79040647,0.0,0.8984685,0.027008658,0.3328867,0.8701532,0.6929822,0.91392326,0.0,0.57042885,0.37886965,0.56559724,0.0,0.948528,0.19733183,0.020351795,1.0488245,0.57776684,0.7088975,0.21620654,1.0304308,0.6525814,0.6498777,0.33298293,0.5558499,0.6596441,0.0,1.1258918,0.7071658,0.319429,0.0,0.29738006,0.56392163,1.0741627,1.2442847,0.0,0.7706843,0.6419406,0.85374784,0.7135181,0.9300587,0.6097837,0.0,0.3201373,0.41850078,0.5819919,0.7265064,0.93365794,0.6610355,0.98129034,1.0686889,0.0,0.29155532,0.0,0.509262,0.80323744,0.43101847,0.6119559,0.76054543,0.68910664,0.49243337,1.1036278,0.7238617,1.1483316,1.2508439,0.7782068,0.82041466,0.08117871,0.48631075,0.0,0.83474576,1.3989757,0.20385428,1.327578,0.0,0.7291314,0.0,0.26537848,0.4867585,0.87773776,0.6222219,0.52019066,0.16130245,0.69465137,0.5418352,0.0,0.7229669,0.6890429,0.8369527,0.90632886,0.4941414,0.0,0.0,0.32089287,0.5989932,0.44581428,0.9848239,0.9239781,0.92777205,0.5854386,0.91866964,0.58877486,1.0498048,0.90898526,0.0,1.6390864,0.76859355,1.2200184,1.001356,1.4892873,0.68594086,0.0,0.17641664,0.29767382,0.50770116,0.605159,1.148782,1.0607971,0.0027117622,0.45640588,0.0,0.38845775,0.24528536,0.0,0.5352994,1.0165464,0.5615012,0.8415614,0.77210706,0.5170203,0.9307743,0.85571736,0.55780756,0.75698686
aftermathmovie,0.24482012,0.0,0.20185807,0.3363644,0.0,0.0,0.12838529,0.0,0.31077886,0.0,0.1708479,0.13226415,0.15593603,0.23967505,0.19451845,0.2203405,0.3503431,0.20356588,0.1345093,0.0,0.27672184,0.2701906,0.36391777,0.2970091,0.14270344,0.20214076,0.24093597,0.040918846,0.2626194,0.0,0.20270541,0.3506149,0.27220222,0.31988657,0.0,0.27656278,0.13550562,0.25174692,0.0,0.3164908,0.033161834,0.0,0.35339436,0.17325696,0.23832849,0.18056636,0.39590818,0.148143,0.2804952,0.18031693,0.113516174,0.33989674,0.0,0.38883945,0.22261792,0.090275526,0.0,0.07329076,0.2025063,0.30207717,0.29543087,0.0,0.24253225,0.08722389,0.31191522,0.18001124,0.34831268,0.15436834,0.0,0.1466985,0.21777722,0.22266935,0.24086495,0.3774097,0.18101354,0.29261416,0.30428326,0.0,0.05351666,0.0,0.18468094,0.20092341,0.20114432,0.1311636,0.16217083,0.21318433,0.21137033,0.24043107,0.2637098,0.3338245,0.35222268,0.3004912,0.24292862,0.03377971,0.22167882,0.06694625,0.22953102,0.32796147,0.12917519,0.29302874,0.0,0.28553307,0.037772384,0.15445173,0.18118876,0.29041985,0.19160688,0.15491973,0.11495183,0.20160326,0.1844292,0.0,0.17375667,0.24408573,0.2569279,0.28935602,0.11592592,0.0,0.0,0.13517833,0.17855252,0.16044354,0.2997591,0.3151268,0.28316393,0.2504951,0.16219634,0.11191651,0.28714663,0.32094297,0.0,0.51860565,0.20768316,0.4346884,0.30037636,0.38641202,0.26624003,0.0,0.2292741,0.16796169,0.20469323,0.3094139,0.3304522,0.29066834,0.017696261,0.21839994,0.039573874,0.21132532,0.048074022,0.0,0.22809902,0.10760994,0.24544325,0.2478293,0.3786482,0.22604279,0.4294688,0.31555697,0.2834637,0.20684877
aftermovie,0.16973126,0.0,0.28121895,0.25497612,0.0,0.0,0.09708541,0.0,0.33601102,0.0,0.04008738,0.2136524,0.12402991,0.23605579,0.27101707,0.14273642,0.3449542,0.26317102,0.2700952,0.022663502,0.294385,0.4539592,0.42110947,0.3317368,0.097638205,0.13704374,0.3585304,0.0,0.28726697,0.0,0.121939495,0.4642986,0.2865211,0.28512615,0.0,0.28977153,0.14939284,0.1628536,0.0,0.43947986,0.007200705,0.0,0.275371,0.24099004,0.2906987,0.16945992,0.40721685,0.100088224,0.2150451,0.23593959,0.1071014,0.36163118,0.0,0.39779076,0.17580096,0.21818276,0.079708055,0.14753342,0.27713388,0.32115364,0.27443835,0.0,0.15911323,0.24623851,0.26356906,0.18579575,0.4386313,0.26820043,0.0,0.1799273,0.0880353,0.17582005,0.2913381,0.36803958,0.2205078,0.331124,0.25244445,0.0,0.048658784,0.0,0.26839453,0.20698628,0.21957609,0.10049383,0.2398054,0.2730788,0.2566174,0.22620139,0.27720675,0.44615617,0.45411065,0.28673953,0.372269,0.06578254,0.24454194,0.11261661,0.29579592,0.34240332,0.16403048,0.48304495,0.0,0.22841185,0.17259647,0.2758095,0.15282504,0.21279833,0.19993107,0.14170204,0.15085703,0.052105997,0.19603537,0.0,0.3677392,0.24466434,0.23291166,0.18491071,0.11790598,0.0,0.0,0.14023998,0.22312719,0.14224905,0.23947933,0.3064107,0.27148965,0.28454316,0.32863814,0.15293716,0.32092074,0.23149422,0.0,0.41582146,0.34080046,0.31613094,0.37915298,0.38606104,0.24073398,0.0,0.17011072,0.18165725,0.21874055,0.22016846,0.33279005,0.34798753,0.01048919,0.32171115,0.0372489,0.12221867,0.06643279,0.0,0.23266488,0.14867084,0.2430892,0.38051453,0.2923038,0.2515684,0.4223582,0.2563664,0.2932877,0.30135337
ahiddenlifefilm,0.10092022,0.0,0.120187156,0.19439901,0.0,0.0,0.05647877,0.0,0.19429262,0.0,0.059573695,0.11070722,0.07354836,0.13861947,0.14610939,0.10752475,0.18495686,0.09797032,0.13526104,0.00784444,0.124567896,0.1761798,0.18158929,0.20153604,0.05507654,0.10049258,0.16326132,0.0060384143,0.18656468,0.0,0.077844925,0.20034328,0.1515812,0.17237984,0.0,0.13612452,0.10102803,0.12922752,0.0,0.20448923,0.054943904,0.029901091,0.1755966,0.110968925,0.14429139,0.10241885,0.20636837,0.11508697,0.16474997,0.116141185,0.079973765,0.17711926,0.0,0.19344772,0.1249322,0.08825395,0.0025299974,0.1000367,0.14292064,0.18625829,0.21674149,0.0,0.14798017,0.12059964,0.17471628,0.097090125,0.19154951,0.11475003,0.0,0.070945956,0.108102456,0.1009191,0.1450827,0.19501466,0.12189983,0.18114564,0.14788526,0.0,0.04670878,0.0,0.11603316,0.14759268,0.10114319,0.13219921,0.14664204,0.15334733,0.14143531,0.14796564,0.16154563,0.21481593,0.20420955,0.15864083,0.16276982,0.01178126,0.12293489,0.03319735,0.14808463,0.19493976,0.08313707,0.18321538,0.0,0.14807628,0.021380292,0.07971491,0.11636794,0.15611821,0.14027469,0.08223862,0.07586272,0.1180723,0.121907994,0.0,0.1356792,0.13816863,0.17345975,0.14274412,0.09404433,0.0,0.0,0.101252966,0.09626924,0.08259089,0.16692844,0.17543623,0.16656311,0.15770622,0.16016117,0.118684575,0.16632916,0.16983093,0.0,0.25540558,0.13774133,0.22566621,0.15869023,0.21001954,0.1524242,0.0,0.09035,0.099328876,0.1193582,0.1699458,0.19794703,0.21535482,0.0104117235,0.15361884,0.03328784,0.115281254,0.046983287,0.0,0.11846121,0.09684709,0.104790606,0.17841125,0.21155421,0.14903027,0.228681,0.13849686,0.14279538,0.14244482
alitamovie,0.33045816,0.0,0.40911728,0.620464,0.0,0.0,0.0507709,0.0,0.5905588,0.0,0.19238788,0.3452323,0.2669493,0.5100854,0.53523415,0.3547275,0.50573885,0.21396592,0.3647171,0.35160473,0.38035294,0.561155,0.79180014,0.6356025,0.34669808,0.47927743,0.46930173,0.0140362615,0.5139792,0.0,0.29555905,0.5580727,0.28160986,0.40942478,0.0,0.36313653,0.24023058,0.47239873,0.0,0.68195826,0.0,0.048566766,0.616891,0.1794968,0.309393,0.34716764,0.541433,0.23680432,0.5009728,0.4359841,0.22436708,0.75619805,0.0,0.58295554,0.5188326,0.14658836,0.15321928,0.34564838,0.35708347,0.41530856,0.63998836,0.0,0.5441353,0.20935105,0.443352,0.31490606,0.6139843,0.34666514,0.0,0.13853456,0.33378127,0.20399809,0.5345885,0.56902325,0.30631602,0.49648678,0.66457635,0.0,0.16754629,0.0,0.37929878,0.4698689,0.3655298,0.46338972,0.4403293,0.3752921,0.2751247,0.5256836,0.5959068,0.7743979,0.66741455,0.5533122,0.42637256,0.054311387,0.44518462,0.0,0.48782253,0.6299172,0.33895627,0.6391308,0.0,0.5315252,0.029928248,0.33743465,0.48068526,0.5968197,0.27473757,0.24198775,0.0,0.27997363,0.38837552,0.0,0.40990004,0.28298932,0.47490662,0.50265694,0.37985334,0.0,0.018704409,0.16367164,0.45527908,0.42259175,0.5513726,0.3922908,0.5268554,0.6380678,0.45463598,0.29078645,0.6803523,0.5326356,0.0,0.6792337,0.4085202,0.8949563,0.61546105,0.65496725,0.57316387,0.0,0.031424448,0.18456548,0.32158828,0.48375493,0.7030115,0.48659107,0.08391996,0.38419676,0.0,0.32304224,0.05739314,0.0,0.41394028,0.17020981,0.41469347,0.5587729,0.6354795,0.42156902,0.7540416,0.6041805,0.5073738,0.67518055
