movie,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
21bridgesmovie,0.34726673,0.3585523,0.0,0.09127374,0.0,0.30062985,0.0,0.58457077,0.0,0.2641245,0.2627582,0.29712245,0.26381746,0.22141126,0.45112383,0.1616501,0.35624757,0.24725792,0.13943592,0.56512815,0.656019,0.23557189,0.39216337,0.51454335,0.44072503,0.44597098,0.31845835,0.4267363,0.3468024,0.6208267,0.0,0.47784555,0.12777182,0.50025064,0.2373307,0.43080842,0.21757908,0.32484835,0.5658152,0.34550872,0.2539468,0.0,0.5184779,0.66808945,0.0,0.28572205,0.28216293,0.5860507,0.4943152,0.11050093,0.0,0.45627177,0.0,0.249391,0.60521084,0.15226184,0.22798216,0.5311241,0.5458741,0.059273712,0.3717749,0.0,0.3328099,0.18769842,0.3828156,0.2725788,0.5787441,0.47692,0.0003824178,0.5440592,0.24443154,0.0,0.018612223,0.29803753,0.48790658,0.435227,0.6056334,0.61866343,0.4949768,0.3304742,0.39458528,0.39606977,0.12525722,0.4182998,0.48931718,0.31614247,0.057097763,0.54644954,0.54594827,0.54007745,0.40192658,0.34230974,0.35393363,0.0,0.35613152,0.1569295,0.0,0.0,0.4838731,0.6460883
47metersdown,0.4803948,0.6699243,0.0,0.036600016,0.0,0.60917884,0.0,0.7434261,0.0,0.31909773,0.37939274,0.5732605,0.0,0.3452615,0.5785318,0.28178996,0.5727908,0.17256671,0.3455779,0.76602477,1.0490311,0.4490378,0.5229634,0.52156335,0.5538917,0.40498754,0.40650725,0.53154445,0.40513352,0.65797544,0.0,0.8533899,0.22779906,0.63550067,0.056439236,0.37362176,0.3432458,0.31469378,0.71945894,0.4867985,0.3267656,0.0,0.7628592,0.65625304,0.0,0.27133584,0.38978902,0.57434493,0.5713072,0.17537542,0.0,0.33718634,0.0,0.26617977,0.6824689,0.24643344,0.39831424,0.5778887,0.40168524,0.0845633,0.5838993,0.021506358,0.39877287,0.07899209,0.26553628,0.33169386,0.6326699,0.5696723,0.0,0.6384457,0.48354632,0.0,0.0,0.32219446,0.74398625,0.47035316,0.3842779,0.52153105,0.5685967,0.32021004,0.47402468,0.3431692,0.29248732,0.6339934,0.6081419,0.4539596,0.09930037,0.8027312,0.6953696,0.6476187,0.4978789,0.22678205,0.60054606,0.0,0.35875544,0.26206902,0.0,0.0,0.84910625,0.5589827
abeautifuldaymovie,0.20347272,0.4296499,0.0,0.067700714,0.0,0.2615528,0.0,0.40371972,0.0,0.26463786,0.26635313,0.114998676,0.09968831,0.23160622,0.34138918,0.32146648,0.2591196,0.18355903,0.16492325,0.44998476,0.602561,0.19630516,0.5698159,0.30867133,0.46193153,0.4584655,0.14454539,0.39056218,0.35970357,0.42920086,0.0,0.33532268,0.34431288,0.2711414,0.14940618,0.18319881,0.28800115,0.30211386,0.59048104,0.31923074,0.2632542,0.0,0.64056426,0.4688941,0.0,0.41284904,0.326463,0.35856423,0.36260554,0.09264149,0.0,0.3737065,0.0,0.30475664,0.47118482,0.036935393,0.38931373,0.47671217,0.45679212,0.12753202,0.34528375,0.12656265,0.31977472,0.18237522,0.27155176,0.20828585,0.44704196,0.3144112,0.0,0.33987647,0.2851139,0.0,0.0,0.20223208,0.38412267,0.38085467,0.20683117,0.37496325,0.47084475,0.22136682,0.3338565,0.31770462,0.13579956,0.3206539,0.5649913,0.2905165,0.10108727,0.41650257,0.50507843,0.38340768,0.3901338,0.17611885,0.26830932,0.0,0.3426521,0.21082866,0.0,0.0,0.4357386,0.47837475
abominablemovie,0.33263308,0.82421184,0.0,0.0,0.0,0.9934829,0.0,0.6751455,0.0,0.7131015,0.6136193,0.38227934,0.18933949,0.47170126,0.69732344,0.30991814,0.78234947,0.5140263,0.31212386,0.7462192,0.91806865,0.71450776,0.664737,0.54626995,0.6509714,0.6149107,0.40228575,0.44809395,0.62120867,0.84351903,0.0,0.8092352,0.33643147,0.5651753,0.3557737,0.51857775,0.28107944,0.58064526,1.1321677,0.7469417,0.32837105,0.0,0.74797416,0.81505257,0.0,0.8178327,0.5281155,0.8297892,0.83748096,0.32787895,0.0,0.7147293,0.0,0.52926135,1.074539,0.15743233,0.58696395,0.6985939,0.51986897,0.004249134,0.7671224,0.0,0.62489724,0.32651144,0.3491016,0.4732466,0.5917631,0.43116888,0.0,0.8454406,0.45378444,0.0,0.0,0.4069906,0.679559,0.82626003,0.82449836,0.72030026,0.6623791,0.55444646,0.3518882,0.42866552,0.112090975,0.72780454,0.7649014,0.43016124,0.2057227,0.77343684,0.9935765,0.4341172,0.5585479,0.28586832,0.5797401,0.0,0.63260204,0.40690222,0.0,0.0,0.9413735,1.1157522
adastramovie,0.23603018,0.39784205,0.0,0.08715772,0.08639694,0.3371554,0.0,0.58570683,0.0,0.35804233,0.3758081,0.24192907,0.111297786,0.24259508,0.40218985,0.3106812,0.4670512,0.24897529,0.3263538,0.54251754,0.66318613,0.25806612,0.61536956,0.13077083,0.46224958,0.3704857,0.3727281,0.35319412,0.30305263,0.59729815,0.0,0.41010484,0.40086013,0.49104205,0.31656855,0.28324425,0.2541804,0.31073412,0.6897962,0.41881093,0.15762514,0.0,0.47058967,0.45290875,0.0,0.53835005,0.32401487,0.31337258,0.3334581,0.0,0.0,0.40983596,0.0,0.12699369,0.54106694,0.24101193,0.24754408,0.35541826,0.42567313,0.053003773,0.28140184,0.0,0.26662967,0.23940805,0.3084695,0.2997855,0.4209692,0.38359478,0.024396027,0.52006036,0.2866479,0.0,0.082081094,0.23758832,0.45623958,0.32994875,0.34732985,0.37499246,0.41484883,0.38580316,0.3389795,0.2690116,0.17419957,0.3375041,0.43348485,0.36467612,0.11280245,0.36667973,0.53361696,0.42712083,0.3907684,0.14324702,0.3129492,0.0,0.41395113,0.15792647,0.0,0.0,0.50244164,0.63007444
adogsjourneymovie,0.11869571,0.68418664,0.0,0.266864,0.06627719,0.6458048,0.0,0.7559191,0.0,0.8853916,0.8760034,0.47744167,0.22542214,0.33812812,0.92929965,0.5586918,0.91303945,0.2847165,0.48353946,1.4028882,1.3518134,0.5506375,0.9581392,0.17541471,0.9819997,0.87345886,0.7652762,0.5372477,0.9380479,1.3292254,0.0,0.8490621,0.61941814,0.29471445,0.61973876,0.41271168,0.33644462,0.48624715,1.0663251,0.42353696,0.595101,0.0,1.2019727,1.0533464,0.10150358,0.6262748,0.27198878,1.0105354,1.3350395,0.13198783,0.0,0.9569097,0.0,0.8598008,1.2563279,0.31812954,0.3981873,0.90545374,1.0265608,0.0,0.60461605,0.0,0.61813825,0.553495,0.38494575,0.37388253,1.1685212,0.91624326,0.0,0.82257336,0.45802906,0.0,0.3088157,0.27649134,0.83984274,0.8781664,0.77934366,0.84874153,0.5766628,0.47676766,0.65793586,0.51145226,0.34615618,0.64990985,0.8279649,0.5665138,0.24231261,0.43969104,0.931991,0.8377868,0.8071373,0.53839576,0.41368255,0.0,0.970025,0.676296,0.0,0.0,0.84165955,1.1970178
aftermathmovie,0.27347654,0.3001086,0.0,0.121457696,0.010750188,0.2251481,0.0,0.35653776,0.0,0.3100961,0.24990559,0.19469534,0.08531601,0.11065263,0.3219434,0.14312194,0.38625202,0.1551107,0.05528476,0.32137728,0.49574456,0.2334927,0.36807254,0.1530005,0.28425246,0.30409393,0.31296805,0.2092494,0.26523548,0.37437797,0.0,0.32142788,0.09366342,0.2821701,0.12209195,0.15147196,0.18930012,0.19880167,0.4466041,0.21136218,0.18424958,0.0,0.37676874,0.28657782,0.0,0.34340027,0.14617872,0.36155635,0.31227463,0.07861676,0.0,0.31089598,0.0,0.2322749,0.40587026,0.061121058,0.20805642,0.30992824,0.33808726,0.109384954,0.23665886,0.0,0.19397421,0.19866827,0.07042457,0.18798967,0.3070338,0.24938588,0.0,0.34293056,0.2507098,0.0,0.0,0.15292981,0.3584324,0.3409647,0.30816537,0.37002712,0.25921446,0.20992878,0.17204134,0.11705573,0.11146634,0.30439475,0.35278454,0.22051796,0.09658883,0.27373683,0.2918595,0.29746157,0.25650206,0.17456906,0.18649192,0.0,0.23009473,0.1408243,0.0,0.04105458,0.3730674,0.39123085
aftermovie,0.36864588,0.23590112,0.0,0.02636255,0.115196936,0.25410372,0.0,0.4958144,0.0,0.32977295,0.31717515,0.3223353,0.04172921,0.20242426,0.37661037,0.25964528,0.36254823,0.1862594,0.28619447,0.518115,0.59341055,0.23174936,0.36694157,0.2034506,0.3308193,0.4522266,0.3032315,0.32033128,0.39975902,0.45881864,0.0,0.42990237,0.2071625,0.34838387,0.05580363,0.31349778,0.35300446,0.3985075,0.46952182,0.18824273,0.1440423,0.0,0.45487723,0.5084572,0.0,0.28189555,0.42558774,0.32071447,0.29041237,0.17291155,0.0,0.291149,0.0,0.26237836,0.4741689,0.00084671937,0.27003196,0.41799766,0.4817406,0.067450196,0.17867585,0.0,0.2733981,0.30470434,0.12344855,0.17541401,0.5174081,0.44023278,0.02909544,0.33645588,0.21322484,0.0,0.023361756,0.28986573,0.18875374,0.36806867,0.24267781,0.35591662,0.33566722,0.2233403,0.3314983,0.32383704,0.08471114,0.34717458,0.4746166,0.14934534,0.0,0.41269672,0.527084,0.30236042,0.4489712,0.31539834,0.3822878,0.0,0.33728966,0.0,0.0,0.0,0.49938872,0.5177598
ahiddenlifefilm,0.13756329,0.18985808,0.0,0.045274567,0.0051627075,0.15063843,0.0,0.25365254,0.0,0.17517345,0.13499026,0.11870815,0.077498786,0.117737696,0.19063058,0.100368425,0.22749624,0.103187755,0.07818426,0.2650687,0.27790052,0.1382724,0.22460547,0.1287037,0.20640172,0.21231318,0.15834235,0.15732592,0.13627036,0.23996687,0.0,0.1994564,0.09816348,0.1475744,0.07801877,0.1289967,0.12971538,0.106327526,0.24657956,0.16510116,0.13034283,0.0,0.23961957,0.22222099,0.0076099103,0.19292264,0.12520143,0.1993185,0.18992706,0.052367147,0.0,0.1810027,0.0,0.097361855,0.25543478,0.06310904,0.118531115,0.21900117,0.18583813,0.0256924,0.16825485,0.0,0.1429717,0.078637265,0.10197912,0.115599655,0.2294428,0.17966878,1.1958182e-06,0.2019244,0.14151499,0.0,0.0,0.10140723,0.18846674,0.18150006,0.15840021,0.18422651,0.17863211,0.1356217,0.16161597,0.110516205,0.08593033,0.17427507,0.2056438,0.12629443,0.07131765,0.22832982,0.21115908,0.18478449,0.19203278,0.10876704,0.1278827,0.0,0.1460295,0.05872593,0.0,0.0,0.23463096,0.23249128
alitamovie,0.3153239,0.5388916,0.0,0.17444286,0.028572619,0.38432032,0.0,0.7334939,0.0,0.24089034,0.40968257,0.26632375,0.14334494,0.11071871,0.60408425,0.39153084,0.6742944,0.18361747,0.34595728,0.5938975,0.96513736,0.18777141,0.66943467,0.4010708,0.49148965,0.22095841,0.52275586,0.43381023,0.452423,0.7455951,0.0,0.5417401,0.17714207,0.354134,0.2679175,0.45646513,0.56001353,0.19512433,0.55309176,0.24835509,0.45232582,0.0,0.5244215,0.70680463,0.0,0.84327984,0.60260755,0.5686376,0.7164479,0.0,0.0,0.41791666,0.0,0.16210066,0.44810796,0.16961996,0.32285717,0.6006973,0.36185467,0.11722174,0.45477083,0.0,0.43295938,0.26479402,0.5873184,0.13219802,0.6146094,0.5910583,0.0,0.61693054,0.77161753,0.0,0.026757134,0.14718604,0.73146045,0.6238724,0.46775502,0.50796,0.49421543,0.56157136,0.72907794,0.38376188,0.287089,0.56767875,0.64496106,0.5348023,0.07403593,0.77146906,0.60716295,0.57402945,0.44097692,0.22249551,0.5428526,0.0,0.28107104,0.28851834,0.0,0.0,0.75894964,0.6934375
